Cruise,Station,Type,Date_Time_[UTC],Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bot. Depth [m],Cast_Number,Bottle_Number,Pressure_[dbar],Depth_[m],Temperature_[C],Salinity_[psu],Density_[kg/m3],N+N_[uM],N+N_flag,Silicate_[uM],Silicate_flag,Phosphate_[uM],Phosphate_flag,Notes
SKQ201810S,RES2.5,B,2018-04-18T18:21:00,-149.3585,60.0193,290,1,1,289.86,286.92557,5.9905,33.3112,1027.52015,26.711,1,48.201,1,2.088,1,
SKQ201810S,RES2.5,B,2018-04-18T18:23:11,-149.3585,60.0193,290,1,2,252.72,250.18401,6.0006,33.2818,1027.32401,26.4626,1,46.531,1,2.073,1,
SKQ201810S,RES2.5,B,2018-04-18T18:25:57,-149.3585,60.0193,290,1,3,201.96,199.95792,6.0613,33.2044,1027.01983,25.9631,1,45.391,1,2.029,1,
SKQ201810S,RES2.5,B,2018-04-18T18:29:26,-149.3585,60.0193,290,1,4,151.5,150.01646,5.8373,32.7226,1026.43362,20.7122,1,34.665,1,1.688,1,
SKQ201810S,RES2.5,B,2018-04-18T18:30:53,-149.3585,60.0193,290,1,5,126.47,125.23916,5.5875,32.348,1026.05157,16.7358,1,27.127,1,1.429,1,
SKQ201810S,RES2.5,B,2018-04-18T18:32:36,-149.3585,60.0193,290,1,6,100.77,99.79549,5.4931,32.1423,1025.78041,15.6363,1,24.788,1,1.355,1,
SKQ201810S,RES2.5,B,2018-04-18T18:34:17,-149.3585,60.0193,290,1,7,75.89,75.16063,5.4184,32.0107,1025.56916,14.999,1,23.453,1,1.312,1,
SKQ201810S,RES2.5,B,2018-04-18T18:36:32,-149.3585,60.0193,290,1,8,50.43,49.94841,4.8756,31.7778,1025.32662,13.655,1,22.22,1,1.251,1,
SKQ201810S,RES2.5,B,2018-04-18T18:38:27,-149.3585,60.0193,290,1,9,40.37,39.98545,4.8323,31.7163,1025.2354,13.166,1,21.743,1,1.219,1,
SKQ201810S,RES2.5,B,2018-04-18T18:40:00,-149.3585,60.0193,290,1,10,30.13,29.84374,4.6914,31.6471,1025.14715,12.8234,1,21.438,1,1.158,1,
SKQ201810S,RES2.5,B,2018-04-18T18:41:34,-149.3585,60.0193,290,1,11,20.14,19.94913,4.6091,31.5783,1025.05463,11.6451,1,20.109,1,1.086,1,
SKQ201810S,RES2.5,B,2018-04-18T18:43:01,-149.3585,60.0193,290,1,12,10.15,10.05405,4.9208,31.4585,1024.88015,8.6385,1,15.166,1,0.868,1,
SKQ201810S,RES2.5,B,2018-04-18T18:44:31,-149.3585,60.0193,290,1,13,3.8,3.76414,5.2744,31.3423,1024.72012,4.3568,1,8.532,1,0.474,1,
SKQ201810S,GAK1,B,2018-04-19T01:10:42,-149.4648,59.8465,270,2,1,267.76,265.06712,5.9223,33.4275,1027.5186,28.0506,1,55.941,1,2.291,1,
SKQ201810S,GAK1,B,2018-04-19T01:12:47,-149.4648,59.8465,270,2,3,252.86,250.32598,5.9255,33.4123,1027.43725,27.7692,1,52.515,1,2.184,1,
SKQ201810S,GAK1,B,2018-04-19T01:16:41,-149.4648,59.8465,270,2,4,201.52,199.52525,5.9549,33.2261,1027.04858,28.0568,1,56.547,1,2.285,1,
SKQ201810S,GAK1,B,2018-04-19T01:19:22,-149.4648,59.8465,270,2,5,151.64,150.15712,5.2814,32.5022,1026.32706,15.846,1,23.86,1,1.371,1,
SKQ201810S,GAK1,B,2018-04-19T01:21:28,-149.4648,59.8465,270,2,6,126.69,125.45869,5.0085,32.1461,1025.95998,13.5921,1,20.53,1,1.236,1,
SKQ201810S,GAK1,B,2018-04-19T01:24:31,-149.4648,59.8465,270,2,7,101.12,100.14341,4.9129,32.0353,1025.76331,12.6988,1,19.042,1,1.181,1,
