Cruise,Station,Type,Date_Time_[UTC],Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bot. Depth [m],Cast_Number,Bottle_Number,Pressure_[dbar],Depth_[m],Temperature_[C],Salinity_[psu],Density_[kg/m3],N+N_[uM],N+N_flag,Silicate_[uM],Silicate_flag,Phosphate_[uM],Phosphate_flag,Notes
TGX201904,RES2.5,B,2019-04-27T07:04:16,-149.3557,60.0185,300.0,1,1,275.33,272.55225,6.3041,33.1368,1027.27449,28.6843,1,51.3785,1,2.407,1,
TGX201904,RES2.5,B,2019-04-27T07:06:41,-149.3557,60.0185,300.0,1,2,252.63,250.09498,6.4901,33.0459,1027.07331,26.736,1,47.05,1,2.196,1,
TGX201904,RES2.5,B,2019-04-27T07:08:38,-149.3557,60.0185,300.0,1,3,201.88,199.87876,6.5346,32.5708,1026.45855,19.2178,1,31.722,1,1.62,1,
TGX201904,RES2.5,B,2019-04-27T07:10:08,-149.3557,60.0185,300.0,1,4,150.62,149.14541,6.3989,32.1817,1025.93216,15.8365,1,24.619,1,1.377,1,
TGX201904,RES2.5,B,2019-04-27T07:11:39,-149.3557,60.0185,300.0,1,5,125.81,124.58579,6.3343,32.0681,1025.73564,15.1175,1,23.385,1,1.31,1,
TGX201904,RES2.5,B,2019-04-27T07:13:31,-149.3557,60.0185,300.0,1,6,100.62,99.64698,6.2913,31.9753,1025.55095,14.8318,1,21.051,1,1.284,1,
TGX201904,RES2.5,B,2019-04-27T07:15:14,-149.3557,60.0185,300.0,1,7,75.57,74.84377,6.1778,31.8486,1025.34894,14.6007,1,21.886,1,1.272,1,
TGX201904,RES2.5,B,2019-04-27T07:16:40,-149.3557,60.0185,300.0,1,8,50.06,49.58199,6.1027,31.6566,1025.08828,13.7065,1,20.052,1,1.218,1,
TGX201904,RES2.5,B,2019-04-27T07:18:09,-149.3557,60.0185,300.0,1,9,40.06,39.67844,6.1477,31.5773,1024.97367,12.0298,1,18.839,1,1.143,1,
TGX201904,RES2.5,B,2019-04-27T07:19:05,-149.3557,60.0185,300.0,1,10,30.2,29.91307,6.0894,31.4777,1024.85595,11.9854,1,17.6175,1,1.1175,1,
TGX201904,RES2.5,B,2019-04-27T07:20:26,-149.3557,60.0185,300.0,1,11,19.97,19.78076,6.2413,31.3948,1024.72483,10.4719,1,16.216,1,0.974,1,
TGX201904,RES2.5,B,2019-04-27T07:21:39,-149.3557,60.0185,300.0,1,12,9.96,9.86585,6.1506,31.2697,1024.59052,9.0768,1,14.657,1,0.865,1,
TGX201904,RES2.5,B,2019-04-27T07:23:45,-149.3557,60.0185,300.0,1,13,2.32,2.29811,6.3641,30.9557,1024.28141,6.3035,1,12.772,1,0.663,1,
TGX201904,MID1,B,2019-04-28T15:37:47,-145.5018,60.2495,17.0,3,2,17.21,17.04671,6.4047,31.6866,1024.92233,9.37585,1,13.4,1,0.972,1,
TGX201904,MID1,B,2019-04-28T15:38:53,-145.5018,60.2495,17.0,3,4,10.0,9.90529,6.3309,31.5002,1024.75102,9.0507,1,13.166,1,0.929,1,
TGX201904,MID1,B,2019-04-28T15:40:31,-145.5018,60.2495,17.0,3,6,2.41,2.38722,6.3852,30.0663,1023.5785,7.6327,1,13.951,1,0.708,1,
TGX201904,MID2,B,2019-04-28T19:22:05,-145.6645,60.1053,119.0,6,1,114.99,113.87327,6.1927,32.1702,1025.78366,15.77305,1,24.288,1,1.3655,1,
TGX201904,MID2,B,2019-04-28T19:23:04,-145.6645,60.1053,119.0,6,2,101.05,100.07203,6.1877,32.1603,1025.7118,15.6622,1,25.562,1,1.347,1,
TGX201904,MID2,B,2019-04-28T19:24:06,-145.6645,60.1053,119.0,6,3,76.13,75.39776,6.1718,32.0302,1025.49564,14.2418,1,22.906,1,1.227,1,
TGX201904,MID2,B,2019-04-28T19:25:33,-145.6645,60.1053,119.0,6,5,50.92,50.43332,6.1963,32.0053,1025.35619,13.8586,1,21.802,1,1.1905,1,
TGX201904,MID2,B,2019-04-28T19:26:45,-145.6645,60.1053,119.0,6,6,40.58,40.19316,6.3583,31.9411,1025.2373,12.7141,1,19.736,1,1.14,1,
TGX201904,MID2,B,2019-04-28T19:27:41,-145.6645,60.1053,119.0,6,7,30.69,30.39817,6.3538,31.8612,1025.12874,11.9573,1,18.541,1,1.096,1,
TGX201904,MID2,B,2019-04-28T19:28:29,-145.6645,60.1053,119.0,6,8,20.25,20.05795,6.6404,31.8015,1024.99727,10.9501,1,16.892,1,1.015,1,
TGX201904,MID2,B,2019-04-28T19:29:25,-145.6645,60.1053,119.0,6,9,9.8,9.7073,6.8771,31.6283,1024.78207,10.4164,1,16.009,1,0.981,1,
TGX201904,MID2,B,2019-04-28T19:30:14,-145.6645,60.1053,119.0,6,11,2.48,2.45659,6.9474,31.5543,1024.68082,10.201,1,15.566,1,0.968,1,
TGX201904,MID3,B,2019-04-28T21:07:46,-145.7958,59.9512,85.0,8,1,76.47,75.73536,6.5614,32.3102,1025.66862,14.0181,1,21.3205,1,1.269,1,
TGX201904,MID3,B,2019-04-28T21:08:55,-145.7958,59.9512,85.0,8,3,49.79,49.31486,6.6063,32.1841,1025.44016,12.5457,1,18.613,1,1.167,1,
