Cruise,Type,Date_Time_[UTC],Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bottom_Depth_[m],Speed_[knots],Course_[degrees_true],Heading_[degree],Roll_[degree],Pitch_[degree],Heave,Atmos_Pressure_[hPa],Air_Temperature_[C],Relative_Humidity_[%],Wind_Dir_[degrees_true],Wind_Speed_[knots],Longwave_Downwelling_[W/m2],Shortwave_Downwelling_[W/m2],PAR_[uE/m2/s]
SKQ202106S,TSG,2021-04-23T04:29:00Z,-149.3583,60.0255,292.35,0.2,41.63,127.68,0.58,0.6,0.0,1018.35,6.6,74.0,162.9,12.0,372.28,24.24,117.51
SKQ202106S,TSG,2021-04-23T04:30:00Z,-149.3582,60.0256,292.3,0.2,42.03,129.86,0.57,0.59,0.0,1018.35,6.6,73.9,160.3,12.3,372.51,23.83,115.65
SKQ202106S,TSG,2021-04-23T04:31:00Z,-149.3581,60.0256,292.72,0.1,36.46,130.48,0.61,0.6,0.0,1018.33,6.7,72.5,168.8,10.5,372.66,23.01,112.92
SKQ202106S,TSG,2021-04-23T04:32:00Z,-149.3581,60.0256,293.52,0.0,208.63,130.05,0.81,0.59,0.0,1018.34,6.6,73.4,150.7,8.9,372.83,21.88,109.5
SKQ202106S,TSG,2021-04-23T04:33:00Z,-149.3581,60.0256,292.79,0.1,225.11,129.48,0.39,0.58,0.0,1018.34,6.6,73.7,150.1,10.1,373.31,20.46,105.57
SKQ202106S,TSG,2021-04-23T04:34:00Z,-149.3582,60.0256,292.39,0.2,220.99,128.92,0.36,0.58,0.0,1018.37,6.6,73.0,150.8,11.0,373.8,18.65,100.9
SKQ202106S,TSG,2021-04-23T04:35:00Z,-149.3583,60.0255,292.5,0.2,220.1,128.84,0.54,0.59,-0.0,1018.38,6.6,73.5,149.0,9.4,374.2,16.82,95.89
SKQ202106S,TSG,2021-04-23T04:36:00Z,-149.3584,60.0255,293.18,0.2,219.05,128.31,0.5,0.57,0.0,1018.35,6.6,73.6,145.0,9.7,374.59,15.08,91.04
SKQ202106S,TSG,2021-04-23T04:37:00Z,-149.3584,60.0254,294.68,0.1,216.03,127.73,0.45,0.58,0.01,1018.35,6.6,73.4,162.9,10.0,374.74,13.42,86.38
SKQ202106S,TSG,2021-04-23T04:38:00Z,-149.3585,60.0254,293.37,0.0,83.36,128.76,0.54,0.58,0.0,1018.37,6.6,74.0,156.9,8.5,374.7,11.88,81.99
SKQ202106S,TSG,2021-04-23T04:39:00Z,-149.3584,60.0254,294.26,0.1,32.63,129.64,0.39,0.58,-0.0,1018.37,6.5,74.2,154.9,9.4,375.0,10.39,77.86
SKQ202106S,TSG,2021-04-23T04:40:00Z,-149.3584,60.0255,293.22,0.1,39.54,129.92,0.74,0.6,0.0,1018.38,6.6,74.0,147.8,7.8,374.82,9.13,74.12
SKQ202106S,TSG,2021-04-23T04:41:00Z,-149.3584,60.0255,293.92,0.1,29.75,129.83,0.79,0.6,-0.0,1018.34,6.6,73.9,143.7,8.6,375.24,8.24,71.14
SKQ202106S,TSG,2021-04-23T04:42:00Z,-149.3584,60.0255,293.12,0.1,39.21,129.3,0.89,0.6,0.01,1018.37,6.5,74.4,151.8,9.2,374.78,7.56,68.51
SKQ202106S,TSG,2021-04-23T04:43:00Z,-149.3583,60.0255,293.52,0.1,40.69,129.21,0.84,0.6,-0.0,1018.4,6.5,74.5,148.5,8.4,374.65,6.76,65.93
SKQ202106S,TSG,2021-04-23T04:44:00Z,-149.3583,60.0255,293.1,0.1,41.93,129.44,0.87,0.59,-0.0,1018.37,6.5,74.6,152.9,9.4,374.9,5.87,63.13
SKQ202106S,TSG,2021-04-23T04:45:00Z,-149.3582,60.0256,292.51,0.2,41.29,129.2,0.86,0.6,0.01,1018.4,6.5,74.8,157.0,9.0,374.61,4.88,60.27
SKQ202106S,TSG,2021-04-23T04:46:00Z,-149.3582,60.0256,292.91,0.2,39.4,129.16,0.85,0.61,0.0,1018.4,6.5,75.2,157.3,9.5,374.72,3.96,57.65
SKQ202106S,TSG,2021-04-23T04:47:00Z,-149.3581,60.0256,293.0,0.2,39.68,129.56,0.8,0.59,-0.0,1018.38,6.5,75.0,152.5,9.4,374.77,3.21,55.24
SKQ202106S,TSG,2021-04-23T04:48:00Z,-149.358,60.0257,293.31,0.2,38.95,129.38,0.81,0.6,0.0,1018.37,6.5,75.0,163.5,9.6,374.68,2.43,52.99
SKQ202106S,TSG,2021-04-23T04:49:00Z,-149.358,60.0257,293.23,0.2,38.27,129.12,0.78,0.6,0.01,1018.37,6.5,74.7,166.7,10.3,374.52,1.69,50.82
SKQ202106S,TSG,2021-04-23T04:50:00Z,-149.3579,60.0258,293.72,0.2,39.44,129.76,0.82,0.59,0.0,1018.36,6.5,74.3,150.2,9.1,374.5,1.11,48.74
SKQ202106S,TSG,2021-04-23T04:51:00Z,-149.3579,60.0258,294.97,0.1,33.43,129.38,0.83,0.6,0.01,1018.38,6.5,74.0,150.0,9.5,374.58,0.39,46.71
SKQ202106S,TSG,2021-04-23T04:52:00Z,-149.3578,60.0258,293.07,0.0,51.59,129.37,0.77,0.59,0.0,1018.37,6.5,74.2,143.3,9.0,374.76,-0.16,44.76
SKQ202106S,TSG,2021-04-23T04:53:00Z,-149.3578,60.0258,293.51,0.0,31.49,129.04,0.73,0.59,-0.0,1018.37,6.5,74.0,149.4,9.8,374.64,-0.79,42.9
SKQ202106S,TSG,2021-04-23T04:54:00Z,-149.3578,60.0258,293.06,0.1,33.15,128.92,0.78,0.6,0.0,1018.35,6.5,74.1,159.2,10.7,374.48,-1.38,41.06
SKQ202106S,TSG,2021-04-23T04:55:00Z,-149.3578,60.0258,292.85,0.1,40.09,129.09,0.65,0.58,-0.0,1018.36,6.5,74.1,161.3,9.8,374.36,-1.98,39.18
SKQ202106S,TSG,2021-04-23T04:56:00Z,-149.3577,60.0259,292.48,0.2,37.92,128.98,0.79,0.6,0.0,1018.34,6.5,74.6,161.6,8.7,374.43,-2.65,37.34
SKQ202106S,TSG,2021-04-23T04:57:00Z,-149.3577,60.0259,292.6,0.1,43.45,129.35,0.72,0.6,0.0,1018.32,6.5,74.5,153.0,10.5,374.54,-3.13,35.68
SKQ202106S,TSG,2021-04-23T04:58:00Z,-149.3576,60.0259,293.59,0.1,45.03,129.33,0.63,0.59,0.0,1018.31,6.4,75.0,158.3,8.3,374.11,-3.69,34.16
SKQ202106S,TSG,2021-04-23T04:59:00Z,-149.3576,60.026,292.57,0.1,38.68,129.22,0.8,0.61,-0.0,1018.32,6.4,75.0,160.5,9.6,374.16,-4.14,32.73
SKQ202106S,TSG,2021-04-23T05:00:00Z,-149.3575,60.026,293.16,0.1,43.81,129.31,0.88,0.6,0.01,1018.33,6.4,74.9,158.5,9.4,374.0,-4.66,31.37
SKQ202106S,TSG,2021-04-23T05:01:00Z,-149.3575,60.026,294.53,0.1,38.02,129.87,0.57,0.59,0.0,1018.35,6.4,75.1,153.5,9.1,374.0,-5.15,30.13
SKQ202106S,TSG,2021-04-23T05:02:00Z,-149.3574,60.026,294.4,0.0,29.11,129.57,0.79,0.6,0.0,1018.37,6.4,75.3,152.2,9.3,374.04,-5.6,28.94
SKQ202106S,TSG,2021-04-23T05:03:00Z,-149.3574,60.026,293.64,0.0,38.25,129.25,0.82,0.6,0.0,1018.32,6.4,75.2,146.9,10.2,374.04,-5.97,27.85
SKQ202106S,TSG,2021-04-23T05:04:00Z,-149.3574,60.026,294.92,0.0,6.03,129.34,0.74,0.59,0.01,1018.39,6.4,75.2,150.4,9.5,373.76,-6.27,26.79
SKQ202106S,TSG,2021-04-23T05:05:00Z,-149.3574,60.026,294.53,0.0,215.29,129.46,0.76,0.59,0.0,1018.37,6.4,75.3,147.0,9.3,373.63,-6.62,25.73
SKQ202106S,TSG,2021-04-23T05:06:00Z,-149.3574,60.026,294.3,0.1,224.88,129.39,1.0,0.62,0.0,1018.38,6.4,75.0,142.6,7.9,373.96,-6.93,24.66
SKQ202106S,TSG,2021-04-23T05:07:00Z,-149.3575,60.026,294.93,0.1,217.28,129.49,0.9,0.61,0.0,1018.37,6.4,75.3,139.4,8.5,374.07,-7.23,23.58
SKQ202106S,TSG,2021-04-23T05:08:00Z,-149.3575,60.026,293.16,0.1,223.16,129.06,0.84,0.6,-0.0,1018.36,6.4,75.2,145.6,9.5,373.98,-7.6,22.47
SKQ202106S,TSG,2021-04-23T05:09:00Z,-149.3576,60.026,292.67,0.1,222.2,128.77,0.82,0.6,0.01,1018.38,6.4,75.4,158.4,9.4,373.7,-7.97,21.4
SKQ202106S,TSG,2021-04-23T05:10:00Z,-149.3576,60.0259,293.18,0.1,219.07,129.02,0.81,0.61,-0.0,1018.37,6.4,75.2,151.5,8.5,373.95,-8.33,20.37
SKQ202106S,TSG,2021-04-23T05:11:00Z,-149.3576,60.0259,293.37,0.1,223.26,129.37,0.83,0.6,0.0,1018.37,6.4,74.7,150.5,8.9,374.26,-8.79,19.33
SKQ202106S,TSG,2021-04-23T05:12:00Z,-149.3577,60.0259,293.1,0.1,219.87,129.23,0.8,0.59,0.0,1018.38,6.4,75.3,157.8,8.5,373.98,-9.11,18.32
SKQ202106S,TSG,2021-04-23T05:13:00Z,-149.3577,60.0259,292.69,0.1,221.19,129.63,0.88,0.61,0.0,1018.37,6.3,75.5,151.8,5.5,374.11,-9.43,17.34
SKQ202106S,TSG,2021-04-23T05:14:00Z,-149.3578,60.0258,292.88,0.2,217.71,129.73,0.92,0.59,0.0,1018.38,6.4,75.3,145.2,6.8,374.69,-9.75,16.39
SKQ202106S,TSG,2021-04-23T05:15:00Z,-149.3578,60.0258,294.39,0.2,219.08,129.07,0.86,0.62,-0.0,1018.4,6.4,74.7,147.8,6.3,374.55,-10.0,15.56
SKQ202106S,TSG,2021-04-23T05:16:00Z,-149.3579,60.0258,293.94,0.2,219.88,128.98,0.77,0.59,0.0,1018.4,6.4,74.8,137.1,6.6,374.67,-10.0,14.81
SKQ202106S,TSG,2021-04-23T05:17:00Z,-149.358,60.0257,293.8,0.2,221.1,129.13,0.53,0.58,0.0,1018.4,6.3,75.3,137.4,7.2,375.01,-10.0,14.12
SKQ202106S,TSG,2021-04-23T05:18:00Z,-149.3581,60.0257,293.21,0.2,217.91,129.09,0.84,0.6,0.0,1018.42,6.3,75.1,127.6,6.6,374.53,-10.0,13.4
SKQ202106S,TSG,2021-04-23T05:19:00Z,-149.3581,60.0256,293.07,0.3,221.71,129.31,0.87,0.61,0.0,1018.4,6.3,75.3,137.0,4.9,375.17,-10.0,12.7
SKQ202106S,TSG,2021-04-23T05:20:00Z,-149.3583,60.0255,292.76,0.3,219.56,129.09,0.8,0.59,-0.0,1018.4,6.3,75.7,128.1,4.1,375.16,-10.0,11.99
SKQ202106S,TSG,2021-04-23T05:21:00Z,-149.3584,60.0255,294.07,0.3,219.2,128.35,0.97,0.6,0.0,1018.4,6.2,76.3,136.5,4.6,375.19,-10.0,11.31
SKQ202106S,TSG,2021-04-23T05:22:00Z,-149.3585,60.0254,295.07,0.2,220.75,128.43,0.95,0.61,-0.0,1018.4,6.2,76.3,142.8,5.9,374.8,-10.0,10.69
SKQ202106S,TSG,2021-04-23T05:23:00Z,-149.3585,60.0254,294.55,0.2,222.65,128.83,0.91,0.59,0.0,1018.4,6.2,76.0,138.3,5.5,374.7,-10.0,10.11
SKQ202106S,TSG,2021-04-23T05:24:00Z,-149.3586,60.0253,294.19,0.1,213.73,129.1,0.95,0.6,0.01,1018.4,6.2,76.2,138.2,5.2,374.86,-10.0,9.55
SKQ202106S,TSG,2021-04-23T05:25:00Z,-149.3586,60.0253,292.87,0.0,220.47,129.51,0.93,0.61,0.0,1018.4,6.2,75.8,143.3,5.8,374.8,-10.0,9.0
SKQ202106S,TSG,2021-04-23T05:26:00Z,-149.3586,60.0253,292.88,0.1,29.04,129.83,0.92,0.6,-0.0,1018.4,6.2,75.8,145.3,6.0,374.77,-10.0,8.47
SKQ202106S,TSG,2021-04-23T05:27:00Z,-149.3586,60.0254,294.81,0.2,38.96,129.56,0.92,0.61,-0.0,1018.37,6.2,75.6,150.2,7.3,374.25,-10.0,7.96
SKQ202106S,TSG,2021-04-23T05:28:00Z,-149.3585,60.0254,294.96,0.2,41.9,129.27,0.66,0.59,0.01,1018.4,6.3,75.3,156.1,7.1,374.31,-10.0,7.47
SKQ202106S,TSG,2021-04-23T05:29:00Z,-149.3584,60.0255,294.0,0.3,40.21,129.44,0.92,0.61,0.0,1018.4,6.3,75.4,154.6,6.7,374.15,-10.0,6.99
SKQ202106S,TSG,2021-04-23T05:30:00Z,-149.3583,60.0255,293.51,0.2,39.01,130.02,0.68,0.59,-0.0,1018.4,6.3,75.3,160.0,6.4,374.3,-10.0,6.55
SKQ202106S,TSG,2021-04-23T05:31:00Z,-149.3582,60.0255,293.01,0.2,39.39,129.67,0.83,0.61,0.0,1018.4,6.3,75.6,157.4,7.2,374.0,-10.0,6.13
SKQ202106S,TSG,2021-04-23T05:32:00Z,-149.3582,60.0256,292.84,0.1,38.32,129.4,0.93,0.6,0.0,1018.4,6.3,75.4,142.8,6.7,374.04,-10.0,5.76
SKQ202106S,TSG,2021-04-23T05:33:00Z,-149.3582,60.0256,293.31,0.1,45.73,129.2,0.9,0.61,0.01,1018.4,6.3,75.4,152.4,6.8,374.3,-10.0,5.39
SKQ202106S,TSG,2021-04-23T05:34:00Z,-149.3581,60.0256,293.79,0.1,43.11,129.1,0.57,0.6,0.01,1018.4,6.3,74.9,142.8,6.8,374.57,-10.0,5.05
SKQ202106S,TSG,2021-04-23T05:35:00Z,-149.3581,60.0256,293.37,0.1,32.37,129.2,0.47,0.57,-0.0,1018.4,6.3,74.7,147.7,6.5,374.59,-10.0,4.71
SKQ202106S,TSG,2021-04-23T05:36:00Z,-149.358,60.0257,293.27,0.1,43.27,128.74,0.62,0.6,0.0,1018.4,6.3,74.8,149.1,5.8,374.61,-10.0,4.38
SKQ202106S,TSG,2021-04-23T05:37:00Z,-149.358,60.0257,293.76,0.4,72.72,127.89,0.67,0.61,-0.0,1018.4,6.3,74.8,150.4,7.0,374.61,-10.0,4.07
SKQ202106S,TSG,2021-04-23T05:38:00Z,-149.3574,60.0256,293.68,1.8,122.11,141.94,0.61,0.62,0.0,1018.38,6.3,74.8,153.3,6.0,374.89,-10.0,3.81
SKQ202106S,TSG,2021-04-23T05:39:00Z,-149.3566,60.0251,294.17,3.2,161.44,173.62,0.42,0.6,0.01,1018.35,6.3,74.8,150.4,6.7,375.07,-10.0,3.55
SKQ202106S,TSG,2021-04-23T05:40:00Z,-149.3566,60.024,293.57,4.7,187.27,187.78,0.65,0.62,0.0,1018.31,6.2,74.6,134.1,8.5,376.15,-10.0,3.28
SKQ202106S,TSG,2021-04-23T05:41:00Z,-149.357,60.0225,293.98,6.3,186.46,185.36,0.84,0.64,-0.0,1018.32,6.2,74.7,134.2,8.5,376.55,-10.0,3.01
SKQ202106S,TSG,2021-04-23T05:42:00Z,-149.3573,60.0205,293.75,7.7,182.68,182.22,0.9,0.62,-0.0,1018.35,6.2,75.0,130.3,8.2,376.63,-10.0,2.75
SKQ202106S,TSG,2021-04-23T05:43:00Z,-149.3574,60.0183,293.7,8.5,181.62,181.82,0.81,0.63,-0.0,1018.37,6.2,75.3,125.4,7.6,376.94,-10.0,2.5
SKQ202106S,TSG,2021-04-23T05:44:00Z,-149.3576,60.0159,294.48,8.8,181.98,182.14,0.77,0.63,-0.0,1018.34,6.1,75.7,117.2,6.9,377.04,-10.0,2.27
SKQ202106S,TSG,2021-04-23T05:45:00Z,-149.3577,60.0134,293.55,9.1,182.07,182.31,0.79,0.63,0.01,1018.37,6.1,76.3,108.3,6.7,376.93,-10.0,2.04
SKQ202106S,TSG,2021-04-23T05:46:00Z,-149.3579,60.0109,294.33,9.2,182.1,182.22,0.84,0.63,-0.0,1018.31,6.0,77.1,102.4,7.9,376.67,-10.0,1.84
SKQ202106S,TSG,2021-04-23T05:47:00Z,-149.3581,60.0083,294.31,9.3,182.05,182.12,0.9,0.64,-0.0,1018.31,5.8,78.4,98.0,8.7,376.13,-10.0,1.66
SKQ202106S,TSG,2021-04-23T05:48:00Z,-149.3583,60.0057,294.31,9.3,182.03,182.18,0.89,0.63,-0.0,1018.28,5.6,79.5,101.8,9.2,375.81,-10.0,1.49
SKQ202106S,TSG,2021-04-23T05:49:00Z,-149.3585,60.0031,293.8,9.5,182.08,182.21,0.85,0.66,0.01,1018.3,5.7,79.9,119.8,8.1,377.0,-10.0,1.34
SKQ202106S,TSG,2021-04-23T05:50:00Z,-149.3587,60.0005,293.97,9.7,182.22,182.4,0.88,0.63,-0.0,1018.31,5.9,78.4,122.9,8.1,377.88,-10.0,1.21
SKQ202106S,TSG,2021-04-23T05:51:00Z,-149.3589,59.9977,294.55,9.9,182.39,182.42,0.85,0.65,-0.0,1018.3,5.9,78.5,128.6,7.6,377.38,-10.0,1.1
SKQ202106S,TSG,2021-04-23T05:52:00Z,-149.3591,59.995,294.74,10.1,182.15,182.33,0.81,0.64,-0.0,1018.33,5.9,79.5,138.5,7.3,376.14,-10.0,0.99
SKQ202106S,TSG,2021-04-23T05:53:00Z,-149.3593,59.9922,295.02,10.1,182.44,182.54,0.83,0.66,-0.0,1018.35,5.9,79.6,149.3,8.8,375.51,-10.0,0.89
SKQ202106S,TSG,2021-04-23T05:54:00Z,-149.3596,59.9894,295.38,10.1,182.24,182.32,0.82,0.62,0.0,1018.35,5.8,80.2,152.8,8.6,375.45,-10.0,0.8
