Cruise,Type,Date_Time_[UTC],Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bottom_Depth_[m],Speed_[knots],Course_[degrees_true],Heading_[degree],Roll_[degree],Pitch_[degree],Heave,Atmos_Pressure_[hPa],Air_Temperature_[C],Relative_Humidity_[%],Wind_Dir_[degrees_true],Wind_Speed_[knots],Longwave_Downwelling_[W/m2],Shortwave_Downwelling_[W/m2],PAR_[uE/m2/s]
SKQ201915S,TSG,2019-06-29T18:31:00Z,-149.3576,60.0247,293.39,0.0,199.42,351.5,0.46,0.55,-0.0,1020.5,17.5,73.7,192.8,3.3,350.49,399.62,1187.16
SKQ201915S,TSG,2019-06-29T18:32:00Z,-149.3576,60.0247,293.55,0.0,224.73,351.56,0.39,0.55,0.0,1020.5,17.4,74.3,169.5,1.8,350.26,400.97,1190.21
SKQ201915S,TSG,2019-06-29T18:33:00Z,-149.3576,60.0247,293.68,0.0,98.62,351.55,0.42,0.54,0.0,1020.5,17.4,74.7,171.6,2.4,349.65,403.34,1196.7
SKQ201915S,TSG,2019-06-29T18:34:00Z,-149.3576,60.0247,293.41,0.0,168.46,351.68,0.42,0.55,0.0,1020.48,17.3,74.2,157.3,2.1,349.84,405.08,1200.47
SKQ201915S,TSG,2019-06-29T18:35:00Z,-149.3576,60.0247,293.38,0.0,90.0,351.65,0.4,0.55,0.0,1020.4,17.3,73.8,161.3,3.4,350.83,407.33,1207.77
SKQ201915S,TSG,2019-06-29T18:36:00Z,-149.3576,60.0247,293.38,0.0,165.05,351.51,0.42,0.54,-0.0,1020.4,17.2,72.3,170.9,3.2,351.5,407.39,1207.54
SKQ201915S,TSG,2019-06-29T18:37:00Z,-149.3576,60.0247,293.41,0.0,198.72,351.56,0.42,0.55,-0.0,1020.4,17.2,71.8,179.9,1.7,351.18,407.72,1209.27
SKQ201915S,TSG,2019-06-29T18:38:00Z,-149.3576,60.0247,293.48,0.0,275.0,351.41,0.4,0.55,0.0,1020.4,17.2,72.4,171.6,3.5,351.71,410.28,1216.55
SKQ201915S,TSG,2019-06-29T18:39:00Z,-149.3576,60.0247,293.49,0.0,150.12,351.5,0.39,0.54,-0.0,1020.4,17.1,71.9,169.9,3.1,351.5,411.94,1221.52
SKQ201915S,TSG,2019-06-29T18:40:00Z,-149.3576,60.0247,293.42,0.0,145.92,351.6,0.42,0.55,-0.0,1020.4,17.1,71.4,173.0,2.3,351.17,412.0,1219.55
SKQ201915S,TSG,2019-06-29T18:41:00Z,-149.3576,60.0247,293.47,0.0,18.29,351.54,0.42,0.55,-0.0,1020.4,17.1,71.7,173.3,3.4,351.29,410.19,1214.65
SKQ201915S,TSG,2019-06-29T18:42:00Z,-149.3576,60.0247,293.49,0.0,32.11,351.54,0.41,0.55,-0.0,1020.4,17.1,71.1,173.8,2.7,351.35,409.41,1212.56
SKQ201915S,TSG,2019-06-29T18:43:00Z,-149.3576,60.0247,293.44,0.0,90.0,351.55,0.44,0.54,0.0,1020.4,17.1,69.7,169.8,2.2,350.92,411.67,1218.55
SKQ201915S,TSG,2019-06-29T18:44:00Z,-149.3576,60.0247,293.45,0.0,291.96,351.49,0.46,0.55,0.0,1020.4,17.1,69.1,170.3,3.1,351.0,411.58,1218.14
SKQ201915S,TSG,2019-06-29T18:45:00Z,-149.3576,60.0247,293.5,0.0,222.63,351.59,0.42,0.54,-0.0,1020.4,17.1,68.7,167.1,2.3,351.37,405.12,1225.76
SKQ201915S,TSG,2019-06-29T18:46:00Z,-149.3576,60.0247,293.51,0.0,204.85,351.5,0.38,0.55,-0.0,1020.4,17.2,68.6,166.5,2.6,351.85,357.61,1227.1
SKQ201915S,TSG,2019-06-29T18:47:00Z,-149.3576,60.0247,293.5,0.0,90.0,351.57,0.41,0.55,0.0,1020.4,17.2,68.2,178.2,2.7,352.04,325.31,1230.98
SKQ201915S,TSG,2019-06-29T18:48:00Z,-149.3576,60.0247,293.49,0.0,127.42,351.62,0.4,0.55,0.0,1020.4,17.2,68.3,165.9,2.4,352.31,341.83,1228.77
SKQ201915S,TSG,2019-06-29T18:49:00Z,-149.3576,60.0247,293.54,0.0,126.15,351.4,0.41,0.55,0.0,1020.4,17.2,68.8,173.2,1.8,351.63,411.7,1229.93
SKQ201915S,TSG,2019-06-29T18:50:00Z,-149.3576,60.0247,293.51,0.0,90.0,351.41,0.43,0.55,-0.0,1020.4,17.2,68.8,178.6,2.3,351.15,420.1,1240.71
SKQ201915S,TSG,2019-06-29T18:51:00Z,-149.3576,60.0247,293.51,0.0,90.0,351.56,0.45,0.55,0.0,1020.4,17.3,68.1,182.5,2.1,351.26,425.39,1254.83
SKQ201915S,TSG,2019-06-29T18:52:00Z,-149.3576,60.0247,293.48,0.0,344.68,351.61,0.45,0.55,-0.0,1020.4,17.4,67.6,176.1,2.4,351.22,429.0,1264.89
SKQ201915S,TSG,2019-06-29T18:53:00Z,-149.3576,60.0247,293.52,0.0,90.0,351.39,0.47,0.55,0.0,1020.4,17.4,66.6,171.4,3.4,351.21,429.23,1263.63
SKQ201915S,TSG,2019-06-29T18:54:00Z,-149.3576,60.0247,293.54,0.0,22.01,351.5,0.53,0.55,0.0,1020.4,17.4,65.6,171.3,1.9,351.53,431.24,1269.48
SKQ201915S,TSG,2019-06-29T18:55:00Z,-149.3576,60.0247,293.53,0.0,90.0,351.5,0.34,0.54,0.0,1020.4,17.5,64.9,175.8,2.8,351.52,432.17,1269.67
SKQ201915S,TSG,2019-06-29T18:56:00Z,-149.3576,60.0247,293.52,0.0,90.0,351.62,0.16,0.53,-0.0,1020.4,17.5,65.1,182.1,2.4,351.57,428.66,1261.17
SKQ201915S,TSG,2019-06-29T18:57:00Z,-149.3576,60.0247,293.5,0.0,194.64,351.64,0.16,0.53,-0.0,1020.4,17.6,65.0,174.9,2.7,351.64,430.21,1263.35
SKQ201915S,TSG,2019-06-29T18:58:00Z,-149.3576,60.0247,294.14,0.1,266.83,353.55,0.14,0.54,-0.0,1020.4,17.6,65.1,178.3,2.1,352.1,424.29,1257.06
SKQ201915S,TSG,2019-06-29T18:59:00Z,-149.3577,60.0247,295.03,0.1,277.96,6.2,0.06,0.54,0.0,1020.4,17.5,65.3,157.2,3.4,353.02,427.13,1255.6
SKQ201915S,TSG,2019-06-29T19:00:00Z,-149.3577,60.0247,294.75,0.1,305.15,21.38,-0.02,0.53,0.0,1020.36,17.5,66.6,170.7,5.9,352.5,429.19,1256.08
SKQ201915S,TSG,2019-06-29T19:01:00Z,-149.3578,60.0247,294.9,0.1,305.88,36.74,-0.06,0.53,-0.0,1020.3,17.2,67.9,182.5,10.9,351.69,431.98,1256.89
SKQ201915S,TSG,2019-06-29T19:02:00Z,-149.3578,60.0247,295.15,0.1,331.28,51.47,-0.06,0.54,-0.0,1020.3,16.7,70.0,186.6,11.7,351.78,432.46,1258.79
SKQ201915S,TSG,2019-06-29T19:03:00Z,-149.3578,60.0248,294.97,0.1,345.7,65.81,-0.12,0.53,0.0,1020.3,16.6,70.5,187.9,11.8,351.58,432.81,1261.6
SKQ201915S,TSG,2019-06-29T19:04:00Z,-149.3578,60.0248,296.06,0.1,4.38,83.81,-0.08,0.53,0.0,1020.3,16.7,70.0,186.6,12.0,351.56,434.94,1256.53
SKQ201915S,TSG,2019-06-29T19:05:00Z,-149.3578,60.0248,296.06,0.1,25.45,107.68,-0.11,0.53,0.0,1020.3,16.9,69.5,184.6,12.2,352.18,431.55,1235.03
SKQ201915S,TSG,2019-06-29T19:06:00Z,-149.3578,60.0249,296.06,0.2,43.36,132.69,-0.14,0.53,0.0,1020.3,16.8,70.1,185.0,11.5,353.3,410.86,1182.06
SKQ201915S,TSG,2019-06-29T19:07:00Z,-149.3577,60.0249,295.78,0.2,76.64,157.79,-0.18,0.53,0.0,1020.3,16.7,71.1,182.6,10.8,354.18,326.24,1104.14
SKQ201915S,TSG,2019-06-29T19:08:00Z,-149.3576,60.0249,296.52,0.1,97.23,174.61,-0.12,0.53,0.0,1020.3,16.9,70.4,177.5,10.5,355.58,416.72,1177.13
SKQ201915S,TSG,2019-06-29T19:09:00Z,-149.3576,60.0249,294.69,0.0,287.17,176.27,-0.14,0.53,-0.0,1020.3,16.7,71.7,177.3,10.6,355.38,418.14,1179.33
SKQ201915S,TSG,2019-06-29T19:10:00Z,-149.3576,60.0249,293.56,0.0,6.03,176.07,-0.14,0.53,0.0,1020.3,16.6,72.7,177.5,10.9,355.31,419.02,1181.71
SKQ201915S,TSG,2019-06-29T19:11:00Z,-149.3576,60.0249,293.75,0.0,90.0,175.98,-0.14,0.54,0.01,1020.3,16.7,71.7,176.5,11.1,355.28,420.59,1185.71
SKQ201915S,TSG,2019-06-29T19:12:00Z,-149.3576,60.0249,293.89,0.0,90.0,175.59,-0.14,0.54,0.0,1020.3,16.7,72.0,176.6,11.0,355.38,423.08,1191.53
SKQ201915S,TSG,2019-06-29T19:13:00Z,-149.3576,60.0249,294.43,0.0,218.19,175.03,-0.14,0.54,0.0,1020.3,16.7,72.2,178.1,11.1,355.4,423.73,1194.43
SKQ201915S,TSG,2019-06-29T19:14:00Z,-149.3576,60.0249,293.76,0.0,218.73,174.88,-0.16,0.54,-0.0,1020.3,16.7,73.1,178.1,11.3,355.42,426.7,1202.77
SKQ201915S,TSG,2019-06-29T19:15:00Z,-149.3576,60.0249,293.65,0.0,178.6,174.82,-0.17,0.54,0.0,1020.3,16.6,74.2,180.2,11.4,355.21,430.15,1211.8
SKQ201915S,TSG,2019-06-29T19:16:00Z,-149.3576,60.0249,293.71,0.0,186.69,174.99,-0.19,0.54,0.0,1020.3,16.5,74.6,180.9,11.5,354.9,432.95,1219.36
SKQ201915S,TSG,2019-06-29T19:17:00Z,-149.3576,60.0249,293.6,0.0,139.01,175.51,-0.18,0.53,0.0,1020.3,16.5,75.1,181.1,11.7,354.99,432.9,1220.67
SKQ201915S,TSG,2019-06-29T19:18:00Z,-149.3576,60.0249,294.5,0.0,123.25,182.05,-0.13,0.53,-0.0,1020.3,16.4,75.9,179.7,11.5,352.92,338.42,1228.08
SKQ201915S,TSG,2019-06-29T19:19:00Z,-149.3576,60.0249,294.08,0.0,28.53,184.13,-0.12,0.53,-0.0,1020.3,16.4,75.9,176.7,11.4,351.34,270.91,1233.57
SKQ201915S,TSG,2019-06-29T19:20:00Z,-149.3576,60.0249,295.25,0.0,40.23,183.94,-0.13,0.53,0.0,1020.3,16.3,76.7,177.0,11.4,350.99,271.61,1239.98
SKQ201915S,TSG,2019-06-29T19:21:00Z,-149.3575,60.0249,296.39,0.0,90.0,183.59,-0.13,0.53,-0.0,1020.3,16.3,77.3,175.8,11.3,350.67,272.31,1247.94
SKQ201915S,TSG,2019-06-29T19:22:00Z,-149.3575,60.0249,295.95,0.0,181.88,183.37,-0.1,0.53,0.01,1020.3,16.3,77.5,175.0,11.6,350.26,287.52,1248.45
SKQ201915S,TSG,2019-06-29T19:23:00Z,-149.3575,60.0249,296.26,0.0,17.65,183.15,-0.15,0.53,-0.0,1020.3,16.3,76.7,176.9,12.7,349.85,411.62,1254.43
SKQ201915S,TSG,2019-06-29T19:24:00Z,-149.3575,60.0249,296.09,0.0,205.59,183.24,-0.15,0.52,0.0,1020.3,16.4,76.0,177.1,12.8,349.94,447.09,1259.79
SKQ201915S,TSG,2019-06-29T19:25:00Z,-149.3575,60.0249,295.6,0.0,195.42,183.37,-0.12,0.53,0.0,1020.3,16.4,76.4,176.2,12.8,349.56,447.41,1259.76
SKQ201915S,TSG,2019-06-29T19:26:00Z,-149.3576,60.0249,295.9,0.0,90.0,183.42,-0.11,0.53,-0.0,1020.3,16.4,76.4,174.3,12.6,349.32,447.82,1261.44
SKQ201915S,TSG,2019-06-29T19:27:00Z,-149.3576,60.0249,296.59,0.0,166.99,183.47,-0.11,0.53,0.0,1020.3,16.3,77.7,173.2,12.5,348.61,450.27,1267.57
SKQ201915S,TSG,2019-06-29T19:28:00Z,-149.3575,60.0249,296.8,0.0,359.62,183.5,-0.1,0.53,-0.0,1020.3,16.3,77.6,174.5,12.9,348.85,451.27,1271.05
SKQ201915S,TSG,2019-06-29T19:29:00Z,-149.3575,60.0249,295.56,0.0,90.0,183.56,-0.09,0.53,0.0,1020.3,16.3,77.1,174.4,12.8,350.2,451.69,1273.07
SKQ201915S,TSG,2019-06-29T19:30:00Z,-149.3575,60.0249,296.34,0.0,90.0,183.53,-0.12,0.53,-0.0,1020.3,16.2,78.4,173.8,12.9,351.38,454.0,1280.16
SKQ201915S,TSG,2019-06-29T19:31:00Z,-149.3575,60.0249,295.62,0.0,90.0,183.51,-0.11,0.53,0.0,1020.3,16.2,78.6,172.5,12.8,351.66,457.03,1286.78
SKQ201915S,TSG,2019-06-29T19:32:00Z,-149.3576,60.0249,294.72,0.1,220.78,185.17,-0.15,0.52,0.0,1020.3,16.1,79.2,170.7,12.5,350.18,458.15,1288.61
SKQ201915S,TSG,2019-06-29T19:33:00Z,-149.3576,60.0248,294.19,1.2,195.09,186.63,-0.16,0.56,0.0,1020.3,16.1,79.1,168.2,12.6,348.68,423.25,1292.73
SKQ201915S,TSG,2019-06-29T19:34:00Z,-149.3579,60.0242,294.96,3.5,187.36,184.71,-0.15,0.57,0.0,1020.3,16.1,79.1,168.3,12.4,350.13,459.89,1291.75
SKQ201915S,TSG,2019-06-29T19:35:00Z,-149.3582,60.0228,295.14,6.3,184.88,182.98,-0.05,0.58,-0.0,1020.23,16.1,79.1,168.5,12.5,351.07,460.97,1294.21
SKQ201915S,TSG,2019-06-29T19:36:00Z,-149.3585,60.0208,295.19,8.0,184.51,182.99,-0.05,0.57,-0.0,1020.2,16.2,78.9,165.5,12.0,350.99,459.99,1289.38
SKQ201915S,TSG,2019-06-29T19:37:00Z,-149.3588,60.0185,294.6,9.0,182.69,181.46,-0.02,0.57,-0.0,1020.25,16.1,80.0,161.9,11.2,350.82,457.05,1281.8
SKQ201915S,TSG,2019-06-29T19:38:00Z,-149.359,60.0159,294.65,9.4,183.12,182.07,-0.07,0.56,0.0,1020.27,16.0,80.8,164.5,11.4,350.72,455.33,1274.53
SKQ201915S,TSG,2019-06-29T19:39:00Z,-149.3593,60.0133,294.99,9.6,183.66,182.45,-0.09,0.56,0.0,1020.3,16.0,80.2,169.1,11.7,351.49,454.9,1271.27
SKQ201915S,TSG,2019-06-29T19:40:00Z,-149.3597,60.0106,295.41,9.7,184.17,183.41,-0.22,0.55,0.0,1020.3,16.0,80.4,174.3,11.7,351.71,451.56,1261.3
SKQ201915S,TSG,2019-06-29T19:41:00Z,-149.3601,60.0079,295.32,9.7,184.38,183.8,-0.24,0.55,0.0,1020.3,16.0,80.2,177.8,11.9,351.95,448.87,1255.23
SKQ201915S,TSG,2019-06-29T19:42:00Z,-149.3605,60.0053,295.16,9.8,184.15,183.72,-0.29,0.56,-0.0,1020.3,16.0,80.1,181.0,11.5,352.64,448.02,1254.79
SKQ201915S,TSG,2019-06-29T19:43:00Z,-149.3609,60.0025,295.16,9.8,183.74,183.8,-0.33,0.55,-0.0,1020.4,16.0,80.2,187.4,10.9,353.08,449.07,1258.59
SKQ201915S,TSG,2019-06-29T19:44:00Z,-149.3612,59.9998,295.24,9.9,183.7,183.93,-0.38,0.55,0.0,1020.4,15.9,80.5,191.5,10.9,352.91,451.19,1265.75
SKQ201915S,TSG,2019-06-29T19:45:00Z,-149.3616,59.9971,295.57,9.9,183.46,183.93,-0.38,0.55,0.0,1020.4,15.9,81.3,194.1,10.4,352.37,453.97,1272.44
SKQ201915S,TSG,2019-06-29T19:46:00Z,-149.3619,59.9943,295.69,9.9,183.33,183.72,-0.44,0.54,0.0,1020.44,15.9,80.9,198.2,10.4,352.15,452.3,1269.54
SKQ201915S,TSG,2019-06-29T19:47:00Z,-149.3622,59.9916,297.43,10.0,182.96,183.45,-0.46,0.54,0.0,1020.5,15.9,80.5,201.4,10.2,352.53,455.8,1277.28
SKQ201915S,TSG,2019-06-29T19:48:00Z,-149.3625,59.9888,298.1,10.0,182.78,183.35,-0.5,0.54,-0.0,1020.5,16.0,80.0,207.0,9.6,352.58,458.76,1282.54
SKQ201915S,TSG,2019-06-29T19:49:00Z,-149.3627,59.986,298.03,10.1,182.8,183.45,-0.51,0.55,-0.0,1020.52,16.0,80.4,214.7,8.9,352.67,459.74,1283.37
SKQ201915S,TSG,2019-06-29T19:50:00Z,-149.363,59.9833,297.49,10.1,183.06,183.53,-0.43,0.54,0.0,1020.57,15.9,81.4,213.0,7.7,352.59,462.73,1291.7
SKQ201915S,TSG,2019-06-29T19:51:00Z,-149.3633,59.9804,289.94,10.1,183.05,183.38,-0.43,0.54,0.0,1020.6,15.9,82.3,214.9,6.6,352.39,463.44,1295.28
SKQ201915S,TSG,2019-06-29T19:52:00Z,-149.3636,59.9776,280.79,10.2,183.01,183.27,-0.4,0.55,0.0,1020.6,15.8,82.6,215.1,6.3,352.58,468.38,1307.17
SKQ201915S,TSG,2019-06-29T19:53:00Z,-149.3639,59.9748,258.47,10.2,183.68,184.68,-0.51,0.54,0.0,1020.6,15.8,82.9,216.8,6.0,352.57,472.63,1322.5
SKQ201915S,TSG,2019-06-29T19:54:00Z,-149.3647,59.972,228.02,10.1,193.4,194.39,-0.52,0.54,0.0,1020.6,15.8,82.8,215.8,5.6,351.98,480.52,1334.08
SKQ201915S,TSG,2019-06-29T19:55:00Z,-149.3662,59.9693,186.95,10.1,196.61,197.66,-0.55,0.54,-0.0,1020.6,15.8,83.1,215.2,5.4,351.62,487.38,1357.82
SKQ201915S,TSG,2019-06-29T19:56:00Z,-149.368,59.9667,168.72,10.1,200.78,200.89,-0.38,0.55,-0.0,1020.6,15.8,83.7,212.1,5.0,351.73,493.22,1373.88
SKQ201915S,TSG,2019-06-29T19:57:00Z,-149.37,59.9641,183.63,10.2,200.53,200.59,-0.38,0.55,0.0,1020.6,15.8,84.3,211.7,5.0,351.41,497.97,1384.55
SKQ201915S,TSG,2019-06-29T19:58:00Z,-149.372,59.9614,198.42,10.2,200.41,200.53,-0.35,0.55,0.0,1020.6,15.8,85.1,212.3,4.9,351.58,491.59,1366.05
SKQ201915S,TSG,2019-06-29T19:59:00Z,-149.3739,59.9588,211.03,10.2,200.37,200.37,-0.29,0.55,-0.0,1020.6,15.8,85.4,213.2,4.7,351.49,487.18,1357.76
SKQ201915S,TSG,2019-06-29T20:00:00Z,-149.3759,59.9561,221.25,10.2,200.32,200.34,-0.28,0.56,0.0,1020.6,15.8,85.1,214.9,4.2,351.42,484.64,1351.7
SKQ201915S,TSG,2019-06-29T20:01:00Z,-149.3779,59.9535,225.94,10.2,200.52,200.38,-0.24,0.55,0.01,1020.6,15.8,85.1,215.5,4.7,351.81,480.35,1343.48
SKQ201915S,TSG,2019-06-29T20:02:00Z,-149.3798,59.9508,229.87,10.2,200.74,200.62,-0.25,0.55,0.0,1020.6,15.8,84.7,214.1,5.8,351.76,485.19,1358.23
SKQ201915S,TSG,2019-06-29T20:03:00Z,-149.3819,59.9482,233.42,10.2,200.88,200.67,-0.23,0.55,0.0,1020.6,15.8,83.6,208.3,6.5,351.27,492.38,1378.58
SKQ201915S,TSG,2019-06-29T20:04:00Z,-149.3839,59.9455,237.06,10.2,200.77,200.58,-0.23,0.55,0.0,1020.59,15.8,83.5,203.6,6.6,350.94,497.47,1396.63
SKQ201915S,TSG,2019-06-29T20:05:00Z,-149.3859,59.9429,241.3,10.2,200.68,200.57,-0.2,0.56,0.0,1020.6,15.8,84.1,198.1,6.4,351.1,508.09,1429.02
SKQ201915S,TSG,2019-06-29T20:06:00Z,-149.3879,59.9402,245.18,10.2,200.62,200.58,-0.14,0.55,0.01,1020.6,15.8,84.3,193.8,6.2,350.84,518.21,1460.09
SKQ201915S,TSG,2019-06-29T20:07:00Z,-149.3899,59.9376,248.19,10.2,201.54,201.46,-0.13,0.56,0.0,1020.6,15.8,83.2,193.8,6.0,349.98,527.57,1486.47
SKQ201915S,TSG,2019-06-29T20:08:00Z,-149.392,59.935,248.06,10.2,201.76,201.58,-0.14,0.56,-0.0,1020.6,15.8,82.9,193.4,6.3,349.79,529.78,1494.76
SKQ201915S,TSG,2019-06-29T20:09:00Z,-149.3941,59.9323,244.92,10.2,201.76,201.28,-0.08,0.56,-0.0,1020.61,15.8,82.4,192.8,6.4,349.84,532.53,1500.08
SKQ201915S,TSG,2019-06-29T20:10:00Z,-149.3962,59.9297,251.97,10.2,202.36,202.09,-0.18,0.55,0.0,1020.6,15.9,82.0,192.0,6.7,349.71,534.14,1502.82
SKQ201915S,TSG,2019-06-29T20:11:00Z,-149.3983,59.9271,257.24,10.2,202.19,201.72,-0.15,0.56,-0.0,1020.6,15.9,81.8,188.7,6.7,349.51,536.38,1510.16
SKQ201915S,TSG,2019-06-29T20:12:00Z,-149.4005,59.9245,259.07,10.2,202.32,201.82,-0.18,0.56,-0.0,1020.6,16.0,82.6,187.2,6.5,350.2,540.35,1520.56
SKQ201915S,TSG,2019-06-29T20:13:00Z,-149.4026,59.9218,261.34,10.2,202.05,202.0,-0.32,0.55,0.0,1020.61,16.0,83.2,185.7,6.2,349.91,547.42,1536.09
SKQ201915S,TSG,2019-06-29T20:14:00Z,-149.4047,59.9192,263.46,10.1,202.03,201.68,-0.21,0.56,0.0,1020.64,16.1,84.3,181.7,5.5,349.5,551.1,1546.19
SKQ201915S,TSG,2019-06-29T20:15:00Z,-149.4068,59.9166,264.7,10.1,201.61,201.42,-0.24,0.55,-0.0,1020.7,16.1,85.2,183.0,4.8,349.93,554.05,1552.85
SKQ201915S,TSG,2019-06-29T20:16:00Z,-149.4088,59.914,265.07,10.1,201.56,201.55,-0.28,0.55,0.0,1020.7,16.1,86.0,188.2,5.2,350.82,552.54,1546.76
SKQ201915S,TSG,2019-06-29T20:17:00Z,-149.4109,59.9114,265.23,10.1,201.73,201.71,-0.23,0.55,-0.0,1020.7,16.2,85.2,181.0,5.4,350.68,552.26,1545.52
SKQ201915S,TSG,2019-06-29T20:18:00Z,-149.4129,59.9089,265.1,10.0,201.53,201.47,-0.2,0.55,-0.0,1020.7,16.3,82.2,180.6,5.4,349.39,547.91,1536.12
SKQ201915S,TSG,2019-06-29T20:19:00Z,-149.415,59.9063,264.54,10.0,201.54,201.56,-0.19,0.55,0.0,1020.71,16.4,81.2,177.5,5.3,348.75,549.15,1538.17
SKQ201915S,TSG,2019-06-29T20:20:00Z,-149.417,59.9037,264.33,10.0,201.5,201.59,-0.2,0.56,0.0,1020.7,16.5,81.3,170.2,5.1,348.52,554.63,1550.76
SKQ201915S,TSG,2019-06-29T20:21:00Z,-149.419,59.9011,265.66,10.0,201.43,201.42,-0.15,0.56,0.0,1020.7,16.5,80.7,160.5,4.8,347.89,549.29,1534.75
SKQ201915S,TSG,2019-06-29T20:22:00Z,-149.421,59.8985,266.59,10.0,201.62,201.68,-0.19,0.55,0.0,1020.7,16.5,82.3,159.7,4.4,347.91,549.64,1533.47
SKQ201915S,TSG,2019-06-29T20:23:00Z,-149.4231,59.896,267.25,10.1,202.03,202.45,-0.32,0.56,0.0,1020.8,16.4,82.4,206.8,1.7,349.19,545.7,1523.85
SKQ201915S,TSG,2019-06-29T20:24:00Z,-149.4252,59.8934,268.66,10.1,202.56,202.95,-0.29,0.55,-0.0,1020.8,16.3,81.4,203.5,1.3,349.94,549.72,1534.31
SKQ201915S,TSG,2019-06-29T20:25:00Z,-149.4274,59.8908,270.94,10.1,203.22,203.85,-0.33,0.54,0.0,1020.8,16.3,80.2,225.0,1.5,349.96,546.3,1526.02
SKQ201915S,TSG,2019-06-29T20:26:00Z,-149.4296,59.8882,272.51,10.1,203.03,203.67,-0.32,0.54,0.0,1020.8,16.4,79.5,234.0,1.4,350.13,544.62,1518.48
