Cruise,Type,Date_Time_[UTC],Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bottom_Depth_[m],Speed_[knots],Course_[degrees_true],Heading_[degree],Roll_[degree],Pitch_[degree],Heave,Atmos_Pressure_[hPa],Air_Temperature_[C],Relative_Humidity_[%],Wind_Dir_[degrees_true],Wind_Speed_[knots],Longwave_Downwelling_[W/m2],Shortwave_Downwelling_[W/m2],PAR_[uE/m2/s]
SKQ202010S,TSG,2020-05-04T14:32:00Z,-149.3998,60.0654,247.05,9.2,150.54,150.55,0.77,0.36,-0.0,1009.66,5.9,90.1,200.1,2.7,378.33,-8.75,23.94
SKQ202010S,TSG,2020-05-04T14:33:00Z,-149.3973,60.0632,250.0,9.1,150.86,151.08,0.76,0.36,0.0,1009.7,5.9,90.0,185.8,2.7,378.55,-8.14,25.25
SKQ202010S,TSG,2020-05-04T14:34:00Z,-149.3949,60.061,246.15,9.1,150.79,150.85,0.81,0.36,-0.0,1009.65,5.9,90.1,147.3,1.6,378.48,-7.56,26.63
SKQ202010S,TSG,2020-05-04T14:35:00Z,-149.3924,60.0588,236.26,9.1,150.27,150.63,0.78,0.37,-0.0,1009.65,5.9,90.2,185.7,2.1,378.5,-6.98,27.96
SKQ202010S,TSG,2020-05-04T14:36:00Z,-149.3899,60.0566,234.59,9.1,150.65,150.96,0.75,0.36,-0.0,1009.68,5.9,90.4,206.0,2.7,378.32,-6.69,28.79
SKQ202010S,TSG,2020-05-04T14:37:00Z,-149.3874,60.0544,228.06,9.1,151.05,151.48,0.71,0.36,0.0,1009.7,5.9,90.9,208.8,3.1,378.13,-6.81,28.6
SKQ202010S,TSG,2020-05-04T14:38:00Z,-149.385,60.0522,216.12,9.1,151.5,151.86,0.75,0.37,-0.0,1009.7,5.8,91.2,221.0,4.3,378.06,-7.39,27.56
SKQ202010S,TSG,2020-05-04T14:39:00Z,-149.3826,60.05,238.59,9.1,151.33,151.8,0.68,0.36,0.0,1009.72,5.9,91.4,227.4,6.5,378.32,-7.9,26.75
SKQ202010S,TSG,2020-05-04T14:40:00Z,-149.3802,60.0478,272.59,9.1,151.52,151.87,0.72,0.37,0.0,1009.78,6.0,92.4,208.4,4.5,378.75,-7.98,26.63
SKQ202010S,TSG,2020-05-04T14:41:00Z,-149.3778,60.0455,291.31,9.1,151.43,151.55,0.79,0.37,0.0,1009.76,5.9,93.0,167.2,3.7,379.08,-7.95,26.63
SKQ202010S,TSG,2020-05-04T14:42:00Z,-149.3754,60.0433,292.35,9.1,151.36,151.54,0.77,0.37,-0.0,1009.8,5.9,92.4,202.2,3.0,379.39,-7.93,26.38
SKQ202010S,TSG,2020-05-04T14:43:00Z,-149.373,60.0411,292.25,9.2,151.68,151.75,0.78,0.37,-0.0,1009.81,5.9,92.2,192.6,3.6,379.86,-8.01,26.01
SKQ202010S,TSG,2020-05-04T14:44:00Z,-149.3705,60.0389,291.99,9.2,150.98,151.09,0.78,0.37,0.0,1009.88,6.0,91.7,192.3,5.4,379.91,-7.96,26.06
SKQ202010S,TSG,2020-05-04T14:45:00Z,-149.3681,60.0366,291.99,9.1,153.39,154.22,0.64,0.36,0.0,1009.86,6.1,90.2,175.4,5.4,379.89,-7.82,26.57
SKQ202010S,TSG,2020-05-04T14:46:00Z,-149.366,60.0343,291.8,9.1,155.55,155.85,0.74,0.37,-0.0,1009.9,6.2,88.7,189.6,4.7,379.97,-7.67,27.24
SKQ202010S,TSG,2020-05-04T14:47:00Z,-149.364,60.0321,291.46,8.7,157.05,157.48,0.68,0.35,0.0,1009.9,6.2,88.9,172.8,4.7,380.17,-7.52,27.82
SKQ202010S,TSG,2020-05-04T14:48:00Z,-149.3622,60.0299,292.14,8.3,156.58,156.05,0.83,0.37,0.0,1009.91,6.1,90.4,160.9,5.0,379.98,-7.59,27.82
SKQ202010S,TSG,2020-05-04T14:49:00Z,-149.3603,60.028,292.71,7.0,150.68,149.32,0.87,0.36,0.0,1009.99,6.0,91.5,180.9,5.1,380.21,-7.7,27.96
SKQ202010S,TSG,2020-05-04T14:50:00Z,-149.3586,60.0266,293.93,4.3,149.94,157.88,0.59,0.36,0.0,1010.0,6.0,92.2,178.6,5.6,380.72,-7.43,28.61
SKQ202010S,TSG,2020-05-04T14:51:00Z,-149.3581,60.0259,293.77,1.9,175.63,177.17,0.5,0.36,0.0,1010.0,5.9,93.2,149.8,5.1,380.52,-6.98,29.77
SKQ202010S,TSG,2020-05-04T14:52:00Z,-149.3581,60.0255,293.22,1.0,184.52,150.24,0.69,0.37,0.0,1010.05,5.8,93.9,155.1,4.2,380.39,-6.38,31.73
SKQ202010S,TSG,2020-05-04T14:53:00Z,-149.3581,60.0252,294.84,0.7,176.34,153.16,0.72,0.36,-0.0,1010.08,5.8,93.8,181.8,4.8,380.43,-5.62,34.29
SKQ202010S,TSG,2020-05-04T14:54:00Z,-149.3581,60.0251,293.59,0.4,182.33,160.32,0.77,0.36,-0.0,1010.1,5.8,94.0,179.8,4.1,380.29,-4.5,37.55
SKQ202010S,TSG,2020-05-04T14:55:00Z,-149.3581,60.025,292.81,0.1,174.88,168.13,0.87,0.37,0.0,1010.1,5.8,94.2,172.0,3.9,380.79,-3.28,41.02
SKQ202010S,TSG,2020-05-04T14:56:00Z,-149.3581,60.025,292.74,0.0,90.0,168.51,0.72,0.37,0.0,1010.1,5.8,94.5,169.3,4.2,381.02,-1.95,44.32
SKQ202010S,TSG,2020-05-04T14:57:00Z,-149.3581,60.025,292.35,0.0,191.09,168.68,0.76,0.36,-0.0,1010.04,5.8,94.5,160.3,4.4,380.28,-0.77,46.49
SKQ202010S,TSG,2020-05-04T14:58:00Z,-149.3581,60.025,292.11,0.0,185.34,168.79,0.8,0.37,0.01,1010.07,5.8,94.6,154.0,4.9,380.22,-0.5,46.94
SKQ202010S,TSG,2020-05-04T14:59:00Z,-149.3581,60.025,292.07,0.0,165.13,168.87,0.87,0.37,-0.0,1010.1,5.8,94.5,159.7,4.6,379.7,-1.1,46.08
SKQ202010S,TSG,2020-05-04T15:00:00Z,-149.3581,60.025,292.07,0.0,277.26,168.98,0.86,0.38,0.0,1010.1,5.8,94.5,155.9,4.5,379.86,-1.35,46.39
SKQ202010S,TSG,2020-05-04T15:01:00Z,-149.3581,60.025,292.11,0.0,40.95,169.03,0.86,0.37,0.0,1010.1,5.8,94.5,163.5,4.5,379.86,-0.28,49.36
SKQ202010S,TSG,2020-05-04T15:02:00Z,-149.3581,60.025,292.13,0.0,187.11,168.97,0.83,0.37,0.0,1010.1,5.8,94.5,168.0,4.5,380.9,1.15,53.28
SKQ202010S,TSG,2020-05-04T15:03:00Z,-149.3581,60.025,292.15,0.0,215.33,168.94,0.8,0.37,-0.0,1010.1,5.8,94.4,170.9,4.4,381.27,2.6,57.1
SKQ202010S,TSG,2020-05-04T15:04:00Z,-149.3581,60.025,292.07,0.0,90.0,168.99,0.9,0.37,-0.0,1010.11,5.9,94.3,171.8,5.3,381.34,3.84,59.75
SKQ202010S,TSG,2020-05-04T15:05:00Z,-149.3581,60.025,291.85,0.0,90.0,168.89,1.11,0.38,0.0,1010.18,5.8,93.4,174.7,6.3,381.53,4.36,60.51
SKQ202010S,TSG,2020-05-04T15:06:00Z,-149.3581,60.025,291.92,0.0,90.0,168.98,1.08,0.38,0.0,1010.19,5.9,93.1,168.5,5.6,381.23,4.2,60.15
SKQ202010S,TSG,2020-05-04T15:07:00Z,-149.3581,60.025,292.2,0.0,90.0,169.02,1.09,0.38,-0.0,1010.2,5.9,93.8,167.3,5.4,381.39,4.3,60.91
SKQ202010S,TSG,2020-05-04T15:08:00Z,-149.3581,60.025,291.98,0.0,193.47,169.0,1.11,0.38,-0.0,1010.2,5.9,94.1,159.1,5.4,381.24,4.98,63.22
SKQ202010S,TSG,2020-05-04T15:09:00Z,-149.3581,60.025,292.17,0.0,90.0,169.05,1.14,0.38,0.0,1010.2,5.9,94.1,162.7,5.5,380.34,6.14,66.34
SKQ202010S,TSG,2020-05-04T15:10:00Z,-149.3581,60.025,292.03,0.0,22.05,168.95,1.11,0.39,0.0,1010.2,5.8,93.6,175.1,6.2,380.6,7.22,69.56
SKQ202010S,TSG,2020-05-04T15:11:00Z,-149.3581,60.025,292.11,0.0,211.53,169.12,1.13,0.38,0.0,1010.2,5.8,93.5,155.4,5.4,380.31,8.35,72.35
SKQ202010S,TSG,2020-05-04T15:12:00Z,-149.3581,60.025,292.27,0.0,193.5,169.24,1.15,0.38,-0.0,1010.22,5.8,94.0,149.4,5.4,379.54,8.09,72.07
SKQ202010S,TSG,2020-05-04T15:13:00Z,-149.3581,60.025,292.31,0.0,90.0,169.17,1.16,0.38,0.0,1010.3,5.8,94.2,148.1,4.7,379.56,7.13,70.72
SKQ202010S,TSG,2020-05-04T15:14:00Z,-149.3581,60.025,292.24,0.0,90.0,169.14,1.16,0.39,-0.0,1010.3,5.8,94.1,151.3,5.2,380.26,6.26,69.19
SKQ202010S,TSG,2020-05-04T15:15:00Z,-149.3581,60.025,292.24,0.0,25.73,169.19,1.14,0.39,0.0,1010.3,5.8,94.1,159.0,5.0,379.78,5.18,66.78
SKQ202010S,TSG,2020-05-04T15:16:00Z,-149.3581,60.025,292.23,0.0,234.8,169.27,1.19,0.39,-0.0,1010.3,5.8,94.1,148.9,5.6,380.07,4.12,64.34
SKQ202010S,TSG,2020-05-04T15:17:00Z,-149.3581,60.025,292.26,0.0,16.13,169.33,1.54,0.39,0.0,1010.3,5.8,94.0,140.5,5.6,379.59,3.16,62.03
SKQ202010S,TSG,2020-05-04T15:18:00Z,-149.3581,60.025,292.3,0.0,196.77,169.4,1.47,0.39,-0.0,1010.3,5.8,94.2,124.1,6.2,380.97,2.36,60.15
SKQ202010S,TSG,2020-05-04T15:19:00Z,-149.3581,60.025,292.32,0.0,28.4,169.19,1.41,0.38,0.0,1010.31,5.8,94.2,130.1,5.4,380.94,2.45,60.25
SKQ202010S,TSG,2020-05-04T15:20:00Z,-149.3581,60.025,292.3,0.0,263.88,169.14,1.4,0.38,0.0,1010.33,5.7,94.3,135.2,5.7,381.05,3.69,62.73
SKQ202010S,TSG,2020-05-04T15:21:00Z,-149.3581,60.025,292.25,0.0,22.73,169.07,1.38,0.38,0.0,1010.37,5.7,94.3,145.4,4.7,379.94,5.24,66.24
SKQ202010S,TSG,2020-05-04T15:22:00Z,-149.3581,60.025,292.29,0.0,90.0,169.29,1.36,0.38,0.0,1010.39,5.7,94.6,139.3,5.3,379.88,6.34,68.95
SKQ202010S,TSG,2020-05-04T15:23:00Z,-149.3581,60.025,292.27,0.0,5.4,169.3,1.33,0.37,-0.0,1010.4,5.7,94.3,149.5,4.9,380.22,6.64,70.33
SKQ202010S,TSG,2020-05-04T15:24:00Z,-149.3581,60.025,292.1,0.0,302.01,169.26,1.33,0.37,-0.0,1010.4,5.7,94.4,145.7,4.6,379.66,6.78,71.45
SKQ202010S,TSG,2020-05-04T15:25:00Z,-149.3581,60.025,292.3,0.0,179.98,169.36,1.34,0.38,0.0,1010.4,5.7,94.5,148.6,4.8,379.51,7.36,73.65
SKQ202010S,TSG,2020-05-04T15:26:00Z,-149.3581,60.025,292.27,0.0,350.41,169.37,1.34,0.38,-0.0,1010.4,5.7,94.3,151.1,5.5,379.69,7.84,75.7
SKQ202010S,TSG,2020-05-04T15:27:00Z,-149.3581,60.025,292.33,0.0,16.98,169.31,1.32,0.38,-0.0,1010.4,5.7,93.9,151.7,6.1,379.98,7.86,76.76
SKQ202010S,TSG,2020-05-04T15:28:00Z,-149.3581,60.025,292.34,0.0,91.25,169.36,1.34,0.38,0.0,1010.47,5.7,93.7,149.2,6.5,379.92,8.45,78.86
SKQ202010S,TSG,2020-05-04T15:29:00Z,-149.3581,60.025,292.43,0.0,90.0,169.36,1.34,0.38,0.0,1010.5,5.7,93.5,147.6,6.7,379.84,9.88,82.69
SKQ202010S,TSG,2020-05-04T15:30:00Z,-149.3581,60.025,292.35,0.0,90.0,169.32,1.33,0.38,-0.0,1010.52,5.8,93.3,147.9,6.5,379.93,11.48,86.44
SKQ202010S,TSG,2020-05-04T15:31:00Z,-149.3581,60.025,292.42,0.0,7.53,169.16,1.3,0.38,0.0,1010.58,5.8,93.3,155.2,6.2,379.57,12.19,87.33
SKQ202010S,TSG,2020-05-04T15:32:00Z,-149.3581,60.025,292.27,0.0,90.0,169.27,1.28,0.38,0.0,1010.6,5.8,93.2,160.1,6.2,379.83,11.85,85.88
SKQ202010S,TSG,2020-05-04T15:33:00Z,-149.3581,60.025,292.38,0.0,32.89,169.41,1.3,0.38,0.0,1010.6,5.8,93.6,152.2,5.6,379.91,10.87,82.88
SKQ202010S,TSG,2020-05-04T15:34:00Z,-149.3581,60.025,292.44,0.0,90.0,169.42,1.31,0.37,0.0,1010.6,5.8,93.6,160.6,6.1,379.65,8.92,78.11
SKQ202010S,TSG,2020-05-04T15:35:00Z,-149.3581,60.025,292.4,0.0,90.0,169.26,1.29,0.37,-0.0,1010.63,5.7,93.3,165.4,6.3,380.28,6.72,72.58
SKQ202010S,TSG,2020-05-04T15:36:00Z,-149.3581,60.025,292.4,0.0,90.0,169.35,1.31,0.38,-0.0,1010.65,5.7,93.3,157.4,6.8,380.87,5.18,68.66
SKQ202010S,TSG,2020-05-04T15:37:00Z,-149.3581,60.025,292.77,0.0,90.0,169.49,1.32,0.38,0.0,1010.68,5.8,93.2,154.2,6.9,380.13,4.11,66.02
SKQ202010S,TSG,2020-05-04T15:38:00Z,-149.3581,60.025,293.21,0.0,282.44,169.38,1.32,0.37,0.0,1010.7,5.8,93.0,152.3,6.8,379.83,3.38,64.54
SKQ202010S,TSG,2020-05-04T15:39:00Z,-149.3581,60.025,293.1,0.0,90.0,169.39,1.34,0.38,0.0,1010.7,5.8,93.0,148.2,7.1,380.3,3.24,64.7
SKQ202010S,TSG,2020-05-04T15:40:00Z,-149.3581,60.025,293.08,0.0,297.17,168.89,1.33,0.38,-0.0,1010.72,5.8,93.0,151.6,6.0,380.11,3.96,66.95
SKQ202010S,TSG,2020-05-04T15:41:00Z,-149.3581,60.025,293.6,0.0,264.92,163.03,1.27,0.38,-0.0,1010.75,5.8,93.2,156.1,5.2,380.46,4.88,69.78
SKQ202010S,TSG,2020-05-04T15:42:00Z,-149.3581,60.025,292.83,0.0,262.35,159.68,1.29,0.37,-0.0,1010.79,5.8,93.3,150.0,3.9,381.42,6.39,73.49
SKQ202010S,TSG,2020-05-04T15:43:00Z,-149.3581,60.025,293.34,0.0,343.29,159.64,1.29,0.37,-0.0,1010.78,5.8,93.7,148.3,3.5,381.07,7.75,76.41
SKQ202010S,TSG,2020-05-04T15:44:00Z,-149.3581,60.025,293.23,0.0,183.58,159.54,1.28,0.37,0.0,1010.8,5.8,93.6,146.0,3.6,380.99,7.79,76.02
SKQ202010S,TSG,2020-05-04T15:45:00Z,-149.3581,60.025,292.85,0.0,213.42,159.55,1.25,0.37,0.01,1010.75,5.9,93.3,154.1,4.9,380.86,6.85,72.84
SKQ202010S,TSG,2020-05-04T15:46:00Z,-149.3581,60.025,292.93,0.0,49.18,159.53,1.28,0.37,0.0,1010.71,5.8,92.7,159.2,5.5,381.04,5.27,68.18
SKQ202010S,TSG,2020-05-04T15:47:00Z,-149.3581,60.025,292.69,0.0,283.8,159.51,1.26,0.37,-0.0,1010.71,5.8,92.4,172.5,5.1,380.72,3.44,63.03
SKQ202010S,TSG,2020-05-04T15:48:00Z,-149.3581,60.025,293.19,0.0,21.71,159.5,1.29,0.38,0.0,1010.7,5.8,92.4,178.7,3.7,380.94,1.52,58.19
SKQ202010S,TSG,2020-05-04T15:49:00Z,-149.3581,60.025,293.06,0.0,217.22,159.65,1.38,0.37,0.0,1010.77,5.8,92.8,177.2,3.8,380.87,0.49,56.14
SKQ202010S,TSG,2020-05-04T15:50:00Z,-149.3581,60.025,292.97,0.0,20.27,159.69,1.16,0.37,0.01,1010.8,5.8,92.6,189.1,3.9,381.2,0.68,57.27
SKQ202010S,TSG,2020-05-04T15:51:00Z,-149.3581,60.025,293.23,0.0,179.69,159.7,0.96,0.36,0.0,1010.8,5.8,92.9,179.3,2.5,380.87,2.38,62.67
SKQ202010S,TSG,2020-05-04T15:52:00Z,-149.3581,60.025,292.94,0.0,224.32,159.67,0.97,0.36,0.0,1010.8,5.8,93.4,182.4,2.2,380.84,5.18,71.67
SKQ202010S,TSG,2020-05-04T15:53:00Z,-149.3581,60.025,293.31,0.0,33.68,159.64,1.13,0.37,-0.0,1010.8,5.9,93.5,180.8,2.2,381.63,10.13,86.98
SKQ202010S,TSG,2020-05-04T15:54:00Z,-149.3581,60.025,293.15,0.0,90.0,159.62,1.33,0.38,-0.0,1010.8,5.8,93.4,162.9,2.1,381.72,20.71,113.56
SKQ202010S,TSG,2020-05-04T15:55:00Z,-149.3581,60.025,293.23,0.0,90.0,159.62,1.34,0.38,0.0,1010.79,5.8,93.7,149.5,2.5,380.85,29.45,134.16
SKQ202010S,TSG,2020-05-04T15:56:00Z,-149.3581,60.025,293.08,0.0,90.0,159.54,1.37,0.38,0.0,1010.7,5.8,93.4,168.6,2.1,380.2,32.05,143.31
SKQ202010S,TSG,2020-05-04T15:57:00Z,-149.3581,60.025,293.2,0.0,90.0,159.55,1.36,0.38,0.0,1010.7,5.8,93.2,162.3,2.9,379.94,33.31,149.08
SKQ202010S,TSG,2020-05-04T15:58:00Z,-149.3581,60.025,293.13,0.0,181.94,159.62,1.1,0.36,-0.0,1010.77,5.9,93.1,154.3,2.6,380.31,33.58,150.32
SKQ202010S,TSG,2020-05-04T15:59:00Z,-149.3581,60.025,293.24,0.0,90.0,159.75,0.98,0.36,-0.0,1010.8,5.9,92.9,133.0,3.4,379.53,32.33,147.77
SKQ202010S,TSG,2020-05-04T16:00:00Z,-149.3581,60.025,293.14,0.0,90.0,159.74,0.95,0.36,0.0,1010.87,5.9,92.4,149.2,4.3,379.23,29.82,143.35
SKQ202010S,TSG,2020-05-04T16:01:00Z,-149.3581,60.025,293.22,0.0,193.37,159.68,0.93,0.36,0.0,1010.81,5.9,92.1,133.6,5.0,379.04,29.36,144.45
SKQ202010S,TSG,2020-05-04T16:02:00Z,-149.3581,60.025,293.02,0.0,282.95,159.68,0.91,0.36,-0.0,1010.8,5.9,92.2,115.4,5.0,378.63,33.34,153.18
SKQ202010S,TSG,2020-05-04T16:03:00Z,-149.3581,60.025,293.18,0.0,357.43,159.54,0.91,0.36,-0.0,1010.7,5.9,92.3,121.4,3.8,379.14,37.94,163.65
SKQ202010S,TSG,2020-05-04T16:04:00Z,-149.3581,60.025,293.5,0.6,162.15,160.37,0.91,0.37,0.01,1010.7,5.9,92.7,110.7,3.5,378.83,39.38,168.39
SKQ202010S,TSG,2020-05-04T16:05:00Z,-149.3578,60.0245,294.0,3.0,164.04,163.32,0.89,0.39,0.01,1010.7,5.9,92.5,96.5,3.5,378.62,39.17,171.28
SKQ202010S,TSG,2020-05-04T16:06:00Z,-149.3572,60.0233,294.35,5.8,166.97,167.94,0.77,0.38,-0.0,1010.68,5.9,91.8,96.8,2.6,378.5,40.43,179.56
SKQ202010S,TSG,2020-05-04T16:07:00Z,-149.3566,60.0215,293.89,7.4,175.0,175.23,0.89,0.38,0.0,1010.7,5.9,91.4,84.9,3.1,378.63,49.05,201.9
SKQ202010S,TSG,2020-05-04T16:08:00Z,-149.3563,60.0193,294.1,8.5,175.17,174.89,0.94,0.37,0.0,1010.7,5.9,91.5,74.1,2.8,378.25,58.65,216.73
SKQ202010S,TSG,2020-05-04T16:09:00Z,-149.3559,60.0169,294.53,9.0,175.09,175.02,0.9,0.37,0.0,1010.69,5.9,91.4,69.9,2.0,377.75,54.02,206.95
SKQ202010S,TSG,2020-05-04T16:10:00Z,-149.3555,60.0143,293.82,9.4,175.67,175.56,0.91,0.37,-0.0,1010.67,6.0,91.1,82.8,2.3,376.74,47.17,192.32
SKQ202010S,TSG,2020-05-04T16:11:00Z,-149.3551,60.0117,292.91,9.6,175.79,175.47,0.94,0.37,-0.0,1010.65,6.0,91.4,84.0,3.3,376.67,41.42,177.52
SKQ202010S,TSG,2020-05-04T16:12:00Z,-149.3547,60.009,293.76,9.7,175.87,175.41,1.02,0.37,0.0,1010.61,5.9,91.8,93.6,5.0,377.88,34.93,161.09
SKQ202010S,TSG,2020-05-04T16:13:00Z,-149.3543,60.0063,293.34,9.7,175.96,175.5,1.0,0.37,0.0,1010.65,5.8,92.3,97.8,4.2,379.36,28.81,145.51
SKQ202010S,TSG,2020-05-04T16:14:00Z,-149.3539,60.0036,294.26,9.7,176.3,175.75,0.97,0.37,-0.0,1010.71,5.8,91.7,82.9,1.9,379.09,25.91,136.54
SKQ202010S,TSG,2020-05-04T16:15:00Z,-149.3536,60.0009,294.31,9.8,176.37,175.88,0.93,0.37,-0.0,1010.71,6.0,90.4,46.9,1.5,379.42,25.43,133.27
SKQ202010S,TSG,2020-05-04T16:16:00Z,-149.3533,59.9982,295.31,9.9,176.34,175.75,0.96,0.37,0.0,1010.73,6.0,90.4,58.9,2.2,379.15,25.23,132.5
SKQ202010S,TSG,2020-05-04T16:17:00Z,-149.3529,59.9955,296.1,10.0,176.29,175.71,0.99,0.37,0.0,1010.7,5.9,90.9,76.6,4.1,379.35,26.38,135.82
SKQ202010S,TSG,2020-05-04T16:18:00Z,-149.3525,59.9927,296.17,10.0,176.16,175.56,1.04,0.38,0.0,1010.7,5.9,91.8,84.7,5.2,380.44,28.88,140.58
SKQ202010S,TSG,2020-05-04T16:19:00Z,-149.3521,59.9899,297.39,10.0,175.81,175.56,0.98,0.38,-0.0,1010.75,5.8,92.7,82.6,3.7,381.64,28.12,136.57
SKQ202010S,TSG,2020-05-04T16:20:00Z,-149.3517,59.9872,298.6,10.0,175.82,175.77,0.95,0.36,-0.0,1010.77,5.7,92.7,87.9,3.4,379.88,22.56,123.71
SKQ202010S,TSG,2020-05-04T16:21:00Z,-149.3513,59.9844,297.69,10.0,175.93,175.82,0.91,0.37,-0.0,1010.79,5.8,92.4,89.5,3.2,380.65,18.96,114.51
SKQ202010S,TSG,2020-05-04T16:22:00Z,-149.3509,59.9817,296.44,10.0,175.46,175.21,0.95,0.37,0.0,1010.82,5.8,92.3,88.9,3.4,380.44,16.25,106.01
SKQ202010S,TSG,2020-05-04T16:23:00Z,-149.3505,59.9789,293.51,10.0,175.83,175.88,0.83,0.37,0.0,1010.88,5.9,91.4,78.1,2.9,379.77,12.57,95.35
SKQ202010S,TSG,2020-05-04T16:24:00Z,-149.3504,59.9762,281.59,9.8,185.9,188.7,0.12,0.33,0.0,1010.92,5.9,91.7,75.2,2.7,379.68,9.63,87.11
SKQ202010S,TSG,2020-05-04T16:25:00Z,-149.3518,59.9736,263.54,9.8,201.01,202.1,0.63,0.36,0.0,1010.98,5.9,91.8,74.2,2.1,379.99,7.48,81.59
SKQ202010S,TSG,2020-05-04T16:26:00Z,-149.3539,59.971,239.92,9.9,203.04,203.79,0.82,0.37,-0.0,1011.0,5.9,91.8,43.2,1.8,380.66,5.94,80.0
SKQ202010S,TSG,2020-05-04T16:27:00Z,-149.356,59.9685,212.05,9.9,202.32,203.69,0.72,0.36,0.0,1011.0,6.0,91.6,305.1,2.6,381.22,8.59,89.7
SKQ202010S,TSG,2020-05-04T16:28:00Z,-149.358,59.966,192.3,9.9,202.2,203.93,0.68,0.36,0.0,1011.01,6.0,90.6,303.4,4.2,381.36,14.78,105.68
SKQ202010S,TSG,2020-05-04T16:29:00Z,-149.3601,59.9634,194.97,10.0,202.02,203.7,0.69,0.36,-0.0,1011.08,6.0,90.0,300.8,3.7,381.24,17.93,114.42
SKQ202010S,TSG,2020-05-04T16:30:00Z,-149.3622,59.9609,202.26,10.0,202.36,203.81,0.71,0.36,0.0,1011.08,6.1,89.1,276.2,3.0,381.24,19.34,119.4
SKQ202010S,TSG,2020-05-04T16:31:00Z,-149.3643,59.9583,212.58,10.1,202.73,203.66,0.75,0.36,-0.0,1011.08,6.3,86.2,227.1,2.3,381.68,20.7,123.04
SKQ202010S,TSG,2020-05-04T16:32:00Z,-149.3665,59.9557,221.27,10.1,202.85,203.41,0.77,0.37,-0.0,1011.08,6.4,84.7,205.9,1.4,381.68,20.92,122.05
SKQ202010S,TSG,2020-05-04T16:33:00Z,-149.3687,59.9532,228.62,10.1,203.1,203.29,0.82,0.35,0.0,1011.06,6.4,85.4,166.2,2.5,381.26,17.49,110.54
SKQ202010S,TSG,2020-05-04T16:34:00Z,-149.3709,59.9506,232.99,10.1,204.12,204.69,0.71,0.37,0.01,1011.07,6.2,88.0,139.1,4.1,380.52,11.48,93.56
SKQ202010S,TSG,2020-05-04T16:35:00Z,-149.3735,59.9481,233.8,10.1,211.9,212.1,0.77,0.36,-0.0,1011.09,6.1,89.4,127.2,3.6,381.26,6.95,79.54
SKQ202010S,TSG,2020-05-04T16:36:00Z,-149.3765,59.9457,236.83,10.2,212.88,212.51,0.88,0.37,-0.0,1011.15,6.0,89.6,113.6,2.4,380.96,3.87,68.64
SKQ202010S,TSG,2020-05-04T16:37:00Z,-149.3796,59.9434,240.16,10.2,212.82,212.44,0.84,0.36,0.0,1011.22,6.0,88.5,49.0,1.1,381.45,0.83,58.66
