Cruise,Type,Date_Time_[UTC],Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bottom_Depth_[m],Speed_[knots],Course_[degrees_true],Heading_[degree],Roll_[degree],Pitch_[degree],Heave,Atmos_Pressure_[hPa],Air_Temperature_[C],Relative_Humidity_[%],Wind_Dir_[degrees_true],Wind_Speed_[knots],Longwave_Downwelling_[W/m2],Shortwave_Downwelling_[W/m2],PAR_[uE/m2/s]
SKQ202110S,TSG,2021-06-28T00:20:00Z,-149.3714,60.0471,293.34,3.3,157.6,162.9,-0.92,0.38,-0.0,1021.88,12.8,69.1,189.0,15.5,350.65,820.03,2138.71
SKQ202110S,TSG,2021-06-28T00:21:00Z,-149.3707,60.0461,293.16,3.9,160.29,164.14,-0.95,0.38,-0.0,1021.88,12.8,67.9,188.6,15.4,350.36,820.92,2140.57
SKQ202110S,TSG,2021-06-28T00:22:00Z,-149.3699,60.0451,293.26,4.3,161.79,164.33,-0.92,0.38,-0.0,1021.89,12.8,68.5,187.7,14.3,351.15,827.77,2154.73
SKQ202110S,TSG,2021-06-28T00:23:00Z,-149.3692,60.0439,293.11,4.5,162.05,164.19,-0.91,0.38,0.0,1021.9,12.8,67.4,185.3,14.1,352.89,842.83,2186.21
SKQ202110S,TSG,2021-06-28T00:24:00Z,-149.3684,60.0427,293.15,4.7,162.49,164.02,-0.89,0.38,0.0,1021.92,12.8,67.3,184.7,13.5,355.1,865.93,2234.79
SKQ202110S,TSG,2021-06-28T00:25:00Z,-149.3676,60.0414,293.33,4.7,162.05,163.69,-0.89,0.38,0.0,1021.9,12.8,67.6,186.6,13.8,357.32,897.26,2306.2
SKQ202110S,TSG,2021-06-28T00:26:00Z,-149.3668,60.0402,293.38,4.7,161.39,163.33,-0.92,0.38,0.0,1021.89,12.9,67.2,190.3,13.9,358.14,775.05,1958.06
SKQ202110S,TSG,2021-06-28T00:27:00Z,-149.3659,60.0389,293.63,4.8,160.71,162.78,-0.93,0.37,-0.0,1021.87,12.9,67.3,193.7,14.8,358.38,535.8,1382.57
SKQ202110S,TSG,2021-06-28T00:28:00Z,-149.3651,60.0377,293.62,4.7,161.77,164.78,-0.95,0.37,-0.0,1021.89,12.8,66.7,191.8,14.0,358.75,482.94,1373.92
SKQ202110S,TSG,2021-06-28T00:29:00Z,-149.3643,60.0364,293.58,4.8,163.19,165.28,-0.92,0.38,0.01,1021.89,12.8,66.0,193.0,13.6,359.78,538.52,1469.98
SKQ202110S,TSG,2021-06-28T00:30:00Z,-149.3635,60.0351,293.53,5.0,163.87,165.76,-0.92,0.38,0.0,1021.88,12.8,68.2,194.6,13.3,360.63,596.9,1723.71
SKQ202110S,TSG,2021-06-28T00:31:00Z,-149.3627,60.0338,293.53,5.1,163.88,165.95,-0.91,0.38,-0.0,1021.87,12.8,67.3,195.7,13.6,361.82,927.05,2394.55
SKQ202110S,TSG,2021-06-28T00:32:00Z,-149.3619,60.0324,293.69,5.2,163.98,166.05,-0.88,0.38,0.0,1021.87,12.8,66.8,195.0,13.4,361.0,961.95,2436.21
SKQ202110S,TSG,2021-06-28T00:33:00Z,-149.3612,60.031,293.95,4.9,163.54,166.07,-0.9,0.38,-0.0,1021.86,12.8,65.8,198.4,13.5,358.37,836.37,2050.74
SKQ202110S,TSG,2021-06-28T00:34:00Z,-149.3604,60.0298,293.65,4.1,163.42,166.56,-0.85,0.39,0.01,1021.87,12.8,66.9,199.1,13.1,353.66,521.36,1416.83
SKQ202110S,TSG,2021-06-28T00:35:00Z,-149.3598,60.0289,294.36,3.4,162.47,166.02,-0.84,0.39,-0.0,1021.87,12.8,67.5,199.8,13.1,349.46,500.89,1441.89
SKQ202110S,TSG,2021-06-28T00:36:00Z,-149.3593,60.028,294.43,3.1,161.33,165.81,-0.87,0.39,-0.0,1021.88,12.8,67.3,198.9,12.5,346.2,384.63,1086.71
SKQ202110S,TSG,2021-06-28T00:37:00Z,-149.3588,60.0272,294.38,2.8,161.3,165.58,-0.83,0.4,-0.0,1021.89,12.8,69.2,198.2,12.0,344.44,339.1,1060.91
SKQ202110S,TSG,2021-06-28T00:38:00Z,-149.3583,60.0266,294.02,2.0,160.62,168.23,-0.81,0.38,-0.0,1021.9,12.7,70.9,196.1,11.4,342.07,557.08,1592.9
SKQ202110S,TSG,2021-06-28T00:39:00Z,-149.3581,60.0262,295.21,1.1,171.2,174.25,-0.91,0.37,0.0,1021.91,12.7,70.8,194.5,11.1,342.57,717.59,1955.19
SKQ202110S,TSG,2021-06-28T00:40:00Z,-149.3581,60.026,294.19,0.3,190.15,173.96,-0.87,0.37,0.0,1021.91,12.7,69.7,195.5,11.0,343.69,518.92,1535.41
SKQ202110S,TSG,2021-06-28T00:41:00Z,-149.3581,60.026,294.23,0.1,71.76,172.09,-0.75,0.38,0.0,1021.9,12.8,66.7,197.5,12.1,342.77,799.36,2119.93
SKQ202110S,TSG,2021-06-28T00:42:00Z,-149.3579,60.026,294.36,0.3,111.11,177.11,-0.71,0.38,-0.0,1021.9,12.8,65.3,195.4,11.6,342.64,793.7,2107.01
SKQ202110S,TSG,2021-06-28T00:43:00Z,-149.3578,60.0259,294.51,0.1,115.19,182.94,-0.34,0.4,-0.0,1021.92,12.9,66.6,190.7,11.3,343.29,777.73,2065.14
SKQ202110S,TSG,2021-06-28T00:44:00Z,-149.3578,60.0259,294.55,0.1,167.76,185.59,-0.27,0.41,-0.0,1021.9,12.9,67.4,190.6,11.5,342.58,749.51,1993.6
SKQ202110S,TSG,2021-06-28T00:45:00Z,-149.3578,60.0259,294.67,0.0,176.51,186.0,-0.23,0.41,-0.0,1021.88,12.8,68.4,187.7,11.3,341.84,657.73,1775.18
SKQ202110S,TSG,2021-06-28T00:46:00Z,-149.3578,60.0259,296.97,0.1,166.29,185.97,-0.23,0.41,0.01,1021.86,12.8,67.5,189.8,11.0,341.31,587.55,1632.77
SKQ202110S,TSG,2021-06-28T00:47:00Z,-149.3578,60.0259,296.19,0.1,169.69,186.03,-0.21,0.41,0.0,1021.83,12.8,66.5,188.2,10.7,341.32,720.8,1925.07
SKQ202110S,TSG,2021-06-28T00:48:00Z,-149.3578,60.0259,294.56,0.1,196.04,186.34,-0.23,0.39,0.0,1021.81,12.8,68.2,189.1,10.6,341.01,722.61,1944.87
SKQ202110S,TSG,2021-06-28T00:49:00Z,-149.3578,60.0259,294.07,0.1,186.26,186.01,-0.39,0.39,0.01,1021.79,12.8,66.9,186.0,10.9,340.92,724.16,1944.72
SKQ202110S,TSG,2021-06-28T00:50:00Z,-149.3578,60.0258,294.28,0.1,158.93,185.98,-0.63,0.39,0.0,1021.77,12.8,67.3,188.4,11.1,340.47,713.53,1920.67
SKQ202110S,TSG,2021-06-28T00:51:00Z,-149.3578,60.0258,294.39,0.1,177.63,186.0,-0.66,0.37,0.0,1021.75,12.8,67.7,187.7,11.2,340.29,691.01,1868.32
SKQ202110S,TSG,2021-06-28T00:52:00Z,-149.3578,60.0258,294.32,0.1,178.3,186.15,-0.7,0.38,0.0,1021.74,12.8,68.2,185.8,11.2,339.7,695.3,1903.29
SKQ202110S,TSG,2021-06-28T00:53:00Z,-149.3578,60.0258,296.91,0.1,199.61,186.27,-0.69,0.38,-0.0,1021.73,12.7,68.9,185.6,11.4,339.68,716.57,1938.63
SKQ202110S,TSG,2021-06-28T00:54:00Z,-149.3578,60.0258,295.67,0.0,192.86,186.11,-0.71,0.37,-0.0,1021.71,12.7,71.0,186.4,10.5,339.74,669.22,1831.07
SKQ202110S,TSG,2021-06-28T00:55:00Z,-149.3578,60.0258,296.58,0.0,178.4,186.03,-0.7,0.39,0.01,1021.7,12.7,71.8,190.4,11.0,339.36,680.03,1865.29
SKQ202110S,TSG,2021-06-28T00:56:00Z,-149.3578,60.0258,295.15,0.1,145.12,185.8,-0.73,0.38,-0.0,1021.7,12.7,69.5,194.3,11.6,339.18,696.61,1909.17
SKQ202110S,TSG,2021-06-28T00:57:00Z,-149.3578,60.0257,294.91,0.1,144.14,185.89,-0.73,0.37,-0.0,1021.7,12.7,69.6,190.8,11.6,339.0,698.76,1908.88
SKQ202110S,TSG,2021-06-28T00:58:00Z,-149.3577,60.0257,296.58,0.1,152.54,186.25,-0.71,0.38,-0.0,1021.7,12.7,70.4,192.2,11.8,338.78,588.99,1623.46
SKQ202110S,TSG,2021-06-28T00:59:00Z,-149.3577,60.0257,294.7,0.1,152.34,186.26,-0.75,0.37,0.01,1021.71,12.7,69.0,193.6,12.0,338.66,588.15,1723.89
SKQ202110S,TSG,2021-06-28T01:00:00Z,-149.3577,60.0257,294.5,0.1,155.67,186.26,-0.74,0.37,0.0,1021.71,12.7,70.4,190.9,11.5,339.56,697.83,1921.35
SKQ202110S,TSG,2021-06-28T01:01:00Z,-149.3577,60.0257,294.23,0.1,171.02,186.33,-0.74,0.37,-0.0,1021.7,12.7,71.8,192.3,11.4,339.8,691.86,1915.42
SKQ202110S,TSG,2021-06-28T01:02:00Z,-149.3577,60.0257,294.53,0.0,175.84,186.15,-0.74,0.38,-0.0,1021.7,12.7,70.5,193.4,11.8,339.55,688.27,1911.47
SKQ202110S,TSG,2021-06-28T01:03:00Z,-149.3577,60.0257,294.17,0.1,150.73,186.03,-0.74,0.38,0.0,1021.69,12.8,70.4,192.0,11.4,340.18,683.75,1905.14
SKQ202110S,TSG,2021-06-28T01:04:00Z,-149.3577,60.0256,294.06,0.1,170.58,186.22,-0.75,0.37,-0.0,1021.68,12.8,70.6,192.2,11.6,340.82,686.9,1914.31
SKQ202110S,TSG,2021-06-28T01:05:00Z,-149.3577,60.0256,295.89,0.0,190.56,186.37,-0.73,0.38,0.0,1021.67,12.8,69.5,192.0,12.4,340.62,671.36,1877.37
SKQ202110S,TSG,2021-06-28T01:06:00Z,-149.3577,60.0256,296.92,0.1,141.75,186.07,-0.5,0.39,0.0,1021.68,12.8,68.9,194.1,12.2,340.57,681.05,1904.7
SKQ202110S,TSG,2021-06-28T01:07:00Z,-149.3576,60.0256,295.46,0.1,135.64,185.95,-0.74,0.4,-0.0,1021.67,12.8,68.9,195.4,12.7,340.63,682.33,1916.8
SKQ202110S,TSG,2021-06-28T01:08:00Z,-149.3576,60.0256,294.76,0.1,134.83,186.14,-0.8,0.38,0.0,1021.68,12.8,68.3,191.9,13.3,340.94,681.49,1919.69
SKQ202110S,TSG,2021-06-28T01:09:00Z,-149.3576,60.0256,294.76,0.1,157.02,186.2,-0.87,0.38,0.01,1021.68,12.8,69.9,190.1,12.3,341.61,680.28,1921.8
SKQ202110S,TSG,2021-06-28T01:10:00Z,-149.3576,60.0256,296.17,0.1,153.02,186.37,-0.92,0.38,-0.0,1021.66,12.8,70.0,192.7,13.1,342.24,676.58,1919.29
SKQ202110S,TSG,2021-06-28T01:11:00Z,-149.3576,60.0255,295.38,0.1,150.32,186.35,-0.94,0.38,-0.0,1021.66,12.8,69.8,193.4,12.9,342.34,675.29,1921.89
SKQ202110S,TSG,2021-06-28T01:12:00Z,-149.3575,60.0255,294.17,0.1,138.85,186.16,-0.95,0.38,0.0,1021.65,12.8,70.4,194.4,12.8,343.04,675.1,1925.27
SKQ202110S,TSG,2021-06-28T01:13:00Z,-149.3575,60.0255,294.57,0.1,140.07,186.12,-0.97,0.38,-0.0,1021.65,12.8,69.7,194.3,12.5,343.18,674.91,1926.73
SKQ202110S,TSG,2021-06-28T01:14:00Z,-149.3575,60.0255,294.09,0.1,133.32,186.33,-1.02,0.38,-0.0,1021.64,12.8,70.1,194.4,12.6,343.93,660.15,1894.89
SKQ202110S,TSG,2021-06-28T01:15:00Z,-149.3574,60.0255,294.43,0.1,133.76,186.26,-1.05,0.37,0.0,1021.64,12.8,70.5,193.7,12.6,344.27,677.24,1943.38
SKQ202110S,TSG,2021-06-28T01:16:00Z,-149.3574,60.0255,294.05,0.1,123.75,186.08,-0.89,0.38,-0.0,1021.63,12.8,70.1,192.9,13.2,347.07,681.5,1954.46
SKQ202110S,TSG,2021-06-28T01:17:00Z,-149.3574,60.0255,293.92,0.1,120.36,185.94,-0.65,0.4,0.0,1021.63,12.8,69.5,194.4,13.9,345.92,688.9,1967.24
SKQ202110S,TSG,2021-06-28T01:18:00Z,-149.3573,60.0254,294.54,0.2,115.36,185.89,-0.66,0.39,0.0,1021.63,12.8,68.9,195.6,13.9,346.72,695.64,1984.31
SKQ202110S,TSG,2021-06-28T01:19:00Z,-149.3572,60.0254,295.08,0.1,121.46,186.27,-0.74,0.39,0.01,1021.63,12.8,69.9,196.5,13.6,346.9,659.91,1851.77
SKQ202110S,TSG,2021-06-28T01:20:00Z,-149.3572,60.0254,294.52,0.1,123.62,186.17,-1.03,0.38,0.0,1021.63,12.8,70.0,195.8,13.8,346.52,608.07,1778.68
SKQ202110S,TSG,2021-06-28T01:21:00Z,-149.3571,60.0254,295.85,0.1,120.56,186.05,-0.75,0.39,-0.0,1021.63,12.7,69.0,195.7,14.3,346.28,614.18,1844.19
SKQ202110S,TSG,2021-06-28T01:22:00Z,-149.3571,60.0254,295.01,0.1,116.45,186.46,-0.76,0.39,0.0,1021.62,12.7,68.5,197.1,14.1,346.71,712.5,2003.51
SKQ202110S,TSG,2021-06-28T01:23:00Z,-149.357,60.0254,294.18,0.1,126.54,190.4,-0.72,0.39,-0.0,1021.61,12.7,70.2,196.0,14.3,346.09,603.56,1739.31
SKQ202110S,TSG,2021-06-28T01:24:00Z,-149.357,60.0253,294.67,0.1,170.7,192.79,-0.73,0.39,-0.0,1021.61,12.7,69.1,197.2,14.2,345.88,554.74,1635.54
SKQ202110S,TSG,2021-06-28T01:25:00Z,-149.357,60.0253,295.15,0.1,165.95,193.05,-0.71,0.39,-0.0,1021.61,12.8,70.0,198.5,13.9,345.07,482.23,1460.36
SKQ202110S,TSG,2021-06-28T01:26:00Z,-149.357,60.0253,293.89,0.0,180.32,192.73,-0.71,0.39,0.0,1021.6,12.8,68.7,197.8,14.1,344.95,596.24,1796.71
SKQ202110S,TSG,2021-06-28T01:27:00Z,-149.357,60.0253,294.12,0.1,188.67,192.71,-0.69,0.39,0.0,1021.6,12.8,70.7,201.5,13.1,345.9,675.07,1983.07
SKQ202110S,TSG,2021-06-28T01:28:00Z,-149.357,60.0253,294.23,0.0,199.12,192.82,-0.69,0.39,-0.0,1021.6,12.8,70.1,201.3,13.2,346.17,596.82,1738.73
SKQ202110S,TSG,2021-06-28T01:29:00Z,-149.357,60.0253,293.93,0.1,235.28,192.9,-0.7,0.39,-0.0,1021.6,12.8,71.3,200.3,12.3,345.8,573.0,1730.62
SKQ202110S,TSG,2021-06-28T01:30:00Z,-149.357,60.0253,294.8,0.1,254.54,192.71,-0.73,0.39,0.01,1021.59,12.8,71.4,200.1,12.3,346.28,663.57,1970.72
SKQ202110S,TSG,2021-06-28T01:31:00Z,-149.3571,60.0253,295.9,0.1,228.34,191.55,-0.71,0.39,0.0,1021.57,12.8,70.5,203.0,12.5,346.63,609.93,1785.88
SKQ202110S,TSG,2021-06-28T01:32:00Z,-149.3571,60.0253,296.54,0.1,166.48,191.41,-0.72,0.39,0.0,1021.55,12.8,68.6,203.6,13.2,346.67,598.31,1834.51
SKQ202110S,TSG,2021-06-28T01:33:00Z,-149.3571,60.0252,295.01,0.1,134.79,191.47,-0.7,0.39,-0.0,1021.55,12.9,68.1,203.8,12.9,347.86,657.35,1935.12
SKQ202110S,TSG,2021-06-28T01:34:00Z,-149.357,60.0252,293.85,0.1,129.74,191.74,-0.7,0.39,-0.0,1021.54,12.9,68.3,205.1,12.1,348.33,635.34,1914.06
SKQ202110S,TSG,2021-06-28T01:35:00Z,-149.357,60.0252,293.82,0.1,149.26,191.77,-0.69,0.39,-0.0,1021.53,12.9,70.2,204.7,12.0,349.75,663.31,1966.67
SKQ202110S,TSG,2021-06-28T01:36:00Z,-149.357,60.0252,293.91,0.1,160.04,191.66,-0.69,0.39,0.0,1021.53,12.9,69.7,203.3,12.1,350.74,656.04,1951.63
SKQ202110S,TSG,2021-06-28T01:37:00Z,-149.357,60.0252,293.77,0.1,174.75,191.7,-0.71,0.39,0.0,1021.53,12.9,70.6,202.9,12.1,352.02,660.15,1970.74
SKQ202110S,TSG,2021-06-28T01:38:00Z,-149.357,60.0252,295.12,0.0,161.74,191.68,-0.68,0.39,-0.0,1021.51,12.9,69.8,203.7,12.8,353.37,668.41,1990.9
SKQ202110S,TSG,2021-06-28T01:39:00Z,-149.357,60.0252,293.97,0.1,172.92,191.59,-0.68,0.39,-0.0,1021.51,12.8,69.6,200.9,12.8,355.07,674.25,2004.56
SKQ202110S,TSG,2021-06-28T01:40:00Z,-149.357,60.0252,296.5,0.0,178.06,191.62,-0.69,0.39,0.0,1021.49,12.8,69.4,199.9,13.7,356.13,676.96,2008.54
SKQ202110S,TSG,2021-06-28T01:41:00Z,-149.357,60.0251,293.85,0.0,201.43,191.87,-0.68,0.39,0.0,1021.5,12.8,69.4,197.3,12.7,357.0,679.32,2017.8
SKQ202110S,TSG,2021-06-28T01:42:00Z,-149.357,60.0251,293.76,0.0,208.32,191.82,-0.64,0.39,0.0,1021.49,12.8,69.4,201.7,12.8,356.76,679.7,2020.13
SKQ202110S,TSG,2021-06-28T01:43:00Z,-149.357,60.0251,293.94,0.1,192.32,191.63,-0.63,0.39,0.0,1021.49,12.8,70.2,196.4,12.2,355.84,651.42,1939.83
SKQ202110S,TSG,2021-06-28T01:44:00Z,-149.357,60.0251,294.03,0.0,169.89,191.47,-0.61,0.39,0.0,1021.49,12.8,68.6,198.1,13.4,354.84,651.59,1962.65
SKQ202110S,TSG,2021-06-28T01:45:00Z,-149.357,60.0251,293.78,0.0,200.3,191.65,-0.6,0.4,-0.0,1021.49,12.8,69.9,194.5,12.5,355.55,650.52,1971.39
SKQ202110S,TSG,2021-06-28T01:46:00Z,-149.357,60.0251,293.83,0.0,232.72,191.77,-0.62,0.39,-0.0,1021.5,12.8,68.7,194.3,13.1,357.03,661.1,1997.34
SKQ202110S,TSG,2021-06-28T01:47:00Z,-149.357,60.0251,293.82,0.1,254.11,192.07,-0.63,0.4,0.0,1021.51,12.8,68.6,192.5,13.2,358.96,661.04,1995.51
SKQ202110S,TSG,2021-06-28T01:48:00Z,-149.3571,60.0251,294.44,0.1,237.71,191.48,-0.6,0.39,-0.0,1021.51,12.8,70.7,194.4,12.0,360.32,670.27,2029.19
SKQ202110S,TSG,2021-06-28T01:49:00Z,-149.3571,60.0251,293.68,0.1,236.42,191.66,-0.6,0.39,0.0,1021.5,12.8,70.0,193.4,12.2,360.95,677.6,2047.13
SKQ202110S,TSG,2021-06-28T01:50:00Z,-149.3571,60.0251,294.4,0.1,230.6,191.56,-0.61,0.4,0.0,1021.49,12.8,69.9,192.4,11.9,360.23,674.23,2041.57
SKQ202110S,TSG,2021-06-28T01:51:00Z,-149.3572,60.025,293.71,0.1,242.96,191.65,-0.61,0.39,0.01,1021.47,12.8,69.5,190.9,12.7,358.54,669.16,2034.43
SKQ202110S,TSG,2021-06-28T01:52:00Z,-149.3572,60.025,293.72,0.1,247.18,191.66,-0.62,0.39,-0.0,1021.45,12.8,67.5,191.5,13.7,356.76,666.43,2032.05
SKQ202110S,TSG,2021-06-28T01:53:00Z,-149.3572,60.025,293.64,0.1,273.34,191.47,-0.62,0.39,-0.0,1021.44,12.8,67.8,191.3,13.6,355.44,663.26,2026.27
SKQ202110S,TSG,2021-06-28T01:54:00Z,-149.3572,60.025,293.61,0.0,269.29,191.72,-0.62,0.4,-0.0,1021.43,12.7,68.0,190.7,12.9,354.71,645.99,1977.44
SKQ202110S,TSG,2021-06-28T01:55:00Z,-149.3573,60.025,293.62,0.1,286.56,191.96,-0.63,0.39,-0.0,1021.42,12.8,69.0,190.0,13.4,354.34,649.88,2002.93
SKQ202110S,TSG,2021-06-28T01:56:00Z,-149.3573,60.025,293.59,0.0,276.07,191.5,-0.65,0.39,0.01,1021.41,12.7,68.1,191.6,13.6,354.45,648.8,1991.43
SKQ202110S,TSG,2021-06-28T01:57:00Z,-149.3573,60.025,293.49,0.0,282.79,191.3,-0.62,0.39,-0.0,1021.4,12.7,67.7,192.5,13.9,353.72,641.23,1986.61
SKQ202110S,TSG,2021-06-28T01:58:00Z,-149.3573,60.025,294.37,0.0,268.16,191.55,-0.6,0.39,0.0,1021.4,12.7,68.1,192.2,13.4,352.85,649.1,2004.39
SKQ202110S,TSG,2021-06-28T01:59:00Z,-149.3573,60.025,293.6,0.0,287.41,191.82,-0.6,0.4,-0.0,1021.39,12.7,69.4,191.3,13.2,351.13,638.01,1989.19
SKQ202110S,TSG,2021-06-28T02:00:00Z,-149.3573,60.025,293.69,0.0,281.3,191.65,-0.57,0.39,-0.0,1021.38,12.7,68.3,191.3,13.7,349.01,635.7,1983.52
SKQ202110S,TSG,2021-06-28T02:01:00Z,-149.3574,60.025,293.62,0.0,272.52,191.56,-0.58,0.4,-0.0,1021.38,12.7,68.3,191.4,14.0,347.66,599.86,1874.25
SKQ202110S,TSG,2021-06-28T02:02:00Z,-149.3574,60.025,293.47,0.0,275.43,191.63,-0.55,0.4,0.0,1021.39,12.7,66.8,189.8,13.3,346.1,529.87,1715.37
SKQ202110S,TSG,2021-06-28T02:03:00Z,-149.3574,60.0251,293.5,0.0,290.25,191.77,-0.53,0.4,-0.0,1021.38,12.7,68.3,189.0,13.0,345.12,547.21,1786.31
SKQ202110S,TSG,2021-06-28T02:04:00Z,-149.3574,60.0251,293.27,0.0,276.45,191.65,-0.51,0.4,0.01,1021.37,12.7,69.1,188.3,12.6,344.03,569.87,1819.85
SKQ202110S,TSG,2021-06-28T02:05:00Z,-149.3574,60.0251,293.59,0.0,238.78,191.51,-0.47,0.4,-0.0,1021.35,12.7,68.7,190.5,13.0,345.11,515.59,1673.82
SKQ202110S,TSG,2021-06-28T02:06:00Z,-149.3574,60.0251,293.55,0.0,260.39,191.53,-0.73,0.4,0.01,1021.33,12.7,69.6,192.3,12.2,344.83,516.62,1699.94
SKQ202110S,TSG,2021-06-28T02:07:00Z,-149.3574,60.0251,293.55,0.0,210.34,191.52,-0.76,0.38,-0.0,1021.31,12.8,68.8,193.3,12.2,344.74,511.8,1690.91
SKQ202110S,TSG,2021-06-28T02:08:00Z,-149.3574,60.0251,293.62,0.0,305.59,191.73,-0.78,0.38,-0.0,1021.3,12.8,71.3,193.2,11.8,344.48,543.44,1804.21
SKQ202110S,TSG,2021-06-28T02:09:00Z,-149.3574,60.0251,293.58,0.0,292.2,191.74,-0.79,0.38,-0.0,1021.28,12.7,68.0,192.7,12.5,344.19,566.94,1874.19
SKQ202110S,TSG,2021-06-28T02:10:00Z,-149.3575,60.0251,293.53,0.0,262.67,191.55,-0.89,0.38,0.0,1021.28,12.8,68.6,196.0,11.6,343.96,563.64,1861.17
SKQ202110S,TSG,2021-06-28T02:11:00Z,-149.3575,60.0251,293.54,0.0,304.99,191.84,-0.9,0.38,-0.0,1021.27,12.8,70.9,196.7,11.2,343.83,539.64,1774.19
SKQ202110S,TSG,2021-06-28T02:12:00Z,-149.3575,60.0251,293.79,0.0,265.28,191.76,-0.9,0.38,-0.0,1021.26,12.8,67.3,195.5,13.1,343.04,519.43,1755.14
