Cruise,Station,Type,Date_Time,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bottom_Depth_[m],Cast_Number,Depth_[m],Bottle_Number,<20_Chl_A_[ug/L],<20_Phaeo_[ug/L],>20_Chl_A_[ug/L],>20_Phaeo_[ug/L],Total_Chl_A_[ug/L],Total_Phaeo_[ug/L],Fraction Chl >20,Data flag
TGX202209,RES2_5,B,2022-09-10T07:29:42,-149.3552,60.0178,293,1,2.7,13,0.54,0.37,0.03,0.01,0.57,0.38,0.06,1
TGX202209,RES2_5,B,2022-09-10T07:28:12,-149.3552,60.0178,293,1,9.3,12,0.38,0.39,0.02,0.03,0.39,0.42,0.04,1
TGX202209,RES2_5,B,2022-09-10T07:26:47,-149.3552,60.0178,293,1,20.8,11,0.12,0.1,0.02,0.03,0.14,0.13,0.13,1
TGX202209,RES2_5,B,2022-09-10T07:25:22,-149.3552,60.0178,293,1,30.2,10,0.09,0.11,0.03,0.05,0.13,0.16,0.24,1
TGX202209,RES2_5,B,2022-09-10T07:23:49,-149.3552,60.0178,293,1,40.5,9,0.05,0.09,0.01,0.03,0.07,0.12,0.21,1
TGX202209,RES2_5,B,2022-09-10T07:22:14,-149.3552,60.0178,293,1,49.2,8,0.03,0.06,0.01,0.03,0.04,0.09,0.22,1
TGX202209,RES2_5,B,2022-09-10T07:20:42,-149.3552,60.0178,293,1,75.2,7,0.02,0.06,0,0.01,0.02,0.07,0.17,1
TGX202209,GAK1,B,2022-09-10T11:58:34,-149.4838,59.8457,265,4,3.1,14,0.3,0.18,0.4,0.07,0.7,0.25,0.57,1
TGX202209,GAK1,B,2022-09-10T11:55:51,-149.4838,59.8457,265,4,10.8,9,0.37,0.29,0.16,0.1,0.53,0.4,0.3,1
TGX202209,GAK1,B,2022-09-10T11:53:59,-149.4838,59.8457,265,4,20.1,7,0.24,0.19,0.1,0.09,0.34,0.28,0.3,1
TGX202209,GAK1,B,2022-09-10T11:52:10,-149.4838,59.8457,265,4,29.7,5,0.23,0.2,0.04,0.09,0.28,0.29,0.16,1
TGX202209,GAK1,B,2022-09-10T11:50:19,-149.4838,59.8457,265,4,41.5,3,0.21,0.22,0.03,0.08,0.24,0.3,0.13,1
TGX202209,GAK1,B,2022-09-10T11:48:46,-149.4838,59.8457,265,4,50.2,2,0.05,0.08,0.02,0.03,0.07,0.11,0.25,1
TGX202209,GAK1,B,2022-09-10T11:47:15,-149.4838,59.8457,265,4,75.8,1,0.03,0.08,0.02,0.03,0.05,0.11,0.35,1
TGX202209,GAK2,B,2022-09-10T14:17:06,-149.3292,59.6935,230,6,3.1,15,0.39,0.32,0.06,0.04,0.45,0.36,0.14,1
TGX202209,GAK2,B,2022-09-10T14:14:42,-149.3292,59.6935,230,6,10,13,0.51,0.41,0.04,0.06,0.55,0.47,0.08,1
TGX202209,GAK2,B,2022-09-10T14:12:40,-149.3292,59.6935,230,6,20.1,11,nd,nd,0.07,0.17,nd,nd,nd,9
TGX202209,GAK2,B,2022-09-10T14:11:19,-149.3292,59.6935,230,6,30.5,10,0.22,0.19,0.04,0.08,0.26,0.27,0.15,1
TGX202209,GAK2,B,2022-09-10T14:09:38,-149.3292,59.6935,230,6,41,9,0.1,0.11,nd,nd,nd,nd,nd,9
TGX202209,GAK2,B,2022-09-10T14:08:01,-149.3292,59.6935,230,6,51.2,8,0.09,0.11,0.01,0.03,0.11,0.14,0.12,1
TGX202209,GAK2,B,2022-09-10T14:06:29,-149.3292,59.6935,230,6,75.9,7,0.01,0.04,0.01,0.03,0.02,0.07,0.33,1
TGX202209,GAK3,B,2022-09-10T16:36:17,-149.1827,59.557,212,8,3.1,15,0.74,0.51,0.67,0.17,1.42,0.68,0.47,1
TGX202209,GAK3,B,2022-09-10T16:34:34,-149.1827,59.557,212,8,10.6,13,1.1,0.57,0.37,0.15,1.47,0.72,0.25,1
TGX202209,GAK3,B,2022-09-10T16:30:56,-149.1827,59.557,212,8,21.1,11,0.97,0.57,0.19,0.18,1.16,0.75,0.16,1
TGX202209,GAK3,B,2022-09-10T16:29:20,-149.1827,59.557,212,8,30.3,10,0.39,0.29,0.05,0.11,0.44,0.41,0.11,1
TGX202209,GAK3,B,2022-09-10T16:27:57,-149.1827,59.557,212,8,41.5,9,0.21,0.23,0.03,0.05,0.25,0.27,0.14,1
TGX202209,GAK3,B,2022-09-10T16:26:16,-149.1827,59.557,212,8,49.4,8,0.1,0.14,0.02,0.03,0.12,0.17,0.17,1
TGX202209,GAK3,B,2022-09-10T16:24:32,-149.1827,59.557,212,8,74.6,7,0.02,0.05,0,0.02,0.02,0.06,0.12,1
TGX202209,GAK4,B,2022-09-10T18:52:14,-149.049,59.406,200,10,3,15,1.44,0.82,0.62,0.14,2.07,0.96,0.3,1
TGX202209,GAK4,B,2022-09-10T18:50:16,-149.049,59.406,200,10,9.4,12,1.76,0.85,0.3,0.13,2.06,0.97,0.15,1
TGX202209,GAK4,B,2022-09-10T18:48:56,-149.049,59.406,200,10,20.8,11,0.74,0.47,0.08,0.07,0.82,0.54,0.09,1
TGX202209,GAK4,B,2022-09-10T18:47:15,-149.049,59.406,200,10,29.3,8,0.32,0.3,0.03,0.04,0.34,0.34,0.08,1
TGX202209,GAK4,B,2022-09-10T18:45:49,-149.049,59.406,200,10,41.8,7,0.13,0.2,0.01,0.03,0.14,0.22,0.06,1
TGX202209,GAK4,B,2022-09-10T18:44:25,-149.049,59.406,200,10,50,6,0.05,0.07,0,0.01,0.06,0.09,0.08,1
TGX202209,GAK4,B,2022-09-10T18:42:08,-149.049,59.406,200,10,75.7,5,0.01,0.04,0,0.01,0.01,0.05,0.21,1
TGX202209,GAK5,B,2022-09-11T11:37:33,-148.9335,59.2428,168,13,3.5,14,1.68,0.62,0.14,0.08,1.81,0.7,0.08,1
TGX202209,GAK5,B,2022-09-11T11:36:00,-148.9335,59.2428,168,13,9.6,13,1.61,0.58,0.13,0.08,1.73,0.66,0.07,1
TGX202209,GAK5,B,2022-09-11T11:34:32,-148.9335,59.2428,168,13,20.7,11,0.77,0.47,0.1,0.08,0.86,0.54,0.11,1
TGX202209,GAK5,B,2022-09-11T11:33:03,-148.9335,59.2428,168,13,30.1,10,0.53,0.39,0.09,0.06,0.61,0.45,0.14,1
TGX202209,GAK5,B,2022-09-11T11:31:41,-148.9335,59.2428,168,13,40.5,9,0.25,0.21,0.03,0.03,0.29,0.24,0.12,1
TGX202209,GAK5,B,2022-09-11T11:30:21,-148.9335,59.2428,168,13,49.8,8,0.13,0.12,0.01,0.02,0.14,0.13,0.07,1
TGX202209,GAK5,B,2022-09-11T11:28:26,-148.9335,59.2428,168,13,75.8,6,0.04,0.05,0,0.01,0.04,0.07,0.11,1
TGX202209,GAK6,B,2022-09-11T14:28:53,-148.7717,59.1197,150,15,2.8,15,1.2,0.77,0.05,0.07,1.24,0.83,0.04,1
TGX202209,GAK6,B,2022-09-11T14:26:49,-148.7717,59.1197,150,15,9.9,12,1.15,0.92,0.03,0.06,1.18,0.98,0.03,1
TGX202209,GAK6,B,2022-09-11T14:25:05,-148.7717,59.1197,150,15,20.2,11,1.27,0.69,0.04,0.06,1.31,0.75,0.03,1
TGX202209,GAK6,B,2022-09-11T14:22:54,-148.7717,59.1197,150,15,32.8,9,0.32,0.37,0.01,0.02,0.33,0.39,0.04,1
TGX202209,GAK6,B,2022-09-11T14:21:03,-148.7717,59.1197,150,15,39.9,7,0.19,0.19,0.01,0.02,0.2,0.2,0.04,1
TGX202209,GAK6,B,2022-09-11T14:19:04,-148.7717,59.1197,150,15,49.9,5,0.11,0.13,0.01,0.02,0.11,0.15,0.07,1
TGX202209,GAK6,B,2022-09-11T14:17:13,-148.7717,59.1197,150,15,76.1,4,0.04,0.07,0,0.01,0.05,0.08,0.08,1
TGX202209,GAK7,B,2022-09-11T16:44:44,-148.6255,58.9707,245,17,3.7,15,1.24,0.73,0.02,0.04,1.26,0.77,0.02,1
TGX202209,GAK7,B,2022-09-11T16:43:00,-148.6255,58.9707,245,17,10.8,12,0.59,0.53,0.02,0.04,0.61,0.57,0.03,1
TGX202209,GAK7,B,2022-09-11T16:41:54,-148.6255,58.9707,245,17,19.2,11,0.3,0.38,0.01,0.02,0.31,0.41,0.03,1
TGX202209,GAK7,B,2022-09-11T16:40:40,-148.6255,58.9707,245,17,30.1,10,0.16,0.19,0.01,0.02,0.17,0.21,0.06,1
TGX202209,GAK7,B,2022-09-11T16:39:42,-148.6255,58.9707,245,17,39.5,9,0.16,0.18,0.01,0.02,0.17,0.2,0.05,1
TGX202209,GAK7,B,2022-09-11T16:38:45,-148.6255,58.9707,245,17,50.9,8,0.07,0.1,0.01,0.01,0.07,0.11,0.07,1
TGX202209,GAK7,B,2022-09-11T16:37:38,-148.6255,58.9707,245,17,74.7,7,0.02,0.04,0,0.01,0.02,0.05,0.17,1
TGX202209,GAK8,B,2022-09-11T19:11:59,-148.4877,58.8108,288,19,3.3,14,1.6,0.7,0.05,0.04,1.66,0.74,0.03,1
TGX202209,GAK8,B,2022-09-11T19:10:21,-148.4877,58.8108,288,19,10.2,12,1.49,0.84,0.04,0.04,1.53,0.87,0.03,1
TGX202209,GAK8,B,2022-09-11T19:09:03,-148.4877,58.8108,288,19,20.6,11,1.07,1.07,0.05,0.04,1.12,1.11,0.04,1
TGX202209,GAK8,B,2022-09-11T19:07:31,-148.4877,58.8108,288,19,31,10,0.29,0.26,0.01,0.02,0.31,0.28,0.04,1
TGX202209,GAK8,B,2022-09-11T19:06:10,-148.4877,58.8108,288,19,41.5,9,0.14,0.13,0.01,0.01,0.15,0.15,0.05,1
TGX202209,GAK8,B,2022-09-11T19:04:51,-148.4877,58.8108,288,19,51.7,8,0.1,0.11,0.01,0.02,0.11,0.13,0.06,1
TGX202209,GAK8,B,2022-09-11T19:02:57,-148.4877,58.8108,288,19,75.8,7,0.02,0.05,0,0.01,0.03,0.06,0.12,1
TGX202209,GAK9,B,2022-09-12T12:49:38,-148.3382,58.68,285,22,3.7,15,1.05,0.7,0.06,0.05,1.11,0.74,0.05,1
TGX202209,GAK9,B,2022-09-12T12:47:54,-148.3382,58.68,285,22,10.4,13,1.04,0.7,0.06,0.04,1.1,0.73,0.05,1
TGX202209,GAK9,B,2022-09-12T12:46:09,-148.3382,58.68,285,22,20.7,12,0.72,0.5,0.04,0.05,0.76,0.55,0.05,1
TGX202209,GAK9,B,2022-09-12T12:44:36,-148.3382,58.68,285,22,29,11,0.38,0.42,0.01,0,0.39,0.42,0.03,1
TGX202209,GAK9,B,2022-09-12T12:42:53,-148.3382,58.68,285,22,40.9,10,0.14,0.14,0.01,0,0.14,0.15,0.05,1
TGX202209,GAK9,B,2022-09-12T12:41:26,-148.3382,58.68,285,22,49.9,9,0.1,0.1,0,0,0.1,0.1,0.04,1
TGX202209,GAK9,B,2022-09-12T12:39:43,-148.3382,58.68,285,22,74.8,8,0.03,0.03,0.01,0,0.04,0.04,0.17,1
TGX202209,GAK10,B,2022-09-12T16:41:44,-148.2025,58.5315,1456,24,3.4,15,1.86,1.28,0.06,0.07,1.93,1.34,0.03,1
