Cruise,Station,Type,Date_Time,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bottom_Depth_[m],Cast_Number,Depth_[m],Bottle_Number,<20_Chl_A_[ug/L],<20_Phaeo_[ug/L],>20_Chl_A_[ug/L],>20_Phaeo_[ug/L],Total_Chl_A_[ug/L],Total_Phaeo_[ug/L],Fraction Chl >20,Data flag
SKQ202106S,KOD6,B,2021-04-24T23:51:13,-150.5495,57.6713,100,9,41.22,4,0.30,0.20,0.14,0.08,0.44,0.28,0.31,1
SKQ202106S,KOD6,B,2021-04-24T23:49:15,-150.5495,57.6713,100,9,50.57,3,0.12,0.11,0.05,0.02,0.16,0.14,0.29,1
SKQ202106S,KOD6,B,2021-04-24T23:46:39,-150.5495,57.6713,100,9,76.01,2,0.08,0.10,0.03,0.00,0.11,0.10,0.29,1
SKQ202106S,KOD7,B,2021-04-25T02:45:42,-150.339,57.5542,183,10,2.79,11,0.43,0.42,5.86,0.73,6.29,1.15,0.93,1
SKQ202106S,KOD7,B,2021-04-25T02:44:00,-150.339,57.5542,183,10,9.66,10,0.40,0.27,5.40,0.48,5.80,0.75,0.93,1
SKQ202106S,KOD7,B,2021-04-25T02:42:05,-150.339,57.5542,183,10,20.05,9,0.21,0.57,2.00,0.66,2.21,1.23,0.91,1
SKQ202106S,KOD7,B,2021-04-25T02:40:12,-150.339,57.5542,183,10,30.45,8,0.23,0.37,1.95,0.35,2.18,0.72,0.90,1
SKQ202106S,KOD7,B,2021-04-25T02:38:17,-150.339,57.5542,183,10,40.25,7,0.23,0.46,1.35,0.45,1.58,0.91,0.86,1
SKQ202106S,KOD7,B,2021-04-25T02:36:26,-150.339,57.5542,183,10,50.88,6,0.15,0.38,0.55,0.35,0.70,0.73,0.78,1
SKQ202106S,KOD7,B,2021-04-25T02:33:58,-150.339,57.5542,183,10,76.07,5,0.04,0.19,0.07,0.05,0.11,0.24,0.61,1
SKQ202106S,KOD8,B,2021-04-25T05:29:15,-150.1313,57.4373,711,11,1.44,16,0.66,0.44,6.08,1.16,6.75,1.60,0.90,1
SKQ202106S,KOD8,B,2021-04-25T05:27:08,-150.1313,57.4373,711,11,9.89,15,0.64,0.48,6.31,0.84,6.95,1.32,0.91,1
SKQ202106S,KOD8,B,2021-04-25T05:25:08,-150.1313,57.4373,711,11,20.46,14,0.65,0.73,6.34,1.05,6.99,1.77,0.91,1
SKQ202106S,KOD8,B,2021-04-25T05:23:22,-150.1313,57.4373,711,11,30.74,13,0.35,0.93,4.70,0.98,5.04,1.91,0.93,1
SKQ202106S,KOD8,B,2021-04-25T05:21:26,-150.1313,57.4373,711,11,40.59,12,0.23,0.51,1.41,0.53,1.64,1.04,0.86,1
SKQ202106S,KOD8,B,2021-04-25T05:19:39,-150.1313,57.4373,711,11,50.14,11,0.10,0.18,0.73,0.34,0.83,0.52,0.88,1
SKQ202106S,KOD8,B,2021-04-25T05:17:20,-150.1313,57.4373,711,11,75.81,10,0.12,0.28,0.18,0.18,0.31,0.46,0.60,1
SKQ202106S,KOD9,B,2021-04-25T08:48:02,-149.9303,57.3218,1310,12,2.18,17,0.79,0.53,6.48,1.11,7.27,1.64,0.89,1
SKQ202106S,KOD9,B,2021-04-25T08:45:36,-149.9303,57.3218,1310,12,10.23,16,0.71,0.59,6.79,0.51,7.50,1.10,0.91,1
SKQ202106S,KOD9,B,2021-04-25T08:43:38,-149.9303,57.3218,1310,12,20.76,15,0.72,0.87,6.87,0.69,7.60,1.56,0.91,1
SKQ202106S,KOD9,B,2021-04-25T08:41:19,-149.9303,57.3218,1310,12,30.17,14,0.34,0.35,4.13,0.58,4.47,0.93,0.92,1
SKQ202106S,KOD9,B,2021-04-25T08:39:27,-149.9303,57.3218,1310,12,40.73,13,0.35,0.45,3.85,0.80,4.20,1.25,0.92,1
SKQ202106S,KOD9,B,2021-04-25T08:37:27,-149.9303,57.3218,1310,12,50.66,12,0.15,0.34,0.75,0.22,0.90,0.55,0.83,1
SKQ202106S,KOD9,B,2021-04-25T08:34:39,-149.9303,57.3218,1310,12,75.92,11,0.07,0.23,0.23,0.11,0.29,0.34,0.77,1
SKQ202106S,KOD10,B,2021-04-25T22:25:02,-149.7232,57.2042,2518,14,2.36,19,0.78,0.40,5.54,0.84,6.32,1.24,0.88,1
SKQ202106S,KOD10,B,2021-04-25T22:22:43,-149.7232,57.2042,2518,14,10.47,18,0.67,0.36,5.49,1.13,6.16,1.49,0.89,1
SKQ202106S,KOD10,B,2021-04-25T22:20:34,-149.7232,57.2042,2518,14,20.49,16,0.64,0.47,4.64,1.36,5.28,1.83,0.88,1
SKQ202106S,KOD10,B,2021-04-25T22:18:26,-149.7232,57.2042,2518,14,30.32,14,0.32,0.42,4.33,0.61,4.64,1.03,0.93,1
SKQ202106S,KOD10,B,2021-04-25T22:16:18,-149.7232,57.2042,2518,14,40.44,13,0.37,0.42,3.82,0.45,4.19,0.87,0.91,1
SKQ202106S,KOD10,B,2021-04-25T22:13:59,-149.7232,57.2042,2518,14,51.30,12,0.38,0.33,3.11,0.62,3.49,0.96,0.89,1
SKQ202106S,KOD10,B,2021-04-25T22:11:16,-149.7232,57.2042,2518,14,75.38,11,0.14,0.23,0.41,0.14,0.55,0.37,0.74,1
SKQ202106S,MID10,B,2021-04-26T21:40:36,-146.002,58.9103,4440,16,2.08,19,0.90,0.60,3.11,0.36,4.01,0.96,0.78,1
SKQ202106S,MID10,B,2021-04-26T21:38:31,-146.002,58.9103,4440,16,10.68,18,0.74,0.51,2.35,0.52,3.09,1.04,0.76,1
SKQ202106S,MID10,B,2021-04-26T21:36:13,-146.002,58.9103,4440,16,20.08,16,0.44,0.47,1.33,0.46,1.77,0.93,0.75,1
SKQ202106S,MID10,B,2021-04-26T21:33:57,-146.002,58.9103,4440,16,30.57,14,0.46,0.31,0.88,0.24,1.35,0.55,0.66,1
SKQ202106S,MID10,B,2021-04-26T21:31:39,-146.002,58.9103,4440,16,41.35,13,0.14,0.20,0.20,0.20,0.34,0.40,0.58,1
SKQ202106S,MID10,B,2021-04-26T21:29:38,-146.002,58.9103,4440,16,50.70,12,0.07,0.11,0.06,0.04,0.13,0.15,0.46,1
SKQ202106S,MID10,B,2021-04-26T21:27:16,-146.002,58.9103,4440,16,76.63,11,0.04,0.10,0.02,0.05,0.06,0.15,0.37,1
SKQ202106S,MID9,B,2021-04-27T01:19:12,-146.0993,59.0675,3153,17,2.31,17,1.06,0.43,5.83,0.88,6.89,1.31,0.85,1
SKQ202106S,MID9,B,2021-04-27T01:16:55,-146.0993,59.0675,3153,17,9.39,16,0.49,0.33,3.22,0.66,3.71,0.99,0.87,1
SKQ202106S,MID9,B,2021-04-27T01:14:59,-146.0993,59.0675,3153,17,19.77,15,0.07,0.10,0.11,0.04,0.18,0.14,0.60,1
SKQ202106S,MID9,B,2021-04-27T01:12:50,-146.0993,59.0675,3153,17,30.74,14,0.08,0.17,0.14,0.12,0.22,0.29,0.62,1
SKQ202106S,MID9,B,2021-04-27T01:10:32,-146.0993,59.0675,3153,17,40.85,13,NaN,NaN,0.45,0.19,NaN,NaN,NaN,9
SKQ202106S,MID9,B,2021-04-27T01:08:24,-146.0993,59.0675,3153,17,50.96,12,0.20,0.19,0.27,0.12,0.46,0.30,0.58,1
SKQ202106S,MID9,B,2021-04-27T01:05:59,-146.0993,59.0675,3153,17,74.82,11,0.16,0.21,0.31,0.11,0.47,0.32,0.65,1
SKQ202106S,MID8,B,2021-04-27T04:09:33,-146.2043,59.2212,654,18,2.50,15,0.94,0.56,24.60,2.97,25.54,3.54,0.96,1
SKQ202106S,MID8,B,2021-04-27T04:07:19,-146.2043,59.2212,654,18,10.34,14,0.46,0.27,5.18,0.74,5.63,1.01,0.92,1
SKQ202106S,MID8,B,2021-04-27T04:05:34,-146.2043,59.2212,654,18,20.70,13,0.18,0.13,0.05,0.06,0.23,0.19,0.22,1
SKQ202106S,MID8,B,2021-04-27T04:03:42,-146.2043,59.2212,654,18,30.35,12,0.15,0.12,0.03,0.02,0.18,0.15,0.18,1
SKQ202106S,MID8,B,2021-04-27T04:01:41,-146.2043,59.2212,654,18,40.86,11,0.13,0.09,0.02,0.03,0.15,0.12,0.13,1
SKQ202106S,MID8,B,2021-04-27T03:59:50,-146.2043,59.2212,654,18,50.76,10,0.10,0.09,0.01,0.01,0.12,0.10,0.13,1
SKQ202106S,MID8,B,2021-04-27T03:57:18,-146.2043,59.2212,654,18,75.55,9,0.10,0.11,0.04,0.02,0.14,0.13,0.30,1
SKQ202106S,MID7,B,2021-04-27T06:30:24,-146.298,59.3765,61,19,1.69,8,0.55,0.35,5.15,0.32,5.70,0.67,0.90,1
SKQ202106S,MID7,B,2021-04-27T06:28:09,-146.298,59.3765,61,19,10.13,7,0.53,0.33,4.55,1.06,5.08,1.39,0.90,1
SKQ202106S,MID7,B,2021-04-27T06:26:13,-146.298,59.3765,61,19,20.34,6,0.55,0.37,4.75,1.10,5.30,1.47,0.90,1
SKQ202106S,MID7,B,2021-04-27T06:24:20,-146.298,59.3765,61,19,30.12,5,0.42,0.41,4.98,0.49,5.40,0.91,0.92,1
SKQ202106S,MID7,B,2021-04-27T06:22:22,-146.298,59.3765,61,19,40.71,4,0.45,0.36,4.64,0.48,5.09,0.84,0.91,1
SKQ202106S,MID7,B,2021-04-27T06:20:22,-146.298,59.3765,61,19,50.63,3,0.46,0.35,4.10,0.69,4.56,1.04,0.90,1
SKQ202106S,MID7,B,2021-04-27T06:18:17,-146.298,59.3765,61,19,58.58,2,0.44,0.39,3.99,0.51,4.42,0.90,0.90,1
SKQ202106S,MID5,B,2021-04-27T22:29:57,-146.1013,59.6527,95,21,2.55,9,0.25,0.20,0.76,0.19,1.01,0.39,0.75,1
SKQ202106S,MID5,B,2021-04-27T22:26:57,-146.1013,59.6527,95,21,10.63,7,0.48,0.34,5.83,0.97,6.30,1.31,0.92,1
SKQ202106S,MID5,B,2021-04-27T22:24:48,-146.1013,59.6527,95,21,19.47,6,0.20,0.25,0.11,0.11,0.31,0.35,0.36,1
SKQ202106S,MID5,B,2021-04-27T22:22:40,-146.1013,59.6527,95,21,29.75,5,0.11,0.15,0.04,0.04,0.14,0.19,0.27,1
SKQ202106S,MID5,B,2021-04-27T22:20:18,-146.1013,59.6527,95,21,41.24,4,0.10,0.13,0.04,0.05,0.14,0.18,0.28,1
SKQ202106S,MID5,B,2021-04-27T22:17:38,-146.1013,59.6527,95,21,50.21,3,0.10,0.12,0.03,0.06,0.13,0.18,0.23,1
SKQ202106S,MID5,B,2021-04-27T22:15:17,-146.1013,59.6527,95,21,74.70,2,0.10,0.12,0.03,0.02,0.13,0.15,0.20,1
SKQ202106S,MID4,B,2021-04-28T01:11:47,-145.9475,59.798,90,22,2.80,8,1.27,0.70,25.93,0.65,27.20,1.35,0.95,1
SKQ202106S,MID4,B,2021-04-28T01:09:24,-145.9475,59.798,90,22,9.45,7,1.41,0.59,26.33,2.12,27.74,2.72,0.95,1
SKQ202106S,MID4,B,2021-04-28T01:07:21,-145.9475,59.798,90,22,20.39,6,0.67,0.42,7.67,0.90,8.33,1.31,0.92,1
SKQ202106S,MID4,B,2021-04-28T01:05:16,-145.9475,59.798,90,22,30.93,5,0.31,0.26,1.17,0.18,1.49,0.44,0.79,1
SKQ202106S,MID4,B,2021-04-28T01:03:13,-145.9475,59.798,90,22,40.89,4,0.17,0.12,0.16,0.11,0.33,0.23,0.48,1
SKQ202106S,MID4,B,2021-04-28T01:01:06,-145.9475,59.798,90,22,50.53,3,0.12,0.11,0.06,0.04,0.18,0.15,0.32,1
SKQ202106S,MID4,B,2021-04-28T00:58:43,-145.9475,59.798,90,22,75.10,2,0.10,0.14,0.06,0.02,0.16,0.16,0.39,1
SKQ202106S,MID6,B,2021-04-28T05:52:39,-146.2537,59.5013,38,26,2.30,4,0.92,0.39,4.72,0.00,5.64,0.39,0.84,5
SKQ202106S,MID6,B,2021-04-28T05:50:38,-146.2537,59.5013,38,26,9.70,3,0.54,0.35,3.34,0.43,3.88,0.77,0.86,1
SKQ202106S,MID6,B,2021-04-28T05:48:49,-146.2537,59.5013,38,26,19.86,2,0.27,0.17,1.43,0.23,1.70,0.40,0.84,1
SKQ202106S,MID6,B,2021-04-28T05:47:07,-146.2537,59.5013,38,26,30.63,1,0.23,0.17,1.46,0.23,1.69,0.41,0.86,1
SKQ202106S,MID3,B,2021-04-28T17:17:18,-145.8,59.9507,84,28,2.80,8,0.84,0.63,18.94,4.20,19.78,4.82,0.96,1
SKQ202106S,MID3,B,2021-04-28T17:15:53,-145.8,59.9507,84,28,10.54,7,0.56,0.47,12.25,1.18,12.81,1.65,0.96,1
SKQ202106S,MID3,B,2021-04-28T17:13:31,-145.8,59.9507,84,28,21.07,6,0.34,0.30,3.65,0.65,3.99,0.95,0.91,1
SKQ202106S,MID3,B,2021-04-28T17:11:27,-145.8,59.9507,84,28,29.94,5,0.16,0.17,0.72,0.12,0.88,0.29,0.82,1
SKQ202106S,MID3,B,2021-04-28T17:09:14,-145.8,59.9507,84,28,39.71,4,0.11,0.14,0.05,0.09,0.16,0.23,0.31,1
SKQ202106S,MID3,B,2021-04-28T17:06:46,-145.8,59.9507,84,28,50.40,3,0.09,0.12,0.05,0.02,0.14,0.14,0.33,1
SKQ202106S,MID3,B,2021-04-28T17:04:02,-145.8,59.9507,84,28,74.66,2,0.09,0.14,0.04,0.02,0.13,0.16,0.32,1
SKQ202106S,MID2,B,2021-04-28T21:22:44,-145.6477,60.101,118,31,3.12,11,0.85,0.65,17.69,1.55,18.54,2.20,0.95,1
SKQ202106S,MID2,B,2021-04-28T21:21:15,-145.6477,60.101,118,31,10.07,10,0.84,0.51,18.10,1.87,18.94,2.38,0.96,1
SKQ202106S,MID2,B,2021-04-28T21:18:53,-145.6477,60.101,118,31,20.62,7,1.21,0.71,8.88,0.44,10.09,1.16,0.88,1
SKQ202106S,MID2,B,2021-04-28T21:16:57,-145.6477,60.101,118,31,30.52,6,0.26,0.32,0.47,0.22,0.73,0.54,0.64,1
SKQ202106S,MID2,B,2021-04-28T21:14:33,-145.6477,60.101,118,31,39.85,5,0.18,0.26,0.11,0.07,0.28,0.33,0.38,1
SKQ202106S,MID2,B,2021-04-28T21:12:37,-145.6477,60.101,118,31,50.25,4,0.13,0.21,0.10,0.25,0.23,0.46,0.43,1
SKQ202106S,MID2,B,2021-04-28T21:09:57,-145.6477,60.101,118,31,75.32,3,0.10,0.13,0.03,0.04,0.13,0.17,0.25,1
SKQ202106S,MID1,B,2021-04-29T00:20:08,-145.5018,60.2503,20,33,2.76,3,0.81,0.51,10.24,2.15,11.05,2.66,0.93,1
SKQ202106S,MID1,B,2021-04-29T00:17:53,-145.5018,60.2503,20,33,10.45,2,0.63,0.48,11.80,1.50,12.43,1.99,0.95,1
SKQ202106S,MID1,B,2021-04-29T00:15:52,-145.5018,60.2503,20,33,15.00,1,0.88,0.63,6.68,0.53,7.56,1.16,0.88,1
SKQ202106S,PWS3,B,2021-04-29T16:12:07,-147.6647,60.6665,703,34,1.25,15,0.40,0.21,4.27,0.32,4.67,0.53,0.91,1
SKQ202106S,PWS3,B,2021-04-29T16:09:36,-147.6647,60.6665,703,34,9.95,14,0.62,0.51,2.77,0.93,3.39,1.45,0.82,1
SKQ202106S,PWS3,B,2021-04-29T16:07:44,-147.6647,60.6665,703,34,20.48,13,0.24,0.64,0.46,0.54,0.69,1.18,0.66,1
SKQ202106S,PWS3,B,2021-04-29T16:05:49,-147.6647,60.6665,703,34,30.44,12,0.24,0.74,0.55,0.61,0.79,1.35,0.69,1
SKQ202106S,PWS3,B,2021-04-29T16:03:47,-147.6647,60.6665,703,34,40.42,11,0.28,0.69,0.77,0.44,1.05,1.14,0.73,1
SKQ202106S,PWS3,B,2021-04-29T16:01:49,-147.6647,60.6665,703,34,50.55,10,0.22,0.53,0.42,0.31,0.63,0.83,0.66,1
SKQ202106S,PWS3,B,2021-04-29T15:59:32,-147.6647,60.6665,703,34,75.94,9,0.12,0.43,0.10,0.11,0.22,0.54,0.47,1
SKQ202106S,PWS2,B,2021-04-29T20:57:10,-147.801,60.5357,728,36,1.16,20,0.17,0.05,0.57,0.07,0.75,0.13,0.77,1
SKQ202106S,PWS2,B,2021-04-29T20:54:26,-147.801,60.5357,728,36,9.98,19,0.20,0.11,1.10,0.18,1.30,0.28,0.85,1
SKQ202106S,PWS2,B,2021-04-29T20:52:03,-147.801,60.5357,728,36,20.19,17,1.09,0.45,5.94,1.27,7.04,1.72,0.84,1
SKQ202106S,PWS2,B,2021-04-29T20:49:35,-147.801,60.5357,728,36,30.19,16,0.37,0.47,1.43,0.67,1.80,1.15,0.79,1
SKQ202106S,PWS2,B,2021-04-29T20:47:21,-147.801,60.5357,728,36,40.45,15,0.18,0.49,0.17,0.22,0.35,0.71,0.48,1
SKQ202106S,PWS2,B,2021-04-29T20:44:55,-147.801,60.5357,728,36,50.25,14,0.17,0.46,0.13,0.18,0.29,0.64,0.43,1
SKQ202106S,PWS2,B,2021-04-29T20:42:02,-147.801,60.5357,728,36,75.31,13,0.15,0.49,0.09,0.23,0.24,0.72,0.37,1
SKQ202106S,PWS1,B,2021-04-30T01:13:53,-147.936,60.3805,348,37,1.54,14,0.63,0.23,2.32,0.42,2.95,0.66,0.79,1
SKQ202106S,PWS1,B,2021-04-30T01:11:57,-147.936,60.3805,348,37,9.85,13,0.94,0.33,3.25,0.54,4.19,0.88,0.78,1
SKQ202106S,PWS1,B,2021-04-30T01:09:44,-147.936,60.3805,348,37,20.10,12,0.55,0.42,2.12,0.77,2.67,1.19,0.79,1
SKQ202106S,PWS1,B,2021-04-30T01:07:56,-147.936,60.3805,348,37,30.24,11,0.42,0.45,1.55,0.78,1.97,1.23,0.79,1
SKQ202106S,PWS1,B,2021-04-30T01:05:55,-147.936,60.3805,348,37,40.37,10,0.29,0.44,0.94,0.60,1.23,1.04,0.77,1
SKQ202106S,PWS1,B,2021-04-30T01:03:55,-147.936,60.3805,348,37,50.58,9,0.12,0.34,0.12,0.18,0.23,0.52,0.50,1
SKQ202106S,PWS1,B,2021-04-30T01:01:36,-147.936,60.3805,348,37,75.33,8,0.11,0.32,0.11,0.27,0.21,0.60,0.50,1
SKQ202106S,KIP2,B,2021-04-30T03:17:23,-147.986,60.279,582,38,1.75,16,1.07,0.36,5.06,0.88,6.13,1.24,0.83,1
SKQ202106S,KIP2,B,2021-04-30T03:15:17,-147.986,60.279,582,38,9.94,15,1.71,0.42,5.04,0.82,6.75,1.24,0.75,1
SKQ202106S,KIP2,B,2021-04-30T03:13:25,-147.986,60.279,582,38,20.08,14,1.07,0.42,3.62,1.12,4.69,1.54,0.77,1
SKQ202106S,KIP2,B,2021-04-30T03:11:28,-147.986,60.279,582,38,30.40,13,0.53,0.45,1.39,0.54,1.93,0.99,0.72,1
SKQ202106S,KIP2,B,2021-04-30T03:09:42,-147.986,60.279,582,38,40.52,12,0.26,0.40,0.40,0.37,0.66,0.77,0.61,1
