Cruise,Station,Type,Date_Time,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bottom_Depth_[m],Cast_Number,Depth_[m],Bottle_Number,surface_irradiance,Enriched_or_unenriched_[E/U],Chl_a_[ug/L],Phaeopigments_[ug/L],POC_[ugC/L],13C_[At_%]_DIC,13C_[At_%]_POC,Production_(ugC/L/d),Quality_flag
TGX202109,PWS2,B,2021-09-16T19:51:42,-147.8023,60.534,739,22,31.06,2,0.01,E,0.13,0.17,43.96,1.13,10.36,0.23,1
TGX202109,PWS2,B,2021-09-16T19:59:06,-147.8023,60.534,739,22,6.18,11,0.5,U,0.51,0.14,120.7,1.08,0,0.75,1
TGX202109,GAK9,B,2021-09-18T18:46:50,-148.3412,58.6807,275,27,3.33,13,1,E,0.52,0.2,172.13,2.49,9.52,29.1,1
TGX202109,GAK9,B,2021-09-18T18:45:04,-148.3412,58.6807,275,27,7.01,11,0.3,E,0.52,0.24,177.4,2.37,9.52,27.4,1
TGX202109,GAK9,B,2021-09-18T18:42:14,-148.3412,58.6807,275,27,15.26,8,0.1,E,0.51,0.24,149.9,2.04,9.52,17.28,1
TGX202109,GAK9,B,2021-09-18T18:40:31,-148.3412,58.6807,275,27,21.32,5,0.05,E,0.54,0.18,134.29,1.46,9.52,6.14,1
TGX202109,GAK9,B,2021-09-18T18:38:31,-148.3412,58.6807,275,27,32.56,3,0.01,E,0.49,0.23,140.75,1.18,9.52,1.6,1
TGX202109,GAK9,B,2021-09-18T18:45:58,-148.3412,58.6807,275,27,4.5,12,0.5,U,0.51,0.14,158.17,1.08,0,5.49,1
TGX202109,GAK15,B,2021-09-19T16:55:40,-147.494,57.7887,4240,33,2.69,13,1,E,0.59,0.25,182.78,2.1,9.51,21.63,1
TGX202109,GAK15,B,2021-09-19T16:54:17,-147.494,57.7887,4240,33,5.04,12,0.5,E,0.65,0.16,187.07,2.32,9.51,26.85,1
TGX202109,GAK15,B,2021-09-19T16:53:27,-147.494,57.7887,4240,33,8.18,11,0.3,E,0.57,0.26,175.43,2.06,9.51,19.91,1
TGX202109,GAK15,B,2021-09-19T16:49:05,-147.494,57.7887,4240,33,21.82,5,0.05,E,0.29,0.17,79.88,1.41,9.44,3.09,1
TGX202109,GAK15,B,2021-09-19T16:46:58,-147.494,57.7887,4240,33,34.47,3,0.01,E,0.11,0.06,33.99,1.14,9.41,0.24,1
TGX202109,GAK15,B,2021-09-19T16:54:17,-147.494,57.7887,4240,33,5.04,12,0.5,U,0.51,0.14,159.33,1.08,0,1.09,1
TGX202109,GAK5,B,2021-09-20T17:05:24,-148.9162,59.2407,169,37,4.19,13,1,E,1.95,0.61,336.89,3.57,9.66,100.09,1
TGX202109,GAK5,B,2021-09-20T17:04:11,-148.9162,59.2407,169,37,5.11,12,0.5,E,2.03,0.49,293.35,3.16,9.66,72.76,1
TGX202109,GAK5,B,2021-09-20T17:03:20,-148.9162,59.2407,169,37,6.23,11,0.3,E,1.98,0.51,270.27,2.45,9.66,44.04,1
TGX202109,GAK5,B,2021-09-20T17:01:32,-148.9162,59.2407,169,37,12.68,8,0.1,E,2,0.48,233.82,1.78,9.66,19.55,1
TGX202109,GAK5,B,2021-09-20T17:00:40,-148.9162,59.2407,169,37,16.52,7,0.05,E,1.45,0.42,170.1,1.25,9.65,3.35,1
TGX202109,GAK5,B,2021-09-20T16:57:35,-148.9162,59.2407,169,37,25.25,4,0.01,E,0.33,0.41,72.38,1.14,9.63,0.48,1
TGX202109,GAK5,B,2021-09-20T17:04:11,-148.9162,59.2407,169,37,5.11,12,0.5,U,0.51,0.14,248.38,1.08,0,0.48,1
TGX202109,GAK1,B,2021-09-25T16:47:17,-149.4832,59.8445,269,57,2.73,14,1,E,0.91,0.37,581.03,1.78,11.07,41.9,1
TGX202109,GAK1,B,2021-09-25T16:45:54,-149.4832,59.8445,269,57,3.87,11,0.5,E,0.91,0.4,171.41,3.06,11.06,34.79,1
TGX202109,GAK1,B,2021-09-25T16:44:26,-149.4832,59.8445,269,57,7.36,10,0.3,E,0.92,0.35,146.52,2.62,11.05,23.11,1
TGX202109,GAK1,B,2021-09-25T16:42:08,-149.4832,59.8445,269,57,13.04,7,0.1,E,0.81,0.25,128.53,2.44,10.99,17.98,1
TGX202109,GAK1,B,2021-09-25T16:41:11,-149.4832,59.8445,269,57,17.37,6,0.05,E,0.69,0.32,104.31,1.37,10.96,3.08,1
TGX202109,GAK1,B,2021-09-25T16:38:58,-149.4832,59.8445,269,57,26.92,3,0.01,E,0.41,0.14,58.2,1.2,10.76,0.72,1
TGX202109,GAK1,B,2021-09-25T16:45:54,-149.4832,59.8445,269,57,3.87,11,0.5,U,0.51,0.14,140.6,1.08,0,1.72,1
