Cruise,Station,Type,Date_Time,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bottom_Depth_[m],Cast_Number,Depth_[m],Bottle_Number,surface_irradiance,Enriched_or_unenriched_[E/U],Chl_a_[ug/L],Phaeopigments_[ug/L],POC_[ugC/L],13C_[At_%]_DIC,13C_[At_%]_POC,Production_(ugC/L/d),Quality_flag
SKQ202106S,MID5,B,2021-04-27T21:00:48,-146.1017,59.6527,95,20,2.45,11,1,E,17.43,3.83,2855.18,9.67,3.6,844.28,8
SKQ202106S,MID5,B,2021-04-27T21:00:28,-146.1017,59.6527,95,20,2.51,10,0.5,E,16.14,6.08,2959.51,9.66,3.64,886.52,8
SKQ202106S,MID5,B,2021-04-27T20:58:27,-146.1017,59.6527,95,20,3.06,9,0.3,E,16.62,4.22,2769.79,9.66,3.63,827.09,8
SKQ202106S,MID5,B,2021-04-27T20:56:22,-146.1017,59.6527,95,20,5.94,8,0.1,E,18.06,4.47,2083.35,9.66,3.34,552.23,1
SKQ202106S,MID5,B,2021-04-27T20:54:37,-146.1017,59.6527,95,20,7.89,7,0.05,E,10.1,1.76,977.29,9.65,2.44,156.05,1
SKQ202106S,MID5,B,2021-04-27T20:51:13,-146.1017,59.6527,95,20,11.84,5,0.01,E,8.43,0.84,552.49,9.65,1.38,19.01,1
SKQ202106S,MID5,B,2021-04-27T21:00:28,-146.1017,59.6527,95,20,2.51,10,0.5,U,16.11,5.77,1895.74,0,1.09,2.25,1
SKQ202106S,MID2,B,2021-04-28T20:04:33,-145.6458,60.0973,117,30,2.69,9,0.5,E,17.8,3.47,3143.57,9.66,3.75,961.87,1
SKQ202106S,MID2,B,2021-04-28T20:04:33,-145.6458,60.0973,117,30,2.69,9,0.5,E,17.8,3.47,3071.69,9.66,3.66,909.64,8
SKQ202106S,MID2,B,2021-04-28T20:04:33,-145.6458,60.0973,117,30,2.69,9,0.3,E,18.06,2.56,3040.36,9.66,3.2,737.18,1
SKQ202106S,MID2,B,2021-04-28T20:03:42,-145.6458,60.0973,117,30,4.21,7,0.1,E,18.5,1.66,2811.63,9.66,2.83,562.44,1
SKQ202106S,MID2,B,2021-04-28T20:02:26,-145.6458,60.0973,117,30,5.3,6,0.05,E,17.47,2.99,2411.84,9.66,1.67,162.71,1
SKQ202106S,MID2,B,2021-04-28T20:00:37,-145.6458,60.0973,117,30,7.55,5,0.01,E,18.13,3.17,2277.02,9.66,1.16,19.83,1
SKQ202106S,MID2,B,2021-04-28T20:04:33,-145.6458,60.0973,117,30,2.69,9,0.5,U,17.39,4.29,2422.81,0,1.09,2.06,1
SKQ202106S,PWS2,B,2021-04-29T18:38:32,-147.801,60.5357,727,35,1.2,13,1,E,1.09,0.3,349.53,9.75,1.77,28.55,1
SKQ202106S,PWS2,B,2021-04-29T18:36:52,-147.801,60.5357,727,35,2.21,12,0.5,E,1.28,0.39,400.44,9.75,1.87,37.04,1
SKQ202106S,PWS2,B,2021-04-29T18:34:48,-147.801,60.5357,727,35,3.79,11,0.3,E,1.77,0.56,400.53,9.74,1.87,37.33,1
SKQ202106S,PWS2,B,2021-04-29T18:32:42,-147.801,60.5357,727,35,7.98,10,0.1,E,3.53,1.09,479.88,9.73,2.34,71.58,1
SKQ202106S,PWS2,B,2021-04-29T18:31:04,-147.801,60.5357,727,35,10.21,9,0.05,E,3.74,1.39,608.58,9.72,1.5,29.72,1
SKQ202106S,PWS2,B,2021-04-29T18:29:10,-147.801,60.5357,727,35,14.94,7,0.01,E,6.76,1.53,739.67,9.72,1.21,11.41,1
SKQ202106S,PWS2,B,2021-04-29T18:36:52,-147.801,60.5357,727,35,2.21,12,0.5,U,1.28,0.28,311.39,0,1.08,39.97,1
SKQ202106S,GAK1,B,2021-05-01T18:20:48,-149.4668,59.8447,266,47,1.36,12,1,E,5.03,0.56,775.56,9.74,3.34,205.7,1
SKQ202106S,GAK1,B,2021-05-01T18:18:31,-149.4668,59.8447,266,47,2.3,11,0.5,E,5.11,0.53,809.84,9.74,3.53,232.49,1
SKQ202106S,GAK1,B,2021-05-01T18:15:44,-149.4668,59.8447,266,47,4.13,10,0.3,E,5.72,1.25,801.08,9.72,3.83,259.16,1
SKQ202106S,GAK1,B,2021-05-01T18:13:57,-149.4668,59.8447,266,47,6.61,9,0.1,E,6.71,1.23,832.04,9.71,3.62,248.32,1
SKQ202106S,GAK1,B,2021-05-01T18:11:56,-149.4668,59.8447,266,47,8.99,7,0.05,E,5.03,1.64,583.59,9.71,2.13,71.77,1
SKQ202106S,GAK1,B,2021-05-01T18:10:03,-149.4668,59.8447,266,47,14.32,6,0.01,E,8.21,1.05,580.06,9.7,1.55,31.69,1
SKQ202106S,GAK1,B,2021-05-01T18:18:31,-149.4668,59.8447,266,47,2.3,11,0.5,U,3.63,0.72,567.49,0,1.09,15.4,1
SKQ202106S,GAK5,B,2021-05-02T18:24:34,-148.9083,59.261,166,55,1.39,10,1,E,10,1.54,1406.42,9.6,3.7,420.24,1
SKQ202106S,GAK5,B,2021-05-02T18:24:23,-148.9083,59.261,166,55,2,9,0.5,E,10.12,1.49,1437.3,9.6,3.65,421.48,1
SKQ202106S,GAK5,B,2021-05-02T18:22:27,-148.9083,59.261,166,55,3.97,8,0.3,E,11.04,1.58,1487.01,9.6,3.6,427.13,1
SKQ202106S,GAK5,B,2021-05-02T18:20:31,-148.9083,59.261,166,55,7.12,7,0.1,E,12.03,1.56,949.82,9.6,2.75,180.33,1
SKQ202106S,GAK5,B,2021-05-02T18:18:42,-148.9083,59.261,166,55,9.24,6,0.05,E,10.58,2.29,812.32,9.6,1.93,78.03,1
SKQ202106S,GAK5,B,2021-05-02T18:16:53,-148.9083,59.261,166,55,14.56,4,0.01,E,14.92,1.86,928.78,9.58,1.34,27,1
SKQ202106S,GAK5,B,2021-05-02T18:24:23,-148.9083,59.261,166,55,2,9,0.5,U,8.67,1.73,884.72,0,1.09,42.91,1
SKQ202106S,GAK9,B,2021-05-03T17:24:54,-148.3517,58.681,280,61,3.86,13,1,E,6.36,0.98,837.78,9.47,5.74,466.28,1
SKQ202106S,GAK9,B,2021-05-03T17:24:54,-148.3517,58.681,280,61,3.86,13,0.5,E,6.36,0.98,757.84,9.47,5.54,403.47,1
SKQ202106S,GAK9,B,2021-05-03T17:24:36,-148.3517,58.681,280,61,5.24,10,0.3,E,5.78,1.73,676.95,9.47,4.67,289.58,1
SKQ202106S,GAK9,B,2021-05-03T17:21:45,-148.3517,58.681,280,61,11.6,7,0.1,E,5.95,1.56,551.61,9.47,4.21,205.61,1
SKQ202106S,GAK9,B,2021-05-03T17:20:31,-148.3517,58.681,280,61,14.58,5,0.05,E,5.67,1.13,357.58,9.47,2.45,58.54,1
SKQ202106S,GAK9,B,2021-05-03T17:18:53,-148.3517,58.681,280,61,21.66,4,0.01,E,3.21,1.15,198.4,9.46,1.47,9.13,1
SKQ202106S,GAK9,B,2021-05-03T17:24:54,-148.3517,58.681,280,61,3.86,13,0.5,U,5.84,1.02,322.62,0,1.08,1.96,1
SKQ202106S,GAK15,B,2021-05-05T17:36:41,-147.5023,57.7927,4462,69,2.24,13,1,E,0.98,0.23,193.97,9.41,3.3,51.57,1
SKQ202106S,GAK15,B,2021-05-05T17:34:15,-147.5023,57.7927,4462,69,5.08,11,0.5,E,0.79,0.21,184.15,9.41,3.07,43.95,1
SKQ202106S,GAK15,B,2021-05-05T17:32:37,-147.5023,57.7927,4462,69,8.63,10,0.3,E,0.72,0.3,158.05,9.41,2.78,32.21,1
SKQ202106S,GAK15,B,2021-05-05T17:30:34,-147.5023,57.7927,4462,69,15.52,8,0.1,E,0.66,0.2,143.47,9.41,2.3,21.05,1
SKQ202106S,GAK15,B,2021-05-05T17:28:44,-147.5023,57.7927,4462,69,20.41,7,0.05,E,0.54,0.21,120.57,9.41,1.82,10.72,1
SKQ202106S,GAK15,B,2021-05-05T17:26:42,-147.5023,57.7927,4462,69,30.19,5,0.01,E,0.63,0.19,113.05,9.41,1.31,3.16,1
SKQ202106S,GAK15,B,2021-05-05T17:34:15,-147.5023,57.7927,4462,69,5.08,11,0.5,U,0.79,0.42,133.97,0,1.08,6.13,1
