Cruise,Station,Type,Date_Time,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bottom_Depth_[m],Cast_Number,Attenuation_coefficient_[1/m],Euphotic_zone_depth_[m],Incident_PAR_dose_[mol photons/m^2],Integrated_Chl_a_[mg/m^2],Integrated_production_[mg/m^2/d],Quality_Flag
SKQ202012S,GAK1,B,2020-09-01T20:05:34,-149.4668,59.8445,269,2,0.13,35.4,24.9,18.6,525.6,1
SKQ202012S,GAK5,B,2020-09-02T22:34:24,-148.9067,59.2627,169,9,0.15,30.7,18.7,22.3,1104.8,1
SKQ202012S,GAK9,B,2020-09-03T20:38:06,-148.3513,58.6798,275,14,0.09,50.7,24.7,32.4,1556.3,1
SKQ202012S,GAK15,B,2020-09-04T18:39:01,-147.5013,57.7922,4490,18,0.06,83.0,23.0,17.6,542.9,1
SKQ202012S,PWS2,B,2020-09-07T19:42:48,-147.8033,60.535,728,29,0.16,29.2,10.6,16.2,333.9,1
