Cruise,Station,Type,Date_Time,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bottom_Depth_[m],Cast_Number,Depth_[m],Bottle_Number,surface_irradiance,Enriched_or_unenriched_[E/U],Chl_a_[ug/L],Phaeopigments_[ug/L],POC_[ugC/L],13C_[At_%]_DIC,13C_[At_%]_POC,Production_(ugC/L/d),Quality_flag
SKQ202010S,MID2,B,2020-07-10T17:31:18,-145.6497,60.1,120,44,5.83,5,0.3,E,0.78,0.27,187.15,10.13,3.56,51.97,1
SKQ202010S,MID2,B,2020-07-10T17:28:26,-145.6497,60.1,120,44,12.02,3,0.1,E,0.62,0.22,107.55,9.93,2.95,23.06,1
SKQ202010S,MID2,B,2020-07-10T17:26:56,-145.6497,60.1,120,44,16,2,0.05,E,0.35,0.24,60.56,9.76,1.63,3.91,1
SKQ202010S,MID2,B,2020-07-10T17:25:18,-145.6497,60.1,120,44,24.51,1,0.01,E,0.27,0.21,36.81,9.65,1.23,0.66,1
SKQ202010S,PL21,B,2020-07-12T19:25:07,-145.3252,60.1435,71,48,2.37,5,1,E,1.1,0.65,246.67,21.5,6.9,71.97,1
SKQ202010S,PL21,B,2020-07-12T19:25:07,-145.3252,60.1435,71,48,2.37,5,0.5,E,1.1,0.65,239.06,21.5,6.15,60.76,1
SKQ202010S,PL21,B,2020-07-12T19:24:04,-145.3252,60.1435,71,48,4.05,4,0.3,E,1,0.67,170.53,19.1,3.35,21.96,1
SKQ202010S,PL21,B,2020-07-12T19:24:04,-145.3252,60.1435,71,48,4.05,4,0.1,U,1,0.67,69.62,0,1.08,1.52,1
SKQ202010S,PL21,B,2020-07-12T19:22:15,-145.3252,60.1435,71,48,7.9,3,0.1,E,0.27,0.19,144.74,10.84,1.15,1.1,1
SKQ202010S,PL22,B,2020-07-13T17:15:02,-146.377,60.049,62,50,2.65,7,1,E,0.32,0.12,127.67,11.44,3.04,24.13,1
SKQ202010S,PL22,B,2020-07-13T17:13:05,-146.377,60.049,62,50,4.06,6,0.5,E,0.35,0.12,127.76,11.44,2.73,20.4,1
SKQ202010S,PL22,B,2020-07-13T17:13:05,-146.377,60.049,62,50,4.06,6,0.5,U,0.35,0.12,127.58,0,1.08,8.27,1
SKQ202010S,PL22,B,2020-07-13T17:11:55,-146.377,60.049,62,50,6.46,5,0.3,E,0.34,0.12,117.07,11.43,2.3,13.85,1
SKQ202010S,PL22,B,2020-07-13T17:09:09,-146.377,60.049,62,50,12.15,3,0.1,E,1.4,0.43,227.11,10.01,2,23.45,1
SKQ202010S,PL22,B,2020-07-13T17:07:50,-146.377,60.049,62,50,17.32,2,0.05,E,2,0.82,238.73,9.83,1.68,16.38,1
SKQ202010S,PL22,B,2020-07-13T17:06:14,-146.377,60.049,62,50,24.53,1,0.01,E,0.67,0.5,94.52,9.68,1.26,2,1
SKQ202010S,PWS2,B,2020-07-14T17:41:09,-147.8028,60.5352,729,52,2.19,13,1,E,0.26,0.06,119.33,11.48,2.49,16,1
SKQ202010S,PWS2,B,2020-07-14T17:38:15,-147.8028,60.5352,729,52,4.08,12,0.5,E,0.29,0.06,124.57,11.46,2.39,15.59,1
SKQ202010S,PWS2,B,2020-07-14T17:38:15,-147.8028,60.5352,729,52,4.08,12,0.5,U,0.29,0.06,122.56,0,1.08,7.54,1
SKQ202010S,PWS2,B,2020-07-14T17:36:19,-147.8028,60.5352,729,52,7.17,11,0.3,E,0.51,0.13,164.5,10.57,2.21,19.34,1
SKQ202010S,PWS2,B,2020-07-14T17:33:26,-147.8028,60.5352,729,52,12.94,8,0.1,E,0.69,0.15,144.46,10.13,2.07,15.65,1
SKQ202010S,PWS2,B,2020-07-14T17:31:50,-147.8028,60.5352,729,52,17.13,7,0.05,E,0.95,0.33,134.85,9.95,1.76,10.23,1
SKQ202010S,PWS2,B,2020-07-14T17:28:21,-147.8028,60.5352,729,52,25.23,4,0.01,E,0.41,0.26,48.45,9.84,1.3,1.21,1
