Cruise,Station,Type,Date_Time,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bottom_Depth_[m],Cast_Number,Depth_[m],Bottle_Number,surface_irradiance,Enriched_or_unenriched_[E/U],Chl_a_[ug/L],Phaeopigments_[ug/L],POC_[ugC/L],13C_[At_%]_DIC,13C_[At_%]_POC,Production_(ugC/L/d),Quality_flag
SKQ201915S,PL1,B,2019-07-04T16:39:22,-145.9195,59.829,102,21,3.37,7,0.5,E,0.18,0.09,114.84,11.72,2.05,10.82,1
SKQ201915S,PL1,B,2019-07-04T16:37:48,-145.9195,59.829,102,21,6.32,6,0.3,E,0.27,0.16,177.27,11.60,2.11,17.91,1
SKQ201915S,PL1,B,2019-07-04T16:35:12,-145.9195,59.829,102,21,11.2,3,0.1,E,0.49,0.41,184.11,9.80,2.20,24.19,1
SKQ201915S,PL1,B,2019-07-04T16:33:45,-145.9195,59.829,102,21,15.43,2,0.05,E,0.55,0.50,151.32,9.63,1.77,12.60,1
SKQ201915S,PL1,B,2019-07-04T16:32:00,-145.9195,59.829,102,21,23.54,1,0.01,E,0.41,0.38,91.73,9.58,1.19,1.24,1
SKQ201915S,PL1,B,2019-07-04T16:39:22,-145.9195,59.829,102,21,3.37,7,0.5,U,0.18,0.09,131.87,0.00,1.07,10.19,1
SKQ201915S,PL4,B,2019-07-05T16:45:11,-146.0858,60.2765,60,25,3.53,13,1,E,2.60,0.63,472.49,16.53,3.11,63.79,1
SKQ201915S,PL4,B,2019-07-05T16:45:11,-146.0858,60.2765,60,25,3.53,13,0.5,E,2.60,0.63,463.40,16.53,4.21,96.57,1
SKQ201915S,PL4,B,2019-07-05T16:41:03,-146.0858,60.2765,60,25,5.35,8,0.3,E,2.49,0.66,431.67,16.47,2.97,54.48,1
SKQ201915S,PL4,B,2019-07-05T16:39:29,-146.0858,60.2765,60,25,9.43,7,0.1,E,0.86,0.63,183.25,10.80,2.00,17.80,1
SKQ201915S,PL4,B,2019-07-05T16:36:20,-146.0858,60.2765,60,25,12.32,2,0.05,E,0.93,0.65,119.19,10.21,1.42,4.63,1
SKQ201915S,PL4,B,2019-07-05T16:34:38,-146.0858,60.2765,60,25,18.19,1,0.01,E,0.75,0.60,100.81,9.77,1.29,2.58,1
SKQ201915S,PL4,B,2019-07-05T16:45:11,-146.0858,60.2765,60,25,3.53,13,0.5,U,2.60,0.63,313.44,0.00,1.08,4.04,1
SKQ201915S,PL7,B,2019-07-06T16:39:17,-144.9597,60.071,109,29,4.1,7,1,E,0.22,0.08,80.00,13.06,5.06,27.47,1
SKQ201915S,PL7,B,2019-07-06T16:39:17,-144.9597,60.071,109,29,4.1,7,0.5,E,0.22,0.08,81.86,13.06,4.47,23.94,1
SKQ201915S,PL7,B,2019-07-06T16:37:15,-144.9597,60.071,109,29,5.18,6,0.3,E,0.31,0.19,162.29,10.39,2.69,28.90,1
SKQ201915S,PL7,B,2019-07-06T16:35:46,-144.9597,60.071,109,29,10.14,5,0.1,E,0.41,0.26,177.39,9.92,2.39,27.14,1
SKQ201915S,PL7,B,2019-07-06T16:33:53,-144.9597,60.071,109,29,13.22,2,0.05,E,0.50,0.28,150.40,9.85,1.71,11.04,1
SKQ201915S,PL7,B,2019-07-06T16:31:59,-144.9597,60.071,109,29,20.52,1,0.01,E,0.48,0.36,109.08,9.76,1.21,1.65,1
SKQ201915S,PL7,B,2019-07-06T16:39:17,-144.9597,60.071,109,29,4.1,7,0.5,U,0.22,0.08,59.19,0.00,1.09,6.00,1
SKQ201915S,PL10,B,2019-07-07T17:41:08,-146.0395,59.6773,78,33,4,8,1,E,0.62,0.34,330.47,10.03,4.87,143.37,1
SKQ201915S,PL10,B,2019-07-07T17:39:45,-146.0395,59.6773,78,33,4.3,7,0.5,E,0.61,0.30,279.67,9.99,4.61,113.41,1
SKQ201915S,PL10,B,2019-07-07T17:38:30,-146.0395,59.6773,78,33,7.24,6,0.3,E,0.60,0.44,223.53,9.87,3.26,56.76,1
SKQ201915S,PL10,B,2019-07-07T17:35:43,-146.0395,59.6773,78,33,14.6,3,0.1,E,0.36,0.35,184.23,9.78,2.28,26.10,1
SKQ201915S,PL10,B,2019-07-07T17:34:21,-146.0395,59.6773,78,33,18.53,2,0.05,E,0.34,0.28,95.01,9.63,1.62,6.22,1
SKQ201915S,PL10,B,2019-07-07T17:32:30,-146.0395,59.6773,78,33,27.2,1,0.01,E,0.26,0.24,70.06,9.60,1.29,1.79,1
SKQ201915S,PL10,B,2019-07-07T17:39:45,-146.0395,59.6773,78,33,4.3,7,0.5,U,0.61,0.30,181.52,0.00,1.08,1.25,1
SKQ201915S,GAK15,B,2019-07-09T19:58:34,-147.5013,57.7927,4400,35,4.12,20,1,E,0.49,0.06,219.54,9.48,2.83,45.95,1
SKQ201915S,GAK15,B,2019-07-09T19:56:55,-147.5013,57.7927,4400,35,5.25,17,0.5,E,0.54,0.13,257.34,9.48,2.58,46.31,1
SKQ201915S,GAK15,B,2019-07-09T19:55:14,-147.5013,57.7927,4400,35,8,14,0.3,E,0.62,0.09,246.96,9.48,2.48,41.38,1
SKQ201915S,GAK15,B,2019-07-09T19:52:16,-147.5013,57.7927,4400,35,15.02,9,0.1,E,0.79,0.20,209.65,9.48,2.34,31.73,1
SKQ201915S,GAK15,B,2019-07-09T19:50:41,-147.5013,57.7927,4400,35,20.45,8,0.05,E,0.89,0.36,175.57,9.48,1.64,11.78,1
SKQ201915S,GAK15,B,2019-07-09T19:49:11,-147.5013,57.7927,4400,35,31.33,6,0.01,E,0.82,0.39,113.75,9.47,1.29,2.81,1
SKQ201915S,GAK15,B,2019-07-09T19:56:55,-147.5013,57.7927,4400,35,5.25,17,0.5,U,0.54,0.13,227.41,0.00,1.08,6.12,1
SKQ201915S,GAK9,B,2019-07-10T17:08:10,-148.3537,58.6823,278,41,3.42,19,1,E,0.59,0.37,420.95,9.53,2.48,71.62,1
SKQ201915S,GAK9,B,2019-07-10T17:06:22,-148.3537,58.6823,278,41,4.18,14,0.5,E,0.61,0.38,433.01,9.52,2.41,70.20,1
SKQ201915S,GAK9,B,2019-07-10T17:05:04,-148.3537,58.6823,278,41,7.27,13,0.3,E,0.64,0.45,356.83,9.52,2.52,62.51,1
SKQ201915S,GAK9,B,2019-07-10T17:01:47,-148.3537,58.6823,278,41,13.34,8,0.1,E,0.73,0.38,233.46,9.49,2.49,40.25,1
SKQ201915S,GAK9,B,2019-07-10T17:00:28,-148.3537,58.6823,278,41,15.77,7,0.05,E,0.61,0.43,175.34,9.48,1.77,14.74,1
SKQ201915S,GAK9,B,2019-07-10T16:57:29,-148.3537,58.6823,278,41,25.23,5,0.01,E,0.31,0.34,61.26,9.46,1.26,1.37,1
SKQ201915S,GAK9,B,2019-07-10T17:06:22,-148.3537,58.6823,278,41,4.18,14,0.5,U,0.61,0.38,340.41,0.00,1.08,1.91,1
SKQ201915S,GAK5,B,2019-07-12T16:47:27,-148.909,59.2618,169,52,3.84,20,1,E,0.24,0.14,117.00,9.95,3.34,30.09,1
SKQ201915S,GAK5,B,2019-07-12T16:45:24,-148.909,59.2618,169,52,4.76,14,0.5,E,0.23,0.20,111.97,9.79,2.99,24.68,1
SKQ201915S,GAK5,B,2019-07-12T16:44:03,-148.909,59.2618,169,52,8.45,13,0.3,E,0.49,0.45,202.95,9.63,3.37,54.80,1
SKQ201915S,GAK5,B,2019-07-12T16:41:10,-148.909,59.2618,169,52,14.74,9,0.1,E,0.54,0.58,201.54,9.54,1.99,21.76,1
SKQ201915S,GAK5,B,2019-07-12T16:39:46,-148.909,59.2618,169,52,18.95,8,0.05,E,0.53,0.82,103.36,9.49,1.71,7.75,1
SKQ201915S,GAK5,B,2019-07-12T16:37:48,-148.909,59.2618,169,52,29.34,6,0.01,E,0.15,0.28,43.07,9.50,1.20,0.63,1
SKQ201915S,GAK5,B,2019-07-12T16:45:24,-148.909,59.2618,169,52,4.76,14,0.5,U,0.23,0.20,126.69,0.00,1.08,2.10,1
SKQ201915S,GAK1,B,2019-07-13T17:13:09,-149.4658,59.8467,269,57,3.34,24,1,E,0.78,0.23,235.01,12.19,3.21,46.03,1
SKQ201915S,GAK1,B,2019-07-13T17:10:03,-149.4658,59.8467,269,57,4.28,18,0.5,E,0.69,0.17,188.07,11.91,3.14,36.65,1
SKQ201915S,GAK1,B,2019-07-13T17:08:55,-149.4658,59.8467,269,57,6.16,17,0.3,E,0.41,0.19,165.26,10.46,2.23,20.79,1
SKQ201915S,GAK1,B,2019-07-13T17:05:28,-149.4658,59.8467,269,57,12.17,12,0.1,E,0.79,0.48,137.05,9.81,2.35,20.32,1
SKQ201915S,GAK1,B,2019-07-13T17:03:02,-149.4658,59.8467,269,57,16.28,10,0.05,E,0.84,0.63,98.45,9.79,1.56,5.58,1
SKQ201915S,GAK1,B,2019-07-13T17:00:22,-149.4658,59.8467,269,57,24.4,8,0.01,E,0.76,0.93,64.29,9.70,1.19,0.81,1
SKQ201915S,GAK1,B,2019-07-13T17:10:03,-149.4658,59.8467,269,57,4.28,18,0.5,U,0.69,0.17,161.41,0.00,1.08,1.76,1
SKQ201915S,KOD5,B,2019-07-15T17:35:49,-150.7565,57.786,86,59,3.37,20,1,E,1.53,0.65,323.45,9.50,2.89,71.16,1
SKQ201915S,KOD5,B,2019-07-15T17:34:07,-150.7565,57.786,86,59,4.37,14,0.5,E,1.66,0.73,634.12,9.50,2.19,85.83,1
SKQ201915S,KOD5,B,2019-07-15T17:33:01,-150.7565,57.786,86,59,6.24,13,0.3,E,1.70,0.59,262.86,9.50,2.83,55.94,1
SKQ201915S,KOD5,B,2019-07-15T17:30:03,-150.7565,57.786,86,59,12.43,8,0.1,E,1.63,0.63,250.21,9.50,2.53,44.07,1
SKQ201915S,KOD5,B,2019-07-15T17:28:41,-150.7565,57.786,86,59,16.66,6,0.05,E,1.70,0.62,237.58,9.50,1.44,10.30,1
SKQ201915S,KOD5,B,2019-07-15T17:27:14,-150.7565,57.786,86,59,23.92,4,0.01,E,0.59,0.65,125.21,9.49,1.20,1.80,1
SKQ201915S,KOD5,B,2019-07-15T17:34:07,-150.7565,57.786,86,59,4.37,14,0.5,U,1.66,0.73,262.31,0.00,1.08,2.52,1
SKQ201915S,KOD10,B,2019-07-17T17:55:26,-149.7192,57.2038,2501,71,3.96,9,1,E,0.27,0.20,152.20,9.60,3.35,41.37,1
SKQ201915S,KOD10,B,2019-07-17T17:54:05,-149.7192,57.2038,2501,71,5.1,8,0.5,E,0.29,0.21,141.61,9.57,3.57,42.34,1
SKQ201915S,KOD10,B,2019-07-17T17:52:14,-149.7192,57.2038,2501,71,9.96,4,0.3,E,0.38,0.26,141.44,9.55,3.32,38.24,1
SKQ201915S,KOD10,B,2019-07-17T17:50:40,-149.7192,57.2038,2501,71,17.91,3,0.1,E,0.28,0.60,103.98,9.51,2.29,15.28,1
SKQ201915S,KOD10,B,2019-07-17T17:49:08,-149.7192,57.2038,2501,71,23.92,2,0.05,E,0.19,0.42,47.08,9.48,1.54,2.62,1
SKQ201915S,KOD10,B,2019-07-17T17:47:03,-149.7192,57.2038,2501,71,37.37,1,0.01,E,0.10,0.22,42.90,9.45,1.17,0.44,1
SKQ201915S,KOD10,B,2019-07-17T17:54:05,-149.7192,57.2038,2501,71,5.1,8,0.5,U,0.29,0.21,96.38,0.00,1.08,1.07,1
