Cruise,Station,Type,Date_Time,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bottom_Depth_[m],Cast_Number,Depth_[m],Bottle_Number,surface_irradiance,Enriched_or_unenriched_[E/U],Chl_a_[ug/L],Phaeopigments_[ug/L],POC_[ugC/L],13C_[At_%]_DIC,13C_[At_%]_POC,Production_(ugC/L/d),Quality_flag
TGX201809,GAK9,B,2018-09-14T17:32:08,-148.3415,58.6798,280,20,15.05,6,0.1,E,0.58,0.38,132.99,9.54,2.67,23.86,1
TGX201809,GAK9,B,2018-09-14T17:31:07,-148.3415,58.6798,280,20,19.05,5,0.05,E,0.56,0.31,110.1,9.51,1.57,6.06,1
TGX201809,GAK9,B,2018-09-14T17:34:18,-148.3415,58.6798,280,20,3.58,9,0.5,E,0.32,0.14,117.61,9.61,1.10,0.24,1
TGX201809,GAK9,B,2018-09-14T17:34:18,-148.3415,58.6798,280,20,3.58,9,0.5,U,0.32,0.14,150.84,0,1.08,0.85,1
TGX201809,GAK15,B,2018-09-15T16:52:46,-147.5008,57.79,4555,27,2.93,13,1,E,0.33,0.09,227.94,9.56,1.77,19.71,1
TGX201809,GAK15,B,2018-09-15T16:51:35,-147.5008,57.79,4555,27,5.86,11,0.5,E,0.31,0.11,156.81,9.56,1.86,15.36,1
TGX201809,GAK15,B,2018-09-15T16:50:46,-147.5008,57.79,4555,27,10.09,10,0.3,E,0.32,0.1,168.01,9.56,1.61,11.22,1
TGX201809,GAK15,B,2018-09-15T16:49:42,-147.5008,57.79,4555,27,19.38,8,0.1,E,0.48,0.19,154.7,9.55,1.55,9.2,1
TGX201809,GAK15,B,2018-09-15T16:48:16,-147.5008,57.79,4555,27,24.5,6,0.05,E,0.84,0.41,159.24,9.53,1.34,5.16,1
TGX201809,GAK15,B,2018-09-15T16:51:35,-147.5008,57.79,4555,27,5.86,11,0.5,E,0.31,0.11,130.44,9.56,1.10,0.27,1
TGX201809,GAK15,B,2018-09-15T16:51:35,-147.5008,57.79,4555,27,5.86,11,0.5,U,0.31,0.11,150.19,0,1.08,1.36,1
TGX201809,KOD10,B,2018-09-16T16:56:00,-149.7697,57.2153,2500,30,3.4,11,1,E,0.37,0.1,166.11,9.42,2.14,21.66,1
TGX201809,KOD10,B,2018-09-16T16:53:30,-149.7697,57.2153,2500,30,8.89,9,0.5,E,0.34,0.13,153.93,9.42,2.08,18.9,1
TGX201809,KOD10,B,2018-09-16T16:52:22,-149.7697,57.2153,2500,30,15.13,8,0.3,E,0.35,0.11,144.64,9.42,1.97,15.82,1
TGX201809,KOD10,B,2018-09-16T16:51:06,-149.7697,57.2153,2500,30,30.66,7,0.1,E,0.31,0.13,100.58,9.41,1.59,6.27,1
TGX201809,KOD10,B,2018-09-16T16:50:05,-149.7697,57.2153,2500,30,38.83,6,0.05,E,0.25,0.11,59.63,9.37,1.33,1.86,1
TGX201809,KOD10,B,2018-09-16T16:53:30,-149.7697,57.2153,2500,30,8.89,9,0.5,E,0.34,0.13,123.2,9.42,1.10,0.24,1
TGX201809,KOD10,B,2018-09-16T16:53:30,-149.7697,57.2153,2500,30,8.89,9,0.5,U,0.34,0.13,126.59,0,1.08,1.1,1
TGX201809,KOD5,B,2018-09-17T18:55:55,-150.7575,57.7862,86,36,2.53,11,1,E,0.99,0.48,261.78,9.95,3.72,80.7,1
TGX201809,KOD5,B,2018-09-17T18:54:45,-150.7575,57.7862,86,36,4.42,9,0.5,E,1.04,0.47,246.79,9.95,3.28,63.38,1
TGX201809,KOD5,B,2018-09-17T18:53:51,-150.7575,57.7862,86,36,8.38,8,0.3,E,1.01,0.42,255.28,9.95,2.93,55.26,1
TGX201809,KOD5,B,2018-09-17T18:52:21,-150.7575,57.7862,86,36,15.85,6,0.1,E,0.96,0.42,185.02,9.94,2.15,23,1
TGX201809,KOD5,B,2018-09-17T18:50:51,-150.7575,57.7862,86,36,20.75,4,0.05,E,0.83,0.45,144.09,9.93,1.41,5.49,1
TGX201809,KOD5,B,2018-09-17T18:54:45,-150.7575,57.7862,86,36,4.42,9,0.5,E,1.04,0.47,203.11,9.95,1.11,0.55,1
TGX201809,KOD5,B,2018-09-17T18:54:45,-150.7575,57.7862,86,36,4.42,9,0.5,U,1.04,0.47,215.13,0,1.08,0.68,1
TGX201809,MID2,B,2018-09-19T17:36:52,-145.6478,60.0987,118,44,2.29,6,1,E,0.81,0.22,191.9,13.6,4.23,47.94,1
TGX201809,MID2,B,2018-09-19T17:36:01,-145.6478,60.0987,118,44,4.93,5,0.5,E,0.45,0.07,138.19,11.5,2.71,21.54,1
TGX201809,MID2,B,2018-09-19T17:34:55,-145.6478,60.0987,118,44,7.83,3,0.3,E,0.48,0.22,122.53,10.33,2.43,17.81,1
TGX201809,MID2,B,2018-09-19T17:33:57,-145.6478,60.0987,118,44,15.71,2,0.1,E,1.39,0.65,168.08,9.8,2.76,32.14,1
TGX201809,MID2,B,2018-09-19T17:33:17,-145.6478,60.0987,118,44,20.78,1,0.05,E,1.36,0.67,105.39,9.74,1.66,6.96,1
TGX201809,MID2,B,2018-09-19T17:36:01,-145.6478,60.0987,118,44,4.93,5,0.5,E,0.45,0.07,123.38,11.5,1.13,0.62,1
TGX201809,MID2,B,2018-09-19T17:36:01,-145.6478,60.0987,118,44,4.93,5,0.5,U,0.45,0.07,346.18,0,1.08,1.29,1
TGX201809,MID5,B,2018-09-20T16:46:39,-146.1,59.651,93,56,2.56,7,1,E,0.31,0.09,158.7,11.79,2.18,17.04,1
TGX201809,MID5,B,2018-09-20T16:45:40,-146.1,59.651,93,56,5.81,5,0.5,E,0.3,0.1,155.48,11.34,1.79,11.21,1
TGX201809,MID5,B,2018-09-20T16:44:42,-146.1,59.651,93,56,9.79,4,0.3,E,0.34,0.11,115.63,11.06,1.86,9.41,1
TGX201809,MID5,B,2018-09-20T16:43:28,-146.1,59.651,93,56,18.75,3,0.1,E,0.43,0.2,74.22,10.22,1.79,6.02,1
TGX201809,MID5,B,2018-09-20T16:42:10,-146.1,59.651,93,56,23.93,2,0.05,E,0.4,0.19,46.74,9.91,1.42,1.9,1
TGX201809,MID5,B,2018-09-20T16:40:49,-146.1,59.651,93,56,36.74,1,0.01,E,0.17,0.16,44.36,9.7,1.14,0.32,1
TGX201809,MID5,B,2018-09-20T16:45:40,-146.1,59.651,93,56,5.81,5,0.5,E,0.3,0.1,114.48,11.34,1.22,1.66,1
TGX201809,MID5,B,2018-09-20T16:45:40,-146.1,59.651,93,56,5.81,5,0.5,U,0.3,0.1,118.33,0,1.08,9.75,1
TGX201809,CS4,B,2018-09-21T18:43:08,-143.8955,59.4392,2010,64,2.21,9,1,E,0.14,0.07,95.74,9.56,1.77,8.01,1
TGX201809,CS4,B,2018-09-21T18:41:49,-143.8955,59.4392,2010,64,4.93,7,0.5,E,0.14,0.06,91.96,9.56,1.64,6.17,1
TGX201809,CS4,B,2018-09-21T18:40:46,-143.8955,59.4392,2010,64,9.11,6,0.3,E,0.16,0.06,74.15,9.56,1.43,3.11,1
TGX201809,CS4,B,2018-09-21T18:39:43,-143.8955,59.4392,2010,64,17.86,5,0.1,E,0.15,0.06,83.11,9.56,1.26,1.85,1
TGX201809,CS4,B,2018-09-21T18:38:53,-143.8955,59.4392,2010,64,22.88,4,0.05,E,0.22,0.07,94.27,9.56,1.16,0.93,1
TGX201809,CS4,B,2018-09-21T18:37:41,-143.8955,59.4392,2010,64,35.58,3,0.01,E,0.73,0.41,132.55,9.46,1.14,0.99,1
TGX201809,CS4,B,2018-09-21T18:41:49,-143.8955,59.4392,2010,64,4.93,7,0.5,E,0.14,0.06,76.79,9.56,1.10,0.16,1
TGX201809,CS4,B,2018-09-21T18:41:49,-143.8955,59.4392,2010,64,4.93,7,0.5,U,0.14,0.06,90.32,0,1.08,2.04,1
TGX201809,CS2,B,2018-09-22T17:16:48,-143.8922,59.7723,119,76,2.75,6,1,E,0.23,0.06,91.28,10.61,2.29,12.41,1
TGX201809,CS2,B,2018-09-22T17:15:19,-143.8922,59.7723,119,76,4.26,5,0.5,E,0.24,0.07,98.37,9.98,1.95,10.24,1
TGX201809,CS2,B,2018-09-22T17:14:19,-143.8922,59.7723,119,76,8.97,3,0.3,E,0.3,0.13,91.52,9.67,1.71,7.12,1
TGX201809,CS2,B,2018-09-22T17:13:26,-143.8922,59.7723,119,76,17.76,2,0.1,E,0.64,0.32,109.15,9.51,2.01,12.84,1
TGX201809,CS2,B,2018-09-22T17:12:40,-143.8922,59.7723,119,76,24.09,1,0.05,E,0.28,0.19,50.31,9.5,1.38,1.88,1
TGX201809,CS2,B,2018-09-22T17:15:19,-143.8922,59.7723,119,76,4.26,5,0.5,E,0.24,0.07,76.7,9.98,1.10,0.2,1
TGX201809,CS2,B,2018-09-22T17:15:19,-143.8922,59.7723,119,76,4.26,5,0.5,U,0.24,0.07,84.4,0,1.08,1.63,1
TGX201809,PWS2,B,2018-09-23T18:13:07,-147.8045,60.5355,737,78,2.21,14,1,E,0.24,0.07,85.48,13.93,2.76,11.59,1
TGX201809,PWS2,B,2018-09-23T18:12:14,-147.8045,60.5355,737,78,4,13,0.5,E,0.25,0.08,92.53,13.69,2.48,10.64,1
TGX201809,PWS2,B,2018-09-23T18:11:09,-147.8045,60.5355,737,78,8.04,11,0.3,E,0.34,0.16,114.33,11.81,2.12,11.57,1
TGX201809,PWS2,B,2018-09-23T18:09:17,-147.8045,60.5355,737,78,15.02,9,0.1,E,1.09,0.5,189.29,10.98,2.47,27.49,1
TGX201809,PWS2,B,2018-09-23T18:08:25,-147.8045,60.5355,737,78,19.11,8,0.05,E,1.01,0.47,164.55,10.66,1.65,10.23,1
TGX201809,PWS2,B,2018-09-23T18:05:56,-147.8045,60.5355,737,78,30.21,6,0.01,E,0.28,0.21,57.85,9.92,1.18,0.74,1
TGX201809,PWS2,B,2018-09-23T18:12:14,-147.8045,60.5355,737,78,4,13,0.5,E,0.25,0.08,390.16,13.69,1.07,0,1
TGX201809,PWS2,B,2018-09-23T18:12:14,-147.8045,60.5355,737,78,4,13,0.5,U,0.25,0.08,153.72,0,1.07,0.02,1
