Cruise,Type,Date_Time_[UTC],Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bottom_Depth_[m],Temperature_[C],Conductivity_[S/m],Salinity_[psu],Sound_Speed_[m/s],Nitrate_[uM],Temperature_UNCSW_[C],Flow_Speed_[m/s],Volume_Flow_[l/min],Chlorophyll_a_[ug/l]
SKQ202010S,TSG,2020-05-05T15:25:00Z,-148.2866,58.6665,297.45,7.0594,3.2891,32.3185,1475.535,6.268,6.4758,0.4,4.21,4.94
SKQ202010S,TSG,2020-05-05T15:26:00Z,-148.2894,58.6689,293.38,7.0689,3.2901,32.3206,1475.574,6.265,6.4912,0.4,4.21,4.99
SKQ202010S,TSG,2020-05-05T15:27:00Z,-148.2921,58.6714,290.45,7.081,3.2913,32.3222,1475.623,6.267,6.5085,0.4,4.2,5.0
SKQ202010S,TSG,2020-05-05T15:28:00Z,-148.2948,58.6739,285.7,7.0949,3.2926,32.3235,1475.679,6.266,6.5216,0.4,4.2,4.96
SKQ202010S,TSG,2020-05-05T15:29:00Z,-148.2975,58.6764,284.52,7.1113,3.2942,32.3246,1475.744,6.262,6.5219,0.4,4.21,4.92
SKQ202010S,TSG,2020-05-05T15:30:00Z,-148.3002,58.6788,284.4,7.1211,3.2951,32.3257,1475.784,6.255,6.5182,0.4,4.2,4.91
SKQ202010S,TSG,2020-05-05T15:31:00Z,-148.3029,58.6812,283.2,7.1205,3.2952,32.3268,1475.783,6.258,6.5185,0.4,4.21,4.93
SKQ202010S,TSG,2020-05-05T15:32:00Z,-148.3056,58.6836,283.1,7.1191,3.2951,32.3274,1475.778,6.263,6.5212,0.4,4.21,4.91
SKQ202010S,TSG,2020-05-05T15:33:00Z,-148.3084,58.6861,282.22,7.1202,3.2952,32.328,1475.783,6.263,6.5196,0.4,4.2,4.92
SKQ202010S,TSG,2020-05-05T15:34:00Z,-148.3111,58.6885,280.98,7.1222,3.2954,32.328,1475.791,6.257,6.5177,0.4,4.21,4.9
SKQ202010S,TSG,2020-05-05T15:35:00Z,-148.3137,58.6909,281.52,7.12,3.2952,32.328,1475.782,6.247,6.5184,0.4,4.21,4.88
SKQ202010S,TSG,2020-05-05T15:36:00Z,-148.3164,58.6934,280.98,7.1197,3.2952,32.3277,1475.781,6.229,6.5126,0.4,4.2,4.83
SKQ202010S,TSG,2020-05-05T15:37:00Z,-148.3189,58.6958,281.42,7.1192,3.2951,32.3274,1475.778,6.228,6.5125,0.4,4.21,4.79
SKQ202010S,TSG,2020-05-05T15:38:00Z,-148.3212,58.6982,281.93,7.1148,3.2947,32.3268,1475.761,6.224,6.5246,0.4,4.2,4.73
SKQ202010S,TSG,2020-05-05T15:39:00Z,-148.3233,58.7007,281.33,7.1174,3.2949,32.3265,1475.771,6.218,6.5392,0.4,4.21,4.69
SKQ202010S,TSG,2020-05-05T15:40:00Z,-148.3251,58.7033,280.31,7.1288,3.2958,32.3261,1475.814,6.209,6.5503,0.4,4.22,4.67
SKQ202010S,TSG,2020-05-05T15:41:00Z,-148.3267,58.7058,280.4,7.1421,3.2969,32.3256,1475.865,6.193,6.5563,0.4,4.25,4.65
SKQ202010S,TSG,2020-05-05T15:42:00Z,-148.3285,58.7084,279.57,7.151,3.2976,32.3251,1475.899,6.171,6.5581,0.4,4.24,4.66
SKQ202010S,TSG,2020-05-05T15:43:00Z,-148.3304,58.711,279.58,7.1558,3.298,32.3242,1475.916,6.153,6.5567,0.4,4.24,4.68
SKQ202010S,TSG,2020-05-05T15:44:00Z,-148.3327,58.7134,279.65,7.1565,3.2979,32.3233,1475.918,6.137,6.5507,0.4,4.24,4.71
SKQ202010S,TSG,2020-05-05T15:45:00Z,-148.3352,58.7159,279.15,7.155,3.2977,32.3224,1475.911,6.125,6.5403,0.4,4.24,4.73
SKQ202010S,TSG,2020-05-05T15:46:00Z,-148.3378,58.7184,279.5,7.1492,3.2971,32.321,1475.887,6.117,6.5293,0.4,4.24,4.81
SKQ202010S,TSG,2020-05-05T15:47:00Z,-148.3404,58.7209,279.15,7.1394,3.2961,32.3194,1475.847,6.113,6.5199,0.4,4.24,4.93
SKQ202010S,TSG,2020-05-05T15:48:00Z,-148.3431,58.7233,280.09,7.1294,3.295,32.3173,1475.805,6.109,6.5092,0.4,4.23,5.13
SKQ202010S,TSG,2020-05-05T15:49:00Z,-148.3457,58.7259,280.23,7.1197,3.294,32.3151,1475.765,6.104,6.5016,0.4,4.24,5.4
SKQ202010S,TSG,2020-05-05T15:50:00Z,-148.3484,58.7284,278.4,7.11,3.293,32.313,1475.725,6.098,6.4923,0.4,4.24,5.77
SKQ202010S,TSG,2020-05-05T15:51:00Z,-148.3511,58.7309,277.45,7.1033,3.2922,32.311,1475.696,6.095,6.4753,0.4,4.22,6.29
SKQ202010S,TSG,2020-05-05T15:52:00Z,-148.3538,58.7333,277.08,7.0925,3.291,32.3083,1475.651,6.093,6.4398,0.4,4.25,7.05
SKQ202010S,TSG,2020-05-05T15:53:00Z,-148.3564,58.7358,276.92,7.073,3.289,32.3042,1475.57,6.09,6.3963,0.4,4.24,8.1
SKQ202010S,TSG,2020-05-05T15:54:00Z,-148.3591,58.7383,275.72,7.0368,3.2854,32.2989,1475.423,6.087,6.3433,0.4,4.24,9.37
SKQ202010S,TSG,2020-05-05T15:55:00Z,-148.3618,58.7408,273.89,6.9943,3.2812,32.2934,1475.25,6.083,6.3058,0.4,4.24,10.63
SKQ202010S,TSG,2020-05-05T15:56:00Z,-148.3645,58.7434,274.31,6.9463,3.2765,32.287,1475.055,6.088,6.281,0.4,4.23,12.04
SKQ202010S,TSG,2020-05-05T15:57:00Z,-148.3672,58.7458,271.28,6.915,3.2736,32.285,1474.93,6.093,6.2524,0.4,4.25,12.27
SKQ202010S,TSG,2020-05-05T15:58:00Z,-148.3699,58.7484,270.53,6.8879,3.271,32.282,1474.821,6.096,6.2333,0.4,4.24,12.96
SKQ202010S,TSG,2020-05-05T15:59:00Z,-148.3728,58.7508,270.35,6.8613,3.2682,32.2767,1474.709,6.099,6.2186,0.4,4.24,14.65
SKQ202010S,TSG,2020-05-05T16:00:00Z,-148.3757,58.7533,270.15,6.8419,3.266,32.2708,1474.627,6.101,6.208,0.4,4.25,16.78
SKQ202010S,TSG,2020-05-05T16:01:00Z,-148.3784,58.7559,269.22,6.8274,3.2644,32.2664,1474.564,6.099,6.2071,0.4,4.25,18.28
SKQ202010S,TSG,2020-05-05T16:02:00Z,-148.3803,58.7585,268.59,6.8179,3.2634,32.2648,1474.525,6.095,6.2119,0.4,4.25,18.64
SKQ202010S,TSG,2020-05-05T16:03:00Z,-148.3816,58.7612,269.17,6.8168,3.2635,32.266,1474.522,6.091,6.2119,0.4,4.23,18.1
SKQ202010S,TSG,2020-05-05T16:04:00Z,-148.3829,58.7639,270.64,6.8196,3.2639,32.2684,1474.536,6.088,6.2096,0.4,4.25,17.35
SKQ202010S,TSG,2020-05-05T16:05:00Z,-148.3842,58.7666,269.73,6.818,3.2639,32.2697,1474.532,6.085,6.2165,0.4,4.25,17.06
SKQ202010S,TSG,2020-05-05T16:06:00Z,-148.3856,58.7694,270.37,6.817,3.2638,32.2697,1474.528,6.088,6.2281,0.4,4.25,17.26
SKQ202010S,TSG,2020-05-05T16:07:00Z,-148.387,58.7721,271.97,6.8242,3.2646,32.2713,1474.558,6.087,6.2385,0.4,4.25,16.68
SKQ202010S,TSG,2020-05-05T16:08:00Z,-148.3883,58.7749,270.27,6.8341,3.2657,32.2742,1474.6,6.088,6.2461,0.4,4.24,15.53
SKQ202010S,TSG,2020-05-05T16:09:00Z,-148.3895,58.7777,272.78,6.8426,3.2665,32.2753,1474.635,6.09,6.2572,0.4,4.25,15.28
SKQ202010S,TSG,2020-05-05T16:10:00Z,-148.3905,58.7805,274.12,6.851,3.2673,32.2756,1474.668,6.093,6.2667,0.4,4.24,15.14
SKQ202010S,TSG,2020-05-05T16:11:00Z,-148.3916,58.7834,274.85,6.8603,3.2681,32.2757,1474.705,6.099,6.2968,0.4,4.24,15.23
SKQ202010S,TSG,2020-05-05T16:12:00Z,-148.3927,58.7863,276.67,6.8721,3.269,32.2751,1474.75,6.103,6.3445,0.4,4.25,15.99
SKQ202010S,TSG,2020-05-05T16:13:00Z,-148.3937,58.7891,275.45,6.9047,3.272,32.2762,1474.879,6.106,6.3899,0.4,4.24,16.23
SKQ202010S,TSG,2020-05-05T16:14:00Z,-148.395,58.792,275.0,6.9486,3.2757,32.2764,1475.051,6.109,6.424,0.4,4.24,16.65
SKQ202010S,TSG,2020-05-05T16:15:00Z,-148.3973,58.7947,272.78,6.9893,3.2791,32.2748,1475.207,6.111,6.445,0.4,4.25,17.59
SKQ202010S,TSG,2020-05-05T16:16:00Z,-148.4001,58.7973,273.29,7.0199,3.2813,32.2708,1475.321,6.104,6.4548,0.4,4.25,19.23
SKQ202010S,TSG,2020-05-05T16:17:00Z,-148.403,58.7999,273.5,7.0381,3.2823,32.2641,1475.384,6.097,6.4567,0.4,4.24,21.36
SKQ202010S,TSG,2020-05-05T16:18:00Z,-148.4058,58.8025,274.7,7.046,3.2824,32.2583,1475.407,6.087,6.4574,0.4,4.25,23.02
SKQ202010S,TSG,2020-05-05T16:19:00Z,-148.4087,58.8051,274.98,7.0493,3.2823,32.2539,1475.415,6.074,6.4557,0.4,4.25,24.28
SKQ202010S,TSG,2020-05-05T16:20:00Z,-148.4115,58.8078,273.93,7.0506,3.2821,32.2502,1475.415,6.059,6.4514,0.4,4.25,25.34
SKQ202010S,TSG,2020-05-05T16:21:00Z,-148.4143,58.8105,274.7,7.0489,3.2816,32.2469,1475.404,6.053,6.445,0.4,4.24,26.27
SKQ202010S,TSG,2020-05-05T16:22:00Z,-148.4172,58.8131,275.96,7.0446,3.2811,32.2444,1475.385,6.041,6.4388,0.4,4.24,26.99
SKQ202010S,TSG,2020-05-05T16:23:00Z,-148.4201,58.8158,276.36,7.0391,3.2804,32.2423,1475.361,6.03,6.4317,0.4,4.26,27.73
SKQ202010S,TSG,2020-05-05T16:24:00Z,-148.4231,58.8184,276.96,7.0342,3.2798,32.2406,1475.34,6.019,6.4222,0.4,4.24,28.4
SKQ202010S,TSG,2020-05-05T16:25:00Z,-148.4261,58.821,276.66,7.0273,3.2791,32.2389,1475.31,6.008,6.4043,0.4,4.25,29.06
SKQ202010S,TSG,2020-05-05T16:26:00Z,-148.4301,58.8232,275.53,7.0179,3.2781,32.2374,1475.272,5.99,6.3837,0.4,4.24,29.6
SKQ202010S,TSG,2020-05-05T16:27:00Z,-148.4355,58.8247,275.37,7.0008,3.2765,32.2362,1475.204,5.979,6.3684,0.4,4.25,30.23
SKQ202010S,TSG,2020-05-05T16:28:00Z,-148.4416,58.8254,276.74,6.9832,3.2749,32.2348,1475.133,5.969,6.3712,0.4,4.24,31.04
SKQ202010S,TSG,2020-05-05T16:29:00Z,-148.4479,58.8251,277.67,6.9729,3.274,32.2341,1475.093,5.958,6.3833,0.4,4.24,31.46
SKQ202010S,TSG,2020-05-05T16:30:00Z,-148.4537,58.8239,279.87,6.9764,3.2743,32.2348,1475.107,5.948,6.3994,0.4,4.24,31.42
SKQ202010S,TSG,2020-05-05T16:31:00Z,-148.4588,58.8218,280.8,6.9884,3.2754,32.2358,1475.155,5.933,6.4046,0.4,4.23,31.2
SKQ202010S,TSG,2020-05-05T16:32:00Z,-148.4635,58.8196,281.47,7.0005,3.2766,32.2372,1475.204,5.927,6.4072,0.4,4.24,30.86
SKQ202010S,TSG,2020-05-05T16:33:00Z,-148.4682,58.8172,280.33,7.0043,3.2771,32.2392,1475.221,5.919,6.4061,0.4,4.23,30.56
SKQ202010S,TSG,2020-05-05T16:34:00Z,-148.4729,58.8149,280.32,7.0065,3.2775,32.2413,1475.232,5.91,6.384,0.4,4.23,29.91
SKQ202010S,TSG,2020-05-05T16:35:00Z,-148.4774,58.8128,279.8,7.0033,3.2775,32.2448,1475.224,5.9,6.3458,0.4,4.24,28.87
SKQ202010S,TSG,2020-05-05T16:36:00Z,-148.4814,58.8109,282.66,6.9753,3.2749,32.2427,1475.112,5.885,6.3324,0.4,4.24,29.44
SKQ202010S,TSG,2020-05-05T16:37:00Z,-148.4848,58.8093,286.94,6.9481,3.2719,32.2355,1474.997,5.878,6.324,0.4,4.24,31.72
SKQ202010S,TSG,2020-05-05T16:38:00Z,-148.4878,58.8078,289.98,6.935,3.2701,32.2282,1474.937,5.871,6.3146,0.4,4.24,33.48
SKQ202010S,TSG,2020-05-05T16:39:00Z,-148.4906,58.8069,290.8,6.9263,3.2688,32.2219,1474.895,5.863,6.3159,0.4,4.24,34.68
SKQ202010S,TSG,2020-05-05T16:40:00Z,-148.4923,58.8069,289.44,6.9204,3.2678,32.2161,1474.865,5.855,6.3163,0.4,4.24,35.85
SKQ202010S,TSG,2020-05-05T16:41:00Z,-148.493,58.807,289.5,6.9205,3.2674,32.2119,1474.86,5.85,6.3092,0.4,4.27,36.46
SKQ202010S,TSG,2020-05-05T16:42:00Z,-148.4933,58.8071,289.64,6.9172,3.2668,32.2087,1474.843,5.846,6.3067,0.4,4.26,36.95
SKQ202010S,TSG,2020-05-05T16:43:00Z,-148.4931,58.8074,289.11,6.9108,3.266,32.206,1474.815,5.84,6.3091,0.4,4.26,37.48
SKQ202010S,TSG,2020-05-05T16:44:00Z,-148.4925,58.8079,289.02,6.9094,3.2658,32.2043,1474.807,5.833,6.3139,0.4,4.24,37.86
SKQ202010S,TSG,2020-05-05T16:45:00Z,-148.4915,58.8082,289.35,6.9113,3.2659,32.2042,1474.814,5.824,6.3125,0.4,4.24,37.69
SKQ202010S,TSG,2020-05-05T16:46:00Z,-148.4908,58.8082,289.7,6.9154,3.2663,32.2041,1474.831,5.819,6.3067,0.4,4.25,37.62
SKQ202010S,TSG,2020-05-05T16:47:00Z,-148.4906,58.8082,289.6,6.9133,3.266,32.2035,1474.822,5.813,6.3001,0.4,4.26,37.9
SKQ202010S,TSG,2020-05-05T16:48:00Z,-148.4905,58.8081,289.3,6.9077,3.2655,32.2032,1474.799,5.804,6.296,0.4,4.26,38.05
SKQ202010S,TSG,2020-05-05T16:49:00Z,-148.4905,58.808,289.65,6.902,3.2651,32.2036,1474.778,5.795,6.2947,0.4,4.26,38.05
SKQ202010S,TSG,2020-05-05T16:50:00Z,-148.4905,58.808,289.55,6.8979,3.2648,32.2045,1474.762,5.783,6.2884,0.4,4.26,38.0
SKQ202010S,TSG,2020-05-05T16:51:00Z,-148.4904,58.808,290.47,6.8971,3.2648,32.2053,1474.761,5.781,6.2869,0.4,4.25,38.1
SKQ202010S,TSG,2020-05-05T16:52:00Z,-148.4901,58.8081,290.22,6.893,3.2645,32.2059,1474.745,5.781,6.2867,0.4,4.25,38.11
SKQ202010S,TSG,2020-05-05T16:53:00Z,-148.49,58.8083,289.19,6.8904,3.2643,32.2064,1474.736,5.78,6.2868,0.4,4.25,38.1
SKQ202010S,TSG,2020-05-05T16:54:00Z,-148.4898,58.8087,289.32,6.8909,3.2644,32.2071,1474.739,5.778,6.2897,0.4,4.25,37.91
SKQ202010S,TSG,2020-05-05T16:55:00Z,-148.4896,58.809,290.65,6.892,3.2646,32.2082,1474.744,5.773,6.2927,0.4,4.25,37.45
SKQ202010S,TSG,2020-05-05T16:56:00Z,-148.4892,58.8094,289.18,6.894,3.2649,32.2095,1474.754,5.769,6.3003,0.4,4.25,36.73
SKQ202010S,TSG,2020-05-05T16:57:00Z,-148.489,58.8095,288.45,6.8994,3.2655,32.2108,1474.776,5.764,6.3017,0.4,4.24,36.16
SKQ202010S,TSG,2020-05-05T16:58:00Z,-148.4892,58.8095,288.2,6.903,3.2659,32.2119,1474.792,5.76,6.2993,0.4,4.25,35.88
SKQ202010S,TSG,2020-05-05T16:59:00Z,-148.4896,58.8094,288.69,6.9062,3.2663,32.2131,1474.806,5.756,6.2915,0.4,4.24,35.57
SKQ202010S,TSG,2020-05-05T17:00:00Z,-148.4902,58.8092,288.89,6.9029,3.2662,32.2146,1474.795,5.753,6.2897,0.4,4.24,35.39
SKQ202010S,TSG,2020-05-05T17:01:00Z,-148.4908,58.8091,288.88,6.8963,3.2657,32.2159,1474.77,5.744,6.2951,0.4,4.25,35.57
SKQ202010S,TSG,2020-05-05T17:02:00Z,-148.4913,58.809,289.02,6.8978,3.2659,32.2164,1474.777,5.737,6.3011,0.4,4.24,36.17
SKQ202010S,TSG,2020-05-05T17:03:00Z,-148.4917,58.8088,289.6,6.8982,3.2659,32.2167,1474.779,5.73,6.3188,0.4,4.24,36.86
SKQ202010S,TSG,2020-05-05T17:04:00Z,-148.492,58.8087,289.74,6.9101,3.267,32.2167,1474.826,5.724,6.3222,0.4,4.23,37.19
SKQ202010S,TSG,2020-05-05T17:05:00Z,-148.4925,58.8086,289.04,6.9213,3.2679,32.2164,1474.869,5.717,6.3191,0.4,4.26,37.18
SKQ202010S,TSG,2020-05-05T17:06:00Z,-148.493,58.8085,289.1,6.9239,3.2681,32.2163,1474.879,5.711,6.3149,0.4,4.24,37.03
SKQ202010S,TSG,2020-05-05T17:07:00Z,-148.4934,58.8084,288.87,6.9204,3.2678,32.2159,1474.865,5.707,6.3114,0.4,4.24,36.92
SKQ202010S,TSG,2020-05-05T17:08:00Z,-148.4936,58.8082,288.6,6.9181,3.2676,32.2159,1474.856,5.701,6.3103,0.4,4.24,36.99
SKQ202010S,TSG,2020-05-05T17:09:00Z,-148.494,58.8081,288.8,6.9138,3.2672,32.2157,1474.839,5.694,6.3117,0.4,4.24,36.94
SKQ202010S,TSG,2020-05-05T17:10:00Z,-148.4943,58.808,288.95,6.9149,3.2673,32.2154,1474.843,5.686,6.307,0.4,4.24,36.78
SKQ202010S,TSG,2020-05-05T17:11:00Z,-148.4948,58.8079,289.0,6.914,3.2672,32.2154,1474.839,5.68,6.3005,0.4,4.24,36.7
SKQ202010S,TSG,2020-05-05T17:12:00Z,-148.4952,58.8079,289.28,6.909,3.2668,32.2155,1474.82,5.676,6.3039,0.4,4.24,36.79
SKQ202010S,TSG,2020-05-05T17:13:00Z,-148.4956,58.8078,289.2,6.9068,3.2666,32.2158,1474.811,5.674,6.3075,0.4,4.24,36.89
SKQ202010S,TSG,2020-05-05T17:14:00Z,-148.4961,58.8077,288.75,6.9099,3.2669,32.2158,1474.824,5.676,6.3042,0.4,4.25,36.99
SKQ202010S,TSG,2020-05-05T17:15:00Z,-148.4966,58.8077,289.7,6.9103,3.2669,32.2158,1474.825,5.68,6.3002,0.4,4.24,37.22
SKQ202010S,TSG,2020-05-05T17:16:00Z,-148.4971,58.8076,289.48,6.9084,3.2667,32.2158,1474.818,5.677,6.2954,0.4,4.25,37.17
SKQ202010S,TSG,2020-05-05T17:17:00Z,-148.4976,58.8075,289.68,6.9035,3.2663,32.2157,1474.799,5.666,6.2968,0.4,4.24,37.16
SKQ202010S,TSG,2020-05-05T17:18:00Z,-148.498,58.8075,289.22,6.9014,3.2661,32.2156,1474.79,5.659,6.2976,0.4,4.24,36.82
SKQ202010S,TSG,2020-05-05T17:19:00Z,-148.4985,58.8074,289.4,6.9027,3.2662,32.2154,1474.795,5.655,6.2928,0.4,4.25,36.62
SKQ202010S,TSG,2020-05-05T17:20:00Z,-148.4989,58.8074,289.61,6.902,3.2662,32.2154,1474.792,5.654,6.2855,0.4,4.25,36.64
SKQ202010S,TSG,2020-05-05T17:21:00Z,-148.4992,58.8073,289.52,6.8971,3.2657,32.2152,1474.773,5.654,6.2829,0.4,4.24,36.78
SKQ202010S,TSG,2020-05-05T17:22:00Z,-148.4996,58.8072,290.03,6.8904,3.2652,32.2158,1474.747,5.654,6.2864,0.4,4.26,36.52
SKQ202010S,TSG,2020-05-05T17:23:00Z,-148.5001,58.8071,290.08,6.8896,3.2651,32.216,1474.745,5.653,6.2895,0.4,4.24,36.48
SKQ202010S,TSG,2020-05-05T17:24:00Z,-148.5006,58.8071,289.79,6.8916,3.2653,32.216,1474.752,5.651,6.2926,0.4,4.24,36.64
SKQ202010S,TSG,2020-05-05T17:25:00Z,-148.5011,58.807,289.56,6.8949,3.2656,32.2158,1474.765,5.648,6.294,0.4,4.24,37.22
SKQ202010S,TSG,2020-05-05T17:26:00Z,-148.5016,58.807,289.53,6.8974,3.2658,32.2157,1474.775,5.645,6.297,0.4,4.25,37.23
SKQ202010S,TSG,2020-05-05T17:27:00Z,-148.5021,58.8069,289.19,6.8983,3.2659,32.2158,1474.778,5.644,6.2969,0.4,4.24,36.73
SKQ202010S,TSG,2020-05-05T17:28:00Z,-148.5027,58.8069,289.0,6.9016,3.2662,32.2159,1474.791,5.644,6.2974,0.4,4.24,36.33
SKQ202010S,TSG,2020-05-05T17:29:00Z,-148.5033,58.8069,288.89,6.902,3.2662,32.2162,1474.793,5.645,6.2967,0.4,4.24,36.13
SKQ202010S,TSG,2020-05-05T17:30:00Z,-148.5038,58.8069,289.24,6.9027,3.2663,32.2162,1474.796,5.647,6.296,0.4,4.24,35.95
SKQ202010S,TSG,2020-05-05T17:31:00Z,-148.5043,58.8068,288.95,6.9012,3.2661,32.2158,1474.79,5.644,6.2984,0.4,4.24,35.9
SKQ202010S,TSG,2020-05-05T17:32:00Z,-148.5048,58.8067,289.2,6.9022,3.2662,32.2158,1474.793,5.64,6.3001,0.4,4.25,35.86
SKQ202010S,TSG,2020-05-05T17:33:00Z,-148.5051,58.8066,289.18,6.9029,3.2662,32.2157,1474.796,5.637,6.302,0.4,4.25,36.2
SKQ202010S,TSG,2020-05-05T17:34:00Z,-148.5056,58.8066,289.18,6.9041,3.2664,32.2157,1474.801,5.635,6.3025,0.4,4.24,36.51
SKQ202010S,TSG,2020-05-05T17:35:00Z,-148.506,58.8065,289.14,6.9059,3.2665,32.2156,1474.808,5.634,6.3018,0.4,4.25,36.86
SKQ202010S,TSG,2020-05-05T17:36:00Z,-148.5064,58.8063,288.93,6.9052,3.2664,32.2156,1474.805,5.634,6.3061,0.4,4.25,37.23
SKQ202010S,TSG,2020-05-05T17:37:00Z,-148.5069,58.8062,288.96,6.906,3.2665,32.2157,1474.808,5.632,6.3055,0.4,4.24,37.41
SKQ202010S,TSG,2020-05-05T17:38:00Z,-148.5075,58.8062,288.8,6.9082,3.2667,32.2159,1474.817,5.629,6.3064,0.4,4.24,37.45
SKQ202010S,TSG,2020-05-05T17:39:00Z,-148.5081,58.8061,289.98,6.9092,3.2668,32.216,1474.821,5.625,6.3068,0.4,4.24,37.4
SKQ202010S,TSG,2020-05-05T17:40:00Z,-148.5086,58.806,290.1,6.9105,3.2669,32.2161,1474.826,5.621,6.3047,0.4,4.24,37.4
SKQ202010S,TSG,2020-05-05T17:41:00Z,-148.5091,58.8059,289.9,6.9084,3.2667,32.2159,1474.818,5.62,6.3063,0.4,4.24,37.21
SKQ202010S,TSG,2020-05-05T17:42:00Z,-148.5095,58.8058,290.08,6.9091,3.2668,32.216,1474.821,5.625,6.3068,0.4,4.24,36.65
SKQ202010S,TSG,2020-05-05T17:43:00Z,-148.5099,58.8057,290.35,6.9102,3.2669,32.2159,1474.825,5.633,6.3104,0.4,4.26,36.59
SKQ202010S,TSG,2020-05-05T17:44:00Z,-148.5103,58.8057,289.65,6.9097,3.2669,32.2159,1474.823,5.644,6.3115,0.4,4.24,36.78
SKQ202010S,TSG,2020-05-05T17:45:00Z,-148.5109,58.8056,290.1,6.9137,3.2672,32.216,1474.839,5.656,6.3167,0.4,4.25,36.63
SKQ202010S,TSG,2020-05-05T17:46:00Z,-148.5117,58.8055,290.6,6.9167,3.2675,32.2162,1474.851,5.666,6.3078,0.4,4.24,36.55
SKQ202010S,TSG,2020-05-05T17:47:00Z,-148.5125,58.8055,289.33,6.9183,3.2676,32.2164,1474.857,5.668,6.3102,0.4,4.25,36.57
SKQ202010S,TSG,2020-05-05T17:48:00Z,-148.5132,58.8055,289.52,6.912,3.2671,32.2166,1474.833,5.671,6.3189,0.4,4.24,36.58
SKQ202010S,TSG,2020-05-05T17:49:00Z,-148.5132,58.8056,289.42,6.9164,3.2675,32.2166,1474.85,5.675,6.3142,0.4,4.26,36.42
SKQ202010S,TSG,2020-05-05T17:50:00Z,-148.5123,58.8058,290.36,6.9205,3.2678,32.2164,1474.866,5.679,6.3137,0.4,4.25,36.14
SKQ202010S,TSG,2020-05-05T17:51:00Z,-148.5111,58.8059,290.27,6.9148,3.2673,32.216,1474.843,5.682,6.3344,0.4,4.25,35.37
SKQ202010S,TSG,2020-05-05T17:52:00Z,-148.5098,58.8061,289.42,6.9206,3.2678,32.2164,1474.866,5.683,6.3645,0.4,4.24,34.54
SKQ202010S,TSG,2020-05-05T17:53:00Z,-148.5084,58.8063,290.77,6.9443,3.27,32.2175,1474.96,5.687,6.3722,0.4,4.23,33.81
SKQ202010S,TSG,2020-05-05T17:54:00Z,-148.507,58.8065,289.2,6.9692,3.2722,32.2189,1475.059,5.696,6.3829,0.4,4.25,32.66
SKQ202010S,TSG,2020-05-05T17:55:00Z,-148.5056,58.8066,289.98,6.9774,3.2732,32.2214,1475.094,5.709,6.3673,0.4,4.24,31.51
SKQ202010S,TSG,2020-05-05T17:56:00Z,-148.5042,58.8068,289.21,6.9785,3.2735,32.2236,1475.101,5.726,6.3638,0.4,4.24,30.73
SKQ202010S,TSG,2020-05-05T17:57:00Z,-148.5027,58.8069,289.36,6.9688,3.2729,32.2263,1475.067,5.736,6.3684,0.4,4.25,29.97
SKQ202010S,TSG,2020-05-05T17:58:00Z,-148.5013,58.8071,289.98,6.9697,3.2733,32.2301,1475.075,5.747,6.3848,0.4,4.23,28.6
SKQ202010S,TSG,2020-05-05T17:59:00Z,-148.4999,58.8073,290.23,6.9764,3.2744,32.236,1475.109,5.758,6.3974,0.4,4.24,27.2
SKQ202010S,TSG,2020-05-05T18:00:00Z,-148.4985,58.8075,290.2,6.9902,3.276,32.24,1475.167,5.77,6.4149,0.4,4.24,26.3
SKQ202010S,TSG,2020-05-05T18:01:00Z,-148.4971,58.8077,289.66,7.004,3.2774,32.2427,1475.224,5.78,6.4221,0.4,4.23,25.86
SKQ202010S,TSG,2020-05-05T18:02:00Z,-148.4959,58.8078,290.25,7.0188,3.2788,32.244,1475.284,5.793,6.4286,0.4,4.24,25.84
SKQ202010S,TSG,2020-05-05T18:03:00Z,-148.4953,58.8079,290.01,7.0258,3.2795,32.245,1475.312,5.805,6.4268,0.4,4.24,25.76
SKQ202010S,TSG,2020-05-05T18:04:00Z,-148.4953,58.808,289.34,7.0299,3.2799,32.2457,1475.329,5.816,6.4174,0.4,4.24,25.65
SKQ202010S,TSG,2020-05-05T18:05:00Z,-148.4954,58.8081,290.16,7.0249,3.2796,32.2473,1475.312,5.825,6.4134,0.4,4.24,25.3
SKQ202010S,TSG,2020-05-05T18:06:00Z,-148.4955,58.8082,289.32,7.0174,3.2792,32.2498,1475.285,5.835,6.4221,0.4,4.25,24.76
SKQ202010S,TSG,2020-05-05T18:07:00Z,-148.4957,58.8082,289.9,7.0176,3.2795,32.2529,1475.29,5.842,6.4276,0.4,4.24,23.97
SKQ202010S,TSG,2020-05-05T18:08:00Z,-148.4963,58.8082,289.66,7.0252,3.2803,32.2547,1475.322,5.85,6.429,0.4,4.24,23.63
SKQ202010S,TSG,2020-05-05T18:09:00Z,-148.497,58.8082,290.43,7.0292,3.2808,32.2557,1475.339,5.858,6.4305,0.4,4.24,23.56
SKQ202010S,TSG,2020-05-05T18:10:00Z,-148.4977,58.8082,290.07,7.0296,3.2809,32.2569,1475.342,5.867,6.4329,0.4,4.24,23.6
SKQ202010S,TSG,2020-05-05T18:11:00Z,-148.4984,58.8082,290.08,7.0331,3.2813,32.2575,1475.356,5.879,6.4317,0.4,4.23,23.85
