Cruise,Type,Date_Time_[UTC],Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bottom_Depth_[m],Temperature_[C],Conductivity_[S/m],Salinity_[psu],Sound_Speed_[m/s],Nitrate_[uM],Temperature_UNCSW_[C],Flow_Speed_[m/s],Volume_Flow_[l/min],Chlorophyll_a_[ug/l]
SKQ202010S,TSG,2020-05-04T15:10:00Z,-149.3581,60.025,292.03,7.0349,3.1775,31.1283,1473.953,NaN,6.664,0.39,4.14,1.69
SKQ202010S,TSG,2020-05-04T15:11:00Z,-149.3581,60.025,292.11,7.0399,3.1779,31.1275,1473.971,NaN,6.6416,0.39,4.15,1.69
SKQ202010S,TSG,2020-05-04T15:12:00Z,-149.3581,60.025,292.27,7.0217,3.1778,31.1431,1473.92,NaN,6.64,0.39,4.15,1.64
SKQ202010S,TSG,2020-05-04T15:13:00Z,-149.3581,60.025,292.31,7.0089,3.1774,31.1502,1473.879,NaN,6.6356,0.39,4.13,1.64
SKQ202010S,TSG,2020-05-04T15:14:00Z,-149.3581,60.025,292.24,7.0019,3.1769,31.1517,1473.853,NaN,6.629,0.4,4.26,1.66
SKQ202010S,TSG,2020-05-04T15:15:00Z,-149.3581,60.025,292.24,7.0053,3.1774,31.1542,1473.87,NaN,6.6191,0.46,4.85,1.68
SKQ202010S,TSG,2020-05-04T15:16:00Z,-149.3581,60.025,292.23,7.1387,3.1867,31.1338,1474.365,NaN,6.6098,0.46,4.92,1.73
SKQ202010S,TSG,2020-05-04T15:17:00Z,-149.3581,60.025,292.26,7.0411,3.1812,31.1628,1474.02,NaN,6.5816,0.39,4.16,1.75
SKQ202010S,TSG,2020-05-04T15:18:00Z,-149.3581,60.025,292.3,7.0794,3.1852,31.1716,1474.181,NaN,6.5665,0.38,4.0,1.67
SKQ202010S,TSG,2020-05-04T15:19:00Z,-149.3581,60.025,292.32,7.0833,3.1867,31.1837,1474.211,NaN,6.5968,0.38,4.01,1.65
SKQ202010S,TSG,2020-05-04T15:20:00Z,-149.3581,60.025,292.3,7.0858,3.1868,31.1822,1474.219,NaN,6.6311,0.38,4.01,1.65
SKQ202010S,TSG,2020-05-04T15:21:00Z,-149.3581,60.025,292.25,7.1169,3.1874,31.161,1474.314,NaN,6.6448,0.39,4.16,1.64
SKQ202010S,TSG,2020-05-04T15:22:00Z,-149.3581,60.025,292.29,7.1523,3.189,31.1462,1474.433,NaN,6.5456,0.4,4.25,1.64
SKQ202010S,TSG,2020-05-04T15:23:00Z,-149.3581,60.025,292.27,7.1629,3.1905,31.1527,1474.483,NaN,6.3174,0.41,4.32,1.66
SKQ202010S,TSG,2020-05-04T15:24:00Z,-149.3581,60.025,292.1,7.0126,3.1869,31.2503,1474.018,NaN,6.3842,0.41,4.32,1.69
SKQ202010S,TSG,2020-05-04T15:25:00Z,-149.3581,60.025,292.3,6.8956,3.1819,31.3019,1473.625,NaN,6.4511,0.41,4.32,1.73
SKQ202010S,TSG,2020-05-04T15:26:00Z,-149.3581,60.025,292.27,6.9528,3.1837,31.2693,1473.808,NaN,6.5139,0.41,4.32,1.74
SKQ202010S,TSG,2020-05-04T15:27:00Z,-149.3581,60.025,292.33,7.0154,3.186,31.2378,1474.014,NaN,6.5489,0.41,4.32,1.75
SKQ202010S,TSG,2020-05-04T15:28:00Z,-149.3581,60.025,292.34,7.0587,3.1879,31.2189,1474.159,NaN,6.5803,0.41,4.32,1.75
SKQ202010S,TSG,2020-05-04T15:29:00Z,-149.3581,60.025,292.43,7.0919,3.1889,31.2,1474.265,NaN,6.6259,0.41,4.32,1.74
SKQ202010S,TSG,2020-05-04T15:30:00Z,-149.3581,60.025,292.35,7.1305,3.1896,31.1732,1474.382,NaN,6.6091,0.41,4.32,1.7
SKQ202010S,TSG,2020-05-04T15:31:00Z,-149.3581,60.025,292.42,7.1594,3.1907,31.1578,1474.476,NaN,6.4704,0.41,4.32,1.7
SKQ202010S,TSG,2020-05-04T15:32:00Z,-149.3581,60.025,292.27,7.1063,3.1899,31.1981,1474.319,7.22,6.4437,0.41,4.33,1.72
SKQ202010S,TSG,2020-05-04T15:33:00Z,-149.3581,60.025,292.38,7.008,3.1868,31.2535,1474.004,7.6,6.4892,0.41,4.32,1.75
SKQ202010S,TSG,2020-05-04T15:34:00Z,-149.3581,60.025,292.44,7.0071,3.1864,31.2501,1473.997,7.687,6.5319,0.41,4.32,1.76
SKQ202010S,TSG,2020-05-04T15:35:00Z,-149.3581,60.025,292.4,7.0475,3.1875,31.2251,1474.123,7.7,6.5519,0.41,4.33,1.76
SKQ202010S,TSG,2020-05-04T15:36:00Z,-149.3581,60.025,292.4,7.0771,3.1888,31.2117,1474.222,7.684,6.5619,0.41,4.32,1.76
SKQ202010S,TSG,2020-05-04T15:37:00Z,-149.3581,60.025,292.77,7.0938,3.1898,31.2081,1474.282,7.654,6.566,0.41,4.32,1.77
SKQ202010S,TSG,2020-05-04T15:38:00Z,-149.3581,60.025,293.21,7.1024,3.1904,31.2063,1474.314,7.615,6.4919,0.41,4.33,1.77
SKQ202010S,TSG,2020-05-04T15:39:00Z,-149.3581,60.025,293.1,7.0963,3.1907,31.2159,1474.302,7.57,6.4721,0.41,4.33,1.77
SKQ202010S,TSG,2020-05-04T15:40:00Z,-149.3581,60.025,293.08,7.0421,3.1893,31.2492,1474.132,7.523,6.5131,0.41,4.34,1.78
SKQ202010S,TSG,2020-05-04T15:41:00Z,-149.3581,60.025,293.6,7.0466,3.1887,31.2384,1474.136,7.473,6.563,0.41,4.34,1.78
SKQ202010S,TSG,2020-05-04T15:42:00Z,-149.3581,60.025,292.83,7.083,3.1896,31.2153,1474.249,7.421,6.6018,0.41,4.33,1.78
SKQ202010S,TSG,2020-05-04T15:43:00Z,-149.3581,60.025,293.34,7.1262,3.1908,31.1895,1474.386,7.367,6.6311,0.41,4.34,1.78
SKQ202010S,TSG,2020-05-04T15:44:00Z,-149.3581,60.025,293.23,7.1595,3.1915,31.1673,1474.488,7.313,6.6517,0.41,4.33,1.77
SKQ202010S,TSG,2020-05-04T15:45:00Z,-149.3581,60.025,292.85,7.1871,3.1916,31.1428,1474.565,7.258,6.6122,0.41,4.34,1.75
SKQ202010S,TSG,2020-05-04T15:46:00Z,-149.3581,60.025,292.93,7.2023,3.1924,31.1381,1474.618,7.202,6.5392,0.41,4.33,1.75
SKQ202010S,TSG,2020-05-04T15:47:00Z,-149.3581,60.025,292.69,7.1424,3.1921,31.1885,1474.448,7.146,6.5255,0.41,4.34,1.76
SKQ202010S,TSG,2020-05-04T15:48:00Z,-149.3581,60.025,293.19,7.1012,3.1902,31.2061,1474.309,7.124,6.3969,0.41,4.34,1.78
SKQ202010S,TSG,2020-05-04T15:49:00Z,-149.3581,60.025,293.06,7.0707,3.1892,31.2228,1474.211,7.019,6.2593,0.41,4.33,1.79
SKQ202010S,TSG,2020-05-04T15:50:00Z,-149.3581,60.025,292.97,6.9202,3.1848,31.312,1473.734,6.922,6.3454,0.41,4.33,1.78
SKQ202010S,TSG,2020-05-04T15:51:00Z,-149.3581,60.025,293.23,6.8702,3.181,31.315,1473.542,6.832,6.3714,0.41,4.33,1.75
SKQ202010S,TSG,2020-05-04T15:52:00Z,-149.3581,60.025,292.94,6.923,3.1819,31.277,1473.701,6.747,6.4152,0.41,4.33,1.75
SKQ202010S,TSG,2020-05-04T15:53:00Z,-149.3581,60.025,293.31,6.9392,3.1823,31.2669,1473.752,6.666,6.4859,0.41,4.34,1.75
SKQ202010S,TSG,2020-05-04T15:54:00Z,-149.3581,60.025,293.15,6.9932,3.1828,31.2234,1473.908,6.589,6.52,0.41,4.34,1.75
SKQ202010S,TSG,2020-05-04T15:55:00Z,-149.3581,60.025,293.23,7.052,3.1851,31.1947,1474.103,6.516,6.5233,0.41,4.34,1.75
SKQ202010S,TSG,2020-05-04T15:56:00Z,-149.3581,60.025,293.08,7.0712,3.1864,31.1917,1474.174,6.446,6.5513,0.41,4.33,1.76
SKQ202010S,TSG,2020-05-04T15:57:00Z,-149.3581,60.025,293.2,7.082,3.1868,31.1863,1474.209,6.379,6.5757,0.41,4.33,1.78
SKQ202010S,TSG,2020-05-04T15:58:00Z,-149.3581,60.025,293.13,7.1094,3.1879,31.173,1474.299,6.315,6.6029,0.41,4.34,1.78
SKQ202010S,TSG,2020-05-04T15:59:00Z,-149.3581,60.025,293.24,7.1332,3.189,31.1632,1474.38,6.252,6.602,0.41,4.33,1.78
SKQ202010S,TSG,2020-05-04T16:00:00Z,-149.3581,60.025,293.14,7.1587,3.1895,31.1466,1474.458,6.192,6.359,0.41,4.33,1.79
SKQ202010S,TSG,2020-05-04T16:01:00Z,-149.3581,60.025,293.22,7.109,3.189,31.1862,1474.314,6.133,6.2665,0.41,4.34,1.78
SKQ202010S,TSG,2020-05-04T16:02:00Z,-149.3581,60.025,293.02,6.8962,3.1826,31.3094,1473.636,6.076,6.3577,0.41,4.33,1.79
SKQ202010S,TSG,2020-05-04T16:03:00Z,-149.3581,60.025,293.18,6.8742,3.1796,31.2972,1473.535,6.02,6.4151,0.41,4.33,1.78
SKQ202010S,TSG,2020-05-04T16:04:00Z,-149.3581,60.025,293.5,6.9362,3.1811,31.2569,1473.728,5.966,6.4758,0.41,4.34,1.78
SKQ202010S,TSG,2020-05-04T16:05:00Z,-149.3578,60.0245,294.0,6.9905,3.1825,31.2223,1473.897,5.913,6.5473,0.41,4.34,1.79
SKQ202010S,TSG,2020-05-04T16:06:00Z,-149.3572,60.0233,294.35,7.0472,3.1838,31.1855,1474.072,5.861,6.6435,0.41,4.34,1.78
SKQ202010S,TSG,2020-05-04T16:07:00Z,-149.3566,60.0215,293.89,7.1204,3.1843,31.1244,1474.282,5.884,6.7516,0.41,4.35,1.76
SKQ202010S,TSG,2020-05-04T16:08:00Z,-149.3563,60.0193,294.1,7.2083,3.187,31.0747,1474.562,5.864,6.8275,0.41,4.36,1.71
SKQ202010S,TSG,2020-05-04T16:09:00Z,-149.3559,60.0169,294.53,7.3085,3.192,31.0383,1474.906,5.847,6.8637,0.41,4.37,1.69
SKQ202010S,TSG,2020-05-04T16:10:00Z,-149.3555,60.0143,293.82,7.368,3.194,31.0069,1475.098,5.833,6.9559,0.41,4.37,1.69
SKQ202010S,TSG,2020-05-04T16:11:00Z,-149.3551,60.0117,292.91,7.4231,3.1983,31.0036,1475.307,5.82,6.9757,0.41,4.37,1.66
SKQ202010S,TSG,2020-05-04T16:12:00Z,-149.3547,60.009,293.76,7.4877,3.2072,31.041,1475.604,5.81,7.0062,0.41,4.37,1.69
SKQ202010S,TSG,2020-05-04T16:13:00Z,-149.3543,60.0063,293.34,7.524,3.2112,31.0512,1475.757,5.801,6.9715,0.41,4.38,1.69
SKQ202010S,TSG,2020-05-04T16:14:00Z,-149.3539,60.0036,294.26,7.5278,3.2138,31.0763,1475.803,5.794,7.0063,0.41,4.37,1.7
SKQ202010S,TSG,2020-05-04T16:15:00Z,-149.3536,60.0009,294.31,7.5228,3.2155,31.0983,1475.811,5.789,7.0258,0.41,4.37,1.72
SKQ202010S,TSG,2020-05-04T16:16:00Z,-149.3533,59.9982,295.31,7.5549,3.2182,31.0985,1475.935,5.785,6.964,0.41,4.37,1.78
SKQ202010S,TSG,2020-05-04T16:17:00Z,-149.3529,59.9955,296.1,7.5591,3.2194,31.1077,1475.962,5.782,6.9382,0.41,4.37,1.82
SKQ202010S,TSG,2020-05-04T16:18:00Z,-149.3525,59.9927,296.17,7.5026,3.2139,31.0994,1475.734,5.781,6.9801,0.41,4.37,1.74
SKQ202010S,TSG,2020-05-04T16:19:00Z,-149.3521,59.9899,297.39,7.5049,3.2089,31.0437,1475.673,5.781,6.9811,0.41,4.38,1.67
SKQ202010S,TSG,2020-05-04T16:20:00Z,-149.3517,59.9872,298.6,7.5275,3.2076,31.0097,1475.718,5.782,6.9845,0.41,4.38,1.63
SKQ202010S,TSG,2020-05-04T16:21:00Z,-149.3513,59.9844,297.69,7.5374,3.2083,31.0081,1475.755,5.785,6.942,0.41,4.37,1.65
SKQ202010S,TSG,2020-05-04T16:22:00Z,-149.3509,59.9817,296.44,7.5228,3.2005,30.9375,1475.61,5.788,6.8951,0.41,4.37,1.64
SKQ202010S,TSG,2020-05-04T16:23:00Z,-149.3505,59.9789,293.51,7.4884,3.1931,30.8894,1475.418,5.792,6.8772,0.41,4.37,1.63
SKQ202010S,TSG,2020-05-04T16:24:00Z,-149.3504,59.9762,281.59,7.4433,3.19,30.8965,1475.252,5.797,6.9227,0.41,4.37,1.63
SKQ202010S,TSG,2020-05-04T16:25:00Z,-149.3518,59.9736,263.54,7.4485,3.1835,30.8225,1475.18,5.803,6.9391,0.41,4.37,1.6
SKQ202010S,TSG,2020-05-04T16:26:00Z,-149.3539,59.971,239.92,7.4803,3.1771,30.7256,1475.183,5.81,6.9346,0.41,4.36,1.6
SKQ202010S,TSG,2020-05-04T16:27:00Z,-149.356,59.9685,212.05,7.4881,3.174,30.6856,1475.164,5.818,6.8928,0.41,4.38,1.62
SKQ202010S,TSG,2020-05-04T16:28:00Z,-149.358,59.966,192.3,7.4798,3.1732,30.6842,1475.13,5.826,6.8602,0.41,4.37,1.65
SKQ202010S,TSG,2020-05-04T16:29:00Z,-149.3601,59.9634,194.97,7.4359,3.177,30.763,1475.058,5.835,6.8487,0.41,4.36,1.69
SKQ202010S,TSG,2020-05-04T16:30:00Z,-149.3622,59.9609,202.26,7.4168,3.1796,30.8085,1475.04,5.844,6.8575,0.41,4.38,1.7
SKQ202010S,TSG,2020-05-04T16:31:00Z,-149.3643,59.9583,212.58,7.4065,3.1813,30.8362,1475.035,5.854,6.8949,0.41,4.37,1.69
SKQ202010S,TSG,2020-05-04T16:32:00Z,-149.3665,59.9557,221.27,7.4225,3.182,30.8295,1475.089,5.862,6.9181,0.41,4.37,1.64
SKQ202010S,TSG,2020-05-04T16:33:00Z,-149.3687,59.9532,228.62,7.4527,3.1817,30.7994,1475.168,5.868,6.9304,0.41,4.37,1.61
SKQ202010S,TSG,2020-05-04T16:34:00Z,-149.3709,59.9506,232.99,7.471,3.1812,30.7778,1475.212,5.874,6.9407,0.41,4.37,1.59
SKQ202010S,TSG,2020-05-04T16:35:00Z,-149.3735,59.9481,233.8,7.4818,3.181,30.7653,1475.238,5.878,6.9481,0.41,4.37,1.57
SKQ202010S,TSG,2020-05-04T16:36:00Z,-149.3765,59.9457,236.83,7.4923,3.182,30.7676,1475.282,5.854,6.9456,0.41,4.37,1.54
SKQ202010S,TSG,2020-05-04T16:37:00Z,-149.3796,59.9434,240.16,7.4963,3.1838,30.7827,1475.316,5.834,6.9572,0.41,4.36,1.52
SKQ202010S,TSG,2020-05-04T16:38:00Z,-149.3826,59.941,243.24,7.4986,3.1846,30.7891,1475.333,5.817,6.9689,0.4,4.24,1.53
SKQ202010S,TSG,2020-05-04T16:39:00Z,-149.3857,59.9386,244.49,7.5137,3.185,30.7806,1475.381,5.805,6.9808,0.4,4.25,1.53
SKQ202010S,TSG,2020-05-04T16:40:00Z,-149.3888,59.9362,245.83,7.5266,3.1855,30.7739,1475.422,5.796,6.996,0.4,4.25,1.53
SKQ202010S,TSG,2020-05-04T16:41:00Z,-149.3919,59.9338,236.78,7.5391,3.1854,30.7615,1475.455,5.796,7.0161,0.4,4.25,1.52
SKQ202010S,TSG,2020-05-04T16:42:00Z,-149.395,59.9314,250.61,7.5535,3.1858,30.7534,1475.501,5.793,7.0439,0.4,4.25,1.52
SKQ202010S,TSG,2020-05-04T16:43:00Z,-149.398,59.929,257.12,7.5755,3.1866,30.7426,1475.572,5.788,7.0622,0.4,4.25,1.53
SKQ202010S,TSG,2020-05-04T16:44:00Z,-149.4011,59.9267,260.19,7.5993,3.1875,30.7309,1475.649,5.78,7.0767,0.4,4.25,1.54
SKQ202010S,TSG,2020-05-04T16:45:00Z,-149.4041,59.9243,262.75,7.6166,3.1876,30.7164,1475.698,5.771,7.0887,0.4,4.25,1.52
SKQ202010S,TSG,2020-05-04T16:46:00Z,-149.4072,59.9219,265.17,7.6311,3.1883,30.7115,1475.748,5.751,7.095,0.4,4.25,1.52
SKQ202010S,TSG,2020-05-04T16:47:00Z,-149.4102,59.9196,265.6,7.6421,3.1901,30.7214,1475.802,5.736,7.0825,0.4,4.25,1.54
SKQ202010S,TSG,2020-05-04T16:48:00Z,-149.4132,59.9172,265.88,7.6464,3.1921,30.7387,1475.841,5.726,7.0317,0.4,4.25,1.55
SKQ202010S,TSG,2020-05-04T16:49:00Z,-149.4162,59.9149,265.06,7.6278,3.1929,30.7633,1475.799,5.722,6.9973,0.4,4.25,1.56
SKQ202010S,TSG,2020-05-04T16:50:00Z,-149.4192,59.9126,264.76,7.583,3.1929,30.8033,1475.676,5.722,6.9851,0.4,4.24,1.59
SKQ202010S,TSG,2020-05-04T16:51:00Z,-149.4223,59.9103,264.78,7.5579,3.1918,30.8136,1475.592,5.702,6.9788,0.4,4.24,1.64
SKQ202010S,TSG,2020-05-04T16:52:00Z,-149.4252,59.9079,264.66,7.5455,3.1915,30.8214,1475.554,5.682,6.9865,0.4,4.25,1.68
SKQ202010S,TSG,2020-05-04T16:53:00Z,-149.4281,59.9055,262.84,7.5413,3.1905,30.8147,1475.53,5.662,6.989,0.4,4.25,1.65
SKQ202010S,TSG,2020-05-04T16:54:00Z,-149.431,59.9032,262.3,7.5487,3.1893,30.795,1475.534,5.642,6.9879,0.4,4.26,1.63
SKQ202010S,TSG,2020-05-04T16:55:00Z,-149.434,59.9008,261.36,7.5466,3.1891,30.795,1475.525,5.622,7.0395,0.4,4.25,1.63
SKQ202010S,TSG,2020-05-04T16:56:00Z,-149.437,59.8985,261.22,7.5556,3.1897,30.7929,1475.558,5.608,7.1,0.4,4.25,1.6
SKQ202010S,TSG,2020-05-04T16:57:00Z,-149.44,59.8962,261.86,7.6056,3.1926,30.7804,1475.735,5.594,7.1549,0.4,4.25,1.56
SKQ202010S,TSG,2020-05-04T16:58:00Z,-149.4431,59.8939,263.82,7.6612,3.1953,30.7593,1475.923,5.581,7.1826,0.4,4.25,1.51
SKQ202010S,TSG,2020-05-04T16:59:00Z,-149.4462,59.8915,264.86,7.706,3.1968,30.7358,1476.066,5.569,7.1931,0.4,4.25,1.48
SKQ202010S,TSG,2020-05-04T17:00:00Z,-149.4493,59.8892,266.78,7.7305,3.198,30.7269,1476.15,5.557,7.1792,0.4,4.25,1.45
SKQ202010S,TSG,2020-05-04T17:01:00Z,-149.4524,59.8869,268.37,7.7381,3.1992,30.7334,1476.187,5.546,7.1591,0.4,4.25,1.45
SKQ202010S,TSG,2020-05-04T17:02:00Z,-149.4555,59.8846,268.53,7.7256,3.1993,30.7452,1476.153,5.534,7.1491,0.4,4.26,1.45
SKQ202010S,TSG,2020-05-04T17:03:00Z,-149.4589,59.8823,267.88,7.7109,3.1989,30.7539,1476.108,5.522,7.1503,0.4,4.26,1.46
SKQ202010S,TSG,2020-05-04T17:04:00Z,-149.4623,59.8802,264.0,7.7042,3.1988,30.7593,1476.089,5.51,7.1521,0.4,4.26,1.49
SKQ202010S,TSG,2020-05-04T17:05:00Z,-149.4658,59.878,261.78,7.7051,3.1983,30.7524,1476.084,5.497,7.1511,0.4,4.27,1.49
SKQ202010S,TSG,2020-05-04T17:06:00Z,-149.4693,59.8758,261.89,7.7067,3.1978,30.7462,1476.082,5.477,7.1458,0.4,4.26,1.49
SKQ202010S,TSG,2020-05-04T17:07:00Z,-149.4727,59.8737,263.07,7.7042,3.1976,30.7459,1476.072,5.459,7.1372,0.4,4.26,1.49
