Cruise,Type,Date_Time_[UTC],Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bottom_Depth_[m],Temperature_[C],Conductivity_[S/m],Salinity_[psu],Sound_Speed_[m/s],Nitrate_[uM],Temperature_UNCSW_[C],Flow_Speed_[m/s],Volume_Flow_[l/min],Chlorophyll_a_[ug/l]
SKQ202010S,TSG,2020-07-02T17:21:00Z,-149.3856,60.052,210.73,NaN,3.8623,24.7441,1522.481,NaN,12.0984,0.17,1.79,1.63
SKQ202010S,TSG,2020-07-02T17:22:00Z,-149.383,60.0496,233.53,14.6175,3.6061,29.1743,1498.357,NaN,12.136,0.21,2.25,1.71
SKQ202010S,TSG,2020-07-02T17:23:00Z,-149.3803,60.0472,265.81,12.7086,3.5074,29.6729,1492.9,NaN,12.0844,0.23,2.41,1.71
SKQ202010S,TSG,2020-07-02T17:24:00Z,-149.3776,60.0448,291.83,12.6628,3.5064,29.6999,1492.777,NaN,12.0419,0.24,2.53,1.74
SKQ202010S,TSG,2020-07-02T17:25:00Z,-149.375,60.0424,292.59,12.6916,3.5238,29.8402,1493.041,NaN,12.0926,0.23,2.47,1.74
SKQ202010S,TSG,2020-07-02T17:26:00Z,-149.3723,60.04,292.36,12.7621,3.5447,29.9804,1493.447,NaN,12.1224,0.23,2.48,1.68
SKQ202010S,TSG,2020-07-02T17:27:00Z,-149.3697,60.0377,292.21,12.7627,3.5488,30.0187,1493.494,NaN,12.2058,0.23,2.47,1.66
SKQ202010S,TSG,2020-07-02T17:28:00Z,-149.367,60.0353,292.36,12.7951,3.5462,29.9683,1493.544,NaN,12.3188,0.25,2.6,1.66
SKQ202010S,TSG,2020-07-02T17:29:00Z,-149.3644,60.0329,292.33,12.8117,3.5458,29.9513,1493.581,NaN,12.3757,0.3,3.16,1.67
SKQ202010S,TSG,2020-07-02T17:30:00Z,-149.3622,60.0307,292.19,12.8704,3.5345,29.7995,1493.6,NaN,12.3984,0.31,3.24,1.64
SKQ202010S,TSG,2020-07-02T17:31:00Z,-149.3605,60.0288,292.67,13.0459,3.5426,29.7369,1494.12,NaN,12.3895,0.07,0.73,1.64
SKQ202010S,TSG,2020-07-02T17:32:00Z,-149.359,60.0273,293.21,13.2231,3.5491,29.659,1494.625,NaN,12.3052,0.07,0.72,1.64
SKQ202010S,TSG,2020-07-02T17:33:00Z,-149.3579,60.0259,293.88,13.3401,3.5448,29.5284,1494.863,NaN,12.2358,0.07,0.72,1.65
SKQ202010S,TSG,2020-07-02T17:34:00Z,-149.3569,60.0249,294.17,13.409,3.5403,29.4336,1494.983,NaN,12.1877,0.07,0.76,1.65
SKQ202010S,TSG,2020-07-02T17:35:00Z,-149.3563,60.0244,293.89,13.5055,3.5438,29.3918,1495.256,NaN,12.1701,0.07,0.77,1.64
SKQ202010S,TSG,2020-07-02T17:36:00Z,-149.3562,60.0241,294.18,13.6413,3.553,29.3723,1495.686,NaN,12.272,0.05,0.56,1.56
SKQ202010S,TSG,2020-07-02T17:37:00Z,-149.3563,60.0239,293.13,13.7075,3.5652,29.4333,1495.978,NaN,12.1665,0.06,0.59,1.57
SKQ202010S,TSG,2020-07-02T17:38:00Z,-149.3566,60.0237,293.5,13.1626,3.5302,29.5309,1494.269,NaN,12.1349,0.08,0.82,1.64
SKQ202010S,TSG,2020-07-02T17:39:00Z,-149.3569,60.0236,294.25,12.8232,3.5277,29.7727,1493.408,NaN,12.1848,0.08,0.8,1.63
SKQ202010S,TSG,2020-07-02T17:40:00Z,-149.3573,60.0234,293.53,12.8108,3.5317,29.8201,1493.422,NaN,12.2271,0.08,0.84,1.61
SKQ202010S,TSG,2020-07-02T17:41:00Z,-149.3576,60.0231,294.35,12.8671,3.5315,29.7739,1493.559,NaN,12.1714,0.23,2.45,1.61
SKQ202010S,TSG,2020-07-02T17:42:00Z,-149.3578,60.0228,294.32,12.8136,3.518,29.6894,1493.277,NaN,12.0247,0.4,4.28,1.56
SKQ202010S,TSG,2020-07-02T17:43:00Z,-149.3578,60.0226,294.06,12.9997,3.5275,29.6326,1493.84,NaN,11.9489,0.4,4.28,1.54
SKQ202010S,TSG,2020-07-02T17:44:00Z,-149.3574,60.0225,294.54,13.2482,3.5495,29.6433,1494.69,NaN,11.9778,0.4,4.28,1.56
SKQ202010S,TSG,2020-07-02T17:45:00Z,-149.3572,60.0228,294.16,13.2121,3.5653,29.8184,1494.775,NaN,12.0043,0.22,2.33,1.62
SKQ202010S,TSG,2020-07-02T17:46:00Z,-149.3572,60.023,295.08,13.2634,3.5802,29.9161,1495.063,NaN,11.9266,0.09,0.93,1.67
SKQ202010S,TSG,2020-07-02T17:47:00Z,-149.3573,60.0232,293.52,13.2634,3.5932,30.0368,1495.205,NaN,11.9796,0.09,0.94,1.69
SKQ202010S,TSG,2020-07-02T17:48:00Z,-149.3573,60.0232,293.55,13.2473,3.5988,30.1015,1495.228,NaN,12.0774,0.09,0.92,1.72
SKQ202010S,TSG,2020-07-02T17:49:00Z,-149.3573,60.0232,293.95,13.2841,3.6023,30.1049,1495.355,NaN,12.0133,0.08,0.83,1.75
SKQ202010S,TSG,2020-07-02T17:50:00Z,-149.3573,60.0232,293.59,13.3987,3.6112,30.0969,1495.729,NaN,11.8757,0.08,0.87,1.77
SKQ202010S,TSG,2020-07-02T17:51:00Z,-149.3573,60.0232,293.77,13.4607,3.6187,30.1171,1495.96,NaN,11.9725,0.09,0.93,1.77
SKQ202010S,TSG,2020-07-02T17:52:00Z,-149.3573,60.0232,293.75,13.4682,3.6141,30.0689,1495.928,NaN,12.3133,0.17,1.77,1.72
SKQ202010S,TSG,2020-07-02T17:53:00Z,-149.3573,60.0232,293.84,13.453,3.5953,29.9068,1495.687,NaN,12.3471,0.1,1.1,1.51
SKQ202010S,TSG,2020-07-02T17:54:00Z,-149.3573,60.0232,293.55,13.5389,3.6062,29.9404,1496.013,NaN,12.167,0.07,0.77,1.51
SKQ202010S,TSG,2020-07-02T17:55:00Z,-149.3573,60.0232,293.65,13.5406,3.619,30.0574,1496.156,NaN,11.9175,0.07,0.77,1.51
SKQ202010S,TSG,2020-07-02T17:56:00Z,-149.3573,60.0232,293.85,13.5064,3.6148,30.0458,1496.028,NaN,12.2828,0.08,0.83,1.51
SKQ202010S,TSG,2020-07-02T17:57:00Z,-149.3573,60.0232,293.81,13.5543,3.5791,29.679,1495.756,NaN,12.4124,0.09,0.9,1.54
SKQ202010S,TSG,2020-07-02T17:58:00Z,-149.3573,60.0232,293.91,13.6844,3.5653,29.4519,1495.922,NaN,12.3599,0.14,1.44,1.56
SKQ202010S,TSG,2020-07-02T17:59:00Z,-149.3573,60.0232,293.83,12.876,3.4887,29.3677,1493.104,NaN,12.3915,0.32,3.42,1.55
SKQ202010S,TSG,2020-07-02T18:00:00Z,-149.3573,60.0232,293.72,12.7091,3.4588,29.2168,1492.362,NaN,11.8166,0.33,3.45,1.57
SKQ202010S,TSG,2020-07-02T18:01:00Z,-149.3573,60.0232,293.92,12.1542,3.5083,30.1235,1491.535,NaN,11.6438,0.32,3.43,1.64
SKQ202010S,TSG,2020-07-02T18:02:00Z,-149.3573,60.0232,293.97,11.9852,3.5061,30.2376,1491.088,NaN,11.467,0.32,3.42,2.0
SKQ202010S,TSG,2020-07-02T18:03:00Z,-149.3573,60.0232,293.9,11.8239,3.5152,30.4565,1490.79,NaN,11.671,0.32,3.36,2.05
SKQ202010S,TSG,2020-07-02T18:04:00Z,-149.3573,60.0232,293.89,12.0094,3.5,30.1617,1491.08,NaN,12.3573,0.32,3.34,2.1
SKQ202010S,TSG,2020-07-02T18:05:00Z,-149.3573,60.0232,294.05,12.5993,3.453,29.2481,1492.024,NaN,12.1176,0.32,3.35,1.93
SKQ202010S,TSG,2020-07-02T18:06:00Z,-149.3573,60.0232,293.47,12.3818,3.487,29.7405,1491.863,NaN,11.5752,0.31,3.33,1.62
SKQ202010S,TSG,2020-07-02T18:07:00Z,-149.3573,60.0232,293.73,11.9151,3.5202,30.4296,1491.074,NaN,11.5664,0.31,3.3,1.69
SKQ202010S,TSG,2020-07-02T18:08:00Z,-149.3573,60.0232,293.83,11.8903,3.5168,30.4176,1490.974,NaN,11.6883,0.31,3.27,1.97
SKQ202010S,TSG,2020-07-02T18:09:00Z,-149.3573,60.0232,293.71,12.0035,3.5032,30.1961,1491.101,NaN,11.6542,0.31,3.29,2.04
SKQ202010S,TSG,2020-07-02T18:10:00Z,-149.3573,60.0232,293.98,11.9493,3.5144,30.3476,1491.094,NaN,11.8149,0.3,3.23,2.02
SKQ202010S,TSG,2020-07-02T18:11:00Z,-149.3573,60.0232,293.98,12.1162,3.4896,29.9764,1491.228,NaN,12.3418,0.3,3.23,1.96
SKQ202010S,TSG,2020-07-02T18:12:00Z,-149.3573,60.0232,294.0,12.5886,3.4543,29.2681,1492.011,NaN,12.4339,0.3,3.22,1.99
SKQ202010S,TSG,2020-07-02T18:13:00Z,-149.3573,60.0232,293.99,12.6926,3.4532,29.1775,1492.259,NaN,12.4925,0.3,3.2,1.77
SKQ202010S,TSG,2020-07-02T18:14:00Z,-149.3573,60.0232,293.82,12.7581,3.4494,29.0913,1492.381,NaN,12.5334,0.3,3.22,1.59
SKQ202010S,TSG,2020-07-02T18:15:00Z,-149.3573,60.0232,293.74,12.8009,3.4484,29.0492,1492.476,NaN,12.4739,0.31,3.24,1.52
SKQ202010S,TSG,2020-07-02T18:16:00Z,-149.3573,60.0232,293.85,12.7552,3.4537,29.1333,1492.42,NaN,12.5229,0.3,3.21,1.47
SKQ202010S,TSG,2020-07-02T18:17:00Z,-149.3573,60.0232,294.14,12.7998,3.4503,29.0674,1492.494,NaN,12.5943,0.3,3.15,1.45
SKQ202010S,TSG,2020-07-02T18:18:00Z,-149.3573,60.0232,293.7,12.8644,3.4459,28.9766,1492.607,NaN,12.5334,0.29,3.13,1.46
SKQ202010S,TSG,2020-07-02T18:19:00Z,-149.3573,60.0232,293.99,12.8208,3.4541,29.0866,1492.589,NaN,12.575,0.36,3.76,1.43
SKQ202010S,TSG,2020-07-02T18:20:00Z,-149.3573,60.0232,294.09,12.893,3.4595,29.0816,1492.828,NaN,12.6059,0.38,4.08,1.46
SKQ202010S,TSG,2020-07-02T18:21:00Z,-149.3573,60.0232,294.17,13.0168,3.4656,29.0436,1493.203,NaN,12.5387,0.39,4.09,1.42
SKQ202010S,TSG,2020-07-02T18:22:00Z,-149.3573,60.0232,294.1,13.1962,3.4771,29.0128,1493.772,NaN,12.4392,0.39,4.1,1.4
SKQ202010S,TSG,2020-07-02T18:23:00Z,-149.3573,60.0232,293.78,13.4644,3.4962,28.9855,1494.64,NaN,12.4822,0.39,4.11,1.39
SKQ202010S,TSG,2020-07-02T18:24:00Z,-149.3573,60.0232,293.92,13.6777,3.5144,28.9901,1495.358,NaN,12.5175,0.39,4.11,1.39
SKQ202010S,TSG,2020-07-02T18:25:00Z,-149.3573,60.0232,293.89,13.6998,3.5322,29.1363,1495.603,NaN,12.1657,0.39,4.13,1.4
SKQ202010S,TSG,2020-07-02T18:26:00Z,-149.3573,60.0232,294.09,13.6858,3.5362,29.1845,1495.613,NaN,11.6428,0.39,4.1,1.46
SKQ202010S,TSG,2020-07-02T18:27:00Z,-149.3573,60.0232,294.22,13.7055,3.5351,29.1587,1495.649,NaN,11.9211,0.39,4.11,1.47
SKQ202010S,TSG,2020-07-02T18:28:00Z,-149.3573,60.0232,294.2,13.7261,3.5373,29.1632,1495.723,NaN,11.4663,0.39,4.1,1.46
SKQ202010S,TSG,2020-07-02T18:29:00Z,-149.3573,60.0232,293.78,13.4805,3.5865,29.8052,1495.659,NaN,11.3246,0.39,4.12,1.49
SKQ202010S,TSG,2020-07-02T18:30:00Z,-149.3573,60.0232,294.22,13.1904,3.6066,30.2193,1495.175,NaN,11.2793,0.39,4.12,1.72
SKQ202010S,TSG,2020-07-02T18:31:00Z,-149.3573,60.0232,294.23,13.1994,3.5874,30.0331,1494.986,NaN,11.3624,0.39,4.11,1.88
SKQ202010S,TSG,2020-07-02T18:32:00Z,-149.3573,60.0232,294.14,12.9664,3.606,30.3921,1494.625,NaN,11.2963,0.38,4.09,1.88
SKQ202010S,TSG,2020-07-02T18:33:00Z,-149.3573,60.0232,294.17,12.8046,3.6084,30.5447,1494.259,NaN,11.3262,0.38,4.08,1.99
SKQ202010S,TSG,2020-07-02T18:34:00Z,-149.3573,60.0232,294.13,12.7253,3.6053,30.5798,1494.032,NaN,11.2804,0.39,4.08,2.07
SKQ202010S,TSG,2020-07-02T18:35:00Z,-149.3573,60.0232,294.2,12.7359,3.6014,30.5346,1494.014,NaN,11.2458,0.38,4.07,2.11
SKQ202010S,TSG,2020-07-02T18:36:00Z,-149.3573,60.0232,293.94,12.69,3.6004,30.5625,1493.891,NaN,11.2457,0.38,4.08,2.12
SKQ202010S,TSG,2020-07-02T18:37:00Z,-149.3573,60.0232,294.23,12.6854,3.5946,30.5121,1493.816,NaN,11.3126,0.38,4.06,2.12
SKQ202010S,TSG,2020-07-02T18:38:00Z,-149.3573,60.0232,294.23,12.6564,3.5983,30.5704,1493.786,NaN,11.2779,0.38,4.07,2.1
SKQ202010S,TSG,2020-07-02T18:39:00Z,-149.3573,60.0232,293.9,12.6193,3.5993,30.6096,1493.707,NaN,11.3268,0.39,4.07,2.09
SKQ202010S,TSG,2020-07-02T18:40:00Z,-149.3573,60.0232,294.01,12.6112,3.5952,30.5779,1493.641,NaN,11.4284,0.38,4.04,2.1
SKQ202010S,TSG,2020-07-02T18:41:00Z,-149.3573,60.0232,294.09,12.6416,3.5954,30.5544,1493.717,NaN,11.5099,0.38,4.04,2.13
SKQ202010S,TSG,2020-07-02T18:42:00Z,-149.3573,60.0232,294.02,12.6293,3.5974,30.5833,1493.709,NaN,11.4551,0.38,4.05,2.12
SKQ202010S,TSG,2020-07-02T18:43:00Z,-149.3573,60.0232,294.04,12.6605,3.5957,30.5418,1493.766,NaN,11.4046,0.38,4.04,2.11
SKQ202010S,TSG,2020-07-02T18:44:00Z,-149.3573,60.0232,293.95,12.7247,3.5945,30.479,1493.91,NaN,11.4543,0.38,4.04,2.08
SKQ202010S,TSG,2020-07-02T18:45:00Z,-149.3573,60.0232,294.36,12.7847,3.5931,30.417,1494.04,NaN,11.5355,0.38,4.05,2.06
SKQ202010S,TSG,2020-07-02T18:46:00Z,-149.3573,60.0232,294.36,12.7737,3.5977,30.4693,1494.065,NaN,11.4242,0.38,4.01,2.02
SKQ202010S,TSG,2020-07-02T18:47:00Z,-149.3573,60.0232,294.27,12.7518,3.5992,30.5014,1494.029,NaN,11.3564,0.38,4.01,2.03
SKQ202010S,TSG,2020-07-02T18:48:00Z,-149.3573,60.0232,294.12,12.7795,3.5952,30.4411,1494.051,NaN,11.3861,0.38,3.99,2.05
SKQ202010S,TSG,2020-07-02T18:49:00Z,-149.3573,60.0232,294.31,12.8188,3.5936,30.3951,1494.13,NaN,11.7084,0.38,4.02,2.05
SKQ202010S,TSG,2020-07-02T18:50:00Z,-149.3573,60.0232,293.95,12.7762,3.5994,30.4836,1494.09,NaN,11.7537,0.37,3.97,2.03
SKQ202010S,TSG,2020-07-02T18:51:00Z,-149.3573,60.0232,294.22,12.7312,3.5999,30.5241,1493.986,1.234,11.3936,0.37,3.96,2.06
SKQ202010S,TSG,2020-07-02T18:52:00Z,-149.3573,60.0232,295.68,12.7431,3.5943,30.4622,1493.953,1.156,11.3929,0.38,3.97,2.11
SKQ202010S,TSG,2020-07-02T18:53:00Z,-149.3572,60.0232,294.84,12.9275,3.568,30.0683,1494.111,1.077,11.3923,0.37,3.95,2.11
SKQ202010S,TSG,2020-07-02T18:54:00Z,-149.3572,60.0232,293.78,12.975,3.584,30.1798,1494.404,0.999,11.5524,0.37,3.94,2.0
SKQ202010S,TSG,2020-07-02T18:55:00Z,-149.3572,60.0232,294.2,12.8282,3.5996,30.4433,1494.219,0.92,11.7436,0.37,3.92,1.91
SKQ202010S,TSG,2020-07-02T18:56:00Z,-149.3572,60.0232,294.23,12.7734,3.6021,30.5113,1494.114,0.828,12.0765,0.37,3.93,1.99
SKQ202010S,TSG,2020-07-02T18:57:00Z,-149.3572,60.0232,294.03,12.7678,3.5984,30.4812,1494.059,0.79,12.307,0.37,3.91,2.06
SKQ202010S,TSG,2020-07-02T18:58:00Z,-149.3572,60.0232,294.08,12.8549,3.582,30.2572,1494.089,0.786,12.329,0.37,3.89,2.08
SKQ202010S,TSG,2020-07-02T18:59:00Z,-149.3572,60.0232,293.89,12.9956,3.5686,30.0196,1494.284,0.805,12.4134,0.37,3.89,2.05
SKQ202010S,TSG,2020-07-02T19:00:00Z,-149.3572,60.0232,293.92,13.2226,3.5472,29.6423,1494.603,0.84,12.526,0.37,3.87,1.97
SKQ202010S,TSG,2020-07-02T19:01:00Z,-149.3572,60.0232,293.9,13.4307,3.5396,29.4104,1495.028,0.793,12.5575,0.37,3.91,1.83
SKQ202010S,TSG,2020-07-02T19:02:00Z,-149.3572,60.0232,294.04,13.5264,3.5416,29.3549,1495.282,0.778,12.5348,0.37,3.9,1.68
SKQ202010S,TSG,2020-07-02T19:03:00Z,-149.3572,60.0232,294.02,13.614,3.5388,29.263,1495.466,0.786,12.1331,0.37,3.89,1.6
SKQ202010S,TSG,2020-07-02T19:04:00Z,-149.3572,60.0232,293.93,13.7133,3.5355,29.1564,1495.672,0.814,12.1568,0.37,3.9,1.56
SKQ202010S,TSG,2020-07-02T19:05:00Z,-149.3572,60.0232,293.91,13.7718,3.5372,29.1281,1495.833,0.857,12.1542,0.36,3.88,1.49
SKQ202010S,TSG,2020-07-02T19:06:00Z,-149.3572,60.0232,293.93,13.7674,3.5477,29.2269,1495.934,0.825,12.1468,0.36,3.86,1.45
SKQ202010S,TSG,2020-07-02T19:07:00Z,-149.3572,60.0232,293.9,13.5851,3.57,29.5714,1495.733,0.81,12.0695,0.36,3.87,1.43
SKQ202010S,TSG,2020-07-02T19:08:00Z,-149.3572,60.0232,293.97,13.514,3.5694,29.6204,1495.553,0.809,12.1738,0.36,3.87,1.49
SKQ202010S,TSG,2020-07-02T19:09:00Z,-149.3572,60.0232,293.95,13.4999,3.5651,29.592,1495.473,0.819,12.2318,0.35,3.66,1.61
SKQ202010S,TSG,2020-07-02T19:10:00Z,-149.3572,60.0232,294.03,13.4988,3.5657,29.5988,1495.477,0.839,12.3941,0.33,3.46,1.64
SKQ202010S,TSG,2020-07-02T19:11:00Z,-149.3572,60.0232,293.98,13.4609,3.5711,29.6778,1495.444,0.879,12.5892,0.37,3.96,1.66
SKQ202010S,TSG,2020-07-02T19:12:00Z,-149.3572,60.0232,293.96,13.508,3.5635,29.5715,1495.476,0.909,12.5004,0.37,3.95,1.68
SKQ202010S,TSG,2020-07-02T19:13:00Z,-149.3572,60.0232,293.93,13.6341,3.5654,29.491,1495.801,0.929,12.5353,0.37,3.95,1.68
SKQ202010S,TSG,2020-07-02T19:14:00Z,-149.3572,60.0232,294.0,13.9145,3.5598,29.2257,1496.42,0.941,12.5272,0.37,3.95,1.63
SKQ202010S,TSG,2020-07-02T19:15:00Z,-149.3572,60.0232,294.0,14.0333,3.5668,29.1995,1496.782,0.946,12.6121,0.38,3.98,1.56
SKQ202010S,TSG,2020-07-02T19:16:00Z,-149.3572,60.0232,294.04,14.0492,3.5708,29.2231,1496.862,0.949,12.5885,0.38,3.95,1.47
SKQ202010S,TSG,2020-07-02T19:17:00Z,-149.3572,60.0232,293.99,14.1131,3.5748,29.2111,1497.058,0.954,12.437,0.37,3.95,1.44
SKQ202010S,TSG,2020-07-02T19:18:00Z,-149.3572,60.0232,293.97,14.4576,3.5958,29.1411,1498.105,0.961,12.4479,0.37,3.95,1.42
SKQ202010S,TSG,2020-07-02T19:19:00Z,-149.3572,60.0232,294.13,14.3346,3.5836,29.124,1497.683,0.97,12.4636,0.37,3.94,1.45
SKQ202010S,TSG,2020-07-02T19:20:00Z,-149.3572,60.0232,294.01,14.1785,3.5845,29.25,1497.319,0.981,12.4802,0.37,3.95,1.46
SKQ202010S,TSG,2020-07-02T19:21:00Z,-149.3572,60.0232,294.63,14.0857,3.5864,29.3376,1497.116,0.949,12.5037,0.37,3.94,1.41
SKQ202010S,TSG,2020-07-02T19:22:00Z,-149.3572,60.0232,294.86,14.077,3.5835,29.3173,1497.063,0.92,12.492,0.38,3.96,1.42
SKQ202010S,TSG,2020-07-02T19:23:00Z,-149.3572,60.0232,294.02,14.0777,3.5829,29.3115,1497.059,0.892,12.3584,0.37,3.95,1.45
SKQ202010S,TSG,2020-07-02T19:24:00Z,-149.3572,60.0232,294.21,14.0792,3.583,29.3116,1497.064,0.865,12.2692,0.37,3.95,1.44
SKQ202010S,TSG,2020-07-02T19:25:00Z,-149.3572,60.0232,294.08,14.113,3.5798,29.2572,1497.112,0.841,12.3861,0.37,3.96,1.43
SKQ202010S,TSG,2020-07-02T19:26:00Z,-149.3572,60.0232,293.99,14.0531,3.5899,29.3943,1497.075,0.84,12.2887,0.37,3.95,1.42
SKQ202010S,TSG,2020-07-02T19:27:00Z,-149.3572,60.0232,294.03,13.9924,3.594,29.4777,1496.973,0.835,12.2212,0.38,3.98,1.41
SKQ202010S,TSG,2020-07-02T19:28:00Z,-149.3572,60.0232,294.27,13.9528,3.5939,29.507,1496.876,0.828,12.2511,0.37,3.96,1.43
SKQ202010S,TSG,2020-07-02T19:29:00Z,-149.3572,60.0232,294.03,13.9722,3.593,29.484,1496.913,0.818,12.3291,0.36,3.82,1.45
SKQ202010S,TSG,2020-07-02T19:30:00Z,-149.3572,60.0232,294.08,13.9436,3.5996,29.5664,1496.915,0.806,12.4852,0.22,2.31,1.56
SKQ202010S,TSG,2020-07-02T19:31:00Z,-149.3572,60.0232,294.12,13.876,3.5965,29.5898,1496.72,0.795,12.4921,0.32,3.32,1.52
SKQ202010S,TSG,2020-07-02T19:32:00Z,-149.3572,60.0232,294.15,13.8296,3.5765,29.4426,1496.393,0.777,12.3944,0.4,4.22,1.46
SKQ202010S,TSG,2020-07-02T19:33:00Z,-149.3572,60.0232,294.21,13.6102,3.5455,29.3267,1495.528,0.759,12.1106,0.4,4.21,1.44
SKQ202010S,TSG,2020-07-02T19:34:00Z,-149.3572,60.0232,294.21,13.4766,3.5429,29.4057,1495.176,0.741,12.385,0.4,4.2,1.48
SKQ202010S,TSG,2020-07-02T19:35:00Z,-149.3572,60.0232,294.36,13.2094,3.5554,29.7284,1494.661,0.725,12.2542,0.4,4.19,1.57
SKQ202010S,TSG,2020-07-02T19:36:00Z,-149.3572,60.0232,294.23,13.3238,3.5399,29.4961,1494.771,0.716,11.8527,0.4,4.22,1.46
SKQ202010S,TSG,2020-07-02T19:37:00Z,-149.3572,60.0232,294.31,13.325,3.5467,29.5583,1494.848,0.703,11.5283,0.4,4.26,1.53
SKQ202010S,TSG,2020-07-02T19:38:00Z,-149.3572,60.0232,294.0,13.0124,3.5675,29.9966,1494.313,0.688,11.4288,0.4,4.24,1.68
SKQ202010S,TSG,2020-07-02T19:39:00Z,-149.3572,60.0232,294.04,12.7013,3.5802,30.3637,1493.694,0.674,11.4475,0.4,4.23,1.78
SKQ202010S,TSG,2020-07-02T19:40:00Z,-149.3572,60.0232,294.03,12.5414,3.5812,30.5016,1493.313,0.661,11.6109,0.4,4.21,1.81
SKQ202010S,TSG,2020-07-02T19:41:00Z,-149.3572,60.0232,294.08,12.5084,3.5764,30.4827,1493.178,0.648,11.6682,0.4,4.2,1.79
SKQ202010S,TSG,2020-07-02T19:42:00Z,-149.3572,60.0232,294.13,12.5764,3.5663,30.3326,1493.232,0.638,11.6806,0.4,4.22,1.73
SKQ202010S,TSG,2020-07-02T19:43:00Z,-149.3572,60.0232,294.18,12.678,3.5631,30.2212,1493.446,0.63,11.9636,0.4,4.21,1.71
SKQ202010S,TSG,2020-07-02T19:44:00Z,-149.3572,60.0232,294.05,12.6578,3.5623,30.2297,1493.387,0.625,11.8903,0.4,4.21,1.69
SKQ202010S,TSG,2020-07-02T19:45:00Z,-149.3572,60.0232,294.04,12.861,3.5497,29.949,1493.745,0.621,11.8195,0.4,4.19,1.59
SKQ202010S,TSG,2020-07-02T19:46:00Z,-149.3572,60.0232,294.47,12.898,3.5552,29.9713,1493.897,0.635,12.1183,0.39,4.17,1.62
SKQ202010S,TSG,2020-07-02T19:47:00Z,-149.3572,60.0232,294.26,12.8156,3.5601,30.0827,1493.749,0.653,12.4009,0.39,4.18,1.65
SKQ202010S,TSG,2020-07-02T19:48:00Z,-149.3572,60.0232,294.14,12.9812,3.546,29.8196,1493.999,0.675,12.3961,0.39,4.19,1.53
SKQ202010S,TSG,2020-07-02T19:49:00Z,-149.3572,60.0232,294.26,13.2638,3.5351,29.4981,1494.572,0.701,12.3765,0.39,4.17,1.42
SKQ202010S,TSG,2020-07-02T19:50:00Z,-149.3572,60.0232,294.21,13.3225,3.5386,29.4853,1494.754,0.731,12.4461,0.39,4.14,1.41
SKQ202010S,TSG,2020-07-02T19:51:00Z,-149.3572,60.0232,294.21,13.335,3.542,29.5063,1494.821,0.722,12.1967,0.39,4.13,1.42
SKQ202010S,TSG,2020-07-02T19:52:00Z,-149.3572,60.0232,294.23,13.3676,3.5403,29.4661,1494.882,0.716,12.3618,0.39,4.12,1.4
SKQ202010S,TSG,2020-07-02T19:53:00Z,-149.3572,60.0232,294.72,13.2874,3.5541,29.6558,1494.836,0.71,12.4759,0.39,4.14,1.5
SKQ202010S,TSG,2020-07-02T19:54:00Z,-149.3572,60.0233,295.32,13.2545,3.547,29.6156,1494.679,0.706,11.784,0.39,4.16,1.44
SKQ202010S,TSG,2020-07-02T19:55:00Z,-149.3572,60.0233,295.28,13.4184,3.5421,29.443,1495.025,0.702,11.4769,0.39,4.17,1.4
SKQ202010S,TSG,2020-07-02T19:56:00Z,-149.3573,60.0234,294.7,13.0447,3.576,30.0506,1494.485,0.692,11.4488,0.39,4.17,1.68
SKQ202010S,TSG,2020-07-02T19:57:00Z,-149.3574,60.0234,295.05,12.6229,3.5834,30.4569,1493.538,0.685,11.4534,0.39,4.18,1.73
SKQ202010S,TSG,2020-07-02T19:58:00Z,-149.3575,60.0234,295.99,12.5273,3.58,30.5013,1493.265,0.684,11.3775,0.4,4.19,1.65
SKQ202010S,TSG,2020-07-02T19:59:00Z,-149.3575,60.0234,294.92,12.5025,3.5771,30.4941,1493.172,0.687,11.004,0.39,4.17,1.62
SKQ202010S,TSG,2020-07-02T20:00:00Z,-149.3575,60.0234,294.34,12.4584,3.5753,30.5129,1493.043,0.695,10.6428,0.4,4.19,1.7
SKQ202010S,TSG,2020-07-02T20:01:00Z,-149.3575,60.0234,296.44,12.189,3.5664,30.6483,1492.28,0.695,10.6775,0.39,4.17,2.13
SKQ202010S,TSG,2020-07-02T20:02:00Z,-149.3575,60.0234,296.16,11.8557,3.5413,30.6816,1491.169,0.696,10.9201,0.4,4.18,2.57
SKQ202010S,TSG,2020-07-02T20:03:00Z,-149.3575,60.0234,296.16,11.7557,3.5325,30.6794,1490.819,0.697,11.3082,0.39,4.18,2.57
SKQ202010S,TSG,2020-07-02T20:04:00Z,-149.3575,60.0234,296.22,11.8821,3.5386,30.6336,1491.203,0.698,11.3751,0.39,4.14,2.28
SKQ202010S,TSG,2020-07-02T20:05:00Z,-149.3575,60.0234,295.53,12.2058,3.5518,30.4951,1492.156,0.7,11.318,0.39,4.14,1.96
SKQ202010S,TSG,2020-07-02T20:06:00Z,-149.3575,60.0229,295.78,12.3279,3.56,30.4739,1492.55,0.699,11.3569,0.39,4.15,1.88
SKQ202010S,TSG,2020-07-02T20:07:00Z,-149.3575,60.0218,294.71,12.3243,3.5675,30.5481,1492.626,0.698,11.6029,0.39,4.13,1.91
