Cruise,Type,Date_Time_[UTC],Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bottom_Depth_[m],Temperature_[C],Conductivity_[S/m],Salinity_[psu],Sound_Speed_[m/s],Nitrate_[uM],Temperature_UNCSW_[C],Flow_Speed_[m/s],Volume_Flow_[l/min],Chlorophyll_a_[ug/l]
SKQ202110S,TSG,2021-06-30T05:11:00Z,-148.7026,59.0096,235.63,10.8034,3.5516,31.6705,1488.663,2.266,10.5935,0.37,3.92,5.79
SKQ202110S,TSG,2021-06-30T05:12:00Z,-148.7018,59.0084,236.91,10.7957,3.5509,31.6704,1488.635,2.256,10.6089,0.37,3.9,6.25
SKQ202110S,TSG,2021-06-30T05:13:00Z,-148.7009,59.0072,238.69,10.8139,3.5533,31.6782,1488.709,2.252,10.6243,0.37,3.89,6.48
SKQ202110S,TSG,2021-06-30T05:14:00Z,-148.7,59.006,238.25,10.8244,3.555,31.6856,1488.755,2.251,10.6232,0.37,3.92,6.58
SKQ202110S,TSG,2021-06-30T05:15:00Z,-148.6992,59.0047,239.1,10.8253,3.5551,31.6861,1488.759,2.256,10.6358,0.37,3.91,6.73
SKQ202110S,TSG,2021-06-30T05:16:00Z,-148.6983,59.0035,238.54,10.836,3.5568,31.6934,1488.806,2.264,10.6478,0.37,3.92,6.59
SKQ202110S,TSG,2021-06-30T05:17:00Z,-148.6975,59.0023,240.1,10.8473,3.5586,31.7021,1488.857,2.276,10.6551,0.37,3.93,6.62
SKQ202110S,TSG,2021-06-30T05:18:00Z,-148.6966,59.0011,239.71,10.8551,3.5597,31.7061,1488.889,2.287,10.6647,0.37,3.85,6.88
SKQ202110S,TSG,2021-06-30T05:19:00Z,-148.6958,58.9998,239.9,10.8633,3.5606,31.7081,1488.92,2.299,10.6759,0.37,3.91,7.15
SKQ202110S,TSG,2021-06-30T05:20:00Z,-148.695,58.9986,240.43,10.8749,3.5615,31.707,1488.96,2.31,10.6848,0.37,3.94,7.01
SKQ202110S,TSG,2021-06-30T05:21:00Z,-148.6942,58.9973,241.41,10.8844,3.5623,31.7063,1488.993,2.313,10.6894,0.37,3.9,6.64
SKQ202110S,TSG,2021-06-30T05:22:00Z,-148.6933,58.9961,241.39,10.89,3.5629,31.7074,1489.014,2.327,10.6922,0.37,3.9,6.66
SKQ202110S,TSG,2021-06-30T05:23:00Z,-148.6924,58.9948,241.8,10.8897,3.563,31.7087,1489.015,2.339,10.6932,0.37,3.89,7.09
SKQ202110S,TSG,2021-06-30T05:24:00Z,-148.6914,58.9935,243.15,10.8915,3.5634,31.711,1489.024,2.349,10.6942,0.37,3.88,7.8
SKQ202110S,TSG,2021-06-30T05:25:00Z,-148.6905,58.9922,242.16,10.894,3.5637,31.7119,1489.034,2.356,10.6982,0.37,3.89,8.13
SKQ202110S,TSG,2021-06-30T05:26:00Z,-148.6896,58.991,241.26,10.897,3.5644,31.7161,1489.05,2.363,10.6942,0.37,3.89,8.36
SKQ202110S,TSG,2021-06-30T05:27:00Z,-148.6887,58.9897,240.57,10.8947,3.5649,31.723,1489.049,2.37,10.6885,0.36,3.84,8.66
SKQ202110S,TSG,2021-06-30T05:28:00Z,-148.6877,58.9884,240.54,10.8871,3.5647,31.7279,1489.029,2.376,10.6898,0.37,3.88,8.75
SKQ202110S,TSG,2021-06-30T05:29:00Z,-148.6869,58.9871,240.98,10.888,3.5653,31.7333,1489.038,2.383,10.6818,0.37,3.87,8.85
SKQ202110S,TSG,2021-06-30T05:30:00Z,-148.686,58.9858,240.64,10.8817,3.5654,31.7393,1489.023,2.39,10.6799,0.36,3.84,8.96
SKQ202110S,TSG,2021-06-30T05:31:00Z,-148.6851,58.9846,240.26,10.8796,3.5656,31.7432,1489.02,2.386,10.6897,0.36,3.83,8.92
SKQ202110S,TSG,2021-06-30T05:32:00Z,-148.6842,58.9833,240.82,10.8897,3.5673,31.751,1489.065,2.403,10.6881,0.37,3.91,8.97
SKQ202110S,TSG,2021-06-30T05:33:00Z,-148.6833,58.982,240.83,10.8877,3.5674,31.7538,1489.062,2.421,10.7065,0.36,3.88,9.0
SKQ202110S,TSG,2021-06-30T05:34:00Z,-148.6824,58.9807,241.39,10.905,3.5693,31.7579,1489.128,2.441,10.7171,0.37,3.89,8.99
SKQ202110S,TSG,2021-06-30T05:35:00Z,-148.6814,58.9794,242.08,10.9164,3.5706,31.7607,1489.172,2.461,10.7294,0.36,3.86,8.95
SKQ202110S,TSG,2021-06-30T05:36:00Z,-148.6804,58.9781,241.67,10.9304,3.5724,31.7665,1489.228,2.476,10.7567,0.36,3.87,8.84
SKQ202110S,TSG,2021-06-30T05:37:00Z,-148.6795,58.9768,242.42,10.9542,3.5755,31.7763,1489.324,2.487,10.7778,0.37,3.91,8.81
SKQ202110S,TSG,2021-06-30T05:38:00Z,-148.6786,58.9755,243.26,10.975,3.5782,31.7851,1489.408,2.502,10.7982,0.37,3.89,8.79
SKQ202110S,TSG,2021-06-30T05:39:00Z,-148.6778,58.9742,244.24,10.9945,3.5807,31.7927,1489.487,2.522,10.8174,0.37,3.89,8.68
SKQ202110S,TSG,2021-06-30T05:40:00Z,-148.6769,58.9729,246.04,11.0145,3.5832,31.7999,1489.566,2.546,10.842,0.37,3.89,8.67
SKQ202110S,TSG,2021-06-30T05:41:00Z,-148.6761,58.9716,246.84,11.0384,3.5862,31.8095,1489.662,2.571,10.8799,0.36,3.87,8.59
SKQ202110S,TSG,2021-06-30T05:42:00Z,-148.6752,58.9702,248.52,11.0763,3.5907,31.8208,1489.809,2.587,10.9099,0.37,3.9,8.49
SKQ202110S,TSG,2021-06-30T05:43:00Z,-148.6742,58.9689,248.91,11.1026,3.5941,31.831,1489.914,2.604,10.9382,0.38,4.01,8.42
SKQ202110S,TSG,2021-06-30T05:44:00Z,-148.6732,58.9675,250.45,11.136,3.5978,31.8385,1490.041,2.622,10.964,0.38,4.04,8.39
SKQ202110S,TSG,2021-06-30T05:45:00Z,-148.6721,58.9662,252.48,11.1621,3.6015,31.8523,1490.149,2.641,10.9745,0.38,4.07,8.49
SKQ202110S,TSG,2021-06-30T05:46:00Z,-148.6708,58.9649,254.29,11.1748,3.6042,31.8677,1490.212,2.666,10.9744,0.39,4.07,8.6
SKQ202110S,TSG,2021-06-30T05:47:00Z,-148.6693,58.9637,255.41,11.1731,3.6053,31.8804,1490.222,2.676,10.9517,0.38,4.05,8.77
SKQ202110S,TSG,2021-06-30T05:48:00Z,-148.6675,58.9626,256.44,11.1525,3.6045,31.8901,1490.161,2.687,10.9385,0.38,4.08,8.93
SKQ202110S,TSG,2021-06-30T05:49:00Z,-148.6657,58.9614,256.46,11.1422,3.604,31.8949,1490.13,2.699,10.9386,0.39,4.09,9.13
SKQ202110S,TSG,2021-06-30T05:50:00Z,-148.664,58.9603,256.67,11.1428,3.6038,31.8917,1490.128,2.713,10.948,0.39,4.09,9.04
SKQ202110S,TSG,2021-06-30T05:51:00Z,-148.6625,58.9591,256.43,11.1528,3.6048,31.893,1490.166,2.706,10.9437,0.38,3.99,8.97
SKQ202110S,TSG,2021-06-30T05:52:00Z,-148.661,58.9578,256.92,11.1408,3.6042,31.8975,1490.128,2.71,10.9312,0.36,3.87,9.06
SKQ202110S,TSG,2021-06-30T05:53:00Z,-148.6595,58.9566,256.23,11.1316,3.6039,31.9028,1490.102,2.715,10.9326,0.37,3.89,9.19
SKQ202110S,TSG,2021-06-30T05:54:00Z,-148.6579,58.9554,257.17,11.1295,3.6037,31.9026,1490.095,2.722,10.943,0.37,3.91,9.2
SKQ202110S,TSG,2021-06-30T05:55:00Z,-148.6564,58.9542,257.96,11.1423,3.6048,31.9019,1490.139,2.73,10.9491,0.37,3.89,9.14
SKQ202110S,TSG,2021-06-30T05:56:00Z,-148.6548,58.9529,256.93,11.1451,3.6054,31.9057,1490.154,2.731,10.9478,0.37,3.93,9.21
SKQ202110S,TSG,2021-06-30T05:57:00Z,-148.6533,58.9517,257.35,11.1453,3.6055,31.9067,1490.155,2.738,10.9525,0.36,3.87,9.25
SKQ202110S,TSG,2021-06-30T05:58:00Z,-148.6517,58.9504,257.11,11.1484,3.606,31.9082,1490.168,2.744,10.9479,0.36,3.88,9.34
SKQ202110S,TSG,2021-06-30T05:59:00Z,-148.6502,58.9491,257.22,11.1447,3.606,31.9121,1490.16,2.748,10.9448,0.37,3.87,9.44
SKQ202110S,TSG,2021-06-30T06:00:00Z,-148.6486,58.9479,257.57,11.1422,3.6062,31.9159,1490.155,2.752,10.935,0.37,3.92,9.55
SKQ202110S,TSG,2021-06-30T06:01:00Z,-148.6471,58.9467,258.08,11.1362,3.6058,31.9171,1490.136,2.759,10.9307,0.36,3.84,9.58
SKQ202110S,TSG,2021-06-30T06:02:00Z,-148.6456,58.9454,257.85,11.1281,3.6053,31.9196,1490.11,2.764,10.9316,0.37,3.89,9.62
SKQ202110S,TSG,2021-06-30T06:03:00Z,-148.6441,58.9442,258.06,11.1323,3.6058,31.9211,1490.127,2.769,10.9339,0.36,3.86,9.64
SKQ202110S,TSG,2021-06-30T06:04:00Z,-148.6426,58.943,257.86,11.129,3.6059,31.9244,1490.119,2.773,10.9278,0.37,3.9,9.68
SKQ202110S,TSG,2021-06-30T06:05:00Z,-148.641,58.9418,257.24,11.1252,3.606,31.929,1490.112,2.776,10.9206,0.36,3.91,9.73
SKQ202110S,TSG,2021-06-30T06:06:00Z,-148.6396,58.9405,256.78,11.1162,3.6057,31.934,1490.086,2.785,10.9049,0.37,3.9,9.86
SKQ202110S,TSG,2021-06-30T06:07:00Z,-148.6382,58.9393,257.03,11.1037,3.6049,31.9364,1490.045,2.796,10.901,0.37,3.93,9.91
SKQ202110S,TSG,2021-06-30T06:08:00Z,-148.6368,58.938,255.27,11.0986,3.6044,31.9362,1490.026,2.805,10.8961,0.37,3.94,9.93
SKQ202110S,TSG,2021-06-30T06:09:00Z,-148.6353,58.9367,256.02,11.0932,3.6041,31.9382,1490.01,2.812,10.8906,0.37,3.88,9.93
SKQ202110S,TSG,2021-06-30T06:10:00Z,-148.6339,58.9354,255.06,11.0875,3.604,31.9421,1489.994,2.819,10.8808,0.37,3.87,9.96
SKQ202110S,TSG,2021-06-30T06:11:00Z,-148.6326,58.9341,254.84,11.0808,3.6039,31.9467,1489.976,2.83,10.8843,0.37,3.91,10.0
SKQ202110S,TSG,2021-06-30T06:12:00Z,-148.6312,58.9329,254.87,11.0854,3.6044,31.9479,1489.994,2.835,10.8948,0.37,3.91,10.07
SKQ202110S,TSG,2021-06-30T06:13:00Z,-148.6299,58.9316,254.57,11.0942,3.6056,31.9522,1490.03,2.836,10.8898,0.37,3.89,10.15
SKQ202110S,TSG,2021-06-30T06:14:00Z,-148.6286,58.9303,254.9,11.0861,3.6053,31.9562,1490.006,2.833,10.8689,0.37,3.92,10.18
SKQ202110S,TSG,2021-06-30T06:15:00Z,-148.6272,58.929,255.38,11.069,3.6046,31.9638,1489.955,2.827,10.856,0.37,3.92,10.14
SKQ202110S,TSG,2021-06-30T06:16:00Z,-148.6259,58.9277,255.16,11.0554,3.6043,31.9724,1489.918,2.826,10.837,0.37,3.92,10.08
SKQ202110S,TSG,2021-06-30T06:17:00Z,-148.6245,58.9264,255.01,11.0357,3.6032,31.9794,1489.857,2.836,10.8184,0.36,3.87,10.01
SKQ202110S,TSG,2021-06-30T06:18:00Z,-148.6232,58.9251,255.66,11.0199,3.6023,31.9841,1489.807,2.845,10.8265,0.37,3.93,9.9
SKQ202110S,TSG,2021-06-30T06:19:00Z,-148.6218,58.9238,255.76,11.0251,3.6031,31.9873,1489.829,2.854,10.8299,0.37,3.92,9.87
SKQ202110S,TSG,2021-06-30T06:20:00Z,-148.6205,58.9225,255.81,11.0303,3.6039,31.9903,1489.851,2.862,10.8272,0.37,3.89,9.84
SKQ202110S,TSG,2021-06-30T06:21:00Z,-148.6191,58.9212,255.87,11.0253,3.6037,31.9931,1489.836,2.864,10.8174,0.37,3.94,9.79
SKQ202110S,TSG,2021-06-30T06:22:00Z,-148.6178,58.92,255.8,11.0173,3.6033,31.9958,1489.812,2.859,10.8015,0.37,3.9,9.76
SKQ202110S,TSG,2021-06-30T06:23:00Z,-148.6164,58.9187,255.88,11.0016,3.6019,31.9962,1489.756,2.855,10.7925,0.37,3.89,9.84
SKQ202110S,TSG,2021-06-30T06:24:00Z,-148.615,58.9175,255.51,10.9932,3.6008,31.9928,1489.723,2.853,10.7815,0.37,3.89,10.0
SKQ202110S,TSG,2021-06-30T06:25:00Z,-148.6137,58.9162,254.73,10.9823,3.5995,31.9891,1489.68,2.851,10.7723,0.37,3.91,10.08
SKQ202110S,TSG,2021-06-30T06:26:00Z,-148.6123,58.9149,255.69,10.9712,3.5982,31.9859,1489.637,2.851,10.7683,0.37,3.87,10.14
SKQ202110S,TSG,2021-06-30T06:27:00Z,-148.6109,58.9137,254.76,10.9693,3.5978,31.9836,1489.627,2.85,10.7643,0.37,3.89,10.15
SKQ202110S,TSG,2021-06-30T06:28:00Z,-148.6095,58.9124,254.8,10.9639,3.5971,31.981,1489.606,2.852,10.7602,0.37,3.93,10.1
SKQ202110S,TSG,2021-06-30T06:29:00Z,-148.6081,58.9112,255.95,10.9597,3.5964,31.9782,1489.587,2.855,10.7525,0.36,3.88,10.04
SKQ202110S,TSG,2021-06-30T06:30:00Z,-148.6067,58.9099,255.38,10.9529,3.5955,31.975,1489.559,2.861,10.7442,0.36,3.87,9.97
SKQ202110S,TSG,2021-06-30T06:31:00Z,-148.6054,58.9087,255.14,10.9451,3.5946,31.9732,1489.529,2.868,10.7334,0.37,3.93,9.92
SKQ202110S,TSG,2021-06-30T06:32:00Z,-148.604,58.9074,255.74,10.9332,3.5936,31.9734,1489.487,2.872,10.7309,0.37,3.9,9.84
SKQ202110S,TSG,2021-06-30T06:33:00Z,-148.6027,58.9062,255.66,10.9312,3.5934,31.973,1489.48,2.876,10.7337,0.37,3.94,9.81
SKQ202110S,TSG,2021-06-30T06:34:00Z,-148.6014,58.9049,256.04,10.9357,3.5936,31.9719,1489.495,2.879,10.7324,0.37,3.92,9.77
SKQ202110S,TSG,2021-06-30T06:35:00Z,-148.6,58.9037,257.52,10.9317,3.5931,31.9699,1489.478,2.883,10.7301,0.37,3.91,9.8
SKQ202110S,TSG,2021-06-30T06:36:00Z,-148.5987,58.9023,257.47,10.9298,3.5929,31.9695,1489.471,2.898,10.73,0.37,3.92,9.77
SKQ202110S,TSG,2021-06-30T06:37:00Z,-148.5973,58.901,258.87,10.9288,3.5929,31.9703,1489.468,2.914,10.7281,0.37,3.9,9.76
SKQ202110S,TSG,2021-06-30T06:38:00Z,-148.5959,58.8996,258.59,10.9258,3.5928,31.972,1489.46,2.924,10.7204,0.37,3.94,9.75
SKQ202110S,TSG,2021-06-30T06:39:00Z,-148.5945,58.8983,261.56,10.9198,3.5924,31.9735,1489.44,2.926,10.7167,0.36,3.88,9.72
SKQ202110S,TSG,2021-06-30T06:40:00Z,-148.5931,58.8969,262.88,10.9163,3.5924,31.9766,1489.432,2.921,10.7202,0.37,3.91,9.68
SKQ202110S,TSG,2021-06-30T06:41:00Z,-148.5917,58.8956,265.13,10.9196,3.5931,31.9808,1489.449,2.918,10.7126,0.36,3.84,9.62
SKQ202110S,TSG,2021-06-30T06:42:00Z,-148.5902,58.8942,267.97,10.9072,3.5929,31.989,1489.414,2.924,10.6833,0.36,3.8,9.54
SKQ202110S,TSG,2021-06-30T06:43:00Z,-148.5887,58.893,271.67,10.8858,3.5921,32.0,1489.352,2.928,10.6796,0.36,3.81,9.37
SKQ202110S,TSG,2021-06-30T06:44:00Z,-148.5873,58.8917,273.7,10.8766,3.5911,31.9984,1489.317,2.932,10.6451,0.36,3.81,9.32
SKQ202110S,TSG,2021-06-30T06:45:00Z,-148.5858,58.8904,276.66,10.8427,3.5881,31.9985,1489.198,2.934,10.6415,0.36,3.85,9.15
SKQ202110S,TSG,2021-06-30T06:46:00Z,-148.5844,58.8891,279.99,10.8427,3.5884,32.0016,1489.201,2.93,10.6497,0.36,3.84,8.98
SKQ202110S,TSG,2021-06-30T06:47:00Z,-148.5829,58.8878,282.62,10.8464,3.589,32.0037,1489.217,2.939,10.6519,0.36,3.8,8.92
SKQ202110S,TSG,2021-06-30T06:48:00Z,-148.5814,58.8865,284.99,10.8492,3.5893,32.0042,1489.227,2.945,10.6392,0.36,3.82,8.91
SKQ202110S,TSG,2021-06-30T06:49:00Z,-148.5799,58.8852,287.96,10.835,3.5882,32.0055,1489.179,2.948,10.6203,0.36,3.81,8.93
SKQ202110S,TSG,2021-06-30T06:50:00Z,-148.5785,58.8839,291.46,10.8188,3.5869,32.007,1489.123,2.949,10.6102,0.36,3.82,8.92
SKQ202110S,TSG,2021-06-30T06:51:00Z,-148.577,58.8825,293.43,10.8083,3.5859,32.0065,1489.085,2.946,10.5988,0.36,3.81,8.94
SKQ202110S,TSG,2021-06-30T06:52:00Z,-148.5756,58.8812,293.09,10.7995,3.5853,32.0082,1489.056,2.947,10.5816,0.36,3.84,8.94
SKQ202110S,TSG,2021-06-30T06:53:00Z,-148.5741,58.8799,293.42,10.7806,3.5839,32.011,1488.992,2.949,10.5695,0.36,3.85,8.86
SKQ202110S,TSG,2021-06-30T06:54:00Z,-148.5726,58.8786,293.42,10.7708,3.5832,32.0127,1488.959,2.952,10.5513,0.37,3.9,8.82
SKQ202110S,TSG,2021-06-30T06:55:00Z,-148.5712,58.8773,293.75,10.7539,3.5819,32.0144,1488.902,2.957,10.5372,0.37,3.93,8.79
SKQ202110S,TSG,2021-06-30T06:56:00Z,-148.5697,58.8759,294.27,10.7412,3.581,32.0159,1488.858,2.97,10.5343,0.36,3.86,8.78
SKQ202110S,TSG,2021-06-30T06:57:00Z,-148.5682,58.8745,296.07,10.7375,3.5807,32.0167,1488.846,2.98,10.5374,0.36,3.81,8.76
SKQ202110S,TSG,2021-06-30T06:58:00Z,-148.5668,58.8732,297.63,10.7372,3.5807,32.0173,1488.846,2.985,10.5423,0.36,3.79,8.77
SKQ202110S,TSG,2021-06-30T06:59:00Z,-148.5654,58.8718,299.17,10.7422,3.5812,32.0179,1488.864,2.986,10.5477,0.36,3.77,8.76
SKQ202110S,TSG,2021-06-30T07:00:00Z,-148.5639,58.8704,300.77,10.7457,3.5817,32.0197,1488.879,2.982,10.5552,0.36,3.82,8.75
SKQ202110S,TSG,2021-06-30T07:01:00Z,-148.5624,58.8691,301.73,10.7549,3.5828,32.0227,1488.915,2.966,10.5655,0.36,3.83,8.71
SKQ202110S,TSG,2021-06-30T07:02:00Z,-148.5609,58.8677,302.15,10.7622,3.5839,32.0269,1488.946,2.961,10.5739,0.36,3.83,8.67
SKQ202110S,TSG,2021-06-30T07:03:00Z,-148.5594,58.8663,301.3,10.7727,3.5852,32.0301,1488.987,2.961,10.5954,0.36,3.82,8.65
SKQ202110S,TSG,2021-06-30T07:04:00Z,-148.5578,58.865,298.91,10.7946,3.587,32.0292,1489.064,2.965,10.614,0.37,3.91,8.7
SKQ202110S,TSG,2021-06-30T07:05:00Z,-148.5563,58.8636,297.82,10.8095,3.5879,32.0255,1489.112,2.972,10.6157,0.37,3.9,8.82
SKQ202110S,TSG,2021-06-30T07:06:00Z,-148.5548,58.8623,295.54,10.8156,3.5884,32.0248,1489.133,2.982,10.6226,0.37,3.87,8.84
SKQ202110S,TSG,2021-06-30T07:07:00Z,-148.5535,58.8609,293.66,10.8218,3.5887,32.0218,1489.152,2.986,10.6384,0.37,3.89,8.95
SKQ202110S,TSG,2021-06-30T07:08:00Z,-148.5522,58.8595,289.1,10.8358,3.5896,32.0189,1489.198,2.987,10.652,0.37,3.95,9.09
SKQ202110S,TSG,2021-06-30T07:09:00Z,-148.5508,58.8581,284.69,10.8502,3.5906,32.0161,1489.245,2.987,10.657,0.37,3.91,9.26
SKQ202110S,TSG,2021-06-30T07:10:00Z,-148.5495,58.8568,283.92,10.8543,3.5906,32.0121,1489.255,2.985,10.6653,0.37,3.92,9.39
SKQ202110S,TSG,2021-06-30T07:11:00Z,-148.5481,58.8554,284.37,10.8615,3.591,32.0106,1489.279,2.978,10.6713,0.37,3.9,9.48
SKQ202110S,TSG,2021-06-30T07:12:00Z,-148.5469,58.854,286.28,10.8693,3.5918,32.0111,1489.307,2.971,10.6814,0.37,3.92,9.5
SKQ202110S,TSG,2021-06-30T07:13:00Z,-148.5458,58.8526,287.58,10.8783,3.5927,32.0127,1489.341,2.966,10.6919,0.37,3.95,9.5
SKQ202110S,TSG,2021-06-30T07:14:00Z,-148.5446,58.8512,288.83,10.8897,3.5937,32.0122,1489.38,2.961,10.6979,0.37,3.91,9.55
SKQ202110S,TSG,2021-06-30T07:15:00Z,-148.5435,58.8498,290.49,10.8947,3.594,32.0111,1489.397,2.958,10.6975,0.37,3.9,9.62
SKQ202110S,TSG,2021-06-30T07:16:00Z,-148.5425,58.8484,291.71,10.8936,3.5939,32.0106,1489.392,2.955,10.681,0.37,3.91,9.65
SKQ202110S,TSG,2021-06-30T07:17:00Z,-148.5415,58.847,292.9,10.8777,3.592,32.0063,1489.331,2.951,10.654,0.37,3.92,9.73
SKQ202110S,TSG,2021-06-30T07:18:00Z,-148.5405,58.8456,292.3,10.8506,3.589,32.0006,1489.228,2.947,10.6011,0.37,3.92,9.76
SKQ202110S,TSG,2021-06-30T07:19:00Z,-148.5395,58.8442,291.65,10.7999,3.5834,31.989,1489.034,2.944,10.5331,0.37,3.89,9.73
SKQ202110S,TSG,2021-06-30T07:20:00Z,-148.5384,58.8428,290.41,10.7338,3.5764,31.9769,1488.785,2.94,10.4741,0.37,3.9,9.63
SKQ202110S,TSG,2021-06-30T07:21:00Z,-148.5374,58.8413,291.4,10.6806,3.571,31.9703,1488.588,2.932,10.4521,0.37,3.87,9.5
SKQ202110S,TSG,2021-06-30T07:22:00Z,-148.5363,58.8399,294.41,10.6584,3.569,31.97,1488.508,2.932,10.4158,0.37,3.92,9.47
SKQ202110S,TSG,2021-06-30T07:23:00Z,-148.5353,58.8385,295.4,10.6206,3.5653,31.9654,1488.368,2.928,10.3853,0.37,3.89,9.37
SKQ202110S,TSG,2021-06-30T07:24:00Z,-148.5342,58.837,295.65,10.5925,3.5626,31.9632,1488.266,2.921,10.3822,0.37,3.92,9.3
SKQ202110S,TSG,2021-06-30T07:25:00Z,-148.5332,58.8356,294.46,10.5888,3.562,31.9613,1488.25,2.911,10.3744,0.37,3.9,9.33
SKQ202110S,TSG,2021-06-30T07:26:00Z,-148.5322,58.8341,291.31,10.579,3.5612,31.9617,1488.215,2.904,10.3696,0.37,3.89,9.34
SKQ202110S,TSG,2021-06-30T07:27:00Z,-148.5312,58.8327,290.12,10.5733,3.5609,31.9633,1488.197,2.895,10.3695,0.37,3.9,9.3
SKQ202110S,TSG,2021-06-30T07:28:00Z,-148.5302,58.8313,291.3,10.572,3.561,31.9656,1488.195,2.89,10.3599,0.37,3.9,9.2
SKQ202110S,TSG,2021-06-30T07:29:00Z,-148.5291,58.8299,291.23,10.5635,3.5606,31.9686,1488.168,2.888,10.3392,0.37,3.89,9.09
SKQ202110S,TSG,2021-06-30T07:30:00Z,-148.528,58.8285,290.11,10.5412,3.5589,31.9719,1488.093,2.89,10.3076,0.37,3.93,8.96
SKQ202110S,TSG,2021-06-30T07:31:00Z,-148.5269,58.8271,289.54,10.512,3.5564,31.9726,1487.989,2.89,10.295,0.37,3.88,8.84
SKQ202110S,TSG,2021-06-30T07:32:00Z,-148.5259,58.8257,289.4,10.4998,3.555,31.9694,1487.942,2.872,10.2981,0.37,3.93,8.87
SKQ202110S,TSG,2021-06-30T07:33:00Z,-148.5249,58.8243,290.93,10.5013,3.555,31.9681,1487.946,2.852,10.313,0.37,3.93,8.9
SKQ202110S,TSG,2021-06-30T07:34:00Z,-148.5239,58.8228,291.88,10.5164,3.5562,31.9668,1487.998,2.831,10.3303,0.37,3.91,8.95
SKQ202110S,TSG,2021-06-30T07:35:00Z,-148.523,58.8214,293.01,10.5324,3.5575,31.9652,1488.053,2.808,10.3445,0.37,3.92,9.03
SKQ202110S,TSG,2021-06-30T07:36:00Z,-148.522,58.8199,293.98,10.5452,3.5584,31.9636,1488.097,2.791,10.3523,0.37,3.91,9.09
SKQ202110S,TSG,2021-06-30T07:37:00Z,-148.5211,58.8184,294.8,10.552,3.5587,31.9601,1488.117,2.794,10.3593,0.37,3.86,9.19
SKQ202110S,TSG,2021-06-30T07:38:00Z,-148.5202,58.817,295.03,10.5599,3.559,31.9562,1488.14,2.797,10.363,0.37,3.91,9.28
SKQ202110S,TSG,2021-06-30T07:39:00Z,-148.5193,58.8155,296.08,10.564,3.559,31.953,1488.151,2.8,10.3647,0.37,3.91,9.34
SKQ202110S,TSG,2021-06-30T07:40:00Z,-148.5185,58.8141,296.32,10.567,3.5588,31.9483,1488.156,2.803,10.3667,0.37,3.91,9.43
SKQ202110S,TSG,2021-06-30T07:41:00Z,-148.5177,58.8126,296.53,10.567,3.5583,31.9432,1488.15,2.806,10.368,0.37,3.9,9.51
SKQ202110S,TSG,2021-06-30T07:42:00Z,-148.5168,58.8111,297.04,10.5682,3.5578,31.9367,1488.146,2.807,10.3708,0.37,3.92,9.61
SKQ202110S,TSG,2021-06-30T07:43:00Z,-148.5161,58.8096,293.52,10.5735,3.5576,31.9305,1488.158,2.807,10.381,0.37,3.88,9.68
SKQ202110S,TSG,2021-06-30T07:44:00Z,-148.5153,58.8081,290.64,10.581,3.5578,31.9253,1488.179,2.808,10.3919,0.37,3.92,9.74
SKQ202110S,TSG,2021-06-30T07:45:00Z,-148.5146,58.8066,289.8,10.5903,3.5582,31.9221,1488.208,2.809,10.4039,0.37,3.9,9.78
SKQ202110S,TSG,2021-06-30T07:46:00Z,-148.5138,58.805,290.86,10.6041,3.5592,31.9196,1488.254,2.803,10.4173,0.37,3.89,9.81
SKQ202110S,TSG,2021-06-30T07:47:00Z,-148.513,58.8035,291.29,10.6187,3.5603,31.9174,1488.303,2.807,10.4235,0.37,3.91,9.82
SKQ202110S,TSG,2021-06-30T07:48:00Z,-148.5122,58.802,293.77,10.6232,3.5608,31.9185,1488.321,2.809,10.4304,0.37,3.93,9.85
SKQ202110S,TSG,2021-06-30T07:49:00Z,-148.5114,58.8006,294.51,10.63,3.5615,31.9199,1488.347,2.81,10.438,0.37,3.9,9.86
SKQ202110S,TSG,2021-06-30T07:50:00Z,-148.5106,58.7992,294.89,10.6364,3.5622,31.9208,1488.37,2.81,10.4443,0.37,3.87,9.86
SKQ202110S,TSG,2021-06-30T07:51:00Z,-148.5097,58.7977,292.44,10.6429,3.5629,31.9223,1488.395,2.803,10.4664,0.36,3.87,9.87
SKQ202110S,TSG,2021-06-30T07:52:00Z,-148.5088,58.7963,289.52,10.6663,3.5652,31.9247,1488.482,2.805,10.4996,0.37,3.92,9.97
SKQ202110S,TSG,2021-06-30T07:53:00Z,-148.508,58.7949,287.5,10.6963,3.5681,31.9271,1488.592,2.804,10.5325,0.37,3.92,10.05
SKQ202110S,TSG,2021-06-30T07:54:00Z,-148.5072,58.7934,287.52,10.7305,3.5713,31.9292,1488.716,2.8,10.5618,0.37,3.91,10.11
SKQ202110S,TSG,2021-06-30T07:55:00Z,-148.5063,58.792,289.07,10.7564,3.5738,31.9317,1488.81,2.793,10.5812,0.37,3.91,10.18
SKQ202110S,TSG,2021-06-30T07:56:00Z,-148.5055,58.7906,287.83,10.775,3.5755,31.9322,1488.877,2.791,10.5803,0.38,3.98,10.23
SKQ202110S,TSG,2021-06-30T07:57:00Z,-148.5046,58.7891,284.93,10.7776,3.5757,31.9322,1488.887,2.782,10.5771,0.38,4.06,10.2
