Cruise,Type,Date_Time_[UTC],Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bottom_Depth_[m],Temperature_[C],Conductivity_[S/m],Salinity_[psu],Sound_Speed_[m/s],Nitrate_[uM],Temperature_UNCSW_[C],Flow_Speed_[m/s],Volume_Flow_[l/min],Chlorophyll_a_[ug/l]
SKQ202106S,TSG,2021-04-23T04:01:00Z,-149.3683,60.0347,292.07,6.1991,3.0982,31.0181,1470.515,NaN,5.5011,0.38,4.01,14.43
SKQ202106S,TSG,2021-04-23T04:02:00Z,-149.3663,60.0329,291.7,6.2282,3.0964,30.9718,1470.573,NaN,5.4513,0.37,3.97,15.09
SKQ202106S,TSG,2021-04-23T04:03:00Z,-149.3647,60.0314,291.65,6.1875,3.0958,31.0029,1470.449,NaN,5.4467,0.37,3.94,16.6
SKQ202106S,TSG,2021-04-23T04:04:00Z,-149.3632,60.03,291.93,6.1039,3.0934,31.0527,1470.178,NaN,5.4056,0.37,3.94,18.49
SKQ202106S,TSG,2021-04-23T04:05:00Z,-149.3618,60.0288,291.85,6.0809,3.0931,31.0695,1470.108,NaN,5.4136,0.37,3.97,19.0
SKQ202106S,TSG,2021-04-23T04:06:00Z,-149.3608,60.0278,292.17,6.052,3.0919,31.0832,1470.009,NaN,5.443,0.38,3.99,19.54
SKQ202106S,TSG,2021-04-23T04:07:00Z,-149.3601,60.0269,292.05,6.0276,3.0908,31.0927,1469.923,NaN,5.4422,0.37,3.96,19.87
SKQ202106S,TSG,2021-04-23T04:08:00Z,-149.3596,60.0263,292.83,6.0434,3.092,31.0923,1469.986,NaN,5.4498,0.37,3.95,19.11
SKQ202106S,TSG,2021-04-23T04:09:00Z,-149.3592,60.0259,292.8,6.0508,3.0929,31.0951,1470.019,NaN,5.4923,0.38,3.97,18.5
SKQ202106S,TSG,2021-04-23T04:10:00Z,-149.3591,60.0257,293.46,6.053,3.0931,31.0956,1470.029,NaN,5.5394,0.37,3.97,17.95
SKQ202106S,TSG,2021-04-23T04:11:00Z,-149.3589,60.0256,293.2,6.0628,3.0918,31.0725,1470.039,NaN,5.5898,0.37,3.93,17.7
SKQ202106S,TSG,2021-04-23T04:12:00Z,-149.3588,60.0255,293.33,6.1138,3.0912,31.0182,1470.174,NaN,5.5326,0.37,3.95,16.45
SKQ202106S,TSG,2021-04-23T04:13:00Z,-149.3586,60.0254,294.07,6.1458,3.0904,30.9802,1470.255,NaN,5.5074,0.37,3.95,16.01
SKQ202106S,TSG,2021-04-23T04:14:00Z,-149.3585,60.0254,294.26,6.1534,3.0903,30.973,1470.276,NaN,5.5088,0.38,3.99,16.23
SKQ202106S,TSG,2021-04-23T04:15:00Z,-149.3584,60.0255,294.42,6.1207,3.0909,31.0094,1470.191,NaN,5.4592,0.37,3.94,16.41
SKQ202106S,TSG,2021-04-23T04:16:00Z,-149.3583,60.0255,293.48,6.1038,3.0916,31.0319,1470.151,NaN,5.3598,0.37,3.94,16.43
SKQ202106S,TSG,2021-04-23T04:17:00Z,-149.3583,60.0255,294.61,6.0964,3.0914,31.0374,1470.129,NaN,5.476,0.38,3.99,16.61
SKQ202106S,TSG,2021-04-23T04:18:00Z,-149.3583,60.0255,293.42,6.0213,3.0894,31.0837,1469.887,NaN,5.9951,0.37,3.94,17.4
SKQ202106S,TSG,2021-04-23T04:19:00Z,-149.3583,60.0255,292.73,5.9981,3.0866,31.0737,1469.781,NaN,6.1777,0.37,3.98,17.37
SKQ202106S,TSG,2021-04-23T04:20:00Z,-149.3584,60.0255,293.89,6.2732,3.0808,30.7585,1470.483,NaN,6.1934,0.37,3.93,15.86
SKQ202106S,TSG,2021-04-23T04:21:00Z,-149.3584,60.0255,293.41,6.5853,3.0814,30.4856,1471.381,NaN,6.1909,0.37,3.95,14.37
SKQ202106S,TSG,2021-04-23T04:22:00Z,-149.3584,60.0254,293.85,6.6893,3.0855,30.4368,1471.731,NaN,6.1785,0.37,3.97,14.15
SKQ202106S,TSG,2021-04-23T04:23:00Z,-149.3584,60.0255,293.12,6.7172,3.088,30.44,1471.845,NaN,6.1686,0.37,3.94,14.18
SKQ202106S,TSG,2021-04-23T04:24:00Z,-149.3583,60.0255,292.8,6.698,3.0873,30.4496,1471.781,NaN,5.89,0.37,3.89,14.35
SKQ202106S,TSG,2021-04-23T04:25:00Z,-149.3582,60.0256,292.53,6.6239,3.0835,30.4742,1471.519,NaN,5.5173,0.37,3.9,15.67
SKQ202106S,TSG,2021-04-23T04:26:00Z,-149.3582,60.0256,293.06,6.378,3.0904,30.7698,1470.915,NaN,5.344,0.37,3.92,16.71
SKQ202106S,TSG,2021-04-23T04:27:00Z,-149.3582,60.0256,292.35,6.0651,3.0875,31.0219,1469.984,NaN,5.623,0.37,3.9,17.36
SKQ202106S,TSG,2021-04-23T04:28:00Z,-149.3583,60.0255,292.71,5.8991,3.0791,31.0813,1469.394,NaN,5.8546,0.37,3.92,18.15
SKQ202106S,TSG,2021-04-23T04:29:00Z,-149.3583,60.0255,292.35,6.0889,3.0758,30.8703,1469.889,NaN,5.8622,0.36,3.87,17.12
SKQ202106S,TSG,2021-04-23T04:30:00Z,-149.3582,60.0256,292.3,6.2812,3.077,30.7096,1470.454,NaN,5.741,0.36,3.89,15.93
SKQ202106S,TSG,2021-04-23T04:31:00Z,-149.3581,60.0256,292.72,6.311,3.0782,30.6957,1470.556,NaN,5.3193,0.37,3.92,15.9
SKQ202106S,TSG,2021-04-23T04:32:00Z,-149.3581,60.0256,293.52,6.2588,3.0816,30.7812,1470.455,NaN,5.2045,0.37,3.92,16.09
SKQ202106S,TSG,2021-04-23T04:33:00Z,-149.3581,60.0256,292.79,5.9553,3.081,31.0505,1469.58,NaN,5.2587,0.37,3.91,15.95
SKQ202106S,TSG,2021-04-23T04:34:00Z,-149.3582,60.0256,292.39,5.7678,3.074,31.1448,1468.945,NaN,5.7032,0.37,3.9,15.7
SKQ202106S,TSG,2021-04-23T04:35:00Z,-149.3583,60.0255,292.5,5.7805,3.0711,31.1003,1468.94,NaN,5.8829,0.38,4.02,16.86
SKQ202106S,TSG,2021-04-23T04:36:00Z,-149.3584,60.0255,293.18,6.0933,3.07,30.803,1469.821,NaN,5.9955,0.38,4.02,16.5
SKQ202106S,TSG,2021-04-23T04:37:00Z,-149.3584,60.0254,294.68,6.3095,3.0751,30.663,1470.509,NaN,6.0281,0.38,3.99,15.65
SKQ202106S,TSG,2021-04-23T04:38:00Z,-149.3585,60.0254,293.37,6.4155,3.0766,30.5841,1470.831,NaN,6.0926,0.38,4.02,15.31
SKQ202106S,TSG,2021-04-23T04:39:00Z,-149.3584,60.0254,294.26,6.457,3.0768,30.5494,1470.952,NaN,6.0617,0.38,4.01,15.38
SKQ202106S,TSG,2021-04-23T04:40:00Z,-149.3584,60.0255,293.22,6.5213,3.0779,30.5035,1471.15,NaN,6.0074,0.38,4.03,15.02
SKQ202106S,TSG,2021-04-23T04:41:00Z,-149.3584,60.0255,293.92,6.5324,3.0808,30.5254,1471.221,NaN,5.6407,0.38,3.98,15.0
SKQ202106S,TSG,2021-04-23T04:42:00Z,-149.3584,60.0255,293.12,6.4789,3.0839,30.6074,1471.112,NaN,5.3494,0.38,4.0,15.34
SKQ202106S,TSG,2021-04-23T04:43:00Z,-149.3583,60.0255,293.52,6.1777,3.0858,30.9005,1470.281,NaN,5.2426,0.38,4.0,16.99
SKQ202106S,TSG,2021-04-23T04:44:00Z,-149.3583,60.0255,293.1,5.905,3.0789,31.073,1469.407,NaN,5.1885,0.38,3.99,18.79
SKQ202106S,TSG,2021-04-23T04:45:00Z,-149.3582,60.0256,292.51,5.8039,3.0741,31.1124,1469.05,NaN,5.1318,0.38,3.99,19.19
SKQ202106S,TSG,2021-04-23T04:46:00Z,-149.3582,60.0256,292.91,5.7426,3.0715,31.1399,1468.837,NaN,5.1126,0.37,3.96,18.59
SKQ202106S,TSG,2021-04-23T04:47:00Z,-149.3581,60.0256,293.0,5.6504,3.0663,31.1668,1468.499,NaN,5.0884,0.37,3.9,18.74
SKQ202106S,TSG,2021-04-23T04:48:00Z,-149.358,60.0257,293.31,5.6012,3.063,31.1756,1468.311,NaN,5.0827,0.37,3.97,18.85
SKQ202106S,TSG,2021-04-23T04:49:00Z,-149.358,60.0257,293.23,5.5601,3.0613,31.1946,1468.169,NaN,5.0839,0.37,3.94,20.13
SKQ202106S,TSG,2021-04-23T04:50:00Z,-149.3579,60.0258,293.72,5.5484,3.0606,31.1971,1468.125,NaN,5.0793,0.37,3.96,19.18
SKQ202106S,TSG,2021-04-23T04:51:00Z,-149.3579,60.0258,294.97,5.5424,3.0602,31.1986,1468.102,NaN,5.0887,0.37,3.92,18.77
SKQ202106S,TSG,2021-04-23T04:52:00Z,-149.3578,60.0258,293.07,5.5367,3.06,31.2017,1468.083,NaN,5.1157,0.37,3.93,19.63
SKQ202106S,TSG,2021-04-23T04:53:00Z,-149.3578,60.0258,293.51,5.5419,3.0597,31.1931,1468.093,NaN,5.3591,0.37,3.9,17.84
SKQ202106S,TSG,2021-04-23T04:54:00Z,-149.3578,60.0258,293.06,5.577,3.0597,31.1607,1468.194,NaN,5.7769,0.37,3.95,16.79
SKQ202106S,TSG,2021-04-23T04:55:00Z,-149.3578,60.0258,292.85,5.8185,3.0613,30.9562,1468.911,NaN,5.8745,0.37,3.89,16.91
SKQ202106S,TSG,2021-04-23T04:56:00Z,-149.3577,60.0259,292.48,6.1591,3.0661,30.6996,1469.954,NaN,5.6903,0.37,3.93,16.56
SKQ202106S,TSG,2021-04-23T04:57:00Z,-149.3577,60.0259,292.6,6.227,3.0719,30.702,1470.229,NaN,5.4156,0.37,3.98,16.6
SKQ202106S,TSG,2021-04-23T04:58:00Z,-149.3576,60.0259,293.59,6.076,3.0751,30.8744,1469.842,NaN,5.3975,0.37,3.91,17.13
SKQ202106S,TSG,2021-04-23T04:59:00Z,-149.3576,60.026,292.57,5.8771,3.0713,31.0145,1469.22,NaN,5.2097,0.37,3.92,17.2
SKQ202106S,TSG,2021-04-23T05:00:00Z,-149.3575,60.026,293.16,5.8189,3.069,31.0416,1469.021,NaN,5.2429,0.37,3.95,17.06
SKQ202106S,TSG,2021-04-23T05:01:00Z,-149.3575,60.026,294.53,5.6781,3.0657,31.1345,1468.57,NaN,5.3109,0.37,3.95,16.91
SKQ202106S,TSG,2021-04-23T05:02:00Z,-149.3574,60.026,294.4,5.7165,3.0636,31.0756,1468.651,NaN,5.3319,0.37,3.91,16.78
SKQ202106S,TSG,2021-04-23T05:03:00Z,-149.3574,60.026,293.64,5.7466,3.0649,31.062,1468.755,NaN,5.5651,0.38,4.0,16.51
SKQ202106S,TSG,2021-04-23T05:04:00Z,-149.3574,60.026,294.92,5.7931,3.0654,31.0255,1468.897,NaN,5.7764,0.37,3.94,16.42
SKQ202106S,TSG,2021-04-23T05:05:00Z,-149.3574,60.026,294.53,5.9885,3.0691,30.8877,1469.508,NaN,5.9524,0.37,3.95,15.98
SKQ202106S,TSG,2021-04-23T05:06:00Z,-149.3574,60.026,294.3,6.1817,3.072,30.7447,1470.101,NaN,6.0569,0.37,3.98,15.69
SKQ202106S,TSG,2021-04-23T05:07:00Z,-149.3575,60.026,294.93,6.3471,3.0746,30.6242,1470.61,NaN,6.0098,0.38,3.98,15.52
SKQ202106S,TSG,2021-04-23T05:08:00Z,-149.3575,60.026,293.16,6.438,3.0779,30.5784,1470.913,NaN,5.9595,0.37,3.95,15.27
SKQ202106S,TSG,2021-04-23T05:09:00Z,-149.3576,60.026,292.67,6.4023,3.0795,30.6283,1470.834,NaN,6.0251,0.37,3.95,15.65
SKQ202106S,TSG,2021-04-23T05:10:00Z,-149.3576,60.0259,293.18,6.381,3.0793,30.6447,1470.77,NaN,6.0897,0.37,3.94,15.64
SKQ202106S,TSG,2021-04-23T05:11:00Z,-149.3576,60.0259,293.37,6.4365,3.0804,30.6072,1470.943,NaN,6.1481,0.37,3.96,15.55
SKQ202106S,TSG,2021-04-23T05:12:00Z,-149.3577,60.0259,293.1,6.5002,3.082,30.5672,1471.146,NaN,6.2301,0.38,4.0,15.51
SKQ202106S,TSG,2021-04-23T05:13:00Z,-149.3577,60.0259,292.69,6.5561,3.0836,30.5349,1471.327,NaN,6.2284,0.37,3.96,15.35
SKQ202106S,TSG,2021-04-23T05:14:00Z,-149.3578,60.0258,292.88,6.6251,3.0851,30.4901,1471.544,NaN,6.2532,0.37,3.94,15.08
SKQ202106S,TSG,2021-04-23T05:15:00Z,-149.3578,60.0258,294.39,6.6356,3.0858,30.4883,1471.583,NaN,6.2613,0.38,3.99,15.16
SKQ202106S,TSG,2021-04-23T05:16:00Z,-149.3579,60.0258,293.94,6.6566,3.0854,30.4654,1471.638,NaN,6.2857,0.37,3.93,15.07
SKQ202106S,TSG,2021-04-23T05:17:00Z,-149.358,60.0257,293.8,6.673,3.0854,30.4502,1471.683,NaN,6.3058,0.38,3.99,15.04
SKQ202106S,TSG,2021-04-23T05:18:00Z,-149.3581,60.0257,293.21,6.6965,3.0853,30.4289,1471.749,NaN,6.3148,0.37,3.98,15.01
SKQ202106S,TSG,2021-04-23T05:19:00Z,-149.3581,60.0256,293.07,6.7151,3.0851,30.4104,1471.8,NaN,6.3265,0.38,3.96,15.01
SKQ202106S,TSG,2021-04-23T05:20:00Z,-149.3583,60.0255,292.76,6.7268,3.0851,30.3998,1471.833,NaN,6.3349,0.37,3.94,15.07
SKQ202106S,TSG,2021-04-23T05:21:00Z,-149.3584,60.0255,294.07,6.7386,3.0848,30.386,1471.862,NaN,6.3434,0.37,3.94,14.99
SKQ202106S,TSG,2021-04-23T05:22:00Z,-149.3585,60.0254,295.07,6.749,3.0845,30.3734,1471.887,NaN,6.3463,0.37,3.96,14.89
SKQ202106S,TSG,2021-04-23T05:23:00Z,-149.3585,60.0254,294.55,6.7573,3.0839,30.3599,1471.903,NaN,6.3467,0.38,3.98,14.9
SKQ202106S,TSG,2021-04-23T05:24:00Z,-149.3586,60.0253,294.19,6.7612,3.0838,30.3544,1471.912,NaN,6.3467,0.37,3.97,14.93
SKQ202106S,TSG,2021-04-23T05:25:00Z,-149.3586,60.0253,292.87,6.7637,3.0834,30.348,1471.913,NaN,6.3469,0.38,3.99,15.0
SKQ202106S,TSG,2021-04-23T05:26:00Z,-149.3586,60.0253,292.88,6.7641,3.0829,30.3425,1471.908,NaN,6.3477,0.37,3.96,14.96
SKQ202106S,TSG,2021-04-23T05:27:00Z,-149.3586,60.0254,294.81,6.7656,3.0827,30.3391,1471.91,NaN,6.3497,0.38,4.02,14.94
SKQ202106S,TSG,2021-04-23T05:28:00Z,-149.3585,60.0254,294.96,6.7669,3.0824,30.335,1471.91,NaN,6.3091,0.37,3.97,14.9
SKQ202106S,TSG,2021-04-23T05:29:00Z,-149.3584,60.0255,294.0,6.768,3.0825,30.3348,1471.914,NaN,5.7278,0.37,3.97,14.83
SKQ202106S,TSG,2021-04-23T05:30:00Z,-149.3583,60.0255,293.51,6.6898,3.0869,30.4526,1471.753,NaN,5.3782,0.38,3.98,15.27
SKQ202106S,TSG,2021-04-23T05:31:00Z,-149.3582,60.0255,293.01,6.1809,3.0885,30.9281,1470.328,NaN,5.2996,0.37,3.93,16.97
SKQ202106S,TSG,2021-04-23T05:32:00Z,-149.3582,60.0256,292.84,5.9041,3.078,31.0641,1469.392,NaN,5.2607,0.37,3.94,17.37
SKQ202106S,TSG,2021-04-23T05:33:00Z,-149.3582,60.0256,293.31,5.8088,3.0725,31.0904,1469.042,NaN,5.2403,0.37,3.93,17.38
SKQ202106S,TSG,2021-04-23T05:34:00Z,-149.3581,60.0256,293.79,5.7566,3.069,31.0994,1468.843,NaN,5.3047,0.37,3.95,18.24
SKQ202106S,TSG,2021-04-23T05:35:00Z,-149.3581,60.0256,293.37,5.7316,3.0671,31.1014,1468.744,NaN,5.3501,0.37,3.95,17.79
SKQ202106S,TSG,2021-04-23T05:36:00Z,-149.358,60.0257,293.27,5.7768,3.0695,31.0864,1468.908,NaN,5.4111,0.37,3.92,17.49
SKQ202106S,TSG,2021-04-23T05:37:00Z,-149.358,60.0257,293.76,5.8131,3.0709,31.0682,1469.031,NaN,5.3564,0.37,3.95,17.51
SKQ202106S,TSG,2021-04-23T05:38:00Z,-149.3574,60.0256,293.68,5.8541,3.0722,31.0456,1469.167,NaN,5.2369,0.37,3.92,17.67
SKQ202106S,TSG,2021-04-23T05:39:00Z,-149.3566,60.0251,294.17,5.7923,3.0689,31.0651,1468.943,NaN,5.607,0.37,3.88,17.45
SKQ202106S,TSG,2021-04-23T05:40:00Z,-149.3566,60.024,293.57,5.7518,3.0667,31.0779,1468.796,NaN,5.9284,0.37,3.92,17.96
SKQ202106S,TSG,2021-04-23T05:41:00Z,-149.357,60.0225,293.98,6.0543,3.0743,30.886,1469.769,NaN,5.8473,0.37,3.91,18.38
SKQ202106S,TSG,2021-04-23T05:42:00Z,-149.3573,60.0205,293.75,6.2928,3.0806,30.7383,1470.537,NaN,5.8248,0.37,3.99,19.73
SKQ202106S,TSG,2021-04-23T05:43:00Z,-149.3574,60.0183,293.7,6.2548,3.0867,30.84,1470.513,NaN,5.7572,0.37,3.94,18.9
SKQ202106S,TSG,2021-04-23T05:44:00Z,-149.3576,60.0159,294.48,6.2388,3.0876,30.8649,1470.481,NaN,5.6882,0.38,3.97,17.85
SKQ202106S,TSG,2021-04-23T05:45:00Z,-149.3577,60.0134,293.55,6.1799,3.0892,30.9368,1470.336,NaN,5.7431,0.38,4.0,17.32
SKQ202106S,TSG,2021-04-23T05:46:00Z,-149.3579,60.0109,294.33,6.1318,3.0896,30.9843,1470.203,NaN,5.8188,0.38,4.0,17.07
SKQ202106S,TSG,2021-04-23T05:47:00Z,-149.3581,60.0083,294.31,6.1859,3.089,30.9282,1470.349,NaN,5.7828,0.37,3.95,16.96
SKQ202106S,TSG,2021-04-23T05:48:00Z,-149.3583,60.0057,294.31,6.2341,3.0895,30.8906,1470.494,NaN,5.7827,0.37,3.98,17.27
SKQ202106S,TSG,2021-04-23T05:49:00Z,-149.3585,60.0031,293.8,6.2138,3.0895,30.9084,1470.435,NaN,5.6933,0.38,3.98,17.85
SKQ202106S,TSG,2021-04-23T05:50:00Z,-149.3587,60.0005,293.97,6.2039,3.0902,30.925,1470.417,NaN,5.6813,0.37,3.96,17.84
SKQ202106S,TSG,2021-04-23T05:51:00Z,-149.3589,59.9977,294.55,6.1367,3.0898,30.9821,1470.22,NaN,5.6784,0.38,3.99,17.38
SKQ202106S,TSG,2021-04-23T05:52:00Z,-149.3591,59.995,294.74,6.1268,3.0888,30.9799,1470.178,NaN,5.6278,0.38,3.97,17.34
SKQ202106S,TSG,2021-04-23T05:53:00Z,-149.3593,59.9922,295.02,6.1148,3.0936,31.0448,1470.212,NaN,5.6263,0.38,3.98,17.56
SKQ202106S,TSG,2021-04-23T05:54:00Z,-149.3596,59.9894,295.38,6.0742,3.093,31.0744,1470.087,NaN,5.6241,0.38,3.99,18.3
SKQ202106S,TSG,2021-04-23T05:55:00Z,-149.3598,59.9866,297.14,6.0714,3.087,31.0105,1469.995,NaN,5.6453,0.38,3.99,18.41
SKQ202106S,TSG,2021-04-23T05:56:00Z,-149.36,59.9838,300.33,6.0666,3.0899,31.0478,1470.023,NaN,5.7167,0.38,4.0,17.2
SKQ202106S,TSG,2021-04-23T05:57:00Z,-149.3612,59.9811,291.43,6.0888,3.0967,31.1024,1470.181,NaN,5.7153,0.38,4.0,14.12
SKQ202106S,TSG,2021-04-23T05:58:00Z,-149.3631,59.9785,283.15,6.1467,3.1023,31.1122,1470.424,NaN,5.6233,0.38,3.99,12.75
SKQ202106S,TSG,2021-04-23T05:59:00Z,-149.365,59.9759,262.35,6.1359,3.1036,31.1363,1470.411,NaN,5.608,0.38,3.97,9.39
SKQ202106S,TSG,2021-04-23T06:00:00Z,-149.3669,59.9733,246.41,6.0676,3.0996,31.1546,1470.161,NaN,5.6443,0.38,4.03,6.75
SKQ202106S,TSG,2021-04-23T06:01:00Z,-149.3688,59.9706,207.05,6.0568,3.0985,31.152,1470.115,NaN,5.6529,0.38,4.01,4.55
SKQ202106S,TSG,2021-04-23T06:02:00Z,-149.3708,59.968,179.72,6.0834,3.102,31.166,1470.239,NaN,5.6365,0.38,3.98,3.77
SKQ202106S,TSG,2021-04-23T06:03:00Z,-149.3728,59.9653,175.99,6.0862,3.1053,31.2008,1470.294,NaN,5.6486,0.38,3.97,4.1
SKQ202106S,TSG,2021-04-23T06:04:00Z,-149.3747,59.9626,192.45,6.077,3.1058,31.214,1470.274,NaN,5.6443,0.37,3.95,3.51
SKQ202106S,TSG,2021-04-23T06:05:00Z,-149.3766,59.96,207.57,6.0853,3.1066,31.2163,1470.31,NaN,5.4993,0.38,4.02,4.72
SKQ202106S,TSG,2021-04-23T06:06:00Z,-149.3785,59.9574,216.33,6.067,3.1054,31.2194,1470.241,NaN,5.4721,0.38,4.0,6.19
SKQ202106S,TSG,2021-04-23T06:07:00Z,-149.3804,59.9547,220.5,5.9512,3.0973,31.2358,1469.797,NaN,5.5239,0.38,4.0,8.91
SKQ202106S,TSG,2021-04-23T06:08:00Z,-149.3823,59.9521,224.31,5.9297,3.0966,31.2474,1469.726,NaN,5.6212,0.38,3.99,11.48
SKQ202106S,TSG,2021-04-23T06:09:00Z,-149.3844,59.9495,227.45,5.9763,3.0998,31.2404,1469.903,NaN,5.652,0.38,3.98,13.14
SKQ202106S,TSG,2021-04-23T06:10:00Z,-149.3865,59.9469,232.05,6.0493,3.1044,31.225,1470.177,NaN,5.714,0.38,4.0,13.8
SKQ202106S,TSG,2021-04-23T06:11:00Z,-149.3885,59.9443,237.16,6.0855,3.1076,31.2268,1470.324,NaN,5.7078,0.38,3.99,13.04
SKQ202106S,TSG,2021-04-23T06:12:00Z,-149.3906,59.9417,241.98,6.1323,3.1113,31.2246,1470.508,NaN,5.6825,0.38,3.99,12.43
SKQ202106S,TSG,2021-04-23T06:13:00Z,-149.3927,59.9392,246.54,6.1336,3.1103,31.213,1470.499,NaN,5.5932,0.37,3.97,9.84
SKQ202106S,TSG,2021-04-23T06:14:00Z,-149.3949,59.9366,252.27,6.1034,3.1058,31.1906,1470.35,NaN,5.5318,0.37,3.97,6.98
SKQ202106S,TSG,2021-04-23T06:15:00Z,-149.397,59.934,259.93,6.0316,3.0986,31.1768,1470.045,NaN,5.492,0.37,3.97,4.67
SKQ202106S,TSG,2021-04-23T06:16:00Z,-149.3991,59.9314,258.8,5.9748,3.0942,31.1798,1469.822,NaN,5.4537,0.38,3.98,4.04
SKQ202106S,TSG,2021-04-23T06:17:00Z,-149.4013,59.9289,259.14,5.9408,3.0915,31.1804,1469.686,NaN,5.32,0.37,3.95,3.9
SKQ202106S,TSG,2021-04-23T06:18:00Z,-149.4034,59.9263,261.26,5.8861,3.0881,31.1931,1469.482,NaN,5.359,0.37,3.99,3.79
SKQ202106S,TSG,2021-04-23T06:19:00Z,-149.4055,59.9238,262.88,5.791,3.0822,31.2146,1469.127,NaN,5.4091,0.37,3.95,3.68
SKQ202106S,TSG,2021-04-23T06:20:00Z,-149.4076,59.9212,264.82,5.8184,3.0828,31.1968,1469.215,NaN,5.4065,0.37,3.97,3.25
SKQ202106S,TSG,2021-04-23T06:21:00Z,-149.4096,59.9186,265.45,5.8498,3.0846,31.1882,1469.33,NaN,5.3913,0.37,3.97,2.95
SKQ202106S,TSG,2021-04-23T06:22:00Z,-149.4117,59.916,265.52,5.8485,3.0845,31.1875,1469.324,NaN,5.4093,0.37,3.98,2.76
SKQ202106S,TSG,2021-04-23T06:23:00Z,-149.4137,59.9134,265.12,5.8366,3.083,31.1822,1469.27,NaN,5.4634,0.38,3.98,2.54
