Cruise,Station,Type,Date_Time,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bot. Depth [m],Cast_Number,Pressure_[dbar],Bottle_Number,Temperature_[C],Temperature2_[C],Conductivity_[S/m],Conductivity2_[S/m],Voltage0_[V],Voltage1_[V],Voltage2_[V],Voltage3_[V],Voltage4_[V],Voltage5_[V],Voltage6_[V],Voltage7_[V],Fluorescence_[mg/m3],BeamAttenuation_[1/m],BeamTransmission_[%],Oxygen_[umol/kg],PAR_[umol_photons/m2/sec],Altimeter_[m],SUNA,LISST,Salinity_[psu],Salinity2_[psu],Density_[kg/m3_sigmat],Density2_[kg/m3_sigmat]
TGX201909,IB0,B,2019-09-13T16:35:57,-148.3647,60.2633,328,9,9.92,12,11.1539,11.11,2.979,2.9719,2.432,0,0.0476,1.0809,2.4821,1.3318,4.9365,0.0083,0.0365,2.5687,52.6154,267.441,0.0004,98.73,8.1882,1.3318,25.8196,25.7831,19.6133,19.5921
TGX201909,IB0,B,2019-09-13T16:37:24,-148.3647,60.2633,328,9,2.01,13,7.7035,7.5487,2.4297,2.3843,2.3741,0,0.0525,1.2221,1.0809,1.3216,4.9382,3.5296,0.0487,5.8964,22.8997,288.715,309.0,98.76,9.3334,1.3216,22.7209,22.3547,17.6844,17.4156
TGX201909,IB1,B,2019-09-13T17:29:23,-148.3327,60.2425,146,10,138.74,1,6.4624,6.4755,3.1834,3.1855,1.8817,0,0.0366,2.5123,3.776,1.0761,0.0827,0.0098,0.0091,0.89,80.052,209.291,0.0,1.65,19.7967,1.0762,31.6527,31.663,24.8519,24.8584
TGX201909,IB1,B,2019-09-13T17:30:21,-148.3327,60.2425,146,10,125.81,2,6.525,6.5248,3.1889,3.1894,1.8916,0,0.0376,2.5545,3.9534,1.0766,0.7016,0.0098,0.0115,0.7062,83.8154,209.925,0.0,14.03,20.1391,1.0766,31.6609,31.6665,24.8505,24.8549
TGX201909,IB1,B,2019-09-13T17:31:24,-148.3327,60.2425,146,10,100.98,3,6.6484,6.646,3.1996,3.2,1.9177,0,0.036,2.63,4.1876,1.0763,1.9381,0.0095,0.0076,0.476,88.7815,212.673,0.0001,38.76,20.7518,1.0764,31.6756,31.6817,24.8464,24.8516
TGX201909,IB1,B,2019-09-13T17:32:28,-148.3327,60.2425,146,10,75.5,4,6.5652,6.5629,3.1876,3.1879,1.9316,0,0.037,2.5374,4.1834,1.1412,4.9377,0.0061,0.0101,0.4799,88.6932,214.644,0.0,98.75,20.0006,1.1412,31.6327,31.6384,24.8232,24.828
TGX201909,IB1,B,2019-09-13T17:33:29,-148.3327,60.2425,146,10,50.12,5,6.9837,6.9876,3.2135,3.2139,1.9531,0,0.0373,2.4964,4.135,1.0747,4.9377,0.0068,0.0107,0.5266,87.6654,214.892,0.0,98.75,19.668,1.0747,31.5419,31.5426,24.6979,24.6979
TGX201909,IB1,B,2019-09-13T17:34:25,-148.3327,60.2425,146,10,40.16,6,7.6598,7.6607,3.2397,3.2403,1.9902,0,0.0394,2.3858,4.1774,1.0741,4.9377,0.0065,0.016,0.4858,88.5643,216.689,0.0,98.75,18.7705,1.0741,31.2166,31.2223,24.3514,24.3558
TGX201909,IB1,B,2019-09-13T17:35:29,-148.3327,60.2425,146,10,29.95,7,8.4622,8.4288,3.2549,3.2551,2.0514,0,0.0398,2.1956,4.1706,1.0742,4.9377,0.0087,0.0169,0.4923,88.4195,222.127,0.0004,98.75,17.2286,1.0742,30.6724,30.7044,23.8112,23.8411
TGX201909,IB1,B,2019-09-13T17:36:18,-148.3327,60.2425,146,10,20.27,8,10.9622,10.9494,3.2156,3.2145,2.324,0,0.0439,1.3945,4.1696,1.0758,4.9377,0.0154,0.0271,0.4932,88.3999,249.921,0.0015,98.75,10.7313,1.0759,28.2368,28.2362,21.5213,21.5231
TGX201909,IB1,B,2019-09-13T17:37:21,-148.3327,60.2425,146,10,9.9,9,10.5966,10.6105,2.8952,2.8975,2.429,0,0.0486,1.1246,2.0612,1.3152,4.9378,0.2697,0.039,3.3125,43.6883,271.475,0.0758,98.75,8.5424,1.3152,25.4024,25.4154,19.3786,19.3865
TGX201909,IB1,B,2019-09-13T17:38:35,-148.3327,60.2425,146,10,2.13,10,7.5135,7.6515,2.3655,2.3848,2.3879,0,0.0481,1.2527,0.9289,1.3114,4.9382,3.3833,0.0379,6.503,19.6763,293.655,219.0,98.76,9.5816,1.3114,22.1843,22.294,17.2861,17.3561
TGX201909,IB2,B,2019-09-13T18:30:54,-148.2295,60.276,157,11,155.23,1,6.9598,6.9594,3.2426,3.2431,1.8587,0,0.0362,2.6639,4.1211,1.1291,0.1917,0.0098,0.0081,0.5401,87.3706,203.303,0.0,3.83,21.026,1.1291,31.8323,31.838,24.9296,24.9341
TGX201909,IB2,B,2019-09-13T18:32:48,-148.2295,60.276,157,11,126.96,2,6.9923,6.9918,3.2417,3.2422,1.8974,0,0.0366,2.4993,4.3807,1.0746,1.6147,0.0098,0.0091,0.2957,92.8752,208.245,0.0,32.29,19.6912,1.0746,31.8058,31.8116,24.9044,24.9091
TGX201909,IB2,B,2019-09-13T18:34:00,-148.2295,60.276,157,11,100.98,3,7.0477,7.047,3.2396,3.2401,1.9143,0,0.0359,2.5383,4.4035,1.0749,4.9385,0.0061,0.0074,0.2749,93.3591,209.892,0.0,98.77,20.0075,1.075,31.7438,31.7494,24.8484,24.8529
TGX201909,IB2,B,2019-09-13T18:34:59,-148.2295,60.276,157,11,75.84,4,7.0081,7.0076,3.2299,3.2303,1.929,0,0.0366,2.5914,4.3737,1.0768,4.9387,0.0061,0.0091,0.302,92.7293,211.713,0.0,98.77,20.4382,1.0768,31.6859,31.6916,24.808,24.8126
TGX201909,IB2,B,2019-09-13T18:36:12,-148.2295,60.276,157,11,50.94,5,7.6561,7.6596,3.2542,3.2543,1.9702,0,0.0389,2.4591,4.4297,1.0767,4.9388,0.1038,0.0147,0.2511,93.914,214.064,0.0224,98.78,19.3655,1.0767,31.3694,31.3678,24.472,24.4702
TGX201909,IB2,B,2019-09-13T18:37:15,-148.2295,60.276,157,11,40.11,6,8.139,8.1356,3.266,3.2664,2.0166,0,0.0403,2.2991,4.4525,1.0758,4.9389,0.3534,0.0182,0.2305,94.3996,218.31,0.112,98.78,18.0679,1.0759,31.068,31.0753,24.1676,24.1738
TGX201909,IB2,B,2019-09-13T18:38:17,-148.2295,60.276,157,11,30.01,7,9.1335,9.1325,3.2785,3.2789,2.1171,0,0.0429,1.9794,4.4723,1.0764,4.9388,0.7327,0.0248,0.2128,94.8197,228.188,0.396,98.78,15.4751,1.0764,30.3391,30.3449,23.4507,23.4553
TGX201909,IB2,B,2019-09-13T18:39:17,-148.2295,60.276,157,11,20.07,8,10.381,10.3991,3.2563,3.2563,2.2737,0,0.0437,1.6026,4.4529,1.0768,4.9386,1.2242,0.0267,0.2302,94.4065,244.697,1.42,98.77,12.4191,1.0768,29.0915,29.0768,22.2816,22.2672
TGX201909,IB2,B,2019-09-13T18:40:09,-148.2295,60.276,157,11,10.14,9,13.2071,13.2081,3.2185,3.2193,2.485,0,0.0625,0.7904,4.2612,1.0766,4.9379,2.1969,0.0738,0.4063,90.3419,260.767,14.1,98.76,5.8318,1.0766,26.6224,26.6299,19.8748,19.8803
TGX201909,IB2,B,2019-09-13T18:41:17,-148.2295,60.276,157,11,2.11,10,10.2371,10.2263,2.5306,2.5307,2.5301,0,0.0699,0.9143,3.4524,1.3903,4.937,3.7067,0.0922,1.2484,73.191,294.828,462.0,98.74,6.837,1.3903,22.1268,22.1349,16.888,16.8959
TGX201909,MS2,B,2019-09-14T00:20:45,-147.8955,59.9438,193,14,192.56,1,6.3376,6.3368,3.2931,3.2935,1.4824,0,0.0344,3.3593,4.1096,1.1315,0.2332,0.0098,0.0034,0.5512,87.127,148.772,0.0,4.66,26.6661,1.1315,32.9571,32.9627,25.8964,25.9008
TGX201909,MS2,B,2019-09-14T00:23:15,-147.8955,59.9438,193,14,151.54,2,6.4181,6.4176,3.2873,3.2877,1.5692,0,0.0346,3.215,4.2992,1.077,2.2924,0.0085,0.004,0.3708,91.1472,160.889,0.0,45.85,25.4954,1.077,32.8348,32.8399,25.7896,25.7937
TGX201909,MS2,B,2019-09-14T00:25:21,-147.8955,59.9438,193,14,126.92,3,6.4624,6.4618,3.2851,3.2855,1.5958,0,0.0348,3.2327,4.259,1.1452,4.2883,0.0067,0.0044,0.4084,90.2949,164.316,0.0,85.77,25.6393,1.1452,32.7803,32.7856,25.741,25.7452
TGX201909,MS2,B,2019-09-14T00:26:43,-147.8955,59.9438,193,14,100.96,4,6.6152,6.6145,3.2825,3.2829,1.7129,0,0.0352,3.0008,4.3376,1.0936,4.9389,0.0061,0.0055,0.3353,91.961,180.737,0.0,98.78,23.7589,1.0936,32.6177,32.6231,25.5931,25.5975
TGX201909,MS2,B,2019-09-14T00:28:30,-147.8955,59.9438,193,14,75.9,5,6.8007,6.8022,3.2574,3.2579,1.8755,0,0.0358,2.7811,4.3856,1.1455,4.9388,0.2225,0.007,0.2951,92.9798,204.139,0.0585,98.78,21.9769,1.1455,32.1783,32.1835,25.2229,25.2267
TGX201909,MS2,B,2019-09-14T00:30:13,-147.8955,59.9438,193,14,50.2,6,7.9612,7.9745,3.304,3.3043,1.9748,0,0.0378,2.4301,4.5117,1.0818,4.939,0.9295,0.0119,0.1778,95.6541,212.815,0.677,98.78,19.1298,1.0818,31.6247,31.6161,24.6296,24.621
TGX201909,MS2,B,2019-09-14T00:31:46,-147.8955,59.9438,193,14,40.33,7,8.857,8.8573,3.3333,3.3337,2.0479,0,0.0403,2.1797,4.5224,1.0758,4.9389,1.3146,0.0181,0.1682,95.8818,218.72,1.77,98.78,17.0991,1.0759,31.1381,31.1427,24.1173,24.1208
TGX201909,MS2,B,2019-09-14T00:33:09,-147.8955,59.9438,193,14,29.89,8,11.1478,11.1415,3.385,3.386,2.3084,0,0.057,1.4706,4.4853,1.1434,4.9389,1.7791,0.0599,0.2012,95.0945,244.151,5.35,98.78,11.3486,1.1434,29.7343,29.7491,22.6533,22.6659
TGX201909,MS2,B,2019-09-14T00:34:35,-147.8955,59.9438,193,14,19.74,9,12.9274,12.9314,3.4043,3.4053,2.472,0,0.0813,0.9785,4.3841,1.0746,4.9384,2.3394,0.1207,0.2925,92.9475,257.731,19.7,98.77,7.3574,1.0747,28.5347,28.5413,21.4039,21.4083
TGX201909,MS2,B,2019-09-14T00:35:38,-147.8955,59.9438,193,14,10.19,10,13.501,13.5032,3.3316,3.3305,2.5196,0,0.0963,0.8253,4.3425,1.1449,4.9379,2.9222,0.1583,0.3307,92.0661,262.287,75.6,98.76,6.1154,1.1449,27.4478,27.4363,20.4561,20.4468
TGX201909,MS2,B,2019-09-14T00:37:31,-147.8955,59.9438,193,14,2.07,11,13.8297,13.8228,3.289,3.2901,2.5378,0,0.0824,0.7367,4.2741,1.0763,4.9379,3.836,0.1235,0.3942,90.6151,263.575,678.0,98.75,5.3969,1.0763,26.8309,26.8458,19.9173,19.9301
TGX201909,MID1,B,2019-09-14T17:21:24,-145.5068,60.2495,16,16,13.9,1,13.9713,13.9693,3.5774,3.5779,2.4858,0,0.0695,0.6452,4.2482,1.0758,0.2475,0.0192,0.0912,0.4185,90.0666,251.645,0.0021,4.95,4.6545,1.0758,29.3376,29.3438,21.8216,21.8268
TGX201909,MID1,B,2019-09-14T17:22:19,-145.5068,60.2495,16,16,9.5,2,13.9069,13.9249,3.5369,3.5323,2.4787,0,0.0678,0.6248,2.9043,1.3327,0.4416,0.2393,0.0871,2.0174,61.5668,251.91,0.0645,8.83,4.4888,1.3327,29.0194,28.9644,21.5891,21.5432
TGX201909,MID1,B,2019-09-14T17:24:09,-145.5068,60.2495,16,16,2.28,3,12.744,12.7598,2.7452,2.7579,2.4699,0,0.0648,0.5442,0.7623,1.3151,0.8056,3.1534,0.0795,7.3146,16.1455,268.755,129.0,16.11,3.8354,1.3151,22.6164,22.7219,16.867,16.9457
TGX201909,MID2,B,2019-09-14T19:54:17,-145.6488,60.1017,118,18,39.1,1,10.4404,10.4649,3.5432,3.5455,2.5175,0,0.0823,1.1471,4.4507,1.1425,4.9321,1.5089,0.1231,0.2322,94.3595,272.759,2.83,98.64,8.7253,1.1425,31.8863,31.8886,24.4481,24.4457
TGX201909,MID2,B,2019-09-14T19:55:13,-145.6488,60.1017,118,18,35.7,2,11.6099,11.65,3.6262,3.6294,2.5643,0,0.1103,0.839,4.3888,1.1459,4.9327,1.7102,0.1931,0.2882,93.049,271.904,4.56,98.66,6.2263,1.1459,31.6945,31.6905,24.0943,24.0839
TGX201909,MID2,B,2019-09-14T19:56:18,-145.6488,60.1017,118,18,23.19,3,14.0705,14.0702,3.7583,3.7589,2.531,0,0.0916,0.6617,4.36,1.0762,4.9325,2.5433,0.1464,0.3146,92.4371,254.666,31.6,98.65,4.788,1.0762,30.9071,30.913,23.0121,23.0167
TGX201909,MID2,B,2019-09-14T19:57:03,-145.6488,60.1017,118,18,20.27,4,14.0647,14.0637,3.7487,3.7491,2.5299,0,0.0963,0.6242,4.3465,1.1455,4.9324,2.7156,0.1582,0.327,92.1512,254.366,46.9,98.65,4.4843,1.1455,30.8249,30.8293,22.9498,22.9535
TGX201909,MID2,B,2019-09-14T19:57:05,-145.6488,60.1017,118,18,20.8,5,14.0681,14.0668,3.7496,3.7499,2.5288,0,0.0971,0.6199,4.3489,1.1451,4.9324,2.6772,0.1601,0.3247,92.203,254.164,42.9,98.65,4.4498,1.1451,30.8304,30.8347,22.9534,22.957
TGX201909,MID2,B,2019-09-14T19:58:00,-145.6488,60.1017,118,18,18.83,6,14.0679,14.0686,3.7426,3.7424,2.5292,0,0.0928,0.6285,4.3458,1.1231,4.9327,2.7759,0.1494,0.3276,92.1354,254.292,54.0,98.66,4.5191,1.1231,30.7671,30.7654,22.9046,22.9032
TGX201909,MID2,B,2019-09-14T19:58:52,-145.6488,60.1017,118,18,10.27,7,14.0936,14.0927,3.6884,3.6888,2.5052,0,0.0648,0.6342,4.3555,1.116,4.933,3.335,0.0797,0.3186,92.3425,251.819,196.0,98.66,4.5658,1.116,30.2552,30.26,22.5046,22.5085
TGX201909,MID2,B,2019-09-14T19:58:53,-145.6488,60.1017,118,18,10.18,8,14.0934,14.0916,3.6883,3.6884,2.5057,0,0.0646,0.6718,4.3551,1.1398,4.9331,3.3396,0.0791,0.3191,92.3329,252.018,198.0,98.66,4.8703,1.1398,30.2546,30.2575,22.5042,22.5068
TGX201909,MID2,B,2019-09-14T19:59:42,-145.6488,60.1017,118,18,8.44,9,14.0561,14.0561,3.6758,3.6765,2.508,0,0.0595,0.5965,4.348,1.1453,4.9331,3.4649,0.0663,0.3256,92.1819,252.729,265.0,98.67,4.2598,1.1453,30.1709,30.1771,22.4472,22.452
TGX201909,MID2,B,2019-09-14T20:00:33,-145.6488,60.1017,118,18,4.73,10,13.886,13.8897,3.5762,3.5745,2.486,0,0.0553,0.5512,4.3449,1.1445,4.9333,3.7211,0.0558,0.3285,92.1169,251.899,482.0,98.67,3.892,1.1445,29.3952,29.3766,21.883,21.868
TGX201909,MID2,B,2019-09-14T20:01:37,-145.6488,60.1017,118,18,2.43,11,13.8973,13.8983,3.5497,3.5507,2.4836,0,0.0489,0.5739,4.3539,1.0848,4.9337,3.9706,0.0397,0.3202,92.3076,251.933,876.0,98.67,4.0765,1.0848,29.1462,29.1545,21.6888,21.695
TGX201909,MID2,B,2019-09-14T20:01:47,-145.6488,60.1017,118,18,2.35,12,13.9,13.9008,3.5472,3.5471,2.4826,0,0.0467,0.5937,4.3554,1.0764,4.9339,4.0268,0.0342,0.3188,92.3398,251.714,986.0,98.68,4.2365,1.0764,29.1209,29.1198,21.6687,21.6677
TGX201909,MID2,B,2019-09-14T20:01:52,-145.6488,60.1017,118,18,2.14,13,13.9011,13.9015,3.5468,3.5469,2.4827,0,0.0488,0.585,4.3562,1.0764,4.9339,4.2706,0.0396,0.318,92.3573,251.853,1910.0,98.68,4.1662,1.0764,29.117,29.1176,21.6655,21.6659
TGX201909,MID2,B,2019-09-14T20:51:20,-145.6487,60.1018,118,19,118.42,1,6.7203,6.7198,3.2915,3.2919,1.7517,0,0.0358,2.9528,3.0987,1.3303,0.1932,0.0098,0.007,1.6809,65.6911,186.503,0.0,3.86,23.3692,1.3303,32.6089,32.6131,25.5725,25.5759
TGX201909,MID2,B,2019-09-14T20:52:18,-145.6487,60.1018,118,19,101.58,2,6.7234,6.7226,3.2791,3.2795,2.0016,0,0.0355,2.5387,4.3189,1.1168,1.069,0.0101,0.0064,0.3525,91.5657,223.038,0.0001,21.38,20.0105,1.1168,32.4774,32.4823,25.4685,25.4725
TGX201909,MID2,B,2019-09-14T20:53:31,-145.6487,60.1018,118,19,75.29,3,6.992,6.9919,3.289,3.2894,2.1256,0,0.0373,2.4321,4.4514,1.0793,4.9365,0.3548,0.0106,0.2315,94.3753,239.486,0.112,98.73,19.1462,1.0793,32.3446,32.3496,25.3286,25.3326
TGX201909,MID2,B,2019-09-14T20:54:32,-145.6487,60.1018,118,19,50.74,4,7.6282,7.6285,3.3304,3.331,2.2,0,0.0498,2.1284,4.561,1.1442,4.9367,1.0965,0.042,0.1342,96.7004,245.593,1.04,98.73,16.6832,1.1442,32.2106,32.2163,25.1365,25.141
TGX201909,MID2,B,2019-09-14T20:55:22,-145.6487,60.1018,118,19,41.12,5,8.806,8.7924,3.4226,3.4221,2.3681,0,0.0686,1.6785,4.5135,1.1034,4.9368,1.5339,0.0889,0.1761,95.6927,262.658,3.0,98.73,13.0349,1.1034,32.1114,32.1183,24.8867,24.8941
TGX201909,MID2,B,2019-09-14T20:55:34,-145.6487,60.1018,118,19,40.22,6,8.9071,8.9417,3.4296,3.4324,2.373,0,0.066,1.6451,4.5084,1.146,4.9367,1.5666,0.0824,0.1807,95.5849,262.953,3.24,98.73,12.7635,1.146,32.0924,32.0902,24.8564,24.8493
TGX201909,MID2,B,2019-09-14T20:56:31,-145.6487,60.1018,118,19,30.49,7,11.4727,11.4911,3.6162,3.6181,2.5584,0,0.1051,0.9884,4.3916,1.1445,4.9365,2.1164,0.1804,0.2856,93.1076,271.895,11.7,98.73,7.4384,1.1445,31.7161,31.719,24.1358,24.1347
TGX201909,MID2,B,2019-09-14T20:56:32,-145.6487,60.1018,118,19,30.01,8,11.4858,11.6192,3.6171,3.6261,2.5592,0,0.105,0.9531,4.3819,1.076,4.9365,2.1405,0.1799,0.2945,92.9021,272.298,12.4,98.73,7.1519,1.076,31.7143,31.6877,24.1321,24.0873
TGX201909,MID2,B,2019-09-14T20:56:39,-145.6487,60.1018,118,19,30.42,9,11.4418,11.4345,3.6143,3.6144,2.5578,0,0.1111,0.8769,4.396,1.0763,4.9364,2.1214,0.1953,0.2816,93.2017,271.629,11.9,98.73,6.5333,1.0763,31.7247,31.7318,24.148,24.1548
TGX201909,MID2,B,2019-09-14T21:00:04,-145.6487,60.1018,118,19,19.88,10,13.8828,13.8805,3.7564,3.7548,2.5026,0,0.0868,0.6555,4.3972,1.0751,4.9362,2.7414,0.1345,0.2806,93.2265,251.527,49.8,98.73,4.7385,1.0751,31.042,31.029,23.1542,23.1446
TGX201909,MID2,B,2019-09-14T21:00:05,-145.6487,60.1018,118,19,19.71,11,13.8816,13.8796,3.7557,3.7532,2.5039,0,0.0893,0.6634,4.3685,1.0752,4.9362,2.7742,0.1407,0.3068,92.6173,251.903,53.7,98.73,4.802,1.0752,31.0372,31.0152,23.1507,23.1342
TGX201909,MID2,B,2019-09-14T21:00:53,-145.6487,60.1018,118,19,10.2,12,14.0275,14.0271,3.6601,3.6602,2.506,0,0.061,0.7041,4.3363,1.0765,4.9359,3.3554,0.07,0.3364,91.9351,252.612,205.0,98.72,5.132,1.0765,30.0492,30.0509,22.3591,22.3605
TGX201909,MID2,B,2019-09-14T21:00:54,-145.6487,60.1018,118,19,10.1,13,14.0274,14.0269,3.6599,3.6602,2.5057,0,0.0614,0.612,4.3323,1.0765,4.9358,3.3644,0.0709,0.34,91.8511,252.553,209.0,98.72,4.3851,1.0765,30.0477,30.051,22.358,22.3606
TGX201909,MID2,B,2019-09-14T21:02:38,-145.6487,60.1018,118,19,2.76,14,13.948,13.9489,3.5809,3.5806,2.495,0,0.0479,0.5635,4.361,1.075,4.9358,3.9007,0.0374,0.3136,92.4582,252.698,752.0,98.72,3.9922,1.075,29.3914,29.3883,21.8678,21.8652
TGX201909,MID2,B,2019-09-14T21:02:41,-145.6487,60.1018,118,19,2.39,15,13.9498,13.9489,3.5795,3.5794,2.4968,0,0.0479,0.6272,4.3556,1.1439,4.9358,4.0976,0.0372,0.3186,92.343,253.013,1290.0,98.72,4.5086,1.144,29.3773,29.3767,21.8565,21.8562
TGX201909,MID3,B,2019-09-14T22:43:48,-145.7993,59.9528,86,21,86.48,1,6.9167,6.9155,3.2852,3.2855,2.0814,0,0.0365,2.533,4.0902,1.0759,0.1814,0.0098,0.0089,0.5702,86.7153,233.934,0.0,3.63,19.9647,1.076,32.3686,32.3736,25.3575,25.3616
TGX201909,MID3,B,2019-09-14T22:45:55,-145.7993,59.9528,86,21,76.42,2,6.9143,6.9136,3.2845,3.2849,2.0826,0,0.0365,2.4779,4.0954,1.0763,0.6918,0.196,0.0087,0.5651,86.8258,234.057,0.0496,13.83,19.5174,1.0763,32.3683,32.3733,25.3575,25.3615
TGX201909,MID3,B,2019-09-14T22:48:18,-145.7993,59.9528,86,21,49.48,3,7.2245,7.2245,3.3032,3.3036,2.1474,0,0.0379,2.3208,4.5403,1.076,4.905,1.2839,0.0121,0.1525,96.2602,241.056,1.65,98.1,18.2435,1.076,32.2935,32.2983,25.2572,25.261
TGX201909,MID3,B,2019-09-14T22:49:55,-145.7993,59.9528,86,21,39.57,4,7.7797,7.7899,3.3409,3.3421,2.2131,0,0.042,2.2009,4.5903,1.1194,4.9378,1.6172,0.0226,0.1086,97.3207,246.936,3.66,98.75,17.2716,1.1194,32.1885,32.1919,25.0979,25.0991
TGX201909,MID3,B,2019-09-14T22:51:41,-145.7993,59.9528,86,21,29.91,5,9.9086,9.8859,3.4946,3.4934,2.4114,0,0.06,1.4353,4.5524,1.0758,4.9378,1.9351,0.0674,0.1417,96.518,261.793,7.7,98.75,11.0621,1.0759,31.8688,31.8769,24.5229,24.533
TGX201909,MID3,B,2019-09-14T22:53:08,-145.7993,59.9528,86,21,19.75,6,12.3973,12.4533,3.6773,3.6822,2.5909,0,0.1412,0.8304,4.2999,1.0768,4.9376,2.5575,0.2705,0.3701,91.1636,270.69,32.6,98.75,6.1566,1.0768,31.5255,31.5248,23.8179,23.8068
TGX201909,MID3,B,2019-09-14T22:54:20,-145.7993,59.9528,86,21,9.8,7,14.2094,14.2081,3.6932,3.6935,2.5485,0,0.0587,0.7004,4.3443,1.1432,4.937,2.9154,0.0642,0.329,92.1052,256.804,74.4,98.74,5.1021,1.1432,30.2087,30.2127,22.4453,22.4486
TGX201909,MID3,B,2019-09-14T22:55:44,-145.7993,59.9528,86,21,2.68,8,14.226,14.2242,3.5927,3.5931,2.471,0,0.0453,0.6391,4.3481,1.076,4.9367,3.1171,0.0306,0.3255,92.185,248.507,119.0,98.73,4.6054,1.076,29.2868,29.2917,21.7314,21.7355
TGX201909,MID4,B,2019-09-15T00:47:38,-145.9498,59.7995,90,23,86.05,1,6.7189,6.7184,3.2772,3.2776,2.0461,0,0.0354,2.5802,3.6784,1.343,0.2922,0.0098,0.006,0.9947,77.9827,229.755,0.0,5.84,20.3474,1.3431,32.4684,32.4734,25.462,25.466
TGX201909,MID4,B,2019-09-15T00:49:00,-145.9498,59.7995,90,23,75.63,2,6.8218,6.8215,3.2799,3.2804,2.0762,0,0.0359,2.5778,3.9623,1.0771,0.79,0.2043,0.0073,0.6972,84.0035,233.291,0.0523,15.8,20.3278,1.0771,32.406,32.411,25.3994,25.4034
TGX201909,MID4,B,2019-09-15T00:52:15,-145.9498,59.7995,90,23,49.82,3,7.3805,7.4075,3.3111,3.3138,2.1785,0,0.0457,2.2958,4.5876,1.0761,4.4245,1.1494,0.0318,0.111,97.2621,244.345,1.18,88.49,18.0406,1.0761,32.2339,32.2378,25.1891,25.1885
TGX201909,MID4,B,2019-09-15T00:53:36,-145.9498,59.7995,90,23,40.07,4,7.9922,8.0003,3.3576,3.3585,2.2381,0,0.0593,2.1429,4.5339,1.1443,4.9383,1.5382,0.0657,0.1581,96.1249,249.422,3.04,98.77,16.8008,1.1443,32.1697,32.1722,25.0528,25.0536
TGX201909,MID4,B,2019-09-15T00:55:15,-145.9498,59.7995,90,23,29.68,5,9.3295,9.3361,3.4511,3.452,2.3769,0,0.0711,1.5613,4.5105,1.0741,4.9382,2.0658,0.0952,0.1788,95.6293,260.373,10.4,98.76,12.0842,1.0741,31.9399,31.943,24.6714,24.6728
TGX201909,MID4,B,2019-09-15T00:56:31,-145.9498,59.7995,90,23,20.82,6,12.1044,12.0987,3.6394,3.6396,2.5227,0,0.0786,0.9852,4.4467,1.075,4.9379,2.5413,0.1139,0.2358,94.2755,263.815,31.4,98.76,7.412,1.075,31.409,31.4152,23.7823,23.7882
TGX201909,MID4,B,2019-09-15T00:57:49,-145.9498,59.7995,90,23,9.51,7,13.7901,13.8218,3.6242,3.6159,2.5885,0,0.0908,0.7332,4.3368,1.0756,4.9377,3.2495,0.1444,0.3359,91.9462,265.0,162.0,98.75,5.368,1.0756,29.9064,29.8056,22.2965,22.2124
TGX201909,MID4,B,2019-09-15T00:59:14,-145.9498,59.7995,90,23,2.4,8,14.6141,14.6141,3.3984,3.3988,2.5069,0,0.0476,0.6881,4.3879,1.0753,4.9373,3.1657,0.0365,0.2891,93.0289,254.272,133.0,98.74,5.0027,1.0753,27.262,27.2663,20.0943,20.0976
TGX201909,MID5,B,2019-09-15T02:41:42,-146.1018,59.6493,92,25,90.73,1,6.8613,6.8643,3.2851,3.2856,2.04,0,0.0366,2.551,4.2132,1.0748,0.2601,0.0098,0.0091,0.4516,89.3237,228.331,0.0,5.2,20.1104,1.0748,32.4176,32.4207,25.4033,25.4054
TGX201909,MID5,B,2019-09-15T02:42:54,-146.1018,59.6493,92,25,76.45,2,7.0124,7.0111,3.2912,3.2915,2.0659,0,0.038,2.494,4.2847,1.146,1.0102,0.0362,0.0124,0.3842,90.8413,230.723,0.0059,20.2,19.6482,1.146,32.3488,32.354,25.3292,25.3335
TGX201909,MID5,B,2019-09-15T02:44:06,-146.1018,59.6493,92,25,50.1,3,7.1063,7.1082,3.2944,3.295,2.0872,0,0.0389,2.4859,4.4055,1.0766,4.0144,0.7578,0.0148,0.273,93.4014,232.789,0.426,80.29,19.5823,1.0766,32.3085,32.3129,25.2849,25.2881
TGX201909,MID5,B,2019-09-15T02:44:56,-146.1018,59.6493,92,25,40.58,4,8.5221,8.511,3.3802,3.3799,2.2262,0,0.0493,1.9569,4.5617,1.1462,4.9379,1.0617,0.0409,0.1337,96.7136,244.649,0.951,98.76,15.2926,1.1462,31.9251,31.9317,24.7836,24.7904
TGX201909,MID5,B,2019-09-15T02:45:44,-146.1018,59.6493,92,25,30.76,5,10.5195,10.5347,3.5283,3.5296,2.4366,0,0.062,1.2479,4.5411,1.1457,4.9378,1.4713,0.0725,0.1517,96.2787,262.055,2.59,98.75,9.5426,1.1457,31.6719,31.6717,24.2677,24.2649
TGX201909,MID5,B,2019-09-15T02:46:47,-146.1018,59.6493,92,25,19.82,6,13.5953,13.6006,3.6229,3.6235,2.6093,0,0.1123,0.7145,4.2722,1.1413,4.9373,2.1161,0.1982,0.3959,90.576,268.685,11.7,98.74,5.2163,1.1413,30.0429,30.0441,22.4404,22.4403
