Cruise,Station,Type,Date_Time,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bot. Depth [m],Cast_Number,Pressure_[dbar],Bottle_Number,Temperature_[C],Temperature2_[C],Conductivity_[S/m],Conductivity2_[S/m],Voltage0_[V],Voltage1_[V],Voltage2_[V],Voltage3_[V],Voltage4_[V],Voltage5_[V],Voltage6_[V],Voltage7_[V],Fluorescence_[mg/m3],BeamAttenuation_[1/m],BeamTransmission_[%],Oxygen_[umol/kg],PAR_[umol_photons/m2/sec],Altimeter_[m],SUNA,LISST,Salinity_[psu],Salinity2_[psu],Density_[kg/m3_sigmat],Density2_[kg/m3_sigmat]
TGX201909,GAK1,B,2019-09-16T18:40:23,-149.4802,59.848,268,36,14.54,7,13.6682,13.6721,3.2579,3.2596,2.4896,0,0.0668,0.6995,4.4489,1.0761,4.9226,2.6912,0.0845,0.2338,94.322,258.921,44.4,98.45,5.0948,1.0761,26.6586,26.6714,19.8156,19.8247
TGX201909,GAK1,B,2019-09-16T18:41:13,-149.4802,59.848,268,36,9.94,8,13.5374,13.5369,3.2218,3.2222,2.4848,0,0.0741,0.6674,4.3422,1.1465,4.9228,2.994,0.1028,0.3311,92.0608,259.036,89.3,98.46,4.8345,1.1465,26.4236,26.4277,19.6593,19.6626
TGX201909,GAK1,B,2019-09-16T18:41:14,-149.4802,59.848,268,36,9.8,9,13.5376,13.537,3.2222,3.2224,2.4846,0,0.0745,0.6904,4.3239,1.1435,4.923,3.0035,0.1037,0.348,91.6714,259.061,91.3,98.46,5.0209,1.1435,26.4269,26.4294,19.6619,19.6639
TGX201909,GAK1,B,2019-09-16T18:42:08,-149.4802,59.848,268,36,8.29,10,13.5234,13.5242,3.2048,3.2064,2.4881,0,0.0745,0.6714,4.3604,1.1008,4.924,3.0567,0.1037,0.3142,92.4455,259.921,103.0,98.48,4.8671,1.1008,26.2795,26.2934,19.5509,19.5614
TGX201909,GAK1,B,2019-09-16T18:43:14,-149.4802,59.848,268,36,3.68,11,13.4884,13.4867,3.1746,3.1741,2.4825,0,0.0644,0.6336,4.3335,1.1468,4.9242,3.5149,0.0786,0.3389,91.8754,259.609,298.0,98.49,4.5603,1.1468,26.0313,26.0277,19.3661,19.3637
TGX201909,GAK1,B,2019-09-16T18:44:49,-149.4802,59.848,268,36,2.52,12,13.4865,13.4857,3.1735,3.1737,2.4828,0,0.0598,0.723,4.3071,1.0752,4.927,3.637,0.067,0.3635,91.3142,259.726,397.0,98.54,5.2858,1.0752,26.0228,26.0256,19.36,19.3622
TGX201909,GAK1,B,2019-09-16T18:44:56,-149.4802,59.848,268,36,2.41,13,13.4863,13.4866,3.173,3.1736,2.4821,0,0.062,0.7284,4.3353,1.1463,4.9271,3.7887,0.0724,0.3373,91.9139,259.462,559.0,98.54,5.3296,1.1463,26.0185,26.0244,19.3567,19.3612
TGX201909,GAK1,B,2019-09-16T18:45:06,-149.4802,59.848,268,36,2.46,14,13.4845,13.4845,3.1723,3.1729,2.4818,0,0.0597,0.6454,4.3211,1.1439,4.927,3.6546,0.0667,0.3504,91.6133,259.618,420.0,98.54,4.6563,1.1439,26.014,26.0187,19.3535,19.3572
TGX201909,GAK1,B,2019-09-16T19:28:04,-149.484,59.846,271,37,266.44,1,5.9811,5.9805,3.3133,3.3136,1.1777,0,0.0354,3.909,4.0223,1.077,0.2,0.0104,0.006,0.6371,85.2765,103.843,0.0001,4.0,31.1244,1.077,33.4949,33.499,26.3657,26.369
TGX201909,GAK1,B,2019-09-16T19:28:05,-149.484,59.846,271,37,266.29,2,5.9806,5.9806,3.3132,3.3136,1.1771,0,0.0348,3.8835,4.0091,1.0772,0.2084,0.0104,0.0046,0.6503,84.9959,103.671,0.0001,4.17,30.9176,1.0772,33.495,33.4988,26.3658,26.3689
TGX201909,GAK1,B,2019-09-16T19:29:08,-149.484,59.846,271,37,252.15,3,5.9994,5.9987,3.3127,3.313,1.2302,0,0.0349,3.8016,4.2639,1.0766,0.9194,0.0099,0.0047,0.4037,90.4,111.747,0.0,18.39,30.2534,1.0766,33.4771,33.4811,26.3494,26.3527
TGX201909,GAK1,B,2019-09-16T19:29:09,-149.484,59.846,271,37,252.05,4,5.9997,5.9988,3.3127,3.313,1.2296,0,0.0343,3.839,4.2596,1.0767,0.9206,0.0098,0.0032,0.4078,90.3075,111.543,0.0,18.41,30.5563,1.0767,33.477,33.4811,26.3493,26.3526
TGX201909,GAK1,B,2019-09-16T19:30:46,-149.484,59.846,271,37,202.55,5,6.0979,6.0973,3.3118,3.3121,1.3379,0,0.0342,3.7904,4.4465,1.0767,4.9345,0.0061,0.003,0.2359,94.2717,127.498,0.0,98.69,30.1618,1.0767,33.3948,33.3988,26.2721,26.2753
TGX201909,GAK1,B,2019-09-16T19:30:55,-149.484,59.846,271,37,202.85,6,6.0978,6.0971,3.3118,3.3121,1.3368,0,0.0336,3.8022,4.4402,1.077,4.9345,0.0061,0.0015,0.2416,94.1375,127.099,0.0,98.69,30.258,1.077,33.3947,33.399,26.272,26.2755
TGX201909,GAK1,B,2019-09-16T19:32:24,-149.484,59.846,271,37,151.9,7,6.3263,6.3275,3.2971,3.2974,1.5674,0,0.0343,3.365,4.4731,1.0764,4.9352,0.0061,0.0033,0.2121,94.8356,160.761,0.0,98.71,26.7118,1.0764,33.033,33.0343,25.9577,25.9585
TGX201909,GAK1,B,2019-09-16T19:32:28,-149.484,59.846,271,37,152.05,8,6.3255,6.3249,3.2972,3.2975,1.568,0,0.0343,3.4057,4.4791,1.0768,4.9353,0.0061,0.0032,0.2067,94.9629,160.938,0.0,98.71,27.0422,1.0768,33.0345,33.0385,25.959,25.9622
TGX201909,GAK1,B,2019-09-16T19:33:56,-149.484,59.846,271,37,126.17,9,6.5517,6.551,3.2774,3.2776,1.9001,0,0.0354,2.8634,4.5099,1.0761,4.9354,0.0069,0.006,0.1793,95.6166,209.736,0.0001,98.71,22.6446,1.0761,32.6099,32.6134,25.5951,25.598
TGX201909,GAK1,B,2019-09-16T19:34:55,-149.484,59.846,271,37,100.59,10,6.777,6.7765,3.2817,3.282,1.9898,0,0.0364,2.5877,4.4529,1.0744,4.9355,0.072,0.0085,0.2301,94.4086,221.821,0.0143,98.71,20.408,1.0744,32.456,32.4594,25.4447,25.4474
TGX201909,GAK1,B,2019-09-16T19:35:00,-149.484,59.846,271,37,100.72,11,6.7773,6.7768,3.2818,3.2822,1.9907,0,0.0358,2.6945,4.455,1.074,4.9355,0.096,0.0072,0.2283,94.4514,221.553,0.0204,98.71,21.274,1.0741,32.4571,32.461,25.4455,25.4486
TGX201909,GAK1,B,2019-09-16T20:43:41,-149.4833,59.8438,271,38,150.89,1,6.35,6.3485,3.2964,3.2969,1.5634,0,0.0345,3.3233,4.473,1.0995,4.9356,0.0061,0.0039,0.2121,94.8345,159.86,0.0,98.71,26.3737,1.0995,33.0027,33.0088,25.9307,25.9358
TGX201909,GAK1,B,2019-09-16T20:46:05,-149.4833,59.8438,271,38,76.81,2,7.1709,7.1716,3.2979,3.2982,2.034,0,0.0358,2.452,4.5306,1.0911,4.9362,0.4812,0.0071,0.1609,96.0557,225.364,0.182,98.72,19.3081,1.0911,32.273,32.276,25.2483,25.2506
TGX201909,GAK1,B,2019-09-16T20:47:48,-149.4833,59.8438,271,38,51.65,3,8.4399,8.4354,3.3597,3.3598,2.1354,0,0.0388,2.1629,4.5974,1.0744,4.9356,1.2166,0.0145,0.1025,97.4708,232.744,1.4,98.72,16.9635,1.0744,31.7797,31.7848,24.6818,24.6865
TGX201909,GAK1,B,2019-09-16T20:47:57,-149.4833,59.8438,271,38,51.6,4,8.4304,8.4399,3.359,3.36,2.131,0,0.0381,2.1736,4.5957,1.1361,4.9355,1.2174,0.0125,0.1039,97.4349,232.425,1.4,98.71,17.0502,1.1361,31.7809,31.7824,24.6842,24.684
TGX201909,GAK1,B,2019-09-16T20:49:11,-149.4833,59.8438,271,38,39.62,5,9.4002,9.4052,3.4019,3.4025,2.2514,0,0.0523,1.7717,4.5599,1.0768,4.9354,1.6654,0.0483,0.1352,96.6766,243.945,4.1,98.71,13.7905,1.0768,31.3692,31.371,24.2143,24.215
TGX201909,GAK1,B,2019-09-16T20:49:15,-149.4833,59.8438,271,38,40.34,6,9.3981,9.3994,3.402,3.4024,2.251,0,0.0501,1.6962,4.5602,1.077,4.9355,1.6328,0.0427,0.1349,96.6835,244.035,3.79,98.71,13.1779,1.077,31.3711,31.3739,24.2162,24.2182
TGX201909,GAK1,B,2019-09-16T20:50:15,-149.4833,59.8438,271,38,30.4,7,11.5936,11.596,3.4863,3.4867,2.3249,0,0.0409,1.2896,4.5933,1.0749,4.9347,2.0948,0.0198,0.106,97.3852,243.156,11.2,98.69,9.8811,1.0749,30.3548,30.3559,23.0571,23.0576
TGX201909,GAK1,B,2019-09-16T20:51:59,-149.4833,59.8438,271,38,20.51,8,13.7334,13.7301,3.4242,3.4299,2.4519,0,0.0579,0.7201,4.5265,1.0757,4.9343,2.5924,0.0622,0.1647,95.9664,251.299,35.3,98.69,5.2619,1.0758,28.1186,28.1729,20.9286,20.9712
TGX201909,GAK1,B,2019-09-16T20:53:02,-149.4833,59.8438,271,38,9.53,9,13.5373,13.5369,3.2122,3.2123,2.4811,0,0.0732,0.7125,4.3336,1.0753,4.9333,3.318,0.1004,0.3389,91.8775,259.028,188.0,98.67,5.2007,1.0753,26.3369,26.3383,19.5925,19.5937
TGX201909,GAK1,B,2019-09-16T20:53:06,-149.4833,59.8438,271,38,9.67,10,13.5372,13.5369,3.2124,3.2112,2.4808,0,0.0732,0.7686,4.3395,1.1321,4.9334,3.2725,0.1005,0.3334,92.0032,258.814,170.0,98.67,5.6556,1.1321,26.339,26.328,19.5941,19.5857
TGX201909,GAK1,B,2019-09-16T20:54:43,-149.4833,59.8438,271,38,2.34,11,13.5413,13.5409,3.1621,3.1625,2.4757,0,0.0548,0.7012,4.2858,1.0769,4.9334,3.9683,0.0545,0.3833,90.8624,259.144,858.0,98.67,5.1086,1.0769,25.8825,25.8871,19.2415,19.2451
TGX201909,GAK1,B,2019-09-16T20:54:49,-149.4833,59.8438,271,38,2.21,12,13.5406,13.5405,3.1617,3.162,2.4741,0,0.0546,0.7101,4.2942,1.0766,4.9333,4.0999,0.0541,0.3754,91.041,258.293,1220.0,98.67,5.1807,1.0766,25.8795,25.8823,19.2393,19.2415
TGX201909,GAK1,B,2019-09-16T20:54:54,-149.4833,59.8438,271,38,2.17,13,13.5405,13.5407,3.1615,3.162,2.4745,0,0.0552,0.6848,4.2956,1.0768,4.9334,4.294,0.0556,0.3741,91.0711,258.716,2010.0,98.67,4.9758,1.0768,25.8778,25.8828,19.238,19.2418
TGX201909,GAK1,B,2019-09-16T20:55:03,-149.4833,59.8438,271,38,2.22,14,13.5385,13.5391,3.1619,3.1619,2.4785,0,0.0526,0.6993,4.2993,1.0768,4.9336,4.1436,0.0492,0.3707,91.1493,259.222,1510.0,98.67,5.0934,1.0768,25.8834,25.8829,19.2427,19.2422
TGX201909,GAK2,B,2019-09-16T23:17:27,-149.3343,59.696,233,40,231.44,1,6.0131,6.0137,3.314,3.3144,1.1639,0,0.0349,3.8621,3.6123,1.3544,0.3421,0.0098,0.0047,1.0673,76.5813,101.279,0.0,6.84,30.7436,1.3544,33.4885,33.4923,26.3567,26.3596
TGX201909,GAK2,B,2019-09-16T23:19:15,-149.3343,59.696,233,40,202.1,2,6.0997,6.0997,3.3155,3.3158,1.2598,0,0.0342,3.6604,4.2259,1.144,4.9374,0.0061,0.003,0.4396,89.5931,115.488,0.0,98.74,29.1079,1.1441,33.434,33.4379,26.3028,26.3059
TGX201909,GAK2,B,2019-09-16T23:21:50,-149.3343,59.696,233,40,151.99,3,6.3412,6.3407,3.3021,3.3024,1.6191,0,0.0342,3.3701,4.5364,1.0741,4.9379,0.0061,0.003,0.1559,96.1783,167.782,0.0,98.75,26.7532,1.0741,33.0741,33.0777,25.9882,25.9911
TGX201909,GAK2,B,2019-09-16T23:23:37,-149.3343,59.696,233,40,124.61,4,6.5991,6.6008,3.286,3.2863,1.9193,0,0.0347,2.8135,4.5163,1.0753,4.9379,0.0068,0.0042,0.1737,95.7518,212.177,0.0001,98.76,22.2396,1.0753,32.6611,32.6621,25.6294,25.63
TGX201909,GAK2,B,2019-09-16T23:26:19,-149.3343,59.696,233,40,103.28,5,6.7117,6.7112,3.2788,3.2791,2.1088,0,0.0362,2.5246,4.6045,1.0764,4.9382,0.0505,0.0081,0.0963,97.6219,239.59,0.0092,98.76,19.8962,1.0764,32.4848,32.4886,25.4758,25.4789
TGX201909,GAK2,B,2019-09-16T23:28:02,-149.3343,59.696,233,40,74.52,6,7.0918,7.0909,3.298,3.2983,2.075,0,0.0355,2.5025,4.5857,1.0764,4.938,0.4834,0.0064,0.1127,97.2219,231.865,0.183,98.76,19.7173,1.0764,32.3497,32.3537,25.3193,25.3225
TGX201909,GAK2,B,2019-09-16T23:29:30,-149.3343,59.696,233,40,50.48,7,7.9995,8.0045,3.3413,3.3418,2.1242,0,0.0398,2.3083,4.6032,1.0753,4.938,1.0944,0.017,0.0974,97.5939,233.604,1.03,98.76,18.1418,1.0754,31.9852,31.9868,24.907,24.9075
TGX201909,GAK2,B,2019-09-16T23:30:38,-149.3343,59.696,233,40,39.24,8,8.9519,8.9556,3.3739,3.3744,2.1597,0,0.0407,2.1031,4.5992,1.075,4.9379,1.4699,0.0193,0.1009,97.5099,233.213,2.58,98.75,16.4782,1.0751,31.4758,31.4776,24.367,24.3679
TGX201909,GAK2,B,2019-09-16T23:32:06,-149.3343,59.696,233,40,29.16,9,10.3169,10.3015,3.4022,3.402,2.2425,0,0.048,1.7024,4.5755,1.0756,4.9378,1.823,0.0375,0.1216,97.0069,238.019,5.93,98.75,13.2289,1.0756,30.5893,30.5997,23.4584,23.469
TGX201909,GAK2,B,2019-09-16T23:33:33,-149.3343,59.696,233,40,20.19,10,13.3719,13.3697,3.6296,3.6299,2.5338,0,0.0845,0.7552,4.3848,1.123,4.9367,2.2934,0.1287,0.2919,92.9634,259.611,17.7,98.73,5.5463,1.123,30.2806,30.2857,22.6678,22.6721
TGX201909,GAK2,B,2019-09-16T23:34:31,-149.3343,59.696,233,40,9.91,11,13.2863,13.2866,3.3894,3.3894,2.5456,0,0.0904,0.7791,4.2508,1.0764,4.9366,2.6483,0.1435,0.416,90.1221,265.053,40.2,98.73,5.7403,1.0764,28.133,28.1327,21.0258,21.0255
TGX201909,GAK2,B,2019-09-16T23:35:50,-149.3343,59.696,233,40,2.9,12,13.4532,13.4528,3.31,3.3103,2.5322,0,0.0608,0.7773,4.2596,1.0769,2.1468,3.0286,0.0693,0.4078,90.3081,263.704,96.7,42.94,5.7261,1.0769,27.2873,27.2901,20.3414,20.3436
TGX201909,GAK3,B,2019-09-17T01:51:50,-149.1915,59.555,214,42,211.8,1,6.2191,6.2184,3.3299,3.3302,1.2736,0,0.0349,3.9451,4.1438,1.0764,0.1921,0.0098,0.0048,0.5181,87.852,117.225,0.0,3.84,31.4168,1.0764,33.4733,33.4774,26.3188,26.3221
TGX201909,GAK3,B,2019-09-17T01:54:00,-149.1915,59.555,214,42,200.51,2,6.2166,6.2159,3.3291,3.3294,1.274,0,0.0347,3.8663,4.1948,1.0766,0.7648,0.0098,0.0043,0.4691,88.9336,117.218,0.0,15.3,30.7778,1.0766,33.4726,33.4766,26.3186,26.3218
TGX201909,GAK3,B,2019-09-17T01:56:52,-149.1915,59.555,214,42,152.74,3,6.3396,6.3396,3.3058,3.3061,1.5721,0,0.0342,3.4591,4.5083,1.0763,4.9379,0.0061,0.0031,0.1807,95.5828,161.16,0.0,98.76,27.4755,1.0763,33.1154,33.1187,26.0209,26.0236
TGX201909,GAK3,B,2019-09-17T01:59:39,-149.1915,59.555,214,42,125.55,4,6.4632,6.4626,3.2935,3.2938,1.7885,0,0.0351,3.0605,4.5726,1.0996,4.9387,0.0061,0.0053,0.1241,96.945,193.448,0.0,98.77,24.2427,1.0996,32.8735,32.8766,25.8144,25.8169
TGX201909,GAK3,B,2019-09-17T02:01:15,-149.1915,59.555,214,42,100.29,5,6.6166,6.6169,3.2799,3.2801,1.9719,0,0.0355,2.7767,4.5601,1.0744,4.9387,0.0748,0.0064,0.1351,96.6798,218.849,0.015,98.78,21.9409,1.0744,32.5882,32.5899,25.5697,25.571
TGX201909,GAK3,B,2019-09-17T02:02:44,-149.1915,59.555,214,42,75.11,6,6.8164,6.818,3.2848,3.2851,2.075,0,0.0369,2.5345,4.6036,1.0756,4.9386,0.456,0.0098,0.0971,97.6029,232.721,0.166,98.77,19.9768,1.0757,32.4651,32.4665,25.4466,25.4476
TGX201909,GAK3,B,2019-09-17T02:03:49,-149.1915,59.555,214,42,50.7,7,7.5604,7.5614,3.3307,3.3311,2.2113,0,0.0391,2.2275,4.6283,1.0767,4.9389,1.006,0.0152,0.0756,98.1266,248.342,0.825,98.78,17.4867,1.0767,32.2772,32.2804,25.1983,25.2007
TGX201909,GAK3,B,2019-09-17T02:14:00,-149.1915,59.555,214,42,40.11,8,8.2957,8.2942,3.3782,3.3784,2.2745,0,0.0418,2.0186,4.6268,1.1453,4.9389,1.2759,0.022,0.0769,98.0959,252.443,1.62,98.78,15.7926,1.1453,32.1104,32.1132,24.9623,24.9646
TGX201909,GAK3,B,2019-09-17T02:14:54,-149.1915,59.555,214,42,29.97,9,9.2107,9.2107,3.4244,3.4247,2.3363,0,0.0454,1.8079,4.6085,1.0969,4.9389,1.683,0.0309,0.0928,97.706,255.907,4.27,98.78,14.0837,1.0969,31.7707,31.7741,24.5578,24.5604
TGX201909,GAK3,B,2019-09-17T02:15:50,-149.1915,59.555,214,42,19.16,10,11.0343,11.0745,3.5419,3.5455,2.4522,0,0.0579,1.3405,4.5508,1.0741,4.9387,2.2339,0.0623,0.1432,96.4837,261.094,15.5,98.78,10.2933,1.0741,31.3682,31.3697,23.9429,23.937
TGX201909,GAK3,B,2019-09-17T02:15:54,-149.1915,59.555,214,42,20.58,11,10.6815,10.6881,3.5159,3.5168,2.455,0,0.0576,1.2753,4.5501,1.0739,4.9385,2.1196,0.0615,0.1438,96.4679,262.312,11.8,98.77,9.7645,1.0739,31.413,31.4164,24.0385,24.0401
TGX201909,GAK3,B,2019-09-17T02:17:04,-149.1915,59.555,214,42,9.27,12,12.5637,12.5634,3.6179,3.6126,2.5623,0,0.118,0.7402,4.2563,1.0743,4.9378,2.806,0.2126,0.411,90.2378,266.487,57.8,98.75,5.4254,1.0743,30.827,30.7772,23.2455,23.207
TGX201909,GAK3,B,2019-09-17T02:17:12,-149.1915,59.555,214,42,9.0,13,12.5236,12.5462,3.6069,3.6099,2.574,0,0.1304,0.8263,4.2432,1.074,4.9377,2.828,0.2436,0.4233,89.9604,268.96,60.9,98.75,6.123,1.074,30.756,30.7659,23.1981,23.2015
TGX201909,GAK3,B,2019-09-17T02:18:39,-149.1915,59.555,214,42,2.86,14,12.8993,12.8984,3.6161,3.6162,2.5748,0,0.1336,0.7603,4.204,1.2156,4.9376,3.4328,0.2516,0.4603,89.1292,266.84,249.0,98.75,5.5875,1.2156,30.54,30.5416,22.9597,22.9611
TGX201909,GAK3,B,2019-09-17T02:18:52,-149.1915,59.555,214,42,2.64,15,12.8871,12.8871,3.6153,3.6156,2.5736,0,0.1184,0.7016,4.1887,1.3663,2.6903,3.5397,0.2134,0.475,88.8045,267.151,342.0,53.8,5.1121,1.3663,30.5422,30.5451,22.9637,22.966
TGX201909,GAK4,B,2019-09-17T04:33:54,-149.0437,59.4095,198,44,197.05,1,6.1763,6.1756,3.3199,3.3202,1.3089,0,0.0342,3.8447,3.8714,1.2082,0.1381,0.0098,0.003,0.7901,82.0763,122.531,0.0,2.76,30.6026,1.2082,33.4107,33.4146,26.2748,26.2779
TGX201909,GAK4,B,2019-09-17T04:33:55,-149.0437,59.4095,198,44,196.53,2,6.1764,6.1754,3.3199,3.3201,1.309,0,0.0346,3.7973,3.8641,1.2773,0.161,0.0098,0.0039,0.7976,81.9226,122.598,0.0,3.22,30.218,1.2773,33.4106,33.4145,26.2747,26.2779
TGX201909,GAK4,B,2019-09-17T04:33:57,-149.0437,59.4095,198,44,196.89,3,6.1763,6.1754,3.3199,3.3202,1.3091,0,0.035,3.8021,3.8432,1.1319,0.166,0.0098,0.0051,0.8194,81.4782,122.619,0.0,3.32,30.2568,1.1319,33.4107,33.4147,26.2748,26.278
TGX201909,GAK4,B,2019-09-17T04:35:28,-149.0437,59.4095,198,44,150.94,4,6.3281,6.3278,3.3066,3.3068,1.5709,0,0.0344,3.3806,4.5348,1.0811,4.9369,0.0061,0.0036,0.1573,96.1439,161.074,0.0,98.74,26.8389,1.0812,33.1363,33.1395,26.0389,26.0415
TGX201909,GAK4,B,2019-09-17T04:37:20,-149.0437,59.4095,198,44,125.47,5,6.5006,6.4998,3.291,3.2914,1.8487,0,0.0356,2.9227,4.5846,1.0746,4.9378,0.0061,0.0066,0.1136,97.2002,202.019,0.0,98.75,23.1247,1.0747,32.8098,32.8146,25.7593,25.7632
TGX201909,GAK4,B,2019-09-17T04:38:52,-149.0437,59.4095,198,44,101.28,6,6.5483,6.5467,3.2842,3.2845,1.9558,0,0.0357,2.769,4.5875,1.1434,4.9377,0.0061,0.0068,0.111,97.2621,217.085,0.0,98.75,21.8782,1.1434,32.7008,32.7056,25.6672,25.6712
TGX201909,GAK4,B,2019-09-17T04:40:19,-149.0437,59.4095,198,44,77.17,7,6.6783,6.6778,3.281,3.2813,2.0688,0,0.0365,2.6246,4.5898,1.0764,4.9377,0.0061,0.0088,0.109,97.3107,233.006,0.0,98.75,20.7071,1.0764,32.5526,32.5563,25.5337,25.5366
TGX201909,GAK4,B,2019-09-17T04:41:23,-149.0437,59.4095,198,44,50.86,8,6.9171,6.9217,3.2896,3.2901,2.1185,0,0.0373,2.4834,4.5934,1.1128,4.938,0.0061,0.0107,0.1059,97.3863,238.462,0.0,98.76,19.5623,1.1128,32.4332,32.4345,25.4083,25.4087
TGX201909,GAK4,B,2019-09-17T04:42:24,-149.0437,59.4095,198,44,40.59,9,7.2484,7.2495,3.3098,3.3101,2.1784,0,0.0396,2.2721,4.5857,1.144,4.938,0.0061,0.0164,0.1126,97.2251,244.787,0.0,98.76,17.8484,1.1441,32.3465,32.3495,25.2956,25.2979
TGX201909,GAK4,B,2019-09-17T04:43:30,-149.0437,59.4095,198,44,29.71,10,8.1477,8.153,3.3655,3.3663,2.2918,0,0.0468,2.0902,4.586,1.0767,4.9381,0.0061,0.0346,0.1124,97.2282,255.315,0.0,98.76,16.3734,1.0767,32.1159,32.1196,24.9882,24.9903
TGX201909,GAK4,B,2019-09-17T04:45:29,-149.0437,59.4095,198,44,22.46,11,10.6662,10.6938,3.5429,3.5454,2.4683,0,0.083,1.3439,4.4255,1.1429,4.9375,0.0063,0.125,0.2549,93.8252,264.22,0.0,98.75,10.3214,1.1429,31.694,31.6948,24.26,24.2558
TGX201909,GAK4,B,2019-09-17T04:46:50,-149.0437,59.4095,198,44,11.54,12,12.4806,12.4722,3.6397,3.639,2.5221,0,0.1033,0.8347,4.2228,1.0741,4.9368,0.039,0.1757,0.4425,89.5271,261.31,0.0067,98.73,6.1918,1.0741,31.1015,31.1019,23.4737,23.4757
TGX201909,GAK4,B,2019-09-17T04:47:00,-149.0437,59.4095,198,44,11.32,13,12.4213,12.4294,3.6327,3.634,2.5269,0,0.0986,0.8884,4.2369,1.0741,4.9369,0.0388,0.1639,0.4291,89.8272,263.059,0.0065,98.74,6.6268,1.0741,31.0838,31.0897,23.4712,23.4742
TGX201909,GAK4,B,2019-09-17T04:48:22,-149.0437,59.4095,198,44,2.6,14,12.3499,12.349,3.6241,3.624,2.542,0,0.0986,0.9211,4.0113,1.0769,0.0788,0.2505,0.164,0.6481,85.0429,264.936,0.0696,1.58,6.8918,1.0769,31.0648,31.0647,23.4699,23.4699
TGX201909,GAK4,B,2019-09-17T04:48:32,-149.0437,59.4095,198,44,2.74,15,12.3474,12.3473,3.6235,3.6143,2.5368,0,0.0951,0.8911,3.8966,1.0768,0.0908,0.2634,0.1552,0.7781,82.609,263.905,0.076,1.82,6.6489,1.0768,31.0613,30.9736,23.4676,23.3996
TGX201909,GAK5,B,2019-09-17T18:44:01,-148.9342,59.2437,168,46,38.12,1,8.0492,8.0521,3.3578,3.3583,2.2634,0,0.0464,1.9868,4.5998,1.0759,4.9282,1.249,0.0334,0.1004,97.5215,252.744,1.51,98.56,15.5355,1.0759,32.1212,32.1235,25.0065,25.008
TGX201909,GAK5,B,2019-09-17T18:44:53,-148.9342,59.2437,168,46,29.79,2,10.5511,10.5552,3.5036,3.504,2.4555,0,0.0796,1.3312,4.4707,1.1409,4.9286,1.66,0.1166,0.2143,94.7843,265.074,4.05,98.57,10.218,1.1409,31.3993,31.4003,24.0501,24.0501
TGX201909,GAK5,B,2019-09-17T18:45:59,-148.9342,59.2437,168,46,27.5,3,10.9586,10.9354,3.5237,3.5229,2.4781,0,0.0961,1.1818,4.4292,1.0757,4.9291,1.7733,0.1577,0.2515,93.9045,264.799,5.28,98.58,9.006,1.0757,31.2501,31.2623,23.8642,23.8777
TGX201909,GAK5,B,2019-09-17T18:46:56,-148.9342,59.2437,168,46,19.61,4,11.65,11.648,3.5583,3.5585,2.5456,0,0.1375,0.9464,4.2984,1.0795,4.9291,2.2197,0.2611,0.3715,91.1303,270.153,14.9,98.58,7.0973,1.0795,31.0081,31.0118,23.5542,23.5574
TGX201909,GAK5,B,2019-09-17T18:47:00,-148.9342,59.2437,168,46,19.81,5,11.6472,11.646,3.5581,3.5583,2.5477,0,0.1374,0.9911,4.3005,1.0769,4.9293,2.1512,0.261,0.3695,91.1757,270.691,12.8,98.58,7.4597,1.0769,31.0088,31.0121,23.5552,23.558
TGX201909,GAK5,B,2019-09-17T18:47:47,-148.9342,59.2437,168,46,17.7,6,11.6409,11.6407,3.5575,3.5579,2.5433,0,0.142,1.0035,4.2928,1.0744,4.9293,2.3222,0.2725,0.3767,91.0125,269.798,18.9,98.58,7.5607,1.0744,31.0095,31.0131,23.5569,23.5597
TGX201909,GAK5,B,2019-09-17T18:48:31,-148.9342,59.2437,168,46,13.85,7,11.729,11.7272,3.562,3.5622,2.5617,0,0.1592,1.0418,4.2537,1.0758,4.929,2.5537,0.3154,0.4134,90.1823,271.824,32.3,98.58,7.8713,1.0758,30.9802,30.9844,23.5183,23.5219
TGX201909,GAK5,B,2019-09-17T18:49:18,-148.9342,59.2437,168,46,9.31,8,11.928,11.9372,3.5722,3.5732,2.5892,0,0.1883,0.8097,4.1975,1.0768,4.9292,2.8721,0.3882,0.4665,88.9917,274.041,67.4,98.58,5.9885,1.0768,30.9149,30.917,23.4315,23.4315
TGX201909,GAK5,B,2019-09-17T18:49:22,-148.9342,59.2437,168,46,9.77,9,11.9361,11.9454,3.5728,3.5738,2.5877,0,0.1726,0.8546,4.1856,1.0768,4.9289,2.8621,0.3489,0.4779,88.7376,273.743,65.9,98.58,6.3526,1.0768,30.914,30.9159,23.4294,23.4291
TGX201909,GAK5,B,2019-09-17T18:50:15,-148.9342,59.2437,168,46,6.93,10,12.0067,12.0075,3.5781,3.5785,2.5898,0,0.1421,0.8773,4.1908,1.0745,4.9298,3.118,0.2727,0.4729,88.8497,273.56,119.0,98.59,6.5367,1.0745,30.9072,30.9106,23.4112,23.4137
TGX201909,GAK5,B,2019-09-17T18:51:02,-148.9342,59.2437,168,46,4.04,11,12.0092,12.008,3.5781,3.5783,2.5887,0,0.1197,0.767,4.19,1.0757,4.9304,3.3661,0.2167,0.4737,88.8322,273.688,212.0,98.61,5.6427,1.0757,30.9061,30.9096,23.4099,23.4128
