Cruise,Station,Type,Date_Time,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bot. Depth [m],Cast_Number,Pressure_[dbar],Bottle_Number,Temperature_[C],Temperature2_[C],Conductivity_[S/m],Conductivity2_[S/m],Voltage0_[V],Voltage1_[V],Voltage2_[V],Voltage3_[V],Voltage4_[V],Voltage5_[V],Voltage6_[V],Voltage7_[V],Fluorescence_[mg/m3],BeamAttenuation_[1/m],BeamTransmission_[%],Oxygen_[umol/kg],Oxygen2_[umol/kg],PAR_[umol_photons/m2/sec],Altimeter_[m],SUNA,LISST,JulianDays_[days],Salinity_[psu],Salinity2_[psu],Density_[kg/m3_sigmat],Density2_[kg/m3_sigmat]
SKQ202210S,GAK1,B,2022-07-16T18:05:21,-149.467,59.8455,266,36,30.09,9,7.3488,7.2929,3.2067,3.2014,0.0285,4.4583,0.8889,5.0,2.8942,2.7626,0.0799,0.8462,0.4297,0.2308,94.3933,284.963,300.496,0.7987,100.0,-0.89,0.0,197.7529,31.1468,31.1398,24.3388,24.3408
SKQ202210S,GAK1,B,2022-07-16T18:07:00,-149.467,59.8455,266,36,23.86,10,8.4505,8.3556,3.2958,3.2882,0.0413,4.4617,1.2473,5.0,2.8778,2.7565,0.0796,0.7469,0.7248,0.2278,94.4656,275.249,291.291,1.9803,100.0,-0.8932,0.0,197.7541,31.1134,31.1168,24.1583,24.1748
SKQ202210S,GAK1,B,2022-07-16T18:08:29,-149.467,59.8455,266,36,20.24,11,8.6372,8.5418,3.3087,3.3012,0.0492,4.4459,1.4586,4.9957,2.899,2.7883,0.0801,0.776,0.9065,0.2419,94.1321,276.446,293.893,3.298,99.91,-0.8876,0.0,197.7551,31.0847,31.0911,24.1084,24.1274
SKQ202210S,GAK1,B,2022-07-16T18:10:04,-149.467,59.8455,266,36,15.74,12,10.4713,10.3837,3.4526,3.4431,0.0706,4.3842,1.7437,4.9503,2.9268,2.8258,0.0798,0.8476,1.3982,0.2979,92.8238,268.454,285.295,6.473,99.0,-0.8916,0.0,197.7562,30.9658,30.9457,23.7259,23.7249
SKQ202210S,GAK1,B,2022-07-16T18:11:44,-149.467,59.8455,266,36,11.96,13,11.7902,11.8548,3.5306,3.5336,0.0635,4.4274,2.0531,4.9878,2.9937,2.8988,0.0799,0.7562,1.2355,0.2586,93.7404,268.789,285.524,13.326,99.76,-0.8904,0.0,197.7574,30.6274,30.6038,23.2335,23.2035
SKQ202210S,GAK1,B,2022-07-16T18:13:11,-149.467,59.8455,266,36,9.98,14,12.0066,12.0825,3.542,3.5454,0.0783,4.3583,2.2456,4.9928,3.0058,2.9153,0.0798,0.7223,1.5742,0.3215,92.2755,268.737,285.843,20.83,99.85,-0.8913,0.0,197.7584,30.5604,30.5305,23.1423,23.1052
SKQ202210S,GAK1,B,2022-07-16T18:13:20,-149.467,59.8455,266,36,10.02,15,12.0865,12.1083,3.5446,3.5462,0.0838,4.3611,2.2433,4.9927,3.0053,2.918,0.0802,1.0852,1.7031,0.319,92.3351,268.163,286.183,20.716,99.85,-0.886,0.0,197.7585,30.5194,30.5175,23.0959,23.0905
SKQ202210S,GAK1,B,2022-07-16T18:13:29,-149.467,59.8455,266,36,10.06,16,12.0434,12.0805,3.5434,3.5443,0.0804,4.3479,2.2431,4.9928,3.0055,2.9141,0.0802,0.8106,1.6235,0.3311,92.0559,268.415,285.909,20.707,99.85,-0.8866,0.0,197.7586,30.5437,30.5216,23.1226,23.0987
SKQ202210S,GAK1,B,2022-07-16T18:15:03,-149.467,59.8455,266,36,6.16,17,12.4501,12.5452,3.5561,3.5552,0.0957,4.3473,2.5899,5.0,3.03,2.9437,0.0801,0.9344,1.9766,0.3316,92.0433,268.841,287.284,46.166,100.0,-0.8876,0.0,197.7597,30.3356,30.2507,22.8864,22.8028
SKQ202210S,GAK1,B,2022-07-16T18:16:50,-149.467,59.8455,266,36,4.31,18,13.0539,13.0135,3.4902,3.496,0.0769,4.3261,2.7591,5.0,3.0676,2.9676,0.0801,1.817,1.5421,0.3512,91.5942,271.339,287.734,68.21,100.0,-0.8879,0.0,197.7609,29.2421,29.3272,21.9267,22.0001
SKQ202210S,GAK1,B,2022-07-16T18:17:00,-149.467,59.8455,266,36,4.05,19,13.1645,13.1413,3.4021,3.4341,0.082,4.325,2.7967,4.7792,3.0691,2.9758,0.0799,1.7016,1.6619,0.3522,91.571,272.881,290.056,74.405,95.58,-0.8904,0.0,197.761,28.3422,28.6555,21.2105,21.4569
SKQ202210S,GAK1,B,2022-07-16T18:17:09,-149.467,59.8455,266,36,4.09,20,13.0435,13.0923,3.4962,3.47,0.0889,4.3276,2.7858,5.0,3.0705,2.9728,0.0801,1.6325,1.8195,0.3499,91.6248,271.793,289.004,72.548,100.0,-0.8876,0.0,197.7611,29.3057,29.0249,21.9778,21.7515
SKQ202210S,GAK1,B,2022-07-16T18:17:20,-149.467,59.8455,266,36,4.16,21,13.0745,13.0925,3.4903,3.4761,0.0808,4.3229,2.7888,5.0,3.0695,2.9722,0.0802,1.7044,1.6332,0.3541,91.5266,271.88,288.913,73.093,100.0,-0.886,0.0,197.7612,29.2271,29.0812,21.9112,21.795
SKQ202210S,GAK1,B,2022-07-16T18:17:31,-149.467,59.8455,266,36,4.26,22,13.1307,13.141,3.442,3.4621,0.0784,4.3268,2.7781,5.0,3.0687,2.9721,0.0801,1.5742,1.5776,0.3506,91.6085,272.002,288.602,71.281,100.0,-0.8872,0.0,197.7614,28.7366,28.9144,21.5215,21.6569
SKQ202210S,GAK1,B,2022-07-16T18:19:06,-149.467,59.8455,266,36,1.89,23,12.8192,12.8174,2.6351,2.6378,0.0547,4.2849,3.0202,4.7171,2.9387,2.8275,0.0792,1.674,1.0332,0.3896,90.7208,273.753,288.272,124.58,94.34,-0.8991,0.0,197.7625,21.5793,21.6041,16.054,16.0734
SKQ202210S,GAK1,B,2022-07-17T00:46:04,-149.4678,59.8452,270,37,267.55,1,5.7298,5.7282,3.2652,3.2643,0.0116,3.9536,0.0124,0.5655,1.4274,1.3808,0.0825,0.6115,0.0411,0.7115,83.7052,118.082,124.401,0.0,11.31,-0.8567,0.0,198.0312,33.2007,33.1917,26.164,26.1571
SKQ202210S,GAK1,B,2022-07-17T00:46:18,-149.4678,59.8452,270,37,267.46,2,5.7293,5.7278,3.2651,3.2643,0.011,3.9231,0.0125,1.2529,1.4271,1.3792,0.0829,0.6125,0.0279,0.7426,83.0592,118.262,124.157,0.0,25.06,-0.8523,0.0,198.0314,33.2006,33.1925,26.1639,26.1577
SKQ202210S,GAK1,B,2022-07-17T00:48:42,-149.4678,59.8452,270,37,252.62,3,5.7251,5.7223,3.2636,3.2624,0.011,4.2133,0.0123,0.9703,1.4617,1.442,0.082,0.6543,0.0279,0.4569,89.2062,122.521,132.809,0.0,19.41,-0.8629,0.0,198.033,33.1948,33.1836,26.1599,26.1514
SKQ202210S,GAK1,B,2022-07-17T00:51:44,-149.4678,59.8452,270,37,202.24,4,5.6809,5.6793,3.2423,3.2414,0.011,4.2706,0.0124,3.4709,1.6894,1.6227,0.0818,0.6187,0.0273,0.4029,90.4173,150.35,157.601,0.0,69.42,-0.8663,0.0,198.0351,33.0221,33.0135,26.0286,26.022
SKQ202210S,GAK1,B,2022-07-17T00:54:56,-149.4678,59.8452,270,37,151.5,5,5.6562,5.6491,3.2032,3.2027,0.011,4.3777,0.0125,5.0,2.0761,1.9855,0.0806,0.6509,0.0279,0.3038,92.686,197.315,207.321,0.0,100.0,-0.8816,0.0,198.0374,32.6297,32.6315,25.7213,25.7236
SKQ202210S,GAK1,B,2022-07-17T00:57:15,-149.4678,59.8452,270,37,126.4,6,5.8943,5.8921,3.1912,3.1904,0.011,4.3147,0.0123,3.1953,2.3439,2.2426,0.0796,0.6632,0.0273,0.3618,91.3525,229.108,240.869,0.0,63.91,-0.8941,0.0,198.039,32.2788,32.2719,25.4156,25.4105
SKQ202210S,GAK1,B,2022-07-17T00:59:58,-149.4678,59.8452,270,37,101.1,7,5.9724,5.9654,3.1829,3.1819,0.011,4.356,0.0124,3.0882,2.4159,2.3136,0.0794,0.6502,0.0273,0.3236,92.228,237.188,249.773,0.0,61.76,-0.8957,0.0,198.0409,32.1232,32.1196,25.2833,25.2814
SKQ202210S,GAK1,B,2022-07-17T01:02:28,-149.4678,59.8452,270,37,75.9,8,6.1834,6.19,3.1861,3.1856,0.0122,4.4702,0.0364,5.0,2.5244,2.418,0.0794,0.7078,0.0554,0.2201,94.646,248.179,261.991,0.0068,100.0,-0.8966,0.0,198.0426,31.9726,31.9599,25.1387,25.128
SKQ202210S,GAK1,B,2022-07-17T01:05:01,-149.4678,59.8452,270,37,50.18,9,6.3521,6.3504,3.1588,3.158,0.0143,4.4967,0.6161,4.991,2.6436,2.5303,0.0792,0.7585,0.1036,0.1964,95.2075,262.05,276.079,0.3689,99.82,-0.8985,0.0,198.0444,31.5247,31.5171,24.7647,24.7589
SKQ202210S,GAK1,B,2022-07-17T01:07:03,-149.4678,59.8452,270,37,40.42,10,6.7871,6.785,3.179,3.1782,0.0171,4.4823,0.8398,5.0,2.7368,2.6214,0.0793,0.7195,0.1678,0.2093,94.9015,269.965,284.862,0.7002,100.0,-0.8969,0.0,198.0458,31.3512,31.3436,24.5732,24.5675
SKQ202210S,GAK1,B,2022-07-17T01:09:07,-149.4678,59.8452,270,37,30.3,11,7.6043,7.5802,3.2311,3.2293,0.0302,4.4806,1.3612,4.8444,2.8474,2.7272,0.0796,0.8605,0.4692,0.2108,94.8672,278.06,293.244,2.6109,96.89,-0.8935,0.0,198.0472,31.1782,31.1808,24.3288,24.3342
SKQ202210S,GAK1,B,2022-07-17T01:11:18,-149.4678,59.8452,270,37,19.96,12,9.7041,9.4822,3.3855,3.3694,0.0635,4.419,2.0087,4.9879,3.017,2.8824,0.08,0.7953,1.2343,0.2662,93.5616,283.204,298.906,12.019,99.76,-0.8888,0.0,198.0487,30.9465,30.9737,23.8362,23.8925
SKQ202210S,GAK1,B,2022-07-17T01:11:28,-149.4678,59.8452,270,37,19.86,13,9.7299,9.637,3.3857,3.3801,0.062,4.417,2.009,4.9878,3.0117,2.8891,0.0797,0.864,1.1988,0.2681,93.5183,282.886,298.813,12.026,99.76,-0.8932,0.0,198.0488,30.9264,30.9494,23.8164,23.8492
SKQ202210S,GAK1,B,2022-07-17T01:14:13,-149.4678,59.8452,270,37,10.28,14,12.2664,12.2827,3.5531,3.5523,0.1133,4.2981,2.711,5.0,3.0281,2.9312,0.0794,0.755,2.3812,0.3772,91.0005,269.011,287.311,61.077,100.0,-0.8963,0.0,198.0507,30.4544,30.4333,23.0125,22.9931
SKQ202210S,GAK1,B,2022-07-17T01:14:22,-149.4678,59.8452,270,37,10.06,15,12.2856,12.3001,3.5539,3.5525,0.1023,4.3025,2.7313,5.0,3.0334,2.9293,0.0797,0.7801,2.1267,0.3731,91.0934,270.05,286.525,63.995,100.0,-0.8932,0.0,198.0509,30.4468,30.4208,23.003,22.9802
SKQ202210S,GAK1,B,2022-07-17T01:14:33,-149.4678,59.8452,270,37,10.3,16,12.234,12.222,3.5525,3.5512,0.1026,4.3159,2.7016,4.763,3.0242,2.9175,0.0799,1.0038,2.1341,0.3607,91.3768,269.044,285.34,59.734,95.26,-0.8907,0.0,198.051,30.4746,30.4727,23.0341,23.0348
SKQ202210S,GAK1,B,2022-07-17T01:17:07,-149.4678,59.8452,270,37,2.13,17,12.9432,12.9424,3.1862,3.1853,0.1026,4.0574,3.5066,4.75,3.0024,2.8931,0.0796,0.8333,2.1342,0.6078,85.9037,270.131,285.793,382.53,95.0,-0.8932,0.0,198.0528,26.5135,26.5063,19.8396,19.8341
SKQ202210S,GAK1,B,2022-07-17T01:17:16,-149.4678,59.8452,270,37,2.0,18,12.945,12.9429,3.1876,3.186,0.1042,4.058,3.5377,4.7855,3.0017,2.8938,0.0792,0.7545,2.1714,0.6072,85.9153,270.337,285.897,410.98,95.71,-0.8982,0.0,198.0529,26.5251,26.5122,19.8482,19.8386
SKQ202210S,GAK1,B,2022-07-17T01:17:25,-149.4678,59.8452,270,37,1.96,19,12.9464,12.9448,3.1891,3.1879,0.1064,4.0442,3.5199,4.757,3.0005,2.8959,0.0795,0.7048,2.2224,0.6209,85.6235,269.79,286.269,394.45,95.14,-0.8953,0.0,198.053,26.5378,26.5281,19.8577,19.8506
SKQ202210S,GAK2,B,2022-07-18T04:24:29,-149.3283,59.6925,227,38,222.34,1,5.7244,5.7228,3.2602,3.2594,0.011,3.9369,0.0124,0.2985,1.4668,1.4167,0.0835,0.5822,0.0279,0.7284,83.3516,121.958,128.536,0.0,5.97,-0.8448,0.0,199.1829,33.1723,33.1652,26.1422,26.1367
SKQ202210S,GAK2,B,2022-07-18T04:24:37,-149.3283,59.6925,227,38,222.21,2,5.7242,5.7227,3.2601,3.2595,0.011,3.9306,0.0125,0.3018,1.4646,1.415,0.0839,0.6092,0.0279,0.7348,83.2181,121.929,128.514,0.0,6.04,-0.8398,0.0,199.183,33.1717,33.1656,26.1417,26.1371
SKQ202210S,GAK2,B,2022-07-18T04:26:30,-149.3283,59.6925,227,38,201.41,3,5.7121,5.7106,3.2493,3.2483,0.011,4.2525,0.0124,1.3364,1.6284,1.5696,0.0824,0.6236,0.0273,0.4198,90.0358,142.524,150.146,0.0,26.73,-0.8589,0.0,199.1843,33.0712,33.0614,26.0637,26.0561
SKQ202210S,GAK2,B,2022-07-18T04:29:12,-149.3283,59.6925,227,38,152.22,4,5.8008,5.8014,3.2128,3.2118,0.011,4.4448,0.0125,3.6618,2.1735,2.0936,0.0807,0.6999,0.0262,0.2429,94.1072,208.165,221.054,0.0,73.23,-0.8798,0.0,199.1861,32.5986,32.5862,25.6795,25.6697
SKQ202210S,GAK2,B,2022-07-18T04:31:22,-149.3283,59.6925,227,38,127.08,5,5.9636,5.9638,3.2053,3.2046,0.011,4.3918,0.0125,4.9969,2.3149,2.2227,0.08,0.6654,0.0267,0.2909,92.9858,223.026,235.48,0.0,99.94,-0.8888,0.0,199.1876,32.3699,32.3619,25.4792,25.4729
SKQ202210S,GAK2,B,2022-07-18T04:33:48,-149.3283,59.6925,227,38,101.45,6,6.3203,6.3076,3.2183,3.217,0.0112,4.5118,0.0123,5.0,2.5126,2.4098,0.0802,0.6864,0.0319,0.183,95.5274,246.527,260.631,0.0,100.0,-0.8863,0.0,199.1893,32.1884,32.1858,25.2921,25.2916
SKQ202210S,GAK2,B,2022-07-18T04:36:32,-149.3283,59.6925,227,38,75.66,7,6.6753,6.6744,3.2368,3.236,0.0131,4.5037,0.0138,2.1717,2.5783,2.4709,0.0801,0.6832,0.076,0.1903,95.3543,251.872,265.589,0.0004,43.43,-0.8876,0.0,199.1912,32.071,32.0626,25.1545,25.148
SKQ202210S,GAK2,B,2022-07-18T04:39:07,-149.3283,59.6925,227,38,50.25,8,7.0613,7.0609,3.257,3.2564,0.016,4.5261,0.2276,4.4281,2.6385,2.5294,0.0798,0.7236,0.1414,0.1704,95.8292,256.045,269.72,0.0784,88.56,-0.8913,0.0,199.193,31.9433,31.9374,25.0036,24.9989
SKQ202210S,GAK2,B,2022-07-18T04:41:10,-149.3283,59.6925,227,38,40.18,9,7.9817,7.9801,3.3228,3.3218,0.0409,4.4854,0.4577,4.1203,2.7649,2.6562,0.0796,0.7354,0.7162,0.2065,94.968,264.717,280.063,0.2187,82.41,-0.8944,0.0,199.1944,31.8101,31.8011,24.7721,24.7653
SKQ202210S,GAK2,B,2022-07-18T04:43:02,-149.3283,59.6925,227,38,30.4,10,8.8314,8.8903,3.3878,3.3914,0.0617,4.4233,0.8567,4.9611,2.8569,2.748,0.0798,0.7141,1.1931,0.2623,93.6534,269.263,285.455,0.733,99.22,-0.8913,0.0,199.1957,31.7311,31.7159,24.5852,24.5643
SKQ202210S,GAK2,B,2022-07-18T04:45:03,-149.3283,59.6925,227,38,19.72,11,11.2802,11.2887,3.5677,3.5674,0.1549,4.1177,1.4961,4.71,2.9891,2.8827,0.0801,0.6676,3.3383,0.5488,87.1797,269.962,286.054,3.6069,94.2,-0.8876,0.0,199.1971,31.4115,31.4014,23.9334,23.924
SKQ202210S,GAK2,B,2022-07-18T04:45:11,-149.3283,59.6925,227,38,20.24,12,11.3247,11.3074,3.571,3.5688,0.1595,4.112,1.4419,4.9951,2.9919,2.885,0.0794,0.643,3.4426,0.5543,87.0604,269.966,286.001,3.1722,99.9,-0.8966,0.0,199.1972,31.4062,31.3987,23.9214,23.9186
SKQ202210S,GAK2,B,2022-07-18T04:47:04,-149.3283,59.6925,227,38,9.9,13,12.251,12.2392,3.6355,3.6337,0.1606,4.0237,2.2129,4.7489,2.9889,2.8885,0.0801,0.6369,3.4695,0.6411,85.1908,264.362,280.462,19.307,94.98,-0.8872,0.0,199.1985,31.2525,31.245,23.6338,23.6302
SKQ202210S,GAK2,B,2022-07-18T04:47:13,-149.3283,59.6925,227,38,9.97,14,12.2917,12.2608,3.639,3.6355,0.1487,4.0141,2.2051,4.9268,2.9842,2.8864,0.0796,0.6274,3.1939,0.6507,84.986,263.094,279.879,18.967,98.53,-0.8941,0.0,199.1986,31.2522,31.2445,23.626,23.6257
SKQ202210S,GAK2,B,2022-07-18T04:49:04,-149.3283,59.6925,227,38,4.26,15,12.7908,12.7535,3.6748,3.6709,0.1073,4.016,2.71,5.0,2.9904,2.8948,0.0796,0.6585,2.2436,0.6488,85.0271,261.087,277.78,61.053,100.0,-0.8932,0.0,199.1999,31.1802,31.1743,23.4758,23.4784
SKQ202210S,GAK2,B,2022-07-18T04:49:10,-149.3283,59.6925,227,38,4.38,16,12.7793,12.7675,3.6738,3.672,0.1059,4.0222,2.6951,5.0,2.9882,2.8958,0.0796,0.6663,2.2109,0.6427,85.1569,260.637,277.644,58.859,100.0,-0.8935,0.0,199.2,31.1799,31.1726,23.4777,23.4744
SKQ202210S,GAK3,B,2022-07-18T06:35:11,-149.1865,59.553,211,39,207.54,1,5.6896,5.6888,3.2512,3.2504,0.011,3.9085,0.0124,0.2617,1.5738,1.5198,0.082,0.638,0.0284,0.7574,82.75,135.597,143.031,0.0,5.24,-0.8635,0.0,199.2736,33.1115,33.1032,26.0983,26.0918
SKQ202210S,GAK3,B,2022-07-18T06:35:17,-149.1865,59.553,211,39,207.32,2,5.69,5.6884,3.2512,3.2503,0.011,3.9085,0.0125,0.276,1.5726,1.5192,0.0819,0.6826,0.0284,0.7574,82.75,135.482,142.885,0.0,5.52,-0.8648,0.0,199.2737,33.1113,33.1032,26.0981,26.0919
SKQ202210S,GAK3,B,2022-07-18T06:37:02,-149.1865,59.553,211,39,202.21,3,5.6897,5.6887,3.2507,3.2499,0.011,3.9284,0.0124,0.5294,1.5766,1.5227,0.0819,0.6141,0.0273,0.7371,83.1711,135.995,143.343,0.0,10.59,-0.8654,0.0,199.2749,33.1089,33.1005,26.0962,26.0897
SKQ202210S,GAK3,B,2022-07-18T06:39:28,-149.1865,59.553,211,39,152.31,4,5.734,5.733,3.2215,3.2207,0.0106,4.4951,0.0124,3.0264,2.0679,1.983,0.0801,0.7045,0.0182,0.1979,95.1727,196.083,206.176,0.0,60.53,-0.8879,0.0,199.2766,32.7607,32.7523,25.8156,25.8091
SKQ202210S,GAK3,B,2022-07-18T06:41:55,-149.1865,59.553,211,39,126.09,5,5.8673,5.8673,3.2088,3.2082,0.0105,4.4829,0.0124,4.3203,2.3091,2.2132,0.0791,0.6701,0.0153,0.2088,94.9146,224.646,236.937,0.0,86.4,-0.9003,0.0,199.2783,32.5025,32.4947,25.5956,25.5894
SKQ202210S,GAK3,B,2022-07-18T06:44:04,-149.1865,59.553,211,39,101.7,6,5.984,5.9791,3.2057,3.2047,0.011,4.4678,0.0124,5.0,2.3898,2.2897,0.0794,0.6662,0.0279,0.2222,94.5954,233.26,246.096,0.0,100.0,-0.8963,0.0,199.2798,32.3672,32.3603,25.4746,25.4697
SKQ202210S,GAK3,B,2022-07-18T06:46:35,-149.1865,59.553,211,39,75.88,7,6.1325,6.1282,3.2053,3.2042,0.0122,4.4988,0.0124,3.4355,2.4898,2.3803,0.0796,0.6751,0.0554,0.1946,95.2508,244.263,256.748,0.0,68.71,-0.8941,0.0,199.2815,32.2341,32.2261,25.3514,25.3456
SKQ202210S,GAK3,B,2022-07-18T06:49:12,-149.1865,59.553,211,39,50.26,8,6.4699,6.4687,3.218,3.2174,0.0141,4.5199,0.0123,3.0954,2.5649,2.4579,0.0793,0.6954,0.0984,0.1759,95.6994,250.74,264.369,0.0,61.91,-0.8978,0.0,199.2834,32.0687,32.0625,25.1789,25.1742
SKQ202210S,GAK3,B,2022-07-18T06:50:53,-149.1865,59.553,211,39,40.8,9,7.3169,7.3199,3.2743,3.2736,0.0336,4.5006,0.0124,3.2917,2.6723,2.5661,0.0793,0.6878,0.5477,0.193,95.2909,258.219,273.115,0.0,65.83,-0.8969,0.0,199.2845,31.8995,31.8892,24.9348,24.9263
SKQ202210S,GAK3,B,2022-07-18T06:52:39,-149.1865,59.553,211,39,30.16,10,8.4682,8.4513,3.3614,3.359,0.0567,4.4246,0.0839,4.5199,2.7822,2.6724,0.0798,0.6828,1.0796,0.2611,93.6808,262.906,278.466,0.0218,90.4,-0.8916,0.0,199.2857,31.7811,31.772,24.6787,24.6741
SKQ202210S,GAK3,B,2022-07-18T06:54:20,-149.1865,59.553,211,39,20.23,11,12.3654,12.3292,3.6857,3.682,0.1261,4.0916,0.4415,4.6315,2.9547,2.8528,0.0792,0.7131,2.6757,0.5742,86.6277,259.345,275.173,0.2062,92.63,-0.8982,0.0,199.2869,31.6323,31.6269,23.9067,23.9094
SKQ202210S,GAK3,B,2022-07-18T06:54:27,-149.1865,59.553,211,39,20.15,12,12.3835,12.3893,3.6876,3.6869,0.1161,4.0967,0.4299,4.713,2.9561,2.8567,0.0795,0.6625,2.4442,0.5692,86.7365,259.768,275.341,0.1976,94.26,-0.895,0.0,199.287,31.6348,31.6231,23.9052,23.895
SKQ202210S,GAK3,B,2022-07-18T06:56:17,-149.1865,59.553,211,39,9.86,13,12.8568,12.856,3.7088,3.7077,0.0964,4.0294,1.0596,4.5023,2.9681,2.8709,0.0793,0.6088,1.9926,0.6355,85.3106,258.102,274.131,1.2449,90.05,-0.8972,0.0,199.2883,31.4442,31.4342,23.6674,23.6599
SKQ202210S,GAK3,B,2022-07-18T06:56:25,-149.1865,59.553,211,39,10.14,14,12.8602,12.8577,3.7093,3.7079,0.0991,4.0276,1.0335,4.7604,2.9686,2.873,0.0792,0.634,2.0551,0.6373,85.272,258.207,274.508,1.1629,95.21,-0.8985,0.0,199.2884,31.4455,31.4347,23.6679,23.6599
SKQ202210S,GAK3,B,2022-07-18T06:58:13,-149.1865,59.553,211,39,2.18,15,12.8367,12.8352,3.706,3.7049,0.102,4.0235,1.707,4.8177,2.9699,2.8734,0.0794,0.6081,2.1204,0.6414,85.1849,258.377,274.514,5.9574,96.35,-0.8963,0.0,199.2896,31.4375,31.4278,23.6662,23.6589
SKQ202210S,GAK3,B,2022-07-18T06:58:19,-149.1865,59.553,211,39,2.55,16,12.8402,12.8396,3.7064,3.7054,0.1068,4.0216,1.6642,4.9274,2.9711,2.873,0.0794,0.6001,2.2321,0.6433,85.1448,258.605,274.289,5.3735,98.55,-0.896,0.0,199.2897,31.4379,31.4285,23.6658,23.6586
SKQ202210S,GAK4,B,2022-07-18T15:35:46,-149.0488,59.4083,200,40,196.27,1,5.7057,5.7046,3.2502,3.2494,0.0111,3.8812,0.0123,0.9342,1.6507,1.591,0.0822,0.6044,0.029,0.7855,82.1705,145.111,152.638,0.0,18.69,-0.861,0.0,199.649,33.0902,33.0819,26.0795,26.0731
SKQ202210S,GAK4,B,2022-07-18T15:35:53,-149.0488,59.4083,200,40,195.78,2,5.7058,5.7047,3.2502,3.2493,0.011,3.9004,0.0124,0.286,1.6503,1.5907,0.0829,0.6116,0.0284,0.7657,82.578,144.789,152.784,0.0,5.72,-0.8523,0.0,199.6491,33.0902,33.0818,26.0795,26.073
SKQ202210S,GAK4,B,2022-07-18T15:38:29,-149.0488,59.4083,200,40,152.04,3,5.7344,5.7334,3.2283,3.2275,0.011,4.4668,0.0123,2.4566,1.9649,1.8864,0.0814,0.7045,0.0279,0.2232,94.5727,183.115,192.881,0.0,49.13,-0.871,0.0,199.6509,32.8369,32.8294,25.8758,25.87
SKQ202210S,GAK4,B,2022-07-18T15:40:42,-149.0488,59.4083,200,40,126.6,4,5.852,5.8497,3.2164,3.2156,0.0104,4.4316,0.0124,3.7292,2.2129,2.1216,0.0806,0.6648,0.0142,0.2548,93.8286,212.79,223.993,0.0,74.59,-0.881,0.0,199.6524,32.6014,32.5949,25.6756,25.6707
SKQ202210S,GAK4,B,2022-07-18T15:42:58,-149.0488,59.4083,200,40,100.87,5,5.9022,5.901,3.208,3.2072,0.0105,4.4157,0.0122,4.9827,2.2968,2.201,0.0804,0.6476,0.0147,0.2692,93.4914,222.105,234.412,0.0,99.65,-0.8832,0.0,199.654,32.4715,32.4635,25.5669,25.5607
SKQ202210S,GAK4,B,2022-07-18T15:45:36,-149.0488,59.4083,200,40,75.46,6,6.0575,6.0586,3.1999,3.1991,0.011,4.485,0.1364,5.0,2.4603,2.3602,0.0805,0.6828,0.0279,0.2069,94.9606,241.078,254.504,0.0404,100.0,-0.8822,0.0,199.6558,32.2448,32.2347,25.369,25.3609
SKQ202210S,GAK4,B,2022-07-18T15:48:06,-149.0488,59.4083,200,40,50.22,7,6.1983,6.2,3.199,3.1984,0.0117,4.5011,0.6675,2.6784,2.5173,2.412,0.0798,0.6787,0.0445,0.1926,95.2994,246.424,259.915,0.4308,53.57,-0.8916,0.0,199.6576,32.1137,32.105,25.2483,25.2412
SKQ202210S,GAK4,B,2022-07-18T15:49:54,-149.0488,59.4083,200,40,40.63,8,6.3535,6.3479,3.2059,3.2045,0.0127,4.5132,0.931,2.5852,2.5495,2.4421,0.0796,0.6963,0.068,0.1818,95.5559,249.056,262.442,0.8925,51.7,-0.8944,0.0,199.6588,32.0481,32.0388,25.1773,25.1707
SKQ202210S,GAK4,B,2022-07-18T15:51:38,-149.0488,59.4083,200,40,29.93,9,7.4454,7.4267,3.2964,3.2942,0.0295,4.4998,1.2936,3.374,2.7037,2.5936,0.0803,0.7844,0.452,0.1937,95.2735,260.664,275.209,2.218,67.48,-0.8854,0.0,199.66,32.0244,32.0181,25.0155,25.0131
SKQ202210S,GAK4,B,2022-07-18T15:53:16,-149.0488,59.4083,200,40,20.64,10,9.9296,9.7965,3.4986,3.4877,0.0858,4.3576,1.7579,4.8889,2.952,2.8263,0.0802,0.7962,1.749,0.3222,92.2612,273.296,287.921,6.6934,97.78,-0.8857,0.0,199.6612,31.8947,31.9023,24.5397,24.5673
SKQ202210S,GAK4,B,2022-07-18T15:53:24,-149.0488,59.4083,200,40,20.87,11,9.9625,9.8492,3.5018,3.4913,0.0979,4.3615,1.7699,4.3833,2.9533,2.8305,0.0804,0.7955,2.027,0.3186,92.343,273.575,288.36,6.8832,87.67,-0.8838,0.0,199.6613,31.8981,31.8921,24.5369,24.5508
SKQ202210S,GAK4,B,2022-07-18T15:54:59,-149.0488,59.4083,200,40,9.93,12,12.7325,12.7312,3.7178,3.7167,0.0941,4.1624,2.5182,4.8759,2.9488,2.8531,0.0794,0.7456,1.9375,0.5056,88.1265,256.371,272.805,39.122,97.52,-0.8969,0.0,199.6624,31.6324,31.6232,23.8371,23.8302
SKQ202210S,GAK4,B,2022-07-18T15:55:06,-149.0488,59.4083,200,40,9.76,13,12.7342,12.6551,3.7173,3.7111,0.0962,4.1433,2.5383,4.8076,2.9424,2.841,0.0797,0.7828,1.9874,0.524,87.7228,255.559,271.145,40.983,96.15,-0.8932,0.0,199.6624,31.6262,31.6339,23.8319,23.853
