Cruise,Station,Type,Date_Time,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bot. Depth [m],Cast_Number,Pressure_[dbar],Bottle_Number,Temperature_[C],Temperature2_[C],Conductivity_[S/m],Conductivity2_[S/m],Voltage0_[V],Voltage1_[V],Voltage2_[V],Voltage3_[V],Voltage4_[V],Voltage5_[V],Voltage6_[V],Voltage7_[V],Fluorescence_[mg/m3],BeamAttenuation_[1/m],BeamTransmission_[%],Oxygen_[umol/kg],Oxygen2_[umol/kg],PAR_[umol_photons/m2/sec],Altimeter_[m],SUNA,LISST,JulianDays_[days],Salinity_[psu],Salinity2_[psu],Density_[kg/m3_sigmat],Density2_[kg/m3_sigmat]
SKQ202210S,RES2.5,B,2022-07-07T16:14:53,-149.3575,60.019,294,1,290.7,1,5.6834,5.682,3.2512,3.2506,0.011,3.7131,0.0123,0.2332,1.6094,1.541,0.0837,0.5575,0.0279,0.9627,78.611,141.02,147.487,0.0,4.66,-0.8423,0.0,188.6763,33.0773,33.0718,26.072,26.0678
SKQ202210S,RES2.5,B,2022-07-07T16:15:02,-149.3575,60.019,294,1,290.71,2,5.6841,5.6835,3.2514,3.2509,0.0111,3.7479,0.0125,0.2332,1.6038,1.5295,0.0832,0.6333,0.029,0.9252,79.3488,140.437,145.658,0.0,4.66,-0.8476,0.0,188.6764,33.0784,33.0733,26.0727,26.0688
SKQ202210S,RES2.5,B,2022-07-07T16:17:32,-149.3575,60.019,294,1,254.24,3,5.6692,5.6683,3.246,3.2454,0.011,4.297,0.0126,2.0475,1.6965,1.6181,0.0836,0.309,0.0273,0.3782,90.9773,152.185,157.961,0.0,40.95,-0.843,0.0,188.6782,33.05,33.044,26.0521,26.0474
SKQ202210S,RES2.5,B,2022-07-07T16:20:21,-149.3575,60.019,294,1,202.71,4,5.6482,5.6449,3.2381,3.2373,0.011,4.3532,0.0125,4.6123,1.7523,1.6671,0.0829,0.3021,0.0273,0.3262,92.1694,158.223,163.729,0.0,92.25,-0.8517,0.0,188.6801,33.0068,33.0016,26.0205,26.0168
SKQ202210S,RES2.5,B,2022-07-07T16:23:18,-149.3575,60.019,294,1,151.8,5,5.5853,5.5854,3.2109,3.2106,0.011,4.4265,0.0125,1.7206,1.9031,1.8099,0.0824,0.5421,0.0273,0.2594,93.7209,177.2,184.028,0.0,34.41,-0.8589,0.0,188.6822,32.7861,32.7823,25.8534,25.8503
SKQ202210S,RES2.5,B,2022-07-07T16:25:51,-149.3575,60.019,294,1,126.4,6,5.4557,5.4544,3.1676,3.1678,0.0108,4.4529,0.0125,2.9822,2.2338,2.1101,0.0817,0.3309,0.0233,0.2357,94.2787,217.949,225.939,0.0,59.64,-0.8673,0.0,188.684,32.4333,32.4369,25.5894,25.5924
SKQ202210S,RES2.5,B,2022-07-07T16:28:22,-149.3575,60.019,294,1,101.06,7,5.482,5.4931,3.1408,3.1415,0.011,4.477,0.0124,4.6764,2.4705,2.3282,0.0814,0.1107,0.0273,0.214,94.7896,246.568,254.759,0.0,93.53,-0.8707,0.0,188.6857,32.1165,32.1139,25.3358,25.3324
SKQ202210S,RES2.5,B,2022-07-07T16:31:05,-149.3575,60.019,294,1,75.78,8,5.1228,5.1064,3.0736,3.0707,0.011,4.4608,0.0125,5.0,2.5788,2.4335,0.0813,0.093,0.0279,0.2286,94.4466,262.836,272.331,0.0,100.0,-0.8723,0.0,188.6876,31.7076,31.6904,25.0525,25.0407
SKQ202210S,RES2.5,B,2022-07-07T16:33:59,-149.3575,60.019,294,1,50.52,9,5.0924,5.0746,3.0439,3.0428,0.012,4.4468,0.0548,5.0,2.6407,2.4917,0.0812,0.3354,0.0497,0.2411,94.1505,270.494,280.49,0.0125,100.0,-0.8735,0.0,188.6896,31.4102,31.4138,24.8204,24.8252
SKQ202210S,RES2.5,B,2022-07-07T16:35:53,-149.3575,60.019,294,1,40.34,10,5.9509,5.9051,3.1,3.0973,0.0208,4.4743,0.2549,5.0,2.8126,2.6506,0.0811,0.4104,0.252,0.2165,94.7321,285.93,295.911,0.0914,100.0,-0.8751,0.0,188.6909,31.247,31.2598,24.594,24.6096
SKQ202210S,RES2.5,B,2022-07-07T16:37:51,-149.3575,60.019,294,1,30.3,11,6.6904,6.5996,3.1546,3.1511,0.0411,4.4546,0.5505,5.0,2.9175,2.7497,0.0809,0.5228,0.7191,0.2341,94.3157,292.605,303.698,0.3,100.0,-0.8769,0.0,188.6923,31.1776,31.2216,24.4489,24.495
SKQ202210S,RES2.5,B,2022-07-07T16:39:49,-149.3575,60.019,294,1,19.92,12,7.9836,7.949,3.2621,3.2571,0.0905,4.3937,1.0821,5.0,3.0679,2.8946,0.0815,0.5836,1.8562,0.2892,93.0254,300.669,311.177,1.315,100.0,-0.8704,0.0,188.6936,31.1741,31.1519,24.2729,24.2604
SKQ202210S,RES2.5,B,2022-07-07T16:39:59,-149.3575,60.019,294,1,19.95,13,7.8616,7.8679,3.2534,3.2513,0.0934,4.3932,1.075,4.9974,3.0539,2.8824,0.0813,0.8047,1.9232,0.2896,93.0154,299.526,310.56,1.2917,99.95,-0.872,0.0,188.6938,31.1907,31.1624,24.3031,24.28
SKQ202210S,RES2.5,B,2022-07-07T16:41:56,-149.3575,60.019,294,1,9.88,14,10.227,10.2127,3.4273,3.4271,0.0774,4.2156,1.9214,4.9878,3.486,3.2903,0.0832,1.1383,1.5547,0.4548,89.2532,332.233,344.264,9.8081,99.76,-0.8489,0.0,188.6951,30.924,30.9338,23.734,23.744
SKQ202210S,RES2.5,B,2022-07-07T16:42:06,-149.3575,60.019,294,1,9.89,15,10.1561,10.1608,3.4235,3.423,0.0774,4.218,1.9205,4.9878,3.491,3.2971,0.0833,0.9634,1.5564,0.4525,89.3044,332.779,345.001,9.7858,99.76,-0.8473,0.0,188.6952,30.9465,30.9377,23.7631,23.7555
SKQ202210S,RES2.5,B,2022-07-07T16:44:55,-149.3575,60.019,294,1,1.99,16,15.3617,15.3606,2.6203,2.6202,0.0464,4.2255,2.6792,5.0,2.9332,2.7971,0.0788,0.7052,0.8424,0.4453,89.4637,261.312,271.836,56.819,100.0,-0.9031,0.0,188.6972,20.0819,20.0816,14.4354,14.4353
SKQ202210S,RES2.5,B,2022-07-07T16:45:05,-149.3575,60.019,294,1,2.0,17,15.3634,15.3599,2.6208,2.6206,0.0434,4.2246,2.6796,5.0,2.9327,2.7968,0.0791,0.6508,0.7736,0.4462,89.4442,261.275,271.98,56.864,100.0,-0.9,0.0,188.6973,20.0852,20.0858,14.4376,14.4387
SKQ202210S,GAK1,B,2022-07-07T19:27:41,-149.4672,59.8453,269,2,265.44,1,5.7335,5.7318,3.2659,3.2652,0.0112,3.7218,0.0124,0.2397,1.4468,1.391,0.0839,0.5636,0.0319,0.9533,78.7952,120.645,125.842,0.0,4.79,0.8388,0.0,188.8102,33.2064,33.1997,26.168,26.1629
SKQ202210S,GAK1,B,2022-07-07T19:27:52,-149.4672,59.8453,269,2,265.4,2,5.7332,5.732,3.2659,3.2652,0.0117,3.7216,0.0127,0.2412,1.4493,1.3878,0.0835,0.5741,0.0439,0.9534,78.7926,121.001,125.414,0.0,4.82,0.8353,0.0,188.8104,33.2062,33.1996,26.1679,26.1629
SKQ202210S,GAK1,B,2022-07-07T19:29:42,-149.4672,59.8453,269,2,253.33,3,5.7328,5.7313,3.2638,3.2631,0.011,4.3812,0.0124,0.8367,1.5701,1.491,0.0828,0.2898,0.0273,0.3006,92.761,135.775,139.41,0.0,16.73,0.8285,0.0,188.8116,33.1886,33.183,26.154,26.1498
SKQ202210S,GAK1,B,2022-07-07T19:32:53,-149.4672,59.8453,269,2,202.6,4,5.68,5.6783,3.2427,3.2419,0.011,4.3559,0.0124,3.3505,1.7125,1.629,0.0823,0.1841,0.0273,0.3238,92.2243,153.08,158.365,0.0,67.01,0.8231,0.0,188.8138,33.0278,33.0202,26.0333,26.0274
SKQ202210S,GAK1,B,2022-07-07T19:35:46,-149.4672,59.8453,269,2,151.72,5,5.6337,5.6288,3.2183,3.2169,0.0103,4.4528,0.0125,4.9213,1.9426,1.8436,0.0816,0.2319,0.0119,0.2357,94.2777,180.968,187.634,0.0,98.43,0.8158,0.0,188.8158,32.8227,32.8119,25.8766,25.8686
SKQ202210S,GAK1,B,2022-07-07T19:38:11,-149.4672,59.8453,269,2,126.58,6,5.643,5.6429,3.176,3.1755,0.011,4.4745,0.0124,2.1066,2.382,2.2463,0.0809,0.3933,0.0273,0.2162,94.7373,235.248,243.245,0.0,42.13,0.8086,0.0,188.8175,32.3486,32.3423,25.5006,25.4957
SKQ202210S,GAK1,B,2022-07-07T19:40:47,-149.4672,59.8453,269,2,101.25,7,5.8775,5.8788,3.1747,3.1738,0.011,4.4731,0.0124,2.9887,2.5388,2.3944,0.0806,0.4229,0.0273,0.2175,94.7067,252.702,261.504,0.0,59.77,0.8061,0.0,188.8193,32.1213,32.1109,25.2932,25.2849
SKQ202210S,GAK1,B,2022-07-07T19:43:42,-149.4672,59.8453,269,2,75.72,8,6.1315,6.175,3.1711,3.1734,0.0145,4.4892,0.0125,4.8639,2.6297,2.4811,0.0802,0.0134,0.1076,0.2032,95.0482,262.138,271.01,0.0,97.28,0.8016,0.0,188.8213,31.8545,31.8385,25.0519,25.034
SKQ202210S,GAK1,B,2022-07-07T19:46:48,-149.4672,59.8453,269,2,50.39,9,6.6735,6.6701,3.1851,3.1844,0.0171,4.5113,0.0556,4.9038,2.7019,2.5488,0.0803,0.1961,0.1678,0.1835,95.5157,266.822,276.23,0.0127,98.08,0.8029,0.0,188.8235,31.5174,31.5124,24.7186,24.7152
SKQ202210S,GAK1,B,2022-07-07T19:48:59,-149.4672,59.8453,269,2,40.35,10,7.0888,7.0642,3.2078,3.2061,0.02,4.5089,0.3375,5.0,2.7545,2.5978,0.0802,0.0134,0.2348,0.1856,95.4651,270.449,279.907,0.1362,100.0,0.8021,0.0,188.825,31.3895,31.3934,24.5642,24.5705
SKQ202210S,GAK1,B,2022-07-07T19:51:05,-149.4672,59.8453,269,2,30.54,11,7.5141,7.4261,3.2354,3.2298,0.0301,4.5055,0.6672,5.0,2.84,2.6541,0.0804,0.0134,0.4675,0.1886,95.3938,277.607,284.766,0.4304,100.0,0.8036,0.0,188.8265,31.3057,31.325,24.4413,24.4685
SKQ202210S,GAK1,B,2022-07-07T19:53:12,-149.4672,59.8453,269,2,20.55,12,7.8694,7.8951,3.2587,3.2593,0.0494,4.4607,1.1319,5.0,2.8687,2.7163,0.0802,0.0134,0.91,0.2286,94.446,278.009,288.98,1.4898,100.0,0.8016,0.0,188.8279,31.2399,31.2235,24.3406,24.3241
SKQ202210S,GAK1,B,2022-07-07T19:53:21,-149.4672,59.8453,269,2,20.37,13,7.9351,7.9103,3.2632,3.2609,0.0512,4.45,1.1298,5.0,2.8835,2.7191,0.0804,0.0134,0.9518,0.2382,94.2186,280.116,289.279,1.4817,100.0,0.8039,0.0,188.828,31.2288,31.2262,24.3227,24.3241
SKQ202210S,GAK1,B,2022-07-07T19:55:12,-149.4672,59.8453,269,2,10.2,14,10.2175,10.2246,3.4188,3.4198,0.2388,3.9683,2.0938,4.9884,3.3818,3.2318,0.0824,0.8505,5.2657,0.6966,84.0165,320.808,336.827,14.648,99.77,0.8243,0.0,188.8293,30.8465,30.8504,23.6751,23.677
SKQ202210S,GAK1,B,2022-07-07T19:55:26,-149.4672,59.8453,269,2,10.17,15,10.2044,10.355,3.4186,3.43,0.2249,3.9723,2.1001,4.9885,3.4106,3.2356,0.0819,0.8196,4.9476,0.6926,84.1015,323.981,336.883,14.861,99.77,0.8188,0.0,188.8295,30.8558,30.8417,23.6845,23.6487
SKQ202210S,GAK1,B,2022-07-07T19:57:18,-149.4672,59.8453,269,2,2.15,16,14.1744,14.1773,3.0582,3.1073,0.081,3.8117,3.0046,4.78,3.1436,3.0097,0.0802,1.7116,1.6373,0.8578,80.6987,280.467,294.874,120.3,95.6,0.8014,0.0,188.8308,24.539,24.9719,18.0865,18.4189
SKQ202210S,GAK1,B,2022-07-07T19:57:31,-149.4672,59.8453,269,2,2.23,17,14.1998,14.1974,3.2269,3.2148,0.0897,3.8072,2.9815,5.0,3.1983,3.0196,0.0803,1.6643,1.8384,0.8624,80.6058,281.934,291.371,114.13,100.0,0.8034,0.0,188.8309,26.0205,25.9142,19.2214,19.14
SKQ202210S,PWS3,B,2022-07-08T16:09:03,-147.6665,60.6662,703,3,697.88,1,5.7853,5.7837,3.2764,3.2757,0.011,4.3615,0.0126,0.2711,1.5004,1.4304,0.0839,0.7301,0.0273,0.3186,92.3435,134.59,139.099,0.0,5.42,0.8397,0.0,189.6723,33.0649,33.0582,26.0499,26.0448
SKQ202210S,PWS3,B,2022-07-08T16:09:16,-147.6665,60.6662,703,3,697.9,2,5.7855,5.7835,3.2764,3.2757,0.0099,4.3574,0.0125,0.2749,1.5006,1.4296,0.0839,0.2969,0.0022,0.3224,92.2565,134.704,138.862,0.0,5.5,0.8393,0.0,189.6724,33.0645,33.0584,26.0496,26.045
SKQ202210S,PWS3,B,2022-07-08T16:14:37,-147.6665,60.6662,703,3,505.63,3,5.7762,5.7748,3.2629,3.2622,0.0106,4.427,0.0125,5.0,1.6104,1.5324,0.0829,0.3725,0.0182,0.259,93.7305,145.903,150.599,0.0,100.0,0.829,0.0,189.6761,33.0139,33.0071,26.0107,26.0055
SKQ202210S,PWS3,B,2022-07-08T16:20:48,-147.6665,60.6662,703,3,252.62,4,5.7327,5.7317,3.2258,3.2252,0.0099,4.4584,0.0124,5.0,1.9234,1.8235,0.0814,0.0134,0.0016,0.2307,94.3959,180.749,186.766,0.0,100.0,0.8138,0.0,189.6804,32.7619,32.7558,25.8167,25.812
SKQ202210S,PWS3,B,2022-07-08T16:24:26,-147.6665,60.6662,703,3,202.13,5,5.7622,5.7615,3.2154,3.2148,0.0104,4.5313,0.0123,5.0,1.9161,1.8195,0.0812,0.0134,0.0124,0.1658,95.94,178.679,185.099,0.0,100.0,0.8123,0.0,189.683,32.6406,32.6339,25.7173,25.7121
SKQ202210S,PWS3,B,2022-07-08T16:27:12,-147.6665,60.6662,703,3,151.93,6,5.6777,5.6744,3.1844,3.1834,0.011,4.5429,0.013,5.0,2.1207,2.0114,0.0806,0.0134,0.0267,0.1555,96.1849,203.64,211.149,0.0001,100.0,0.8064,0.0,189.6849,32.3966,32.3885,25.5345,25.5285
SKQ202210S,PWS3,B,2022-07-08T16:29:35,-147.6665,60.6662,703,3,126.32,7,5.6551,5.6529,3.1721,3.1708,0.011,4.5496,0.0123,5.0,2.1522,2.0391,0.0805,0.0134,0.0273,0.1497,96.3268,206.839,214.751,0.0,100.0,0.8051,0.0,189.6865,32.2924,32.2804,25.4548,25.4456
SKQ202210S,PWS3,B,2022-07-08T16:32:01,-147.6665,60.6662,703,3,101.29,8,5.6145,5.609,3.1535,3.1522,0.011,4.5538,0.0124,5.0,2.1468,2.035,0.08,0.0134,0.0279,0.146,96.4161,206.349,213.794,0.0,100.0,0.8001,0.0,189.6882,32.1337,32.1244,25.3341,25.3274
SKQ202210S,PWS3,B,2022-07-08T16:35:02,-147.6665,60.6662,703,3,75.9,9,5.4284,5.416,3.1141,3.1128,0.0122,4.5233,0.0124,5.0,2.3233,2.2004,0.0801,0.0134,0.0554,0.1728,95.7706,228.924,237.775,0.0,100.0,0.8009,0.0,189.6903,31.8784,31.8754,25.1536,25.1526
SKQ202210S,PWS3,B,2022-07-08T16:37:57,-147.6665,60.6662,703,3,50.7,10,5.949,5.9478,3.1337,3.1331,0.0147,4.5224,0.0834,4.8904,2.5028,2.365,0.0799,0.0134,0.1116,0.1737,95.7511,247.269,256.344,0.0216,97.81,0.7984,0.0,189.6923,31.6201,31.6141,24.8889,24.8843
SKQ202210S,PWS3,B,2022-07-08T16:40:39,-147.6665,60.6662,703,3,40.54,11,5.8608,5.8768,3.1114,3.115,0.0189,4.5451,0.2118,5.0,2.6062,2.4463,0.0794,0.0133,0.2096,0.1537,96.2319,261.98,268.363,0.0711,100.0,0.7941,0.0,189.6942,31.4575,31.4831,24.7709,24.7893
SKQ202210S,PWS3,B,2022-07-08T16:42:31,-147.6665,60.6662,703,3,30.22,12,6.7653,6.7595,3.1714,3.1706,0.0381,4.4912,0.4485,5.0,2.6876,2.5382,0.08,0.0134,0.6509,0.2013,95.0904,264.296,274.102,0.2116,100.0,0.7999,0.0,189.6955,31.292,31.2893,24.5294,24.528
SKQ202210S,PWS3,B,2022-07-08T16:44:16,-147.6665,60.6662,703,3,20.28,13,7.366,7.3658,3.1974,3.1969,0.1145,4.339,0.9112,5.0,2.8606,2.7034,0.0798,0.3818,2.4069,0.3393,91.8665,281.116,291.56,0.8473,100.0,0.7979,0.0,189.6967,31.0359,31.0303,24.2494,24.245
SKQ202210S,PWS3,B,2022-07-08T16:44:26,-147.6665,60.6662,703,3,20.31,14,7.3621,7.3634,3.1972,3.1966,0.1136,4.3463,0.9109,5.0,2.8628,2.7058,0.0799,0.3216,2.3869,0.3326,92.0206,281.506,291.605,0.8466,100.0,0.7986,0.0,189.6968,31.0367,31.029,24.2505,24.2443
SKQ202210S,PWS3,B,2022-07-08T16:46:14,-147.6665,60.6662,703,3,9.68,15,13.0602,13.0533,3.43,3.4288,0.0787,4.2135,1.8513,4.988,3.396,3.2204,0.0814,0.9598,1.5851,0.4567,89.2099,307.435,318.828,8.327,99.76,0.8141,0.0,189.6981,28.6771,28.6708,21.4889,21.4854
SKQ202210S,PWS3,B,2022-07-08T16:46:23,-147.6665,60.6662,703,3,9.71,16,13.0572,13.0577,3.4304,3.429,0.078,4.2168,1.8402,4.9879,3.399,3.2231,0.0814,1.1277,1.569,0.4536,89.2801,307.535,319.653,8.1134,99.76,0.8136,0.0,189.6982,28.6828,28.6697,21.4939,21.4837
SKQ202210S,PWS3,B,2022-07-08T16:48:21,-147.6665,60.6662,703,3,2.36,17,13.3128,13.3151,3.4338,3.4331,0.0789,4.2229,2.4972,5.0,3.3352,3.1712,0.0808,0.8007,1.5897,0.4479,89.4073,299.57,311.833,37.295,100.0,0.8079,0.0,189.6996,28.5245,28.5165,21.323,21.3163
SKQ202210S,PWS3,B,2022-07-08T16:48:30,-147.6665,60.6662,703,3,2.31,18,13.3235,13.3172,3.4338,3.433,0.0759,4.2191,2.5096,5.0,3.332,3.1668,0.0815,0.7823,1.5209,0.4514,89.3276,298.685,311.146,38.372,100.0,0.8151,0.0,189.6997,28.5162,28.5135,21.3145,21.3136
SKQ202210S,PWS2,B,2022-07-08T19:41:24,-147.8035,60.5347,734,4,19.35,1,6.8509,6.8501,3.1703,3.1698,0.0737,4.4899,1.3515,4.9978,2.8149,2.6619,0.0793,0.0633,1.4688,0.2025,95.064,278.572,289.279,2.5506,99.95,0.7932,0.0,189.8197,31.2078,31.2029,24.4521,24.4484
SKQ202210S,PWS2,B,2022-07-08T19:43:17,-147.8035,60.5347,734,4,12.04,2,6.9475,6.9287,3.1599,3.1586,0.4369,3.9846,2.1137,4.989,3.3302,3.1537,0.0815,0.8141,9.8232,0.6803,84.3617,339.68,353.985,15.337,99.78,0.8153,0.0,189.821,31.0107,31.013,24.2846,24.2888
SKQ202210S,PWS2,B,2022-07-08T19:44:51,-147.8035,60.5347,734,4,10.24,3,6.9757,6.9841,3.1607,3.1613,0.4155,3.816,2.1406,4.9893,3.3913,3.1825,0.0818,0.6286,9.332,0.8532,80.7905,346.963,357.404,16.325,99.79,0.8176,0.0,189.8221,30.9939,30.9937,24.2677,24.2665
SKQ202210S,PWS2,B,2022-07-08T19:44:59,-147.8035,60.5347,734,4,10.18,4,7.0037,6.9965,3.163,3.162,0.4116,3.8448,2.1309,4.9893,3.3842,3.1855,0.0812,0.6162,9.2403,0.8231,81.4016,345.279,357.337,15.963,99.79,0.8121,0.0,189.8222,30.9947,30.9903,24.2647,24.2622
SKQ202210S,PWS2,B,2022-07-08T19:46:33,-147.8035,60.5347,734,4,9.0,5,7.1932,7.2109,3.1759,3.1767,0.3436,3.8608,2.2536,4.9928,3.5991,3.4451,0.0826,0.687,7.6785,0.8066,81.7388,361.684,389.606,21.216,99.85,0.826,0.0,189.8233,30.9639,30.9567,24.2157,24.2077
SKQ202210S,PWS2,B,2022-07-08T19:48:21,-147.8035,60.5347,734,4,5.16,6,9.9271,10.0743,3.3347,3.3408,0.1031,4.2182,2.6908,5.0,3.6761,3.4631,0.0834,1.5346,2.1468,0.4523,89.3076,356.345,367.285,58.267,100.0,0.8343,0.0,189.8246,30.2503,30.1886,23.2576,23.1858
SKQ202210S,PWS2,B,2022-07-08T19:50:02,-147.8035,60.5347,734,4,3.29,7,12.0208,11.9306,3.3834,3.3784,0.1075,4.1552,2.8811,4.7708,3.4206,3.2482,0.081,0.9467,2.2465,0.5125,87.975,315.754,329.173,90.384,95.42,0.8096,0.0,189.8257,29.0378,29.0602,21.9596,21.993
SKQ202210S,PWS2,B,2022-07-08T19:52:11,-147.8035,60.5347,734,4,1.46,8,12.1875,12.1887,3.3897,3.3891,0.105,4.1551,3.0625,4.9943,3.4062,3.2364,0.0808,0.7389,2.1909,0.5126,87.9724,313.045,326.199,151.02,99.89,0.8081,0.0,189.8272,28.9688,28.9622,21.8761,21.8708
SKQ202210S,PWS2,B,2022-07-08T22:41:34,-147.8022,60.5348,728,5,726.97,1,5.786,5.7845,3.2781,3.2773,0.0103,4.1794,0.0124,0.2491,1.4811,1.4141,0.0833,0.5981,0.0119,0.4893,88.4869,132.459,137.242,0.0,4.98,0.8328,0.0,189.9448,33.0691,33.0622,26.0531,26.0479
SKQ202210S,PWS2,B,2022-07-08T22:41:43,-147.8022,60.5348,728,5,726.96,2,5.786,5.7847,3.278,3.2773,0.011,4.177,0.0125,0.2535,1.4829,1.4146,0.0829,0.5801,0.0284,0.4915,88.4373,132.783,137.369,0.0,5.07,0.8293,0.0,189.945,33.069,33.0621,26.0531,26.0478
SKQ202210S,PWS2,B,2022-07-08T22:47:42,-147.8022,60.5348,728,5,505.86,3,5.7838,5.7827,3.264,3.2633,0.011,4.4119,0.0125,5.0,1.5826,1.5088,0.0825,0.0134,0.0273,0.2731,93.4107,142.077,147.176,0.0,100.0,0.8253,0.0,189.9491,33.019,33.0119,26.0138,26.0083
SKQ202210S,PWS2,B,2022-07-08T22:53:58,-147.8022,60.5348,728,5,252.82,4,5.7804,5.7795,3.2323,3.2316,0.0104,4.4974,0.0125,5.0,1.8051,1.7155,0.082,0.1023,0.0124,0.1958,95.2223,165.681,171.59,0.0,100.0,0.8203,0.0,189.9535,32.7883,32.7812,25.8319,25.8264
SKQ202210S,PWS2,B,2022-07-08T22:56:52,-147.8022,60.5348,728,5,202.31,5,5.7522,5.7509,3.2159,3.2152,0.011,4.5105,0.0125,5.0,1.8995,1.8047,0.082,0.3912,0.0279,0.1842,95.5004,176.62,183.125,0.0,100.0,0.8201,0.0,189.9555,32.6557,32.6487,25.7304,25.7251
SKQ202210S,PWS2,B,2022-07-08T22:59:47,-147.8022,60.5348,728,5,151.8,6,5.6852,5.6838,3.187,3.1861,0.011,4.5317,0.0125,5.0,2.0712,1.9646,0.0811,0.0134,0.0273,0.1655,95.9474,197.393,204.609,0.0,100.0,0.8108,0.0,189.9575,32.4199,32.41,25.552,25.5444
SKQ202210S,PWS2,B,2022-07-08T23:01:06,-147.8022,60.5348,728,5,126.16,7,5.6173,5.6092,3.1667,3.1649,0.0104,4.528,0.0125,5.0,2.1113,2.0039,0.081,0.0134,0.0142,0.1687,95.8699,203.899,212.28,0.0,100.0,0.8098,0.0,189.9584,32.2679,32.2551,25.4398,25.4306
SKQ202210S,PWS2,B,2022-07-08T23:03:30,-147.8022,60.5348,728,5,100.94,8,5.5541,5.5523,3.1484,3.1476,0.0114,4.5229,0.0126,5.0,2.1974,2.0819,0.0804,0.0134,0.037,0.1732,95.7622,212.624,220.474,0.0,100.0,0.8036,0.0,189.9601,32.1336,32.1271,25.341,25.3361
SKQ202210S,PWS2,B,2022-07-08T23:05:59,-147.8022,60.5348,728,5,75.88,9,5.4281,5.4376,3.1179,3.1164,0.0116,4.5194,0.112,5.0,2.3212,2.1932,0.08,0.8382,0.0422,0.1763,95.6883,228.308,235.772,0.0314,100.0,0.8004,0.0,189.9618,31.9213,31.8956,25.1875,25.1662
SKQ202210S,PWS2,B,2022-07-08T23:08:25,-147.8022,60.5348,728,5,50.66,10,6.0775,6.08,3.1431,3.1428,0.0159,4.5087,0.7259,4.9891,2.5011,2.3651,0.0795,0.0134,0.1386,0.1858,95.4609,246.284,255.566,0.5105,99.78,0.7954,0.0,189.9635,31.6054,31.5992,24.8619,24.8567
SKQ202210S,PWS2,B,2022-07-08T23:10:35,-147.8022,60.5348,728,5,40.64,11,6.2141,6.2132,3.1499,3.1493,0.018,4.511,0.9935,5.0,2.5385,2.3997,0.08,0.0936,0.189,0.1838,95.5094,249.821,258.955,1.0497,100.0,0.7999,0.0,189.965,31.5585,31.5524,24.8083,24.8036
SKQ202210S,PWS2,B,2022-07-08T23:12:50,-147.8022,60.5348,728,5,30.47,12,6.4098,6.4096,3.1527,3.152,0.0238,4.5333,1.4067,4.9975,2.6496,2.505,0.0799,0.0134,0.3214,0.164,95.9822,262.235,271.816,2.9129,99.95,0.7991,0.0,189.9666,31.4131,31.4055,24.6695,24.6636
SKQ202210S,PWS2,B,2022-07-08T23:14:53,-147.8022,60.5348,728,5,20.31,13,6.5645,6.6888,3.1596,3.1629,0.0356,4.5096,1.7579,4.7657,2.7043,2.5868,0.0794,0.0134,0.5936,0.185,95.4804,267.294,281.239,6.6923,95.31,0.7944,0.0,189.968,31.3514,31.2741,24.6016,24.525
SKQ202210S,PWS2,B,2022-07-08T23:15:01,-147.8022,60.5348,728,5,20.28,14,6.5748,6.7062,3.1599,3.1639,0.0351,4.5108,1.7598,4.4197,2.7051,2.5905,0.0797,0.0134,0.5815,0.1839,95.5052,267.375,280.917,6.722,88.39,0.7966,0.0,189.9681,31.3452,31.2694,24.5954,24.5191
SKQ202210S,PWS2,B,2022-07-08T23:17:29,-147.8022,60.5348,728,5,10.27,15,7.7693,7.6582,3.2157,3.2085,0.3441,3.7332,2.7105,5.0,3.477,3.2587,0.082,0.7493,7.6894,0.941,79.0374,350.992,361.507,60.981,100.0,0.8198,0.0,189.9698,30.8766,30.8987,24.0694,24.102
SKQ202210S,PWS2,B,2022-07-08T23:17:37,-147.8022,60.5348,728,5,10.27,16,7.6733,7.5942,3.2097,3.2065,0.3598,3.7416,2.7224,5.0,3.4645,3.2518,0.0821,0.6538,8.0505,0.932,79.2147,349.087,360.805,62.674,100.0,0.8213,0.0,189.9699,30.8975,30.9344,24.099,24.1388
SKQ202210S,PWS2,B,2022-07-08T23:17:47,-147.8022,60.5348,728,5,10.28,17,7.6393,7.5794,3.2081,3.2061,0.3779,3.6615,2.7297,5.0,3.4323,3.1862,0.0816,0.6558,8.466,1.0186,77.5181,345.038,352.533,63.734,100.0,0.8156,0.0,189.97,30.9111,30.9425,24.1144,24.1472
SKQ202210S,PWS2,B,2022-07-08T23:17:56,-147.8022,60.5348,728,5,10.28,18,7.5419,7.6301,3.205,3.2068,0.3573,3.6684,2.7348,5.0,3.3789,3.2057,0.0817,0.6516,7.9937,1.0111,77.6658,338.9,354.848,64.493,100.0,0.8168,0.0,189.9701,30.9648,30.9047,24.1698,24.1106
SKQ202210S,PWS2,B,2022-07-08T23:20:22,-147.8022,60.5348,728,5,1.77,19,12.2832,12.2786,3.3701,3.3693,0.0704,4.123,3.6578,4.7612,3.3695,3.1952,0.0807,0.7839,1.3942,0.5437,87.2916,309.159,321.113,543.03,95.22,0.8074,0.0,189.9718,28.7101,28.7057,21.6584,21.6559
