Cruise,Station,Type,Date_Time,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bot. Depth [m],Cast_Number,Pressure_[dbar],Bottle_Number,Temperature_[C],Temperature2_[C],Conductivity_[S/m],Conductivity2_[S/m],Voltage0_[V],Voltage1_[V],Voltage2_[V],Voltage3_[V],Voltage4_[V],Voltage5_[V],Voltage6_[V],Fluorescence_[mg/m3],BeamAttenuation_[1/m],BeamTransmission_[%],PAR_[umol_photons/m2/sec],Oxygen_[umol/kg],Oxygen2_[umol/kg],OxygenPS_[%_saturation],OxygenPS2_[%_saturation],Altimeter_[m],SUNA,Salinity_[psu],Salinity2_[psu],Density_[kg/m3_sigmat],Density2_[kg/m3_sigmat]
SKQ202106S,RES2.5,B,2021-04-23T04:53:17,-149.3583,60.0255,292,1,292.03,1,5.9128,5.9142,3.2836,3.2843,0.2262,4.1468,1.6233,1.3387,3.9405,0.0098,0.1813,0.2703,0.706,83.8192,0.0,158.56,153.053,52.007,50.204,3.63,45.0093,33.2164,33.2225,26.1541,26.1588
SKQ202106S,RES2.5,B,2021-04-23T04:56:56,-149.3583,60.0255,292,1,202.06,2,5.8672,5.8686,3.2704,3.271,0.2256,4.1468,1.6997,1.3952,4.2797,0.0098,4.6343,0.261,0.3757,91.0353,0.0,167.75,162.119,54.938,53.098,92.69,45.0087,33.1568,33.1625,26.1126,26.117
SKQ202106S,RES2.5,B,2021-04-23T04:59:04,-149.3583,60.0255,292,1,176.41,3,5.8977,5.8987,3.2666,3.2671,0.2261,4.1467,1.7102,1.4034,4.2874,0.0134,4.7811,0.2691,0.3685,91.2002,0.0008,168.479,162.987,55.192,53.396,95.62,45.0079,33.0968,33.1021,26.0615,26.0655
SKQ202106S,RES2.5,B,2021-04-23T05:01:16,-149.3583,60.0255,292,1,151.4,4,5.7562,5.7542,3.2324,3.2327,0.2275,4.1467,1.9391,1.5702,4.3868,0.0095,1.7279,0.2909,0.2767,93.3157,0.0,200.984,194.416,65.509,63.367,34.56,45.0079,32.8627,32.8678,25.8936,25.8979
SKQ202106S,RES2.5,B,2021-04-23T05:03:21,-149.3583,60.0255,292,1,126.3,5,5.4547,5.462,3.1578,3.1597,0.2269,4.1465,2.3079,1.8533,4.4636,0.0092,2.9785,0.2812,0.2074,94.9487,0.0,252.647,248.326,81.439,80.069,59.57,45.0054,32.3231,32.3378,25.5024,25.5131
SKQ202106S,RES2.5,B,2021-04-23T05:05:29,-149.3583,60.0255,292,1,100.77,6,5.0474,5.0669,3.0943,3.0976,0.2293,4.1455,2.4988,1.9785,4.4598,0.009,4.2715,0.3203,0.2107,94.8681,0.0,283.518,274.766,90.298,87.563,85.43,44.995,32.0038,32.0227,25.2954,25.3081
SKQ202106S,RES2.5,B,2021-04-23T05:07:48,-149.3583,60.0255,292,1,75.94,7,4.6594,4.6821,3.0464,3.0495,0.2308,4.1453,2.5506,2.0131,4.4487,0.0174,5.0,0.3453,0.2206,94.6333,0.0018,293.376,283.548,92.461,89.421,100.0,44.9916,31.8384,31.8518,25.2058,25.214
SKQ202106S,RES2.5,B,2021-04-23T05:10:09,-149.3583,60.0255,292,1,50.63,8,4.257,4.2581,2.9991,2.9997,0.238,4.1443,2.6124,2.0588,4.469,0.0135,4.8843,0.461,0.2025,95.0633,0.001,304.449,295.182,94.919,92.036,97.69,44.9812,31.6889,31.6945,25.128,25.1323
SKQ202106S,RES2.5,B,2021-04-23T05:12:02,-149.3583,60.0255,292,1,40.63,9,4.203,4.2042,2.9908,2.9914,0.24,4.1442,2.6339,2.0732,4.4547,0.0253,4.8291,0.4933,0.2153,94.7605,0.0038,307.787,297.857,95.806,92.722,96.58,44.9801,31.6489,31.6545,25.1016,25.1059
SKQ202106S,RES2.5,B,2021-04-23T05:13:47,-149.3583,60.0255,292,1,29.97,10,4.2269,4.2272,2.9906,2.9911,0.2457,4.144,2.6634,2.0959,4.4724,0.0227,5.0,0.586,0.1994,95.1369,0.003,311.534,301.846,97.013,94.001,100.0,44.977,31.6283,31.6341,25.0829,25.0875
SKQ202106S,RES2.5,B,2021-04-23T05:15:37,-149.3583,60.0255,292,1,20.42,11,4.2231,4.2232,2.9863,2.9868,0.2737,4.0944,2.7173,2.1335,4.3998,0.018,5.0,1.0387,0.2649,93.593,0.0019,318.891,308.775,99.264,96.12,100.0,44.4196,31.5869,31.5924,25.0503,25.0547
SKQ202106S,RES2.5,B,2021-04-23T05:17:39,-149.3583,60.0255,292,1,9.93,12,5.1475,5.1438,3.0232,3.0234,1.0628,1.0029,3.9532,3.0248,3.0242,0.2958,4.9981,13.8054,1.765,64.3235,0.113,488.151,470.877,154.843,149.357,99.96,9.5964,31.1421,31.1478,24.6021,24.6071
SKQ202106S,RES2.5,B,2021-04-23T05:20:00,-149.3583,60.0255,292,1,1.7,13,6.3883,6.3879,3.0509,3.0513,0.8145,0.852,3.9578,3.0373,3.0808,1.5942,4.9972,9.787,1.691,65.526,4.57,472.309,457.206,153.327,148.428,99.95,7.8966,30.3249,30.3303,23.8144,23.8187
SKQ202106S,GAK1,B,2021-04-23T07:32:05,-149.4662,59.8452,269,2,268.41,1,5.9097,5.9119,3.2936,3.2945,0.2294,4.1466,1.5395,1.2783,3.8568,0.0098,0.1703,0.3223,0.7921,82.0382,0.0,146.272,141.181,48.018,46.352,3.41,45.0076,33.3433,33.3516,26.2547,26.2611
SKQ202106S,GAK1,B,2021-04-23T07:32:12,-149.4662,59.8452,269,2,267.01,2,5.908,5.9096,3.293,3.2938,0.2283,4.1466,1.5358,1.2762,3.8792,0.0098,0.2392,0.3038,0.7688,82.5154,0.0,146.414,141.409,48.061,46.423,4.79,45.0076,33.3391,33.3462,26.2516,26.257
SKQ202106S,GAK1,B,2021-04-23T07:35:34,-149.4662,59.8452,269,2,201.84,3,5.7614,5.7631,3.2573,3.258,0.2275,4.1448,1.7898,1.4604,4.2889,0.0097,3.4702,0.2921,0.367,91.232,0.0,180.872,174.874,59.07,57.116,69.4,44.9866,33.1127,33.1196,26.0906,26.0958
SKQ202106S,GAK1,B,2021-04-23T07:37:33,-149.4662,59.8452,269,2,176.66,4,5.7287,5.7282,3.2477,3.2477,0.2286,4.1466,1.8568,1.5067,4.2991,0.0102,4.7154,0.3086,0.3576,91.4488,0.0001,189.683,182.106,61.871,59.399,94.31,45.0068,33.0488,33.0497,26.044,26.0448
SKQ202106S,GAK1,B,2021-04-23T07:39:37,-149.4662,59.8452,269,2,151.98,5,5.6277,5.6287,3.2199,3.2205,0.2278,4.1466,2.0405,1.6421,4.361,0.0139,5.0,0.2969,0.3004,92.7658,0.001,215.768,208.276,70.107,67.677,100.0,45.0068,32.8466,32.852,25.8962,25.9004
SKQ202106S,GAK1,B,2021-04-23T07:42:13,-149.4662,59.8452,269,2,125.86,6,5.3225,5.327,3.1484,3.1497,0.2272,4.1457,2.3981,1.9033,4.4635,0.0087,1.8253,0.286,0.2074,94.9477,0.0,266.954,258.805,85.796,83.193,36.51,44.997,32.3443,32.3551,25.5343,25.5423
SKQ202106S,GAK1,B,2021-04-23T07:44:09,-149.4662,59.8452,269,2,100.32,7,5.0547,5.0562,3.0985,3.0991,0.2286,4.1453,2.5245,1.994,4.4913,0.0102,3.3735,0.309,0.1825,95.5389,0.0002,287.185,277.598,91.51,88.462,67.47,44.9922,32.045,32.0509,25.3272,25.3317
SKQ202106S,GAK1,B,2021-04-23T07:46:48,-149.4662,59.8452,269,2,75.82,8,4.4782,4.479,3.0244,3.0249,0.2379,4.1447,2.6134,2.0585,4.4133,0.009,4.6778,0.4602,0.2526,93.8809,0.0,303.596,294.049,95.208,92.22,93.56,44.9854,31.757,31.7619,25.1598,25.1637
SKQ202106S,GAK1,B,2021-04-23T07:49:43,-149.4662,59.8452,269,2,50.61,9,4.4626,4.4624,3.0129,3.0135,0.2573,4.0417,2.7023,2.1235,4.4237,0.0112,5.0,0.773,0.2432,94.0999,0.0005,315.548,305.936,98.841,95.835,100.0,43.8254,31.6517,31.6589,25.0779,25.0836
SKQ202106S,GAK1,B,2021-04-23T07:51:54,-149.4662,59.8452,269,2,40.76,10,4.3636,4.3646,3.0004,3.001,0.2466,3.9607,2.6988,2.1181,4.4571,0.0104,4.9641,0.6005,0.2132,94.8103,0.0002,315.739,305.236,98.631,95.357,99.28,42.9132,31.6058,31.6117,25.0514,25.056
SKQ202106S,GAK1,B,2021-04-23T07:54:21,-149.4662,59.8452,269,2,30.48,11,4.4281,4.4288,3.0034,3.004,0.2591,3.6921,2.7507,2.1573,4.4596,0.0116,5.0,0.8016,0.2108,94.8655,0.0005,322.2,311.918,100.79,97.58,100.0,39.8874,31.5844,31.5902,25.028,25.0325
SKQ202106S,GAK1,B,2021-04-23T07:56:45,-149.4662,59.8452,269,2,20.58,12,4.4396,4.4405,3.0022,3.0028,0.3049,3.5585,2.7883,2.1862,4.3658,0.0375,5.0,1.5426,0.296,92.8677,0.0072,327.27,316.979,102.389,99.176,100.0,38.3821,31.5641,31.57,25.0107,25.0153
SKQ202106S,GAK1,B,2021-04-23T07:58:53,-149.4662,59.8452,269,2,10.21,13,4.7403,4.7696,3.0203,3.0227,0.3954,2.7131,2.9883,2.3315,4.1442,0.1363,5.0,3.008,0.5044,88.1541,0.0403,353.656,342.216,111.386,107.859,100.0,28.8599,31.4919,31.4919,24.9225,24.9195
SKQ202106S,GAK1,B,2021-04-23T08:01:19,-149.4662,59.8452,269,2,2.98,14,4.8937,4.8883,3.028,3.0283,0.3652,2.5426,3.0371,2.3675,4.1251,0.8005,5.0,2.5194,0.5229,87.7464,0.638,357.662,346.66,113.017,109.533,100.0,26.9389,31.4383,31.4468,24.8639,24.8713
SKQ202106S,GAK1,B,2021-04-23T08:01:28,-149.4662,59.8452,269,2,3.11,15,4.8889,4.8901,3.0277,3.0283,0.3792,2.6862,3.0403,2.3673,4.0937,0.8006,5.0,2.7447,0.5534,87.0794,0.632,357.967,346.566,113.102,109.507,100.0,28.5568,31.4401,31.4461,24.8659,24.8705
SKQ202106S,KOD4,B,2021-04-24T01:44:04,-150.9703,57.8997,74,3,69.86,1,4.2826,NaN,3.0331,NaN,0.2461,1.7842,2.6903,2.1111,4.5246,0.559,0.2692,0.5924,0.1529,96.2483,0.308,315.298,304.668,98.63,95.305,5.38,18.3966,32.0508,NaN,25.4128,NaN
SKQ202106S,KOD4,B,2021-04-24T01:46:40,-150.9703,57.8997,74,3,51.19,2,4.2792,NaN,3.0319,NaN,0.2408,1.7391,2.6983,2.1159,4.523,1.1628,1.1989,0.5069,0.1544,96.2128,1.61,316.204,304.987,98.905,95.397,23.98,17.8886,32.0503,NaN,25.4128,NaN
SKQ202106S,KOD4,B,2021-04-24T01:49:01,-150.9703,57.8997,74,3,41.62,3,4.2869,NaN,3.0321,NaN,0.2427,1.7026,2.7019,2.1197,4.5234,1.5673,1.6733,0.5368,0.154,96.2217,4.27,315.665,305.038,98.754,95.429,33.47,17.4777,32.0488,NaN,25.4109,NaN
SKQ202106S,KOD4,B,2021-04-24T01:51:05,-150.9703,57.8997,74,3,31.14,4,4.3127,NaN,3.0336,NaN,0.2459,1.6991,2.7076,2.1243,4.5194,1.948,2.1908,0.5896,0.1576,96.1359,10.4,315.933,305.277,98.898,95.562,43.81,17.4381,32.0466,NaN,25.4065,NaN
SKQ202106S,KOD4,B,2021-04-24T01:53:15,-150.9703,57.8997,74,3,20.33,5,4.3339,NaN,3.0345,NaN,0.2504,1.7305,2.7173,2.1314,4.5073,2.3901,2.7302,0.6626,0.1683,95.8803,29.1,316.713,306.164,99.189,95.885,54.6,17.7921,32.0419,NaN,25.4006,NaN
SKQ202106S,KOD4,B,2021-04-24T01:55:21,-150.9703,57.8997,74,3,9.86,6,4.371,NaN,3.0363,NaN,0.2597,1.7565,2.7281,2.1388,4.4886,2.8656,3.2688,0.8117,0.1849,95.4816,87.2,317.399,306.68,99.486,96.126,65.38,18.084,32.0323,NaN,25.3893,NaN
SKQ202106S,KOD4,B,2021-04-24T01:57:25,-150.9703,57.8997,74,3,2.78,7,4.3845,NaN,3.0369,NaN,0.2566,1.7678,2.7329,2.1424,4.4853,3.238,3.6196,0.7621,0.1879,95.4111,206.0,318.058,307.188,99.723,96.315,72.39,18.2122,32.0301,NaN,25.3861,NaN
SKQ202106S,KOD4,B,2021-04-24T01:57:32,-150.9703,57.8997,74,3,3.22,8,4.3804,NaN,3.0366,NaN,0.2551,1.7518,2.7332,2.1417,4.4864,3.1819,3.6009,0.7384,0.1869,95.435,181.0,317.944,307.092,99.678,96.275,72.02,18.0318,32.0308,NaN,25.3871,NaN
SKQ202106S,KOD3,B,2021-04-24T03:35:10,-151.1813,58.0157,80,4,76.96,1,4.1837,4.1849,3.0254,3.026,0.2388,1.7136,2.684,2.1099,4.5194,0.1784,0.2243,0.4743,0.1576,96.1364,0.0568,315.53,305.537,98.469,95.358,4.49,17.6018,32.0533,32.0597,25.4247,25.4297
SKQ202106S,KOD3,B,2021-04-24T03:36:39,-151.1813,58.0157,80,4,76.22,2,4.1821,4.1834,3.0252,3.0258,0.2375,1.7303,2.6845,2.1097,4.5213,0.205,0.2888,0.4533,0.1559,96.1761,0.0682,315.755,305.324,98.536,95.288,5.78,17.7895,32.0533,32.0596,25.4248,25.4297
SKQ202106S,KOD3,B,2021-04-24T03:40:11,-151.1813,58.0157,80,4,49.46,3,4.1742,4.1764,3.0233,3.0241,0.2402,1.7427,2.6931,2.116,4.5192,0.8346,1.592,0.4969,0.1577,96.1337,0.69,315.928,305.795,98.569,95.418,31.84,17.9296,32.0517,32.0589,25.4244,25.4299
SKQ202106S,KOD3,B,2021-04-24T03:42:15,-151.1813,58.0157,80,4,40.65,4,4.2003,4.2018,3.0247,3.0255,0.2409,1.7837,2.6999,2.1201,4.5205,1.1098,2.0281,0.5086,0.1566,96.1597,1.41,316.396,306.002,98.775,95.539,40.56,18.391,32.048,32.0551,25.4188,25.4244
SKQ202106S,KOD3,B,2021-04-24T03:44:05,-151.1813,58.0157,80,4,30.39,5,4.2072,4.2094,3.0224,3.0232,0.2438,1.7841,2.7021,2.1221,4.5193,1.4278,2.5382,0.5545,0.1576,96.1364,3.06,316.527,306.063,98.811,95.555,50.77,18.3955,32.019,32.0269,25.3952,25.4012
SKQ202106S,KOD3,B,2021-04-24T03:46:07,-151.1813,58.0157,80,4,19.84,6,4.4249,4.4268,3.0367,3.0374,0.2665,1.717,2.7394,2.1501,4.4534,1.8297,3.0825,0.9222,0.2164,94.7335,7.92,319.166,309.034,100.13,96.961,61.65,17.6394,31.9798,31.9867,25.3421,25.3474
SKQ202106S,KOD3,B,2021-04-24T03:48:00,-151.1813,58.0157,80,4,10.24,7,4.5406,4.5429,3.0444,3.0452,0.278,1.6773,2.7607,2.1643,4.4307,2.2142,3.5685,1.1076,0.2368,94.2505,19.4,321.018,310.424,100.978,97.656,71.37,17.1925,31.9625,31.969,25.3165,25.3215
SKQ202106S,KOD3,B,2021-04-24T03:50:21,-151.1813,58.0157,80,4,2.63,8,4.5478,4.5487,3.0446,3.0453,0.2831,1.699,2.7632,2.1671,4.4242,2.8274,3.9545,1.1903,0.2427,94.1121,79.9,320.77,310.626,100.917,97.733,79.09,17.4367,31.9612,31.9682,25.3147,25.3202
SKQ202106S,KOD2,B,2021-04-24T05:32:48,-151.386,58.1302,125,5,122.92,1,4.0354,4.0366,3.014,3.0146,0.2334,1.7446,2.6291,2.0687,4.3786,0.009,0.2073,0.3864,0.2842,93.1423,0.0,310.728,300.696,96.614,93.502,4.15,17.9501,32.0414,32.0477,25.4298,25.4347
SKQ202106S,KOD2,B,2021-04-24T05:35:05,-151.386,58.1302,125,5,101.64,2,4.0864,4.0874,3.014,3.0147,0.2298,1.6255,2.6454,2.0813,4.4904,0.0092,1.2716,0.3288,0.1833,95.5203,0.0,311.85,301.931,97.055,93.974,25.43,16.6081,32.0026,32.009,25.394,25.399
SKQ202106S,KOD2,B,2021-04-24T05:37:36,-151.386,58.1302,125,5,75.94,3,4.1625,4.1638,3.0148,3.0154,0.2345,1.7458,2.6635,2.0938,4.5678,0.0085,2.545,0.4042,0.115,97.166,0.0,313.393,302.894,97.677,94.412,50.9,17.9644,31.9505,31.9567,25.3452,25.35
SKQ202106S,KOD2,B,2021-04-24T05:40:04,-151.386,58.1302,125,5,50.47,4,4.4135,4.4142,3.0318,3.0324,0.2461,1.7176,2.7027,2.1235,4.5482,0.0126,3.8238,0.5924,0.1321,96.7504,0.0008,315.332,305.421,98.855,95.754,76.48,17.6464,31.919,31.9252,25.295,25.2998
SKQ202106S,KOD2,B,2021-04-24T05:41:57,-151.386,58.1302,125,5,40.11,5,4.4299,4.4311,3.0324,3.033,0.2529,1.7358,2.7145,2.1313,4.5275,0.0117,4.357,0.7021,0.1505,96.3076,0.0004,316.723,306.395,99.327,96.095,87.14,17.8518,31.9146,31.9208,25.2898,25.2946
SKQ202106S,KOD2,B,2021-04-24T05:42:06,-151.386,58.1302,125,5,40.32,6,4.4303,4.4314,3.0324,3.0331,0.256,1.7536,2.7147,2.1313,4.5255,0.0112,4.3442,0.7521,0.1522,96.2657,0.0005,316.623,306.537,99.297,96.141,86.89,18.0517,31.9147,31.9209,25.2899,25.2947
SKQ202106S,KOD2,B,2021-04-24T05:43:56,-151.386,58.1302,125,5,30.9,7,4.434,4.4352,3.0322,3.0329,0.2541,1.7529,2.7166,2.1336,4.5238,0.097,4.8114,0.7218,0.1537,96.2303,0.0262,316.607,306.508,99.3,96.139,96.23,18.0441,31.9136,31.9198,25.2887,25.2935
SKQ202106S,KOD2,B,2021-04-24T05:46:00,-151.386,58.1302,125,5,20.08,8,4.4759,4.4784,3.0349,3.0356,0.2579,1.7754,2.7273,2.1412,4.5073,0.2452,5.0,0.7831,0.1683,95.8792,0.0866,317.274,307.027,99.606,96.399,100.0,18.2973,31.9092,31.9153,25.2809,25.2854
SKQ202106S,KOD2,B,2021-04-24T05:47:51,-151.386,58.1302,125,5,10.02,9,4.5783,4.5796,3.0424,3.043,0.264,1.6717,2.7424,2.1516,4.4917,0.5475,5.0,0.8823,0.1822,95.5473,0.297,318.258,307.815,100.156,96.877,100.0,17.1296,31.9023,31.9085,25.2649,25.2696
SKQ202106S,KOD2,B,2021-04-24T05:50:17,-151.386,58.1302,125,5,2.15,10,4.5715,4.5725,3.0416,3.0422,0.2588,1.6672,2.7423,2.1528,4.4948,0.9382,1.6084,0.798,0.1795,95.6131,0.914,317.862,307.789,100.016,96.853,32.17,17.0783,31.9039,31.9101,25.2668,25.2716
SKQ202106S,KOD2,B,2021-04-24T05:50:26,-151.386,58.1302,125,5,2.82,11,4.5757,4.577,3.0419,3.0425,0.2606,1.693,2.7438,2.1531,4.491,0.8983,0.8361,0.8258,0.1828,95.5325,0.824,318.242,307.817,100.145,96.872,16.72,17.3691,31.903,31.909,25.2657,25.2703
SKQ202106S,KOD1,B,2021-04-24T08:32:39,-151.5892,58.2507,70,6,66.57,1,4.3057,4.3069,3.0257,3.0264,0.2513,1.7048,2.6784,2.1053,4.5486,0.025,0.2441,0.6755,0.1318,96.7573,0.0037,313.257,303.314,97.968,94.865,4.88,17.5024,31.9439,31.9502,25.3257,25.3305
SKQ202106S,KOD1,B,2021-04-24T08:32:48,-151.5892,58.2507,70,6,66.72,2,4.3057,4.3069,3.0257,3.0264,0.2568,1.7651,2.6791,2.1057,4.5485,0.0115,0.2301,0.7646,0.1319,96.7551,0.0005,313.519,303.505,98.05,94.925,4.6,18.1816,31.9439,31.9502,25.3257,25.3305
SKQ202106S,KOD1,B,2021-04-24T08:35:22,-151.5892,58.2507,70,6,50.82,3,4.3035,4.3047,3.0249,3.0255,0.2521,1.7653,2.6842,2.1086,4.5462,0.0252,1.0513,0.6888,0.1339,96.7074,0.0036,313.559,303.553,98.057,94.935,21.02,18.1836,31.9439,31.9502,25.3259,25.3308
SKQ202106S,KOD1,B,2021-04-24T08:38:03,-151.5892,58.2507,70,6,40.67,4,4.3038,4.3056,3.0244,3.0251,0.2566,1.7509,2.6875,2.1114,4.5439,0.016,1.5304,0.7613,0.1359,96.6586,0.0016,313.672,303.683,98.093,94.978,30.61,18.0208,31.9438,31.9498,25.3258,25.3303
SKQ202106S,KOD1,B,2021-04-24T08:40:06,-151.5892,58.2507,70,6,30.79,5,4.3088,4.3101,3.0243,3.025,0.2546,1.738,2.6912,2.115,4.5419,0.0117,1.987,0.7299,0.1377,96.6168,0.0005,313.939,304.015,98.188,95.091,39.74,17.876,31.9429,31.9489,25.3245,25.3292
SKQ202106S,KOD1,B,2021-04-24T08:42:05,-151.5892,58.2507,70,6,20.42,6,4.3255,4.327,3.0251,3.0257,0.2586,1.6968,2.6957,2.1203,4.5405,0.0415,2.4986,0.7936,0.139,96.5849,0.0085,313.642,304.317,98.132,95.223,49.97,17.412,31.9405,31.9466,25.321,25.3257
SKQ202106S,KOD1,B,2021-04-24T08:44:09,-151.5892,58.2507,70,6,10.09,7,4.3787,4.379,3.0285,3.029,0.2593,1.7749,2.7094,2.1282,4.5297,0.2329,3.0542,0.8057,0.1485,96.3564,0.081,315.13,305.027,98.719,95.56,61.08,18.2914,31.9336,31.9397,25.3101,25.3149
SKQ202106S,KOD1,B,2021-04-24T08:46:38,-151.5892,58.2507,70,6,2.61,8,4.4928,4.4963,3.0364,3.0372,0.2696,1.7587,2.7298,2.1427,4.5152,0.8559,3.4677,0.9718,0.1614,96.0463,0.74,316.681,306.621,99.467,96.32,69.35,18.1092,31.9192,31.9248,25.2871,25.2912
SKQ202106S,KOD5,B,2021-04-24T17:04:41,-150.7607,57.7852,87,7,75.45,1,4.3221,4.3232,3.0369,3.0375,0.2507,1.773,2.6853,2.1103,4.5333,0.3688,0.6584,0.667,0.1453,96.4317,0.156,314.46,304.406,98.464,95.323,13.17,18.2701,32.0539,32.0601,25.4114,25.4162
SKQ202106S,KOD5,B,2021-04-24T17:07:16,-150.7607,57.7852,87,7,49.86,2,4.3169,4.318,3.0352,3.0358,0.2486,1.7774,2.6922,2.1149,4.5309,1.1529,1.9313,0.6327,0.1474,96.3819,1.57,314.309,304.288,98.403,95.273,38.63,18.32,32.0521,32.0583,25.4104,25.4152
SKQ202106S,KOD5,B,2021-04-24T17:09:11,-150.7607,57.7852,87,7,43.24,3,4.3233,4.3239,3.0353,3.0359,0.2474,1.8311,2.6967,2.1171,4.532,1.4062,2.255,0.6134,0.1465,96.4052,2.91,314.834,304.285,98.582,95.284,45.1,18.9252,32.0506,32.0567,25.4086,25.4134
SKQ202106S,KOD5,B,2021-04-24T17:11:41,-150.7607,57.7852,87,7,31.26,4,4.343,4.3455,3.0364,3.0371,0.2502,1.756,2.7079,2.1258,4.5284,1.8977,2.8634,0.6581,0.1496,96.3278,9.28,315.633,305.091,98.878,95.586,57.27,18.0784,32.0502,32.0561,25.4063,25.4107
SKQ202106S,KOD5,B,2021-04-24T17:14:27,-150.7607,57.7852,87,7,27.64,5,4.3556,4.3619,3.0372,3.0382,0.2513,1.7923,2.7075,2.1262,4.5254,2.0706,3.0472,0.6767,0.1523,96.2636,13.9,315.419,305.173,98.84,95.649,60.94,18.4879,32.0489,32.0547,25.404,25.4079
SKQ202106S,KOD5,B,2021-04-24T17:16:33,-150.7607,57.7852,87,7,22.02,6,4.4221,4.4233,3.0422,3.0429,0.2555,1.7098,2.725,2.1385,4.5154,2.3477,3.3269,0.7436,0.1612,96.051,26.4,316.988,306.55,99.49,96.221,66.54,17.5582,32.0461,32.0522,25.395,25.3997
SKQ202106S,KOD5,B,2021-04-24T17:18:54,-150.7607,57.7852,87,7,11.24,7,4.6606,4.6633,3.0604,3.0611,0.2853,1.7004,2.7682,2.1713,4.4137,2.9143,3.8755,1.2265,0.2523,93.8884,97.6,320.609,310.692,101.192,98.073,77.51,17.4524,32.0306,32.0365,25.358,25.3624
SKQ202106S,KOD5,B,2021-04-24T17:19:03,-150.7607,57.7852,87,7,11.12,8,4.6572,4.658,3.0601,3.0607,0.2842,1.7029,2.7688,2.1722,4.413,2.9232,3.8846,1.2076,0.2529,93.8735,99.6,320.907,310.917,101.278,98.131,77.69,17.4805,32.0306,32.0369,25.3584,25.3633
SKQ202106S,KOD5,B,2021-04-24T17:21:08,-150.7607,57.7852,87,7,6.87,9,4.6655,4.6667,3.0605,3.0612,0.2744,1.663,2.7737,2.1736,4.4137,3.2178,4.0987,1.0496,0.2523,93.8878,197.0,321.64,310.682,101.529,98.078,81.97,17.0314,32.0302,32.0362,25.3572,25.3618
SKQ202106S,KOD5,B,2021-04-24T17:22:52,-150.7607,57.7852,87,7,1.76,10,4.6795,4.6794,3.0614,3.062,0.259,1.7121,2.7766,2.1763,4.4114,3.6749,4.3599,0.8008,0.2543,93.8396,564.0,321.574,310.791,101.542,98.141,87.2,17.5846,32.0296,32.0357,25.3552,25.3601
SKQ202106S,KOD5,B,2021-04-24T19:01:14,-150.7603,57.7853,88,8,85.81,1,4.2717,4.273,3.0327,3.0334,0.2465,1.7474,2.6736,2.1002,4.5336,0.2485,0.1988,0.5981,0.145,96.4397,0.0882,313.885,303.292,98.161,94.856,3.98,17.9818,32.0492,32.0554,25.4127,25.4174
SKQ202106S,KOD5,B,2021-04-24T19:01:22,-150.7603,57.7853,88,8,85.39,2,4.2719,4.2731,3.0327,3.0334,0.2482,1.7632,2.6739,2.1004,4.5359,0.2687,0.221,0.6259,0.143,96.489,0.0983,313.823,303.342,98.142,94.872,4.42,18.16,32.0491,32.0553,25.4126,25.4174
SKQ202106S,KOD5,B,2021-04-24T19:03:27,-150.7603,57.7853,88,8,75.86,3,4.264,4.2652,3.0316,3.0322,0.2461,1.7594,2.6764,2.1017,4.5392,0.4762,0.6919,0.5924,0.1401,96.5579,0.234,313.983,303.262,98.173,94.828,13.84,18.1171,32.0484,32.0545,25.4128,25.4176
SKQ202106S,KOD5,B,2021-04-24T19:06:00,-150.7603,57.7853,88,8,50.11,4,4.2596,4.261,3.0301,3.0307,0.2456,1.7543,2.6815,2.1062,4.5385,1.2192,1.9635,0.584,0.1407,96.543,1.85,313.336,303.041,97.96,94.749,39.27,18.0595,32.0481,32.0543,25.413,25.4178
SKQ202106S,KOD5,B,2021-04-24T19:07:58,-150.7603,57.7853,88,8,40.81,5,4.2633,4.2649,3.0299,3.0305,0.2448,1.759,2.6862,2.1098,4.5369,1.6291,2.431,0.5707,0.1421,96.5102,4.94,313.864,303.396,98.133,94.868,48.62,18.1132,32.0466,32.0526,25.4114,25.416
SKQ202106S,KOD5,B,2021-04-24T19:08:05,-150.7603,57.7853,88,8,41.26,6,4.2639,4.265,3.0299,3.0305,0.2451,1.7428,2.6869,2.1097,4.5352,1.6206,2.4024,0.5767,0.1436,96.4741,4.84,313.881,303.394,98.139,94.867,48.05,17.9302,32.0463,32.0525,25.4112,25.416
SKQ202106S,KOD5,B,2021-04-24T19:09:54,-150.7603,57.7853,88,8,31.16,7,4.3269,4.3233,3.0344,3.0346,0.248,1.7806,2.7006,2.1202,4.5301,1.9468,2.9188,0.6235,0.1481,96.3644,10.4,315.187,304.77,98.695,95.429,58.38,18.3557,32.0428,32.0487,25.402,25.4071
SKQ202106S,KOD5,B,2021-04-24T19:11:52,-150.7603,57.7853,88,8,20.42,8,4.6333,4.64,3.0583,3.0595,0.2699,1.7223,2.7654,2.1681,4.4731,2.3731,3.4635,0.9766,0.1988,95.1512,28.0,321.165,310.422,101.3,97.932,69.27,17.6992,32.0291,32.0356,25.3597,25.3642
SKQ202106S,KOD5,B,2021-04-24T19:13:45,-150.7603,57.7853,88,8,10.28,9,4.75,4.752,3.0667,3.0674,0.2792,1.6673,2.779,2.1779,4.409,2.7493,3.9837,1.1282,0.2566,93.7871,66.7,321.584,311.055,101.708,98.387,79.67,17.0802,32.0184,32.0245,25.3389,25.3436
