Cruise,Station,Type,Date_Time,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bot. Depth [m],Cast_Number,Pressure_[dbar],Bottle_Number,Temperature_[C],Temperature2_[C],Conductivity_[S/m],Conductivity2_[S/m],Voltage0_[V],Voltage1_[V],Voltage2_[V],Voltage3_[V],Voltage4_[V],Voltage5_[V],Voltage6_[V],Voltage7_[V],Fluorescence_[mg/m3],BeamAttenuation_[1/m],BeamTransmission_[%],Oxygen_[umol/kg],Oxygen2_[umol/kg],PAR_[umol_photons/m2/sec],Altimeter_[m],SUNA,LISST,Salinity_[psu],Salinity2_[psu],Density_[kg/m3_sigmat],Density2_[kg/m3_sigmat]
TGX201904,MID5,B,2019-04-29T01:24:45,-146.097,59.6517,91,12,10.24,12,6.8515,6.8467,3.2353,3.2344,2.5888,2.9424,0.12,1.5536,3.99,1.1465,4.908,2.8718,0.2175,0.6694,84.5906,307.617,311.146,67.3,98.16,12.022,1.1465,31.9203,31.9154,25.013,25.0098
TGX201904,MID5,B,2019-04-29T01:24:47,-146.097,59.6517,91,12,10.34,13,6.8519,6.8481,3.2355,3.2351,2.5868,2.9431,0.1234,1.6275,3.9827,1.0754,4.9086,2.8517,0.2261,0.6767,84.4363,307.058,311.01,64.3,98.17,12.6212,1.0754,31.9219,31.9216,25.0143,25.0145
TGX201904,MID5,B,2019-04-29T01:25:30,-146.097,59.6517,91,12,3.32,14,6.9628,6.9621,3.2374,3.2373,2.5849,2.9334,0.0771,1.5437,4.0692,1.1133,0.044,3.4482,0.1103,0.5907,86.2699,306.165,308.781,254.0,0.88,11.9416,1.1133,31.8435,31.8428,24.938,24.9376
TGX201904,MID5,B,2019-04-29T01:25:31,-146.097,59.6517,91,12,3.39,15,6.9648,6.9646,3.2376,3.2375,2.5852,2.9336,0.0778,1.5907,4.064,1.0764,0.0428,3.4463,0.112,0.5959,86.1595,306.244,308.761,253.0,0.86,12.3225,1.0764,31.8433,31.8425,24.9376,24.937
TGX201904,MID6,B,2019-04-29T03:57:07,-146.2522,59.4995,40,14,30.35,1,6.7264,6.726,3.262,3.2619,2.4734,2.8094,0.0687,1.9512,4.3659,1.1451,0.3288,1.4257,0.0893,0.3092,92.5613,291.299,294.745,2.32,6.58,15.2465,1.1451,32.3205,32.3198,25.3445,25.344
TGX201904,MID6,B,2019-04-29T03:57:57,-146.2522,59.4995,40,14,20.34,2,6.7308,6.7306,3.2617,3.2616,2.481,2.8163,0.0708,1.9286,4.3567,1.0749,0.8433,1.9111,0.0945,0.3176,92.3662,292.016,295.03,7.29,16.87,15.0626,1.0749,32.3178,32.3169,25.3418,25.3411
TGX201904,MID6,B,2019-04-29T03:58:29,-146.2522,59.4995,40,14,10.05,3,6.7358,6.7374,3.2614,3.2613,2.4846,2.8214,0.0711,1.946,4.3557,1.0749,1.3756,2.4259,0.0954,0.3185,92.3456,291.959,294.784,24.1,27.51,15.2043,1.0749,32.3146,32.3127,25.3386,25.3369
TGX201904,MID6,B,2019-04-29T03:59:23,-146.2522,59.4995,40,14,2.54,4,6.7443,6.7434,3.2613,3.2611,2.4953,2.8305,0.0689,1.8297,4.2174,1.138,1.7896,3.1714,0.0897,0.4477,89.4124,293.602,296.112,167.0,35.79,14.2605,1.138,32.3088,32.3082,25.333,25.3326
TGX201904,MID6,B,2019-04-29T03:59:25,-146.2522,59.4995,40,14,3.57,5,6.7451,6.7445,3.2613,3.2612,2.4964,2.8285,0.0697,1.836,4.3027,1.0764,1.7416,2.7367,0.0918,0.3676,91.2217,293.974,295.458,49.6,34.83,14.3115,1.0764,32.3079,32.3082,25.3321,25.3324
TGX201904,MS2,B,2019-04-30T01:39:36,-147.8965,59.9443,191,19,185.98,1,6.3547,6.3541,3.2446,3.2444,1.9634,2.2209,0.0391,2.5571,4.1719,1.0759,0.3108,0.0098,0.0152,0.491,88.4475,222.45,225.947,0.0,6.21,20.1597,1.0759,32.4062,32.4055,25.4595,25.4591
TGX201904,MS2,B,2019-04-30T01:39:40,-147.8965,59.9443,191,19,186.21,2,6.3546,6.3541,3.2445,3.2445,1.9632,2.2213,0.0391,2.5332,4.1742,1.0757,0.2969,0.0112,0.0152,0.4889,88.4961,222.31,225.913,0.0003,5.94,19.9667,1.0757,32.406,32.4054,25.4594,25.459
TGX201904,MS2,B,2019-04-30T01:41:19,-147.8965,59.9443,191,19,151.01,3,6.3375,6.3371,3.2228,3.2228,2.3309,2.6489,0.0427,2.2495,4.1693,1.0741,2.1081,0.0125,0.0243,0.4935,88.3931,277.733,281.484,0.0008,42.16,17.6653,1.0741,32.1984,32.1983,25.2979,25.2978
TGX201904,MS2,B,2019-04-30T01:42:50,-147.8965,59.9443,191,19,126.83,4,6.3185,6.3182,3.2113,3.2112,2.3389,2.6581,0.0458,2.1271,4.3027,1.1451,3.3427,0.0158,0.0321,0.3675,91.2212,278.755,282.338,0.0015,66.85,16.6729,1.1451,32.1006,32.0992,25.2231,25.222
TGX201904,MS2,B,2019-04-30T01:44:06,-147.8965,59.9443,191,19,101.01,5,6.3309,6.3303,3.2038,3.2037,2.422,2.7591,0.0547,1.982,4.3028,1.1411,4.8866,0.0071,0.0543,0.3674,91.2254,289.949,294.47,0.0001,97.73,15.4965,1.1411,32.0177,32.017,25.1561,25.1556
TGX201904,MS2,B,2019-04-30T01:45:31,-147.8965,59.9443,191,19,77.3,6,6.2973,6.2967,3.1913,3.1912,2.4488,2.7891,0.0615,1.9794,4.2948,1.0767,4.9045,0.0061,0.0711,0.3748,91.0547,293.627,297.863,0.0,98.09,15.4751,1.0767,31.9226,31.9218,25.0853,25.0848
TGX201904,MS2,B,2019-04-30T01:46:34,-147.8965,59.9443,191,19,49.66,7,6.2892,6.2904,3.1809,3.181,2.4937,2.8444,0.0762,1.8035,4.2238,1.0757,4.9048,0.1437,0.1081,0.4416,89.5482,299.828,304.515,0.0335,98.1,14.0487,1.0757,31.8277,31.8273,25.0114,25.0109
TGX201904,MS2,B,2019-04-30T01:47:43,-147.8965,59.9443,191,19,40.77,8,6.3369,6.3365,3.1828,3.1827,2.5216,2.8723,0.076,1.7327,4.1789,1.0753,4.9188,0.4159,0.1076,0.4843,88.596,302.768,307.132,0.143,98.38,13.4738,1.0753,31.8084,31.8078,24.9903,24.9899
TGX201904,MS2,B,2019-04-30T01:48:31,-147.8965,59.9443,191,19,30.77,9,6.3161,6.3158,3.1778,3.1777,2.5349,2.8856,0.0785,1.7445,4.1802,1.1268,4.9117,0.9705,0.1137,0.4831,88.6235,305.165,308.27,0.753,98.24,13.5698,1.1268,31.7777,31.7768,24.9686,24.9679
TGX201904,MS2,B,2019-04-30T01:49:15,-147.8965,59.9443,191,19,19.72,10,6.1366,6.1371,3.127,3.1269,2.5564,2.9134,0.1053,1.2585,4.2243,1.0768,4.9149,1.767,0.1808,0.4411,89.5588,310.662,314.324,5.2,98.3,9.6281,1.0768,31.386,31.3842,24.6816,24.6801
TGX201904,MS2,B,2019-04-30T01:50:11,-147.8965,59.9443,191,19,9.82,11,6.2574,6.2567,3.1073,3.107,2.6744,3.0493,0.1583,0.9258,4.0903,1.0755,4.9156,2.5173,0.3133,0.57,86.7185,327.68,331.171,29.7,98.31,6.9302,1.0756,31.0615,31.0584,24.411,24.4086
TGX201904,MS2,B,2019-04-30T01:50:58,-147.8965,59.9443,191,19,2.75,12,6.2389,6.24,3.087,3.087,2.6963,3.0635,0.1481,0.8244,4.0828,1.0763,4.9183,3.2965,0.2877,0.5774,86.5595,331.197,333.474,179.0,98.37,6.1079,1.0763,30.8569,30.8562,24.2519,24.2511
TGX201904,PWSA,B,2019-04-30T14:29:10,-147.3928,60.8255,462,21,455.73,1,6.1489,6.148,3.3021,3.302,1.3878,1.5462,0.0379,3.4625,4.0513,1.074,0.0835,0.0098,0.0121,0.6084,85.8905,139.42,142.008,0.0,1.67,27.5026,1.074,33.1141,33.1137,26.0441,26.0438
TGX201904,PWSA,B,2019-04-30T14:33:45,-147.3928,60.8255,462,21,252.24,2,6.5179,6.5172,3.2796,3.2795,1.7902,2.0136,0.0376,2.8241,4.468,1.0755,4.9145,0.0061,0.0115,0.2167,94.7267,196.51,199.157,0.0,98.29,22.3255,1.0756,32.6064,32.6057,25.5967,25.5962
TGX201904,PWSA,B,2019-04-30T14:35:34,-147.3928,60.8255,462,21,202.06,3,6.4855,6.4842,3.2543,3.2541,2.0098,2.2705,0.0369,2.5247,4.4649,1.0746,4.9155,0.0061,0.0098,0.2194,94.6628,229.352,232.191,0.0,98.31,19.897,1.0746,32.3819,32.381,25.4238,25.4233
TGX201904,PWSA,B,2019-04-30T14:36:59,-147.3928,60.8255,462,21,151.11,4,6.421,6.4203,3.2285,3.2284,2.1037,2.38,0.0377,2.4251,4.5083,1.144,4.9174,0.0061,0.0115,0.1807,95.5828,242.85,245.658,0.0,98.35,19.0898,1.1441,32.1823,32.1822,25.2747,25.2746
TGX201904,PWSA,B,2019-04-30T14:38:24,-147.3928,60.8255,462,21,125.69,5,6.1709,6.1682,3.1946,3.1943,2.1978,2.4911,0.0377,2.2655,4.4569,1.0809,4.9068,0.0061,0.0117,0.2266,94.4921,258.208,261.309,0.0,98.14,17.795,1.081,32.0543,32.0532,25.2048,25.2043
TGX201904,PWSA,B,2019-04-30T14:39:32,-147.3928,60.8255,462,21,101.11,6,5.8978,5.8993,3.1587,3.1588,2.2835,2.5922,0.0383,2.1497,4.4958,1.1438,4.9113,0.0061,0.0132,0.1918,95.317,272.609,275.905,0.0,98.23,16.8559,1.1439,31.924,31.9236,25.1349,25.1345
TGX201904,PWSA,B,2019-04-30T14:41:06,-147.3928,60.8255,462,21,75.66,7,5.7552,5.7588,3.1293,3.1295,2.3319,2.651,0.0418,2.1302,4.4592,1.1433,4.9167,0.0061,0.0221,0.2245,94.5418,280.625,284.451,0.0,98.33,16.6975,1.1433,31.7408,31.7396,25.0071,25.0057
TGX201904,PWSA,B,2019-04-30T14:42:33,-147.3928,60.8255,462,21,49.87,8,6.0888,6.0881,3.1434,3.1434,2.3846,2.7155,0.0545,1.8108,4.2849,1.0761,4.9169,0.0061,0.0538,0.3841,90.8444,285.287,289.662,0.0,98.34,14.1075,1.0762,31.5984,31.5983,24.855,24.855
TGX201904,PWSA,B,2019-04-30T14:43:57,-147.3928,60.8255,462,21,40.34,9,6.0934,6.0933,3.1308,3.1307,2.4653,2.8092,0.0937,1.4946,4.139,1.0744,4.9214,0.0066,0.1518,0.5227,87.7505,297.325,302.015,0.0,98.43,11.5434,1.0744,31.4584,31.4576,24.7439,24.7433
TGX201904,PWSA,B,2019-04-30T14:44:58,-147.3928,60.8255,462,21,29.94,10,6.059,6.0587,3.1187,3.1186,2.5324,2.8864,0.1633,1.1052,3.9567,1.0766,4.9235,0.2636,0.3257,0.7029,83.8857,307.906,312.06,0.0735,98.47,8.3852,1.0766,31.3609,31.3602,24.6711,24.6706
TGX201904,PWSA,B,2019-04-30T14:46:24,-147.3928,60.8255,462,21,19.55,11,6.2442,6.246,3.1232,3.1228,2.6982,3.0797,0.1784,0.9663,3.9782,1.1485,4.9261,1.2902,0.3636,0.6813,84.3401,331.255,334.907,1.67,98.52,7.2586,1.1485,31.2448,31.2388,24.5572,24.5522
TGX201904,PWSA,B,2019-04-30T14:47:53,-147.3928,60.8255,462,21,9.73,12,6.6761,6.6743,3.1348,3.1347,2.8046,3.2001,0.0868,0.643,4.2642,1.076,4.9268,2.2553,0.1345,0.4034,90.4063,343.695,347.191,16.2,98.53,4.6367,1.076,30.9829,30.9833,24.2973,24.2978
TGX201904,PWSA,B,2019-04-30T14:49:20,-147.3928,60.8255,462,21,2.7,13,6.7977,6.7958,3.138,3.1378,2.7639,3.156,0.0622,0.6248,4.3454,1.0754,4.9271,2.8259,0.073,0.328,92.1285,336.34,340.612,60.7,98.54,4.489,1.0754,30.9115,30.9105,24.2257,24.2252
TGX201904,PWSA,B,2019-04-30T14:49:28,-147.3928,60.8255,462,21,2.86,14,6.7962,6.796,3.1379,3.1378,2.7661,3.1597,0.0615,0.5993,4.3439,1.0866,4.9272,2.8016,0.0711,0.3294,92.0957,336.805,341.422,57.3,98.54,4.2822,1.0866,30.9112,30.9106,24.2257,24.2252
TGX201904,PWS3,B,2019-04-30T16:31:56,-147.67,60.6682,740,22,741.87,1,6.1385,6.1379,3.3231,3.3229,1.3416,1.4905,0.0358,3.4506,4.2248,1.0754,0.3023,0.0109,0.0071,0.4406,89.5704,137.242,139.379,0.0003,6.05,27.4066,1.0754,33.2217,33.2208,26.1303,26.1297
TGX201904,PWS3,B,2019-04-30T16:32:01,-147.67,60.6682,740,22,741.9,2,6.1385,6.1378,3.3231,3.3229,1.3411,1.4908,0.0356,3.4884,4.2383,1.0971,0.2993,0.0102,0.0067,0.4279,89.8563,137.104,139.526,0.0001,5.99,27.7131,1.0971,33.2216,33.2208,26.1302,26.1296
TGX201904,PWS3,B,2019-04-30T16:37:03,-147.67,60.6682,740,22,505.05,3,6.1175,6.1169,3.3061,3.3059,1.4087,1.569,0.0355,3.4029,4.577,1.1449,4.9297,0.0061,0.0064,0.1203,97.038,143.987,146.275,0.0,98.59,27.0196,1.1449,33.1648,33.1641,26.088,26.0875
TGX201904,PWS3,B,2019-04-30T16:41:35,-147.67,60.6682,740,22,252.14,4,6.5754,6.5749,3.28,3.28,1.7287,1.9433,0.0366,2.843,4.5535,1.0785,4.9266,0.0061,0.0091,0.1408,96.5408,187.229,189.974,0.0,98.53,22.4792,1.0785,32.5569,32.5563,25.5503,25.5499
TGX201904,PWS3,B,2019-04-30T16:43:11,-147.67,60.6682,740,22,202.04,5,6.642,6.6417,3.2677,3.2677,1.89,2.131,0.0367,2.505,4.5319,1.0814,4.9293,0.0069,0.0092,0.1599,96.0816,210.409,213.566,0.0001,98.58,19.7375,1.0814,32.3821,32.3816,25.4039,25.4036
TGX201904,PWS3,B,2019-04-30T16:44:45,-147.67,60.6682,740,22,151.35,6,6.4748,6.4742,3.2328,3.2327,2.0663,2.3382,0.0375,2.436,4.5205,1.0748,4.9444,0.0061,0.0112,0.1699,95.8412,237.016,240.191,0.0,98.89,19.1777,1.0748,32.1789,32.1782,25.2652,25.2647
TGX201904,PWS3,B,2019-04-30T16:46:03,-147.67,60.6682,740,22,126.09,7,6.3591,6.3588,3.2132,3.2131,2.1465,2.4323,0.0484,2.305,4.5258,1.0742,4.9572,0.0061,0.0384,0.1652,95.9537,249.339,252.541,0.0,99.14,18.1158,1.0742,32.0834,32.0826,25.2044,25.2038
TGX201904,PWS3,B,2019-04-30T16:47:19,-147.67,60.6682,740,22,100.97,8,6.1791,6.1785,3.1843,3.1842,2.2189,2.5176,0.0382,2.1945,4.5189,1.0762,4.9617,0.0061,0.013,0.1713,95.8084,260.767,264.373,0.0,99.23,17.2191,1.0762,31.9437,31.9431,25.1165,25.1161
TGX201904,PWS3,B,2019-04-30T16:48:30,-147.67,60.6682,740,22,75.78,9,6.0995,6.0985,3.1631,3.1629,2.2649,2.5718,0.0467,2.0717,4.4627,1.0763,4.9499,0.0061,0.0343,0.2215,94.6147,267.785,271.174,0.0,99.0,16.224,1.0764,31.7949,31.7934,25.0088,25.0077
TGX201904,PWS3,B,2019-04-30T16:49:41,-147.67,60.6682,740,22,50.56,10,5.9958,5.9953,3.1293,3.1292,2.4521,2.7906,0.076,1.4222,4.2858,1.0759,4.9915,0.0896,0.1075,0.3832,90.864,296.758,300.462,0.0187,99.83,10.9558,1.0759,31.5274,31.5268,24.8101,24.8097
TGX201904,PWS3,B,2019-04-30T16:50:30,-147.67,60.6682,740,22,39.95,11,6.0478,6.0471,3.1268,3.1267,2.4209,2.7555,0.0868,1.4556,4.2472,1.076,4.9984,0.4508,0.1346,0.4194,90.0454,291.052,295.31,0.163,99.97,11.2266,1.076,31.4567,31.4561,24.7481,24.7477
TGX201904,PWS3,B,2019-04-30T16:51:38,-147.67,60.6682,740,22,29.9,12,6.033,6.0326,3.1199,3.1198,2.5092,2.8594,0.1082,1.1981,4.188,1.0763,4.9477,1.1938,0.1881,0.4756,88.7894,304.35,308.628,1.32,98.95,9.1382,1.0763,31.3975,31.397,24.7031,24.7028
TGX201904,PWS3,B,2019-04-30T16:52:30,-147.67,60.6682,740,22,20.19,13,6.0615,6.0609,3.1087,3.1086,2.5434,2.8997,0.1044,1.1209,4.2352,1.0745,5.0,2.0391,0.1785,0.4307,89.7918,309.437,313.397,9.81,100.0,8.5125,1.0745,31.2521,31.251,24.5849,24.5841
TGX201904,PWS3,B,2019-04-30T16:53:24,-147.67,60.6682,740,22,10.19,14,6.1433,6.1428,3.0925,3.0924,2.6005,2.9646,0.0924,0.884,4.3599,1.1443,4.9599,3.0121,0.1485,0.3146,92.4355,317.482,321.543,93.0,99.2,6.5913,1.1444,31.0014,31.0012,24.3773,24.3772
TGX201904,PWS3,B,2019-04-30T16:54:10,-147.67,60.6682,740,22,2.77,15,6.4974,6.4972,3.0798,3.0796,2.7614,3.1515,0.0562,0.6961,4.2703,1.1214,4.9798,3.8187,0.058,0.3977,90.5363,339.765,343.622,618.0,99.6,5.0674,1.1214,30.545,30.5432,23.9746,23.9732
TGX201904,PWS2,B,2019-04-30T18:29:26,-147.803,60.5362,738,23,76.2,1,6.1362,6.1359,3.1753,3.1753,2.2288,2.5275,0.0391,2.3171,4.5159,1.0756,4.9571,0.0061,0.0152,0.174,95.7439,261.461,264.825,0.0,99.14,18.2138,1.0756,31.8966,31.8961,25.0846,25.0843
TGX201904,PWS2,B,2019-04-30T18:30:47,-147.803,60.5362,738,23,50.42,2,6.0661,6.0658,3.1555,3.1555,2.3004,2.6112,0.0449,2.0264,4.4519,1.075,4.9574,0.1675,0.0297,0.2311,94.3853,272.462,276.101,0.0405,99.15,15.8558,1.075,31.7543,31.7542,24.9808,24.9807
TGX201904,PWS2,B,2019-04-30T18:31:44,-147.803,60.5362,738,23,30.17,3,6.0198,6.0193,3.1379,3.1379,2.3682,2.6838,0.0525,1.7709,4.4306,1.089,4.9567,0.9787,0.0488,0.2502,93.9351,282.65,285.094,0.769,99.14,13.7842,1.089,31.6112,31.6106,24.8733,24.873
TGX201904,PWS2,B,2019-04-30T18:31:53,-147.803,60.5362,738,23,30.16,4,6.0199,6.0193,3.138,3.1379,2.368,2.6872,0.0533,1.786,4.4351,1.0752,4.957,0.9842,0.0507,0.2462,94.0297,282.575,285.636,0.78,99.14,13.9063,1.0753,31.6113,31.6106,24.8734,24.873
TGX201904,PWS2,B,2019-04-30T18:32:43,-147.803,60.5362,738,23,20.11,5,6.0259,6.0254,3.13,3.1299,2.484,2.8204,0.1128,1.3997,4.2615,1.1433,4.9558,1.6839,0.1994,0.4061,90.3466,299.843,302.899,4.28,99.12,10.7739,1.1433,31.5216,31.5209,24.8019,24.8014
TGX201904,PWS2,B,2019-04-30T18:33:47,-147.803,60.5362,738,23,12.97,6,6.0444,6.0439,3.1253,3.1252,2.5368,2.8813,0.1483,1.2994,4.1536,1.0745,4.9966,2.3274,0.2882,0.5086,88.0607,307.543,310.209,19.1,99.93,9.9601,1.0745,31.4557,31.455,24.7477,24.7472
TGX201904,PWS2,B,2019-04-30T18:34:34,-147.803,60.5362,738,23,9.05,7,6.5302,6.5304,3.1356,3.1356,3.0538,3.4817,0.4551,0.6489,3.2521,1.3975,4.9328,2.9512,1.0553,1.4875,68.944,381.577,384.688,80.8,98.66,4.6848,1.3975,31.1251,31.124,24.4276,24.4267
TGX201904,PWS2,B,2019-04-30T18:34:37,-147.803,60.5362,738,23,9.04,8,6.5305,6.5298,3.1357,3.1355,3.0553,3.4826,0.466,0.6568,3.2839,1.3289,4.9328,2.9534,1.0826,1.4486,69.6168,381.953,384.784,81.2,98.66,4.7488,1.3289,31.125,31.1244,24.4275,24.4271
TGX201904,PWS2,B,2019-04-30T18:34:41,-147.803,60.5362,738,23,9.05,9,6.5302,6.5293,3.1356,3.1355,3.0545,3.4832,0.4551,0.6731,3.2729,1.3293,4.9328,2.9522,1.0552,1.4621,69.3848,381.615,384.722,81.0,98.66,4.8804,1.3293,31.1249,31.1244,24.4274,24.4271
TGX201904,PWS2,B,2019-04-30T18:35:49,-147.803,60.5362,738,23,7.21,10,6.5404,6.5406,3.1362,3.1361,3.0673,3.5007,0.3546,0.6548,3.2897,1.3284,4.9527,3.2258,0.804,1.4416,69.7404,383.51,386.872,152.0,99.05,4.7321,1.3284,31.1227,31.1218,24.4244,24.4237
TGX201904,PWS2,B,2019-04-30T18:36:29,-147.803,60.5362,738,23,3.0,11,6.8262,6.8432,3.1538,3.1548,3.0302,3.4584,0.0919,0.6788,3.5822,1.3333,4.9415,3.9347,0.147,1.1008,75.943,375.15,378.411,789.0,98.83,4.9271,1.3333,31.0579,31.0531,24.3373,24.3313
TGX201904,PWS2,B,2019-04-30T18:37:54,-147.803,60.5362,738,23,2.51,12,6.8176,6.8347,3.1532,3.1541,3.0341,3.4619,0.0887,0.7621,3.5713,1.3846,4.9371,4.0298,0.1393,1.1129,75.7126,375.774,378.33,985.0,98.74,5.6029,1.3846,31.0593,31.0534,24.3395,24.3327
TGX201904,PWS2,B,2019-04-30T18:37:58,-147.803,60.5362,738,23,2.52,13,6.8064,6.8274,3.1525,3.1539,3.0339,3.46,0.0888,0.7422,3.5877,1.3322,4.9373,4.0553,0.1396,1.0946,76.0603,375.785,378.925,1040.0,98.74,5.4414,1.3322,31.0615,31.0575,24.3427,24.3368
TGX201904,PWS2,B,2019-04-30T18:38:01,-147.803,60.5362,738,23,2.52,14,6.7969,6.8197,3.1519,3.1533,3.0345,3.4555,0.0876,0.6766,3.5398,1.375,4.9381,4.0452,0.1366,1.1485,75.0436,376.088,377.903,1020.0,98.76,4.9089,1.375,31.064,31.0584,24.3459,24.3385
TGX201904,PWS2,B,2019-04-30T18:38:05,-147.803,60.5362,738,23,2.52,15,6.8058,6.834,3.1524,3.1541,3.0375,3.4597,0.0864,0.6706,3.5629,1.3858,4.9383,4.0443,0.1336,1.1224,75.5329,376.568,379.588,1050.0,98.76,4.8604,1.3858,31.0615,31.0544,24.3427,24.3336
TGX201904,PWS2,B,2019-04-30T19:46:01,-147.7983,60.5347,734,24,726.64,1,6.137,6.1363,3.3223,3.3221,1.3438,1.4934,0.0352,3.4664,4.1107,1.0764,2.1579,0.0083,0.0055,0.5501,87.1513,137.253,139.546,0.0,43.16,27.5341,1.0764,33.2213,33.2205,26.1302,26.1297
TGX201904,PWS2,B,2019-04-30T19:50:49,-147.7983,60.5347,734,24,506.04,2,6.1204,6.1198,3.306,3.3059,1.4052,1.5645,0.0343,3.4257,4.5324,1.0762,4.9874,0.0061,0.0032,0.1595,96.0933,143.461,145.659,0.0,99.75,27.2041,1.0762,33.1613,33.1606,26.0849,26.0844
TGX201904,PWS2,B,2019-04-30T19:55:28,-147.7983,60.5347,734,24,253.71,3,6.5524,6.5525,3.28,3.2799,1.7088,1.9218,0.035,2.9071,4.5421,1.148,4.9558,0.0061,0.005,0.1508,96.2998,184.256,187.296,0.0,99.11,22.9988,1.148,32.5777,32.5767,25.5697,25.5689
TGX201904,PWS2,B,2019-04-30T19:56:50,-147.7983,60.5347,734,24,202.53,4,6.4508,6.4502,3.2526,3.2524,1.9031,2.1481,0.0358,2.6179,4.5259,1.0873,5.0,0.0061,0.0071,0.1651,95.9558,213.335,216.577,0.0,100.0,20.6536,1.0873,32.3958,32.3948,25.4392,25.4385
TGX201904,PWS2,B,2019-04-30T19:58:20,-147.7983,60.5347,734,24,151.15,5,6.4556,6.4562,3.2325,3.2325,2.0644,2.3359,0.0391,2.3725,4.5324,1.1452,4.9369,0.0061,0.0153,0.1594,96.0937,236.665,239.985,0.0,98.74,18.663,1.1452,32.1938,32.1932,25.2793,25.2788
TGX201904,PWS2,B,2019-04-30T19:59:29,-147.7983,60.5347,734,24,126.04,6,6.4857,6.485,3.2268,3.2267,2.0799,2.3561,0.0376,2.3244,4.5291,1.0768,4.9998,0.0061,0.0115,0.1623,96.0224,238.253,241.893,0.0,100.0,18.2728,1.0768,32.1144,32.1139,25.2129,25.2127
TGX201904,PWS2,B,2019-04-30T20:00:42,-147.7983,60.5347,734,24,101.17,7,6.31,6.3099,3.2011,3.201,2.1687,2.4596,0.0374,2.2877,4.5233,1.136,5.0,0.0061,0.011,0.1675,95.8993,252.332,255.539,0.0,100.0,17.9753,1.136,32.0074,32.0069,25.1506,25.1502
TGX201904,PWS2,B,2019-04-30T20:01:44,-147.7983,60.5347,734,24,75.92,8,6.0845,6.0831,3.1684,3.1683,2.2413,2.543,0.0392,2.1664,4.5054,1.0747,5.0,0.0065,0.0154,0.1833,95.5209,264.066,267.46,0.0,100.0,16.9917,1.0747,31.8687,31.8681,25.0688,25.0685
TGX201904,PWS2,B,2019-04-30T20:02:55,-147.7983,60.5347,734,24,50.74,9,6.0527,6.0522,3.1523,3.1522,2.3073,2.6203,0.0452,1.9044,4.4396,1.1449,4.9712,0.2621,0.0304,0.2422,94.1248,273.786,277.216,0.0729,99.42,14.867,1.145,31.7305,31.7298,24.9636,24.9631
TGX201904,PWS2,B,2019-04-30T20:03:01,-147.7983,60.5347,734,24,50.75,10,6.0529,6.0524,3.1523,3.1522,2.3055,2.6213,0.0437,1.9369,4.4382,1.0767,5.0,0.2652,0.0266,0.2434,94.0963,273.586,277.58,0.0741,100.0,15.1303,1.0767,31.7308,31.7301,24.9638,24.9633
TGX201904,PWS2,B,2019-04-30T20:04:05,-147.7983,60.5347,734,24,40.19,11,6.0368,6.0366,3.1466,3.1465,2.3223,2.6408,0.0482,1.9304,4.4465,1.0754,4.9686,0.6112,0.0381,0.2359,94.2728,275.929,279.958,0.277,99.37,15.0776,1.0755,31.6867,31.686,24.9309,24.9304
TGX201904,PWS2,B,2019-04-30T20:04:52,-147.7983,60.5347,734,24,30.19,12,6.034,6.0335,3.1391,3.1391,2.367,2.69,0.0537,1.7444,4.4351,1.077,4.9572,1.0456,0.0519,0.2462,94.0303,282.455,285.953,0.913,99.14,13.5692,1.077,31.6113,31.6108,24.8718,24.8714
TGX201904,PWS2,B,2019-04-30T20:05:37,-147.7983,60.5347,734,24,19.79,13,6.0233,6.0229,3.1265,3.1264,2.4766,2.8239,0.0866,1.3139,4.2948,1.1439,5.0,1.5841,0.1341,0.3749,91.0547,299.143,303.769,3.38,100.0,10.0777,1.1439,31.4855,31.4849,24.7738,24.7733
TGX201904,PWS2,B,2019-04-30T20:06:29,-147.7983,60.5347,734,24,10.72,14,6.1224,6.119,3.1207,3.1205,2.7354,3.1297,0.4541,0.8764,3.4353,1.3972,4.9989,2.5008,1.0529,1.2683,72.8274,337.185,341.715,28.6,99.98,6.5298,1.3972,31.3332,31.3342,24.6417,24.6428
TGX201904,PWS2,B,2019-04-30T20:07:23,-147.7983,60.5347,734,24,2.46,15,7.0048,7.0029,3.1612,3.1607,2.9926,3.4249,0.0784,0.6413,3.7782,1.4095,4.9475,3.2356,0.1134,0.8876,80.0985,367.989,373.402,156.0,98.95,4.6233,1.4095,30.9768,30.9738,24.2505,24.2484
TGX201904,PWS1,B,2019-04-30T23:42:43,-147.9435,60.371,336,25,329.66,1,6.3338,6.3332,3.2799,3.2798,1.6123,1.8071,0.0357,3.03,4.4257,1.146,0.1589,0.0098,0.0067,0.2547,93.8305,171.873,174.283,0.0,3.18,23.9951,1.146,32.749,32.7484,25.7326,25.7322
TGX201904,PWS1,B,2019-04-30T23:44:41,-147.9435,60.371,336,25,252.69,2,6.387,6.3865,3.2582,3.2581,1.8317,2.063,0.0367,2.6918,4.4587,1.0819,4.9339,0.0061,0.0094,0.225,94.5307,203.829,206.611,0.0,98.68,21.2526,1.0819,32.4944,32.4937,25.5251,25.5245
