Cruise,Station,Type,Date_Time,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bot. Depth [m],Cast_Number,Pressure_[dbar],Bottle_Number,Temperature_[C],Temperature2_[C],Conductivity_[S/m],Conductivity2_[S/m],Voltage0_[V],Voltage1_[V],Voltage2_[V],Voltage3_[V],Voltage4_[V],Voltage5_[V],Voltage6_[V],Voltage7_[V],Fluorescence_[mg/m3],BeamAttenuation_[1/m],BeamTransmission_[%],Oxygen_[umol/kg],Oxygen2_[umol/kg],PAR_[umol_photons/m2/sec],Altimeter_[m],SUNA,LISST,Salinity_[psu],Salinity2_[psu],Density_[kg/m3_sigmat],Density2_[kg/m3_sigmat]
TGX201904,RES2.5,B,2019-04-27T07:20:26,-149.3557,60.0185,300,1,19.97,11,6.2413,6.2407,3.1365,3.1364,2.4949,2.8351,0.1126,1.6402,4.198,1.1472,4.3461,0.0071,0.199,0.466,89.0029,300.36,303.032,0.0,86.92,12.7243,1.1472,31.3948,31.3941,24.6759,24.6753
TGX201904,RES2.5,B,2019-04-27T07:21:39,-149.3557,60.0185,300,1,9.96,12,6.1506,6.1486,3.1173,3.1172,2.5465,2.9009,0.1704,1.472,4.0964,1.0763,4.365,0.0069,0.3435,0.5641,86.848,308.709,312.534,0.0,87.3,11.3602,1.0763,31.2697,31.2707,24.5881,24.5892
TGX201904,RES2.5,B,2019-04-27T07:23:45,-149.3557,60.0185,300,1,2.32,13,6.3641,6.3546,3.1062,3.1048,2.72,3.1034,0.1875,1.1731,3.8984,1.1097,4.3571,0.0411,0.3862,0.7623,82.6486,333.539,337.11,0.0074,87.14,8.9361,1.1097,30.9557,30.9489,24.3146,24.3104
TGX201904,MID1,B,2019-04-28T15:37:44,-145.5018,60.2495,17,3,17.58,1,6.4053,6.4048,3.1767,3.1768,2.4726,2.7928,0.0557,1.6113,2.5711,1.4014,0.0775,1.4192,0.0567,2.4278,54.5013,294.607,295.525,2.28,1.55,12.4896,1.4014,31.6885,31.6891,24.8872,24.8878
TGX201904,MID1,B,2019-04-28T15:37:47,-145.5018,60.2495,17,3,17.21,2,6.4047,6.4017,3.1765,3.1756,2.4723,2.7915,0.0553,1.6347,2.9004,1.4006,0.097,1.4549,0.0559,1.9473,61.4839,294.583,295.426,2.49,1.94,12.6796,1.4006,31.6866,31.679,24.8858,24.8802
TGX201904,MID1,B,2019-04-28T15:38:49,-145.5018,60.2495,17,3,9.87,3,6.3309,6.3303,3.1531,3.153,2.4872,2.8118,0.0758,1.5319,3.4115,1.3424,0.4421,2.3001,0.1069,1.2961,72.3228,297.683,298.895,18.0,8.84,11.846,1.3424,31.5001,31.4996,24.7479,24.7476
TGX201904,MID1,B,2019-04-28T15:38:53,-145.5018,60.2495,17,3,10.0,4,6.3309,6.3302,3.1531,3.153,2.4873,2.8108,0.0751,1.5598,3.4121,1.3432,0.4382,2.2851,0.1052,1.2954,72.3365,297.593,298.55,17.4,8.76,12.0723,1.3432,31.5002,31.4999,24.7479,24.7479
TGX201904,MID1,B,2019-04-28T15:40:26,-145.5018,60.2495,17,3,2.42,5,6.3834,6.3786,3.0266,3.0207,2.6341,2.9841,0.0927,1.3938,3.3729,1.3258,0.7799,3.5205,0.1493,1.3417,71.5042,321.795,323.924,304.0,15.6,10.726,1.3258,30.0629,30.0025,23.6085,23.5615
TGX201904,MID1,B,2019-04-28T15:40:31,-145.5018,60.2495,17,3,2.41,6,6.3852,6.3918,3.0271,3.0367,2.6326,2.9815,0.0917,1.3921,3.3782,1.3405,0.7719,3.7212,0.1468,1.3353,71.6179,321.991,323.035,566.0,15.44,10.7119,1.3405,30.0663,30.1661,23.611,23.6888
TGX201904,MID1I,B,2019-04-28T17:11:37,-145.5847,60.1725,101,4,92.52,1,6.2618,6.2616,3.216,3.216,2.3112,2.6195,0.0464,2.3364,3.4236,1.4131,0.1354,0.0098,0.0335,1.2819,72.5807,273.059,275.731,0.0,2.71,18.37,1.4131,32.2226,32.2226,25.3264,25.3263
TGX201904,MID2,B,2019-04-28T17:56:43,-145.6472,60.1017,119,5,75.56,1,6.2634,6.2635,3.2001,3.2,2.4291,2.7583,0.0583,1.9674,4.3042,1.1469,4.7236,0.0563,0.0633,0.3662,91.2529,290.688,293.756,0.0106,94.47,15.3773,1.1469,32.0522,32.0517,25.1917,25.1913
TGX201904,MID2,B,2019-04-28T17:58:45,-145.6472,60.1017,119,5,51.17,2,6.3573,6.3559,3.2031,3.2029,2.4616,2.7928,0.0665,1.939,4.3566,1.077,4.7108,0.7952,0.0837,0.3177,92.3652,294.05,296.531,0.472,94.22,15.1477,1.077,32.0084,32.0081,25.1455,25.1454
TGX201904,MID2,B,2019-04-28T18:00:01,-145.6472,60.1017,119,5,40.08,3,6.3954,6.3943,3.2039,3.2038,2.4704,2.8083,0.0721,1.889,4.3546,1.077,4.7489,1.3311,0.0977,0.3195,92.3229,294.543,298.085,1.85,94.98,14.7419,1.077,31.9874,31.9868,25.1241,25.1238
TGX201904,MID2,B,2019-04-28T18:00:07,-145.6472,60.1017,119,5,40.42,4,6.3979,6.3961,3.2042,3.204,2.4737,2.8065,0.0691,1.8691,4.3605,1.0766,4.7548,1.3184,0.0902,0.3141,92.4487,295.289,297.436,1.79,95.1,14.5804,1.0766,31.988,31.9871,25.1243,25.1239
TGX201904,MID2,B,2019-04-28T18:01:45,-145.6472,60.1017,119,5,30.25,5,6.2843,6.2908,3.1831,3.1835,2.4762,2.8144,0.0744,1.8379,4.1982,1.0751,4.7677,1.9051,0.1036,0.4658,89.0071,296.06,299.47,7.18,95.35,14.3276,1.0752,31.8659,31.8641,25.0422,25.04
TGX201904,MID2,B,2019-04-28T18:01:49,-145.6472,60.1017,119,5,30.02,6,6.276,6.2737,3.1823,3.182,2.4758,2.8124,0.0716,1.8976,4.2033,1.1433,4.7719,1.909,0.0965,0.461,89.1154,296.093,298.999,7.25,95.44,14.8118,1.1433,31.8647,31.8639,25.0422,25.0419
TGX201904,MID2,B,2019-04-28T18:03:17,-145.6472,60.1017,119,5,25.55,7,6.4824,6.477,3.1992,3.1988,2.5029,2.8412,0.075,1.876,4.2154,1.1421,4.7973,2.1728,0.105,0.4495,89.3717,298.645,301.312,13.4,95.95,14.6366,1.1421,31.861,31.8619,25.0136,25.015
TGX201904,MID2,B,2019-04-28T18:04:19,-145.6472,60.1017,119,5,20.05,8,6.6107,6.6164,3.2099,3.2103,2.5177,2.861,0.0785,1.7356,4.2005,1.0747,4.8148,2.5188,0.1137,0.4637,89.0552,299.417,302.695,29.8,96.3,13.4974,1.0747,31.8613,31.8606,24.9976,24.9963
TGX201904,MID2,B,2019-04-28T18:04:32,-145.6472,60.1017,119,5,20.18,9,6.581,6.5848,3.2074,3.2077,2.5164,2.8563,0.0781,1.7535,4.2038,1.0748,4.8175,2.516,0.1129,0.4605,89.1255,299.579,302.339,29.6,96.35,13.6431,1.0748,31.8617,31.8612,25.0017,25.0008
TGX201904,MID2,B,2019-04-28T18:05:31,-145.6472,60.1017,119,5,9.87,10,6.6899,6.6901,3.2145,3.2144,2.5353,2.875,0.0757,1.7115,4.1951,1.0769,4.8233,3.2275,0.1067,0.4688,88.9411,301.157,303.969,153.0,96.47,13.302,1.0769,31.8427,31.8423,24.9728,24.9725
TGX201904,MID2,B,2019-04-28T18:05:36,-145.6472,60.1017,119,5,9.77,11,6.686,6.6873,3.2141,3.2141,2.5355,2.8747,0.0747,1.7985,4.1914,1.1065,4.8222,3.224,0.1043,0.4723,88.8623,301.353,303.526,152.0,96.44,14.0075,1.1065,31.8425,31.8415,24.9731,24.9721
TGX201904,MID2,B,2019-04-28T18:05:41,-145.6472,60.1017,119,5,9.99,12,6.6839,6.685,3.214,3.214,2.5347,2.8711,0.075,1.7606,4.1959,1.2092,4.8248,3.2111,0.1051,0.4681,88.9569,301.133,302.672,147.0,96.5,13.7001,1.2092,31.8429,31.8419,24.9737,24.9728
TGX201904,MID2,B,2019-04-28T18:06:17,-145.6472,60.1017,119,5,5.64,13,6.7444,6.7461,3.2166,3.2166,2.5451,2.8861,0.0575,1.7667,4.2095,1.0864,4.8355,3.4735,0.0613,0.4551,89.2454,302.029,304.382,270.0,96.71,13.7501,1.0864,31.8172,31.8161,24.9457,24.9446
TGX201904,MID2,B,2019-04-28T18:07:23,-145.6472,60.1017,119,5,2.52,14,6.7459,6.7494,3.2165,3.2167,2.5428,2.8852,0.0526,1.6895,4.2079,1.0745,4.8326,3.8828,0.049,0.4567,89.211,301.73,304.199,705.0,96.65,13.1236,1.0745,31.8162,31.8151,24.9447,24.9434
TGX201904,MID2,B,2019-04-28T18:07:27,-145.6472,60.1017,119,5,2.7,15,6.7449,6.7446,3.2164,3.2163,2.5441,2.8866,0.0524,1.762,4.211,1.1421,4.8345,3.8391,0.0485,0.4537,89.2776,301.911,304.412,640.0,96.69,13.7115,1.1421,31.8164,31.8155,24.945,24.9443
TGX201904,MID2,B,2019-04-28T19:22:05,-145.6645,60.1053,119,6,114.99,1,6.1927,6.1924,3.2064,3.2063,2.3501,2.6646,0.0474,2.2865,3.7468,1.08,0.1666,0.0098,0.0361,0.921,79.4343,280.491,283.061,0.0,3.33,17.9656,1.08,32.1702,32.1696,25.2936,25.2931
TGX201904,MID2,B,2019-04-28T19:23:04,-145.6645,60.1053,119,6,101.05,2,6.1877,6.187,3.2045,3.2044,2.3591,2.6777,0.0469,2.2974,3.8376,1.0744,0.8195,0.0098,0.0347,0.8252,81.3593,281.255,284.282,0.0,16.39,18.0543,1.0745,32.1603,32.16,25.2864,25.2862
TGX201904,MID2,B,2019-04-28T19:24:06,-145.6645,60.1053,119,6,76.13,3,6.1718,6.1712,3.1904,3.1903,2.4313,2.7578,0.0575,2.0771,4.2801,1.1291,4.7258,0.0141,0.0613,0.3885,90.744,291.913,294.413,0.0013,94.52,16.2675,1.1291,32.0302,32.0302,25.1857,25.1858
TGX201904,MID2,B,2019-04-28T19:25:27,-145.6645,60.1053,119,6,51.29,4,6.1957,6.1953,3.1891,3.189,2.4497,2.7772,0.0607,2.0675,4.2678,1.0755,4.8082,0.667,0.0692,0.4001,90.4825,293.563,295.835,0.328,96.16,16.1891,1.0755,32.0053,32.0048,25.1631,25.1627
TGX201904,MID2,B,2019-04-28T19:25:33,-145.6645,60.1053,119,6,50.92,5,6.1963,6.1958,3.1891,3.189,2.4484,2.776,0.0596,2.0626,4.2655,1.0755,4.804,0.685,0.0666,0.4022,90.4333,293.234,295.503,0.346,96.08,16.1496,1.0755,32.0053,32.0049,25.163,25.1627
TGX201904,MID2,B,2019-04-28T19:26:45,-145.6645,60.1053,119,6,40.58,6,6.3583,6.3587,3.1966,3.1966,2.4604,2.7888,0.0594,1.8764,4.2321,1.0764,4.8455,1.2377,0.0661,0.4337,89.7252,293.798,295.846,1.47,96.91,14.6398,1.0764,31.9411,31.9405,25.0923,25.0918
TGX201904,MID2,B,2019-04-28T19:27:41,-145.6645,60.1053,119,6,30.69,7,6.3538,6.3529,3.1886,3.1884,2.4834,2.816,0.0675,1.819,4.2303,1.074,4.8609,1.814,0.0861,0.4354,89.6867,296.761,299.356,5.8,97.22,14.1738,1.074,31.8612,31.8603,25.0299,25.0292
TGX201904,MID2,B,2019-04-28T19:28:29,-145.6645,60.1053,119,6,20.25,8,6.6404,6.6447,3.207,3.2072,2.5398,2.8796,0.0853,1.6729,4.0699,1.0753,4.8646,2.4722,0.1307,0.59,86.2863,302.757,305.086,26.8,97.29,12.9892,1.0753,31.8015,31.8002,24.9467,24.9451
TGX201904,MID2,B,2019-04-28T19:29:25,-145.6645,60.1053,119,6,9.8,9,6.8771,6.8768,3.2107,3.2106,2.5517,2.8991,0.0589,1.5981,4.0654,1.1036,4.8753,3.1412,0.0648,0.5945,86.1896,302.785,305.677,125.0,97.51,12.3829,1.1036,31.6283,31.6273,24.7798,24.779
TGX201904,MID2,B,2019-04-28T19:29:29,-145.6645,60.1053,119,6,9.96,10,6.8763,6.8757,3.2107,3.2106,2.5549,2.8991,0.0589,1.6208,4.0659,1.0749,4.8762,3.1523,0.0648,0.594,86.1996,303.614,305.808,128.0,97.52,12.5662,1.0749,31.6293,31.6289,24.7807,24.7805
TGX201904,MID2,B,2019-04-28T19:30:14,-145.6645,60.1053,119,6,2.48,11,6.9474,6.9458,3.2095,3.2093,2.558,2.9075,0.0487,1.6042,4.0547,1.0881,4.8549,3.5041,0.0392,0.605,85.9634,302.781,306.115,319.0,97.1,12.432,1.0881,31.5543,31.5535,24.7124,24.712
TGX201904,MID3,B,2019-04-28T21:07:46,-145.7958,59.9512,85,8,76.47,1,6.5614,6.5612,3.2489,3.2488,2.3899,2.7101,0.0486,2.0834,4.2333,1.143,0.474,0.1887,0.039,0.4326,89.7496,281.967,284.728,0.0472,9.48,16.3184,1.143,32.3102,32.3097,25.3577,25.3572
TGX201904,MID3,B,2019-04-28T21:07:52,-145.7958,59.9512,85,8,75.75,2,6.5618,6.5624,3.2488,3.2488,2.3897,2.71,0.0477,2.053,4.2354,1.076,0.5095,0.1968,0.0368,0.4306,89.7949,282.032,285.118,0.0498,10.19,16.072,1.076,32.3098,32.309,25.3573,25.3565
TGX201904,MID3,B,2019-04-28T21:08:55,-145.7958,59.9512,85,8,49.79,3,6.6063,6.6053,3.2401,3.2399,2.4564,2.7911,0.0549,1.8499,4.4669,1.0935,1.816,1.0127,0.0548,0.2177,94.7035,290.901,294.367,0.839,36.32,14.4248,1.0935,32.1841,32.1824,25.2525,25.2513
TGX201904,MID3,B,2019-04-28T21:09:03,-145.7958,59.9512,85,8,50.02,4,6.6065,6.6058,3.24,3.24,2.4586,2.7912,0.055,1.8678,4.4688,1.075,1.811,1.0207,0.0549,0.216,94.7436,291.386,294.296,0.857,36.22,14.5701,1.075,32.1828,32.1835,25.2514,25.2521
TGX201904,MID3,B,2019-04-28T21:09:50,-145.7958,59.9512,85,8,39.91,5,6.4707,6.4724,3.2175,3.2174,2.4695,2.8006,0.0586,1.899,4.3889,1.0766,2.3185,1.4666,0.064,0.2882,93.049,293.857,296.156,2.56,46.37,14.8233,1.0766,32.0667,32.0645,25.1772,25.1752
TGX201904,MID3,B,2019-04-28T21:09:55,-145.7958,59.9512,85,8,40.27,6,6.4708,6.4717,3.2175,3.2175,2.4681,2.8004,0.0575,1.8556,4.3886,1.0765,2.2981,1.4601,0.0612,0.2884,93.0437,293.427,296.122,2.52,45.96,14.4711,1.0765,32.0668,32.0662,25.1773,25.1767
TGX201904,MID3,B,2019-04-28T21:10:38,-145.7958,59.9512,85,8,29.6,7,6.4998,6.497,3.2159,3.2156,2.5062,2.8443,0.0768,1.8258,4.3418,1.1457,2.8463,1.9927,0.1096,0.3313,92.0513,298.984,301.523,8.81,56.93,14.2292,1.1457,32.0272,32.0256,25.1424,25.1415
TGX201904,MID3,B,2019-04-28T21:10:45,-145.7958,59.9512,85,8,29.88,8,6.4992,6.4979,3.2159,3.2157,2.5046,2.8408,0.0762,1.8376,4.3412,1.143,3.3728,2.0009,0.108,0.3319,92.0381,298.42,300.611,8.98,67.46,14.3252,1.143,32.027,32.0262,25.1423,25.1418
TGX201904,MID3,B,2019-04-28T21:11:37,-145.7958,59.9512,85,8,20.08,9,6.5564,6.551,3.2169,3.2162,2.5483,2.8927,0.098,1.7,4.2215,1.077,4.8599,2.5345,0.1626,0.4437,89.5001,304.386,306.734,30.9,97.2,13.2093,1.077,31.989,31.987,25.1051,25.1042
TGX201904,MID3,B,2019-04-28T21:11:44,-145.7958,59.9512,85,8,19.97,10,6.5561,6.5513,3.2168,3.2163,2.5468,2.8922,0.0968,1.7126,4.2201,1.0766,4.8505,2.5299,0.1596,0.445,89.4706,303.989,307.038,30.6,97.01,13.3107,1.0766,31.989,31.9876,25.1052,25.1046
TGX201904,MID3,B,2019-04-28T21:12:38,-145.7958,59.9512,85,8,9.14,11,6.6445,6.6478,3.2163,3.2167,2.591,2.9451,0.1211,1.5746,3.8911,1.2091,4.8733,3.1023,0.2203,0.7698,82.4933,309.671,312.637,114.0,97.47,12.1915,1.2091,31.9059,31.9066,25.0284,25.0285
TGX201904,MID3,B,2019-04-28T21:12:42,-145.7958,59.9512,85,8,9.38,12,6.6547,6.6548,3.2175,3.2174,2.5917,2.9458,0.1183,1.6959,3.9017,1.2092,4.8749,3.0983,0.2133,0.7589,82.7184,309.666,312.797,113.0,97.5,13.1759,1.2092,31.9094,31.9082,25.0298,25.0289
TGX201904,MID3,B,2019-04-28T21:13:11,-145.7958,59.9512,85,8,2.59,13,6.9211,6.9229,3.2366,3.2366,2.5841,2.9367,0.0562,1.6914,4.1811,1.0769,4.8652,3.5469,0.058,0.4822,88.643,306.114,309.252,319.0,97.3,13.1389,1.0769,31.8736,31.8724,24.9672,24.966
TGX201904,MID3,B,2019-04-28T21:13:19,-145.7958,59.9512,85,8,2.72,14,6.9224,6.9248,3.2366,3.2371,2.5823,2.9342,0.0536,1.6534,4.1832,1.0762,4.797,3.5338,0.0515,0.4802,88.6885,305.864,308.921,309.0,95.94,12.831,1.0762,31.8727,31.8754,24.9663,24.9681
TGX201904,MID4,B,2019-04-28T23:16:36,-145.9467,59.7997,89,10,88.28,1,6.5441,6.5442,3.2524,3.2524,2.3659,2.6875,0.0456,2.0069,4.0279,1.1017,0.152,0.0101,0.0314,0.6315,85.3954,278.817,281.97,0.0001,3.04,15.6978,1.1017,32.3597,32.3593,25.3989,25.3986
TGX201904,MID4,B,2019-04-28T23:17:48,-145.9467,59.7997,89,10,75.74,2,6.6052,6.6053,3.2527,3.2526,2.4051,2.7338,0.0468,1.9324,4.3804,1.0758,0.7538,0.0913,0.0345,0.2959,92.8699,283.669,287.543,0.0192,15.08,15.0933,1.0758,32.3111,32.3104,25.3527,25.3522
TGX201904,MID4,B,2019-04-28T23:19:02,-145.9467,59.7997,89,10,50.52,3,6.5067,6.5063,3.2364,3.2363,2.4081,2.739,0.0475,1.9868,4.3028,1.075,1.9782,0.9034,0.0363,0.3674,91.2239,284.001,288.36,0.632,39.56,15.5351,1.075,32.2367,32.2362,25.3067,25.3064
TGX201904,MID4,B,2019-04-28T23:20:06,-145.9467,59.7997,89,10,40.3,4,6.5735,6.5694,3.2386,3.2381,2.4469,2.7816,0.0591,1.8747,4.3599,1.1479,3.1269,1.3873,0.0652,0.3147,92.4339,289.402,293.08,2.12,62.54,14.6261,1.1479,32.2025,32.2011,25.2712,25.2706
TGX201904,MID4,B,2019-04-28T23:21:04,-145.9467,59.7997,89,10,30.36,5,6.5552,6.5546,3.2241,3.2241,2.4822,2.8213,0.0681,1.677,4.2759,1.0758,3.7339,1.9441,0.0877,0.3925,90.6542,294.602,298.156,7.86,74.68,13.0223,1.0758,32.065,32.0655,25.1652,25.1656
TGX201904,MID4,B,2019-04-28T23:22:15,-145.9467,59.7997,89,10,20.1,6,6.5176,6.517,3.214,3.2139,2.4902,2.8291,0.0704,1.6326,4.2539,1.075,4.9096,2.5172,0.0935,0.4132,90.1865,295.879,298.963,29.7,98.19,12.6624,1.075,31.9939,31.9936,25.1139,25.1137
TGX201904,MID4,B,2019-04-28T23:23:39,-145.9467,59.7997,89,10,10.17,7,6.6518,6.6513,3.2186,3.2185,2.5554,2.9042,0.0751,1.6118,4.0953,1.0743,4.9143,2.9293,0.1052,0.5651,86.8242,304.437,307.71,76.8,98.29,12.4937,1.0743,31.9231,31.9225,25.041,25.0406
TGX201904,MID4,B,2019-04-28T23:24:40,-145.9467,59.7997,89,10,2.96,8,7.1843,7.1913,3.2619,3.2624,2.5918,2.9425,0.0458,1.6361,4.1589,1.0802,4.9182,3.276,0.032,0.5035,88.1733,305.476,307.889,171.0,98.36,12.6911,1.0802,31.905,31.9036,24.957,24.955
TGX201904,MID4,B,2019-04-28T23:24:42,-145.9467,59.7997,89,10,3.13,9,7.1883,7.1906,3.2622,3.2623,2.5917,2.9424,0.0457,1.6316,4.1609,1.0767,4.9182,3.2761,0.0318,0.5016,88.2145,305.301,307.879,171.0,98.36,12.6543,1.0767,31.9048,31.9039,24.9564,24.9553
TGX201904,MID5,B,2019-04-29T01:17:28,-146.097,59.6517,91,12,89.51,1,6.6733,6.6728,3.2597,3.2596,2.4002,2.7242,0.0456,1.8523,4.2262,1.0743,0.2233,0.0104,0.0315,0.4393,89.5989,283.3,286.287,0.0001,4.47,14.4444,1.0743,32.3175,32.317,25.349,25.3487
TGX201904,MID5,B,2019-04-29T01:17:32,-146.097,59.6517,91,12,89.85,2,6.6733,6.6727,3.2597,3.2596,2.4003,2.7251,0.0455,1.9053,4.2243,1.1465,0.2033,0.0098,0.0313,0.4411,89.5593,283.374,286.399,0.0,4.07,14.8739,1.1465,32.3177,32.3171,25.3492,25.3488
TGX201904,MID5,B,2019-04-29T01:18:51,-146.097,59.6517,91,12,76.26,3,6.6724,6.6719,3.2588,3.2587,2.4038,2.7296,0.0444,1.9248,4.2381,1.0759,0.8679,0.0098,0.0285,0.428,89.8515,283.399,286.508,0.0,17.36,15.0319,1.0759,32.3148,32.3144,25.347,25.3467
TGX201904,MID5,B,2019-04-29T01:20:02,-146.097,59.6517,91,12,49.65,4,6.6699,6.6692,3.248,3.2479,2.457,2.7922,0.0479,1.7518,4.3483,1.0765,2.8784,0.5169,0.0373,0.3254,92.1887,290.555,294.16,0.205,57.57,13.6288,1.0765,32.2109,32.21,25.2654,25.2649
TGX201904,MID5,B,2019-04-29T01:20:04,-146.097,59.6517,91,12,49.47,5,6.6695,6.6689,3.2479,3.2478,2.4578,2.7929,0.0484,1.7538,4.3477,1.1169,2.3046,0.5147,0.0386,0.3259,92.1771,290.737,294.055,0.203,46.09,13.6458,1.1169,32.2105,32.2099,25.2652,25.2648
TGX201904,MID5,B,2019-04-29T01:20:59,-146.097,59.6517,91,12,40.26,6,6.668,6.6672,3.2458,3.2457,2.4642,2.8028,0.0473,1.7405,4.3146,1.1434,3.949,0.9504,0.0358,0.3564,91.4748,290.947,294.873,0.715,78.98,13.5373,1.1434,32.1932,32.1924,25.2518,25.2512
TGX201904,MID5,B,2019-04-29T01:21:02,-146.097,59.6517,91,12,39.98,7,6.665,6.6649,3.2453,3.2452,2.4656,2.8021,0.0471,1.7137,4.3159,1.1447,3.887,0.9425,0.0353,0.3553,91.5018,291.687,294.552,0.701,77.74,13.3204,1.1447,32.1904,32.1899,25.25,25.2496
TGX201904,MID5,B,2019-04-29T01:22:00,-146.097,59.6517,91,12,29.97,8,6.8038,6.804,3.2539,3.2539,2.52,2.8658,0.0742,1.6296,4.3268,1.0766,4.8737,1.4763,0.103,0.3452,91.7322,298.095,301.392,2.62,97.47,12.6382,1.0766,32.1592,32.1587,25.2074,25.207
TGX201904,MID5,B,2019-04-29T01:22:05,-146.097,59.6517,91,12,29.8,9,6.8095,6.821,3.2544,3.2554,2.5177,2.8628,0.0729,1.7273,4.3284,1.0764,4.3505,1.4776,0.0998,0.3437,91.766,297.642,300.852,2.63,87.01,13.4303,1.0764,32.1598,32.1597,25.2071,25.2055
TGX201904,MID5,B,2019-04-29T01:23:14,-146.097,59.6517,91,12,20.17,10,6.8729,6.8642,3.2507,3.2492,2.5581,2.9038,0.0996,1.6323,4.1058,1.0763,4.8248,2.0932,0.1665,0.5549,87.0472,303.154,305.57,11.1,96.5,12.6602,1.0763,32.0645,32.0562,25.1238,25.1184
TGX201904,MID5,B,2019-04-29T01:23:17,-146.097,59.6517,91,12,20.02,11,6.8595,6.8549,3.2482,3.2472,2.5563,2.9023,0.0975,1.6541,4.1064,1.0761,4.8894,2.1114,0.1612,0.5544,87.0588,302.772,305.669,11.6,97.79,12.8366,1.0761,32.049,32.0431,25.1133,25.1093
