Cruise,Station,Type,Date_Time,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bot. Depth [m],Cast_Number,Pressure_[dbar],Bottle_Number,Temperature_[C],Temperature2_[C],Conductivity_[S/m],Conductivity2_[S/m],Voltage0_[V],Voltage1_[V],Voltage2_[V],Voltage3_[V],Voltage4_[V],Voltage5_[V],Voltage6_[V],Voltage7_[V],Fluorescence_[mg/m3],BeamAttenuation_[1/m],BeamTransmission_[%],Oxygen_[umol/kg],Oxygen2_[umol/kg],PAR_[umol_photons/m2/sec],Altimeter_[m],SUNA,LISST,Salinity_[psu],Salinity2_[psu],Density_[kg/m3_sigmat],Density2_[kg/m3_sigmat]
WSD201807,KOD7,B,2018-07-15T18:09:22,-150.341,57.5593,178,72,49.45,6,6.2217,6.2213,3.2475,3.2475,2.0097,2.2784,0.0379,2.5659,4.6189,1.075,4.8701,1.5122,0.012,0.0837,97.9289,222.304,232.248,2.85,97.4,20.2316,1.0751,32.6311,32.6322,25.6537,25.6546
WSD201807,KOD7,B,2018-07-15T18:10:22,-150.341,57.5593,178,72,42.08,7,6.3138,6.3114,3.2513,3.2513,2.0493,2.3257,0.0379,2.4456,4.6201,1.1458,4.8735,1.7876,0.0121,0.0827,97.9532,227.592,237.585,5.46,97.47,19.2561,1.1458,32.5892,32.5914,25.6091,25.6111
WSD201807,KOD7,B,2018-07-15T18:11:21,-150.341,57.5593,178,72,30.28,8,6.4947,6.495,3.2606,3.2607,2.1084,2.397,0.0403,2.3075,4.6273,1.0765,4.8657,2.1983,0.0182,0.0766,98.1044,234.523,244.662,14.2,97.31,18.1358,1.0765,32.5247,32.5258,25.5353,25.5361
WSD201807,KOD7,B,2018-07-15T18:12:26,-150.341,57.5593,178,72,21.18,9,6.6048,6.6046,3.2672,3.2673,2.1418,2.4323,0.0409,2.267,4.6345,1.0739,4.8711,2.5845,0.0197,0.0703,98.2592,238.867,249.279,34.7,97.42,17.8074,1.0739,32.4979,32.4989,25.5,25.5008
WSD201807,KOD7,B,2018-07-15T18:12:31,-150.341,57.5593,178,72,21.3,10,6.5998,6.5939,3.2669,3.2666,2.1413,2.4308,0.0408,2.1887,4.6349,1.0738,4.8712,2.5922,0.0196,0.0699,98.2671,238.847,249.296,35.3,97.42,17.1724,1.0738,32.4993,32.5017,25.5018,25.5044
WSD201807,KOD7,B,2018-07-15T18:14:12,-150.341,57.5593,178,72,9.91,11,8.476,8.5099,3.4097,3.4126,2.4633,2.817,0.0624,1.3471,4.5237,1.0915,4.8682,3.1508,0.0735,0.1671,95.9088,272.143,284.758,128.0,97.36,10.3467,1.0915,32.2906,32.2904,25.0768,25.0715
WSD201807,KOD7,B,2018-07-15T18:14:14,-150.341,57.5593,178,72,9.61,12,8.6393,8.7277,3.4221,3.4296,2.4629,2.8165,0.0682,1.2644,4.4433,1.1445,4.8686,3.1718,0.0881,0.239,94.2036,272.053,284.627,134.0,97.37,9.6762,1.1445,32.2714,32.2697,25.0372,25.0226
WSD201807,KOD7,B,2018-07-15T18:15:12,-150.341,57.5593,178,72,2.6,13,9.8354,9.8358,3.5193,3.5194,2.5913,2.9616,0.0641,0.8969,4.2895,1.0747,4.8677,3.7748,0.0776,0.3798,90.9422,281.544,294.608,546.0,97.35,6.6954,1.0747,32.1967,32.197,24.7908,24.7909
WSD201807,KOD7,B,2018-07-15T18:15:14,-150.341,57.5593,178,72,1.88,14,9.8384,9.8384,3.5195,3.5194,2.5891,2.9622,0.0639,0.8748,4.2781,1.0747,4.8668,4.244,0.0771,0.3904,90.7017,280.845,294.782,1640.0,97.34,6.5169,1.0748,32.1967,32.1956,24.7903,24.7895
WSD201807,KOD8,B,2018-07-15T20:16:33,-150.1398,57.4448,708,73,680.27,1,3.7277,3.727,3.1909,3.191,0.6129,0.6334,0.0342,4.1313,4.6926,1.0746,0.6717,0.0098,0.003,0.0204,99.491,18.44,20.524,0.0,13.43,32.9266,1.0746,34.1568,34.1579,27.1429,27.1439
WSD201807,KOD8,B,2018-07-15T20:21:48,-150.1398,57.4448,708,73,506.71,2,3.8032,3.8027,3.1841,3.1842,0.6182,0.6398,0.0341,4.131,4.7102,1.1419,4.89,0.0061,0.0027,0.0054,99.8646,19.016,21.101,0.0,97.8,32.9242,1.1419,34.0875,34.0887,27.0802,27.0812
WSD201807,KOD8,B,2018-07-15T20:29:36,-150.1398,57.4448,708,73,250.7,3,5.0911,5.0928,3.2594,3.2597,1.1908,1.3199,0.0334,4.132,4.6922,1.1437,4.8898,0.0061,0.0009,0.0208,99.482,106.176,112.41,0.0,97.79,32.9327,1.1437,33.7802,33.781,26.6978,26.6982
WSD201807,KOD8,B,2018-07-15T20:31:58,-150.1398,57.4448,708,73,200.45,4,5.6606,5.6586,3.3019,3.3018,1.2598,1.3997,0.0337,4.0545,4.6588,1.0752,4.8864,0.0061,0.0016,0.0493,98.7734,115.0,121.339,0.0,97.73,32.3038,1.0752,33.7174,33.7187,26.5809,26.5822
WSD201807,KOD8,B,2018-07-15T20:33:56,-150.1398,57.4448,708,73,150.18,5,5.8274,5.8269,3.3068,3.3069,1.3602,1.5214,0.0337,3.8547,4.6539,1.0772,4.8843,0.0094,0.0016,0.0535,98.6703,128.596,136.21,0.0005,97.69,30.6832,1.0772,33.6321,33.6332,26.4931,26.4941
WSD201807,KOD8,B,2018-07-15T20:35:23,-150.1398,57.4448,708,73,126.01,6,5.9569,5.9563,3.3055,3.3055,1.425,1.5958,0.0336,3.8104,4.6337,1.0745,4.8811,0.1664,0.0014,0.071,98.2417,137.522,144.987,0.0402,97.62,30.3241,1.0745,33.5004,33.5017,26.3731,26.3742
WSD201807,KOD8,B,2018-07-15T20:37:26,-150.1398,57.4448,708,73,99.15,7,5.8849,5.8846,3.2758,3.2758,1.6042,1.8112,0.0343,3.4062,4.6472,1.1466,4.8751,0.5586,0.0032,0.0593,98.5282,164.016,173.126,0.235,97.5,27.0462,1.1466,33.2506,33.2516,26.1846,26.1854
WSD201807,KOD8,B,2018-07-15T20:38:51,-150.1398,57.4448,708,73,73.36,8,5.8302,5.8299,3.2382,3.2382,1.9943,2.2763,0.0391,2.8281,4.663,1.0764,4.869,1.1715,0.0151,0.0458,98.8627,222.398,233.873,1.25,97.38,22.3576,1.0764,32.8938,32.8946,25.9093,25.9099
WSD201807,KOD8,B,2018-07-15T20:40:08,-150.1398,57.4448,708,73,50.11,9,6.176,6.1782,3.2435,3.2437,2.3884,2.7423,0.0536,2.1744,4.6441,1.083,4.8534,1.7825,0.0516,0.0621,98.4611,278.471,292.767,5.39,97.07,17.0566,1.083,32.6304,32.631,25.6589,25.659
WSD201807,KOD8,B,2018-07-15T20:41:13,-150.1398,57.4448,708,73,41.03,10,6.5436,6.5439,3.2716,3.2717,2.4444,2.8071,0.0623,2.1143,4.6204,1.0743,4.864,2.0999,0.0731,0.0825,97.9585,284.521,298.741,11.3,97.28,16.569,1.0743,32.5943,32.5956,25.5839,25.5849
WSD201807,KOD8,B,2018-07-15T20:42:17,-150.1398,57.4448,708,73,30.06,11,7.5401,7.4405,3.3515,3.3438,2.494,2.8696,0.0788,1.8656,4.5659,1.0766,4.8644,2.5341,0.1144,0.1299,96.805,282.036,298.044,30.9,97.29,14.5521,1.0766,32.5295,32.5392,25.3994,25.4208
WSD201807,KOD8,B,2018-07-15T20:43:13,-150.1398,57.4448,708,73,19.23,12,9.4236,9.4568,3.5031,3.5059,2.6061,3.0025,0.1159,1.3303,4.4175,1.0748,4.8639,3.0733,0.2072,0.2621,93.6572,286.684,302.828,107.0,97.28,10.2107,1.0749,32.3937,32.393,25.0112,25.0053
WSD201807,KOD8,B,2018-07-15T20:43:19,-150.1398,57.4448,708,73,18.4,13,9.4665,9.5066,3.5063,3.5096,2.602,3.0036,0.1139,1.317,4.4133,1.0868,4.8636,3.0954,0.2024,0.266,93.5668,286.405,303.592,113.0,97.27,10.1024,1.0868,32.3886,32.3859,25.0003,24.9918
WSD201807,KOD8,B,2018-07-15T20:44:42,-150.1398,57.4448,708,73,9.22,14,10.7181,10.7298,3.6039,3.6049,2.6255,3.0232,0.0743,0.9528,4.2509,1.0743,4.8633,3.6439,0.1033,0.416,90.1237,280.921,296.876,399.0,97.26,7.149,1.0743,32.2607,32.2596,24.6922,24.6894
WSD201807,KOD8,B,2018-07-15T20:45:28,-150.1398,57.4448,708,73,2.42,15,10.8816,10.8808,3.2375,3.6076,2.3912,2.7718,0.0618,0.8674,2.8532,1.0759,4.8004,4.1716,0.0719,2.2622,60.4836,256.963,266.968,1400.0,96.01,6.4569,1.076,28.519,32.1568,21.7541,24.5831
WSD201807,KOD9,B,2018-07-16T15:05:31,-149.9237,57.3197,1310,74,1011.23,1,3.0217,3.021,3.1603,3.1603,0.5805,0.5946,0.033,4.1316,4.7239,1.0761,4.8631,0.0061,0.0,-0.0062,100.1536,13.799,15.77,0.0,97.26,32.9288,1.0761,34.3584,34.3595,27.3709,27.3718
WSD201807,KOD9,B,2018-07-16T15:10:35,-149.9237,57.3197,1310,74,757.11,2,3.3209,3.3208,3.1683,3.1684,0.5908,0.606,0.0342,4.1313,4.7227,1.1215,4.8788,0.0061,0.0029,-0.0052,100.1293,15.134,16.94,0.0,97.57,32.927,1.1216,34.2719,34.2728,27.2741,27.2748
WSD201807,KOD9,B,2018-07-16T15:16:12,-149.9237,57.3197,1310,74,504.1,3,3.657,3.6563,3.1768,3.1768,0.5922,0.6081,0.0342,4.1317,4.7218,1.1471,4.8762,0.0061,0.0029,-0.0044,100.1092,14.792,16.562,0.0,97.52,32.9298,1.1471,34.1538,34.1551,27.1475,27.1486
WSD201807,KOD9,B,2018-07-16T15:20:46,-149.9237,57.3197,1310,74,252.45,4,3.8744,3.8738,3.1668,3.1668,0.6355,0.6593,0.0338,4.1326,4.7169,1.0754,4.8768,0.0061,0.0019,-0.0002,100.0056,21.092,23.194,0.0,97.53,32.9373,1.0754,33.9417,33.9428,26.957,26.958
WSD201807,KOD9,B,2018-07-16T15:22:24,-149.9237,57.3197,1310,74,202.48,5,3.8719,3.8713,3.159,3.1591,0.7033,0.7398,0.0344,4.1329,4.7181,1.0755,4.8765,0.0061,0.0034,-0.0012,100.0315,31.821,34.27,0.0,97.53,32.9395,1.0755,33.8784,33.8796,26.9069,26.9079
WSD201807,KOD9,B,2018-07-16T15:24:22,-149.9237,57.3197,1310,74,151.64,6,3.9198,3.9198,3.1512,3.1516,0.8783,0.9479,0.0345,4.1333,4.7193,1.0758,4.8778,0.0061,0.0037,-0.0022,100.0563,59.022,62.827,0.0,97.56,32.9428,1.0759,33.763,33.7672,26.8103,26.8136
WSD201807,KOD9,B,2018-07-16T15:25:33,-149.9237,57.3197,1310,74,127.11,7,4.0031,4.0025,3.1379,3.1379,1.2721,1.416,0.0346,4.1336,4.7196,1.0761,4.8773,0.0061,0.004,-0.0025,100.0627,120.763,127.379,0.0,97.55,32.9456,1.0761,33.5327,33.5339,26.6187,26.6197
WSD201807,KOD9,B,2018-07-16T15:26:50,-149.9237,57.3197,1310,74,100.45,8,4.1677,4.1667,3.1063,3.1064,2.1561,2.4661,0.0416,3.3478,4.7071,1.0747,4.8754,0.1,0.0215,0.0081,99.7969,258.836,272.0,0.0214,97.51,26.5727,1.0747,33.0075,33.0092,26.1844,26.186
WSD201807,KOD9,B,2018-07-16T15:28:28,-149.9237,57.3197,1310,74,77.29,9,4.5015,4.5022,3.1213,3.1215,2.3873,2.7374,0.0452,2.9926,4.6806,1.0745,4.8748,0.3144,0.0304,0.0307,99.2357,291.266,305.717,0.0941,97.5,23.6918,1.0745,32.8614,32.8624,26.0339,26.0347
WSD201807,KOD9,B,2018-07-16T15:30:17,-149.9237,57.3197,1310,74,51.34,10,7.1864,7.1934,3.338,3.3387,2.6293,3.0238,0.161,2.3203,4.4788,1.143,4.8591,1.029,0.3201,0.207,94.9566,306.23,321.583,0.875,97.18,18.2398,1.143,32.7064,32.7071,25.5872,25.5868
WSD201807,KOD9,B,2018-07-16T15:31:57,-149.9237,57.3197,1310,74,40.09,11,10.058,10.0663,3.5861,3.5868,2.6655,3.0676,0.1375,1.9789,4.4026,1.0762,4.8522,1.5077,0.2614,0.2757,93.3412,290.939,307.268,2.82,97.04,15.471,1.0763,32.658,32.6577,25.114,25.1124
WSD201807,KOD9,B,2018-07-16T15:33:19,-149.9237,57.3197,1310,74,31.15,12,11.8646,11.8598,3.7417,3.7413,2.5683,2.9467,0.0826,1.7599,4.4761,1.144,4.8467,1.8624,0.1242,0.2094,94.899,266.212,280.928,6.5,96.93,13.6947,1.144,32.597,32.5974,24.7485,24.7496
WSD201807,KOD9,B,2018-07-16T15:34:36,-149.9237,57.3197,1310,74,20.34,13,11.931,11.9306,3.7474,3.7474,2.5658,2.9451,0.0833,1.692,4.494,1.074,4.8469,2.2121,0.1257,0.1934,95.2789,265.358,279.837,14.7,96.94,13.1446,1.074,32.5979,32.5982,24.7368,24.7371
WSD201807,KOD9,B,2018-07-16T15:35:35,-149.9237,57.3197,1310,74,9.49,14,11.929,11.9288,3.7467,3.7467,2.5722,2.9493,0.0785,1.7745,4.4899,1.0751,4.8477,2.5462,0.1136,0.1971,95.1912,265.423,280.077,31.7,96.95,13.8133,1.0751,32.5979,32.5982,24.7372,24.7375
WSD201807,KOD9,B,2018-07-16T15:36:22,-149.9237,57.3197,1310,74,2.0,15,11.9274,11.9271,3.7462,3.7463,2.5712,2.9528,0.0757,1.6746,4.4752,1.0761,3.8132,3.2597,0.1069,0.2103,94.8794,265.033,280.403,175.0,76.26,13.0033,1.0761,32.5978,32.5982,24.7374,24.7378
WSD201807,KOD10,B,2018-07-16T17:20:29,-149.7198,57.2015,2503,75,57.92,1,5.382,5.3794,3.1862,3.1861,2.4701,2.8363,0.0536,2.5102,4.6646,1.0761,4.8994,1.4369,0.0516,0.0444,98.897,296.544,311.501,2.38,97.99,19.7798,1.0762,32.7508,32.7521,25.8492,25.8505
WSD201807,KOD10,B,2018-07-16T17:21:53,-149.7198,57.2015,2503,75,37.53,2,6.3539,6.3812,3.2613,3.2636,2.5527,2.9351,0.0703,2.1343,4.6144,1.1431,4.901,2.0982,0.0932,0.0877,97.8307,300.778,316.15,11.3,98.02,16.7309,1.1431,32.6638,32.6633,25.6629,25.659
WSD201807,KOD10,B,2018-07-16T17:23:11,-149.7198,57.2015,2503,75,29.66,3,8.132,8.1248,3.4109,3.4105,2.6485,3.0526,0.1162,1.8065,4.4873,1.076,4.8982,2.4355,0.208,0.1995,95.1357,300.343,316.507,24.6,97.96,14.0724,1.0761,32.6119,32.614,25.3795,25.3822
WSD201807,KOD10,B,2018-07-16T17:23:13,-149.7198,57.2015,2503,75,29.08,4,8.2561,8.2205,3.4217,3.4194,2.65,3.0516,0.108,1.8001,4.4982,1.0761,4.8975,2.4501,0.1876,0.1897,95.3672,300.437,316.052,25.4,97.95,14.0208,1.0762,32.6113,32.6195,25.3608,25.3725
WSD201807,KOD10,B,2018-07-16T17:24:43,-149.7198,57.2015,2503,75,14.75,5,11.7774,11.7806,3.734,3.7343,2.5812,2.9586,0.0772,1.6872,4.4807,1.0761,4.8938,2.969,0.1105,0.2053,94.9962,267.897,282.087,84.2,97.88,13.1052,1.0761,32.6047,32.605,24.7706,24.7702
WSD201807,KOD10,B,2018-07-16T17:25:39,-149.7198,57.2015,2503,75,8.67,6,11.7828,11.7828,3.7343,3.7343,2.5816,2.9613,0.0706,1.7251,4.4816,1.1444,4.8848,3.1553,0.0939,0.2046,95.0152,267.096,282.111,129.0,97.7,13.4126,1.1444,32.6058,32.6059,24.7704,24.7705
WSD201807,KOD10,B,2018-07-16T17:26:50,-149.7198,57.2015,2503,75,2.09,7,11.7893,11.7893,3.7346,3.7346,2.5877,2.9633,0.0575,1.689,4.3602,1.0744,4.8838,3.8372,0.0613,0.3147,92.4424,268.145,282.134,663.0,97.68,13.1197,1.0744,32.606,32.606,24.7693,24.7693
WSD201807,KOD10,B,2018-07-16T17:26:52,-149.7198,57.2015,2503,75,2.1,8,11.7897,11.7898,3.7347,3.7347,2.5873,2.9635,0.0582,1.6805,4.4261,1.0742,4.883,3.7619,0.0629,0.2545,93.8395,267.874,282.05,569.0,97.66,13.0506,1.0742,32.606,32.6059,24.7693,24.7692
WSD201807,KOD10,B,2018-07-16T17:27:28,-149.7198,57.2015,2503,75,1.79,9,11.7902,11.79,3.7347,3.7347,2.5831,2.962,0.0575,1.7176,4.2764,1.1459,4.8796,3.8773,0.0613,0.4007,90.6637,267.683,281.84,723.0,97.59,13.3517,1.1459,32.6059,32.6062,24.7691,24.7694
WSD201807,KOD10,B,2018-07-16T18:22:23,-149.7237,57.2017,2503,76,1012.01,1,2.8357,2.8351,3.1477,3.1477,0.578,0.5918,0.0339,4.091,4.7236,1.0757,4.9086,0.0061,0.0024,-0.0059,100.1473,13.458,15.324,0.0,98.17,32.5994,1.0757,34.4018,34.4027,27.4224,27.4231
WSD201807,KOD10,B,2018-07-16T18:34:07,-149.7237,57.2017,2503,76,506.21,2,3.6815,3.681,3.1801,3.1802,0.6037,0.6216,0.0347,4.1321,4.7204,1.1266,4.911,0.0063,0.0042,-0.0032,100.0791,16.746,18.563,0.0,98.22,32.9335,1.1266,34.167,34.1679,27.1556,27.1563
WSD201807,KOD10,B,2018-07-16T18:40:30,-149.7237,57.2017,2503,76,252.75,3,4.074,4.0732,3.1847,3.1847,0.7239,0.764,0.0347,4.1332,4.7109,1.0759,4.912,0.0061,0.0042,0.0049,99.8783,35.111,37.715,0.0,98.24,32.9422,1.0759,33.9474,33.9481,26.9412,26.9418
WSD201807,KOD10,B,2018-07-16T18:42:52,-149.7237,57.2017,2503,76,200.91,4,4.0616,4.0612,3.1765,3.1765,0.7883,0.8408,0.0343,4.1331,4.7146,1.0748,4.9115,0.0074,0.0032,0.0017,99.9575,45.0,48.184,0.0002,98.23,32.9412,1.0748,33.8898,33.8907,26.8967,26.8975
WSD201807,KOD10,B,2018-07-16T18:44:47,-149.7237,57.2017,2503,76,152.08,5,4.1046,4.1025,3.168,3.168,0.9863,1.0759,0.0342,4.1334,4.713,1.1442,4.9118,0.1207,0.0029,0.0031,99.9232,75.686,80.078,0.027,98.24,32.9436,1.1443,33.7717,33.7733,26.7984,26.7999
WSD201807,KOD10,B,2018-07-16T18:47:03,-149.7237,57.2017,2503,76,101.84,6,4.4039,4.4039,3.1312,3.1313,2.0619,2.3521,0.0372,3.3684,4.7033,1.0749,4.9113,0.7283,0.0105,0.0113,99.7182,242.328,254.65,0.392,98.23,26.7395,1.0749,33.0614,33.0623,26.203,26.2037
WSD201807,KOD10,B,2018-07-16T18:48:27,-149.7237,57.2017,2503,76,76.83,7,4.4499,4.4519,3.1233,3.1236,2.2666,2.5894,0.0415,3.136,4.6981,1.0755,4.9108,1.2068,0.0214,0.0158,99.6061,273.812,286.006,1.36,98.22,24.8554,1.0755,32.9359,32.9378,26.0985,26.0998
WSD201807,KOD10,B,2018-07-16T18:50:21,-149.7237,57.2017,2503,76,50.56,8,5.4919,5.4793,3.1945,3.1936,2.4656,2.8286,0.0509,2.5097,4.6614,1.0764,4.8943,1.86,0.0446,0.0472,98.8283,294.582,309.336,6.46,97.89,19.7755,1.0764,32.7407,32.7429,25.8284,25.8316
WSD201807,KOD10,B,2018-07-16T18:51:56,-149.7237,57.2017,2503,76,38.51,9,6.2604,6.2606,3.2537,3.2538,2.535,2.9125,0.0814,2.2138,4.619,1.0765,4.9006,2.2368,0.121,0.0836,97.9305,299.636,313.904,15.5,98.01,17.3761,1.0765,32.6685,32.6693,25.6784,25.679
WSD201807,KOD10,B,2018-07-16T18:53:24,-149.7237,57.2017,2503,76,29.6,10,7.3842,7.3843,3.3464,3.3465,2.6071,2.9922,0.0859,2.025,4.5417,1.0762,4.8998,2.5636,0.1324,0.1512,96.2898,301.411,315.721,33.0,97.99,15.8445,1.0763,32.6208,32.6218,25.4928,25.4936
WSD201807,KOD10,B,2018-07-16T18:53:28,-149.7237,57.2017,2503,76,30.71,11,7.332,7.3342,3.3423,3.3426,2.6014,2.9905,0.0879,2.006,4.5487,1.1059,4.9,2.5159,0.1372,0.1451,96.4377,299.879,315.086,29.6,98.0,15.6905,1.1059,32.625,32.626,25.5033,25.5037
WSD201807,KOD10,B,2018-07-16T18:55:02,-149.7237,57.2017,2503,76,19.58,12,10.8643,10.7892,3.6527,3.6456,2.605,2.9851,0.0991,1.8397,4.4233,1.0762,4.8973,2.9679,0.165,0.2569,93.7793,276.915,291.217,84.0,97.95,14.342,1.0762,32.612,32.6081,24.9403,24.9504
WSD201807,KOD10,B,2018-07-16T18:56:56,-149.7237,57.2017,2503,76,10.06,13,11.7885,11.7886,3.735,3.735,2.581,2.9571,0.0669,1.7439,4.4734,1.0766,4.8944,3.2602,0.0849,0.2118,94.843,267.444,281.735,165.0,97.89,13.5649,1.0766,32.6067,32.6067,24.77,24.77
WSD201807,KOD10,B,2018-07-16T18:57:11,-149.7237,57.2017,2503,76,9.9,14,11.7882,11.7884,3.7349,3.735,2.58,2.958,0.0629,1.7719,4.4844,1.1454,4.8937,3.2697,0.0747,0.202,95.0755,267.721,281.801,168.0,97.87,13.7925,1.1454,32.6068,32.6068,24.7701,24.7702
WSD201807,KOD10,B,2018-07-16T18:58:19,-149.7237,57.2017,2503,76,2.1,15,11.8272,11.827,3.7381,3.7381,2.5819,2.9624,0.0502,1.7768,4.4739,1.1047,4.8943,4.0191,0.043,0.2113,94.8535,267.172,281.954,1010.0,97.89,13.8317,1.1047,32.6065,32.6067,24.7627,24.7629
WSD201807,GAK15,B,2018-07-17T04:02:06,-147.4977,57.7887,4543,77,1013.07,1,3.1727,3.1725,3.1702,3.1702,0.5941,0.6105,0.0344,4.1327,4.7227,1.0753,4.9073,0.0061,0.0035,-0.0052,100.1293,16.191,18.12,0.0,98.15,32.9377,1.0753,34.3178,34.3185,27.3246,27.3252
WSD201807,GAK14,B,2018-07-17T15:10:31,-147.6477,57.9407,3518,78,1012.8,1,3.112,3.1117,3.1666,3.1666,0.5871,0.602,0.0349,4.1315,4.7236,1.0797,4.9017,0.0061,0.0048,-0.006,100.1483,14.918,16.757,0.0,98.03,32.9286,1.0797,34.3385,34.3393,27.3467,27.3474
WSD201807,GAK14,B,2018-07-17T15:16:05,-147.6477,57.9407,3518,78,757.94,2,3.7074,3.7067,3.1973,3.1973,0.5915,0.6069,0.0342,4.1315,4.7216,1.1437,4.9045,0.0061,0.0029,-0.0042,100.1055,15.076,16.753,0.0,98.09,32.9284,1.1437,34.2136,34.2146,27.1902,27.191
WSD201807,GAK14,B,2018-07-17T15:21:06,-147.6477,57.9407,3518,78,504.99,3,4.1699,4.1698,3.2106,3.2106,0.7096,0.7476,0.0336,4.132,4.7148,1.0741,4.9044,0.0061,0.0015,0.0016,99.9607,33.785,36.519,0.0,98.09,32.9323,1.0741,34.0219,34.0226,26.9905,26.9911
WSD201807,GAK14,B,2018-07-17T15:26:07,-147.6477,57.9407,3518,78,250.89,4,5.5534,5.5507,3.3065,3.3064,1.1268,1.2418,0.0336,4.1333,4.6997,1.132,4.9025,0.0061,0.0014,0.0143,99.641,95.45,100.77,0.0,98.05,32.943,1.132,33.8525,33.8531,26.7008,26.7015
WSD201807,GAK14,B,2018-07-17T15:27:53,-147.6477,57.9407,3518,78,202.05,5,6.2685,6.2646,3.3602,3.3599,1.2607,1.4008,0.0332,4.0027,4.6943,1.0742,4.9006,0.0061,0.0004,0.019,99.5264,113.216,119.486,0.0,98.01,31.8834,1.0742,33.7669,33.7683,26.5443,26.5459
WSD201807,GAK14,B,2018-07-17T15:29:31,-147.6477,57.9407,3518,78,151.43,6,6.597,6.595,3.3537,3.354,1.4572,1.6315,0.033,3.5793,4.6941,1.0765,4.8993,0.0061,0.0,0.0191,99.5222,140.75,147.863,0.0,97.99,28.4499,1.0765,33.3974,33.4017,26.2102,26.2138
WSD201807,GAK14,B,2018-07-17T15:31:03,-147.6477,57.9407,3518,78,125.32,7,6.2565,6.2562,3.2961,3.2962,1.7277,1.9531,0.0339,3.2148,4.6972,1.1294,4.8993,0.0061,0.0023,0.0165,99.5876,181.914,191.204,0.0,97.99,25.494,1.1294,33.1026,33.1036,26.0214,26.0223
WSD201807,GAK14,B,2018-07-17T15:32:13,-147.6477,57.9407,3518,78,100.56,8,5.6194,5.6162,3.2049,3.2046,2.1496,2.4492,0.0351,2.6182,4.6962,1.1445,4.9003,0.0061,0.0052,0.0174,99.566,248.859,260.98,0.0,98.0,20.6558,1.1445,32.7105,32.7096,25.7895,25.7892
WSD201807,GAK14,B,2018-07-17T15:33:35,-147.6477,57.9407,3518,78,76.3,9,5.6558,5.6608,3.1944,3.1949,2.2779,2.6117,0.0365,2.3094,4.6954,1.0747,4.9013,0.1171,0.0089,0.018,99.5502,267.022,280.778,0.026,98.03,18.1511,1.0747,32.568,32.5684,25.6726,25.6723
WSD201807,GAK14,B,2018-07-17T15:34:58,-147.6477,57.9407,3518,78,51.12,10,6.3091,6.3071,3.238,3.2379,2.3832,2.735,0.0455,1.9443,4.676,1.0762,4.897,0.4604,0.0313,0.0345,99.1396,277.358,291.875,0.169,97.94,15.1905,1.0763,32.4412,32.4423,25.4929,25.494
WSD201807,GAK14,B,2018-07-17T15:36:12,-147.6477,57.9407,3518,78,40.51,11,6.6166,6.6213,3.2559,3.2564,2.4219,2.7782,0.0557,1.6927,4.6409,1.1416,4.8957,0.7454,0.0569,0.0647,98.395,280.765,294.919,0.411,97.92,13.1498,1.1416,32.3526,32.3539,25.384,25.3844
WSD201807,GAK14,B,2018-07-17T15:37:10,-147.6477,57.9407,3518,78,29.73,12,7.8011,7.788,3.3567,3.3556,2.5344,2.9096,0.0823,1.4063,4.5126,1.075,4.8926,1.1947,0.1233,0.177,95.6726,288.018,302.883,1.33,97.85,10.8272,1.075,32.3415,32.3422,25.2149,25.2174
WSD201807,GAK14,B,2018-07-17T15:38:34,-147.6477,57.9407,3518,78,20.07,13,11.6061,11.5958,3.6888,3.6881,2.6405,3.0293,0.1796,0.7698,4.2203,1.0763,4.8831,1.7603,0.3665,0.4449,89.4743,277.3,292.326,5.12,97.66,5.6651,1.0763,32.3127,32.3149,24.5751,24.5787
WSD201807,GAK14,B,2018-07-17T15:39:51,-147.6477,57.9407,3518,78,9.71,14,12.1498,12.154,3.7349,3.7352,2.6415,3.0285,0.1357,0.6871,4.1699,1.0763,4.8729,2.3881,0.2566,0.4929,88.4063,274.23,288.475,22.1,97.46,4.9942,1.0763,32.2917,32.2914,24.4584,24.4574
WSD201807,GAK14,B,2018-07-17T15:40:53,-147.6477,57.9407,3518,78,2.16,15,12.1746,12.1743,3.7365,3.7365,2.6444,3.0301,0.1287,0.7122,4.1683,1.1413,4.3623,3.1534,0.2394,0.4945,88.372,273.942,288.359,142.0,87.25,5.1977,1.1413,32.2889,32.289,24.4516,24.4518
WSD201807,GAK13,B,2018-07-17T17:20:23,-147.7925,58.0958,2058,79,1011.87,1,3.1391,3.1385,3.1685,3.1686,0.5858,0.6007,0.0341,4.132,4.7226,1.1431,4.8961,0.0061,0.0028,-0.0051,100.1277,14.726,16.631,0.0,97.92,32.9327,1.1431,34.3338,34.3346,27.3405,27.3412
WSD201807,GAK12,B,2018-07-17T19:26:19,-147.9363,58.2405,2134,80,2.27,1,12.1723,12.1741,3.7464,3.7466,2.6217,2.9977,0.055,1.0969,4.3502,1.0756,4.8934,3.8232,0.0551,0.3236,92.2289,271.517,284.284,603.0,97.87,8.3179,1.0756,32.3863,32.3864,24.5275,24.5273
