Cruise,Station,Type,Date_Time,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bot. Depth [m],Cast_Number,Pressure_[dbar],Bottle_Number,Temperature_[C],Temperature2_[C],Conductivity_[S/m],Conductivity2_[S/m],Voltage0_[V],Voltage1_[V],Voltage2_[V],Voltage3_[V],Voltage4_[V],Voltage5_[V],Voltage6_[V],Voltage7_[V],Fluorescence_[mg/m3],BeamAttenuation_[1/m],BeamTransmission_[%],PAR_[umol_photons/m2/sec],Oxygen_[umol/kg],Oxygen2_[umol/kg],OxygenPS_[%_saturation],OxygenPS2_[%_saturation],Altimeter_[m],SUNA,Salinity_[psu],Salinity2_[psu],Density_[kg/m3_sigmat],Density2_[kg/m3_sigmat]
TGX202109,MID5,B,2021-09-15T22:34:33,-146.1082,59.6473,97,11,3.02,10,12.5857,12.5858,3.4124,3.4123,2.9249,3.3841,0.0602,0.1544,4.4731,1.084,2.4817,2.8267,0.068,0.2121,94.8356,219.49,259.487,265.769,95.562,97.875,58.5,0.0431,28.8762,28.8746,21.7316,21.7303
TGX202109,MID5,B,2021-09-15T23:13:56,-146.109,59.6498,97,12,94.64,1,9.891,9.8903,3.4809,3.4807,0.3369,0.0361,0.0392,0.9661,3.8425,1.1446,2.1778,2.4745,0.0154,0.8202,81.4628,0.0059,232.169,237.009,82.382,84.097,6.74,10.201,31.7184,31.7171,24.4085,24.4076
TGX202109,MID5,B,2021-09-15T23:14:04,-146.109,59.6498,97,12,93.85,2,9.9415,9.9417,3.4844,3.4843,0.3577,0.0314,0.0396,0.969,3.8199,1.0838,2.1792,2.4728,0.0164,0.8439,80.9836,0.0048,231.854,236.251,82.355,83.917,7.15,10.2372,31.7103,31.7087,24.3938,24.3926
TGX202109,MID5,B,2021-09-15T23:15:20,-146.109,59.6498,97,12,75.94,3,10.8133,10.8104,3.5368,3.5364,1.2492,0.4235,0.0414,0.726,4.1627,1.084,2.2459,2.554,0.0211,0.4998,88.2541,0.1474,235.962,241.527,85.266,87.271,24.99,7.1961,31.4839,31.4831,24.0711,24.071
TGX202109,MID5,B,2021-09-15T23:16:34,-146.109,59.6498,97,12,51.72,4,12.5984,12.5985,3.5731,3.5729,3.0859,1.2073,0.0492,0.284,4.5525,1.1523,2.4078,2.7366,0.0405,0.1417,96.5201,1.3663,248.873,254.5,92.638,94.731,61.72,1.6639,30.3596,30.3573,22.8771,22.8753
TGX202109,MID5,B,2021-09-15T23:18:01,-146.109,59.6498,97,12,40.52,5,12.6955,12.6942,3.5548,3.5546,5.0,1.6159,0.0523,0.2107,4.5605,1.0822,2.4214,2.7549,0.0481,0.1346,96.6903,3.6454,250.048,255.891,93.102,95.275,100.0,0.7473,30.113,30.1126,22.668,22.6679
TGX202109,MID5,B,2021-09-15T23:19:11,-146.109,59.6498,97,12,29.36,6,12.6757,12.6743,3.527,3.5268,5.0,2.0684,0.0523,0.215,4.5482,1.1513,2.4201,2.7526,0.0481,0.1455,96.4277,10.501,250.029,255.732,92.899,95.015,100.0,0.8012,29.8721,29.8709,22.4853,22.4847
TGX202109,MID5,B,2021-09-15T23:20:26,-146.109,59.6498,97,12,20.43,7,12.7486,12.7478,3.4908,3.4906,5.0,2.4428,0.0573,0.1812,4.5347,1.1506,2.439,2.7781,0.0608,0.1574,96.1418,24.998,252.635,258.896,93.75,96.071,100.0,0.378,29.478,29.4775,22.1668,22.1665
TGX202109,MID5,B,2021-09-15T23:21:29,-146.109,59.6498,97,12,14.89,8,12.7471,12.7463,3.4771,3.4769,5.0,2.661,0.0619,0.1599,4.5074,1.1493,2.4498,2.7891,0.0722,0.1816,95.5627,41.381,254.137,260.278,94.222,96.497,100.0,0.112,29.3533,29.3523,22.0706,22.07
TGX202109,MID5,B,2021-09-15T23:22:17,-146.109,59.6498,97,12,10.18,9,12.5844,12.5833,3.4086,3.4084,5.0,2.8462,0.0699,0.1637,4.4792,1.0817,2.4792,2.8241,0.0922,0.2067,94.9656,63.438,259.644,265.915,95.592,97.898,100.0,0.1588,28.8391,28.8373,21.7031,21.702
TGX202109,MID5,B,2021-09-15T23:22:25,-146.109,59.6498,97,12,10.0,10,12.5856,12.5856,3.4088,3.4088,5.0,2.8374,0.0676,0.155,4.4328,1.0842,2.4795,2.8221,0.0863,0.2486,93.9806,62.165,259.515,265.416,95.548,97.72,100.0,0.0499,28.8399,28.8396,21.7035,21.7033
TGX202109,MID5,B,2021-09-15T23:23:32,-146.109,59.6498,97,12,2.84,11,12.5919,12.5917,3.4071,3.407,3.3098,3.2393,0.0614,0.1547,4.4772,1.0823,2.486,2.8347,0.0709,0.2084,94.9228,157.2,260.195,267.027,95.798,98.313,66.2,0.0462,28.8218,28.8203,21.6883,21.6872
TGX202109,MID5,B,2021-09-15T23:23:39,-146.109,59.6498,97,12,3.3,12,12.5859,12.5849,3.4067,3.4065,5.0,3.1861,0.063,0.1546,4.4709,1.0824,2.4874,2.8325,0.075,0.2141,94.789,139.13,260.263,266.662,95.812,98.165,100.0,0.0449,28.8221,28.8207,21.6897,21.6888
TGX202109,MID4,B,2021-09-16T01:15:41,-145.9547,59.7942,86,14,87.2,1,10.3161,10.3268,3.506,3.5065,0.3169,0.0581,0.0405,0.8637,4.3358,1.0836,2.2214,2.5249,0.0188,0.337,91.9234,0.0109,236.82,241.478,84.738,86.423,6.34,8.9195,31.6024,31.5986,24.2478,24.243
TGX202109,MID4,B,2021-09-16T01:16:48,-145.9547,59.7942,86,14,74.7,2,11.5678,11.5673,3.6018,3.6016,0.901,0.2181,0.0427,0.6054,4.5187,1.0844,2.3075,2.624,0.0243,0.1715,95.8031,0.057,240.062,245.825,88.145,90.259,18.02,5.687,31.4775,31.4759,23.9334,23.9322
TGX202109,MID4,B,2021-09-16T01:17:53,-145.9547,59.7942,86,14,50.17,3,12.6056,12.6044,3.5959,3.5966,2.087,0.8534,0.0437,0.2955,4.5697,1.0818,2.3898,2.7157,0.0266,0.1266,96.8837,0.5531,246.044,251.367,91.734,93.721,41.74,1.8079,30.5694,30.5767,23.0382,23.044
TGX202109,MID4,B,2021-09-16T01:18:49,-145.9547,59.7942,86,14,40.68,4,12.6576,12.657,3.516,3.5159,2.5902,1.1862,0.0442,0.2714,4.5646,1.152,2.4117,2.7435,0.028,0.1311,96.777,1.2968,249.485,255.257,92.601,94.742,51.8,1.5067,29.7781,29.778,22.416,22.416
TGX202109,MID4,B,2021-09-16T01:19:46,-145.9547,59.7942,86,14,29.81,5,12.6464,12.6461,3.4625,3.4623,4.3933,1.6356,0.0544,0.2073,4.5377,1.0812,2.4344,2.7726,0.0536,0.1547,96.2052,3.8193,252.869,259.606,93.513,96.003,87.87,0.7045,29.2888,29.2878,22.0395,22.0388
TGX202109,MID4,B,2021-09-16T01:21:04,-145.9547,59.7942,86,14,19.58,6,12.6143,12.6156,3.4249,3.4259,3.5763,2.071,0.0617,0.1546,4.4968,1.1038,2.4693,2.8106,0.0717,0.1909,95.3387,10.575,258.267,264.112,95.229,97.392,71.53,0.0456,28.9653,28.973,21.7952,21.8009
TGX202109,MID4,B,2021-09-16T01:22:00,-145.9547,59.7942,86,14,10.16,7,12.6105,12.6102,3.4117,3.4115,4.9315,2.5204,0.0635,0.1548,4.4732,1.0819,2.4856,2.8292,0.0761,0.212,94.8388,29.91,260.224,266.356,95.864,98.121,98.63,0.0474,28.8476,28.8462,21.7049,21.7039
TGX202109,MID4,B,2021-09-16T01:23:00,-145.9547,59.7942,86,14,2.91,8,12.6207,12.6212,3.4108,3.4106,3.3285,2.9633,0.0638,0.1547,4.486,1.0832,2.4884,2.8292,0.077,0.2006,95.1098,83.547,260.351,266.07,95.922,98.029,66.57,0.0459,28.8338,28.8323,21.6923,21.691
TGX202109,MID4,B,2021-09-16T01:23:05,-145.9547,59.7942,86,14,2.89,9,12.621,12.6221,3.4108,3.4107,1.3918,2.9859,0.0611,0.1564,4.49,1.1123,2.49,2.8258,0.0702,0.197,95.1954,87.609,260.67,265.309,96.04,97.75,27.84,0.0674,28.8341,28.8324,21.6925,21.691
TGX202109,MID3,B,2021-09-16T03:25:36,-145.8037,59.9495,85,16,84.33,1,9.5938,9.5927,3.468,3.4678,0.4316,0.0085,0.0392,1.0372,3.7389,1.082,2.1675,2.4622,0.0154,0.9295,79.2652,0.0,231.74,236.229,81.778,83.359,8.63,11.091,31.8542,31.8528,24.5625,24.5616
TGX202109,MID3,B,2021-09-16T03:26:46,-145.8037,59.9495,85,16,77.52,2,9.618,9.6177,3.4703,3.4702,0.7679,0.0085,0.0397,1.0831,3.8571,1.0816,2.1732,2.4687,0.0167,0.8049,81.773,0.0,232.204,236.833,81.988,83.621,15.36,11.6652,31.8589,31.8578,24.5623,24.5614
TGX202109,MID3,B,2021-09-16T03:27:49,-145.8037,59.9495,85,16,50.93,3,11.5757,11.5874,3.602,3.603,2.0846,0.1887,0.0425,0.6259,4.5639,1.0815,2.3175,2.6374,0.0239,0.1317,96.7617,0.0472,240.94,246.244,88.484,90.454,41.69,5.9443,31.4816,31.4814,23.9352,23.9329
TGX202109,MID3,B,2021-09-16T03:29:38,-145.8037,59.9495,85,16,41.62,4,12.0938,12.1079,3.6378,3.638,2.561,0.3668,0.0444,0.4834,4.5935,1.0817,2.364,2.6871,0.0285,0.1059,97.3884,0.118,245.06,249.695,90.925,92.665,51.22,4.1607,31.3936,31.3836,23.7723,23.762
TGX202109,MID3,B,2021-09-16T03:30:47,-145.8037,59.9495,85,16,31.0,5,12.2356,12.2338,3.5679,3.5679,5.0,0.6056,0.0405,0.3779,4.5742,1.1492,2.3649,2.6924,0.0186,0.1227,96.9788,0.2724,244.303,250.012,90.413,92.524,100.0,2.8399,30.6122,30.6142,23.1404,23.1423
TGX202109,MID3,B,2021-09-16T03:32:04,-145.8037,59.9495,85,16,20.37,6,12.3165,12.3137,3.5369,3.5359,5.0,0.9237,0.0738,0.2312,4.4345,1.1499,2.4495,2.7873,0.1019,0.2468,94.0165,0.6668,255.112,260.662,94.336,96.378,100.0,1.0033,30.2555,30.2484,22.8491,22.8441
TGX202109,MID3,B,2021-09-16T03:32:53,-145.8037,59.9495,85,16,9.24,7,12.4102,12.4117,3.4339,3.4328,5.0,1.5164,0.0828,0.1966,4.4171,1.1182,2.4907,2.8387,0.1247,0.2625,93.6472,2.881,261.095,267.302,96.028,98.306,100.0,0.5708,29.2108,29.1998,22.0229,22.014
TGX202109,MID3,B,2021-09-16T03:32:59,-145.8037,59.9495,85,16,9.4,8,12.4225,12.4217,3.4248,3.4243,5.0,1.4906,0.0823,0.2236,4.4201,1.0833,2.4921,2.8361,0.1233,0.2598,93.7122,2.7089,261.922,267.67,96.293,98.402,100.0,0.9091,29.1158,29.1117,21.947,21.944
TGX202109,MID3,B,2021-09-16T03:34:00,-145.8037,59.9495,85,16,2.77,9,12.4191,12.4203,3.418,3.418,3.3218,1.9302,0.0802,0.1582,4.4064,1.0995,2.5005,2.8492,0.1182,0.2722,93.4204,7.6214,262.903,269.087,96.606,98.881,66.44,0.0898,29.0566,29.0556,21.9018,21.9009
TGX202109,MID3,B,2021-09-16T03:34:03,-145.8037,59.9495,85,16,3.25,10,12.4212,12.4203,3.418,3.4178,4.659,1.9346,0.0822,0.1573,4.4146,1.1515,2.5013,2.8494,0.1231,0.2648,93.5943,7.7207,262.918,268.901,96.615,98.811,93.18,0.0792,29.0548,29.0535,21.9001,21.8992
TGX202109,MID2,B,2021-09-16T05:30:01,-145.6465,60.1025,118,18,120.92,1,7.1237,7.1225,3.2887,3.2885,0.3152,0.0085,0.0379,1.7041,3.2396,1.4049,1.9457,2.1981,0.012,1.503,68.6783,0.0,214.147,217.386,71.69,72.771,6.3,19.4382,32.1969,32.1957,25.1948,25.194
TGX202109,MID2,B,2021-09-16T05:30:12,-145.6465,60.1025,118,18,120.06,2,7.1375,7.1359,3.2894,3.2891,0.343,0.0085,0.0375,1.732,3.2664,1.3597,1.946,2.1993,0.0112,1.4701,69.2453,0.0,213.774,217.104,71.585,72.697,6.86,19.7872,32.1922,32.1908,25.1892,25.1883
TGX202109,MID2,B,2021-09-16T05:31:17,-145.6465,60.1025,118,18,100.36,3,7.4573,7.4551,3.3065,3.3062,1.3183,0.0085,0.0383,1.5245,4.0716,1.0834,2.0351,2.3071,0.0131,0.5884,86.3217,0.0,224.495,228.567,75.668,77.036,26.37,17.1909,32.0896,32.0884,25.0651,25.0645
TGX202109,MID2,B,2021-09-16T05:32:41,-145.6465,60.1025,118,18,74.15,4,9.1519,9.1514,3.4351,3.435,5.0,0.0061,0.0345,1.212,4.4265,1.084,2.1502,2.4389,0.0038,0.254,93.8474,0.0,231.495,235.8,80.939,82.443,100.0,13.2785,31.915,31.9136,24.6798,24.6787
TGX202109,MID2,B,2021-09-16T05:33:54,-145.6465,60.1025,118,18,48.71,5,11.3784,11.3686,3.6005,3.5996,5.0,0.0091,0.0371,0.6685,4.5486,1.0826,2.2955,2.6087,0.0103,0.1452,96.4356,0.0005,237.676,243.004,87.018,88.95,100.0,6.4773,31.6366,31.6359,24.0909,24.0921
TGX202109,MID2,B,2021-09-16T05:35:41,-145.6465,60.1025,118,18,39.78,6,12.2116,12.2096,3.6028,3.6026,5.0,0.0061,0.0391,0.3765,4.5766,1.1509,2.3639,2.6822,0.0152,0.1206,97.0301,0.0,243.682,248.342,90.36,92.085,100.0,2.8218,30.961,30.9613,23.4152,23.4158
TGX202109,MID2,B,2021-09-16T05:36:39,-145.6465,60.1025,118,18,30.27,7,12.458,12.4545,3.5755,3.5759,5.0,0.0061,0.053,0.3241,4.513,1.0833,2.4123,2.7388,0.05,0.1766,95.681,0.0,249.426,254.098,92.667,94.401,100.0,2.166,30.5034,30.5108,23.0148,23.0212
TGX202109,MID2,B,2021-09-16T05:37:41,-145.6465,60.1025,118,18,20.16,8,12.5148,12.5145,3.4856,3.4854,5.0,0.0061,0.0643,0.19,4.4637,1.0811,2.4607,2.7962,0.0781,0.2205,94.6358,0.0,256.564,261.778,94.836,96.762,100.0,0.4881,29.6123,29.611,22.3143,22.3134
TGX202109,MID2,B,2021-09-16T05:38:32,-145.6465,60.1025,118,18,10.34,9,12.4667,12.4672,3.4718,3.4718,5.0,0.0995,0.0701,0.2215,4.444,1.0938,2.4686,2.7996,0.0926,0.2382,94.2179,0.0213,257.537,262.096,95.04,96.724,100.0,0.8826,29.5237,29.5235,22.2546,22.2544
TGX202109,MID2,B,2021-09-16T05:39:38,-145.6465,60.1025,118,18,3.26,10,12.4243,12.4259,3.4236,3.4247,5.0,0.8375,0.0808,0.156,4.428,1.0814,2.5079,2.8461,0.1196,0.2526,93.8797,0.5526,263.77,268.412,96.969,98.685,100.0,0.0618,29.1052,29.1148,21.9385,21.9457
TGX202109,MID1,B,2021-09-16T07:16:29,-145.4902,60.2462,17,20,13.3,1,12.461,12.4609,3.219,3.2193,0.7116,0.0207,0.0709,0.1774,3.3838,1.4243,2.4769,2.8175,0.0949,1.3288,71.7347,0.0024,263.139,269.116,95.493,97.664,14.23,0.33,27.1563,27.1588,20.424,20.4259
TGX202109,MID1,B,2021-09-16T07:16:48,-145.4902,60.2462,17,20,13.01,2,12.4651,12.4646,3.2218,3.2217,0.72,0.0524,0.0731,0.1611,3.3868,1.3509,2.4766,2.8155,0.1003,1.3252,71.7986,0.0096,263.053,268.515,95.486,97.467,14.4,0.1263,27.1789,27.1789,20.4407,20.4408
TGX202109,MID1,B,2021-09-16T07:17:45,-145.4902,60.2462,17,20,9.13,3,12.4474,12.4476,3.2073,3.2076,0.9155,0.089,0.0704,0.1816,3.3011,1.3508,2.48,2.8195,0.0936,1.4278,69.983,0.0186,263.767,269.158,95.628,97.585,18.31,0.3833,27.0578,27.0611,20.3503,20.3528
TGX202109,MID1,B,2021-09-16T07:17:52,-145.4902,60.2462,17,20,9.36,4,12.456,12.4558,3.213,3.2131,0.8666,0.0917,0.0717,0.1591,3.3411,1.4198,2.4787,2.819,0.0968,1.3796,70.8305,0.0193,263.343,268.913,95.523,97.544,17.33,0.102,27.1048,27.1061,20.3851,20.3861
TGX202109,MID1,B,2021-09-16T07:19:03,-145.4902,60.2462,17,20,2.6,5,11.9055,11.9014,2.8893,2.8861,1.2034,0.746,0.068,0.1702,2.1192,1.3979,2.4817,2.8235,0.0875,3.2013,44.919,0.4146,271.728,277.919,95.628,97.78,24.07,0.2402,24.466,24.439,18.4397,18.4195
TGX202109,MID1,B,2021-09-16T07:19:11,-145.4902,60.2462,17,20,2.5,6,11.8835,11.8748,2.8764,2.8709,1.1986,0.7492,0.0693,0.1596,2.0762,1.3408,2.4837,2.8242,0.0906,3.2833,44.0069,0.4223,272.63,278.224,95.829,97.745,23.97,0.1082,24.3602,24.3147,18.3615,18.3278
TGX202109,PWS3,B,2021-09-16T17:41:13,-147.6667,60.6697,748,21,745.92,1,5.766,5.7655,3.2825,3.2823,1.223,0.008,0.0325,2.5349,4.0434,1.0839,1.4174,1.5884,-0.0013,0.6162,85.724,0.0,151.324,155.026,49.432,50.64,24.46,29.8363,33.1295,33.1274,26.1033,26.1018
TGX202109,PWS3,B,2021-09-16T17:41:27,-147.6667,60.6697,748,21,745.26,2,5.7657,5.7652,3.2824,3.2822,0.1428,0.0085,0.0336,2.529,4.0403,1.0866,1.4171,1.5882,0.0015,0.6193,85.6585,0.0,151.414,155.119,49.461,50.67,2.86,29.7617,33.1291,33.1269,26.1031,26.1014
TGX202109,PWS3,B,2021-09-16T17:47:01,-147.6667,60.6697,748,21,507.15,3,5.7323,5.7318,3.2665,3.2663,4.9597,0.0061,0.0265,2.5292,4.351,1.1513,1.4748,1.6545,-0.0161,0.3228,92.2469,0.0,156.261,159.798,50.992,52.144,99.2,29.7649,33.0964,33.0944,26.0812,26.0797
TGX202109,PWS3,B,2021-09-16T17:51:44,-147.6667,60.6697,748,21,252.46,4,5.7897,5.7891,3.2437,3.2435,4.9998,0.0061,0.0256,2.4149,4.5123,1.1525,1.5667,1.7631,-0.0184,0.1771,95.6679,0.0,165.631,169.206,54.046,55.211,100.0,28.3343,32.9079,32.906,25.9253,25.9239
TGX202109,PWS3,B,2021-09-16T17:53:18,-147.6667,60.6697,748,21,202.69,5,5.869,5.8684,3.238,3.2377,5.0,0.0061,0.0256,2.3709,4.5302,1.0821,1.5856,1.7851,-0.0184,0.1613,96.0467,0.0,167.281,170.896,54.638,55.818,100.0,27.7836,32.7905,32.7884,25.8229,25.8214
TGX202109,PWS3,B,2021-09-16T17:54:51,-147.6667,60.6697,748,21,150.26,6,5.8975,5.8971,3.2157,3.2155,5.0,0.0061,0.0268,2.2539,4.5464,1.1522,1.6901,1.9081,-0.0155,0.147,96.3907,0.0,182.318,186.11,59.478,60.714,100.0,26.3193,32.5382,32.5367,25.6202,25.619
TGX202109,PWS3,B,2021-09-16T17:55:57,-147.6667,60.6697,748,21,125.91,7,5.8221,5.8217,3.1932,3.193,5.0,0.0067,0.0256,2.1586,4.5498,1.0824,1.7788,2.0134,-0.0184,0.1442,96.4604,0.0001,195.746,199.851,63.667,65.001,100.0,25.1264,32.3703,32.3687,25.4966,25.4953
TGX202109,PWS3,B,2021-09-16T17:57:02,-147.6667,60.6697,748,21,100.66,8,5.7812,5.7808,3.163,3.1628,5.0,0.0068,0.0256,1.8579,4.5472,1.0816,1.922,2.1836,-0.0185,0.1464,96.4071,0.0001,217.866,222.557,70.643,72.162,100.0,21.3631,32.0825,32.0804,25.274,25.2724
TGX202109,PWS3,B,2021-09-16T17:58:12,-147.6667,60.6697,748,21,75.69,9,6.1503,6.1532,3.1548,3.1546,5.0,0.0061,0.0269,1.6732,4.5324,1.0823,2.0554,2.3405,-0.0153,0.1595,96.0922,0.0,236.208,241.391,77.01,78.703,100.0,19.0509,31.6555,31.651,24.8926,24.8887
TGX202109,PWS3,B,2021-09-16T17:59:28,-147.6667,60.6697,748,21,51.29,10,7.5165,7.5225,3.199,3.1988,5.0,0.1151,0.0305,1.2263,4.538,1.0827,2.1891,2.4981,-0.0062,0.1545,96.211,0.0254,248.187,253.876,83.043,84.954,100.0,13.4585,30.9044,30.8976,24.1258,24.1196
TGX202109,PWS3,B,2021-09-16T18:00:34,-147.6667,60.6697,748,21,41.36,11,8.8644,8.865,3.2391,3.2389,5.0,0.2646,0.0329,0.9317,4.5309,1.0827,2.2471,2.5669,-0.0004,0.1607,96.0626,0.0739,249.197,255.304,85.484,87.579,100.0,9.7715,30.1586,30.1562,23.35,23.348
TGX202109,PWS3,B,2021-09-16T18:01:28,-147.6667,60.6697,748,21,30.7,12,10.4614,10.4617,3.2472,3.2478,5.0,0.6643,0.044,0.6713,4.5008,1.0823,2.314,2.6397,0.0274,0.1875,95.4216,0.3252,250.889,256.652,88.354,90.387,100.0,6.5116,28.9336,28.939,22.1456,22.1498
TGX202109,PWS3,B,2021-09-16T18:02:19,-147.6667,60.6697,748,21,20.21,13,12.0584,12.0574,3.1655,3.1652,5.0,1.2217,0.0597,0.2974,4.4486,1.1319,2.4218,2.7684,0.0668,0.234,94.3167,1.4156,259.248,266.261,93.146,95.663,100.0,1.8326,26.9422,26.9409,20.3299,20.3291
TGX202109,PWS3,B,2021-09-16T18:03:18,-147.6667,60.6697,748,21,10.54,14,12.1001,12.0996,3.0391,3.0389,5.0,1.9126,0.0756,0.1948,4.3684,1.1521,2.4615,2.8144,0.1064,0.3069,92.6157,7.3118,266.219,273.516,94.921,97.521,100.0,0.5486,25.7313,25.7297,19.3854,19.3843
TGX202109,PWS3,B,2021-09-16T18:04:39,-147.6667,60.6697,748,21,2.68,15,12.0896,12.0889,3.036,3.0358,2.7435,2.4651,0.0744,0.1854,4.3655,1.0979,2.4621,2.8175,0.1035,0.3095,92.5544,26.458,266.374,273.739,94.943,97.566,54.87,0.4304,25.7125,25.7112,19.3727,19.3718
TGX202109,PWS2,B,2021-09-16T19:49:50,-147.8023,60.534,739,22,39.84,1,9.3493,9.3437,3.2472,3.247,5.0,0.5884,0.0367,0.8204,4.5583,1.1031,2.2734,2.6007,0.0092,0.1367,96.6417,0.2582,250.015,256.984,86.488,88.889,100.0,8.3784,29.8342,29.8363,23.0234,23.0259
TGX202109,PWS2,B,2021-09-16T19:51:42,-147.8023,60.534,739,22,31.06,2,10.2668,10.2653,3.2688,3.2686,5.0,0.9834,0.0421,0.6449,4.5401,1.0825,2.3053,2.6347,0.0229,0.1526,96.257,0.7786,249.674,256.419,87.787,90.155,100.0,6.1813,29.3027,29.3018,22.4646,22.4641
TGX202109,PWS2,B,2021-09-16T19:52:54,-147.8023,60.534,739,22,30.94,3,10.4014,10.3986,3.2706,3.2704,5.0,0.9501,0.042,0.586,4.5332,1.1543,2.3118,2.644,0.0225,0.1588,96.1085,0.7142,250.253,256.91,88.191,90.532,100.0,5.4443,29.2125,29.2127,22.3725,22.3731
TGX202109,PWS2,B,2021-09-16T19:54:06,-147.8023,60.534,739,22,20.53,4,11.7304,11.7298,3.2332,3.2331,5.0,1.4523,0.0524,0.3455,4.5028,1.1509,2.3907,2.7343,0.0485,0.1856,95.4649,2.4718,255.109,262.19,91.593,94.133,100.0,2.4342,27.824,27.823,21.0702,21.0696
TGX202109,PWS2,B,2021-09-16T19:54:16,-147.8023,60.534,739,22,20.59,5,11.7106,11.71,3.2341,3.234,5.0,1.4252,0.0525,0.3072,4.504,1.0821,2.3895,2.7335,0.0488,0.1845,95.4908,2.3167,254.965,262.286,91.518,94.144,100.0,1.9551,27.8473,27.8467,21.0917,21.0913
TGX202109,PWS2,B,2021-09-16T19:54:26,-147.8023,60.534,739,22,20.86,6,11.6983,11.6969,3.2351,3.2349,5.0,1.3838,0.0525,0.4013,4.5047,1.0821,2.3871,2.732,0.0489,0.1839,95.5056,2.0972,254.547,262.049,91.356,94.045,100.0,3.1321,27.8655,27.865,21.1079,21.1078
TGX202109,PWS2,B,2021-09-16T19:56:30,-147.8023,60.534,739,22,17.18,7,12.1169,12.1156,3.1424,3.1424,5.0,1.7172,0.062,0.2467,4.465,1.0833,2.4294,2.7828,0.0724,0.2194,94.6644,4.6265,259.548,267.584,93.2,96.083,100.0,1.1979,26.6846,26.6854,20.1202,20.1211
TGX202109,PWS2,B,2021-09-16T19:57:16,-147.8023,60.534,739,22,10.58,8,12.0574,12.0581,2.9998,3.0002,5.0,2.2039,0.0821,0.1584,4.3531,1.0812,2.4656,2.8244,0.1228,0.3209,92.2896,14.382,267.164,275.234,94.946,97.818,100.0,0.0927,25.3936,25.3972,19.1315,19.1342
TGX202109,PWS2,B,2021-09-16T19:57:25,-147.8023,60.534,739,22,10.5,9,12.0544,12.0568,2.9979,2.9996,5.0,2.2007,0.0817,0.155,4.3558,1.0846,2.4675,2.8258,0.1218,0.3184,92.3478,14.276,267.756,275.726,95.14,97.986,100.0,0.0496,25.3783,25.3921,19.1203,19.1305
TGX202109,PWS2,B,2021-09-16T19:58:17,-147.8023,60.534,739,22,7.44,10,12.0452,12.0449,2.9911,2.9907,5.0,2.4119,0.0862,0.1577,4.3585,1.0881,2.4705,2.8266,0.133,0.3159,92.4054,23.271,268.426,275.548,95.321,97.847,100.0,0.0836,25.3212,25.3184,19.0777,19.0755
TGX202109,PWS2,B,2021-09-16T19:59:06,-147.8023,60.534,739,22,6.18,11,12.0509,12.0504,2.9949,2.9948,5.0,2.588,0.083,0.1945,4.3581,1.1512,2.4705,2.8255,0.1251,0.3163,92.3964,34.977,268.298,275.185,95.308,97.754,100.0,0.5446,25.3538,25.3534,19.1019,19.1017
TGX202109,PWS2,B,2021-09-16T20:00:01,-147.8023,60.534,739,22,2.59,12,12.0413,12.0406,2.9891,2.9888,0.2959,2.8166,0.0758,0.1582,4.3538,1.0841,2.471,2.8278,0.1071,0.3202,92.3066,59.539,268.109,275.709,95.191,97.886,5.92,0.0908,25.3068,25.3054,19.0672,19.0662
TGX202109,PWS2,B,2021-09-16T20:00:03,-147.8023,60.534,739,22,2.66,13,12.0439,12.041,2.9893,2.9889,0.292,2.7845,0.0752,0.1582,4.3567,1.084,2.4701,2.8273,0.1055,0.3176,92.3668,55.16,267.829,275.624,95.097,97.857,5.84,0.0895,25.3071,25.3055,19.067,19.0662
TGX202109,PWS2,B,2021-09-16T20:00:05,-147.8023,60.534,739,22,2.52,14,12.0427,12.0411,2.9892,2.9889,1.3804,2.9208,0.0754,0.1858,4.3566,1.0841,2.4693,2.8277,0.1059,0.3176,92.3662,83.202,267.779,275.819,95.076,97.927,27.61,0.4357,25.3069,25.3055,19.067,19.0662
TGX202109,PWS2,B,2021-09-16T20:58:40,-147.8045,60.5358,739,23,734.59,1,5.7665,5.7662,3.2824,3.2822,0.0995,0.0106,0.0332,2.5662,3.989,1.084,1.4188,1.5904,0.0004,0.6704,84.5689,0.0004,151.162,154.929,49.381,50.61,1.99,30.2271,33.1333,33.1308,26.1063,26.1043
TGX202109,PWS2,B,2021-09-16T20:58:48,-147.8045,60.5358,739,23,734.39,2,5.7666,5.7664,3.2824,3.2822,0.1023,0.0085,0.0323,2.4806,3.9904,1.0839,1.4186,1.5904,-0.0016,0.669,84.599,0.0,151.277,155.127,49.419,50.675,2.05,29.1561,33.1333,33.1308,26.1062,26.1043
TGX202109,PWS2,B,2021-09-16T20:58:54,-147.8045,60.5358,739,23,733.95,3,5.7665,5.7662,3.2824,3.2821,0.1208,0.0086,0.0332,2.5542,3.9812,1.0826,1.4186,1.5908,0.0004,0.6782,84.4046,0.0,151.215,155.104,49.398,50.667,2.42,30.077,33.1332,33.1307,26.1062,26.1043
TGX202109,PWS2,B,2021-09-16T21:03:32,-147.8045,60.5358,739,23,506.32,4,5.721,5.7205,3.2654,3.2652,4.9712,0.0068,0.0258,2.4854,4.4177,1.0884,1.4764,1.6557,-0.018,0.262,93.6614,0.0001,156.608,159.975,51.091,52.188,99.43,29.216,33.0958,33.0935,26.0821,26.0803
