Cruise,Station,Type,Date_Time,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bot. Depth [m],Cast_Number,Pressure_[dbar],Bottle_Number,Temperature_[C],Temperature2_[C],Conductivity_[S/m],Conductivity2_[S/m],Voltage0_[V],Voltage1_[V],Voltage2_[V],Voltage3_[V],Voltage4_[V],Voltage5_[V],Voltage6_[V],Fluorescence_[mg/m3],BeamAttenuation_[1/m],BeamTransmission_[%],PAR_[umol_photons/m2/sec],Oxygen_[umol/kg],Oxygen2_[umol/kg],OxygenPS_[%_saturation],OxygenPS2_[%_saturation],Altimeter_[m],SUNA,Salinity_[psu],Salinity2_[psu],Density_[kg/m3_sigmat],Density2_[kg/m3_sigmat]
SKQ202010S,GAK8,B,2020-07-06T00:11:20,-148.4902,58.8085,290.0,14,288.5,1,4.8139,4.8147,3.2446,3.2448,0.0129,3.8789,0.8737,0.9907,4.0941,0.012,0.2601,-0.0269,0.5413,87.3425,0.0003,67.969,71.597,21.83,22.996,5.2,32.0359,33.8705,33.8725,26.8008,26.8022
SKQ202010S,GAK8,B,2020-07-06T00:13:37,-148.4902,58.8085,290.0,14,252.87,2,5.0992,5.101,3.2657,3.266,0.0114,3.8715,0.9342,1.0743,4.4177,0.0122,2.0246,-0.0615,0.237,94.2476,0.0003,78.55,82.726,25.394,26.746,40.49,31.9758,33.843,33.8448,26.7466,26.7478
SKQ202010S,GAK8,B,2020-07-06T00:16:14,-148.4902,58.8085,290.0,14,202.42,3,5.899,5.8994,3.3249,3.3252,0.0116,3.5015,1.093,1.2977,4.5989,0.0116,4.5336,-0.0579,0.0761,98.1144,0.0002,105.799,111.532,34.825,36.713,90.67,28.9752,33.739,33.7411,26.5688,26.5704
SKQ202010S,GAK8,B,2020-07-06T00:18:38,-148.4902,58.8085,290.0,14,151.79,4,6.0658,6.0647,3.3058,3.3062,0.0115,3.1573,1.2763,1.5544,4.5045,0.0116,4.3605,-0.0603,0.1591,96.1002,0.0001,138.123,145.627,45.522,47.995,87.21,26.184,33.3845,33.3893,26.268,26.2719
SKQ202010S,GAK8,B,2020-07-06T00:18:52,-148.4902,58.8085,290.0,14,151.78,5,6.0619,6.0615,3.3061,3.3064,0.0115,3.2349,1.2764,1.5545,4.5026,0.0125,4.9775,-0.0603,0.1608,96.0598,0.0004,138.375,145.941,45.603,48.097,99.55,26.8133,33.3912,33.3947,26.2737,26.2766
SKQ202010S,GAK8,B,2020-07-06T00:20:42,-148.4902,58.8085,290.0,14,126.53,6,5.9575,5.9579,3.2734,3.2736,0.0115,2.874,1.4375,1.7813,4.4884,0.0123,3.8677,-0.0609,0.1735,95.7551,0.0002,167.839,177.093,55.076,58.114,77.35,23.886,33.1396,33.1416,26.0879,26.0895
SKQ202010S,GAK8,B,2020-07-06T00:22:36,-148.4902,58.8085,290.0,14,101.42,7,5.7753,5.7748,3.2232,3.2234,0.0131,2.459,1.693,2.138,4.4907,0.0298,5.0,-0.0209,0.1714,95.8067,0.005,216.245,227.505,70.463,74.133,100.0,20.5205,32.7644,32.7675,25.8136,25.8161
SKQ202010S,GAK8,B,2020-07-06T00:24:59,-148.4902,58.8085,290.0,14,75.57,8,5.7683,5.7679,3.2011,3.2016,0.0133,2.2714,1.7715,2.2653,4.4684,0.147,5.0,-0.0167,0.1913,95.3313,0.0444,231.99,247.456,75.453,80.486,100.0,18.9993,32.5354,32.5417,25.6335,25.6385
SKQ202010S,GAK8,B,2020-07-06T00:27:16,-148.4902,58.8085,290.0,14,50.72,9,6.4595,6.461,3.2438,3.2441,0.0281,1.8527,2.007,2.5828,4.5184,0.7536,5.0,0.338,0.1468,96.3963,0.552,267.519,282.387,88.307,93.219,100.0,15.6037,32.3625,32.3644,25.4119,25.4131
SKQ202010S,GAK8,B,2020-07-06T00:27:27,-148.4902,58.8085,290.0,14,50.78,10,6.4602,6.4584,3.2439,3.2439,0.0282,1.783,2.0075,2.5837,4.5192,0.7563,5.0,0.341,0.146,96.415,0.556,267.481,282.116,88.296,93.125,100.0,15.0384,32.3627,32.3649,25.412,25.4139
SKQ202010S,GAK8,B,2020-07-06T00:29:35,-148.4902,58.8085,290.0,14,40.39,11,6.9029,6.9037,3.2755,3.2758,0.0332,1.5648,2.0709,2.6722,4.5219,1.0657,5.0,0.46,0.1436,96.4724,1.26,275.636,290.662,91.877,96.888,100.0,13.2685,32.2982,32.2999,25.3039,25.3051
SKQ202010S,GAK8,B,2020-07-06T00:31:25,-148.4902,58.8085,290.0,14,30.31,12,7.0389,7.0429,3.277,3.2773,0.0347,1.4961,2.0375,2.6265,4.5,1.342,5.0,0.4971,0.1632,96.0034,2.49,268.82,283.443,89.814,94.708,100.0,12.7118,32.1911,32.1914,25.2015,25.2012
SKQ202010S,GAK8,B,2020-07-06T00:33:12,-148.4902,58.8085,290.0,14,20.49,13,7.888,7.8695,3.3398,3.3381,0.0548,1.305,2.0726,2.676,4.4475,1.7611,5.0,0.9785,0.21,94.8841,6.74,268.914,284.229,91.524,96.696,100.0,11.1614,32.0853,32.0846,25.0015,25.0036
SKQ202010S,GAK8,B,2020-07-06T00:33:27,-148.4902,58.8085,290.0,14,20.48,14,7.9024,7.8143,3.3409,3.3341,0.0602,1.2712,2.0755,2.6683,4.4295,1.7564,5.0,1.1089,0.2263,94.4991,6.67,269.664,283.271,91.809,96.256,100.0,10.8873,32.0844,32.0925,24.9988,25.0176
SKQ202010S,GAK8,B,2020-07-06T00:36:10,-148.4902,58.8085,290.0,14,14.51,15,10.4796,10.4526,3.5354,3.5333,0.1896,0.6301,2.3291,3.0337,3.9508,2.236,5.0,4.2145,0.6839,84.2851,20.4,293.811,311.164,105.639,111.816,100.0,5.6882,31.785,31.7878,24.3625,24.3693
SKQ202010S,GAK8,B,2020-07-06T00:37:50,-148.4902,58.8085,290.0,14,9.96,16,11.3681,11.367,3.6069,3.607,0.178,0.5295,2.4023,3.1347,3.8116,2.6914,5.0,3.9358,0.8273,81.3153,58.4,300.082,317.787,109.91,116.394,100.0,4.8726,31.7238,31.7259,24.1605,24.1623
SKQ202010S,GAK8,B,2020-07-06T00:40:02,-148.4902,58.8085,290.0,14,3.11,17,11.3997,11.3914,3.6102,3.6094,0.1611,0.4233,2.4106,3.139,3.8007,3.3416,5.0,3.5297,0.8388,81.0829,261.0,300.949,317.646,110.307,116.407,100.0,4.0107,31.7315,31.7313,24.1608,24.1622
SKQ202010S,GAK8,B,2020-07-06T00:40:15,-148.4902,58.8085,290.0,14,3.06,18,11.4042,11.4074,3.6106,3.6111,0.1601,0.5267,2.4074,3.1353,3.8018,3.3477,5.0,3.5076,0.8377,81.1053,265.0,300.629,316.783,110.201,116.132,100.0,4.8491,31.7317,31.7337,24.1602,24.1611
SKQ202010S,GAK9,B,2020-07-06T17:18:33,-148.3495,58.6793,274.0,17,40.18,1,7.229,7.2287,3.2986,3.2987,0.0355,1.3981,2.0713,2.6754,4.5134,0.899,5.0,0.5156,0.1511,96.2916,0.82,273.361,288.9,91.764,96.981,100.0,11.9164,32.2434,32.2454,25.2171,25.2188
SKQ202010S,GAK9,B,2020-07-06T17:21:07,-148.3495,58.6793,274.0,17,30.63,2,7.834,7.8343,3.3313,3.3315,0.0466,1.246,2.061,2.6596,4.4199,1.2993,5.0,0.783,0.235,94.296,2.25,267.351,282.62,90.852,96.042,100.0,10.683,32.0393,32.0413,24.9731,24.9745
SKQ202010S,GAK9,B,2020-07-06T17:23:00,-148.3495,58.6793,274.0,17,25.38,3,8.3233,8.2799,3.3688,3.3657,0.065,0.9977,2.1024,2.7111,4.367,1.6037,5.0,1.2237,0.2831,93.1655,4.66,271.089,286.051,93.108,98.156,100.0,8.6694,31.993,31.9991,24.8661,24.8773
SKQ202010S,GAK9,B,2020-07-06T17:24:51,-148.3495,58.6793,274.0,17,20.14,4,9.2739,9.1996,3.4434,3.4375,0.1194,0.7047,2.2106,2.8611,4.2159,1.9541,5.0,2.5304,0.4241,89.9411,10.6,282.858,298.472,99.163,104.471,100.0,6.2935,31.9141,31.9202,24.66,24.6764
SKQ202010S,GAK9,B,2020-07-06T17:26:45,-148.3495,58.6793,274.0,17,16.68,5,10.3774,10.3656,3.5309,3.5302,0.1442,0.5292,2.3225,3.0248,3.9951,2.2258,5.0,3.1237,0.6393,85.2294,19.9,293.848,311.152,105.454,111.638,100.0,4.8697,31.8284,31.8318,24.4136,24.4183
SKQ202010S,GAK9,B,2020-07-06T17:26:53,-148.3495,58.6793,274.0,17,16.65,6,10.4008,10.3837,3.5329,3.5317,0.1449,0.5573,2.327,3.0283,3.9926,2.219,5.0,3.1404,0.6418,85.1768,19.6,294.332,311.034,105.68,111.638,100.0,5.0975,31.8279,31.8305,24.4093,24.4142
SKQ202010S,GAK9,B,2020-07-06T17:28:55,-148.3495,58.6793,274.0,17,12.27,7,11.096,11.0805,3.5883,3.5876,0.1411,0.5053,2.355,3.0675,3.9561,2.5907,5.0,3.0495,0.6785,84.3983,46.2,294.266,311.681,107.199,113.511,100.0,4.6757,31.7748,31.7814,24.2483,24.2562
SKQ202010S,GAK9,B,2020-07-06T17:30:43,-148.3495,58.6793,274.0,17,10.43,8,11.3916,11.3903,3.6101,3.6103,0.1345,0.4856,2.3647,3.0816,3.9398,2.7551,5.0,2.8934,0.695,84.0506,67.6,293.655,310.918,107.618,113.943,100.0,4.5159,31.7347,31.7373,24.1648,24.167
SKQ202010S,GAK9,B,2020-07-06T17:30:53,-148.3495,58.6793,274.0,17,10.32,9,11.3883,11.3864,3.6099,3.61,0.1377,0.478,2.3693,3.0871,3.9404,2.7718,5.0,2.9676,0.6944,84.0634,70.2,294.704,311.891,107.996,114.292,100.0,4.4545,31.7359,31.7385,24.1662,24.1687
SKQ202010S,GAK9,B,2020-07-06T17:32:45,-148.3495,58.6793,274.0,17,6.26,10,12.5511,12.5352,3.7128,3.7114,0.071,0.4292,2.3246,3.0253,4.0772,3.0921,5.0,1.3696,0.5578,86.982,147.0,279.968,296.669,105.125,111.359,100.0,4.0588,31.7395,31.7396,23.9547,23.9577
SKQ202010S,GAK9,B,2020-07-06T17:34:28,-148.3495,58.6793,274.0,17,4.09,11,12.516,12.5188,3.7085,3.709,0.0735,0.4319,2.3318,3.0289,4.0679,3.2947,5.0,1.427,0.567,86.7832,235.0,281.14,296.908,105.48,111.404,100.0,4.081,31.7283,31.7307,23.9526,23.954
SKQ202010S,GAK9,B,2020-07-06T17:36:39,-148.3495,58.6793,274.0,17,2.34,12,12.5985,12.6041,3.7177,3.7184,0.0674,0.3675,2.3261,3.0234,4.0705,3.7595,5.0,1.2811,0.5644,86.8395,711.0,279.203,296.039,104.946,111.289,100.0,3.5582,31.7474,31.7493,23.9517,23.9521
SKQ202010S,GAK9,B,2020-07-06T17:36:49,-148.3495,58.6793,274.0,17,2.51,13,12.6016,12.5917,3.7179,3.717,0.0673,0.4409,2.3257,3.0234,4.0708,3.6075,5.0,1.2781,0.5641,86.8453,531.0,279.409,295.902,105.03,111.207,100.0,4.1537,31.7463,31.7466,23.9502,23.9524
SKQ202010S,GAK9,B,2020-07-06T19:34:06,-148.3495,58.6805,276.0,18,273.47,1,4.7961,4.7968,3.2415,3.2417,0.0117,3.9675,0.8743,0.992,4.3403,0.011,0.1771,-0.0556,0.3077,92.5955,0.0,67.977,71.829,21.821,23.059,3.54,32.7545,33.8605,33.8626,26.7948,26.7964
SKQ202010S,GAK9,B,2020-07-06T19:34:13,-148.3495,58.6805,276.0,18,274.73,2,4.7969,4.7975,3.2416,3.2418,0.0119,4.0151,0.8743,0.9918,4.3427,0.011,2.2106,-0.0508,0.3055,92.6471,0.0,67.97,71.778,21.82,23.043,44.21,33.1405,33.8603,33.8624,26.7946,26.7961
SKQ202010S,GAK9,B,2020-07-06T19:36:16,-148.3495,58.6805,276.0,18,252.84,3,4.8308,4.831,3.2432,3.2434,0.0122,3.9499,0.8822,1.0029,4.3585,0.011,1.1514,-0.0418,0.291,92.9837,0.0,69.19,73.098,22.229,23.485,23.03,32.6114,33.8556,33.8575,26.787,26.7886
SKQ202010S,GAK9,B,2020-07-06T19:36:26,-148.3495,58.6805,276.0,18,252.38,4,4.8312,4.832,3.2432,3.2435,0.0117,3.8841,0.8827,1.0039,4.3537,0.0144,1.1766,-0.0556,0.2953,92.8837,0.0008,69.401,73.343,22.296,23.564,23.53,32.0777,33.8555,33.8576,26.7869,26.7885
SKQ202010S,GAK9,B,2020-07-06T19:39:19,-148.3495,58.6805,276.0,18,201.46,5,5.9264,5.9257,3.3222,3.3224,0.0115,3.4425,1.1093,1.3217,4.5667,0.0105,3.5805,-0.0603,0.1043,97.4274,0.0,108.521,114.659,35.729,37.75,71.61,28.4971,33.6815,33.6845,26.52,26.5224
SKQ202010S,GAK9,B,2020-07-06T19:39:28,-148.3495,58.6805,276.0,18,201.65,6,5.9242,5.9243,3.3222,3.3224,0.0115,3.4825,1.1097,1.3235,4.5639,0.0107,3.7288,-0.0609,0.1067,97.3678,0.0,108.816,115.088,35.824,37.89,74.58,28.8212,33.6833,33.6855,26.5216,26.5234
SKQ202010S,GAK9,B,2020-07-06T19:42:37,-148.3495,58.6805,276.0,18,152.61,7,6.0305,6.0305,3.308,3.308,0.0116,3.248,1.2464,1.5153,4.5059,0.0107,5.0,-0.0585,0.1579,96.1294,0.0,133.086,140.384,43.845,46.249,100.0,26.9196,33.4431,33.4435,26.3187,26.3189
SKQ202010S,GAK9,B,2020-07-06T19:42:46,-148.3495,58.6805,276.0,18,151.91,8,6.026,6.0256,3.3067,3.3066,0.0116,3.2199,1.2459,1.5168,4.5046,0.0109,5.0,-0.0585,0.159,96.1028,0.0,133.065,141.001,43.83,46.444,100.0,26.6912,33.4327,33.433,26.311,26.3113
SKQ202010S,GAK9,B,2020-07-06T19:45:13,-148.3495,58.6805,276.0,18,126.13,9,5.8705,5.8705,3.2599,3.26,0.0114,2.896,1.4417,1.7971,4.4893,0.011,2.0039,-0.0615,0.1727,95.7758,0.0,169.682,180.21,55.541,58.987,40.08,24.0643,33.0731,33.074,26.046,26.0468
SKQ202010S,GAK9,B,2020-07-06T19:47:31,-148.3495,58.6805,276.0,18,101.72,10,5.7988,5.7995,3.2234,3.2236,0.0141,2.3068,1.7372,2.2043,4.5161,0.0239,5.0,0.0024,0.1489,96.3474,0.0033,223.723,235.94,72.929,76.914,100.0,19.2861,32.7441,32.746,25.7948,25.7962
SKQ202010S,GAK9,B,2020-07-06T19:47:39,-148.3495,58.6805,276.0,18,101.04,11,5.7978,5.7977,3.2234,3.2234,0.0144,2.3639,1.7372,2.2034,4.5142,0.0217,5.0,0.0102,0.1505,96.3075,0.0028,223.739,235.495,72.933,76.765,100.0,19.7491,32.7449,32.7458,25.7955,25.7962
SKQ202010S,GAK9,B,2020-07-06T19:50:13,-148.3495,58.6805,276.0,18,76.3,12,5.6361,5.6367,3.191,3.1912,0.0171,2.025,1.9224,2.4648,4.58,0.2269,5.0,0.0737,0.0927,97.7103,0.078,258.375,272.22,83.782,88.274,100.0,17.0007,32.5486,32.5508,25.6596,25.6612
SKQ202010S,GAK9,B,2020-07-06T19:52:31,-148.3495,58.6805,276.0,18,51.05,13,6.5664,6.5657,3.2505,3.2506,0.0423,1.65,2.0774,2.6835,4.5333,0.6831,5.0,0.6788,0.1336,96.7143,0.451,279.295,295.11,92.403,97.636,100.0,13.9595,32.3353,32.3377,25.3768,25.3788
SKQ202010S,GAK9,B,2020-07-06T19:52:40,-148.3495,58.6805,276.0,18,51.24,14,6.555,6.5555,3.2496,3.2499,0.0405,1.5808,2.0757,2.6805,4.5337,0.6835,5.0,0.6358,0.1333,96.7234,0.452,278.998,294.504,92.282,97.413,100.0,13.3981,32.3367,32.3388,25.3793,25.381
SKQ202010S,GAK9,B,2020-07-06T19:54:46,-148.3495,58.6805,276.0,18,40.12,15,7.2999,7.3028,3.3053,3.3057,0.0498,1.3934,2.1155,2.7321,4.5082,1.0008,5.0,0.8595,0.1558,96.1794,1.07,280.636,295.942,94.364,99.518,100.0,11.878,32.2505,32.2524,25.2132,25.2143
SKQ202010S,GAK9,B,2020-07-06T19:56:36,-148.3495,58.6805,276.0,18,30.38,16,8.6199,8.6278,3.4082,3.409,0.0676,1.0334,2.1347,2.7647,4.4207,1.4037,5.0,1.2853,0.2342,94.3125,2.89,274.809,290.731,95.11,100.639,100.0,8.9586,32.1344,32.1359,24.9329,24.9329
SKQ202010S,GAK9,B,2020-07-06T19:58:22,-148.3495,58.6805,276.0,18,20.19,17,11.594,11.8272,3.6317,3.6466,0.1392,0.4583,2.378,3.1088,3.9619,2.1273,5.0,3.0047,0.6726,84.5233,15.8,294.531,312.041,108.426,115.392,100.0,4.2944,31.7674,31.7124,24.1538,24.0687
SKQ202010S,GAK9,B,2020-07-06T20:00:14,-148.3495,58.6805,276.0,18,10.08,18,12.8818,12.8819,3.7161,3.7163,0.073,0.447,2.3293,3.0283,4.0527,2.8718,5.0,1.4162,0.582,86.4599,88.5,279.12,295.818,105.341,111.645,100.0,4.2031,31.492,31.4935,23.6996,23.7008
SKQ202010S,GAK9,B,2020-07-06T20:00:24,-148.3495,58.6805,276.0,18,10.33,19,12.8776,12.8679,3.7159,3.7154,0.0734,0.4655,2.3246,3.0272,4.0489,2.8512,5.0,1.4258,0.5857,86.3796,84.4,278.238,295.901,105.001,111.646,100.0,4.353,31.4935,31.4964,23.7016,23.7057
SKQ202010S,GAK9,B,2020-07-06T20:02:15,-148.3495,58.6805,276.0,18,3.06,20,12.9644,12.9654,3.7213,3.7216,0.055,0.4339,2.3207,3.02,4.0579,3.4585,5.0,0.9839,0.5769,86.5694,343.0,276.918,294.154,104.676,111.194,100.0,4.0968,31.4753,31.4767,23.6707,23.6717
SKQ202010S,GAK10,B,2020-07-06T22:28:07,-148.2133,58.5425,1440.0,19,1441.64,1,2.3313,2.332,3.1304,3.1307,0.012,4.1367,0.6333,0.6524,4.5961,0.0203,0.5156,-0.0472,0.0786,98.0554,0.0024,27.393,28.992,8.322,8.808,10.31,34.1265,34.5062,34.5085,27.5492,27.551
SKQ202010S,GAK10,B,2020-07-06T22:37:32,-148.2133,58.5425,1440.0,19,1011.0,2,3.0402,3.0408,3.1624,3.1627,0.0112,4.1369,0.5786,0.5748,4.6255,0.0124,5.0,-0.0663,0.0532,98.6807,0.0004,13.459,14.086,4.157,4.351,100.0,34.1281,34.3647,34.3668,27.3742,27.3759
SKQ202010S,GAK10,B,2020-07-06T22:37:41,-148.2133,58.5425,1440.0,19,1012.43,3,3.0388,3.0397,3.1624,3.1627,0.0112,4.1368,0.5785,0.5748,4.6244,0.0203,5.0,-0.0681,0.0541,98.6578,0.0024,13.406,14.071,4.14,4.346,100.0,34.1275,34.3652,34.3673,27.3748,27.3764
SKQ202010S,GAK10,B,2020-07-06T22:44:29,-148.2133,58.5425,1440.0,19,758.58,4,3.5268,3.5275,3.1846,3.1848,0.0112,4.1372,0.5876,0.5879,4.6212,0.0123,5.0,-0.0675,0.0568,98.5892,0.0005,14.724,15.539,4.598,4.852,100.0,34.1301,34.2501,34.2524,27.237,27.2387
SKQ202010S,GAK10,B,2020-07-06T22:50:59,-148.2133,58.5425,1440.0,19,505.87,5,3.984,3.9846,3.199,3.1992,0.0123,4.0797,0.6359,0.656,4.6308,0.0126,5.0,-0.0412,0.0485,98.795,0.0004,23.817,25.178,7.511,7.94,100.0,33.6647,34.0765,34.0787,27.0531,27.0548
SKQ202010S,GAK10,B,2020-07-06T22:51:08,-148.2133,58.5425,1440.0,19,506.35,6,3.9847,3.9864,3.1991,3.1995,0.0118,4.0808,0.636,0.656,4.6303,0.0161,5.0,-0.0526,0.0489,98.7844,0.0012,23.963,25.256,7.556,7.965,100.0,33.6732,34.0765,34.0795,27.0531,27.0553
SKQ202010S,GAK10,B,2020-07-06T22:58:22,-148.2133,58.5425,1440.0,19,303.53,7,4.1798,4.1804,3.1896,3.1898,0.0111,4.1395,0.8001,0.887,4.6228,0.0119,5.0,-0.0693,0.0554,98.6243,0.0003,55.281,58.271,17.487,18.434,100.0,34.1493,33.8688,33.8711,26.8678,26.8696
SKQ202010S,GAK10,B,2020-07-06T23:01:05,-148.2133,58.5425,1440.0,19,251.85,8,4.3344,4.3352,3.1966,3.1968,0.0112,4.1399,0.8885,1.0129,4.62,0.0108,5.0,-0.0663,0.0578,98.5648,0.0001,71.748,75.966,22.773,24.112,100.0,34.1527,33.8192,33.8216,26.8122,26.814
SKQ202010S,GAK10,B,2020-07-06T23:03:56,-148.2133,58.5425,1440.0,19,201.33,9,5.0275,5.0441,3.2502,3.2516,0.0115,3.9224,1.028,1.2106,4.619,0.0103,5.0,-0.0609,0.0586,98.5441,0.0,96.4,101.937,31.094,32.892,100.0,32.3885,33.7628,33.7629,26.6913,26.6895
SKQ202010S,GAK10,B,2020-07-06T23:04:03,-148.2133,58.5425,1440.0,19,202.33,10,5.0388,5.0403,3.2511,3.2514,0.0113,3.8812,1.0301,1.2119,4.6187,0.0101,5.0,-0.0645,0.0589,98.5377,0.0,96.762,101.981,31.218,32.904,100.0,32.0544,33.7613,33.7636,26.6888,26.6904
SKQ202010S,GAK10,B,2020-07-06T23:06:40,-148.2133,58.5425,1440.0,19,151.89,11,6.2272,6.2274,3.3467,3.3469,0.0113,3.4669,1.1502,1.38,4.6182,0.012,5.0,-0.0657,0.0593,98.5281,0.0002,114.693,121.231,38.025,40.194,100.0,28.6949,33.6823,33.6844,26.4827,26.4844
SKQ202010S,GAK10,B,2020-07-06T23:08:52,-148.2133,58.5425,1440.0,19,125.5,12,6.3707,6.3728,3.3406,3.341,0.0121,3.1772,1.2467,1.5163,4.6029,0.0336,5.0,-0.046,0.0727,98.1994,0.0061,131.822,139.251,43.786,46.257,100.0,26.3446,33.4861,33.4883,26.3095,26.311
SKQ202010S,GAK10,B,2020-07-06T23:11:37,-148.2133,58.5425,1440.0,19,101.29,13,5.2019,5.2015,3.1814,3.1816,0.0139,2.574,1.7608,2.2376,4.6199,0.249,5.0,-0.0023,0.0579,98.5621,0.0885,231.327,243.947,74.414,78.475,100.0,21.4529,32.8499,32.8523,25.9482,25.9502
SKQ202010S,GAK10,B,2020-07-06T23:11:58,-148.2133,58.5425,1440.0,19,101.33,14,5.2029,5.2047,3.1815,3.1818,0.014,2.5755,1.7679,2.2503,4.6183,0.267,5.0,-0.0011,0.0593,98.5281,0.0974,232.822,245.863,74.897,79.097,100.0,21.4652,32.8501,32.8525,25.9482,25.9499
SKQ202010S,GAK10,B,2020-07-06T23:14:18,-148.2133,58.5425,1440.0,19,75.63,15,4.814,4.8141,3.1199,3.1201,0.0302,1.9688,2.0662,2.6711,4.6016,0.5688,4.9994,0.3876,0.0738,98.1723,0.318,291.271,307.781,92.621,97.872,99.99,16.545,32.5375,32.5392,25.7436,25.745
SKQ202010S,GAK10,B,2020-07-06T23:16:30,-148.2133,58.5425,1440.0,19,50.64,16,5.8448,5.8449,3.1993,3.1995,0.0425,1.592,2.0249,2.617,4.5642,1.1155,5.0,0.683,0.1065,97.3737,1.43,274.896,291.508,89.513,94.924,100.0,13.4888,32.4532,32.4552,25.5593,25.5609
SKQ202010S,GAK10,B,2020-07-06T23:18:20,-148.2133,58.5425,1440.0,19,40.72,17,6.8628,6.8596,3.2797,3.2796,0.0675,0.9644,2.1687,2.8155,4.502,1.4474,5.0,1.2829,0.1614,96.0459,3.21,293.013,309.785,97.639,103.221,100.0,8.399,32.3809,32.3829,25.3742,25.3762
SKQ202010S,GAK10,B,2020-07-06T23:18:27,-148.2133,58.5425,1440.0,19,40.32,18,6.9017,6.8976,3.2831,3.2829,0.0679,1.5619,2.1666,2.8166,4.5039,1.45,5.0,1.2924,0.1597,96.0869,3.23,292.579,310.055,97.582,103.402,100.0,13.2449,32.3821,32.3837,25.3701,25.3719
SKQ202010S,GAK10,B,2020-07-06T23:20:05,-148.2133,58.5425,1440.0,19,30.58,19,8.4026,8.3995,3.4164,3.4163,0.066,1.5233,2.2583,2.9427,4.5119,1.7736,5.0,1.2494,0.1525,96.2592,6.94,296.691,314.777,102.399,108.635,100.0,12.9325,32.419,32.421,25.1884,25.1904
SKQ202010S,GAK10,B,2020-07-06T23:21:49,-148.2133,58.5425,1440.0,19,20.35,20,11.6975,11.6896,3.6952,3.6949,0.0879,1.1264,2.2536,2.935,4.4097,2.1934,5.0,1.7745,0.2443,94.0759,18.5,273.441,290.746,101.26,107.653,100.0,9.7132,32.2956,32.2994,24.5451,24.5496
SKQ202010S,GAK10,B,2020-07-06T23:23:37,-148.2133,58.5425,1440.0,19,10.14,21,13.1882,13.1783,3.8046,3.8048,0.1196,0.8547,2.2964,2.9945,4.1323,2.8342,5.0,2.5352,0.5042,88.1566,81.1,270.745,288.893,103.24,110.146,100.0,7.5096,32.0667,32.0775,24.0845,24.0948
SKQ202010S,GAK10,B,2020-07-06T23:26:48,-148.2133,58.5425,1440.0,19,3.47,22,13.2253,13.2262,3.7952,3.7954,0.094,0.7223,2.3087,3.005,4.1177,3.3152,5.0,1.9216,0.5184,87.845,246.0,272.587,290.058,103.936,110.601,100.0,6.4357,31.9502,31.9517,23.987,23.988
SKQ202010S,GAK10,B,2020-07-06T23:26:57,-148.2133,58.5425,1440.0,19,3.64,23,13.2262,13.2264,3.7953,3.7954,0.0929,0.8071,2.305,2.9996,4.113,3.2955,5.0,1.8941,0.5229,87.745,236.0,271.863,288.831,103.662,110.134,100.0,7.1234,31.9502,31.9517,23.9869,23.988
SKQ202010S,GAK11,B,2020-07-07T02:24:50,-148.0725,58.3882,1412.0,20,1416.92,1,2.2511,2.251,3.1236,3.1238,0.0112,4.0997,0.648,0.6735,4.5998,0.0349,0.4713,-0.0681,0.0753,98.134,0.0065,30.903,32.791,9.371,9.943,9.43,33.8264,34.5209,34.5232,27.5676,27.5695
SKQ202010S,GAK11,B,2020-07-07T02:33:50,-148.0725,58.3882,1412.0,20,1011.9,2,3.0924,3.0931,3.1658,3.166,0.0114,4.138,0.5796,0.5765,4.6298,0.0278,5.0,-0.0621,0.0493,98.7737,0.0045,13.596,14.364,4.204,4.442,100.0,34.1366,34.3497,34.352,27.3575,27.3593
SKQ202010S,GAK11,B,2020-07-07T02:34:02,-148.0725,58.3882,1412.0,20,1011.67,3,3.0921,3.0928,3.1658,3.166,0.0116,4.1381,0.5797,0.5766,4.6309,0.0227,5.0,-0.0574,0.0484,98.7966,0.0031,13.635,14.425,4.216,4.46,100.0,34.138,34.3498,34.352,27.3576,27.3593
SKQ202010S,GAK11,B,2020-07-07T02:40:22,-148.0725,58.3882,1412.0,20,759.12,4,3.4755,3.4762,3.1812,3.1814,0.0123,4.1385,0.5862,0.586,4.6194,0.0104,5.0,-0.04,0.0583,98.552,0.0,14.382,15.185,4.486,4.736,100.0,34.141,34.2628,34.2651,27.252,27.2538
SKQ202010S,GAK11,B,2020-07-07T02:46:51,-148.0725,58.3882,1412.0,20,505.24,5,3.9365,3.9371,3.1974,3.1977,0.0112,4.0933,0.63,0.6476,4.5937,0.0203,5.0,-0.0663,0.0807,98.0038,0.0023,22.665,23.937,7.141,7.542,100.0,33.775,34.108,34.1104,27.0831,27.0849
SKQ202010S,GAK11,B,2020-07-07T02:47:01,-148.0725,58.3882,1412.0,20,504.7,6,3.9366,3.9374,3.1974,3.1977,0.0112,4.1248,0.63,0.6474,4.591,0.0197,5.0,-0.0663,0.083,97.9458,0.0022,22.647,23.861,7.135,7.518,100.0,34.0305,34.1079,34.1102,27.083,27.0847
SKQ202010S,GAK11,B,2020-07-07T02:52:24,-148.0725,58.3882,1412.0,20,303.57,7,4.4002,4.4013,3.2154,3.2156,0.0113,4.1405,0.7618,0.8326,4.6159,0.0119,5.0,-0.0657,0.0614,98.4775,0.0002,47.401,49.981,15.083,15.905,100.0,34.1578,33.9451,33.9474,26.9052,26.9069
