Cruise,Station,Type,Date_Time,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bot. Depth [m],Cast_Number,Pressure_[dbar],Bottle_Number,Temperature_[C],Temperature2_[C],C0S/m,C1S/m,Voltage0_[V],Voltage1_[V],Voltage2_[V],Voltage3_[V],Voltage4_[V],Voltage5_[V],Voltage6_[V],Fluorescence_[mg/m3],BeamAttenuation_[1/m],BeamTransmission_[%],PAR_[umol_photons/m2/sec],Oxygen_[umol/kg],Oxygen2_[umol/kg],OxygenPS_[%_saturation],OxygenPS2_[%_saturation],Altimeter_[m],SUNA,Salinity_[psu],Salinity2_[psu],Density_[kg/m3_sigmat],Density2_[kg/m3_sigmat]
SKQ202012S,GAK14,B,2020-09-05T01:57:49,-147.6513,57.9425,3019.3,20,2.92,22,12.9865,12.9889,3.8156,3.8162,0.0504,1.2454,2.173,2.7451,4.3758,3.1503,5.0,0.8733,0.2751,93.3527,168.0,252.87,260.553,96.214,99.144,100.0,10.6778,32.3447,32.3481,24.3392,24.3414
SKQ202012S,GAK13,B,2020-09-05T04:13:04,-147.7925,58.098,2062.0,21,1520.11,1,2.2534,2.2548,3.1278,3.1283,0.0112,4.1447,0.634,0.6514,4.6079,0.038,5.0,-0.0663,0.0683,98.3064,0.0072,28.027,29.34,8.499,8.898,100.0,34.1911,34.5176,34.522,27.5648,27.5682
SKQ202012S,GAK13,B,2020-09-05T04:25:07,-147.7925,58.098,2062.0,21,1011.78,2,2.9486,2.9496,3.1553,3.1558,0.0111,4.1456,0.5787,0.5744,4.6055,0.0199,5.0,-0.0693,0.0704,98.2553,0.0022,13.42,14.07,4.136,4.336,100.0,34.199,34.3754,34.3796,27.3911,27.3944
SKQ202012S,GAK13,B,2020-09-05T04:32:19,-147.7925,58.098,2062.0,21,759.17,3,3.3894,3.3907,3.1744,3.1749,0.0111,4.1468,0.5813,0.5781,4.6045,0.0121,5.0,-0.0705,0.0713,98.234,0.0003,13.47,14.107,4.193,4.392,100.0,34.2087,34.2725,34.2768,27.2681,27.2714
SKQ202012S,GAK13,B,2020-09-05T04:32:30,-147.7925,58.098,2062.0,21,759.27,4,3.3893,3.3906,3.1744,3.1749,0.0112,4.1469,0.5814,0.5779,4.604,0.0188,5.0,-0.0681,0.0717,98.2228,0.002,13.495,14.048,4.201,4.373,100.0,34.2093,34.2724,34.2768,27.268,27.2714
SKQ202012S,GAK13,B,2020-09-05T04:39:35,-147.7925,58.098,2062.0,21,505.53,5,3.7382,3.7396,3.1822,3.1827,0.0113,4.1485,0.6053,0.6101,4.6051,0.0124,5.0,-0.0645,0.0707,98.2473,0.0005,17.836,18.37,5.594,5.761,100.0,34.2222,34.1336,34.1378,27.1234,27.1266
SKQ202012S,GAK13,B,2020-09-05T04:46:20,-147.7925,58.098,2062.0,21,252.58,6,3.8724,3.8744,3.1627,3.1633,0.0119,4.1513,0.7072,0.7517,4.5964,0.0254,5.0,-0.0496,0.0783,98.0623,0.0037,37.142,38.503,11.665,12.093,100.0,34.2451,33.8948,33.8996,26.9199,26.9235
SKQ202012S,GAK13,B,2020-09-05T04:49:47,-147.7925,58.098,2062.0,21,201.81,7,3.8533,3.8552,3.1533,3.1538,0.0113,4.1523,0.7869,0.8601,4.594,0.0324,5.0,-0.0639,0.0804,98.0096,0.0055,52.373,54.093,16.433,16.973,100.0,34.2532,33.8298,33.8336,26.8701,26.8729
SKQ202012S,GAK13,B,2020-09-05T04:52:54,-147.7925,58.098,2062.0,21,151.56,8,3.8227,3.8244,3.1371,3.1376,0.0118,4.1546,0.9694,1.114,4.5915,0.0127,5.0,-0.0538,0.0826,97.9554,0.0004,87.411,90.791,27.378,28.438,100.0,34.2722,33.695,33.6992,26.7658,26.769
SKQ202012S,GAK13,B,2020-09-05T04:55:54,-147.7925,58.098,2062.0,21,126.1,9,4.0838,4.0848,3.1417,3.1421,0.0118,3.9543,1.1651,1.3835,4.5917,0.0143,5.0,-0.052,0.0824,97.9602,0.0008,124.057,128.517,39.043,40.449,100.0,32.6474,33.4953,33.4997,26.5808,26.5842
SKQ202012S,GAK13,B,2020-09-05T04:58:34,-147.7925,58.098,2062.0,21,101.06,10,4.3658,4.3672,3.1293,3.1298,0.0127,3.2185,1.5479,1.9127,4.5943,0.0144,5.0,-0.031,0.0801,98.0171,0.0008,196.144,203.038,61.956,64.138,100.0,26.6803,33.0776,33.0816,26.2198,26.2228
SKQ202012S,GAK13,B,2020-09-05T04:58:41,-147.7925,58.098,2062.0,21,100.96,11,4.3656,4.3668,3.1292,3.1296,0.0136,3.2267,1.5473,1.9122,4.5951,0.0162,5.0,-0.0095,0.0794,98.0346,0.0014,195.84,202.544,61.859,63.98,100.0,26.7466,33.0764,33.0806,26.2188,26.222
SKQ202012S,GAK13,B,2020-09-05T05:01:11,-147.7925,58.098,2062.0,21,75.59,12,4.3509,4.3517,3.0908,3.0913,0.026,2.3853,1.9918,2.5242,4.582,0.0104,5.0,0.2884,0.0909,97.7544,0.0,280.782,290.096,88.378,91.315,100.0,19.9231,32.6553,32.6598,25.886,25.8895
SKQ202012S,GAK13,B,2020-09-05T05:03:52,-147.7925,58.098,2062.0,21,50.43,13,4.8847,4.8837,3.1264,3.1267,0.044,0.2236,2.0628,2.6269,4.552,0.0109,5.0,0.7195,0.1172,97.1131,0.0,289.157,299.931,92.116,95.549,100.0,2.3913,32.5549,32.5596,25.7498,25.7537
SKQ202012S,GAK13,B,2020-09-05T05:05:54,-147.7925,58.098,2062.0,21,41.03,14,5.7397,5.7244,3.1952,3.1942,0.0548,0.1786,2.1303,2.7119,4.5225,0.0181,5.0,0.9809,0.1432,96.4841,0.0018,294.775,304.703,95.793,98.986,100.0,2.0266,32.5137,32.5173,25.6197,25.6244
SKQ202012S,GAK13,B,2020-09-05T05:08:07,-147.7925,58.098,2062.0,21,30.59,15,9.568,9.5697,3.5195,3.5201,0.0836,0.0935,2.2034,2.8052,4.4258,0.012,5.0,1.6711,0.2296,94.4215,0.0002,279.484,289.017,98.978,102.361,100.0,1.3364,32.427,32.4309,25.014,25.0168
SKQ202012S,GAK13,B,2020-09-05T05:08:16,-147.7925,58.098,2062.0,21,30.64,16,9.5383,9.502,3.5168,3.5142,0.0863,0.0937,2.2013,2.8091,4.4234,0.0109,5.0,1.735,0.2318,94.3699,0.0,279.139,289.852,98.791,102.506,100.0,1.3383,32.4254,32.4321,25.0175,25.0286
SKQ202012S,GAK13,B,2020-09-05T05:10:23,-147.7925,58.098,2062.0,21,19.89,17,13.0989,13.1003,3.8219,3.8224,0.0793,0.0937,2.1521,2.7252,4.3702,0.0117,5.0,1.5664,0.2802,93.2342,0.0001,249.536,258.284,95.136,98.475,100.0,1.3381,32.3018,32.3048,24.284,24.2861
SKQ202012S,GAK13,B,2020-09-05T05:12:45,-147.7925,58.098,2062.0,21,10.08,18,13.1832,13.183,3.829,3.8294,0.0762,0.0937,2.1576,2.7282,4.3553,0.0368,5.0,1.494,0.2938,92.9177,0.007,249.345,257.505,95.226,98.344,100.0,1.3379,32.3006,32.304,24.2664,24.2691
SKQ202012S,GAK13,B,2020-09-05T05:13:03,-147.7925,58.098,2062.0,21,10.33,19,13.1827,13.1849,3.8289,3.8295,0.0708,0.0939,2.1587,2.7351,4.3518,0.0533,5.0,1.3624,0.2972,92.8406,0.0119,249.626,258.765,95.332,98.829,100.0,1.3393,32.3001,32.304,24.2661,24.2687
SKQ202012S,GAK13,B,2020-09-05T05:15:49,-147.7925,58.098,2062.0,21,3.33,20,13.2621,13.2594,3.8361,3.8362,0.0717,0.0938,2.1535,2.7303,4.3637,0.3634,4.7618,1.3833,0.2862,93.0954,0.155,248.231,257.088,94.955,98.34,95.24,1.3385,32.3029,32.3062,24.2526,24.2557
SKQ202012S,GAK13,B,2020-09-05T05:15:56,-147.7925,58.098,2062.0,21,3.16,21,13.2591,13.2601,3.8358,3.8363,0.07,0.0937,2.1504,2.7285,4.3635,0.4071,5.0,1.3445,0.2863,93.0916,0.185,247.627,257.034,94.718,98.32,100.0,1.3381,32.3028,32.3062,24.2531,24.2555
SKQ202012S,GAK12,B,2020-09-05T21:28:05,-147.9337,58.243,2168.0,22,1519.39,1,2.3281,2.3294,3.1332,3.1337,0.0112,4.1443,0.6301,0.6457,4.5813,0.0137,5.0,-0.0663,0.0915,97.7385,0.0006,26.99,28.22,8.199,8.573,100.0,34.1879,34.5044,34.5085,27.548,27.5512
SKQ202012S,GAK12,B,2020-09-05T21:38:40,-147.9337,58.243,2168.0,22,1012.15,2,2.9548,2.9562,3.1562,3.1566,0.0117,4.0975,0.5764,0.5709,4.6027,0.0481,5.0,-0.0544,0.0728,98.1957,0.0104,12.892,13.475,3.974,4.154,100.0,33.8084,34.3785,34.3828,27.3931,27.3964
SKQ202012S,GAK12,B,2020-09-05T21:45:03,-147.9337,58.243,2168.0,22,758.33,3,3.4209,3.4228,3.1774,3.1779,0.012,4.1456,0.5802,0.5758,4.6021,0.0176,5.0,-0.0484,0.0734,98.183,0.0017,13.148,13.694,4.096,4.266,100.0,34.199,34.2751,34.2792,27.2671,27.2702
SKQ202012S,GAK12,B,2020-09-05T21:47:41,-147.9337,58.243,2168.0,22,707.49,4,3.4758,3.477,3.1768,3.1772,0.0112,4.1461,0.5867,0.5852,4.6024,0.0148,5.0,-0.0669,0.0732,98.1878,0.001,14.448,14.995,4.506,4.677,100.0,34.2032,34.2367,34.241,27.2312,27.2345
SKQ202012S,GAK12,B,2020-09-05T21:47:47,-147.9337,58.243,2168.0,22,707.58,5,3.4754,3.4766,3.1767,3.1772,0.0112,4.146,0.587,0.5853,4.603,0.0122,5.0,-0.0681,0.0726,98.201,0.0004,14.562,15.058,4.541,4.696,100.0,34.202,34.2368,34.2411,27.2313,27.2346
SKQ202012S,GAK12,B,2020-09-05T21:53:51,-147.9337,58.243,2168.0,22,505.02,6,3.7828,3.7839,3.1833,3.1838,0.0112,4.1477,0.6082,0.6148,4.6024,0.0461,5.0,-0.0675,0.0731,98.1888,0.0097,18.326,19.07,5.752,5.986,100.0,34.2158,34.1,34.1043,27.0922,27.0955
SKQ202012S,GAK12,B,2020-09-05T21:59:44,-147.9337,58.243,2168.0,22,252.61,7,4.2791,4.2774,3.1972,3.1975,0.0112,4.1494,0.795,0.8716,4.5924,0.0151,5.0,-0.0681,0.0818,97.9761,0.0011,53.692,55.484,17.027,17.595,100.0,34.2291,33.8836,33.8879,26.8691,26.8728
SKQ202012S,GAK12,B,2020-09-05T22:02:57,-147.9337,58.243,2168.0,22,202.22,8,4.7067,4.7074,3.2298,3.2302,0.0113,4.1497,0.8917,1.0045,4.5881,0.0124,5.0,-0.0657,0.0856,97.8836,0.0003,70.848,73.204,22.693,23.449,100.0,34.2315,33.8527,33.8565,26.7985,26.8015
SKQ202012S,GAK12,B,2020-09-05T22:03:08,-147.9337,58.243,2168.0,22,202.31,9,4.7049,4.7063,3.2297,3.2302,0.0111,4.1498,0.8914,1.0047,4.5879,0.0152,5.0,-0.0693,0.0857,97.8799,0.0012,70.806,73.287,22.679,23.476,100.0,34.2328,33.8536,33.8577,26.7994,26.8026
SKQ202012S,GAK12,B,2020-09-05T22:05:40,-147.9337,58.243,2168.0,22,151.83,10,4.4259,4.4277,3.1814,3.1819,0.0113,3.951,1.1351,1.3384,4.5902,0.1247,5.0,-0.0651,0.0837,97.9293,0.0359,117.588,121.15,37.342,38.476,100.0,32.6205,33.6003,33.6043,26.6286,26.6316
SKQ202012S,GAK12,B,2020-09-05T22:07:39,-147.9337,58.243,2168.0,22,125.47,11,4.7591,4.7609,3.1871,3.1876,0.0124,3.5313,1.3512,1.6362,4.5914,0.4,5.0,-0.0382,0.0826,97.9549,0.176,156.906,161.985,50.13,51.757,100.0,29.2167,33.3433,33.347,26.3886,26.3913
SKQ202012S,GAK12,B,2020-09-05T22:09:43,-147.9337,58.243,2168.0,22,101.12,12,4.8937,4.8939,3.1654,3.1657,0.0127,2.9093,1.6894,2.103,4.5927,0.7578,5.0,-0.0298,0.0816,97.9814,0.559,220.05,227.398,70.334,72.685,100.0,24.1728,32.9702,32.9735,26.078,26.0806
SKQ202012S,GAK12,B,2020-09-05T22:11:48,-147.9337,58.243,2168.0,22,75.99,13,4.7464,4.7476,3.1216,3.122,0.0223,2.3598,2.0294,2.5705,4.5805,1.2286,5.0,0.1987,0.0922,97.722,1.89,284.84,293.755,90.488,93.325,100.0,19.7162,32.6225,32.6265,25.8183,25.8214
SKQ202012S,GAK12,B,2020-09-05T22:14:08,-147.9337,58.243,2168.0,22,50.87,14,5.7864,5.7874,3.2018,3.2022,0.0483,2.0318,2.1074,2.6742,4.5413,1.8784,5.0,0.8236,0.1265,96.8855,8.87,290.543,299.751,94.538,97.539,100.0,17.0561,32.5375,32.5415,25.6329,25.636
SKQ202012S,GAK12,B,2020-09-05T22:15:55,-147.9337,58.243,2168.0,22,40.08,15,6.9534,6.9569,3.2983,3.299,0.0668,1.8264,2.1754,2.7648,4.4899,2.2402,5.0,1.2667,0.1721,95.7886,20.6,293.527,302.407,98.099,101.078,100.0,15.3905,32.4994,32.5037,25.4556,25.4585
SKQ202012S,GAK12,B,2020-09-05T22:17:33,-147.9337,58.243,2168.0,22,30.65,16,12.7328,12.7091,3.7929,3.7913,0.0944,1.3167,2.1705,2.7394,4.3789,2.5955,5.0,1.9288,0.2722,93.4208,46.8,254.814,262.19,96.443,99.189,100.0,11.2561,32.3358,32.3405,24.3817,24.3899
SKQ202012S,GAK12,B,2020-09-05T22:17:53,-147.9337,58.243,2168.0,22,30.77,17,12.4869,12.4771,3.7715,3.7718,0.0928,1.3511,2.1726,2.7418,4.3804,2.597,5.0,1.8923,0.271,93.4505,46.9,255.954,263.563,96.389,99.242,100.0,11.5354,32.3434,32.3549,24.4348,24.4455
SKQ202012S,GAK12,B,2020-09-05T22:19:35,-147.9337,58.243,2168.0,22,19.83,18,13.3249,13.329,3.8407,3.8414,0.0797,1.1976,2.1627,2.7274,4.349,3.0252,5.0,1.5772,0.2996,92.7832,126.0,249.905,257.363,95.706,98.573,100.0,10.291,32.2856,32.2891,24.2267,24.2286
SKQ202012S,GAK12,B,2020-09-05T22:21:33,-147.9337,58.243,2168.0,22,10.35,19,13.3717,13.3731,3.8418,3.8423,0.0505,1.0604,2.1665,2.7357,4.3268,3.4078,5.0,0.8745,0.3201,92.3078,304.0,250.193,257.693,95.891,98.771,100.0,9.1781,32.2605,32.264,24.198,24.2005
SKQ202012S,GAK12,B,2020-09-05T22:21:41,-147.9337,58.243,2168.0,22,10.33,20,13.3726,13.3735,3.8418,3.8423,0.051,1.0726,2.1649,2.7339,4.3298,3.4188,5.0,0.8882,0.3174,92.3727,312.0,249.658,257.554,95.687,98.718,100.0,9.2771,32.26,32.2637,24.1975,24.2001
SKQ202012S,GAK12,B,2020-09-05T22:24:05,-147.9337,58.243,2168.0,22,2.85,21,13.3956,13.3968,3.8428,3.8433,0.034,1.0828,2.1719,2.7359,4.3283,3.7985,5.0,0.4785,0.3188,92.3398,756.0,250.71,257.34,96.131,98.678,100.0,9.3597,32.2529,32.2565,24.1873,24.1899
SKQ202012S,GAK12,B,2020-09-05T22:24:09,-147.9337,58.243,2168.0,22,2.93,22,13.3977,13.3993,3.843,3.8435,0.0319,1.059,2.1683,2.7337,4.3278,3.8396,4.7272,0.4295,0.3192,92.3302,825.0,249.403,256.759,95.633,98.46,94.54,9.1667,32.2525,32.2562,24.1867,24.1892
SKQ202012S,GEO,B,2020-09-06T08:01:02,-148.6882,59.0137,232.0,23,230.96,1,5.1431,5.1438,3.2694,3.2698,0.0118,3.9727,0.9171,1.0389,4.2421,0.0121,0.5536,-0.052,0.3992,90.501,0.0003,75.08,77.369,24.299,25.041,11.07,32.7965,33.8516,33.8556,26.7484,26.7515
SKQ202012S,GEO,B,2020-09-06T08:03:18,-148.6882,59.0137,232.0,23,202.24,2,5.3161,5.3089,3.2806,3.2805,0.0117,3.9001,0.9538,1.0907,4.4207,0.0129,1.6416,-0.0556,0.2343,94.3119,0.0005,81.049,83.713,26.332,27.194,32.83,32.2082,33.8198,33.8259,26.7031,26.7087
SKQ202012S,GEO,B,2020-09-06T08:05:53,-148.6882,59.0137,232.0,23,151.92,3,6.2144,6.2156,3.2974,3.2979,0.0117,3.0975,1.3674,1.6586,4.5206,0.0108,4.148,-0.055,0.1449,96.4432,0.0,154.82,159.732,51.11,52.735,82.96,25.699,33.1448,33.1492,26.0601,26.0634
SKQ202012S,GEO,B,2020-09-06T08:07:57,-148.6882,59.0137,232.0,23,126.09,4,6.0745,6.0756,3.2566,3.257,0.0115,2.7824,1.5584,1.9238,4.4911,0.011,5.0,-0.0597,0.171,95.8152,0.0001,190.386,196.682,62.505,64.576,100.0,23.1434,32.837,32.8407,25.8345,25.8373
SKQ202012S,GEO,B,2020-09-06T08:09:59,-148.6882,59.0137,232.0,23,100.94,5,6.1007,6.1024,3.2345,3.2352,0.0117,2.5906,1.6843,2.0965,4.5137,0.0223,1.2523,-0.0544,0.1509,96.298,0.0028,211.94,219.284,69.491,71.905,25.04,21.5879,32.5781,32.5836,25.6269,25.631
SKQ202012S,GEO,B,2020-09-06T08:12:22,-148.6882,59.0137,232.0,23,75.87,6,6.2904,6.2914,3.2366,3.237,0.014,2.1755,1.9081,2.403,4.5586,0.0122,2.5027,-0.0005,0.1114,97.2541,0.0003,251.547,259.593,82.752,85.404,50.05,18.2215,32.4319,32.4358,25.4879,25.4909
SKQ202012S,GEO,B,2020-09-06T08:14:39,-148.6882,59.0137,232.0,23,50.55,7,6.9032,6.9049,3.2795,3.28,0.0171,2.2232,1.8462,2.3182,4.5623,0.0104,4.0419,0.0731,0.1082,97.3322,0.0,236.1,243.821,78.721,81.301,80.84,18.6083,32.3361,32.3401,25.3337,25.3366
SKQ202012S,GEO,B,2020-09-06T08:16:44,-148.6882,59.0137,232.0,23,40.32,8,7.9414,7.9427,3.3561,3.3566,0.0256,1.9681,1.8964,2.3805,4.532,0.0112,3.6612,0.2782,0.1347,96.6872,0.0001,238.355,245.758,81.289,83.82,73.22,16.5393,32.2004,32.2045,25.0842,25.0872
SKQ202012S,GEO,B,2020-09-06T08:18:37,-148.6882,59.0137,232.0,23,30.54,9,9.7858,9.7861,3.5063,3.5068,0.0403,1.5154,1.9599,2.4641,4.5042,0.0107,5.0,0.6322,0.1594,96.0938,0.0,237.866,245.526,84.439,87.162,100.0,12.8678,32.0968,32.1018,24.7209,24.7247
SKQ202012S,GEO,B,2020-09-06T08:20:23,-148.6882,59.0137,232.0,23,24.9,10,10.5192,10.5202,3.5653,3.5658,0.0474,1.3579,1.9951,2.5105,4.4849,0.0109,4.9985,0.8015,0.1765,95.6833,0.0,239.81,247.336,86.457,89.175,99.97,11.5904,32.0444,32.0482,24.5579,24.5607
SKQ202012S,GEO,B,2020-09-06T08:20:38,-148.6882,59.0137,232.0,23,25.04,11,10.5116,10.5138,3.5648,3.5653,0.0479,1.3834,1.9935,2.5084,4.4819,0.0109,4.7992,0.8135,0.1792,95.619,0.0,239.417,246.988,86.302,89.038,95.98,11.7971,32.0455,32.0491,24.56,24.5624
SKQ202012S,GEO,B,2020-09-06T08:20:55,-148.6882,59.0137,232.0,23,24.96,12,10.5223,10.5248,3.5656,3.5662,0.0533,1.3053,1.9971,2.5101,4.4843,0.0109,4.7046,0.9432,0.1771,95.67,0.0,240.535,247.286,86.725,89.166,94.09,11.164,32.0449,32.0485,24.5577,24.5601
SKQ202012S,GEO,B,2020-09-06T08:21:20,-148.6882,59.0137,232.0,23,24.97,13,10.5307,10.5322,3.5663,3.5668,0.0474,1.3737,1.994,2.5116,4.4841,0.0109,5.0,0.8009,0.1773,95.6647,0.0,239.224,247.329,86.267,89.195,100.0,11.7185,32.0443,32.0479,24.5558,24.5584
SKQ202012S,GEO,B,2020-09-06T08:23:47,-148.6882,59.0137,232.0,23,20.33,14,11.1759,11.1719,3.6176,3.6175,0.0721,1.1464,2.0328,2.559,4.4391,0.011,3.3922,1.3953,0.2176,94.7049,0.0,242.157,249.634,88.501,91.228,67.84,9.8753,31.99,31.9931,24.4015,24.4047
SKQ202012S,GEO,B,2020-09-06T08:25:53,-148.6882,59.0137,232.0,23,10.39,15,12.5323,12.5335,3.7319,3.7323,0.1485,0.6375,2.243,2.8463,4.1117,0.011,4.0501,3.2289,0.5242,87.7179,0.0,267.073,276.079,100.382,103.772,81.0,5.7478,31.9347,31.9383,24.1095,24.112
SKQ202012S,GEO,B,2020-09-06T08:28:22,-148.6882,59.0137,232.0,23,3.25,16,12.5333,12.5346,3.7315,3.732,0.1391,0.5829,2.2378,2.8442,4.1047,0.3608,2.2733,3.0029,0.531,87.5696,0.152,265.793,275.181,99.902,103.436,45.47,5.3048,31.9336,31.937,24.1084,24.1108
SKQ202012S,GEO,B,2020-09-06T08:28:28,-148.6882,59.0137,232.0,23,2.96,17,12.5324,12.5333,3.7314,3.7319,0.1431,0.5961,2.2403,2.8486,4.1055,0.2995,3.381,3.098,0.5302,87.5855,0.118,266.304,275.757,100.092,103.65,67.62,5.4119,31.9335,31.9371,24.1084,24.1111
SKQ202012S,MS3,B,2020-09-07T01:11:38,-147.8577,59.93,165.0,25,145.43,1,6.1026,6.1048,3.232,3.2324,0.013,0.1996,1.586,1.9631,3.8272,0.011,1.0802,-0.0227,0.811,81.6471,0.0,196.564,203.349,64.427,66.656,21.6,2.1967,32.526,32.5283,25.5855,25.587
SKQ202012S,MS2,B,2020-09-07T02:57:29,-147.8938,59.9447,190.0,27,185.71,1,6.0079,6.009,3.2409,3.2414,0.0125,0.0937,1.488,1.8299,3.7844,0.0121,0.2352,-0.0346,0.856,80.7352,0.0002,178.763,185.408,58.538,60.717,4.7,1.3379,32.6972,32.7018,25.7323,25.7358
SKQ202012S,MS2,B,2020-09-07T02:57:36,-147.8938,59.9447,190.0,27,185.47,2,6.011,6.0123,3.2401,3.2405,0.0128,0.0938,1.4885,1.83,3.7768,0.011,0.2461,-0.0286,0.864,80.573,0.0,179.007,185.31,58.617,60.684,4.92,1.3385,32.6853,32.689,25.7225,25.7253
SKQ202012S,MS2,B,2020-09-07T02:57:42,-147.8938,59.9447,190.0,27,185.54,3,6.0068,6.0068,3.2412,3.242,0.0127,0.0936,1.4895,1.8319,3.7753,0.011,0.2418,-0.0298,0.8656,80.54,0.0,179.257,185.902,58.7,60.88,4.84,1.3372,32.7017,32.7113,25.736,25.7436
SKQ202012S,MS2,B,2020-09-07T02:59:33,-147.8938,59.9447,190.0,27,176.85,4,6.0335,6.0352,3.2351,3.2355,0.0122,0.0936,1.4647,1.7972,4.0435,0.011,0.6775,-0.0442,0.5911,86.2626,0.0,174.525,180.895,57.148,59.238,13.55,1.3368,32.6124,32.6153,25.6622,25.6643
SKQ202012S,MS2,B,2020-09-07T03:01:46,-147.8938,59.9447,190.0,27,151.94,5,6.0431,6.0444,3.2323,3.2328,0.0116,0.0935,1.4664,1.7999,4.1345,0.011,1.915,-0.0568,0.502,88.205,0.0,174.18,180.593,57.036,59.14,38.3,1.3366,32.584,32.5881,25.6386,25.6417
SKQ202012S,MS2,B,2020-09-07T03:03:53,-147.8938,59.9447,190.0,27,127.07,6,6.107,6.1078,3.2138,3.2143,0.012,0.0934,1.5851,1.9625,4.3088,0.011,3.1562,-0.0484,0.3369,91.9234,0.0,195.45,202.323,63.975,66.228,63.12,1.3356,32.3283,32.3324,25.4289,25.432
SKQ202012S,MS2,B,2020-09-07T03:06:07,-147.8938,59.9447,190.0,27,101.24,7,6.5137,6.5135,3.2308,3.2311,0.0127,0.0934,1.7269,2.1572,4.3471,0.011,4.4341,-0.0304,0.3015,92.7402,0.0,218.72,226.275,72.172,74.667,88.68,1.3354,32.1437,32.1479,25.2325,25.2358
SKQ202012S,MS2,B,2020-09-07T03:08:45,-147.8938,59.9447,190.0,27,76.16,8,6.8883,6.8904,3.2152,3.2157,0.0142,0.0933,1.7946,2.2524,4.4471,0.0109,5.0,0.0054,0.2104,94.8756,0.0,228.73,237.051,75.846,78.611,100.0,1.335,31.6361,31.6394,24.7845,24.7868
SKQ202012S,MS2,B,2020-09-07T03:11:07,-147.8938,59.9447,190.0,27,50.3,9,8.5264,8.5256,3.2725,3.2729,0.0197,0.0934,1.8875,2.3754,4.4691,0.0485,1.4977,0.1365,0.1907,95.3441,0.0104,236.289,244.599,80.817,83.661,29.95,1.3354,30.7917,30.796,23.8952,23.8987
SKQ202012S,MS2,B,2020-09-07T03:13:12,-147.8938,59.9447,190.0,27,40.46,10,9.7374,9.7375,3.3162,3.3166,0.0257,0.0936,1.9692,2.4843,4.4792,0.1625,1.9738,0.28,0.1817,95.561,0.0504,243.597,252.302,85.219,88.267,39.48,1.3368,30.2086,30.2127,23.2552,23.2584
SKQ202012S,MS2,B,2020-09-07T03:15:26,-147.8938,59.9447,190.0,27,30.18,11,12.8451,12.8463,3.5355,3.5362,0.0617,0.0937,2.0895,2.6615,4.3706,0.4961,2.4606,1.1453,0.2799,93.2421,0.25,245.959,257.262,91.673,95.893,49.21,1.3381,29.8179,29.8234,22.4115,22.4155
SKQ202012S,MS2,B,2020-09-07T03:17:14,-147.8938,59.9447,190.0,27,20.4,12,12.5416,12.5423,3.4073,3.4079,0.0854,0.0939,2.1013,2.6748,4.3883,0.9039,2.911,1.7135,0.2637,93.6207,0.831,250.944,261.612,92.317,96.247,58.22,1.3395,28.8551,28.8603,21.7234,21.7273
SKQ202012S,MS2,B,2020-09-07T03:18:59,-147.8938,59.9447,190.0,27,10.36,13,13.5599,13.5594,3.2491,3.2476,0.0644,0.094,2.1744,2.77,4.2498,1.564,3.3336,1.2099,0.392,90.6659,4.24,259.601,270.95,96.049,100.238,66.67,1.3401,26.6556,26.6426,19.834,19.824
SKQ202012S,PWS3,B,2020-09-07T15:01:45,-147.6678,60.6665,730.0,28,726.46,1,6.3306,6.3319,3.3408,3.3412,0.0118,3.1837,1.1168,1.3087,4.1674,0.011,0.1741,-0.0532,0.4704,88.9064,0.0,116.981,120.134,38.75,39.797,3.48,26.3976,33.2389,33.2428,26.1196,26.1225
SKQ202012S,PWS3,B,2020-09-07T15:01:52,-147.6678,60.6665,730.0,28,726.31,2,6.3308,6.3319,3.3408,3.3412,0.0117,3.2041,1.116,1.3083,4.1642,0.011,0.1841,-0.0544,0.4734,88.8388,0.0,116.846,120.078,38.705,39.778,3.68,26.5631,33.2387,33.2429,26.1194,26.1226
SKQ202012S,PWS3,B,2020-09-07T15:07:46,-147.6678,60.6665,730.0,28,505.03,3,6.2311,6.2321,3.3151,3.3155,0.0116,3.1258,1.1951,1.4143,4.3679,0.011,5.0,-0.0568,0.2824,93.1847,0.0,129.321,132.318,42.713,43.704,100.0,25.9279,33.1549,33.1588,26.0659,26.0688
SKQ202012S,PWS3,B,2020-09-07T15:14:48,-147.6678,60.6665,730.0,28,252.55,4,6.0466,6.0485,3.2609,3.2614,0.0112,2.8981,1.3989,1.6912,4.496,0.0108,5.0,-0.0663,0.1667,95.9183,0.0,163.954,167.63,53.798,55.008,100.0,24.0819,32.8515,32.8549,25.8494,25.8518
SKQ202012S,PWS3,B,2020-09-07T15:16:22,-147.6678,60.6665,730.0,28,202.24,5,6.068,6.0684,3.2497,3.2502,0.0109,2.8636,1.415,1.7139,4.4296,0.0116,5.0,-0.0741,0.2262,94.5007,0.0001,165.888,169.878,54.411,55.723,100.0,23.8022,32.73,32.7354,25.7508,25.755
SKQ202012S,PWS3,B,2020-09-07T15:19:00,-147.6678,60.6665,730.0,28,151.7,6,5.9881,5.989,3.2205,3.2208,0.0116,2.7243,1.5114,1.8411,4.4615,0.0109,5.0,-0.0585,0.1975,95.183,0.0,183.242,187.035,59.891,61.133,100.0,22.6723,32.5042,32.5073,25.5823,25.5847
