Cruise,Station,Type,Date_Time,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bot. Depth [m],Cast_Number,Pressure_[dbar],Bottle_Number,Temperature_[C],Temperature2_[C],Conductivity_[S/m],Conductivity2_[S/m],Voltage0_[V],Voltage1_[V],Voltage2_[V],Voltage3_[V],Voltage4_[V],Voltage5_[V],Voltage6_[V],Voltage7_[V],Fluorescence_[mg/m3],BeamAttenuation_[1/m],BeamTransmission_[%],PAR_[umol_photons/m2/sec],Oxygen_[umol/kg],Oxygen2_[umol/kg],Altimeter_[m],SUNA,JulianDays_[days],Salinity_[psu],Salinity2_[psu],Density_[kg/m3_sigmat],Density2_[kg/m3_sigmat]
SKQ202207S,KOD3,B,2022-04-29T03:44:47,-151.1897,58.0168,80,41,10.23,15,5.3717,5.3795,3.1338,3.1342,0.6577,3.5516,1.099,3.4834,3.5329,3.3772,0.0815,1.3998,14.9016,1.1405,75.1923,1.3721,375.477,396.314,69.67,-0.8701,119.1558,32.1881,32.1851,25.4051,25.4018
SKQ202207S,KOD3,B,2022-04-29T03:46:50,-151.1897,58.0168,80,41,2.02,16,5.4199,5.4196,3.1375,3.1373,0.6662,3.5179,2.7862,3.8854,3.5833,3.4219,0.0824,1.3292,15.0971,1.1787,74.4778,72.835,380.259,401.481,77.71,-0.8585,119.1572,32.188,32.1855,25.3994,25.3975
SKQ202207S,KOD3,B,2022-04-29T03:46:56,-151.1897,58.0168,80,41,1.98,17,5.4207,5.4199,3.1376,3.1373,0.6979,3.5338,2.7877,3.8933,3.5823,3.422,0.0822,1.3316,15.8261,1.1606,74.8156,72.964,379.863,401.421,77.87,-0.8604,119.1573,32.1881,32.1854,25.3994,25.3974
SKQ202207S,KOD3,B,2022-04-29T03:47:03,-151.1897,58.0168,80,41,1.99,18,5.4194,5.4179,3.1375,3.1371,0.7116,3.5272,2.7749,3.8922,3.5872,3.4234,0.0822,1.4009,16.1419,1.1682,74.6741,70.797,381.025,401.708,77.84,-0.8614,119.1573,32.1883,32.1855,25.3997,25.3978
SKQ202207S,KOD2,B,2022-04-29T05:18:19,-151.3877,58.1327,124,42,123.98,1,5.1252,5.1243,3.1455,3.1452,0.0158,4.2825,0.0124,0.2501,2.4061,2.2953,0.079,1.083,0.1363,0.3917,90.6707,0.0,240.877,252.875,5.0,-0.9006,119.2207,32.503,32.5002,25.6821,25.68
SKQ202207S,KOD2,B,2022-04-29T05:18:27,-151.3877,58.1327,124,42,124.23,2,5.1246,5.1237,3.1455,3.1451,0.0152,4.28,0.0126,0.2427,2.4041,2.2941,0.0792,1.0815,0.1236,0.3941,90.6163,0.0,241.639,252.384,4.85,-0.8988,119.2208,32.5031,32.5003,25.6823,25.6801
SKQ202207S,KOD2,B,2022-04-29T05:18:38,-151.3877,58.1327,124,42,124.05,3,5.1249,5.1239,3.1455,3.1451,0.0159,4.2726,0.0126,0.2582,2.3997,2.2953,0.0793,1.0802,0.1391,0.401,90.4622,0.0,239.918,252.793,5.16,-0.8969,119.2209,32.5031,32.5004,25.6823,25.6802
SKQ202207S,KOD2,B,2022-04-29T05:20:53,-151.3877,58.1327,124,42,101.55,4,5.1199,5.1188,3.1437,3.1434,0.0159,4.303,0.0124,1.364,2.4117,2.3074,0.0793,1.0812,0.1397,0.3726,91.105,0.0,240.958,253.673,27.28,-0.8978,119.2225,32.4994,32.4964,25.6799,25.6776
SKQ202207S,KOD2,B,2022-04-29T05:20:59,-151.3877,58.1327,124,42,101.48,5,5.119,5.118,3.1436,3.1433,0.0159,4.3029,0.0124,1.3653,2.4101,2.3045,0.079,1.134,0.1403,0.3727,91.1029,0.0,240.24,252.92,27.31,-0.9013,119.2226,32.4988,32.4959,25.6795,25.6773
SKQ202207S,KOD2,B,2022-04-29T05:23:18,-151.3877,58.1327,124,42,75.85,6,5.0064,5.0058,3.1177,3.1174,0.0787,4.387,0.0126,2.6601,2.7717,2.6474,0.0796,1.0821,1.584,0.2954,92.8829,0.0,285.72,301.516,53.2,-0.8941,119.2242,32.3238,32.3208,25.5534,25.551
SKQ202207S,KOD2,B,2022-04-29T05:23:26,-151.3877,58.1327,124,42,75.95,7,5.0043,5.0033,3.1179,3.1175,0.0678,4.376,0.0126,2.6531,2.7682,2.6428,0.0789,1.1514,1.3329,0.3054,92.6502,0.0,285.389,300.821,53.06,-0.9019,119.2243,32.3283,32.3248,25.5571,25.5545
SKQ202207S,KOD2,B,2022-04-29T05:25:47,-151.3877,58.1327,124,42,50.6,8,5.1418,5.1408,3.1231,3.1228,0.3034,3.9207,0.0133,3.9271,3.0674,2.9207,0.0799,1.0836,6.7535,0.7449,83.0091,0.0,320.233,337.019,78.54,-0.8897,119.2259,32.2675,32.2646,25.4938,25.4916
SKQ202207S,KOD2,B,2022-04-29T05:26:12,-151.3877,58.1327,124,42,50.35,9,5.1404,5.1398,3.123,3.1227,0.3035,3.9161,0.0133,3.9481,3.0609,2.9219,0.0803,1.0801,6.7552,0.7496,82.911,0.0,320.55,337.595,78.96,-0.8847,119.2262,32.2677,32.2647,25.4941,25.4918
SKQ202207S,KOD2,B,2022-04-29T05:28:10,-151.3877,58.1327,124,42,40.36,10,5.154,5.1544,3.1234,3.1232,0.346,3.8804,0.0131,4.4611,3.0958,2.9519,0.0803,1.0836,7.7341,0.7863,82.1542,0.0,324.242,341.078,89.22,-0.8847,119.2276,32.2638,32.2612,25.4894,25.4874
SKQ202207S,KOD2,B,2022-04-29T05:28:28,-151.3877,58.1327,124,42,40.41,11,5.1496,5.1496,3.123,3.1228,0.3367,3.8739,0.0132,4.4649,3.096,2.9482,0.0798,1.2083,7.5175,0.7929,82.0185,0.0,324.653,340.717,89.3,-0.8916,119.2278,32.2642,32.2615,25.4903,25.4881
SKQ202207S,KOD2,B,2022-04-29T05:30:44,-151.3877,58.1327,124,42,30.53,12,5.2287,5.2194,3.1287,3.1278,0.4451,3.7997,0.0128,4.9546,3.1894,3.0305,0.0807,1.0824,10.0117,0.8704,80.4459,0.0,335.122,351.098,99.09,-0.8804,119.2293,32.2578,32.2555,25.4764,25.4756
SKQ202207S,KOD2,B,2022-04-29T05:30:53,-151.3877,58.1327,124,42,30.28,13,5.2278,5.2297,3.1286,3.1285,0.4094,3.7976,0.0128,4.9566,3.1947,3.0394,0.0806,1.3395,9.1916,0.8727,80.4016,0.0,335.539,352.67,99.13,-0.881,119.2294,32.2576,32.2545,25.4763,25.4736
SKQ202207S,KOD2,B,2022-04-29T05:32:46,-151.3877,58.1327,124,42,20.17,14,5.392,5.3898,3.1409,3.1405,0.601,3.6496,0.0122,4.803,3.3808,3.2282,0.0814,1.4067,13.5972,1.0316,77.2669,0.0,354.656,376.155,96.06,-0.871,119.2308,32.2442,32.2412,25.4471,25.445
SKQ202207S,KOD2,B,2022-04-29T05:33:00,-151.3877,58.1327,124,42,20.18,15,5.4078,5.4034,3.1418,3.1413,0.6016,3.6583,0.0126,5.0,3.3898,3.2253,0.0811,1.3341,13.6115,1.022,77.4521,0.0001,358.722,375.47,100.0,-0.8754,119.2309,32.2392,32.2378,25.4414,25.4408
SKQ202207S,KOD2,B,2022-04-29T05:33:11,-151.3877,58.1327,124,42,20.39,16,5.3635,5.3461,3.1384,3.1372,0.5882,3.6258,0.0123,4.4683,3.3718,3.2413,0.0814,1.3367,13.3032,1.0578,76.7639,0.0,353.257,378.014,89.37,-0.8707,119.231,32.2433,32.2465,25.4496,25.4542
SKQ202207S,KOD2,B,2022-04-29T05:35:14,-151.3877,58.1327,124,42,10.34,17,5.5209,5.521,3.1505,3.1502,0.6609,3.5855,0.2327,4.9341,3.5368,3.3728,0.0819,1.3971,14.975,1.1025,75.9101,0.0807,373.848,394.066,98.68,-0.8642,119.2325,32.234,32.2309,25.4243,25.4218
SKQ202207S,KOD2,B,2022-04-29T05:35:23,-151.3877,58.1327,124,42,10.33,18,5.5245,5.5028,3.1508,3.1487,0.7331,3.5486,0.2037,1.992,3.5354,3.3681,0.0818,1.257,16.6353,1.1439,75.1275,0.0677,373.643,393.631,39.84,-0.8667,119.2326,32.2338,32.2314,25.4237,25.4242
SKQ202207S,KOD2,B,2022-04-29T05:35:32,-151.3877,58.1327,124,42,10.29,19,5.5257,5.5261,3.1509,3.1507,0.7056,3.551,0.227,1.5344,3.5294,3.3651,0.0819,1.3337,16.0037,1.1414,75.1792,0.078,373.468,394.022,30.69,-0.8651,119.2327,32.234,32.231,25.4237,25.4212
SKQ202207S,KOD2,B,2022-04-29T05:38:02,-151.3877,58.1327,124,42,2.42,20,5.527,5.5267,3.1507,3.1504,0.6391,3.5813,1.7101,2.1312,3.5304,3.3671,0.0815,1.3382,14.4752,1.1072,75.8204,5.9955,372.975,392.461,42.62,-0.8698,119.2344,32.2339,32.2311,25.4234,25.4213
SKQ202207S,KOD2,B,2022-04-29T05:38:13,-151.3877,58.1327,124,42,2.29,21,5.5251,5.5222,3.1505,3.15,0.7138,3.5481,1.7324,0.9872,3.5286,3.3724,0.0816,1.3371,16.1911,1.1445,75.118,6.3151,372.001,393.123,19.74,-0.8692,119.2345,32.2341,32.2314,25.4238,25.422
SKQ202207S,KOD2,B,2022-04-29T05:38:27,-151.3877,58.1327,124,42,2.68,22,5.5246,5.5223,3.1505,3.15,0.6054,3.5633,1.636,0.9699,3.5416,3.3747,0.0821,1.28,13.6998,1.1274,75.4383,5.0256,374.354,394.425,19.4,-0.8629,119.2347,32.2339,32.2312,25.4237,25.4218
SKQ202207S,GEO,B,2022-04-29T19:45:27,-148.6915,59.0123,235,43,232.37,1,5.1463,5.1456,3.2668,3.2663,0.0113,4.4187,0.0125,0.5726,1.0908,1.0646,0.0847,1.0834,0.0342,0.2665,93.5552,0.0,76.381,80.898,11.45,-0.8299,119.8229,33.818,33.8132,26.7214,26.7177
SKQ202207S,GEO,B,2022-04-29T19:45:35,-148.6915,59.0123,235,43,232.32,2,5.1459,5.1456,3.2668,3.2663,0.0122,4.4218,0.0124,0.2427,1.0923,1.0647,0.0846,1.0838,0.0548,0.2636,93.6223,0.0,76.735,80.916,4.85,-0.8308,119.823,33.8181,33.8131,26.7215,26.7176
SKQ202207S,GEO,B,2022-04-29T19:47:59,-148.6915,59.0123,235,43,201.77,3,5.2816,5.2875,3.2707,3.2705,0.0122,4.5753,0.0124,1.7658,1.1959,1.1627,0.0842,1.0834,0.0554,0.1271,96.8725,0.0,88.734,94.141,35.32,-0.8358,119.8246,33.7416,33.7342,26.6452,26.6386
SKQ202207S,GEO,B,2022-04-29T19:51:02,-148.6915,59.0123,235,43,151.8,4,5.3744,5.3733,3.1864,3.1859,0.0133,4.2718,0.0122,4.2555,2.2295,2.1284,0.0804,1.0834,0.0818,0.4017,90.4448,0.0,217.949,228.268,85.11,-0.8832,119.8268,32.7131,32.7085,25.8202,25.8167
SKQ202207S,GEO,B,2022-04-29T19:53:17,-148.6915,59.0123,235,43,126.69,5,5.3679,5.3668,3.1729,3.1724,0.013,4.3889,0.0123,5.0,2.3579,2.2538,0.0805,1.1368,0.0749,0.2935,92.9246,0.0,232.954,245.469,100.0,-0.8826,119.8283,32.5785,32.5743,25.7144,25.7112
SKQ202207S,GEO,B,2022-04-29T19:55:47,-148.6915,59.0123,235,43,101.5,6,5.3237,5.3226,3.1365,3.1361,0.0165,4.4839,0.0123,1.3339,2.6395,2.5133,0.0801,1.0837,0.154,0.2078,94.9368,0.0,268.972,281.369,26.68,-0.8879,119.83,32.2197,32.2158,25.4355,25.4326
SKQ202207S,GEO,B,2022-04-29T19:58:11,-148.6915,59.0123,235,43,75.61,7,5.3269,5.3256,3.1216,3.1211,0.021,4.4805,0.0124,2.6258,2.7312,2.6058,0.0798,1.0834,0.256,0.2109,94.8635,0.0,279.263,293.832,52.52,-0.8913,119.8317,32.0594,32.0554,25.3083,25.3053
SKQ202207S,GEO,B,2022-04-29T20:00:54,-148.6915,59.0123,235,43,50.74,8,5.4786,5.4994,3.1094,3.1095,0.1248,4.2616,0.0129,3.8699,2.988,2.8488,0.0811,1.1512,2.6448,0.4114,90.2268,0.0,311.649,326.247,77.4,-0.8751,119.8336,31.7897,31.7705,25.0777,25.0602
SKQ202207S,GEO,B,2022-04-29T20:03:01,-148.6915,59.0123,235,43,40.34,9,5.4337,5.4242,3.1024,3.1014,0.0998,4.3301,0.0267,4.3839,2.944,2.7988,0.0807,1.083,2.0694,0.3475,91.6786,0.0039,306.35,319.419,87.68,-0.8801,119.8351,31.7571,31.7557,25.0571,25.057
SKQ202207S,GEO,B,2022-04-29T20:04:52,-148.6915,59.0123,235,43,30.85,10,5.5761,5.5886,3.1096,3.1101,0.1815,4.141,0.1836,4.9099,3.0909,2.9438,0.0806,1.0818,3.9486,0.5262,87.6742,0.0591,322.035,337.469,98.2,-0.8807,119.8364,31.7097,31.7032,25.0033,24.9967
SKQ202207S,GEO,B,2022-04-29T20:05:02,-148.6915,59.0123,235,43,30.39,11,5.6852,5.6653,3.1175,3.1159,0.2245,4.0647,0.1623,4.9516,3.1231,2.96,0.0807,1.1512,4.9373,0.6006,86.0583,0.0503,328.024,339.339,99.03,-0.8794,119.8365,31.696,31.6958,24.9798,24.982
SKQ202207S,GEO,B,2022-04-29T20:06:42,-148.6915,59.0123,235,43,25.06,12,5.6341,5.6413,3.1135,3.1135,0.2127,4.1296,0.4798,5.0,3.1457,2.9884,0.0812,1.0805,4.6668,0.5373,87.4315,0.2368,330.142,345.132,100.0,-0.8732,119.8376,31.7008,31.6947,24.9896,24.9839
SKQ202207S,GEO,B,2022-04-29T20:06:49,-148.6915,59.0123,235,43,25.26,13,5.6206,5.6265,3.1124,3.1127,0.2141,4.09,0.4949,5.0,3.1293,2.9835,0.0805,1.1481,4.6989,0.5758,86.5945,0.2492,322.971,340.116,100.0,-0.8829,119.8377,31.7015,31.6991,24.9917,24.9891
SKQ202207S,GEO,B,2022-04-29T20:06:55,-148.6915,59.0123,235,43,24.93,14,5.6341,5.6558,3.1136,3.1147,0.2013,4.0987,0.5319,5.0,3.1643,3.0193,0.0811,1.0814,4.4032,0.5673,86.7787,0.2823,331.619,350.051,100.0,-0.8745,119.8378,31.7023,31.6947,24.9908,24.9822
SKQ202207S,GEO,B,2022-04-29T20:08:29,-148.6915,59.0123,235,43,20.16,15,5.4307,5.4301,3.0972,3.0969,0.0925,4.3043,0.7505,5.0,3.0119,2.8721,0.0807,1.1506,1.9015,0.3714,91.133,0.5473,311.022,328.057,100.0,-0.8794,119.8389,31.7119,31.7083,25.0216,25.0188
SKQ202207S,GEO,B,2022-04-29T20:08:43,-148.6915,59.0123,235,43,20.26,16,5.4306,5.4296,3.0971,3.0967,0.0918,4.3192,0.6454,5.0,3.0187,2.8754,0.0803,1.1546,1.8854,0.3576,91.4485,0.4034,313.193,328.818,100.0,-0.8851,119.839,31.7107,31.7066,25.0207,25.0176
SKQ202207S,GEO,B,2022-04-29T20:10:58,-148.6915,59.0123,235,43,10.73,17,6.4855,6.4917,3.183,3.1823,0.6927,3.0773,1.7663,4.9911,3.856,3.6649,0.0853,1.3347,15.7069,1.7143,65.1471,6.847,404.896,425.61,99.82,-0.8227,119.8406,31.6866,31.6729,24.8757,24.8642
SKQ202207S,GEO,B,2022-04-29T20:11:08,-148.6915,59.0123,235,43,10.67,18,6.1614,6.2183,3.1557,3.1603,0.5105,3.4369,1.767,4.9912,3.6786,3.5284,0.0838,1.3363,11.5156,1.2719,72.7616,6.8394,376.981,402.975,99.82,-0.8408,119.8407,31.6864,31.684,24.9156,24.9068
SKQ202207S,GEO,B,2022-04-29T20:11:23,-148.6915,59.0123,235,43,10.54,19,6.2424,6.2646,3.1621,3.1637,0.6108,3.4171,1.7406,4.9787,3.5623,3.3912,0.0829,1.4079,13.8218,1.2951,72.3421,6.4422,381.256,400.582,99.57,-0.8523,119.8409,31.6814,31.6788,24.9018,24.897
SKQ202207S,GEO,B,2022-04-29T20:13:20,-148.6915,59.0123,235,43,2.77,20,6.6029,6.6015,3.1921,3.1916,0.6391,3.0857,3.3283,4.8465,3.8566,3.6775,0.0849,1.3333,14.4735,1.7033,65.3233,254.83,402.05,424.721,96.93,-0.827,119.8422,31.6814,31.6769,24.8568,24.8535
SKQ202207S,GEO,B,2022-04-29T20:13:25,-148.6915,59.0123,235,43,2.7,21,6.6037,6.6026,3.1922,3.1917,0.658,3.0736,3.3386,4.8358,3.8535,3.6762,0.085,1.327,14.9079,1.7189,65.0684,259.65,402.001,424.585,96.71,-0.8261,119.8423,31.6815,31.6771,24.8568,24.8534
SKQ202207S,GEO,B,2022-04-29T20:13:32,-148.6915,59.0123,235,43,2.54,22,6.6047,6.6035,3.1922,3.1917,0.6178,3.0734,3.381,5.0,3.8588,3.6743,0.0853,1.331,13.9852,1.7192,65.0631,287.02,403.428,424.161,100.0,-0.8221,119.8424,31.6814,31.6769,24.8566,24.8532
SKQ202207S,RES2.5,B,2022-04-30T19:35:51,-149.3578,60.019,292,44,289.91,1,5.9085,5.9082,3.2586,3.2582,0.0138,3.8376,0.0125,0.2508,1.5638,1.5039,0.0833,1.1438,0.0915,0.8307,81.2486,0.0,135.452,141.628,5.02,-0.8476,120.8162,32.9413,32.9366,25.9373,25.9336
SKQ202207S,RES2.5,B,2022-04-30T19:35:58,-149.3578,60.019,292,44,289.98,2,5.9088,5.9081,3.2586,3.2581,0.0125,3.8399,0.0124,0.2437,1.5633,1.5043,0.0832,1.0833,0.0634,0.8283,81.2966,0.0,135.263,141.918,4.87,-0.8479,120.8163,32.9413,32.9364,25.9373,25.9335
SKQ202207S,RES2.5,B,2022-04-30T19:38:45,-149.3578,60.019,292,44,252.25,3,5.8417,5.841,3.2466,3.246,0.011,4.2774,0.0124,2.1164,1.7272,1.6594,0.0827,1.0834,0.0273,0.3965,90.563,0.0,155.294,163.008,42.33,-0.8542,120.8182,32.8894,32.8841,25.9044,25.9003
SKQ202207S,RES2.5,B,2022-04-30T19:41:55,-149.3578,60.019,292,44,202.04,4,5.397,5.3963,3.1645,3.164,0.0128,4.3704,0.0124,4.6242,2.32,2.2135,0.0806,1.0852,0.0686,0.3105,92.5309,0.0,230.76,242.081,92.48,-0.8813,120.8204,32.4173,32.4126,25.5835,25.5799
SKQ202207S,RES2.5,B,2022-04-30T19:45:04,-149.3578,60.019,292,44,151.58,5,5.1869,5.1826,3.117,3.1162,0.0132,4.4848,0.0124,1.7083,2.5258,2.4158,0.0807,1.0829,0.0789,0.207,94.9553,0.0,256.813,271.266,34.16,-0.8794,120.8226,32.1045,32.0994,25.3597,25.3562
SKQ202207S,RES2.5,B,2022-04-30T19:47:24,-149.3578,60.019,292,44,126.35,6,4.97,4.9749,3.0739,3.0744,0.0122,4.4268,0.0123,2.9789,2.628,2.5014,0.0809,1.0838,0.0554,0.2592,93.7262,0.0,271.643,284.455,59.58,-0.8776,120.8242,31.8322,31.8335,25.1678,25.1683
SKQ202207S,RES2.5,B,2022-04-30T19:49:46,-149.3578,60.019,292,44,101.11,7,4.8752,4.874,3.0558,3.0554,0.0127,4.4419,0.0123,4.4692,2.6629,2.5374,0.0804,1.0837,0.068,0.2454,94.0476,0.0,275.843,289.353,89.38,-0.8841,120.8258,31.7278,31.7236,25.0953,25.0921
SKQ202207S,RES2.5,B,2022-04-30T19:52:07,-149.3578,60.019,292,44,75.67,8,5.0311,5.0233,3.0603,3.0595,0.0292,4.4362,0.0135,5.0,2.7827,2.6551,0.0798,1.0834,0.4469,0.2507,93.9257,0.0003,288.433,304.073,100.0,-0.8919,120.8275,31.6434,31.6413,25.0117,25.0108
SKQ202207S,RES2.5,B,2022-04-30T19:52:17,-149.3578,60.019,292,44,75.73,9,5.0295,5.0307,3.0603,3.0599,0.0252,4.4519,0.0133,5.0,2.7897,2.654,0.0804,1.083,0.3552,0.2365,94.2581,0.0002,289.586,303.866,100.0,-0.8841,120.8276,31.6449,31.6391,25.013,25.0083
SKQ202207S,RES2.5,B,2022-04-30T19:54:46,-149.3578,60.019,292,44,50.75,10,4.4214,4.4178,2.9873,2.9867,0.0195,4.477,0.4094,5.0,2.6951,2.5734,0.0802,1.1394,0.2239,0.2141,94.7896,0.1828,282.26,297.42,100.0,-0.8866,120.8293,31.3938,31.3904,24.8774,24.875
SKQ202207S,RES2.5,B,2022-04-30T19:55:00,-149.3578,60.019,292,44,50.76,11,4.4201,4.4176,2.9873,2.9867,0.0186,4.479,0.4026,4.9305,2.703,2.5738,0.0803,1.0917,0.2022,0.2122,94.8334,0.178,283.675,297.143,98.61,-0.8851,120.8295,31.3944,31.3902,24.878,24.8749
SKQ202207S,RES2.5,B,2022-04-30T19:56:47,-149.3578,60.019,292,44,40.58,12,4.2762,4.2759,2.9667,2.9665,0.0232,4.4959,0.7551,5.0,2.7287,2.6002,0.0798,1.0822,0.3071,0.1972,95.1896,0.5544,287.132,301.881,100.0,-0.8919,120.8307,31.2968,31.2947,24.8148,24.8131
SKQ202207S,RES2.5,B,2022-04-30T19:56:56,-149.3578,60.019,292,44,40.58,13,4.2765,4.2758,2.9668,2.9664,0.027,4.5014,0.7617,4.988,2.7267,2.6006,0.0799,1.1353,0.3959,0.1922,95.3078,0.5648,287.098,301.784,99.76,-0.8897,120.8308,31.2974,31.2944,24.8152,24.8129
SKQ202207S,RES2.5,B,2022-04-30T19:59:12,-149.3578,60.019,292,44,30.32,14,4.2324,4.2316,2.9533,2.9531,0.0267,4.481,1.379,4.7176,2.7913,2.6638,0.0806,1.0802,0.3879,0.2105,94.8746,2.7255,295.581,311.13,94.35,-0.8813,120.8324,31.1881,31.1856,24.7327,24.7309
SKQ202207S,RES2.5,B,2022-04-30T19:59:20,-149.3578,60.019,292,44,30.29,15,4.2324,4.2315,2.9534,2.953,0.0249,4.4776,1.3853,4.9527,2.7918,2.6637,0.0805,1.0803,0.3483,0.2135,94.8023,2.7672,295.418,311.328,99.05,-0.8826,120.8325,31.1882,31.1848,24.7328,24.7302
SKQ202207S,RES2.5,B,2022-04-30T20:01:23,-149.3578,60.019,292,44,20.62,16,4.3095,4.3089,2.9527,2.9524,0.0319,4.4639,1.8819,4.99,2.8602,2.7352,0.0798,1.089,0.5082,0.2258,94.5126,8.9431,303.851,320.689,99.8,-0.8916,120.8339,31.1129,31.1097,24.6655,24.6631
SKQ202207S,RES2.5,B,2022-04-30T20:01:30,-149.3578,60.019,292,44,20.64,17,4.309,4.3082,2.9527,2.9524,0.0293,4.4592,1.8776,4.7446,2.8608,2.7312,0.08,1.0831,0.448,0.23,94.4123,8.8547,303.798,319.787,94.89,-0.8891,120.834,31.1131,31.1103,24.6657,24.6636
SKQ202207S,RES2.5,B,2022-04-30T20:01:43,-149.3578,60.019,292,44,20.68,18,4.3063,4.3073,2.9528,2.9526,0.0252,4.4581,1.8787,4.9901,2.8671,2.7323,0.0796,1.1532,0.3546,0.231,94.3885,8.878,304.757,320.186,99.8,-0.8944,120.8341,31.1161,31.1127,24.6684,24.6656
SKQ202207S,RES2.5,B,2022-04-30T20:04:02,-149.3578,60.019,292,44,10.13,19,4.8504,4.8409,2.9818,2.9805,0.058,4.3448,2.6395,5.0,3.305,3.1518,0.0816,1.0829,1.1077,0.334,91.9895,51.761,355.421,372.722,100.0,-0.8692,120.8358,30.9455,30.9403,24.478,24.4749
SKQ202207S,RES2.5,B,2022-04-30T20:04:12,-149.3578,60.019,292,44,10.15,20,4.8553,4.8502,2.9823,2.9815,0.0627,4.3461,2.6293,4.6452,3.287,3.1508,0.0816,1.1501,1.216,0.3328,92.0174,50.558,348.811,371.282,92.9,-0.8685,120.8359,30.947,30.9432,24.4787,24.4762
SKQ202207S,RES2.5,B,2022-04-30T20:04:19,-149.3578,60.019,292,44,10.12,21,4.8374,4.834,2.9814,2.981,0.061,4.3233,2.631,4.7471,3.3099,3.165,0.0815,1.083,1.1777,0.3539,91.5335,50.754,355.36,374.625,94.94,-0.8701,120.836,30.9542,30.9527,24.4862,24.4854
SKQ202207S,RES2.5,B,2022-04-30T20:06:36,-149.3578,60.019,292,44,2.02,22,5.4837,5.5195,3.0031,3.004,0.0464,4.2927,3.3425,4.8714,3.3317,3.1794,0.0815,1.118,0.8429,0.3823,90.8854,262.02,353.145,371.647,97.43,-0.8701,120.8375,30.6081,30.5862,24.1429,24.1215
SKQ202207S,RES2.5,B,2022-04-30T20:06:43,-149.3578,60.019,292,44,1.91,23,5.5489,5.5315,3.0051,3.0043,0.047,4.2856,3.354,5.0,3.3379,3.1791,0.0816,1.0835,0.8555,0.3889,90.7372,269.05,353.509,371.449,100.0,-0.8688,120.8376,30.5717,30.5788,24.1068,24.1144
SKQ202207S,RES2.5,B,2022-04-30T20:06:51,-149.3578,60.019,292,44,1.88,24,5.5449,5.5613,3.0048,3.0051,0.0446,4.2797,3.3495,5.0,3.3369,3.1762,0.0812,1.1502,0.7999,0.3943,90.6121,266.23,354.119,370.927,100.0,-0.8732,120.8377,30.572,30.5601,24.1075,24.0963
SKQ202207S,GAK1,B,2022-05-01T19:22:26,-149.4743,59.8442,268,45,100.42,1,5.1271,5.1259,3.0723,3.0719,0.0201,4.4121,0.0125,3.035,2.7792,2.6628,0.0804,1.0832,0.2377,0.2725,93.4148,0.0,288.864,304.757,60.7,-0.8841,121.8068,31.6767,31.6738,25.0276,25.0254
SKQ202207S,GAK1,B,2022-05-01T19:24:49,-149.4743,59.8442,268,45,76.6,2,5.0906,5.0892,3.0606,3.0602,0.0248,4.435,0.0124,5.0,2.8199,2.6975,0.0802,1.152,0.3449,0.2517,93.8998,0.0,293.504,309.523,100.0,-0.8857,121.8085,31.5896,31.5857,24.9626,24.9597
SKQ202207S,GAK1,B,2022-05-01T19:29:15,-149.4743,59.8442,268,45,49.39,3,4.5706,4.5857,2.9842,2.9859,0.027,4.457,0.4457,4.7704,2.8858,2.7568,0.0809,1.1497,0.3953,0.232,94.3653,0.2094,305.187,321.885,95.41,-0.8779,121.8116,31.2166,31.222,24.7218,24.7245
SKQ202207S,GAK1,B,2022-05-01T19:30:21,-149.4743,59.8442,268,45,40.78,4,4.5844,4.5808,2.98,2.9795,0.0267,4.4458,0.8486,4.822,2.9282,2.7918,0.0802,1.0813,0.389,0.242,94.1289,0.7173,311.946,327.018,96.44,-0.8869,121.8123,31.1598,31.1574,24.6753,24.6738
SKQ202207S,GAK1,B,2022-05-01T19:32:12,-149.4743,59.8442,268,45,30.53,5,4.7001,4.6994,2.9877,2.9873,0.0307,4.4545,1.5786,4.9954,2.994,2.8574,0.0804,1.0831,0.4807,0.2342,94.3136,4.3873,318.357,334.484,99.91,-0.8844,121.8136,31.144,31.141,24.6509,24.6486
SKQ202207S,GAK1,B,2022-05-01T19:33:46,-149.4743,59.8442,268,45,25.17,6,4.6558,4.6597,2.9807,2.9811,0.0281,4.4498,1.8513,4.9901,2.993,2.8664,0.0808,1.1522,0.4216,0.2384,94.2128,8.3357,317.553,336.036,99.8,-0.8785,121.8147,31.108,31.1092,24.6269,24.6275
SKQ202207S,GAK1,B,2022-05-01T19:35:34,-149.4743,59.8442,268,45,19.94,7,4.6434,4.6393,2.9744,2.9738,0.0414,4.3947,2.1249,4.9893,3.0464,2.9095,0.0805,1.0805,0.7277,0.2883,93.0465,15.742,324.284,342.266,99.78,-0.8819,121.816,31.0493,31.0467,24.5817,24.58
SKQ202207S,GAK1,B,2022-05-01T19:37:46,-149.4743,59.8442,268,45,15.16,8,4.7358,4.7323,2.9806,2.9802,0.0739,4.3476,2.6117,5.0,3.0673,2.9329,0.0812,1.0809,1.475,0.3314,92.0491,48.547,326.167,345.064,100.0,-0.8738,121.8175,31.0368,31.0353,24.5622,24.5614
