Cruise,Station,Type,Date_Time,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bot. Depth [m],Cast_Number,Pressure_[dbar],Bottle_Number,Temperature_[C],Temperature2_[C],Conductivity_[S/m],Conductivity2_[S/m],Voltage0_[V],Voltage1_[V],Voltage2_[V],Voltage3_[V],Voltage4_[V],Voltage5_[V],Voltage6_[V],Voltage7_[V],Fluorescence_[mg/m3],BeamAttenuation_[1/m],BeamTransmission_[%],PAR_[umol_photons/m2/sec],Oxygen_[umol/kg],Oxygen2_[umol/kg],Altimeter_[m],SUNA,JulianDays_[days],Salinity_[psu],Salinity2_[psu],Density_[kg/m3_sigmat],Density2_[kg/m3_sigmat]
SKQ202207S,PWS3,B,2022-04-22T17:32:37,-147.667,60.6668,704,1,721.28,1,5.7751,5.774,3.2782,3.2776,0.011,4.4725,0.0125,0.2074,1.542,1.4638,0.0913,1.0806,0.0273,0.2181,94.6946,0.0,140.674,144.583,4.15,-0.7472,112.7308,33.0841,33.0785,26.0663,26.0621
SKQ202207S,PWS3,B,2022-04-22T17:32:45,-147.667,60.6668,704,1,721.24,2,5.7751,5.774,3.2782,3.2776,0.011,4.4803,0.0125,0.2029,1.5415,1.4632,0.0913,1.1502,0.0279,0.2111,94.8603,0.0,140.438,144.414,4.06,-0.7472,112.7309,33.084,33.0786,26.0663,26.0621
SKQ202207S,PWS3,B,2022-04-22T17:32:52,-147.667,60.6668,704,1,721.24,3,5.7752,5.774,3.2782,3.2776,0.011,4.4761,0.0125,0.2113,1.541,1.464,0.0912,1.0813,0.0284,0.2149,94.7701,0.0,140.506,144.514,4.23,-0.7485,112.7309,33.0841,33.0786,26.0663,26.0621
SKQ202207S,PWS3,B,2022-04-22T17:38:42,-147.667,60.6668,704,1,505.44,4,5.7831,5.7823,3.2661,3.2655,0.0105,4.5875,0.0123,5.0,1.5901,1.5073,0.0909,1.0808,0.0153,0.1165,97.1306,0.0,143.18,146.728,100.0,-0.7522,112.735,33.0429,33.0374,26.0328,26.0286
SKQ202207S,PWS3,B,2022-04-22T17:44:38,-147.667,60.6668,704,1,277.63,5,5.9592,5.9588,3.234,3.2335,0.0107,4.5887,0.0125,5.0,1.8069,1.7124,0.09,1.0921,0.0193,0.1154,97.1559,0.0,166.17,171.248,100.0,-0.7637,112.7391,32.6226,32.6169,25.6793,25.6749
SKQ202207S,PWS3,B,2022-04-22T17:47:34,-147.667,60.6668,704,1,252.8,6,5.8872,5.8868,3.218,3.2174,0.011,4.5337,0.0124,5.0,1.9228,1.8169,0.0897,1.149,0.0279,0.1637,95.9897,0.0,180.35,185.569,100.0,-0.7672,112.7411,32.5242,32.5187,25.6103,25.6061
SKQ202207S,PWS3,B,2022-04-22T17:50:31,-147.667,60.6668,704,1,201.9,7,5.6038,5.6028,3.163,3.1625,0.011,4.4733,0.0125,5.0,2.2168,2.0911,0.0888,1.1526,0.0273,0.2172,94.7131,0.0,217.815,224.663,100.0,-0.7781,112.7432,32.202,32.1972,25.3893,25.3857
SKQ202207S,PWS3,B,2022-04-22T17:52:55,-147.667,60.6668,704,1,151.56,8,5.3941,5.393,3.1159,3.1155,0.011,4.5267,0.0124,5.0,2.3657,2.2224,0.0883,1.1505,0.0279,0.1698,95.8429,0.0,236.666,242.959,100.0,-0.7843,112.7449,31.8945,31.8903,25.1702,25.167
SKQ202207S,PWS3,B,2022-04-22T17:55:01,-147.667,60.6668,704,1,126.05,9,5.2066,5.2205,3.0895,3.0909,0.0147,4.5125,0.0124,5.0,2.4481,2.3024,0.0883,1.0833,0.1116,0.1824,95.5427,0.0,247.24,254.846,100.0,-0.7846,112.7463,31.7853,31.7882,25.1048,25.1055
SKQ202207S,PWS3,B,2022-04-22T17:57:33,-147.667,60.6668,704,1,100.82,10,4.9799,4.9863,3.0566,3.0574,0.0147,4.5456,0.0123,5.0,2.5501,2.395,0.088,1.0806,0.1139,0.1531,96.2435,0.0,261.165,268.494,100.0,-0.7887,112.7481,31.6371,31.6398,25.0122,25.0136
SKQ202207S,PWS3,B,2022-04-22T17:59:57,-147.667,60.6668,704,1,75.87,11,4.582,4.6114,3.0077,3.0108,0.0197,4.5207,0.0124,5.0,2.628,2.4648,0.0879,1.1289,0.2285,0.1752,95.7142,0.0,273.356,281.089,100.0,-0.789,112.7497,31.4651,31.4728,24.9176,24.9207
SKQ202207S,PWS3,B,2022-04-22T18:00:21,-147.667,60.6668,704,1,75.76,12,4.5921,4.594,3.0089,3.0089,0.0195,4.5205,0.0125,5.0,2.6322,2.4712,0.0879,1.1544,0.2239,0.1754,95.7105,0.0,273.716,282.62,100.0,-0.789,112.75,31.4696,31.4667,24.9202,24.9177
SKQ202207S,PWS3,B,2022-04-22T18:02:53,-147.667,60.6668,704,1,50.63,13,4.0558,4.0561,2.9368,2.9365,0.0544,4.4538,0.0127,5.0,2.7131,2.5458,0.0881,1.1543,1.0269,0.2348,94.2983,0.0,287.761,296.583,100.0,-0.7865,112.7518,31.1518,31.1487,24.7209,24.7184
SKQ202207S,PWS3,B,2022-04-22T18:03:01,-147.667,60.6668,704,1,50.61,14,4.0559,4.0574,2.9368,2.9367,0.0546,4.4421,0.0136,4.966,2.7123,2.5448,0.0881,1.0825,1.0315,0.2453,94.0502,0.0002,287.645,296.637,99.32,-0.7871,112.7519,31.152,31.1492,24.7211,24.7187
SKQ202207S,PWS3,B,2022-04-22T18:04:55,-147.667,60.6668,704,1,40.78,15,3.9965,3.995,2.9264,2.926,0.0762,4.4328,0.0126,5.0,2.7485,2.5786,0.088,1.0814,1.5278,0.2537,93.855,0.0,292.612,302.147,100.0,-0.7884,112.7532,31.092,31.0887,24.679,24.6765
SKQ202207S,PWS3,B,2022-04-22T18:05:03,-147.667,60.6668,704,1,40.88,16,3.9968,3.9954,2.9265,2.9261,0.0718,4.4333,0.0127,5.0,2.7461,2.5783,0.0881,1.1451,1.4263,0.2533,93.8634,0.0,291.654,301.765,100.0,-0.7868,112.7533,31.0919,31.0891,24.6789,24.6768
SKQ202207S,PWS3,B,2022-04-22T18:07:00,-147.667,60.6668,704,1,30.26,17,3.9029,3.8968,2.9092,2.9039,0.1572,4.0804,0.0302,5.0,2.7819,2.6451,0.0882,1.0827,3.391,0.5852,86.3913,0.005,297.693,311.679,100.0,-0.7862,112.7546,30.9835,30.9272,24.6016,24.5574
SKQ202207S,PWS3,B,2022-04-22T18:07:14,-147.667,60.6668,704,1,30.23,18,3.8979,3.8985,2.9055,2.9043,0.2386,4.0885,0.0269,5.0,2.8098,2.6473,0.0881,1.0835,5.2628,0.5772,86.5623,0.004,302.931,311.959,100.0,-0.7865,112.7548,30.9447,30.9303,24.5711,24.5596
SKQ202207S,PWS3,B,2022-04-22T18:09:48,-147.667,60.6668,704,1,20.55,19,4.2805,4.2971,2.9285,2.9288,0.5457,3.5988,0.3045,5.0,3.3001,3.0842,0.0898,1.4169,12.3249,1.0878,76.1919,0.1173,360.71,370.596,100.0,-0.7665,112.7566,30.8586,30.8465,24.4665,24.4552
SKQ202207S,PWS3,B,2022-04-22T18:09:55,-147.667,60.6668,704,1,20.51,20,4.2814,4.3105,2.9284,2.9297,0.6016,3.5863,0.3117,5.0,3.281,3.0812,0.0899,1.3484,13.6109,1.1021,75.9254,0.1213,357.936,370.454,100.0,-0.765,112.7567,30.8567,30.8438,24.4649,24.4518
SKQ202207S,PWS3,B,2022-04-22T18:11:54,-147.667,60.6668,704,1,9.89,21,4.3647,4.3635,2.9326,2.9322,0.692,3.4203,1.6068,4.9942,3.3988,3.1773,0.0905,1.3461,15.6897,1.2914,72.4112,4.6899,371.508,383.061,99.89,-0.7572,112.758,30.8318,30.8285,24.437,24.4345
SKQ202207S,PWS3,B,2022-04-22T18:12:01,-147.667,60.6668,704,1,9.83,22,4.3643,4.363,2.9326,2.9322,0.5888,3.4311,1.6441,4.9938,3.3957,3.1778,0.0905,1.3487,13.3164,1.2788,72.6397,5.1216,371.972,383.591,99.88,-0.7572,112.7581,30.8323,30.8288,24.4374,24.4348
SKQ202207S,PWS3,B,2022-04-22T18:14:02,-147.667,60.6668,704,1,1.99,23,4.3651,4.3642,2.9323,2.9319,0.5534,3.409,3.1518,5.0,3.4009,3.184,0.0905,1.3948,12.5037,1.3046,72.1701,168.97,372.138,383.594,100.0,-0.7581,112.7595,30.832,30.8289,24.4371,24.4347
SKQ202207S,PWS3,B,2022-04-22T18:14:12,-147.667,60.6668,704,1,1.99,24,4.3651,4.3643,2.9323,2.932,0.546,3.405,3.1379,5.0,3.3999,3.1834,0.0904,1.4142,12.334,1.3092,72.0872,163.52,371.042,384.061,100.0,-0.7584,112.7596,30.8321,30.8289,24.4372,24.4347
SKQ202207S,PWS2,B,2022-04-22T20:12:25,-147.803,60.5348,728,2,101.27,1,4.9884,4.9878,3.0592,3.0588,0.0171,4.5336,0.0128,5.0,2.5398,2.3927,0.08,1.0825,0.1672,0.1638,95.9876,0.0001,259.251,268.577,100.0,-0.8894,112.8417,31.6583,31.654,25.0281,25.0248
SKQ202207S,PWS2,B,2022-04-22T20:14:52,-147.803,60.5348,728,2,75.31,2,4.5319,4.5309,3.0013,3.0009,0.0333,4.4702,0.0124,5.0,2.6243,2.4713,0.08,1.0819,0.5415,0.2201,94.6466,0.0,272.583,281.826,100.0,-0.8891,112.8434,31.4383,31.4345,24.9015,24.8986
SKQ202207S,PWS2,B,2022-04-22T20:14:59,-147.803,60.5348,728,2,75.34,3,4.5315,4.5312,3.0012,3.0009,0.0336,4.4776,0.0125,5.0,2.6314,2.4653,0.0796,1.1509,0.5466,0.2135,94.8022,0.0,274.704,281.335,100.0,-0.8941,112.8435,31.4379,31.4345,24.9013,24.8986
SKQ202207S,PWS2,B,2022-04-22T20:17:19,-147.803,60.5348,728,2,50.48,4,4.2268,4.2263,2.9586,2.9583,0.0533,4.434,0.0137,5.0,2.6942,2.5326,0.0798,1.088,1.0011,0.2526,93.8787,0.0003,283.472,293.458,100.0,-0.8919,112.8451,31.2448,31.2412,24.7783,24.7755
SKQ202207S,PWS2,B,2022-04-22T20:17:28,-147.803,60.5348,728,2,50.5,5,4.2272,4.2262,2.9586,2.9583,0.0556,4.4334,0.0158,5.0,2.6927,2.5324,0.0797,1.0838,1.0538,0.2532,93.8655,0.0009,283.421,292.981,100.0,-0.8919,112.8452,31.2443,31.2413,24.7779,24.7756
SKQ202207S,PWS2,B,2022-04-22T20:19:12,-147.803,60.5348,728,2,40.35,6,4.1315,4.1349,2.9453,2.9455,0.0606,4.4358,0.0388,5.0,2.7082,2.5449,0.0804,1.0832,1.169,0.251,93.9178,0.0075,285.905,295.124,100.0,-0.8835,112.8464,31.1849,31.1836,24.74,24.7386
SKQ202207S,PWS2,B,2022-04-22T20:21:08,-147.803,60.5348,728,2,30.16,7,3.9098,3.9089,2.9167,2.9164,0.0732,4.432,0.2859,5.0,2.7447,2.5772,0.0805,1.0836,1.459,0.2544,93.8376,0.1072,292.421,301.622,100.0,-0.8832,112.8478,31.0648,31.0621,24.6655,24.6634
SKQ202207S,PWS2,B,2022-04-22T20:21:15,-147.803,60.5348,728,2,30.21,8,3.9095,3.9093,2.9167,2.9164,0.0682,4.4207,0.2923,5.0,2.7482,2.5798,0.0802,1.1513,1.3433,0.2647,93.5974,0.1106,293.011,302.246,100.0,-0.8866,112.8479,31.0654,31.062,24.666,24.6634
SKQ202207S,PWS2,B,2022-04-22T20:23:12,-147.803,60.5348,728,2,20.27,9,3.9793,3.9792,2.9163,2.9166,0.1536,4.2877,0.7121,5.0,2.8279,2.6557,0.0803,1.126,3.3073,0.3869,90.7815,0.4906,302.5,312.29,100.0,-0.8857,112.8492,30.9996,31.0031,24.6072,24.61
SKQ202207S,PWS2,B,2022-04-22T20:25:13,-147.803,60.5348,728,2,16.02,10,4.0094,4.0058,2.9162,2.9161,0.192,4.155,1.0153,5.0,2.869,2.6899,0.0799,1.0815,4.19,0.5126,87.9708,1.11,307.429,317.079,100.0,-0.8897,112.8506,30.972,30.9743,24.5825,24.5846
SKQ202207S,PWS2,B,2022-04-22T20:27:39,-147.803,60.5348,728,2,10.33,11,4.2741,4.2719,2.9145,2.9141,0.5538,3.6015,1.7408,4.7747,3.2423,3.038,0.0812,1.3514,12.5111,1.0847,76.2489,6.4289,352.5,364.474,95.49,-0.8732,112.8523,30.7066,30.704,24.3464,24.3446
SKQ202207S,PWS2,B,2022-04-22T20:27:50,-147.803,60.5348,728,2,10.34,12,4.2791,4.2819,2.9148,2.9147,0.5267,3.6207,1.7318,4.9917,3.2444,3.0404,0.0815,1.4218,11.8881,1.0635,76.6553,6.2949,353.409,365.105,99.83,-0.8698,112.8524,30.7047,30.7011,24.3445,24.3413
SKQ202207S,PWS2,B,2022-04-22T20:28:02,-147.803,60.5348,728,2,10.36,13,4.284,4.2842,2.9152,2.9149,0.6282,3.6246,1.7192,4.992,3.2419,3.0452,0.0813,1.4193,14.2225,1.0592,76.7376,6.1106,353.499,365.174,99.84,-0.8723,112.8526,30.705,30.7015,24.3442,24.3414
SKQ202207S,PWS2,B,2022-04-22T20:28:14,-147.803,60.5348,728,2,10.35,14,4.2825,4.282,2.9151,2.9148,0.5051,3.6064,1.7044,4.9926,3.2434,3.0455,0.0816,1.4177,11.3906,1.0794,76.3528,5.9025,353.019,365.487,99.85,-0.8682,112.8527,30.7058,30.7027,24.345,24.3426
SKQ202207S,PWS2,B,2022-04-22T20:30:20,-147.803,60.5348,728,2,8.31,15,4.2806,4.2787,2.9149,2.9145,0.5166,3.64,2.0145,4.9884,3.2479,3.0385,0.0815,1.4189,11.6554,1.0423,77.0626,12.184,353.915,364.483,99.77,-0.8704,112.8542,30.7059,30.7034,24.3452,24.3434
SKQ202207S,PWS2,B,2022-04-22T20:32:29,-147.803,60.5348,728,2,4.54,16,4.2873,4.2869,2.9153,2.915,0.4612,3.6126,2.5909,4.7998,3.2518,3.0471,0.0815,1.4168,10.382,1.0725,76.4821,46.282,353.565,365.227,96.0,-0.8698,112.8557,30.7057,30.7025,24.3444,24.3419
SKQ202207S,PWS2,B,2022-04-22T20:34:29,-147.803,60.5348,728,2,2.23,17,4.29,4.2892,2.9154,2.9151,0.3859,3.6089,3.0146,5.0,3.2468,3.0438,0.0817,1.3517,8.6511,1.0765,76.4056,123.04,353.149,364.614,100.0,-0.8673,112.8571,30.7065,30.7033,24.3448,24.3424
SKQ202207S,PWS2,B,2022-04-22T20:35:53,-147.803,60.5348,728,2,1.7,18,4.2886,4.2884,2.9154,2.9151,0.3941,3.6177,3.2159,5.0,3.2526,3.0467,0.0813,1.3506,8.838,1.0668,76.5903,195.87,354.111,365.09,100.0,-0.8729,112.858,30.7073,30.704,24.3456,24.343
SKQ202207S,PWS2,B,2022-04-22T20:35:59,-147.803,60.5348,728,2,1.82,19,4.289,4.2879,2.9154,2.9151,0.4052,3.6053,3.1792,5.0,3.2516,3.0489,0.0818,1.3509,9.0947,1.0805,76.3286,179.89,353.704,365.598,100.0,-0.866,112.8581,30.7071,30.7042,24.3454,24.3432
SKQ202207S,PWS2,B,2022-04-23T00:26:57,-147.8007,60.5362,725,3,727.03,1,5.7758,5.7749,3.2786,3.278,0.0107,4.3271,0.0124,0.2338,1.5306,1.4562,0.0829,1.0818,0.0199,0.3503,91.6158,0.0,138.95,143.35,4.68,-0.8523,113.0185,33.0847,33.0792,26.0668,26.0625
SKQ202207S,PWS2,B,2022-04-23T00:27:04,-147.8007,60.5362,725,3,727.04,2,5.7759,5.7746,3.2786,3.278,0.011,4.3218,0.0124,0.2348,1.5321,1.4567,0.0827,1.1334,0.0279,0.3553,91.5024,0.0,139.542,143.47,4.7,-0.8545,113.0186,33.0848,33.0792,26.0668,26.0625
SKQ202207S,PWS2,B,2022-04-23T00:32:57,-147.8007,60.5362,725,3,505.33,3,5.7961,5.7953,3.2654,3.2648,0.0114,4.534,0.0124,5.0,1.5888,1.5086,0.0826,1.0811,0.037,0.1634,95.997,0.0,142.739,146.983,100.0,-0.8561,113.0227,33.0223,33.0166,26.0149,26.0105
SKQ202207S,PWS2,B,2022-04-23T00:33:06,-147.8007,60.5362,725,3,505.27,4,5.7963,5.7954,3.2653,3.2648,0.0104,4.538,0.0125,5.0,1.5898,1.51,0.0828,1.0812,0.0136,0.1599,96.081,0.0,143.028,147.381,100.0,-0.8539,113.0228,33.0221,33.0166,26.0147,26.0106
SKQ202207S,PWS2,B,2022-04-23T00:38:48,-147.8007,60.5362,725,3,278.06,5,5.9514,5.951,3.2295,3.229,0.011,4.5638,0.0123,5.0,1.8388,1.741,0.0813,1.0834,0.0284,0.1372,96.6277,0.0,170.012,175.196,100.0,-0.872,113.0267,32.5798,32.574,25.6465,25.6419
SKQ202207S,PWS2,B,2022-04-23T00:41:12,-147.8007,60.5362,725,3,252.63,6,5.9688,5.968,3.2216,3.2208,0.011,4.5713,0.0125,5.0,1.8996,1.7957,0.0807,1.0819,0.0273,0.1306,96.787,0.0,177.198,182.415,100.0,-0.8798,113.0284,32.4864,32.479,25.5706,25.5649
SKQ202207S,PWS2,B,2022-04-23T00:41:19,-147.8007,60.5362,725,3,252.66,7,5.9685,5.9678,3.2213,3.2207,0.011,4.5733,0.0123,5.0,1.8995,1.796,0.081,1.082,0.0279,0.1289,96.8282,0.0,177.122,182.055,100.0,-0.8763,113.0285,32.4836,32.4781,25.5684,25.5642
SKQ202207S,PWS2,B,2022-04-23T00:44:12,-147.8007,60.5362,725,3,201.58,8,5.9045,5.9044,3.1912,3.1907,0.0116,4.5708,0.0125,5.0,2.0917,1.9765,0.0806,1.0832,0.0416,0.131,96.7776,0.0,200.167,206.864,100.0,-0.8813,113.0305,32.2322,32.2269,25.3776,25.3734
SKQ202207S,PWS2,B,2022-04-23T00:47:04,-147.8007,60.5362,725,3,151.68,9,5.3834,5.3734,3.115,3.1139,0.0128,4.529,0.0123,5.0,2.3739,2.2324,0.0798,1.152,0.0692,0.1679,95.8899,0.0,237.729,244.539,100.0,-0.8907,113.0325,31.8939,31.8908,25.171,25.1697
SKQ202207S,PWS2,B,2022-04-23T00:49:22,-147.8007,60.5362,725,3,126.32,10,5.1016,5.0852,3.08,3.0778,0.0147,4.4996,0.0124,4.8421,2.4698,2.319,0.0805,1.0835,0.1116,0.1939,95.2682,0.0,251.154,257.63,96.84,-0.8826,113.0341,31.7763,31.7672,25.1092,25.1039
SKQ202207S,PWS2,B,2022-04-23T00:51:33,-147.8007,60.5362,725,3,100.82,11,4.9798,4.98,3.058,3.0574,0.0159,4.5243,0.0124,5.0,2.5363,2.3847,0.0806,1.083,0.1403,0.172,95.7907,0.0,259.344,267.353,100.0,-0.881,113.0356,31.6534,31.6462,25.0251,25.0194
SKQ202207S,PWS2,B,2022-04-23T00:54:05,-147.8007,60.5362,725,3,75.87,12,4.5997,4.5849,3.0094,3.0076,0.0356,4.4692,0.0124,5.0,2.6216,2.4612,0.0806,1.0802,0.593,0.2209,94.626,0.0,272.358,280.752,100.0,-0.8807,113.0373,31.4679,31.4608,24.918,24.914
SKQ202207S,PWS2,B,2022-04-23T00:56:37,-147.8007,60.5362,725,3,50.44,13,4.2003,4.1993,2.9558,2.9555,0.0502,4.4542,0.0124,4.4254,2.6926,2.5251,0.0802,1.1558,0.9277,0.2345,94.3067,0.0,284.268,292.48,88.51,-0.8869,113.0391,31.2373,31.2342,24.775,24.7726
SKQ202207S,PWS2,B,2022-04-23T00:58:43,-147.8007,60.5362,725,3,40.45,14,4.1628,4.1644,2.9499,2.9498,0.0546,4.4331,0.0197,5.0,2.6986,2.5314,0.0801,1.0805,1.0315,0.2534,93.8603,0.002,284.644,293.159,100.0,-0.8882,113.0406,31.2083,31.2065,24.7556,24.754
SKQ202207S,PWS2,B,2022-04-23T01:00:37,-147.8007,60.5362,725,3,30.35,15,4.0053,4.0026,2.93,2.9293,0.0689,4.4217,0.2981,4.9865,2.7215,2.5577,0.0801,1.1052,1.3587,0.2638,93.6175,0.1138,288.663,298.176,99.73,-0.8876,113.0419,31.1304,31.1254,24.7087,24.705
SKQ202207S,PWS2,B,2022-04-23T01:02:29,-147.8007,60.5362,725,3,20.14,16,3.9114,3.8836,2.9055,2.9044,0.1593,4.3534,0.7971,5.0,2.8612,2.6589,0.0804,1.1515,3.4374,0.3262,92.1726,0.6232,304.386,309.622,100.0,-0.8835,113.0432,30.9376,30.9502,24.5642,24.5769
SKQ202207S,PWS2,B,2022-04-23T01:02:38,-147.8007,60.5362,725,3,20.16,17,3.9305,3.9423,2.9077,2.9075,0.1328,4.365,0.8008,5.0,2.8745,2.6882,0.0806,1.0802,2.8305,0.3154,92.4174,0.6295,309.561,321.314,100.0,-0.881,113.0433,30.9447,30.9313,24.5681,24.5563
SKQ202207S,PWS2,B,2022-04-23T01:04:28,-147.8007,60.5362,725,3,9.98,18,4.2284,4.2248,2.9183,2.9179,0.3502,3.8996,1.7061,4.9924,3.1427,2.9418,0.0811,1.1521,7.8298,0.7666,82.5626,5.9262,340.627,351.378,99.85,-0.8754,113.0446,30.7934,30.7916,24.4198,24.4187
SKQ202207S,PWS2,B,2022-04-23T01:04:36,-147.8007,60.5362,725,3,10.06,19,4.2302,4.2286,2.9184,2.918,0.3413,3.8942,1.7095,4.992,3.1427,2.9418,0.081,1.4153,7.6247,0.7722,82.446,5.9727,340.696,351.217,99.84,-0.8766,113.0446,30.7928,30.7902,24.4191,24.4172
SKQ202207S,PWS2,B,2022-04-23T01:04:43,-147.8007,60.5362,725,3,10.03,20,4.2308,4.2299,2.9184,2.9181,0.3266,3.8854,1.6999,4.9926,3.1439,2.9415,0.0809,1.2861,7.2871,0.7811,82.2608,5.841,340.686,350.777,99.85,-0.8779,113.0447,30.7924,30.7894,24.4187,24.4164
SKQ202207S,PWS2,B,2022-04-23T01:04:52,-147.8007,60.5362,725,3,9.94,21,4.2307,4.2303,2.9184,2.9181,0.3435,3.8764,1.7086,4.5296,3.1436,2.9429,0.0811,1.2144,7.6751,0.7904,82.0708,5.9606,341.071,351.729,90.59,-0.8745,113.0448,30.7922,30.7892,24.4186,24.4162
SKQ202207S,PWS2,B,2022-04-23T01:05:02,-147.8007,60.5362,725,3,9.94,22,4.2282,4.2285,2.9181,2.9179,0.3101,3.8764,1.7168,4.9922,3.14,2.9458,0.0811,1.2138,6.906,0.7904,82.0697,6.0765,340.672,351.817,99.84,-0.8748,113.0449,30.7915,30.7885,24.4182,24.4158
SKQ202207S,PWS2,B,2022-04-23T01:07:37,-147.8007,60.5362,725,3,1.6,23,4.224,4.2245,2.9176,2.9173,0.2819,3.8801,2.8875,4.7761,3.1436,2.9451,0.0807,1.0834,6.2595,0.7866,82.1484,91.817,340.599,351.459,95.52,-0.8804,113.0467,30.7932,30.7897,24.42,24.4172
SKQ202207S,PWS2,B,2022-04-23T01:07:42,-147.8007,60.5362,725,3,1.68,24,4.2234,4.2228,2.9175,2.9172,0.2762,3.8723,2.8777,5.0,3.1405,2.947,0.0812,1.3776,6.1277,0.7948,81.9821,89.983,339.589,351.875,100.0,-0.8732,113.0468,30.7934,30.7902,24.4203,24.4177
SKQ202207S,PWS1,B,2022-04-23T04:56:19,-147.937,60.3797,356,4,348.99,1,5.8565,5.8554,3.2329,3.2323,0.011,4.481,0.0125,0.8569,1.7789,1.685,0.0814,1.0824,0.0284,0.2104,94.8756,0.0,163.991,168.619,17.14,-0.8716,113.2055,32.6748,32.6692,25.7331,25.7288
SKQ202207S,PWS1,B,2022-04-23T05:00:18,-147.937,60.3797,356,4,277.43,2,5.8587,5.8563,3.2226,3.2221,0.011,4.5125,0.0125,3.7198,1.8391,1.7399,0.0812,1.1507,0.0273,0.1824,95.5426,0.0,170.011,175.258,74.4,-0.8741,113.2083,32.5918,32.588,25.6672,25.6645
SKQ202207S,PWS1,B,2022-04-23T05:02:47,-147.937,60.3797,356,4,252.74,3,5.852,5.85,3.2103,3.2096,0.011,4.5278,0.0124,4.9531,1.9189,1.8147,0.0804,1.152,0.0267,0.1689,95.8662,0.0,179.729,185.177,99.06,-0.8841,113.21,32.4727,32.4666,25.5739,25.5693
SKQ202207S,PWS1,B,2022-04-23T05:06:02,-147.937,60.3797,356,4,202.21,4,5.6294,5.6302,3.1697,3.1694,0.0117,4.5207,0.0125,2.0412,2.1112,1.99,0.0796,1.1244,0.0434,0.1751,95.7158,0.0,203.941,209.882,40.82,-0.8944,113.2123,32.2533,32.2495,25.4268,25.4238
SKQ202207S,PWS1,B,2022-04-23T05:09:00,-147.937,60.3797,356,4,151.93,5,5.0755,5.0785,3.0838,3.0838,0.0134,4.4847,0.0124,4.3711,2.4758,2.3205,0.08,1.1395,0.0835,0.2072,94.9516,0.0,252.965,258.751,87.42,-0.8888,113.2144,31.8321,31.8292,25.1563,25.1536
SKQ202207S,PWS1,B,2022-04-23T05:11:28,-147.937,60.3797,356,4,126.34,6,4.9141,4.9046,3.0602,3.0587,0.0147,4.4646,0.0125,5.0,2.5606,2.4089,0.0799,1.1434,0.1116,0.2251,94.5278,0.0,263.056,271.532,100.0,-0.8897,113.2161,31.728,31.7201,25.0913,25.086
SKQ202207S,PWS1,B,2022-04-23T05:11:37,-147.937,60.3797,356,4,126.36,7,4.9181,4.9132,3.0608,3.0597,0.0159,4.4755,0.0125,5.0,2.5597,2.4066,0.0798,1.083,0.1386,0.2154,94.7579,0.0,263.155,271.711,100.0,-0.8913,113.2162,31.731,31.7238,25.0932,25.0881
SKQ202207S,PWS1,B,2022-04-23T05:14:15,-147.937,60.3797,356,4,101.4,8,4.7378,4.735,3.0325,3.0318,0.0177,4.4712,0.0124,4.7566,2.6603,2.4972,0.0799,1.1177,0.1827,0.2192,94.6672,0.0,276.828,285.504,95.13,-0.89,113.218,31.5899,31.5846,25.0005,24.9966
SKQ202207S,PWS1,B,2022-04-23T05:14:23,-147.937,60.3797,356,4,101.43,9,4.7364,4.7346,3.0323,3.0318,0.0183,4.4711,0.0123,5.0,2.6581,2.4956,0.0796,1.0835,0.1958,0.2193,94.6656,0.0,276.319,285.044,100.0,-0.8938,113.2181,31.5892,31.5847,25.0001,24.9967
SKQ202207S,PWS1,B,2022-04-23T05:16:58,-147.937,60.3797,356,4,75.58,10,4.5983,4.597,3.0103,3.0099,0.0238,4.4744,0.0124,5.0,2.6904,2.5301,0.0802,1.0822,0.3225,0.2163,94.7358,0.0,280.41,290.473,100.0,-0.8866,113.2199,31.4791,31.4757,24.9271,24.9245
SKQ202207S,PWS1,B,2022-04-23T05:17:08,-147.937,60.3797,356,4,75.61,11,4.6,4.6001,3.0106,3.0102,0.0233,4.4789,0.0125,5.0,2.6923,2.5319,0.0802,1.1498,0.3116,0.2124,94.8286,0.0,281.039,290.678,100.0,-0.8869,113.22,31.481,31.476,24.9284,24.9244
SKQ202207S,PWS1,B,2022-04-23T05:20:02,-147.937,60.3797,356,4,50.69,12,4.3552,4.356,2.9705,2.9703,0.0502,4.4648,0.0128,4.9966,2.7476,2.5832,0.0799,1.0823,0.9283,0.225,94.5305,0.0001,290.012,299.484,99.93,-0.8904,113.222,31.2614,31.2581,24.7789,24.7762
SKQ202207S,PWS1,B,2022-04-23T05:20:09,-147.937,60.3797,356,4,50.66,13,4.3562,4.3553,2.9706,2.9703,0.041,4.4629,0.0125,5.0,2.7504,2.5812,0.0803,1.1299,0.7168,0.2266,94.492,0.0,290.328,298.945,100.0,-0.8857,113.2221,31.262,31.2585,24.7792,24.7766
SKQ202207S,PWS1,B,2022-04-23T05:22:39,-147.937,60.3797,356,4,40.56,14,4.3054,4.3051,2.9605,2.9602,0.05,4.4526,0.0126,4.783,2.7693,2.5999,0.0803,1.0823,0.9237,0.2359,94.2735,0.0,292.55,301.739,95.66,-0.8854,113.2238,31.1968,31.1935,24.7326,24.73
