Cruise,Station,Type,Date_Time,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bot. Depth [m],Cast_Number,Pressure_[dbar],Bottle_Number,Temperature_[C],Temperature2_[C],Conductivity_[S/m],Conductivity2_[S/m],Voltage0_[V],Voltage1_[V],Voltage2_[V],Voltage3_[V],Voltage4_[V],Voltage5_[V],Voltage6_[V],Voltage7_[V],Fluorescence_[mg/m3],BeamAttenuation_[1/m],BeamTransmission_[%],PAR_[umol_photons/m2/sec],Oxygen_[umol/kg],Oxygen2_[umol/kg],OxygenPS_[%_saturation],OxygenPS2_[%_saturation],Altimeter_[m],SUNA,LISST,Salinity_[psu],Salinity2_[psu],Density_[kg/m3_sigmat],Density2_[kg/m3_sigmat]
SKQ201915S,GAK13,B,2019-07-10T07:08:11,-147.7905,58.097,2068,40,20.85,17,10.0334,10.0359,3.5478,3.5474,0.1554,1.3254,2.4795,3.0788,4.4086,0.1777,5.0,1.073,3.3922,0.2563,93.7929,0.0254,300.87,307.536,107.538,109.922,100.0,10.1715,1.073,32.3008,32.2949,24.8394,24.8344
SKQ201915S,GAK13,B,2019-07-10T07:09:56,-147.7905,58.097,2068,40,10.02,18,14.1726,14.1577,3.9173,3.9157,0.2863,0.7105,2.4669,3.0543,3.9824,0.3339,5.0,1.0762,6.5349,0.6631,84.723,0.192,271.593,280.334,105.811,109.183,100.0,5.1837,1.0762,32.2857,32.2839,24.0547,24.0564
SKQ201915S,GAK13,B,2019-07-10T07:11:36,-147.7905,58.097,2068,40,3.8,19,14.3681,14.3789,3.9357,3.9361,0.2491,0.651,2.4702,3.0554,3.9441,0.603,5.0,1.0746,5.6432,0.7018,83.9079,0.664,271.003,279.049,106.002,109.169,100.0,4.7014,1.0746,32.2932,32.2885,24.0199,24.014
SKQ201915S,GAK13,B,2019-07-10T07:11:46,-147.7905,58.097,2068,40,3.73,20,14.3768,14.3925,3.9365,3.9374,0.2505,0.5452,2.4706,3.058,3.9429,0.6084,5.0,1.1147,5.6761,0.703,83.8819,0.677,270.84,279.373,105.956,109.325,100.0,3.8435,1.1147,32.2932,32.2883,24.0181,24.011
SKQ201915S,GAK9,B,2019-07-10T16:49:51,-148.3537,58.6823,278,41,100.84,1,6.1672,6.1674,3.2866,3.2862,0.013,3.0882,1.6237,1.9701,4.5491,0.1695,3.5875,1.073,-0.0245,0.1308,96.7826,0.0182,185.88,190.686,61.275,62.857,71.75,24.4676,1.073,33.0953,33.0909,26.0269,26.0234
SKQ201915S,GAK9,B,2019-07-10T16:52:53,-148.3537,58.6823,278,41,50.43,2,6.7799,6.7819,3.2794,3.2789,0.0233,2.0277,2.1643,2.6793,4.611,0.6245,4.9405,1.0755,0.2226,0.0768,98.0993,0.716,274.587,280.81,91.372,93.442,98.81,15.8669,1.0755,32.4516,32.4445,25.4408,25.435
SKQ201915S,GAK9,B,2019-07-10T16:54:31,-148.3537,58.6823,278,41,40.66,3,7.3224,7.3302,3.3219,3.3218,0.0392,1.8098,2.248,2.7897,4.6016,0.8429,4.9036,1.1453,0.6035,0.085,97.8988,1.42,283.979,290.851,95.647,97.973,98.07,14.0995,1.1453,32.4091,32.4004,25.3348,25.3269
SKQ201915S,GAK9,B,2019-07-10T16:56:00,-148.3537,58.6823,278,41,30.52,4,8.0843,8.0874,3.3813,3.3809,0.0687,1.6896,2.2773,2.8275,4.542,1.1804,5.0,1.0836,1.3122,0.1371,96.6304,3.5,283.445,290.846,97.078,99.614,100.0,13.125,1.0836,32.341,32.334,25.174,25.168
SKQ201915S,GAK9,B,2019-07-10T16:57:29,-148.3537,58.6823,278,41,25.23,5,8.1499,8.152,3.3866,3.386,0.0654,1.6995,2.2766,2.8312,4.531,1.4012,5.0,1.0752,1.2332,0.1468,96.3976,6.07,282.325,290.581,96.836,99.666,100.0,13.205,1.0752,32.34,32.3309,25.1637,25.1562
SKQ201915S,GAK9,B,2019-07-10T16:58:57,-148.3537,58.6823,278,41,20.4,6,9.1769,9.1827,3.4699,3.4699,0.1243,1.3904,2.3556,2.9333,4.4139,1.6984,5.0,1.0754,2.647,0.2516,93.9043,12.4,288.039,296.567,101.027,104.027,100.0,10.6983,1.0754,32.2747,32.2695,24.9572,24.9522
SKQ201915S,GAK9,B,2019-07-10T17:00:28,-148.3537,58.6823,278,41,15.77,7,9.7872,9.8119,3.5217,3.5236,0.1603,1.3476,2.3948,2.9859,4.3614,1.9517,5.0,1.1464,3.5112,0.2995,92.7869,22.5,289.299,297.806,102.82,105.898,100.0,10.3509,1.1464,32.2588,32.2552,24.8471,24.8402
SKQ201915S,GAK9,B,2019-07-10T17:01:47,-148.3537,58.6823,278,41,13.34,8,10.9461,10.9376,3.621,3.6192,0.2171,0.9686,2.4613,3.0573,4.2513,2.1311,5.0,1.1428,4.8729,0.4018,90.4436,34.1,291.389,299.157,106.154,108.956,100.0,7.2774,1.1428,32.2274,32.2171,24.6267,24.6201
SKQ201915S,GAK9,B,2019-07-10T17:03:08,-148.3537,58.6823,278,41,10.4,9,11.8685,11.8213,3.6994,3.6946,0.2131,0.8676,2.4952,3.1058,4.1823,2.371,5.0,1.0728,4.7784,0.4672,88.9758,59.6,290.463,299.261,107.87,111.024,100.0,6.4579,1.0728,32.1919,32.1866,24.4333,24.4379
SKQ201915S,GAK9,B,2019-07-10T17:03:13,-148.3537,58.6823,278,41,10.44,10,11.9486,11.864,3.7061,3.6981,0.2098,0.8074,2.4972,3.1032,4.1808,2.3653,5.0,1.1432,4.6983,0.4686,88.944,58.8,289.284,297.969,107.609,110.64,100.0,5.9701,1.1432,32.1875,32.1832,24.4151,24.4274
SKQ201915S,GAK9,B,2019-07-10T17:03:31,-148.3537,58.6823,278,41,10.26,11,11.9734,11.9568,3.708,3.7061,0.2081,0.8523,2.5041,3.1093,4.1902,2.3988,4.9738,1.0744,4.6589,0.4597,89.1439,63.5,291.154,298.625,108.359,111.097,99.48,6.3344,1.0744,32.1845,32.1805,24.4081,24.4081
SKQ201915S,GAK9,B,2019-07-10T17:03:48,-148.3537,58.6823,278,41,10.33,12,12.1582,12.113,3.7226,3.7184,0.2127,0.8185,2.5057,3.1167,4.171,2.3704,5.0,1.098,4.7689,0.4781,88.7351,59.5,289.511,299.269,108.149,111.688,100.0,6.0598,1.098,32.1658,32.1646,24.3592,24.3668
SKQ201915S,GAK9,B,2019-07-10T17:05:04,-148.3537,58.6823,278,41,7.27,13,12.4989,12.4849,3.7501,3.7484,0.1866,0.7144,2.51,3.1213,4.151,2.6955,5.0,1.1315,4.1427,0.4973,88.3103,126.0,288.226,296.788,108.412,111.598,100.0,5.2159,1.1315,32.1379,32.1344,24.2732,24.2732
SKQ201915S,GAK9,B,2019-07-10T17:06:22,-148.3537,58.6823,278,41,4.18,14,12.6729,12.664,3.764,3.7627,0.1539,0.7558,2.5116,3.1259,4.1372,3.0376,5.0,1.0741,3.3587,0.5105,88.0176,278.0,287.19,296.354,108.4,111.835,100.0,5.5511,1.0741,32.1233,32.1184,24.2286,24.2265
SKQ201915S,GAK9,B,2019-07-10T17:06:31,-148.3537,58.6823,278,41,4.03,15,12.6736,12.6705,3.7641,3.7632,0.1438,0.7463,2.5107,3.1199,4.1397,3.0567,5.0,1.1417,3.1159,0.5082,88.069,290.0,287.203,295.455,108.407,111.511,100.0,5.4747,1.1417,32.1233,32.1183,24.2285,24.2252
SKQ201915S,GAK9,B,2019-07-10T17:06:41,-148.3537,58.6823,278,41,3.98,16,12.6813,12.6745,3.7647,3.7635,0.1494,0.7785,2.5089,3.1216,4.1359,3.0585,5.0,1.1407,3.2505,0.5119,87.9884,291.0,286.958,295.603,108.332,111.575,100.0,5.7358,1.1407,32.123,32.1177,24.2268,24.224
SKQ201915S,GAK9,B,2019-07-10T17:07:48,-148.3537,58.6823,278,41,3.48,17,12.8202,12.8371,3.7758,3.7766,0.139,0.7432,2.5044,3.1211,4.1286,3.1538,4.7438,1.1445,2.9999,0.5189,87.8336,364.0,285.367,294.999,108.03,111.71,94.88,5.4491,1.1445,32.1102,32.1033,24.19,24.1815
SKQ201915S,GAK9,B,2019-07-10T17:07:59,-148.3537,58.6823,278,41,3.43,18,12.8588,12.8713,3.7789,3.7793,0.1366,0.7031,2.5092,3.1236,4.1297,3.1415,5.0,1.0763,2.9425,0.5178,87.8574,353.0,285.932,295.051,108.328,111.806,100.0,5.1239,1.0763,32.107,32.1001,24.1801,24.1724
SKQ201915S,GAK9,B,2019-07-10T17:08:10,-148.3537,58.6823,278,41,3.42,19,12.8645,12.8598,3.7795,3.7785,0.138,0.7047,2.5076,3.1216,4.1284,3.3888,4.789,1.0754,2.9754,0.519,87.8299,688.0,285.377,295.304,108.13,111.877,95.78,5.1369,1.0754,32.1073,32.1024,24.1792,24.1764
SKQ201915S,GAK9,B,2019-07-10T18:45:26,-148.3468,58.6815,278,42,278.1,1,4.9974,4.9985,3.2624,3.2619,0.0128,4.1445,0.9083,1.0213,4.2819,0.127,0.5088,1.0758,-0.0275,0.3731,91.0959,0.0,69.406,72.028,22.393,23.238,10.18,33.0337,1.0758,33.895,33.888,26.7995,26.7939
SKQ201915S,GAK9,B,2019-07-10T18:45:43,-148.3468,58.6815,278,42,278.11,2,4.9976,4.9989,3.2624,3.2619,0.0135,4.1446,0.9074,1.0203,4.2768,0.127,0.2668,1.0754,-0.0107,0.3778,90.9877,0.0,69.187,71.949,22.322,23.213,5.34,33.0347,1.0755,33.895,33.8881,26.7995,26.7939
SKQ201915S,GAK9,B,2019-07-10T18:45:53,-148.3468,58.6815,278,42,277.75,3,4.9973,4.9984,3.2624,3.2619,0.0122,4.1445,0.9082,1.0214,4.2861,0.127,0.9578,1.0734,-0.043,0.3692,91.1839,0.0,69.361,72.123,22.378,23.269,19.15,33.0337,1.0734,33.8949,33.8881,26.7995,26.7939
SKQ201915S,GAK9,B,2019-07-10T18:48:10,-148.3468,58.6815,278,42,252.04,4,5.0558,5.057,3.2657,3.2652,0.0123,4.104,0.9202,1.0359,4.305,0.1267,1.5504,1.0746,-0.0412,0.3515,91.5874,0.0,71.168,73.786,22.992,23.837,31.01,32.7055,1.0746,33.887,33.8803,26.7865,26.7811
SKQ201915S,GAK9,B,2019-07-10T18:48:21,-148.3468,58.6815,278,42,252.27,5,5.0545,5.0559,3.2656,3.2651,0.0122,4.1442,0.9197,1.0359,4.3033,0.1264,1.5374,1.0755,-0.0424,0.353,91.5525,0.0,71.205,73.791,23.003,23.838,30.75,33.0313,1.0755,33.8872,33.8805,26.7868,26.7813
SKQ201915S,GAK9,B,2019-07-10T18:51:14,-148.3468,58.6815,278,42,203.24,6,5.5356,5.5369,3.3007,3.3003,0.0122,4.1442,1.0684,1.232,4.6228,0.1258,3.9476,1.0741,-0.0424,0.0665,98.3512,0.0,95.64,98.566,31.236,32.19,78.95,33.0315,1.0741,33.8285,33.8221,26.6839,26.6786
SKQ201915S,GAK9,B,2019-07-10T18:51:24,-148.3468,58.6815,278,42,202.65,7,5.5357,5.5386,3.3007,3.3004,0.0122,4.1441,1.0682,1.2325,4.6211,0.1259,3.9805,1.124,-0.0424,0.068,98.3146,0.0,95.514,98.799,31.194,32.268,79.61,33.0307,1.124,33.8285,33.8218,26.6839,26.6782
SKQ201915S,GAK9,B,2019-07-10T18:54:16,-148.3468,58.6815,278,42,151.85,8,6.102,6.0997,3.3356,3.3348,0.0122,3.8808,1.2275,1.4392,4.6356,0.127,1.6602,1.0736,-0.043,0.0554,98.6237,0.0,120.789,123.984,39.93,40.982,33.2,30.8948,1.0736,33.6817,33.6755,26.4982,26.4936
SKQ201915S,GAK9,B,2019-07-10T18:54:26,-148.3468,58.6815,278,42,151.25,9,6.1109,6.1123,3.3361,3.3357,0.0122,3.8708,1.2253,1.4359,4.637,0.127,2.523,1.1417,-0.0436,0.0542,98.6523,0.0,120.615,123.674,39.88,40.891,50.46,30.8138,1.1417,33.6797,33.6734,26.4955,26.4903
SKQ201915S,GAK9,B,2019-07-10T18:56:30,-148.3468,58.6815,278,42,126.71,10,6.0144,6.0151,3.3108,3.3103,0.0122,3.719,1.3157,1.5578,4.5792,0.1307,2.278,1.0812,-0.043,0.1045,97.4221,0.0,135.337,138.871,44.589,45.753,45.56,29.5831,1.0812,33.503,33.497,26.368,26.3631
SKQ201915S,GAK9,B,2019-07-10T18:58:35,-148.3468,58.6815,278,42,101.22,11,6.3408,6.3418,3.289,3.2884,0.0134,3.0249,1.6924,2.0485,4.5052,0.1575,3.681,1.0737,-0.0131,0.1696,95.8483,0.0079,198.86,202.809,65.749,67.052,73.62,23.9541,1.0737,32.9528,32.9459,25.8925,25.887
SKQ201915S,GAK9,B,2019-07-10T19:00:35,-148.3468,58.6815,278,42,75.74,12,6.5193,6.5091,3.2721,3.271,0.0159,2.5756,1.9718,2.4179,4.5437,0.2915,4.9807,1.143,0.0462,0.1356,96.667,0.14,245.1,249.739,81.164,82.679,99.61,20.3102,1.143,32.6063,32.6039,25.5965,25.5959
SKQ201915S,GAK9,B,2019-07-10T19:02:32,-148.3468,58.6815,278,42,50.34,13,6.7896,6.796,3.2802,3.28,0.0205,2.2672,2.1097,2.6041,4.581,0.7312,5.0,1.1029,0.155,0.1028,97.4619,1.01,265.376,271.633,88.327,90.417,100.0,17.8094,1.1029,32.4516,32.4432,25.4396,25.4321
SKQ201915S,GAK9,B,2019-07-10T19:04:08,-148.3468,58.6815,278,42,40.25,14,7.082,7.0849,3.3015,3.3012,0.0368,2.0161,2.1922,2.7107,4.5834,1.0661,5.0,1.0753,0.5467,0.1007,97.5128,2.61,276.902,283.179,92.757,94.861,100.0,15.7728,1.0753,32.4132,32.4067,25.3706,25.3651
SKQ201915S,GAK9,B,2019-07-10T19:05:50,-148.3468,58.6815,278,42,30.71,15,9.4211,9.4221,3.4958,3.4953,0.1606,1.4162,2.3998,2.9836,4.4245,1.4299,5.0,1.1433,3.5183,0.242,94.1301,6.5,293.209,301.547,103.424,106.363,100.0,10.9073,1.1433,32.3162,32.3107,24.951,24.9466
SKQ201915S,GAK9,B,2019-07-10T19:06:00,-148.3468,58.6815,278,42,30.3,16,9.6198,9.6456,3.5126,3.514,0.1701,1.4622,2.4063,2.9888,4.4266,1.4482,5.0,1.0729,3.7475,0.2401,94.1747,6.8,293.073,301.147,103.82,106.733,100.0,11.2803,1.0729,32.3096,32.3002,24.914,24.9024
SKQ201915S,GAK9,B,2019-07-10T19:07:38,-148.3468,58.6815,278,42,20.3,17,10.9877,10.9887,3.6268,3.6264,0.2153,1.1413,2.4762,3.0798,4.3042,2.0435,5.0,1.1443,4.8323,0.3522,91.5705,27.8,293.617,301.943,107.074,110.109,100.0,8.6778,1.1443,32.2454,32.2411,24.6334,24.6298
SKQ201915S,GAK9,B,2019-07-10T19:08:56,-148.3468,58.6815,278,42,15.14,18,11.5627,11.5501,3.6739,3.6723,0.2361,1.0085,2.501,3.1142,4.2144,2.4127,5.0,1.0729,5.3287,0.4366,89.6599,65.6,293.669,302.26,108.375,111.512,100.0,7.6011,1.0729,32.2076,32.2028,24.5013,24.4999
SKQ201915S,GAK9,B,2019-07-10T19:09:06,-148.3468,58.6815,278,42,15.38,19,11.5808,11.5744,3.6755,3.6743,0.2369,0.9938,2.5026,3.1119,4.2108,2.3838,5.0,1.1422,5.3478,0.44,89.5835,61.3,294.019,301.914,108.546,111.44,100.0,7.4819,1.1422,32.2077,32.2015,24.4982,24.4945
SKQ201915S,GAK9,B,2019-07-10T19:10:24,-148.3468,58.6815,278,42,10.25,20,13.1044,12.9167,3.7983,3.7842,0.1423,0.8674,2.5141,3.1197,4.0963,2.7513,5.0,1.0762,3.0782,0.5503,87.1463,144.0,286.081,295.231,108.909,111.982,100.0,6.4569,1.0762,32.0783,32.1045,24.11,24.1669
SKQ201915S,GAK9,B,2019-07-10T19:10:36,-148.3468,58.6815,278,42,10.34,21,13.1143,13.0566,3.8008,3.796,0.1352,0.707,2.5092,3.1168,4.0977,2.7502,4.9989,1.0762,2.9078,0.549,87.176,143.0,284.202,292.854,108.228,111.394,99.98,5.156,1.0762,32.0942,32.0975,24.1203,24.1342
SKQ201915S,GAK9,B,2019-07-10T19:12:39,-148.3468,58.6815,278,42,3.34,22,13.6544,13.6662,3.8467,3.8471,0.0841,0.6252,2.5037,3.1108,4.0569,3.5122,4.9675,1.0749,1.6824,0.5891,86.3064,926.0,280.236,289.194,107.881,111.352,99.35,4.4926,1.0749,32.0709,32.0643,23.9948,23.9873
SKQ201915S,GAK9,B,2019-07-10T19:12:52,-148.3468,58.6815,278,42,3.7,23,13.687,13.6884,3.8495,3.849,0.0781,0.6398,2.4997,3.1081,4.0606,3.291,5.0,1.0749,1.5383,0.5853,86.3864,498.0,278.515,288.712,107.288,111.216,100.0,4.6106,1.0749,32.0689,32.0638,23.9866,23.9824
SKQ201915S,GAK9,B,2019-07-10T19:13:04,-148.3468,58.6815,278,42,3.64,24,13.7178,13.7118,3.8521,3.8511,0.0633,0.6292,2.5034,3.1052,4.0484,3.3042,4.9937,1.0753,1.183,0.5975,86.1261,514.0,279.478,287.921,107.726,110.964,99.87,4.5243,1.0753,32.0677,32.0636,23.9795,23.9776
SKQ201915S,GAK10,B,2019-07-10T21:28:08,-148.2162,58.5405,1462,43,1451.83,1,2.5946,2.5965,3.1491,3.1488,0.0125,4.1405,0.6031,0.614,4.654,0.0,0.4861,1.144,-0.0346,0.0396,99.0135,0.0,18.826,20.313,5.754,6.209,9.72,33.0014,1.144,34.4496,34.4431,27.4817,27.4763
SKQ201915S,GAK10,B,2019-07-10T21:28:18,-148.2162,58.5405,1462,43,1451.78,2,2.5921,2.595,3.149,3.1487,0.0126,4.0929,0.6032,0.6145,4.6507,0.0,0.4883,1.1409,-0.034,0.0425,98.9435,0.0,18.833,20.337,5.756,6.216,9.77,32.6154,1.1409,34.4502,34.4434,27.4824,27.4766
SKQ201915S,GAK10,B,2019-07-10T21:37:22,-148.2162,58.5405,1462,43,1011.4,3,3.1411,3.1435,3.1691,3.1687,0.0126,4.1405,0.5815,0.5859,4.6584,0.0,5.0,1.0739,-0.0328,0.0358,99.1089,0.0,13.102,14.423,4.056,4.464,100.0,33.002,1.0739,34.3382,34.3315,27.3438,27.3383
SKQ201915S,GAK10,B,2019-07-10T21:43:10,-148.2162,58.5405,1462,43,758.15,4,3.5933,3.5936,3.1881,3.1881,0.012,4.1411,0.5942,0.6021,4.6448,0.0,5.0,1.1351,-0.0484,0.0475,98.8194,0.0,15.09,16.362,4.719,5.117,100.0,33.0066,1.1351,34.2224,34.2222,27.2084,27.2082
SKQ201915S,GAK10,B,2019-07-10T21:48:47,-148.2162,58.5405,1462,43,506.19,5,4.0978,4.0985,3.2087,3.2082,0.0125,4.1419,0.6637,0.6939,4.652,0.0,5.0,1.0737,-0.0364,0.0414,98.9705,0.0,27.566,28.962,8.717,9.157,100.0,33.0129,1.0737,34.0735,34.0673,27.0391,27.0341
SKQ201915S,GAK10,B,2019-07-10T21:54:26,-148.2162,58.5405,1462,43,253.4,6,5.0501,5.0505,3.264,3.2635,0.0129,4.1441,0.9553,1.081,4.652,0.0,5.0,1.0751,-0.0251,0.0413,98.9726,0.0,77.527,80.022,25.04,25.845,100.0,33.0303,1.0751,33.8724,33.8663,26.7755,26.7707
SKQ201915S,GAK10,B,2019-07-10T21:57:48,-148.2162,58.5405,1462,43,202.06,7,5.6153,5.6162,3.3082,3.3078,0.0124,4.1447,1.087,1.2555,4.6516,0.0,5.0,1.0731,-0.0376,0.0417,98.9636,0.0,99.013,101.838,32.399,33.322,100.0,33.0353,1.0731,33.834,33.8278,26.6786,26.6737
SKQ201915S,GAK10,B,2019-07-10T22:00:03,-148.2162,58.5405,1462,43,151.78,8,6.1907,6.198,3.3462,3.3458,0.0119,3.9747,1.2086,1.4223,4.6489,0.0012,5.0,1.0747,-0.0496,0.044,98.9058,0.0,117.509,121.668,38.935,40.316,100.0,31.6563,1.0747,33.7128,33.7017,26.5114,26.5018
SKQ201915S,GAK10,B,2019-07-10T22:01:55,-148.2162,58.5405,1462,43,125.86,9,6.0705,6.0691,3.2937,3.2929,0.0132,3.495,1.5189,1.8281,4.6522,0.0012,5.0,1.0736,-0.0197,0.0412,98.9753,0.0,171.448,175.85,56.458,57.902,100.0,27.7669,1.0736,33.2564,33.2489,26.1662,26.1605
SKQ201915S,GAK10,B,2019-07-10T22:03:39,-148.2162,58.5405,1462,43,101.13,10,6.094,6.0915,3.2667,3.2665,0.0146,3.0942,1.761,2.1528,4.653,0.0,5.0,1.1433,0.0132,0.0405,98.9928,0.0,212.218,217.527,69.759,71.501,100.0,24.5157,1.1433,32.9434,32.9437,25.9161,25.9166
SKQ201915S,GAK10,B,2019-07-10T22:06:14,-148.2162,58.5405,1462,43,75.34,11,6.3896,6.4031,3.2482,3.2484,0.024,2.2621,2.1472,2.6592,4.6305,0.0275,5.0,1.0799,0.2405,0.0599,98.5145,0.0,275.742,282.514,90.944,93.198,100.0,17.768,1.0799,32.4665,32.455,25.5027,25.492
SKQ201915S,GAK10,B,2019-07-10T22:08:15,-148.2162,58.5405,1462,43,50.41,12,7.2487,7.2834,3.3126,3.3152,0.0564,1.8606,2.2722,2.8286,4.5712,0.0,5.0,1.0725,1.0174,0.1114,97.2524,0.0,289.487,297.419,97.313,100.055,100.0,14.5115,1.0725,32.3721,32.3677,25.3157,25.3076
SKQ201915S,GAK10,B,2019-07-10T22:08:27,-148.2162,58.5405,1462,43,50.38,13,7.226,7.3818,3.311,3.3231,0.0557,1.9281,2.2689,2.8235,4.5667,0.0,5.0,1.1406,1.0018,0.1154,97.1565,0.0,288.477,295.302,96.926,99.562,100.0,15.0588,1.1406,32.3766,32.3618,25.3224,25.2895
SKQ201915S,GAK10,B,2019-07-10T22:10:02,-148.2162,58.5405,1462,43,40.22,14,8.3721,8.3958,3.4056,3.407,0.1122,1.6598,2.3524,2.9287,4.489,0.0,5.0,1.1361,2.3564,0.1841,95.502,0.0,294.203,301.556,101.405,103.989,100.0,12.8829,1.1361,32.3295,32.3224,25.1227,25.1137
SKQ201915S,GAK10,B,2019-07-10T22:11:25,-148.2162,58.5405,1462,43,30.37,15,10.3734,10.3608,3.5773,3.5755,0.1346,1.223,2.466,3.077,4.4291,0.0,5.0,1.0721,2.8946,0.2378,94.2282,0.0,296.314,305.761,106.682,110.048,100.0,9.3405,1.0721,32.2905,32.2842,24.7744,24.7717
SKQ201915S,GAK10,B,2019-07-10T22:12:44,-148.2162,58.5405,1462,43,25.08,16,12.0456,12.0309,3.7255,3.7237,0.1508,1.0723,2.4765,3.087,4.3157,0.0,5.0,1.1425,3.2828,0.3416,91.8144,0.0,286.869,296.462,107.001,110.542,100.0,8.1183,1.1425,32.2847,32.2805,24.4724,24.472
SKQ201915S,GAK10,B,2019-07-10T22:13:53,-148.2162,58.5405,1462,43,20.56,17,12.5023,12.4933,3.7665,3.7652,0.1632,0.9837,2.4823,3.0955,4.3193,0.0,5.0,1.0762,3.5811,0.3382,91.8923,0.0,284.043,294.254,106.958,110.779,100.0,7.4002,1.0762,32.2861,32.2815,24.3874,24.3856
SKQ201915S,GAK10,B,2019-07-10T22:15:32,-148.2162,58.5405,1462,43,10.01,18,14.3581,14.3601,3.9309,3.9306,0.1374,0.7001,2.5077,3.1196,4.0466,0.0,5.0,1.1405,2.9599,0.5992,86.0884,0.0,276.395,286.175,108.061,111.886,100.0,5.0993,1.1405,32.2558,32.2514,23.9931,23.9893
SKQ201915S,GAK10,B,2019-07-10T22:17:11,-148.2162,58.5405,1462,43,3.86,19,14.4295,14.3913,3.9346,3.9308,0.0732,0.6091,2.5173,3.1363,4.0218,0.0,5.0,1.1421,1.4198,0.6238,85.5603,0.0,276.969,287.921,108.423,112.622,100.0,4.3614,1.1421,32.2326,32.2298,23.9603,23.9662
SKQ201915S,GAK10,B,2019-07-10T22:17:22,-148.2162,58.5405,1462,43,4.16,20,14.3845,14.3809,3.9307,3.9299,0.0716,0.6459,2.5184,3.1358,4.011,0.0,4.6955,1.0747,1.3827,0.6345,85.3317,0.0,277.527,287.397,108.545,112.394,93.91,4.6601,1.0747,32.2344,32.2299,23.9711,23.9684
SKQ201915S,GAK11,B,2019-07-11T00:13:46,-148.0715,58.3885,1414,44,1418.94,1,2.4536,2.4548,3.1377,3.1372,0.0116,4.1414,0.6203,0.638,4.6291,0.0,0.639,1.0738,-0.0574,0.061,98.4853,0.0,22.599,24.261,6.885,7.391,12.78,33.0086,1.0738,34.4761,34.4693,27.5149,27.5094
SKQ201915S,GAK11,B,2019-07-11T00:13:59,-148.0715,58.3885,1414,44,1417.87,2,2.455,2.456,3.1377,3.1372,0.0122,4.1415,0.6204,0.638,4.6297,0.0,0.5219,1.089,-0.0418,0.0605,98.498,0.0,22.598,24.252,6.885,7.389,10.44,33.0099,1.089,34.4758,34.469,27.5146,27.509
SKQ201915S,GAK11,B,2019-07-11T00:22:30,-148.0715,58.3885,1414,44,1011.88,3,3.0289,3.0298,3.1611,3.1607,0.0122,4.1416,0.5836,0.5886,4.6574,0.0,5.0,1.0741,-0.0418,0.0367,99.0861,0.0,13.58,14.946,4.193,4.615,100.0,33.0103,1.0741,34.3608,34.3542,27.3721,27.3669
SKQ201915S,GAK11,B,2019-07-11T00:28:25,-148.0715,58.3885,1414,44,758.27,4,3.4922,3.494,3.1823,3.1819,0.0118,4.1419,0.5864,0.5922,4.6628,0.0,5.0,1.1396,-0.0532,0.032,99.2023,0.0,13.499,14.874,4.212,4.641,100.0,33.0131,1.1396,34.259,34.2522,27.2474,27.2418
SKQ201915S,GAK11,B,2019-07-11T00:34:26,-148.0715,58.3885,1414,44,505.93,5,4.0707,4.0716,3.2067,3.2062,0.0118,4.1411,0.6581,0.6873,4.6661,0.0,5.0,1.0722,-0.0538,0.0292,99.2717,0.0,26.446,28.047,8.357,8.863,100.0,33.0064,1.0722,34.0776,34.0714,27.0452,27.0401
SKQ201915S,GAK11,B,2019-07-11T00:40:17,-148.0715,58.3885,1414,44,252.93,6,4.4858,4.4868,3.2106,3.2102,0.0114,4.1444,0.9164,1.0299,4.6582,0.0,5.0,1.0737,-0.0633,0.036,99.1041,0.0,72.082,74.333,22.963,23.68,100.0,33.0331,1.0737,33.8281,33.822,26.803,26.7981
SKQ201915S,GAK11,B,2019-07-11T00:43:00,-148.0715,58.3885,1414,44,202.03,7,5.0202,5.0194,3.2444,3.2439,0.0119,4.1453,1.1344,1.3178,4.6469,0.0,5.0,1.0736,-0.0508,0.0458,98.8624,0.0,109.014,111.83,35.141,36.046,100.0,33.0402,1.0736,33.7039,33.698,26.6454,26.6409
SKQ201915S,GAK11,B,2019-07-11T00:45:20,-148.0715,58.3885,1414,44,151.37,8,6.2323,6.2367,3.3269,3.3267,0.0124,3.698,1.3581,1.6147,4.6506,0.0,5.0,1.1407,-0.0376,0.0425,98.9419,0.0,143.284,147.481,47.431,48.823,100.0,29.4129,1.1407,33.4562,33.4496,26.3036,26.2978
SKQ201915S,GAK11,B,2019-07-11T00:47:04,-148.0715,58.3885,1414,44,126.59,9,6.0653,6.0651,3.2764,3.2759,0.0126,3.2702,1.6605,2.017,4.6573,0.0,5.0,1.1398,-0.0328,0.0368,99.084,0.0,195.364,200.538,64.235,65.934,100.0,25.9436,1.1398,33.0678,33.0628,26.0179,26.014
SKQ201915S,GAK11,B,2019-07-11T00:49:01,-148.0715,58.3885,1414,44,100.91,10,6.1531,6.1533,3.2356,3.2351,0.0191,2.4241,2.0938,2.5896,4.6388,0.0,5.0,1.1379,0.1233,0.0527,98.6916,0.0,268.928,275.496,88.258,90.41,100.0,19.0813,1.1379,32.5395,32.5334,25.5899,25.5851
