Cruise,Station,Type,Date_Time,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bot. Depth [m],Cast_Number,Pressure_[dbar],Bottle_Number,Temperature_[C],Temperature2_[C],Conductivity_[S/m],Conductivity2_[S/m],Voltage0_[V],Voltage1_[V],Voltage2_[V],Voltage3_[V],Voltage4_[V],Voltage5_[V],Voltage6_[V],Voltage7_[V],Fluorescence_[mg/m3],BeamAttenuation_[1/m],BeamTransmission_[%],PAR_[umol_photons/m2/sec],Oxygen_[umol/kg],Oxygen2_[umol/kg],OxygenPS_[%_saturation],OxygenPS2_[%_saturation],Altimeter_[m],SUNA,LISST,Salinity_[psu],Salinity2_[psu],Density_[kg/m3_sigmat],Density2_[kg/m3_sigmat]
SKQ201915S,RES2.5,B,2019-06-29T18:11:55,-149.3577,60.0247,293,1,291.46,1,6.3137,6.3121,3.3157,3.3151,0.0118,3.1856,1.4224,1.6711,3.8649,0.127,0.2774,1.0761,-0.0538,0.783,82.2211,0.0,156.758,156.648,51.884,51.844,5.55,25.2576,1.0761,33.1835,33.1789,26.078,26.0746
SKQ201915S,RES2.5,B,2019-06-29T18:17:13,-149.3577,60.0247,293,1,252.68,2,6.3334,6.3347,3.3126,3.312,0.0116,3.1675,1.4576,1.7155,4.2787,0.127,2.1985,1.1343,-0.0574,0.3761,91.0269,0.0,162.047,161.827,53.646,53.571,43.97,25.11,1.1343,33.149,33.141,26.0483,26.0418
SKQ201915S,RES2.5,B,2019-06-29T18:22:44,-149.3577,60.0247,293,1,201.99,3,6.3717,6.3728,3.3085,3.3079,0.0116,3.2003,1.4527,1.7093,4.2456,0.127,4.7138,1.1305,-0.0574,0.4071,90.3243,0.0,159.851,160.316,52.943,53.095,94.28,25.3764,1.1305,33.0912,33.0832,25.9978,25.9913
SKQ201915S,RES2.5,B,2019-06-29T18:26:51,-149.3577,60.0247,293,1,151.48,4,6.4971,6.4988,3.283,3.2826,0.0116,2.7314,1.7431,2.0668,4.4157,0.127,2.2594,1.0747,-0.0568,0.2499,93.943,0.0,208.045,205.044,68.912,67.918,45.19,21.5735,1.0747,32.7117,32.706,25.6824,25.6777
SKQ201915S,RES2.5,B,2019-06-29T18:29:19,-149.3577,60.0247,293,1,126.19,5,6.4586,6.4597,3.2566,3.2565,0.0116,2.5064,1.9065,2.2841,4.4438,0.127,3.069,1.0759,-0.0579,0.2246,94.5411,0.0,237.656,234.594,78.509,77.498,61.38,19.7492,1.0759,32.4689,32.4669,25.4958,25.4941
SKQ201915S,RES2.5,B,2019-06-29T18:31:45,-149.3577,60.0247,293,1,100.9,6,6.422,6.4244,3.2363,3.2358,0.0115,2.3219,2.0038,2.4063,4.4463,0.1279,4.5006,1.0755,-0.0597,0.2223,94.5941,0.0,252.223,250.238,83.142,82.488,90.01,18.2528,1.0755,32.2919,32.284,25.361,25.3544
SKQ201915S,RES2.5,B,2019-06-29T18:34:06,-149.3577,60.0247,293,1,75.49,7,6.5098,6.5085,3.2241,3.2222,0.0115,2.254,2.0527,2.4724,4.4757,0.1367,5.0,1.1187,-0.0597,0.196,95.2188,0.0,259.25,257.395,85.502,84.876,100.0,17.7021,1.1187,32.0859,32.0663,25.1874,25.1721
SKQ201915S,RES2.5,B,2019-06-29T18:36:17,-149.3577,60.0247,293,1,50.2,8,6.7732,6.7803,3.1992,3.1984,0.0151,1.9897,2.1063,2.541,4.4758,0.2271,5.0,1.0744,0.0258,0.1959,95.2209,0.0716,266.765,264.754,88.188,87.528,100.0,15.5587,1.0744,31.5798,31.5645,24.755,24.7421
SKQ201915S,RES2.5,B,2019-06-29T18:37:50,-149.3577,60.0247,293,1,40.36,9,7.0888,7.1096,3.2128,3.213,0.0216,1.6722,2.1587,2.6112,4.5106,0.3614,5.0,1.0759,0.1807,0.1649,95.9617,0.228,273.056,271.864,90.833,90.469,100.0,12.9835,1.0759,31.4428,31.4265,24.6061,24.5905
SKQ201915S,RES2.5,B,2019-06-29T18:39:25,-149.3577,60.0247,293,1,30.06,10,7.1219,7.0928,3.2005,3.2006,0.0232,1.31,2.2024,2.6532,4.511,0.6845,5.0,1.073,0.2196,0.1645,95.9712,0.875,279.611,276.272,92.977,91.823,100.0,10.0458,1.073,31.2846,31.3118,24.4773,24.5025
SKQ201915S,RES2.5,B,2019-06-29T18:40:57,-149.3577,60.0247,293,1,20.13,11,8.4474,8.382,3.2864,3.2816,0.4748,0.7521,2.4853,2.9982,3.6909,1.4711,5.0,1.076,11.0597,0.9674,78.5186,7.19,317.341,313.525,108.527,107.071,100.0,5.522,1.076,31.0194,31.0268,24.0851,24.1004
SKQ201915S,RES2.5,B,2019-06-29T18:42:26,-149.3577,60.0247,293,1,10.01,12,9.1523,9.1626,3.3318,3.3331,0.1202,0.5613,2.6565,3.2632,4.0025,2.7236,5.0,1.1339,2.5484,0.643,85.1493,135.0,338.166,338.726,117.355,117.58,100.0,3.9736,1.1339,30.8786,30.8829,23.8695,23.8713
SKQ201915S,RES2.5,B,2019-06-29T18:45:55,-149.3577,60.0247,293,1,3.24,13,15.7588,15.7593,3.0386,3.0397,0.0394,0.4988,2.6085,3.1738,3.8826,3.9533,5.0,1.3108,0.6101,0.7647,82.5986,2290.0,298.378,300.2,112.861,113.558,100.0,3.4676,1.3108,23.4,23.4088,16.8969,16.9035
SKQ201915S,GAK1,B,2019-06-29T21:00:54,-149.4658,59.8452,270,2,268.26,1,6.1665,6.1655,3.3197,3.3195,0.013,3.5077,1.2956,1.512,3.6626,0.1282,0.2408,1.2745,-0.0233,0.9981,77.9168,0.0,134.236,135.67,44.344,44.816,4.82,27.87,1.2746,33.3837,33.3822,26.2547,26.2536
SKQ201915S,GAK1,B,2019-06-29T21:01:21,-149.4658,59.8452,270,2,268.39,2,6.1568,6.1583,3.3212,3.3205,0.0127,3.5163,1.2987,1.51,3.5192,0.1282,0.5683,1.2753,-0.031,1.158,74.8639,0.0,134.839,135.106,44.542,44.629,11.37,27.9387,1.2753,33.4093,33.4004,26.2761,26.2689
SKQ201915S,GAK1,B,2019-06-29T21:03:08,-149.4658,59.8452,270,2,252.15,3,6.1661,6.1673,3.3179,3.3172,0.0122,3.5039,1.3144,1.5286,3.8435,0.1271,1.034,1.1422,-0.0442,0.8053,81.7661,0.0,137.381,137.665,45.378,45.471,20.68,27.8388,1.1423,33.3712,33.3628,26.2448,26.2381
SKQ201915S,GAK1,B,2019-06-29T21:06:23,-149.4658,59.8452,270,2,201.75,4,6.2611,6.2571,3.3126,3.312,0.0116,3.4062,1.4307,1.674,4.2881,0.127,3.5369,1.1395,-0.0574,0.3673,91.2274,0.0,156.395,155.511,51.724,51.426,70.74,27.046,1.1395,33.2443,33.2417,26.1327,26.1312
SKQ201915S,GAK1,B,2019-06-29T21:08:51,-149.4658,59.8452,270,2,150.9,5,6.4729,6.4762,3.288,3.2854,0.0124,2.8335,1.7575,2.104,4.4213,0.127,4.7623,1.076,-0.0382,0.245,94.0617,0.0,210.729,210.734,69.802,69.793,95.25,22.4021,1.076,32.7904,32.7592,25.7476,25.7225
SKQ201915S,GAK1,B,2019-06-29T21:11:17,-149.4658,59.8452,270,2,126.22,6,6.5748,6.5753,3.2728,3.2724,0.0135,2.4181,1.9878,2.3892,4.4549,0.1271,2.6246,1.0729,-0.0125,0.2146,94.7766,0.0,248.714,247.042,82.425,81.868,52.49,19.0324,1.0729,32.5378,32.5323,25.5353,25.5309
SKQ201915S,GAK1,B,2019-06-29T21:13:43,-149.4658,59.8452,270,2,100.88,7,6.4446,6.4332,3.2368,3.2349,0.0114,2.3849,2.0091,2.4236,4.3646,0.1292,5.0,1.1438,-0.0627,0.2965,92.8564,0.0,253.12,252.435,83.472,83.217,100.0,18.7639,1.1439,32.2761,32.2654,25.3456,25.3386
SKQ201915S,GAK1,B,2019-06-29T21:15:19,-149.4658,59.8452,270,2,75.3,8,6.6581,6.654,3.2313,3.2298,0.0126,2.2552,2.0623,2.4938,4.4811,0.1465,5.0,1.0743,-0.0328,0.1911,95.3344,0.0,259.85,259.867,85.957,85.946,100.0,17.7114,1.0743,32.0262,32.014,25.1215,25.1124
SKQ201915S,GAK1,B,2019-06-29T21:17:09,-149.4658,59.8452,270,2,50.16,9,7.9896,8.1483,3.3268,3.3395,0.0194,1.8312,2.1745,2.6284,4.5193,0.3162,5.0,1.1453,0.1293,0.1571,96.1484,0.17,269.28,267.613,91.695,91.447,100.0,14.2735,1.1453,31.8406,31.8311,24.795,24.7647
SKQ201915S,GAK1,B,2019-06-29T21:17:19,-149.4658,59.8452,270,2,50.2,10,8.1364,8.1231,3.343,3.3404,0.0197,1.8727,2.1813,2.6298,4.5147,0.3169,5.0,1.0749,0.1377,0.1612,96.0508,0.17,269.402,267.869,92.066,91.505,100.0,14.6093,1.0749,31.8787,31.8639,24.8038,24.7941
SKQ201915S,GAK1,B,2019-06-29T21:18:55,-149.4658,59.8452,270,2,39.99,11,8.1261,8.1413,3.3258,3.3263,0.021,1.5402,2.1765,2.6296,4.5185,0.5461,5.0,1.0737,0.1664,0.1579,96.1304,0.538,268.276,267.65,91.548,91.36,100.0,11.9131,1.0737,31.7106,31.7021,24.6734,24.6646
SKQ201915S,GAK1,B,2019-06-29T21:19:03,-149.4658,59.8452,270,2,39.86,12,8.1153,8.1008,3.3272,3.3258,0.0202,1.6206,2.1797,2.6348,4.5132,0.5446,5.0,1.0741,0.149,0.1625,96.018,0.535,269.057,267.928,91.809,91.392,100.0,12.565,1.0741,31.7358,31.7336,24.6947,24.6951
SKQ201915S,GAK1,B,2019-06-29T21:20:32,-149.4658,59.8452,270,2,30.07,13,7.8908,7.8707,3.2765,3.2783,0.0414,1.2874,2.1924,2.6542,4.486,0.966,4.8947,1.094,0.6573,0.1867,95.4399,2.0,272.602,272.247,92.326,92.189,97.89,9.8625,1.094,31.4048,31.4422,24.467,24.4992
SKQ201915S,GAK1,B,2019-06-29T21:20:40,-149.4658,59.8452,270,2,30.12,14,8.0133,7.9981,3.2876,3.287,0.0458,1.2418,2.1971,2.6579,4.502,0.9667,5.0,1.1416,0.7632,0.1725,95.7798,2.0,272.849,272.202,92.671,92.424,100.0,9.4927,1.1416,31.4128,31.42,24.4559,24.4637
SKQ201915S,GAK1,B,2019-06-29T21:22:28,-149.4658,59.8452,270,2,19.92,15,9.5923,9.593,3.4053,3.405,0.5874,0.8255,2.4312,2.9491,3.9317,2.0006,4.9997,1.1431,13.7617,0.7144,83.6438,25.2,299.941,297.913,105.379,104.665,100.0,6.1172,1.1431,31.2446,31.24,24.0867,24.083
SKQ201915S,GAK1,B,2019-06-29T21:22:36,-149.4658,59.8452,270,2,19.96,16,9.5924,9.5899,3.4054,3.4048,0.4754,0.8664,2.424,2.9441,3.9754,1.9884,4.9998,1.1424,11.0734,0.6702,84.5745,24.5,296.994,296.82,104.345,104.274,100.0,6.4482,1.1424,31.2452,31.2409,24.0872,24.0842
SKQ201915S,GAK1,B,2019-06-29T21:24:15,-149.4658,59.8452,270,2,9.86,17,11.043,11.1227,3.4832,3.4861,0.0341,0.6176,2.7155,3.3118,4.3174,3.1443,4.9998,1.1464,0.4827,0.34,91.851,355.0,331.844,331.684,119.908,120.021,100.0,4.431,1.1464,30.7888,30.7497,23.4908,23.4467
SKQ201915S,GAK1,B,2019-06-29T21:24:23,-149.4658,59.8452,270,2,9.79,18,10.8361,11.0737,3.4735,3.4822,0.034,0.619,2.7181,3.3151,4.3133,3.1538,4.9999,1.0759,0.4797,0.3437,91.7651,363.0,333.732,331.135,120.125,119.699,100.0,4.4425,1.0759,30.8665,30.7526,23.5869,23.4574
SKQ201915S,GAK1,B,2019-06-29T21:24:30,-149.4658,59.8452,270,2,9.83,19,10.9534,11.1096,3.4751,3.4871,0.0336,0.6009,2.7143,3.3173,4.3159,3.1492,4.9998,1.1393,0.4713,0.3414,91.8197,359.0,332.431,333.034,119.886,120.494,100.0,4.2952,1.1393,30.7842,30.7711,23.5027,23.4656
SKQ201915S,GAK1,B,2019-06-29T21:24:37,-149.4658,59.8452,270,2,9.86,20,11.1011,11.1358,3.4887,3.4879,0.0344,0.6539,2.7207,3.3199,4.3129,3.1429,4.7967,1.076,0.4899,0.3442,91.7539,354.0,332.74,332.193,120.385,120.245,95.93,4.7252,1.0761,30.7933,30.7572,23.4843,23.4502
SKQ201915S,GAK1,B,2019-06-29T21:26:18,-149.4658,59.8452,270,2,3.11,21,15.0031,14.998,3.2256,3.2226,0.0257,0.5331,2.5837,3.124,4.179,4.092,5.0,1.265,0.2806,0.4703,88.9063,3150.0,296.142,296.117,111.919,111.88,100.0,3.7451,1.265,25.4783,25.4551,18.6449,18.6281
SKQ201915S,GAK1,B,2019-06-29T21:26:27,-149.4658,59.8452,270,2,3.13,22,15.003,15.0114,3.2395,3.2419,0.0266,0.5318,2.583,3.131,4.1872,4.093,5.0,1.3821,0.3027,0.4626,89.0797,3160.0,295.882,297.382,111.914,112.513,100.0,3.7352,1.3821,25.5992,25.6153,18.7378,18.7484
SKQ201915S,GAK1,B,2019-06-29T21:26:34,-149.4658,59.8452,270,2,3.22,23,15.0725,15.0585,3.272,3.2591,0.027,0.6234,2.5865,3.1281,4.1843,4.051,4.7732,1.192,0.3117,0.4653,89.0187,2900.0,295.536,296.597,112.123,112.414,95.47,4.4776,1.192,25.8374,25.7338,18.9065,18.8299
SKQ201915S,PWS2,B,2019-06-30T18:23:53,-147.804,60.5348,738,3,731.68,1,6.1907,6.1913,3.3268,3.3262,0.0117,3.4419,1.2699,1.4757,4.1144,0.127,0.8932,1.0758,-0.055,0.5328,87.5303,0.0,138.382,138.735,45.683,45.798,17.87,27.3356,1.0759,33.2172,33.2095,26.1202,26.1141
SKQ201915S,PWS2,B,2019-06-30T18:31:19,-147.804,60.5348,738,3,505.12,2,6.28,6.2811,3.3246,3.324,0.0117,3.3821,1.3542,1.5807,4.2841,0.127,5.0,1.1453,-0.055,0.371,91.142,0.0,149.135,149.198,49.334,49.353,100.0,26.8508,1.1453,33.2129,33.2054,26.1055,26.0995
SKQ201915S,PWS2,B,2019-06-30T18:31:35,-147.804,60.5348,738,3,505.13,3,6.2787,6.2806,3.3245,3.324,0.0115,3.3461,1.3542,1.5827,4.2886,0.127,5.0,1.0755,-0.0597,0.3668,91.2375,0.0,149.083,149.807,49.315,49.554,100.0,26.5588,1.0755,33.213,33.2053,26.1058,26.0995
SKQ201915S,PWS2,B,2019-06-30T18:31:47,-147.804,60.5348,738,3,505.14,4,6.2797,6.2807,3.3246,3.324,0.0118,3.351,1.3541,1.5833,4.2859,0.127,5.0,1.076,-0.0532,0.3694,91.1796,0.0,149.168,150.177,49.344,49.676,100.0,26.599,1.0761,33.2131,33.2053,26.1057,26.0994
SKQ201915S,PWS2,B,2019-06-30T18:31:53,-147.804,60.5348,738,3,505.14,5,6.2797,6.2812,3.3246,3.324,0.0118,3.3834,1.3544,1.5824,4.2787,0.127,5.0,1.0762,-0.0538,0.3761,91.0275,0.0,149.204,149.117,49.356,49.326,100.0,26.8615,1.0762,33.2132,33.2054,26.1058,26.0994
SKQ201915S,PWS2,B,2019-06-30T18:32:00,-147.804,60.5348,738,3,505.13,6,6.2798,6.2812,3.3246,3.324,0.012,3.3729,1.3542,1.583,4.2876,0.127,5.0,1.1445,-0.049,0.3677,91.2179,0.0,149.206,149.707,49.357,49.522,100.0,26.7762,1.1445,33.2131,33.2055,26.1057,26.0995
SKQ201915S,PWS2,B,2019-06-30T18:32:10,-147.804,60.5348,738,3,505.13,7,6.2785,6.2806,3.3245,3.3239,0.0117,3.3598,1.3541,1.58,4.2825,0.127,5.0,1.0735,-0.055,0.3725,91.1081,0.0,149.042,148.998,49.301,49.286,100.0,26.67,1.0735,33.2131,33.2053,26.1058,26.0994
SKQ201915S,PWS2,B,2019-06-30T18:38:50,-147.804,60.5348,738,3,252.3,8,6.4044,6.4051,3.2995,3.2989,0.0118,3.0694,1.5561,1.8364,4.4419,0.127,5.0,1.1422,-0.0526,0.2263,94.4998,0.0,179.073,178.611,59.286,59.131,100.0,24.3152,1.1422,32.9358,32.9281,25.871,25.8649
SKQ201915S,PWS2,B,2019-06-30T18:39:00,-147.804,60.5348,738,3,252.3,9,6.4044,6.4054,3.2995,3.2989,0.0116,3.1082,1.5554,1.8367,4.4444,0.127,5.0,1.14,-0.0568,0.224,94.5544,0.0,179.14,178.502,59.308,59.095,100.0,24.6295,1.14,32.9357,32.928,25.8709,25.8648
SKQ201915S,PWS2,B,2019-06-30T18:42:01,-147.804,60.5348,738,3,201.96,10,6.4084,6.4086,3.2873,3.2873,0.0114,2.9695,1.5689,1.8494,4.479,0.127,5.0,1.1457,-0.0627,0.1929,95.2909,0.0,180.201,179.027,59.615,59.226,100.0,23.5048,1.1457,32.8206,32.8204,25.7796,25.7794
SKQ201915S,PWS2,B,2019-06-30T18:42:08,-147.804,60.5348,738,3,201.96,11,6.4092,6.4094,3.2873,3.287,0.0109,3.0539,1.5686,1.852,4.4719,0.127,5.0,1.1145,-0.0759,0.1993,95.1393,0.0,180.014,179.724,59.553,59.456,100.0,24.1891,1.1145,32.8192,32.8163,25.7784,25.7761
SKQ201915S,PWS2,B,2019-06-30T18:45:22,-147.804,60.5348,738,3,151.42,12,6.4612,6.4622,3.2704,3.2697,0.0115,2.9332,1.6369,1.9431,4.5335,0.127,5.0,1.1402,-0.0591,0.1445,96.4506,0.0,190.578,190.234,63.025,62.909,100.0,23.21,1.1402,32.6068,32.5989,25.6043,25.598
SKQ201915S,PWS2,B,2019-06-30T18:48:26,-147.804,60.5348,738,3,126.16,13,6.4957,6.4967,3.2576,3.257,0.0115,2.7797,1.7217,2.0506,4.5494,0.1277,5.0,1.1421,-0.0597,0.1305,96.7895,0.0,204.461,204.064,67.59,67.456,100.0,21.9657,1.1421,32.4451,32.4375,25.4724,25.4663
SKQ201915S,PWS2,B,2019-06-30T18:51:50,-147.804,60.5348,738,3,100.92,14,6.4247,6.4258,3.2331,3.2324,0.0119,2.4548,1.8227,2.1808,4.5336,0.1306,5.0,1.0757,-0.0508,0.1445,96.4523,0.0,221.63,220.858,73.041,72.784,100.0,19.3303,1.0757,32.2531,32.2453,25.33,25.3237
SKQ201915S,PWS2,B,2019-06-30T18:51:59,-147.804,60.5348,738,3,100.92,15,6.4245,6.4257,3.2331,3.2325,0.0115,2.5796,1.824,2.1824,4.5351,0.1306,5.0,1.076,-0.0597,0.1432,96.4841,0.0,221.739,220.93,73.077,72.808,100.0,20.3426,1.076,32.2536,32.2456,25.3304,25.3239
SKQ201915S,PWS2,B,2019-06-30T18:54:33,-147.804,60.5348,738,3,75.55,16,6.3641,6.3651,3.2014,3.2008,0.0173,2.3761,1.925,2.313,4.5172,0.1538,5.0,1.095,0.0797,0.159,96.1022,0.0049,238.933,238.279,78.47,78.253,100.0,18.6923,1.095,31.9723,31.9649,25.1162,25.1102
SKQ201915S,PWS2,B,2019-06-30T18:56:59,-147.804,60.5348,738,3,50.39,17,6.5352,6.5371,3.1842,3.1835,0.0306,2.0927,2.033,2.451,4.5338,0.3651,5.0,1.0729,0.399,0.1443,96.4565,0.233,256.087,254.839,84.228,83.816,100.0,16.3936,1.0729,31.6352,31.6259,24.829,24.8214
SKQ201915S,PWS2,B,2019-06-30T18:58:42,-147.804,60.5348,738,3,40.49,18,6.6804,6.6816,3.1806,3.18,0.0513,1.858,2.0856,2.5148,4.5033,0.6594,5.0,1.126,0.8948,0.1713,95.8079,0.806,263.691,261.897,86.913,86.319,100.0,14.4905,1.126,31.4665,31.4587,24.6777,24.6714
SKQ201915S,PWS2,B,2019-06-30T19:00:59,-147.804,60.5348,738,3,30.21,19,7.1794,7.1668,3.1928,3.1913,0.2662,1.5721,2.3535,2.8494,4.1792,1.3175,5.0,1.0744,6.0541,0.4702,88.9106,4.94,304.68,303.622,101.345,100.961,100.0,12.1719,1.0744,31.1492,31.1449,24.3633,24.3615
SKQ201915S,PWS2,B,2019-06-30T19:02:56,-147.804,60.5348,738,3,20.11,20,8.0097,8.1294,3.2438,3.2481,0.2014,0.6265,2.6667,3.2609,3.9995,2.2578,5.0,1.3394,4.4974,0.6461,85.0857,45.8,350.907,347.32,118.779,117.83,100.0,4.5029,1.3394,30.9578,30.8971,24.0996,24.035
SKQ201915S,PWS2,B,2019-06-30T19:04:49,-147.804,60.5348,738,3,10.02,21,11.58,11.6015,3.4605,3.4614,0.0554,0.6845,2.7133,3.3053,3.9954,3.1698,5.0,1.4098,0.9929,0.6501,84.9998,377.0,329.331,328.246,119.799,119.451,100.0,4.9734,1.4098,30.1246,30.1155,22.8809,22.87
SKQ201915S,PWS2,B,2019-06-30T19:04:58,-147.804,60.5348,738,3,10.02,22,11.6001,11.6036,3.4615,3.4616,0.0549,0.5391,2.7107,3.3048,3.9907,3.1715,4.9988,1.4107,0.9821,0.6548,84.8996,378.0,328.589,328.829,119.575,119.669,99.98,3.794,1.4108,30.1178,30.1154,22.8721,22.8696
SKQ201915S,PWS2,B,2019-06-30T19:08:11,-147.804,60.5348,738,3,3.13,23,14.5937,14.6098,3.6148,3.6141,0.026,0.5807,2.6867,3.2703,4.084,4.1931,5.0,1.3414,0.2878,0.5623,86.8854,3980.0,305.357,307.664,117.443,118.354,100.0,4.1317,1.3414,29.2082,29.1905,21.596,21.5791
SKQ201915S,PWS2,B,2019-06-30T19:08:25,-147.804,60.5348,738,3,3.13,24,14.6246,14.5527,3.6156,3.6127,0.027,0.6066,2.6898,3.2659,4.0881,4.1929,4.9863,1.0753,0.3117,0.5584,86.9714,3980.0,306.367,307.041,117.892,118.004,99.73,4.3418,1.0753,29.1924,29.2202,21.5775,21.6137
SKQ201915S,PWS2,B,2019-06-30T20:55:37,-147.8043,60.5347,735,4,49.94,1,6.5671,6.5657,3.1812,3.1803,0.0278,1.9103,2.0628,2.486,4.5353,0.4525,5.0,1.0749,0.3308,0.143,96.4878,0.364,260.895,259.487,85.833,85.362,100.0,14.9145,1.0749,31.5722,31.5636,24.7753,24.7687
SKQ201915S,PWS2,B,2019-06-30T20:55:47,-147.8043,60.5347,735,4,49.94,2,6.565,6.5653,3.1809,3.1802,0.0287,1.8037,2.0614,2.4862,4.5295,0.4518,5.0,1.0748,0.3524,0.1481,96.3637,0.363,260.424,259.445,85.674,85.347,100.0,14.0502,1.0749,31.5715,31.5633,24.775,24.7685
SKQ201915S,PWS2,B,2019-06-30T20:57:58,-147.8043,60.5347,735,4,40.48,3,6.6698,6.6749,3.1812,3.1801,0.0424,1.696,2.086,2.5185,4.4961,0.7619,5.0,1.143,0.6831,0.1777,95.6541,1.12,263.555,262.314,86.857,86.447,100.0,13.1761,1.143,31.4827,31.4654,24.6917,24.6775
SKQ201915S,PWS2,B,2019-06-30T21:00:16,-147.8043,60.5347,735,4,30.37,4,6.8787,6.8021,3.1777,3.1753,0.0722,1.5413,2.1685,2.5949,4.372,1.3675,5.0,1.1451,1.3971,0.2897,93.0139,5.58,276.29,273.669,91.343,90.345,100.0,11.9218,1.1451,31.2579,31.301,24.488,24.5318
SKQ201915S,PWS2,B,2019-06-30T21:02:22,-147.8043,60.5347,735,4,22.36,5,7.4036,7.391,3.202,3.2007,0.3467,0.7957,2.5015,3.0305,3.9283,2.1567,4.9998,1.0729,7.9857,0.718,83.5701,36.2,327.492,323.319,109.414,107.986,100.0,5.8757,1.0729,31.0505,31.0472,24.2558,24.2549
SKQ201915S,PWS2,B,2019-06-30T21:02:30,-147.8043,60.5347,735,4,22.36,6,7.4237,7.3827,3.2024,3.2005,0.3672,0.715,2.4994,3.0321,3.9213,2.1567,5.0,1.1422,8.4773,0.725,83.4227,36.2,326.962,324.211,109.276,108.268,100.0,5.2207,1.1422,31.037,31.0529,24.2425,24.2605
SKQ201915S,PWS2,B,2019-06-30T21:03:58,-147.8043,60.5347,735,4,20.24,7,7.9848,7.9856,3.2412,3.2405,0.2703,0.7071,2.6729,3.2591,4.0207,2.3454,5.0,1.0748,6.1516,0.6249,85.5364,56.1,350.852,348.17,118.689,117.776,100.0,5.1563,1.0748,30.952,30.9435,24.0985,24.0917
SKQ201915S,PWS2,B,2019-06-30T21:06:03,-147.8043,60.5347,735,4,13.95,8,10.5744,10.5744,3.4284,3.4276,0.1424,0.5924,2.8103,3.4356,3.7555,2.9225,5.0,1.3398,3.0806,0.8979,79.8937,213.0,350.882,349.833,125.387,125.006,100.0,4.2266,1.3398,30.6393,30.6317,23.4545,23.4485
SKQ201915S,PWS2,B,2019-06-30T21:08:22,-147.8043,60.5347,735,4,11.06,9,11.5725,11.5614,3.4946,3.4913,0.0774,0.5656,2.7703,3.3696,3.9352,3.1765,4.9997,1.3393,1.5215,0.7109,83.7175,383.0,337.257,333.848,122.955,121.664,99.99,4.0092,1.3393,30.4601,30.4373,23.1427,23.127
SKQ201915S,PWS2,B,2019-06-30T21:08:33,-147.8043,60.5347,735,4,11.06,10,11.4839,11.5451,3.4859,3.4907,0.0703,0.5783,2.7679,3.3726,3.9026,3.1752,4.9997,1.3384,1.351,0.7441,83.0255,381.0,337.497,335.573,122.801,122.256,99.99,4.1121,1.3384,30.4481,30.4444,23.149,23.1353
SKQ201915S,PWS2,B,2019-06-30T21:09:41,-147.8043,60.5347,735,4,10.18,11,11.291,11.2953,3.4428,3.4424,0.0675,0.5868,2.7324,3.3351,3.9815,3.2378,4.9996,1.3411,1.2835,0.6641,84.7028,441.0,333.839,334.235,120.752,120.899,99.99,4.1814,1.3411,30.1886,30.1809,22.9814,22.9746
SKQ201915S,PWS2,B,2019-06-30T21:09:47,-147.8043,60.5347,735,4,10.18,12,11.2895,11.2949,3.4426,3.442,0.061,0.5565,2.7343,3.3373,3.9865,3.2413,4.9996,1.3413,1.1274,0.659,84.8099,444.0,334.258,334.339,120.899,120.933,99.99,3.9354,1.3413,30.188,30.1774,22.9812,22.972
SKQ201915S,PWS2,B,2019-06-30T21:09:59,-147.8043,60.5347,735,4,10.18,13,11.3045,11.3019,3.4443,3.4433,0.0585,0.5122,2.7337,3.3315,3.9908,3.2415,4.9994,1.3417,1.0676,0.6547,84.9022,444.0,334.213,333.289,120.925,120.577,99.99,3.5755,1.3417,30.1924,30.1842,22.982,22.9761
SKQ201915S,PWS2,B,2019-06-30T21:11:34,-147.8043,60.5347,735,4,6.09,14,11.811,11.8895,3.4831,3.4858,0.0452,0.5024,2.7399,3.3425,4.0046,3.5685,4.9993,1.3395,0.7494,0.641,85.1939,944.0,331.198,329.972,121.094,120.814,99.99,3.4965,1.3395,30.1557,30.1185,22.8639,22.8209
SKQ201915S,PWS2,B,2019-06-30T21:13:15,-147.8043,60.5347,735,4,3.1,15,14.6528,14.5853,3.5693,3.5683,0.0258,0.4751,2.7067,3.2965,4.0767,4.2051,4.9989,1.3969,0.2842,0.5696,86.7279,4090.0,307.911,312.259,118.197,119.737,99.98,3.2748,1.3969,28.7576,28.7981,21.237,21.282
SKQ201915S,PWS2,B,2019-06-30T21:13:23,-147.8043,60.5347,735,4,3.09,16,14.6416,14.5839,3.5687,3.5675,0.0252,0.5247,2.7091,3.2964,4.08,4.2053,4.999,1.2409,0.2692,0.5662,86.8001,4090.0,308.957,309.784,118.574,118.779,99.98,3.6772,1.2409,28.7598,28.7918,21.241,21.2775
SKQ201915S,PWS2,B,2019-06-30T21:13:34,-147.8043,60.5347,735,4,3.12,17,14.4322,14.3523,3.5671,3.5655,0.0257,0.5269,2.7144,3.3052,4.0554,4.2052,4.9989,1.3417,0.2818,0.5907,86.2761,4090.0,312.065,315.682,119.38,120.606,99.98,3.6956,1.3417,28.9013,28.9465,21.3927,21.4437
