Cruise,Station,Type,Date_Time,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bot. Depth [m],Cast_Number,Pressure_[dbar],Bottle_Number,Temperature_[C],Temperature2_[C],Conductivity_[S/m],Conductivity2_[S/m],Voltage0_[V],Voltage1_[V],Voltage2_[V],Voltage3_[V],Voltage4_[V],Voltage5_[V],Voltage6_[V],Voltage7_[V],Fluorescence_[mg/m3],BeamAttenuation_[1/m],BeamTransmission_[%],PAR_[umol_photons/m2/sec],Oxygen_[umol/kg],Oxygen2_[umol/kg],OxygenPS_[%_saturation],OxygenPS2_[%_saturation],Altimeter_[m],JulianDays_[days],Salinity_[psu],Salinity2_[psu],Density_[kg/m3_sigmat],Density2_[kg/m3_sigmat]
SKQ201810S,IB2,B,2018-04-24T05:36:11,-148.3502,60.2472,166,26,20.31,9,4.2954,4.2251,2.9534,2.9468,0.0671,5,2.2725,2.3063,4.1656,0.1301,4.8979,1.317,1.2739,0.4832,88.6211,0.0,278.21,277.134,86.457,85.971,97.96,114.2319,31.1335,31.1237,24.6832,24.6823
SKQ201810S,IB2,B,2018-04-24T05:37:08,-148.3502,60.2472,166,26,10.19,10,3.4023,3.3991,2.808,2.8079,0.3031,5,2.8429,2.8641,3.8276,0.1917,4.6423,1.3225,6.9392,0.8219,81.4278,0.038,376.943,371.029,113.868,112.074,92.85,114.2326,30.2679,30.2702,24.0766,24.0787
SKQ201810S,IB2,B,2018-04-24T05:38:17,-148.3502,60.2472,166,26,3.17,11,4.9288,4.8907,2.9178,2.9161,0.4098,5,2.9071,2.9416,3.7948,0.6979,3.8559,1.2806,9.5006,0.8563,80.73,0.913,370.332,367.653,115.993,115.061,77.12,114.2334,30.1459,30.1606,23.8365,23.8521
SKQ201810S,IB1,B,2018-04-24T06:44:02,-148.3357,60.241,162,28,159.48,1,5.0184,5.0167,3.0608,3.0607,0.0149,5,2.0804,2.0839,4.0363,0.1256,0.2799,1.1522,0.0204,0.6094,85.8684,0.0,245.581,240.997,77.937,76.48,5.6,114.2759,31.6194,31.6209,24.9941,24.9954
SKQ201810S,IB1,B,2018-04-24T06:45:01,-148.3357,60.241,162,28,151.34,2,5.0184,5.0166,3.0605,3.0605,0.0132,5,2.0794,2.0848,4.0266,0.1258,0.8579,1.0793,-0.0185,0.619,85.6621,0.0,244.935,240.616,77.733,76.36,17.16,114.2766,31.6209,31.6222,24.9952,24.9965
SKQ201810S,IB1,B,2018-04-24T06:46:45,-148.3357,60.241,162,28,125.91,3,5.0067,5.0045,3.0568,3.0567,0.016,5,2.1266,2.1267,4.1091,0.1258,1.9372,1.0804,0.0479,0.5378,87.4194,0.0,252.519,246.998,80.106,78.351,38.74,114.2778,31.6014,31.6026,24.9811,24.9822
SKQ201810S,IB1,B,2018-04-24T06:48:23,-148.3357,60.241,162,28,100.79,4,4.9618,4.9601,3.0432,3.0432,0.0223,5,2.3412,2.3464,4.2919,0.1258,3.1886,1.0816,0.1981,0.3637,91.3085,0.0,284.914,279.16,90.218,88.393,63.77,114.2789,31.5009,31.5021,24.9062,24.9074
SKQ201810S,IB1,B,2018-04-24T06:50:18,-148.3357,60.241,162,28,75.5,5,4.9634,4.9619,3.0415,3.0415,0.0299,5,2.3442,2.3495,4.2618,0.1258,4.4329,1.0798,0.3828,0.3919,90.6679,0.0,284.384,278.238,90.048,88.099,88.66,114.2802,31.4921,31.4934,24.8991,24.9003
SKQ201810S,IB1,B,2018-04-24T06:52:10,-148.3357,60.241,162,28,50.55,6,4.9749,4.9755,3.0378,3.037,0.0407,5,2.3674,2.3743,4.2685,0.1258,4.644,1.082,0.6406,0.3858,90.8111,0.0,286.654,281.612,90.764,89.162,92.88,114.2815,31.4511,31.4409,24.8654,24.8573
SKQ201810S,IB1,B,2018-04-24T06:53:09,-148.3357,60.241,162,28,40.38,7,4.9339,4.9156,3.0282,3.025,0.0451,5,2.3655,2.3718,4.3201,0.1259,4.734,1.1504,0.7477,0.3375,91.9093,0.0,286.271,280.756,90.509,88.713,94.68,114.2822,31.3847,31.3651,24.8172,24.8036
SKQ201810S,IB1,B,2018-04-24T06:54:14,-148.3357,60.241,162,28,30.15,8,4.8625,4.8624,3.0157,3.0159,0.086,5,2.3669,2.373,4.2306,0.1261,5.0,1.1495,1.7291,0.4212,90.0051,0.0,286.925,281.71,90.513,88.869,100.0,114.283,31.3137,31.3164,24.7685,24.7706
SKQ201810S,IB1,B,2018-04-24T06:55:09,-148.3357,60.241,162,28,20.35,9,4.1527,4.0621,2.9359,2.9259,0.0666,5,2.3213,2.3203,4.1804,0.1272,4.0126,1.1354,1.2625,0.4691,88.935,0.0,280.814,276.431,86.921,85.356,80.25,114.2836,31.0646,31.0335,24.6424,24.6263
SKQ201810S,IB1,B,2018-04-24T06:56:29,-148.3357,60.241,162,28,9.85,10,4.4771,4.4631,2.9221,2.9231,0.257,5,2.7134,2.7316,3.9431,0.1575,2.292,1.2004,5.831,0.703,83.8867,0.0079,346.339,339.008,107.676,105.381,45.84,114.2845,30.6055,30.6304,24.2464,24.2675
SKQ201810S,IB1,B,2018-04-24T06:57:13,-148.3357,60.241,162,28,3.56,11,4.5366,4.8712,2.9193,2.9188,0.2902,5,2.7469,2.8686,3.8186,0.4369,2.6124,1.3869,6.63,0.8312,81.2369,0.339,348.377,362.469,108.397,113.427,52.25,114.285,30.5211,30.2097,24.1735,23.893
SKQ201810S,MS2,B,2018-04-25T17:13:44,-147.8952,59.9443,194,33,191.78,1,5.8131,5.8115,3.2109,3.2107,0.0219,5,1.9152,1.913,4.2218,0.127,0.5784,1.1468,0.1897,0.4296,89.8158,0.0,214.131,209.619,69.723,68.251,11.57,115.7144,32.5455,32.5452,25.6361,25.6361
SKQ201810S,MS2,B,2018-04-25T17:16:24,-147.8952,59.9443,194,33,150.49,2,5.2707,5.2691,3.1327,3.1326,0.0255,5,2.3625,2.3646,4.3628,0.127,2.2869,1.1493,0.277,0.2981,92.8182,0.0,285.591,279.427,91.577,89.597,45.74,115.7162,32.2033,32.2033,25.4285,25.4287
SKQ201810S,MS2,B,2018-04-25T17:18:50,-147.8952,59.9443,194,33,126.13,3,5.1731,5.1711,3.1163,3.1162,0.0277,5,2.4678,2.4728,4.4421,0.127,3.4999,1.0806,0.3278,0.2261,94.5051,0.0,302.02,295.797,96.564,94.569,70.0,115.7179,32.1227,32.1226,25.3757,25.3758
SKQ201810S,MS2,B,2018-04-25T17:21:46,-147.8952,59.9443,194,33,98.35,4,5.0539,5.0521,3.0972,3.0971,0.0241,5,2.4472,2.4485,4.4073,0.127,4.8802,1.0801,0.2417,0.2575,93.7648,0.0,298.764,292.268,95.188,93.115,97.6,115.72,32.0321,32.0326,25.317,25.3177
SKQ201810S,MS2,B,2018-04-25T17:24:14,-147.8952,59.9443,194,33,76.16,5,5.1737,5.1718,3.1005,3.1003,0.0364,5,2.5135,2.5163,4.4214,0.127,4.582,1.1427,0.5359,0.2447,94.0649,0.0,307.134,300.72,98.085,96.032,91.64,115.7217,31.9659,31.9656,25.2514,25.2514
SKQ201810S,MS2,B,2018-04-25T17:26:12,-147.8952,59.9443,194,33,50.6,6,5.1833,5.1803,3.0926,3.0925,0.0587,5,2.5682,2.5719,4.3655,0.1294,1.8516,1.1515,1.073,0.2957,92.8744,0.0,314.856,308.071,100.509,98.337,37.03,115.723,31.8787,31.8811,25.1813,25.1836
SKQ201810S,MS2,B,2018-04-25T17:27:34,-147.8952,59.9443,194,33,40.22,7,5.1864,5.1846,3.0871,3.0872,0.0891,5,2.6382,2.6368,4.2227,0.1437,2.6465,1.1538,1.8014,0.4288,89.8359,0.0,325.828,317.433,103.973,101.291,52.93,115.724,31.8191,31.821,25.1338,25.1355
SKQ201810S,MS2,B,2018-04-25T17:29:01,-147.8952,59.9443,194,33,30.7,8,5.2048,5.2032,3.0817,3.0815,0.1414,5,2.6501,2.6617,4.1967,0.2372,2.8414,1.0824,3.0579,0.4535,89.2818,0.0818,326.662,320.726,104.226,102.328,56.83,115.725,31.7441,31.7433,25.0724,25.0719
SKQ201810S,MS2,B,2018-04-25T17:30:24,-147.8952,59.9443,194,33,19.42,9,5.2311,5.2371,3.0689,3.0665,0.2388,5,2.7084,2.7223,4.0052,0.7656,3.3226,1.0817,5.395,0.6403,85.2082,1.13,335.605,328.792,107.015,104.832,66.45,115.726,31.5797,31.5462,24.9393,24.9122
SKQ201810S,MS2,B,2018-04-25T17:32:08,-147.8952,59.9443,194,33,10.34,10,5.2533,5.2514,3.0636,3.0635,0.3538,5,2.7202,2.7306,3.8706,1.9005,3.8553,1.0815,8.1562,0.7771,82.343,20.0,337.013,329.869,107.459,105.176,77.11,115.7272,31.5026,31.5025,24.8759,24.876
SKQ201810S,MS2,B,2018-04-25T17:33:30,-147.8952,59.9443,194,33,3.84,11,5.2546,5.2527,3.0634,3.0633,0.315,5,2.7303,2.7375,3.8346,2.9134,4.2381,1.0803,7.2256,0.8145,81.5779,210.0,337.767,330.908,107.703,105.511,84.76,115.7281,31.5025,31.5024,24.8757,24.8758
SKQ201810S,MS2,B,2018-04-25T17:33:39,-147.8952,59.9443,194,33,3.87,12,5.2547,5.2529,3.0635,3.0633,0.3286,5,2.7296,2.7393,3.8317,2.9307,4.2049,1.0805,7.5509,0.8175,81.5158,219.0,337.609,330.971,107.652,105.531,84.1,115.7282,31.5026,31.5024,24.8757,24.8757
SKQ201810S,MS3,B,2018-04-25T18:54:28,-147.86,59.9315,172,34,169.47,1,5.6583,5.6542,3.1894,3.1889,0.0313,5,2.0392,2.0411,4.1663,0.1267,0.25,1.0823,0.4151,0.4825,88.6354,0.0,233.674,228.968,75.764,74.231,5.0,115.7841,32.464,32.4622,25.59,25.5891
SKQ201810S,MS3,B,2018-04-25T18:56:34,-147.86,59.9315,172,34,151.69,2,5.4381,5.4374,3.1572,3.1573,0.0338,5,2.2409,2.2387,4.2075,0.127,1.1308,1.0792,0.4749,0.4432,89.5114,0.0,266.989,260.476,86.027,83.928,22.61,115.7856,32.3205,32.3218,25.5022,25.5033
SKQ201810S,MS3,B,2018-04-25T18:58:52,-147.86,59.9315,172,34,126.91,3,5.2571,5.2553,3.1224,3.1223,0.0629,5,2.4998,2.5041,4.2439,0.127,2.3601,1.12,1.1734,0.4087,90.2877,0.0,306.153,299.97,98.071,96.087,47.2,115.7872,32.1107,32.1109,25.3568,25.3571
SKQ201810S,MS3,B,2018-04-25T19:00:45,-147.86,59.9315,172,34,100.94,4,5.1872,5.1853,3.1087,3.1086,0.0401,5,2.5287,2.5377,4.3285,0.127,3.651,1.1524,0.625,0.3297,92.0875,0.0,310.033,304.666,99.093,97.374,73.02,115.7885,32.0343,32.0345,25.3041,25.3044
SKQ201810S,MS3,B,2018-04-25T19:02:37,-147.86,59.9315,172,34,75.11,5,5.1675,5.1656,3.1012,3.1011,0.0546,5,2.57,2.5698,4.3445,0.127,4.9467,1.0825,0.9737,0.315,92.4274,0.0,316.06,308.591,100.932,98.542,98.93,115.7898,31.9806,31.9809,25.2638,25.2642
SKQ201810S,MS3,B,2018-04-25T19:04:36,-147.86,59.9315,172,34,49.97,6,5.1669,5.1649,3.0862,3.0859,0.0768,5,2.6488,2.6495,4.2228,0.1379,3.4889,1.0794,1.5084,0.4287,89.838,0.0,327.402,319.437,104.429,101.883,69.78,115.7912,31.8222,31.8209,25.1384,25.1376
SKQ201810S,MS3,B,2018-04-25T19:05:59,-147.86,59.9315,172,34,40.08,7,5.1709,5.169,3.084,3.0839,0.1032,5,2.6568,2.6596,4.1957,0.1924,1.2979,1.1498,2.1399,0.4544,89.2606,0.0386,328.433,320.558,104.749,102.233,25.96,115.7921,31.7986,31.7991,25.1193,25.1199
SKQ201810S,MS3,B,2018-04-25T19:07:16,-147.86,59.9315,172,34,30.11,8,5.1734,5.1713,3.0828,3.0827,0.1185,5,2.6545,2.6629,4.2016,0.4666,2.2386,1.0798,2.5077,0.4488,89.3868,0.388,327.324,320.829,104.393,102.317,44.77,115.793,31.7875,31.7882,25.1102,25.111
SKQ201810S,MS3,B,2018-04-25T19:08:55,-147.86,59.9315,172,34,19.86,9,5.178,5.176,3.0816,3.0812,0.1075,5,2.6535,2.6694,4.2009,1.1896,2.678,1.1376,2.2452,0.4494,89.3724,3.59,325.93,321.852,103.949,102.642,53.56,115.7941,31.7734,31.7717,25.0986,25.0974
SKQ201810S,MS3,B,2018-04-25T19:10:20,-147.86,59.9315,172,34,9.91,10,5.2599,5.2576,3.0697,3.0695,0.1846,5,2.733,2.747,4.0702,2.2005,3.1038,1.0802,4.0937,0.5759,86.5917,40.1,338.09,332.183,107.87,105.98,62.08,115.7951,31.5658,31.5659,24.9252,24.9255
SKQ201810S,MS3,B,2018-04-25T19:11:25,-147.86,59.9315,172,34,4.18,11,5.3999,5.4152,3.08,3.0813,0.159,5,2.7503,2.7568,4.0563,2.8764,3.0795,1.08,3.4795,0.5896,86.2947,192.0,339.627,331.979,108.711,106.301,61.59,115.7959,31.5535,31.5532,24.8998,24.8979
SKQ201810S,MS4,B,2018-04-25T19:52:24,-147.8283,59.922,118,35,115.31,1,5.3003,5.2991,3.1264,3.1263,0.0615,5,2.4936,2.4987,4.1645,0.1257,0.2846,1.1497,1.1406,0.4843,88.5972,0.0,304.844,297.868,97.759,95.519,5.69,115.8248,32.1204,32.1208,25.3595,25.36
SKQ201810S,MS4,B,2018-04-25T19:53:57,-147.8283,59.922,118,35,101.13,2,5.2523,5.2507,3.118,3.1179,0.0711,5,2.533,2.5354,4.2143,0.1258,0.9908,1.1356,1.372,0.4367,89.6583,0.0,310.319,303.619,99.37,97.222,19.82,115.8259,32.0782,32.0787,25.3316,25.3321
SKQ201810S,MS4,B,2018-04-25T19:55:46,-147.8283,59.922,118,35,76.14,3,5.1902,5.188,3.1004,3.1002,0.0938,5,2.6091,2.6141,4.2381,0.1259,2.2362,1.151,1.9144,0.4142,90.1631,0.0,322.002,315.082,102.861,100.645,44.72,115.8272,31.9493,31.9489,25.2364,25.2364
SKQ201810S,MS4,B,2018-04-25T19:58:04,-147.8283,59.922,118,35,50.61,4,5.1823,5.1805,3.0816,3.0814,0.1248,5,2.6484,2.6567,4.1423,0.1294,3.5112,1.0792,2.6596,0.5056,88.1257,0.0,327.616,321.205,104.483,102.433,70.22,115.8288,31.7544,31.7539,25.083,25.0829
SKQ201810S,MS4,B,2018-04-25T20:00:14,-147.8283,59.922,118,35,39.9,5,5.1825,5.1805,3.0805,3.0803,0.1223,5,2.649,2.6597,4.1262,0.1637,4.047,1.0817,2.5992,0.5213,87.7827,0.0132,326.829,320.471,104.226,102.194,80.94,115.8303,31.7468,31.7472,25.077,25.0775
SKQ201810S,MS4,B,2018-04-25T20:01:36,-147.8283,59.922,118,35,30.05,6,5.1843,5.1827,3.0799,3.0798,0.125,5,2.6541,2.6703,4.1101,0.3591,4.5338,1.0814,2.6632,0.5368,87.4407,0.225,327.42,322.528,104.417,102.853,90.68,115.8312,31.7435,31.7434,25.0741,25.0743
SKQ201810S,MS4,B,2018-04-25T20:03:44,-147.8283,59.922,118,35,20.73,7,5.1913,5.1889,3.0756,3.0757,0.1133,5,2.6584,2.6705,4.0811,1.125,4.9064,1.15,2.3833,0.5652,86.8218,3.04,328.071,321.452,104.602,102.489,98.13,115.8327,31.692,31.6961,25.0326,25.0361
SKQ201810S,MS4,B,2018-04-25T20:05:24,-147.8283,59.922,118,35,9.45,8,5.2035,5.2019,3.0679,3.0676,0.1126,5,2.6789,2.6904,4.1203,2.1784,5.0,1.151,2.3666,0.527,87.6565,38.1,330.679,324.52,105.39,103.422,100.0,115.8339,31.5986,31.5969,24.9574,24.9562
SKQ201810S,MS4,B,2018-04-25T20:06:59,-147.8283,59.922,118,35,3.41,9,5.1991,5.1977,3.0373,3.0399,0.0916,5,2.6714,2.6867,4.0704,2.9413,5.0,1.0823,1.8618,0.5757,86.5943,223.0,329.675,324.072,104.792,103.032,100.0,115.835,31.2574,31.2884,24.6878,24.7125
SKQ201810S,MID2,B,2018-04-26T15:51:14,-145.653,60.0995,118,36,114.83,1,5.424,5.4213,3.1534,3.1531,0.0195,5,2.3335,2.3508,4.16,0.127,0.5852,1.0828,0.1335,0.4886,88.5018,0.0,278.612,274.959,89.734,88.552,11.7,116.6559,32.3082,32.3081,25.4941,25.4944
SKQ201810S,MID2,B,2018-04-26T15:51:25,-145.653,60.0995,118,36,115.23,2,5.4312,5.4292,3.1543,3.1541,0.0184,5,2.33,2.3443,4.1474,0.127,1.2314,1.0824,0.1072,0.5007,88.234,0.0,277.839,274.017,89.502,88.267,24.63,116.656,32.3115,32.3118,25.4959,25.4964
SKQ201810S,MID2,B,2018-04-26T15:53:16,-145.653,60.0995,118,36,100.99,3,5.3477,5.3474,3.1387,3.1386,0.0365,5,2.4262,2.4408,4.2611,0.1282,0.9439,1.1494,0.5389,0.3925,90.6536,0.0,293.104,288.226,94.17,92.602,18.88,116.6573,32.2214,32.2213,25.4341,25.4341
SKQ201810S,MID2,B,2018-04-26T15:55:15,-145.653,60.0995,118,36,76.59,4,5.4707,5.4685,3.1443,3.1442,0.0377,5,2.5,2.5168,4.4198,0.1468,2.1449,1.0818,0.5688,0.2462,94.031,0.0,302.137,297.785,97.324,95.918,42.9,116.6587,32.1796,32.1805,25.387,25.388
SKQ201810S,MID2,B,2018-04-26T15:57:12,-145.653,60.0995,118,36,50.4,5,5.5412,5.5388,3.1485,3.1484,0.0546,5,2.5564,2.5691,4.4335,0.3802,3.4665,1.0825,0.9761,0.2339,94.3215,0.253,309.355,303.829,99.81,98.022,69.33,116.66,32.1721,32.173,25.3729,25.3739
SKQ201810S,MID2,B,2018-04-26T15:57:20,-145.653,60.0995,118,36,50.66,6,5.54,5.538,3.1484,3.1483,0.055,5,2.5522,2.5679,4.4447,0.3818,3.4478,1.1532,0.9833,0.2237,94.5612,0.256,308.435,303.591,99.51,97.943,68.96,116.6601,32.1722,32.1728,25.3731,25.3739
SKQ201810S,MID2,B,2018-04-26T15:58:44,-145.653,60.0995,118,36,39.56,7,5.4714,5.4675,3.14,3.1397,0.0435,5,2.5431,2.5593,4.4523,0.6859,4.0126,1.1275,0.7087,0.2169,94.723,0.879,307.74,302.758,99.108,97.495,80.25,116.6611,32.1482,32.1485,25.3621,25.3628
SKQ201810S,MID2,B,2018-04-26T15:58:52,-145.653,60.0995,118,36,39.72,8,5.465,5.4637,3.1393,3.1393,0.0495,5,2.5438,2.5608,4.4396,0.6853,3.9895,1.0817,0.8511,0.2284,94.4515,0.877,307.574,302.859,99.038,97.518,79.79,116.6612,32.1467,32.1478,25.3617,25.3627
SKQ201810S,MID2,B,2018-04-26T16:00:02,-145.653,60.0995,118,36,29.28,9,5.4976,5.4972,3.1363,3.1361,0.0455,5,2.5797,2.5958,4.4197,1.1158,4.5063,1.0791,0.7548,0.2464,94.0272,2.97,312.654,307.682,100.706,99.103,90.13,116.662,32.0858,32.0847,25.3097,25.3089
SKQ201810S,MID2,B,2018-04-26T16:00:09,-145.653,60.0995,118,36,29.83,10,5.5026,5.5004,3.1366,3.1365,0.0431,5,2.58,2.5968,4.4607,1.0831,4.4909,1.0971,0.6986,0.2093,94.9011,2.73,312.752,307.881,100.749,99.175,89.82,116.6621,32.0849,32.0855,25.3084,25.3092
SKQ201810S,MID2,B,2018-04-26T16:01:32,-145.653,60.0995,118,36,19.56,11,5.4058,5.404,3.1239,3.1238,0.0439,5,2.5762,2.601,4.4109,1.6279,4.9926,1.0825,0.7177,0.2543,93.8406,10.5,312.295,308.653,100.337,99.163,99.85,116.663,32.0383,32.0391,25.2827,25.2835
SKQ201810S,MID2,B,2018-04-26T16:01:40,-145.653,60.0995,118,36,19.69,12,5.404,5.4018,3.1237,3.1236,0.0499,5,2.5767,2.6046,4.414,1.6219,4.993,1.15,0.8601,0.2515,93.9069,10.3,312.454,309.385,100.383,99.393,99.86,116.6631,32.0374,32.0382,25.2821,25.283
SKQ201810S,MID2,B,2018-04-26T16:03:04,-145.653,60.0995,118,36,9.46,13,5.3927,5.3908,3.1215,3.1214,0.0474,5,2.5907,2.613,4.4204,2.2858,5.0,1.0816,0.8021,0.2457,94.0427,48.9,314.758,310.207,101.09,99.624,100.0,116.6641,32.0282,32.029,25.2761,25.277
SKQ201810S,MID2,B,2018-04-26T16:03:15,-145.653,60.0995,118,36,9.62,14,5.3929,5.3909,3.1215,3.1214,0.0476,5,2.5892,2.6121,4.4192,2.2635,5.0,1.082,0.8057,0.2467,94.0182,46.4,314.215,310.06,100.916,99.577,100.0,116.6642,32.0279,32.0285,25.2759,25.2766
SKQ201810S,MID2,B,2018-04-26T16:03:27,-145.653,60.0995,118,36,9.47,15,5.3929,5.3908,3.1215,3.1213,0.0505,5,2.5899,2.6133,4.4245,2.2603,5.0,1.1453,0.8769,0.242,94.1306,46.2,314.543,310.407,101.021,99.688,100.0,116.6644,32.0277,32.0283,25.2757,25.2765
SKQ201810S,MID2,B,2018-04-26T16:05:14,-145.653,60.0995,118,36,4.35,16,5.396,5.3939,3.1215,3.1214,0.0467,5,2.5934,2.6151,4.4205,2.6532,5.0,1.081,0.7842,0.2456,94.0458,114.0,314.651,310.52,101.063,99.732,100.0,116.6656,32.0283,32.029,25.2758,25.2766
SKQ201810S,MID2,B,2018-04-26T16:05:21,-145.653,60.0995,118,36,4.36,17,5.396,5.3938,3.1215,3.1214,0.0449,5,2.5926,2.6168,4.4226,2.6449,4.751,1.0813,0.7404,0.2437,94.0888,113.0,314.537,310.311,101.026,99.665,95.02,116.6657,32.0281,32.0289,25.2757,25.2765
SKQ201810S,MID2,B,2018-04-26T17:30:35,-145.6523,60.1002,118,37,27.28,1,5.4386,5.4372,3.1333,3.1332,0.0395,5,2.5671,2.5926,4.4709,1.6918,4.66,1.0796,0.6125,0.2002,95.1186,12.2,310.753,307.188,99.972,98.822,93.2,116.7269,32.1091,32.1101,25.3349,25.3359
SKQ201810S,MID2,B,2018-04-26T17:32:16,-145.6523,60.1002,118,37,20.85,2,5.4193,5.4185,3.1298,3.1298,0.0432,5,2.5697,2.5968,4.4665,2.0588,4.9644,1.0796,0.701,0.2041,95.0247,28.8,311.336,307.859,100.101,98.981,99.29,116.7281,32.0919,32.0927,25.3235,25.3242
SKQ201810S,MID2,B,2018-04-26T17:33:43,-145.6523,60.1002,118,37,10.8,3,5.4887,5.4869,3.1333,3.1332,0.0367,5,2.5964,2.6189,4.4766,2.5717,4.8163,1.0792,0.5455,0.1951,95.2395,94.8,314.13,310.102,101.149,99.847,96.33,116.7291,32.0702,32.0707,25.2984,25.299
SKQ201810S,MID2,B,2018-04-26T17:35:02,-145.6523,60.1002,118,37,5.93,4,5.4957,5.4949,3.1339,3.1339,0.03,5,2.6007,2.6187,4.4751,2.8991,5.0,1.0811,0.384,0.1965,95.2071,202.0,314.996,310.135,101.445,99.878,100.0,116.73,32.0719,32.0729,25.2989,25.2998
SKQ201810S,MID2,B,2018-04-26T17:36:28,-145.6523,60.1002,118,37,3.02,5,5.4903,5.4893,3.133,3.133,0.0296,5,2.5946,2.6186,4.4752,3.2324,4.9753,1.0823,0.3733,0.1963,95.2098,446.0,313.998,310.008,101.108,99.822,99.51,116.731,32.0681,32.0695,25.2966,25.2978
SKQ201810S,MID1,B,2018-04-26T19:25:24,-145.517,60.235,118,38,30.78,1,5.4816,5.48,3.1123,3.1125,0.0269,5,2.579,2.5999,1.4267,0.127,1.9403,1.3968,0.3081,4.7716,30.3342,0.0,313.237,308.691,100.663,99.201,38.81,116.8052,31.8292,31.8325,25.1086,25.1114
SKQ201810S,MID1,B,2018-04-26T19:27:17,-145.517,60.235,118,38,20.92,2,5.5404,5.533,3.1158,3.1154,0.0232,5,2.5861,2.6052,2.6284,0.2446,0.7441,1.3477,0.2208,2.3268,55.9091,0.0893,313.534,308.754,100.89,99.337,14.88,116.8066,31.8173,31.8207,25.0925,25.096
SKQ201810S,MID1,B,2018-04-26T19:29:22,-145.517,60.235,118,38,10.0,3,5.388,5.3884,3.0922,3.0919,0.0239,5,2.5689,2.5943,2.6359,1.6948,1.293,1.347,0.2375,2.3144,56.0687,12.3,312.02,308.423,99.955,98.801,25.86,116.808,31.7001,31.696,25.0171,25.0138
SKQ201810S,MID1,B,2018-04-26T19:31:20,-145.517,60.235,118,38,4.08,4,5.3723,5.3703,2.9892,2.989,0.0273,5,2.5766,2.5997,2.8404,2.8224,1.5872,1.4147,0.3195,2.0153,60.4207,169.0,316.146,311.51,100.377,98.901,31.74,116.8094,30.5521,30.5515,24.1108,24.1106
SKQ201810S,MID3,B,2018-04-26T23:57:04,-145.7997,59.9505,87,41,83.33,1,5.6598,5.6576,3.1745,3.1744,0.0288,5,2.4491,2.462,4.1495,0.3318,0.2379,1.1482,0.3553,0.4987,88.2785,0.189,293.391,288.4,95.04,93.419,4.76,116.9945,32.3364,32.3376,25.489,25.4902
SKQ201810S,MID3,B,2018-04-26T23:58:26,-145.7997,59.9505,87,41,75.64,2,5.6542,5.6497,3.1738,3.1735,0.029,5,2.4489,2.4618,4.1694,0.5719,0.6128,1.0822,0.3595,0.4796,88.7006,0.593,292.806,288.159,94.839,93.324,12.26,116.9954,32.3379,32.3383,25.4909,25.4917
SKQ201810S,MID3,B,2018-04-27T00:00:29,-145.7997,59.9505,87,41,50.46,3,5.7929,5.787,3.1775,3.1773,0.0337,5,2.5479,2.5682,4.4791,1.5051,1.8442,1.0823,0.4731,0.1929,95.2925,7.8,305.811,301.582,99.315,97.93,36.88,116.9968,32.2587,32.2614,25.4119,25.4147
SKQ201810S,MID3,B,2018-04-27T00:01:49,-145.7997,59.9505,87,41,40.5,4,5.8685,5.8676,3.1807,3.1808,0.0309,5,2.6001,2.6312,4.5332,1.9053,2.3339,1.1001,0.4056,0.1449,96.4427,20.2,312.807,310.068,101.744,100.852,46.68,116.9978,32.2276,32.2287,25.3783,25.3792
SKQ201810S,MID3,B,2018-04-27T00:03:19,-145.7997,59.9505,87,41,30.06,5,5.7528,5.7481,3.1626,3.162,0.03,5,2.6074,2.6313,4.5264,2.3464,2.8553,1.0817,0.384,0.1509,96.2985,56.3,314.505,310.714,101.952,100.71,57.11,116.9988,32.1386,32.1365,25.3217,25.3206
SKQ201810S,MID3,B,2018-04-27T00:04:39,-145.7997,59.9505,87,41,20.4,6,5.682,5.6814,3.1528,3.1527,0.0253,5,2.5988,2.6223,4.5374,2.7627,3.3313,1.0818,0.2722,0.1411,96.5334,148.0,313.688,309.596,101.49,100.164,66.63,116.9997,32.1014,32.1003,25.3006,25.2999
SKQ201810S,MID3,B,2018-04-27T00:06:05,-145.7997,59.9505,87,41,10.18,7,5.716,5.7138,3.1537,3.1536,0.019,5,2.6067,2.6258,4.529,3.266,3.833,1.1394,0.1203,0.1486,96.3531,474.0,314.121,309.491,101.698,100.194,76.66,117.0007,32.0836,32.0842,25.2826,25.2833
SKQ201810S,MID3,B,2018-04-27T00:07:18,-145.7997,59.9505,87,41,3.79,8,5.7351,5.7342,3.1547,3.1546,0.0163,5,2.6147,2.6308,4.5261,3.5879,4.2039,1.1503,0.0546,0.1512,96.2916,1000.0,315.018,309.619,102.032,100.281,84.08,117.0016,32.08,32.08,25.2775,25.2776
SKQ201810S,MID3,B,2018-04-27T00:07:35,-145.7997,59.9505,87,41,3.69,9,5.7594,5.7583,3.1566,3.1566,0.0156,5,2.6124,2.6314,4.5283,3.7096,4.158,1.0811,0.0366,0.1492,96.3382,1330.0,314.431,309.59,101.898,100.327,83.16,117.0018,32.0783,32.0787,25.2733,25.2737
