Cruise,Station,Type,Date_Time,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bot. Depth [m],Cast_Number,Pressure_[dbar],Bottle_Number,Temperature_[C],Temperature2_[C],Conductivity_[S/m],Conductivity2_[S/m],Voltage0_[V],Voltage1_[V],Voltage2_[V],Voltage3_[V],Voltage4_[V],Voltage5_[V],Voltage6_[V],Voltage7_[V],Fluorescence_[mg/m3],BeamAttenuation_[1/m],BeamTransmission_[%],Oxygen_[umol/kg],Oxygen2_[umol/kg],PAR_[umol_photons/m2/sec],Altimeter_[m],SUNA,LISST,Salinity_[psu],Salinity2_[psu],Density_[kg/m3_sigmat],Density2_[kg/m3_sigmat]
TGX201809,KOD6,B,2018-09-17T02:33:28,-150.5492,57.6707,100,35,41.05,4,8.0337,8.0358,3.3736,3.3739,2.0817,2.3498,0.0439,2.137,4.5846,0,4.927,0.4642,0.0271,0.1136,97.2002,223.133,231.673,0.171,98.54,16.7529,0,32.3021,32.3028,25.1507,25.151
TGX201809,KOD6,B,2018-09-17T02:34:18,-150.5492,57.6707,100,35,30.6,5,9.4529,9.4955,3.4607,3.4636,2.2532,2.5518,0.0558,1.6333,4.5769,0,4.927,0.7782,0.0569,0.1203,97.0365,238.966,248.309,0.451,98.54,12.6681,0,31.9283,31.9198,24.6428,24.6294
TGX201809,KOD6,B,2018-09-17T02:35:09,-150.5492,57.6707,100,35,19.99,6,10.7012,10.7028,3.5221,3.5221,2.3819,2.6899,0.0704,1.0912,4.5209,0,4.9266,1.2047,0.0936,0.1696,95.8485,250.134,259.035,1.36,98.53,8.2716,0,31.458,31.4569,24.0702,24.0691
TGX201809,KOD6,B,2018-09-17T02:36:08,-150.5492,57.6707,100,35,9.97,7,12.0119,12.0171,3.5854,3.5858,2.5658,2.9035,0.1208,0.6627,4.2746,0,4.926,1.7553,0.2195,0.3937,90.6273,267.46,277.574,5.08,98.52,4.7967,0,30.9719,30.9712,23.4604,23.4589
TGX201809,KOD6,B,2018-09-17T02:37:21,-150.5492,57.6707,100,35,2.94,8,12.3434,12.3425,3.5978,3.5978,2.6334,2.9841,0.1484,0.5347,4.0587,0,3.9934,2.316,0.2886,0.6012,86.0469,273.841,284.795,18.7,79.87,3.7582,0,30.8195,30.8206,23.281,23.2821
TGX201809,KOD5,B,2018-09-17T18:48:01,-150.7575,57.7862,86,36,49.89,1,9.4345,9.4613,3.418,3.4193,2.2198,2.5217,0.0572,1.516,4.5874,0,1.8981,0.78,0.0604,0.1112,97.2594,236.436,246.612,0.453,37.96,11.717,0,31.499,31.4891,24.3104,24.2984
TGX201809,KOD5,B,2018-09-17T18:48:49,-150.7575,57.7862,86,36,39.98,2,11.0028,11.0096,3.4993,3.4997,2.4961,2.8444,0.0749,0.8604,4.5189,0,2.4097,1.2322,0.1048,0.1714,95.8063,265.641,278.086,1.45,48.19,6.3997,0,30.9676,30.9658,23.6368,23.6343
TGX201809,KOD5,B,2018-09-17T18:49:48,-150.7575,57.7862,86,36,29.25,3,11.3333,11.3279,3.5139,3.5139,2.5156,2.8629,0.071,0.8151,4.5119,0,2.9108,1.7656,0.095,0.1776,95.6572,265.042,276.726,5.19,58.22,6.0323,0,30.8375,30.8419,23.478,23.4824
TGX201809,KOD5,B,2018-09-17T18:50:51,-150.7575,57.7862,86,36,20.75,4,11.7343,11.7111,3.533,3.5323,2.5456,2.8981,0.093,0.7216,4.407,0,3.3931,2.2597,0.1499,0.2717,93.4342,267.016,279.282,16.4,67.86,5.2741,0,30.6932,30.7055,23.2946,23.3084
TGX201809,KOD5,B,2018-09-17T18:51:38,-150.7575,57.7862,86,36,19.36,5,11.7293,11.7294,3.5327,3.5329,2.5447,2.8985,0.0904,0.6608,4.4146,0,3.7252,2.3756,0.1434,0.2648,93.5948,267.287,279.606,21.4,74.5,4.7808,0,30.6955,30.6968,23.2973,23.2983
TGX201809,KOD5,B,2018-09-17T18:52:21,-150.7575,57.7862,86,36,15.85,6,11.8136,11.8101,3.5356,3.5357,2.5477,2.8973,0.0915,0.6649,4.4181,0,3.9984,2.5751,0.1462,0.2616,93.6693,266.312,278.408,34.0,79.97,4.8147,0,30.6554,30.6587,23.251,23.2542
TGX201809,KOD5,B,2018-09-17T18:53:07,-150.7575,57.7862,86,36,9.96,7,11.8595,11.8582,3.5384,3.5385,2.5535,2.9049,0.0978,0.6557,4.3879,0,4.4476,2.9003,0.162,0.289,93.0294,267.386,278.964,71.8,88.95,4.7397,0,30.6468,30.6484,23.236,23.2375
TGX201809,KOD5,B,2018-09-17T18:53:51,-150.7575,57.7862,86,36,8.38,8,11.9152,11.9132,3.5422,3.5423,2.5585,2.9072,0.099,0.6698,4.3613,0,4.6188,2.9719,0.1651,0.3134,92.4656,267.094,278.96,84.8,92.38,4.8537,0,30.6383,30.6402,23.2194,23.2212
TGX201809,KOD5,B,2018-09-17T18:54:45,-150.7575,57.7862,86,36,4.42,9,11.9174,11.914,3.5422,3.5422,2.56,2.9084,0.0988,0.6174,4.3608,0,4.6096,3.2221,0.1645,0.3138,92.455,267.487,279.003,151.0,92.19,4.4291,0,30.638,30.64,23.2187,23.2209
TGX201809,KOD5,B,2018-09-17T18:54:53,-150.7575,57.7862,86,36,4.61,10,11.9134,11.9104,3.542,3.5419,2.5569,2.909,0.098,0.6176,4.3533,0,4.8846,3.2401,0.1625,0.3207,92.2955,267.01,279.184,157.0,97.69,4.4306,0,30.6386,30.6405,23.2198,23.2219
TGX201809,KOD5,B,2018-09-17T18:55:55,-150.7575,57.7862,86,36,2.53,11,11.942,11.9442,3.5441,3.5444,2.5683,2.9117,0.0832,0.5819,4.3531,0,4.8895,3.4625,0.1257,0.3209,92.2912,268.685,279.235,263.0,97.79,4.141,0,30.6361,30.6375,23.2128,23.2135
TGX201809,KOD5,B,2018-09-17T18:55:56,-150.7575,57.7862,86,36,2.47,12,11.9439,11.9437,3.5442,3.5444,2.5682,2.9121,0.0849,0.6296,4.3573,0,4.73,3.4598,0.1299,0.3171,92.38,268.442,279.332,261.0,94.6,4.5278,0,30.6362,30.6377,23.2125,23.2137
TGX201809,KOD5,B,2018-09-17T19:26:22,-150.76,57.7843,86,37,85.2,1,8.1036,8.1036,3.3641,3.3643,2.0232,2.2895,0.0426,2.0882,4.5136,0,0.1771,0.1043,0.0239,0.176,95.6948,215.782,225.329,0.0225,3.54,16.3574,0,32.1169,32.1184,24.9953,24.9965
TGX201809,KOD5,B,2018-09-17T19:27:40,-150.76,57.7843,86,37,76.32,2,8.1091,8.1084,3.3638,3.3639,2.0262,2.2924,0.0424,2.1294,4.5208,0,0.638,0.2758,0.0234,0.1696,95.8475,216.185,225.559,0.0782,12.76,16.6914,0,32.1124,32.1144,24.991,24.9927
TGX201809,KOD5,B,2018-09-17T19:28:53,-150.76,57.7843,86,37,50.88,3,8.4616,8.4684,3.3731,3.3736,2.0806,2.3537,0.0451,1.9882,4.5588,0,1.9025,1.1214,0.0302,0.1362,96.6523,221.441,231.007,1.11,38.05,15.5464,0,31.9009,31.9,24.7735,24.7719
TGX201809,KOD5,B,2018-09-17T19:29:45,-150.76,57.7843,86,37,40.59,4,9.5027,9.5019,3.4211,3.4212,2.2475,2.5456,0.0573,1.5544,4.5916,0,2.4092,1.4962,0.0607,0.1075,97.3493,239.604,249.172,2.74,48.18,12.0279,0,31.4743,31.4761,24.2803,24.2819
TGX201809,KOD5,B,2018-09-17T19:30:29,-150.76,57.7843,86,37,30.76,5,10.6113,10.6134,3.4791,3.4794,2.4412,2.7729,0.0684,1.0598,4.5519,0,2.8874,1.9239,0.0884,0.1422,96.5065,259.19,270.845,7.51,57.75,8.017,0,31.1041,31.1049,23.81,23.8103
TGX201809,KOD5,B,2018-09-17T19:31:19,-150.76,57.7843,86,37,19.96,6,11.0181,11.0167,3.4994,3.4994,2.5009,2.8389,0.0729,0.9454,4.5317,0,3.793,2.4285,0.0998,0.16,96.0784,265.014,275.828,24.2,75.86,7.0888,0,30.9639,30.9657,23.6313,23.6329
TGX201809,KOD5,B,2018-09-17T19:32:10,-150.76,57.7843,86,37,9.63,7,11.7755,11.7761,3.5345,3.5347,2.5613,2.9074,0.0982,0.6611,4.3924,0,4.337,2.9307,0.1631,0.2849,93.124,268.366,279.622,77.1,86.74,4.7836,0,30.6782,30.6793,23.2756,23.2763
TGX201809,KOD5,B,2018-09-17T19:32:11,-150.76,57.7843,86,37,9.54,8,11.7764,11.7765,3.5345,3.5347,2.5627,2.9082,0.0976,0.664,4.3919,0,4.6697,2.9416,0.1614,0.2854,93.1129,268.865,280.006,79.0,93.39,4.8074,0,30.6779,30.6793,23.2752,23.2762
TGX201809,KOD5,B,2018-09-17T19:33:17,-150.76,57.7843,86,37,2.59,9,11.9852,11.9818,3.5485,3.5483,2.5813,2.9253,0.0838,0.5766,4.3295,0,1.1671,3.2713,0.1269,0.3426,91.7914,269.67,280.632,173.0,23.34,4.0985,0,30.6426,30.6439,23.2099,23.2116
TGX201809,KOD5,B,2018-09-17T19:33:19,-150.76,57.7843,86,37,2.91,10,11.9819,11.9785,3.5482,3.5481,2.5811,2.9259,0.0851,0.6279,4.3213,0,1.6419,3.3819,0.1302,0.3502,91.617,269.724,280.668,218.0,32.84,4.514,0,30.6427,30.6444,23.2106,23.2126
TGX201809,KOD4,B,2018-09-17T21:17:22,-150.9707,57.8983,74,38,73.17,1,8.0843,8.0838,3.3572,3.3574,2.0198,2.2858,0.0429,2.1333,4.4801,0,0.1825,0.5677,0.0249,0.2058,94.9846,215.226,224.593,0.242,3.65,16.7226,0,32.0669,32.0687,24.9589,24.9604
TGX201809,KOD4,B,2018-09-17T21:17:23,-150.9707,57.8983,74,38,73.01,2,8.0826,8.0816,3.3572,3.3573,2.0192,2.2858,0.0427,2.1516,4.4841,0,0.1845,0.5755,0.0243,0.2022,95.0702,215.042,224.677,0.248,3.69,16.8713,0,32.0679,32.0702,24.96,24.9619
TGX201809,KOD4,B,2018-09-17T21:18:46,-150.9707,57.8983,74,38,51.24,3,8.2844,8.2827,3.3642,3.3643,2.0554,2.3278,0.0427,2.0609,4.5219,0,1.2856,1.4377,0.0243,0.1687,95.8697,219.125,228.361,2.39,25.71,16.1361,0,31.9677,31.9701,24.852,24.8542
TGX201809,KOD4,B,2018-09-17T21:19:45,-150.9707,57.8983,74,38,40.52,4,9.0413,9.0394,3.4077,3.4077,2.1579,2.4531,0.0483,1.7174,4.6243,0,1.8045,1.8447,0.0382,0.0791,98.042,228.794,239.76,6.24,36.09,13.3505,0,31.7448,31.7468,24.5638,24.5657
TGX201809,KOD4,B,2018-09-17T21:20:41,-150.9707,57.8983,74,38,30.22,5,9.5348,9.5322,3.4333,3.4334,2.2274,2.5295,0.0488,1.5263,4.6279,0,2.3228,2.21,0.0397,0.076,98.1176,236.004,246.505,14.6,46.46,11.8007,0,31.5758,31.5787,24.3545,24.3572
TGX201809,KOD4,B,2018-09-17T21:21:53,-150.9707,57.8983,74,38,20.5,6,9.9607,9.9568,3.4342,3.4348,2.3269,2.6419,0.0529,1.3254,4.6106,0,2.8201,2.5892,0.0498,0.091,97.7509,247.666,258.387,35.1,56.4,10.1713,0,31.2177,31.227,24.0065,24.0144
TGX201809,KOD4,B,2018-09-17T21:22:45,-150.9707,57.8983,74,38,9.76,7,11.5632,11.5626,3.5128,3.5129,2.5518,2.9002,0.0762,0.8121,4.5163,0,3.6266,3.1199,0.1081,0.1737,95.7513,268.886,280.254,119.0,72.53,6.0081,0,30.6437,30.6455,23.2869,23.2883
TGX201809,KOD4,B,2018-09-17T21:23:33,-150.9707,57.8983,74,38,2.58,8,11.6425,11.6423,3.5191,3.5192,2.5636,2.9172,0.0607,0.7462,4.5325,0,4.0491,3.724,0.0691,0.1594,96.0942,269.624,281.47,541.0,80.98,5.4739,0,30.642,30.6432,23.2714,23.2723
TGX201809,KOD3,B,2018-09-17T23:25:35,-151.1777,58.0172,80,39,78.93,1,7.7427,7.7423,3.3449,3.345,1.9813,2.2481,0.0416,2.3028,4.4614,0,0.2324,0.2587,0.0214,0.2226,94.5872,211.081,221.344,0.0716,4.65,18.0974,0,32.247,32.2486,25.149,25.1503
TGX201809,KOD3,B,2018-09-17T23:27:01,-151.1777,58.0172,80,39,48.83,2,8.3289,8.325,3.3734,3.3734,2.0895,2.37,0.0431,1.9877,4.5878,0,1.7138,1.3058,0.0252,0.1108,97.2684,223.323,233.279,1.74,34.28,15.5424,0,32.0257,32.0294,24.891,24.8944
TGX201809,KOD3,B,2018-09-17T23:28:01,-151.1777,58.0172,80,39,40.95,3,8.7853,8.7856,3.4076,3.4079,2.1507,2.4416,0.0458,1.8723,4.6249,0,2.1325,1.5692,0.032,0.0786,98.0537,229.034,239.458,3.26,42.65,14.6061,0,31.9741,31.9759,24.7824,24.7837
TGX201809,KOD3,B,2018-09-17T23:29:08,-151.1777,58.0172,80,39,30.01,4,9.4677,9.4608,3.4412,3.4412,2.2223,2.5245,0.0517,1.5607,4.6294,0,2.6738,1.9155,0.0467,0.0747,98.1499,235.17,246.08,7.36,53.48,12.0794,0,31.7154,31.7213,24.4741,24.4798
TGX201809,KOD3,B,2018-09-17T23:30:12,-151.1777,58.0172,80,39,18.86,5,10.5567,10.5315,3.4906,3.4907,2.3537,2.6742,0.0548,1.2118,4.5985,0,3.2239,2.3357,0.0545,0.1014,97.4956,247.28,258.438,19.5,64.48,9.2495,0,31.2699,31.2925,23.9484,23.9702
TGX201809,KOD3,B,2018-09-17T23:31:18,-151.1777,58.0172,80,39,10.15,6,11.4878,11.4901,3.507,3.5073,2.5206,2.8669,0.1145,0.808,4.3463,0,3.7141,2.767,0.2039,0.3272,92.1465,265.444,276.854,52.8,74.28,5.9747,0,30.6502,30.6507,23.3053,23.3052
TGX201809,KOD3,B,2018-09-17T23:32:20,-151.1777,58.0172,80,39,2.85,7,11.6772,11.6806,3.5198,3.5202,2.5432,2.8976,0.1142,0.7679,4.2894,0,4.4508,3.3433,0.203,0.3798,90.9406,265.99,278.842,199.0,89.02,5.6502,0,30.6206,30.6217,23.2485,23.2488
TGX201809,KOD2,B,2018-09-18T01:17:04,-151.3882,58.1307,125,40,123.18,1,6.9853,6.9847,3.3144,3.3145,1.8691,2.1136,0.0379,2.5791,4.3467,0,0.2704,0.0098,0.0121,0.3268,92.1549,199.435,208.884,0.0,5.41,20.3383,0,32.6055,32.6076,25.5348,25.5367
TGX201809,KOD2,B,2018-09-18T01:18:35,-151.3882,58.1307,125,40,102.16,2,7.0537,7.0547,3.3163,3.3166,1.8912,2.138,0.0378,2.5669,4.4569,0,1.3631,0.0268,0.0119,0.2266,94.491,202.118,211.174,0.0037,27.26,20.2397,0,32.572,32.5734,25.4993,25.5003
TGX201809,KOD2,B,2018-09-18T01:20:06,-151.3882,58.1307,125,40,75.74,3,7.7216,7.7282,3.3549,3.3555,2.0224,2.2943,0.0411,2.237,4.5775,0,3.2838,0.3239,0.0202,0.1198,97.0491,217.17,227.195,0.0982,65.67,17.5639,0,32.3752,32.3751,25.2527,25.2517
TGX201809,KOD2,B,2018-09-18T01:21:24,-151.3882,58.1307,125,40,49.89,4,8.545,8.5445,3.3967,3.3968,2.1338,2.4189,0.0459,1.9642,4.6172,0,4.9185,1.0132,0.0322,0.0853,97.8909,228.456,238.086,0.841,98.37,15.352,0,32.0729,32.0748,24.8959,24.8975
TGX201809,KOD2,B,2018-09-18T01:22:26,-151.3882,58.1307,125,40,39.96,5,9.1093,9.1076,3.4332,3.4333,2.1886,2.4873,0.0494,1.7196,4.6244,0,4.9192,1.3376,0.0411,0.0791,98.0436,232.115,243.128,1.88,98.38,13.3679,0,31.9484,31.9508,24.7125,24.7146
TGX201809,KOD2,B,2018-09-18T01:23:12,-151.3882,58.1307,125,40,29.12,6,10.2744,10.2734,3.485,3.485,2.3256,2.6389,0.055,1.2809,4.6058,0,4.9192,1.7292,0.0549,0.0952,97.6489,245.563,255.903,4.76,98.38,9.8101,0,31.4527,31.4543,24.1381,24.1395
TGX201809,KOD2,B,2018-09-18T01:24:04,-151.3882,58.1307,125,40,20.76,7,10.9429,10.9439,3.4978,3.4978,2.4032,2.738,0.0652,1.0294,4.5705,0,4.9193,2.0698,0.0804,0.1259,96.9017,252.594,264.552,10.5,98.39,7.7703,0,31.0111,31.0111,23.681,23.6808
TGX201809,KOD2,B,2018-09-18T01:24:56,-151.3882,58.1307,125,40,9.39,8,11.8993,11.8975,3.5258,3.5259,2.5267,2.876,0.1016,0.7361,4.4272,0,4.919,2.6355,0.1716,0.2534,93.8612,263.911,275.64,39.0,98.38,5.3919,0,30.4933,30.4953,23.1098,23.1116
TGX201809,KOD2,B,2018-09-18T01:26:02,-151.3882,58.1307,125,40,3.08,9,11.9941,11.9939,3.5278,3.528,2.5558,2.9159,0.1168,0.6271,4.2965,0,4.7955,3.1052,0.2095,0.3733,91.0907,265.991,279.875,115.0,95.91,4.508,0,30.4374,30.4389,23.0492,23.0504
TGX201809,KOD1,B,2018-09-18T03:06:24,-151.5952,58.2418,69,41,68.76,1,7.7972,7.7945,3.3191,3.3191,2.0399,2.3094,0.0462,2.1432,4.5623,0,0.151,0.1666,0.033,0.1331,96.7279,219.367,228.838,0.0403,3.02,16.8028,0,31.9259,31.9287,24.8892,24.8917
TGX201809,KOD1,B,2018-09-18T03:07:29,-151.5952,58.2418,69,41,50.1,2,8.0755,8.0744,3.3262,3.3264,2.122,2.4022,0.0455,2.0484,4.5873,0,1.0659,0.6059,0.0313,0.1112,97.2568,229.695,239.231,0.273,21.32,16.0345,0,31.7564,31.7593,24.7166,24.719
TGX201809,KOD1,B,2018-09-18T03:08:29,-151.5952,58.2418,69,41,40.64,3,8.4005,8.3965,3.3442,3.3441,2.1263,2.4089,0.0547,1.9946,4.4581,0,1.549,0.9074,0.0542,0.2287,94.5169,228.309,238.095,0.639,30.98,15.5983,0,31.6577,31.6602,24.592,24.5946
TGX201809,KOD1,B,2018-09-18T03:09:32,-151.5952,58.2418,69,41,30.35,4,9.106,9.1192,3.3779,3.3786,2.2117,2.5136,0.0571,1.7759,4.5704,0,2.0591,1.3261,0.0602,0.126,96.899,236.244,247.522,1.82,41.18,13.8248,0,31.3852,31.3801,24.2726,24.2666
TGX201809,KOD1,B,2018-09-18T03:10:33,-151.5952,58.2418,69,41,20.23,5,9.8449,9.8565,3.3978,3.3979,2.3469,2.6621,0.0649,1.4259,4.5515,0,2.5369,1.751,0.0796,0.1427,96.4975,251.267,261.616,5.01,50.74,10.9861,0,30.9498,30.9409,23.8163,23.8075
TGX201809,KOD1,B,2018-09-18T03:11:34,-151.5952,58.2418,69,41,10.0,6,10.4151,10.4183,3.4148,3.4151,2.4488,2.7766,0.0697,1.1972,4.5411,0,3.0218,2.1644,0.0918,0.1517,96.2782,261.879,272.265,13.1,60.44,9.1309,0,30.6401,30.6396,23.4817,23.4808
TGX201809,KOD1,B,2018-09-18T03:12:34,-151.5952,58.2418,69,41,2.18,7,10.7209,10.7206,3.4287,3.4288,2.5017,2.8386,0.0877,1.1566,4.4849,0,3.453,2.9852,0.1367,0.2015,95.0866,266.972,277.938,95.5,69.06,8.8023,0,30.524,30.5255,23.34,23.3413
TGX201809,KOD1,B,2018-09-18T03:12:46,-151.5952,58.2418,69,41,2.34,8,10.7253,10.7269,3.4289,3.4291,2.5043,2.8389,0.0891,1.152,4.4584,0,3.4174,2.8248,0.1402,0.2253,94.5233,267.479,277.944,67.7,68.35,8.7645,0,30.5225,30.5231,23.3381,23.3383
TGX201809,MID1,B,2018-09-19T15:24:15,-145.5005,60.2537,16,42,12.22,1,13.0257,13.0255,3.4977,3.4977,2.4853,2.8315,0.0647,0.6351,3.256,0,0.1993,0.3138,0.0792,1.4829,69.0249,254.046,266.699,0.0939,3.99,4.5728,0,29.3306,29.331,22.0004,22.0008
TGX201809,MID1,B,2018-09-19T15:25:15,-145.5005,60.2537,16,42,10.12,2,13.1378,13.1412,3.4822,3.4825,2.5056,2.8559,0.0676,0.6608,3.8633,0,0.3,0.4858,0.0864,0.7989,81.9035,256.488,268.931,0.184,6.0,4.7808,0,29.1014,29.1017,21.802,21.8016
TGX201809,MID1,B,2018-09-19T15:26:11,-145.5005,60.2537,16,42,2.69,3,12.3959,12.4339,2.1924,2.2196,2.5892,2.949,0.0629,0.6961,1.3961,0,0.6695,1.8383,0.0747,4.8787,29.5848,293.911,306.804,6.17,13.39,5.0673,0,17.839,18.0627,13.2392,13.4057
TGX201809,MID2,B,2018-09-19T17:33:17,-145.6478,60.0987,118,44,20.78,1,11.9915,11.9595,3.6241,3.6222,2.4344,2.7781,0.0809,0.7618,4.4921,0,4.9218,1.9885,0.1198,0.1951,95.2388,250.329,262.734,8.72,98.44,5.6002,0,31.3561,31.365,23.7621,23.7749
TGX201809,MID2,B,2018-09-19T17:33:57,-145.6478,60.0987,118,44,15.71,2,12.7194,12.6588,3.6646,3.6609,2.5491,2.9071,0.1004,0.5822,4.4715,0,4.9212,2.3113,0.1686,0.2135,94.8028,261.376,274.615,18.4,98.42,4.1434,0,31.1379,31.153,23.4567,23.48
TGX201809,MID2,B,2018-09-19T17:34:55,-145.6478,60.0987,118,44,7.83,3,13.0509,13.0463,3.5087,3.5086,2.6767,3.0602,0.0573,0.5654,4.5145,0,4.92,2.7305,0.0608,0.1752,95.7138,278.137,292.831,48.6,98.4,4.0072,0,29.4148,29.4177,22.0608,22.0639
TGX201809,MID2,B,2018-09-19T17:35:57,-145.6478,60.0987,118,44,5.0,4,13.4032,13.4587,3.1827,3.1736,2.627,2.9999,0.0572,0.5811,4.4364,0,4.9184,2.9447,0.0604,0.245,94.0577,275.79,289.824,79.6,98.37,4.1351,0,26.1622,26.0419,19.4831,19.3799
TGX201809,MID2,B,2018-09-19T17:36:01,-145.6478,60.0987,118,44,4.93,5,13.4541,13.4419,3.1732,3.1762,2.6267,2.9995,0.0574,0.5751,4.4347,0,4.3878,2.9443,0.061,0.2466,94.0218,275.387,289.582,79.5,87.76,4.0862,0,26.0419,26.0768,19.3808,19.41
TGX201809,MID2,B,2018-09-19T17:36:52,-145.6478,60.0987,118,44,2.29,6,13.2881,13.3052,2.6799,2.6914,2.6077,2.9881,0.0672,0.57,3.9682,0,4.9181,3.4183,0.0855,0.6913,84.1282,282.572,298.481,255.0,98.36,4.0446,0,21.7134,21.8053,16.0753,16.1431
TGX201809,MID2,B,2018-09-19T17:36:53,-145.6478,60.0987,118,44,2.19,7,13.2569,13.3001,2.6577,2.6886,2.6061,2.9879,0.068,0.614,3.9633,0,4.918,3.5988,0.0873,0.6962,84.0262,282.472,298.101,380.0,98.36,4.4013,0,21.5334,21.7836,15.9422,16.1273
TGX201809,MID2,B,2018-09-19T18:16:13,-145.6487,60.1028,118,45,118.85,1,6.2406,6.24,3.242,3.2422,1.8799,2.1342,0.0368,2.6061,3.2903,0,0.1555,0.0098,0.0095,1.4409,69.7521,204.903,215.583,0.0,3.11,20.5578,0,32.5186,32.5211,25.5626,25.5646
TGX201809,MID2,B,2018-09-19T18:17:23,-145.6487,60.1028,118,45,101.1,2,6.298,6.2982,3.2412,3.2414,1.8843,2.1368,0.0366,2.662,3.3728,0,1.0463,0.0098,0.009,1.3418,71.5022,205.127,215.041,0.0,20.92,21.0107,0,32.4638,32.4656,25.5121,25.5136
TGX201809,MID2,B,2018-09-19T18:18:21,-145.6487,60.1028,118,45,75.98,3,6.6535,6.6528,3.2492,3.2493,2.0714,2.3567,0.0373,2.3092,4.557,0,4.9281,0.4091,0.0107,0.1378,96.6148,230.467,241.566,0.14,98.56,18.1497,0,32.2266,32.2291,25.2799,25.282
TGX201809,MID2,B,2018-09-19T18:19:31,-145.6487,60.1028,118,45,50.42,4,7.3292,7.33,3.2895,3.2898,2.1556,2.4576,0.0403,2.0143,4.6319,0,4.9285,1.1617,0.0182,0.0726,98.2021,238.308,249.883,1.22,98.57,15.7582,0,32.0478,32.0499,25.0497,25.0513
TGX201809,MID2,B,2018-09-19T18:20:55,-145.6487,60.1028,118,45,40.7,5,7.6968,7.6964,3.3122,3.3124,2.1665,2.4712,0.044,1.965,4.6065,0,4.9283,1.5139,0.0275,0.0945,97.6647,237.476,249.376,2.86,98.56,15.3585,0,31.9573,31.9596,24.9279,24.9298
TGX201809,MID2,B,2018-09-19T18:21:44,-145.6487,60.1028,118,45,29.65,6,9.6968,9.6831,3.4601,3.4593,2.2775,2.5947,0.051,1.5013,4.6162,0,4.9236,1.9213,0.0451,0.0861,97.8708,241.884,253.447,7.46,98.47,11.5974,0,31.706,31.7101,24.4302,24.4356
TGX201809,MID2,B,2018-09-19T18:22:57,-145.6487,60.1028,118,45,20.25,7,11.8713,11.8575,3.615,3.6137,2.4275,2.7717,0.0772,0.8244,4.5296,0,4.9258,2.5474,0.1105,0.1618,96.0346,249.183,262.364,31.8,98.52,6.1077,0,31.3706,31.3694,23.7954,23.797
TGX201809,MID2,B,2018-09-19T18:22:58,-145.6487,60.1028,118,45,19.96,8,11.8944,11.8685,3.6162,3.6137,2.4297,2.771,0.0788,0.815,4.5263,0,4.9261,2.563,0.1145,0.1648,95.9643,250.109,262.339,33.0,98.52,6.0319,0,31.3622,31.3606,23.7846,23.7881
TGX201809,MID2,B,2018-09-19T18:23:40,-145.6487,60.1028,118,45,10.0,9,12.6284,12.6705,3.6098,3.6165,2.6143,2.9902,0.0653,0.6366,4.5628,0,4.9252,3.1199,0.0807,0.1327,96.7379,270.907,284.682,119.0,98.51,4.5849,0,30.6973,30.7263,23.1329,23.1474
TGX201809,MID2,B,2018-09-19T18:23:41,-145.6487,60.1028,118,45,9.86,10,12.5612,12.5944,3.5984,3.6028,2.6182,2.9866,0.0618,0.6003,4.5687,0,4.9252,3.1298,0.072,0.1275,96.8631,272.463,283.346,122.0,98.5,4.2905,0,30.6447,30.659,23.1049,23.1096
TGX201809,MID2,B,2018-09-19T18:24:24,-145.6487,60.1028,118,45,7.66,11,13.279,13.2427,3.5351,3.5314,2.6807,3.055,0.0594,0.5683,4.5144,0,4.9243,3.3066,0.0659,0.1754,95.7112,277.415,290.207,183.0,98.49,4.0306,0,29.483,29.4768,22.0697,22.0719
TGX201809,MID2,B,2018-09-19T18:25:20,-145.6487,60.1028,118,45,2.2,12,13.5085,13.5126,2.9937,2.9904,2.6404,3.0051,0.0532,0.6389,4.237,0,4.9239,4.2609,0.0505,0.4292,89.8293,280.359,293.347,1870.0,98.48,4.6033,0,24.3867,24.3547,18.0948,18.0694
TGX201809,MID3,B,2018-09-19T20:12:35,-145.796,59.9493,85,47,85.43,1,6.3702,6.3697,3.2453,3.2454,1.9349,2.1941,0.0369,2.5994,3.693,0,0.1566,0.0107,0.0098,0.9789,78.2923,211.839,221.809,0.0002,3.13,20.503,0,32.4473,32.4496,25.4901,25.4919
TGX201809,MID3,B,2018-09-19T20:13:27,-145.796,59.9493,85,47,75.54,2,6.5134,6.5155,3.2493,3.2495,1.978,2.2445,0.0373,2.4328,4.0806,0,0.6557,0.2582,0.0107,0.5795,86.5135,217.547,227.919,0.0714,13.11,19.1517,0,32.361,32.361,25.4039,25.4035
TGX201809,MID3,B,2018-09-19T20:14:22,-145.796,59.9493,85,47,50.41,3,7.5102,7.5128,3.3071,3.3079,2.1312,2.4232,0.041,2.1263,4.5836,0,1.917,1.0705,0.0201,0.1145,97.1786,234.22,244.776,0.972,38.34,16.6664,0,32.0695,32.0757,25.042,25.0466
TGX201809,MID3,B,2018-09-19T20:15:32,-145.796,59.9493,85,47,40.08,4,8.2824,8.3244,3.3594,3.3631,2.2084,2.5115,0.0415,1.8877,4.6398,0,2.4462,1.397,0.0213,0.0657,98.3712,240.139,251.324,2.16,48.92,14.7316,0,31.9246,31.9248,24.8185,24.8125
