Cruise,Station,Type,Date_Time,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bot. Depth [m],Cast_Number,Pressure_[dbar],Bottle_Number,Temperature_[C],Temperature2_[C],Conductivity_[S/m],Conductivity2_[S/m],Voltage0_[V],Voltage1_[V],Voltage2_[V],Voltage3_[V],Voltage4_[V],Voltage5_[V],Voltage6_[V],Fluorescence_[mg/m3],BeamAttenuation_[1/m],BeamTransmission_[%],PAR_[umol_photons/m2/sec],Oxygen_[umol/kg],Oxygen2_[umol/kg],OxygenPS_[%_saturation],OxygenPS2_[%_saturation],Altimeter_[m],SUNA,Salinity_[psu],Salinity2_[psu],Density_[kg/m3_sigmat],Density2_[kg/m3_sigmat]
SKQ202006S,GAK10,B,2020-05-06T01:10:34,-148.2255,58.5383,1405,8,20.38,14,6.4343,6.4335,3.2224,3.2226,0.9915,0.6746,2.8907,3.3894,3.4909,0.0,4.9988,23.4595,1.179,74.4709,0.0,356.268,356.703,117.362,117.506,99.98,4.8933,32.1648,32.1675,25.2592,25.2614
SKQ202006S,GAK10,B,2020-05-06T01:12:20,-148.2255,58.5383,1405,8,9.22,15,6.4653,6.4645,3.2236,3.2238,0.839,0.5445,2.9361,3.4509,3.3656,0.0,4.9988,19.7988,1.3253,71.7978,0.0,362.385,362.991,119.454,119.654,99.98,3.8378,32.1542,32.1571,25.2469,25.2493
SKQ202006S,GAK10,B,2020-05-06T01:14:05,-148.2255,58.5383,1405,8,5.52,16,6.4673,6.4669,3.2237,3.2239,0.7918,0.5836,2.9379,3.4564,3.3857,0.0,4.9988,18.6674,1.3014,72.2264,0.0,361.503,364.191,119.169,120.056,99.98,4.1545,32.1545,32.1572,25.2468,25.249
SKQ202006S,GAK10,B,2020-05-06T01:14:12,-148.2255,58.5383,1405,8,5.05,17,6.4707,6.4704,3.2239,3.2241,0.7429,0.5693,2.9422,3.4499,3.389,0.0,4.9988,17.4928,1.2976,72.2976,0.0,362.737,363.401,119.585,119.805,99.98,4.0393,32.1547,32.1571,25.2466,25.2485
SKQ202006S,GAK11,B,2020-05-06T03:44:43,-148.072,58.391,1409,10,1411.18,1,2.565,2.5634,3.1455,3.1456,0.0136,4.1383,0.6048,0.6145,4.5471,0.0,0.5823,-0.0101,0.1215,97.0089,0.0,19.788,21.428,6.044,6.545,11.65,32.9834,34.4569,34.4604,27.4901,27.493
SKQ202006S,GAK11,B,2020-05-06T03:53:19,-148.072,58.391,1409,10,1012.66,2,3.2407,3.2404,3.1765,3.1767,0.0122,4.1383,0.5724,0.574,4.6043,0.0,5.0,-0.0436,0.0714,98.2297,0.0,12.657,14.082,3.927,4.369,100.0,32.9838,34.3224,34.3249,27.3219,27.324
SKQ202006S,GAK11,B,2020-05-06T03:59:25,-148.072,58.391,1409,10,759.2,3,3.8153,3.8144,3.2053,3.2054,0.0122,4.1383,0.6018,0.6104,4.61,0.0,5.0,-0.043,0.0665,98.3515,0.0,17.243,18.644,5.42,5.86,100.0,32.9832,34.1952,34.198,27.1647,27.167
SKQ202006S,GAK11,B,2020-05-06T04:07:24,-148.072,58.391,1409,10,505.21,4,4.4648,4.4641,3.2353,3.2355,0.0122,4.14,0.7423,0.7814,4.5988,0.0,5.0,-0.0424,0.0762,98.1133,0.0,39.664,41.037,12.646,13.084,100.0,32.9975,34.0083,34.0109,26.9484,26.9506
SKQ202006S,GAK11,B,2020-05-06T04:13:55,-148.072,58.391,1409,10,253.14,5,6.0356,6.0491,3.3468,3.3481,0.0122,3.5385,1.1389,1.2634,4.5707,0.0,5.0,-0.0424,0.1008,97.5125,0.0,97.933,98.895,32.358,32.687,100.0,28.1191,33.8236,33.8243,26.6186,26.6174
SKQ202006S,GAK11,B,2020-05-06T04:16:16,-148.072,58.391,1409,10,203.03,6,6.569,6.569,3.3805,3.3807,0.0123,3.3402,1.2208,1.3636,4.5633,0.0,5.0,-0.0412,0.1073,97.354,0.0,108.17,109.536,36.15,36.607,100.0,26.5115,33.6954,33.6977,26.4488,26.4506
SKQ202006S,GAK11,B,2020-05-06T04:18:33,-148.072,58.391,1409,10,151.5,7,6.9641,6.9643,3.3787,3.3789,0.0148,3.0222,1.4159,1.6046,4.5554,0.0,5.0,0.0192,0.1142,97.1849,0.0,136.025,137.511,45.745,46.246,100.0,23.9319,33.3149,33.317,26.0963,26.0979
SKQ202006S,GAK11,B,2020-05-06T04:20:18,-148.072,58.391,1409,10,127.39,8,6.3088,6.3141,3.2799,3.2806,0.0151,2.5327,1.8239,2.1024,4.5664,0.0,5.0,0.0264,0.1045,97.421,0.0,200.446,203.054,66.183,67.054,100.0,19.9622,32.8698,32.8726,25.8311,25.8326
SKQ202006S,GAK11,B,2020-05-06T04:22:18,-148.072,58.391,1409,10,100.09,9,5.4742,5.4783,3.1735,3.174,0.0178,2.0515,2.2197,2.5647,4.5368,0.0,5.0,0.0916,0.1305,96.7893,0.0,265.014,263.644,85.574,85.141,100.0,16.0599,32.4954,32.4973,25.6364,25.6374
SKQ202006S,GAK11,B,2020-05-06T04:24:25,-148.072,58.391,1409,10,75.07,10,5.4205,5.4207,3.156,3.1562,0.0228,1.9048,2.3303,2.6903,4.5334,0.0,5.0,0.21,0.1335,96.7175,0.0,281.851,278.688,90.805,89.788,100.0,14.8698,32.3611,32.3636,25.5363,25.5383
SKQ202006S,GAK11,B,2020-05-06T04:26:31,-148.072,58.391,1409,10,49.09,11,5.4412,5.4409,3.1514,3.1516,0.0738,1.8267,2.3807,2.7514,4.3941,0.0,5.0,1.4354,0.2584,93.7441,0.0,288.47,285.95,92.942,92.131,100.0,14.2363,32.3022,32.3047,25.4874,25.4894
SKQ202006S,GAK11,B,2020-05-06T04:28:16,-148.072,58.391,1409,10,40.85,12,5.4684,5.4686,3.1518,3.1521,0.0866,1.8152,2.3683,2.728,4.4182,0.0,5.0,1.7434,0.2365,94.2588,0.0,285.956,281.157,92.179,90.634,100.0,14.1433,32.2842,32.287,25.47,25.4722
SKQ202006S,GAK11,B,2020-05-06T04:29:57,-148.072,58.391,1409,10,30.26,13,5.575,5.5749,3.156,3.1562,0.2175,1.5627,2.4246,2.8057,4.1243,0.0,5.0,4.8849,0.5119,87.988,0.0,295.653,295.468,95.509,95.451,100.0,12.0954,32.2341,32.2374,25.4181,25.4207
SKQ202006S,GAK11,B,2020-05-06T04:31:32,-148.072,58.391,1409,10,19.79,14,6.946,6.9457,3.2663,3.2666,0.1098,0.7241,2.7582,3.2023,4.3685,0.0,4.9408,2.299,0.2817,93.199,0.0,331.553,329.569,110.518,109.859,98.82,5.2947,32.1663,32.17,25.1943,25.1972
SKQ202006S,GAK11,B,2020-05-06T04:33:26,-148.072,58.391,1409,10,9.44,15,6.9568,6.9568,3.2672,3.2674,0.1152,0.6684,2.7618,3.1857,4.3404,0.0,5.0,2.4282,0.3076,92.5992,0.0,331.262,326.943,110.452,109.014,100.0,4.8428,32.1709,32.1734,25.1965,25.1985
SKQ202006S,GAK11,B,2020-05-06T04:34:52,-148.072,58.391,1409,10,4.04,16,6.9558,6.9554,3.2669,3.267,0.1164,0.6785,2.7589,3.2076,4.3674,0.0,4.954,2.4581,0.2828,93.1746,0.0,331.046,330.076,110.377,110.055,99.08,4.9251,32.1709,32.1732,25.1967,25.1985
SKQ202006S,GAK15,B,2020-05-06T15:34:13,-147.4998,57.7915,4530,12,1521.13,1,2.3194,2.3177,3.1327,3.1328,0.0115,4.1371,0.6299,0.6439,4.6152,0.0,5.0,-0.0591,0.062,98.4627,0.0,25.532,26.905,7.754,8.171,100.0,32.9733,34.5062,34.5092,27.5502,27.5528
SKQ202006S,GAK15,B,2020-05-06T15:45:15,-147.4998,57.7915,4530,12,1013.98,2,2.9758,2.9747,3.1578,3.1579,0.0122,4.1372,0.5725,0.5744,4.6095,0.0,5.0,-0.043,0.0669,98.3414,0.0,12.873,14.307,3.97,4.412,100.0,32.9741,34.3754,34.378,27.3887,27.3909
SKQ202006S,GAK15,B,2020-05-06T15:52:27,-147.4998,57.7915,4530,12,758.95,3,3.4507,3.45,3.1798,3.18,0.0116,4.1382,0.5787,0.5815,4.6098,0.0,5.0,-0.0585,0.0666,98.3478,0.0,13.357,14.733,4.164,4.593,100.0,32.9826,34.2729,34.2752,27.2625,27.2644
SKQ202006S,GAK15,B,2020-05-06T15:59:08,-147.4998,57.7915,4530,12,504.29,4,3.9384,3.9382,3.1997,3.1998,0.011,4.1394,0.6268,0.6399,4.6041,0.0,5.0,-0.0717,0.0716,98.2255,0.0,20.896,22.069,6.585,6.954,100.0,32.9923,34.1326,34.1349,27.1024,27.1043
SKQ202006S,GAK15,B,2020-05-06T16:05:40,-147.4998,57.7915,4530,12,252.89,5,4.0495,4.0487,3.1726,3.1727,0.0118,4.1407,0.8847,0.9536,4.6018,0.0,5.0,-0.052,0.0736,98.176,0.0,62.074,62.935,19.569,19.84,100.0,33.0034,33.8293,33.8314,26.8498,26.8516
SKQ202006S,GAK15,B,2020-05-06T16:08:24,-147.4998,57.7915,4530,12,203.56,6,4.6772,4.6784,3.2248,3.2251,0.0115,3.8454,1.0156,1.1125,4.5908,0.0,5.0,-0.0597,0.0832,97.9421,0.0,81.115,82.404,25.958,26.372,100.0,30.6082,33.8238,33.8256,26.7788,26.7801
SKQ202006S,GAK15,B,2020-05-06T16:11:23,-147.4998,57.7915,4530,12,153.67,7,5.3231,5.3401,3.2714,3.2734,0.011,3.6346,1.2072,1.3435,4.5955,0.0,5.0,-0.0723,0.0791,98.0426,0.0,109.225,109.93,35.469,35.714,100.0,28.8986,33.7326,33.7389,26.6332,26.6362
SKQ202006S,GAK15,B,2020-05-06T16:13:41,-147.4998,57.7915,4530,12,126.07,8,5.5854,5.5807,3.2753,3.2754,0.0122,3.3449,1.369,1.5345,4.598,0.0,5.0,-0.043,0.0769,98.0952,0.0,132.554,132.296,43.245,43.158,100.0,26.5491,33.5283,33.5341,26.4404,26.4456
SKQ202006S,GAK15,B,2020-05-06T16:16:15,-147.4998,57.7915,4530,12,101.57,9,5.3226,5.3227,3.2173,3.2174,0.0136,2.8824,1.6974,1.9371,4.5949,0.0,5.0,-0.0089,0.0796,98.0309,0.0,184.287,184.694,59.581,59.713,100.0,22.7983,33.1415,33.1429,26.1653,26.1664
SKQ202006S,GAK15,B,2020-05-06T16:18:54,-147.4998,57.7915,4530,12,76.18,10,4.8108,4.8109,3.1252,3.1254,0.0155,2.0036,2.2598,2.6147,4.5895,0.0,5.0,0.0342,0.0844,97.9134,0.0,274.444,275.048,87.305,87.499,100.0,15.6711,32.6011,32.6036,25.7944,25.7964
SKQ202006S,GAK15,B,2020-05-06T16:21:07,-147.4998,57.7915,4530,12,51.03,11,4.6899,4.6897,3.104,3.1041,0.0267,1.8,2.4173,2.8037,4.5614,0.0,5.0,0.3057,0.1089,97.3152,0.0,299.531,298.567,94.93,94.625,100.0,14.02,32.4872,32.4891,25.7171,25.7186
SKQ202006S,GAK15,B,2020-05-06T16:23:03,-147.4998,57.7915,4530,12,41.04,12,4.7482,4.7483,3.108,3.1082,0.0697,1.7234,2.4469,2.842,4.5024,0.0,5.0,1.3367,0.161,96.0555,0.0,303.2,301.982,96.223,95.838,100.0,13.3988,32.4819,32.484,25.7067,25.7083
SKQ202006S,GAK15,B,2020-05-06T16:24:53,-147.4998,57.7915,4530,12,30.95,13,5.9533,5.9554,3.2053,3.2055,0.3524,1.3086,2.5811,3.0046,4.1023,0.0,5.0,8.1209,0.5333,87.5185,0.0,312.804,311.653,102.095,101.725,100.0,10.0351,32.4261,32.4269,25.5249,25.5252
SKQ202006S,GAK15,B,2020-05-06T16:26:50,-147.4998,57.7915,4530,12,20.56,14,6.8274,6.8337,3.2767,3.2773,0.395,0.9707,2.6561,3.0903,4.0659,0.0,5.0,9.1453,0.569,86.7406,0.0,317.186,315.615,105.616,105.109,100.0,7.2941,32.3916,32.3924,25.3873,25.3871
SKQ202006S,GAK15,B,2020-05-06T16:28:52,-147.4998,57.7915,4530,12,10.38,15,6.8452,6.8449,3.2778,3.278,0.3447,0.9558,2.6642,3.0982,4.0729,0.0,5.0,7.9373,0.5621,86.8895,0.0,318.183,317.334,105.991,105.709,100.0,7.1733,32.3916,32.3937,25.385,25.3867
SKQ202006S,GAK15,B,2020-05-06T16:30:56,-147.4998,57.7915,4530,12,5.16,16,6.8428,6.8426,3.2774,3.2776,0.2669,1.0032,2.6618,3.1171,4.074,0.0,5.0,6.0696,0.5611,86.9123,0.0,317.618,319.857,105.798,106.544,100.0,7.5581,32.3922,32.3941,25.3858,25.3873
SKQ202006S,GAK14,B,2020-05-06T19:52:25,-147.6525,57.9432,3045,14,1523.53,1,2.3625,2.361,3.1359,3.136,0.0116,4.1375,0.6223,0.6349,4.6136,0.0,5.0,-0.0585,0.0634,98.4276,0.0,23.819,25.381,7.242,7.716,100.0,32.9765,34.4984,34.5013,27.5404,27.5428
SKQ202006S,GAK14,B,2020-05-06T20:04:16,-147.6525,57.9432,3045,14,1013.31,2,3.0408,3.0399,3.1622,3.1623,0.0122,4.138,0.5748,0.5766,4.6068,0.0,5.0,-0.043,0.0692,98.284,0.0,13.194,14.606,4.075,4.511,100.0,32.9808,34.3603,34.3627,27.3707,27.3727
SKQ202006S,GAK14,B,2020-05-06T20:11:05,-147.6525,57.9432,3045,14,758.01,3,3.6187,3.618,3.1914,3.1915,0.0122,4.1386,0.587,0.5916,4.6078,0.0,5.0,-0.0424,0.0684,98.3048,0.0,14.812,16.16,4.635,5.057,100.0,32.9856,34.2358,34.2381,27.2166,27.2185
SKQ202006S,GAK14,B,2020-05-06T20:18:20,-147.6525,57.9432,3045,14,505.46,4,4.083,4.0828,3.2071,3.2072,0.0122,4.1366,0.6624,0.6836,4.6102,0.0,5.0,-0.043,0.0663,98.3558,0.0,26.765,28.048,8.46,8.865,100.0,32.9696,34.0697,34.0717,27.0375,27.0392
SKQ202006S,GAK14,B,2020-05-06T20:25:02,-147.6525,57.9432,3045,14,253.02,5,4.667,4.6662,3.2262,3.2262,0.0122,3.9453,1.0135,1.1059,4.5965,0.0,5.0,-0.0418,0.0782,98.0644,0.0,81.104,81.439,25.949,26.056,100.0,31.418,33.8245,33.8262,26.7805,26.7819
SKQ202006S,GAK14,B,2020-05-06T20:28:46,-147.6525,57.9432,3045,14,201.91,6,5.1686,5.1695,3.2643,3.2646,0.0122,3.7495,1.1428,1.2613,4.5934,0.0,5.0,-0.0424,0.0809,97.9974,0.0,100.059,100.641,32.386,32.576,100.0,29.8306,33.7825,33.7846,26.6907,26.6922
SKQ202006S,GAK14,B,2020-05-06T20:31:49,-147.6525,57.9432,3045,14,151.07,7,5.2996,5.2986,3.2512,3.2512,0.0124,3.4271,1.3882,1.5618,4.5949,0.0,5.0,-0.0382,0.0796,98.0299,0.0,137.105,137.824,44.43,44.662,100.0,27.2158,33.5262,33.528,26.4725,26.474
SKQ202006S,GAK14,B,2020-05-06T20:34:32,-147.6525,57.9432,3045,14,126.84,8,5.6422,5.6385,3.2529,3.2527,0.0132,2.9939,1.6581,1.8829,4.5713,0.0,5.0,-0.0191,0.1002,97.5252,0.0,176.92,176.981,57.663,57.678,100.0,23.7021,33.2182,33.219,26.1883,26.1894
SKQ202006S,GAK14,B,2020-05-06T20:36:49,-147.6525,57.9432,3045,14,101.56,9,4.9409,4.943,3.1365,3.1369,0.0143,2.0261,2.2412,2.5938,4.581,0.0,5.0,0.0072,0.0917,97.7332,0.0,271.473,271.037,86.621,86.488,100.0,15.8534,32.5912,32.5934,25.7724,25.7739
SKQ202006S,GAK14,B,2020-05-06T20:40:36,-147.6525,57.9432,3045,14,74.75,10,4.6784,4.6783,3.1033,3.1035,0.0238,1.8247,2.4145,2.8049,4.5821,0.0,5.0,0.2352,0.0908,97.7555,0.0,299.828,299.881,94.992,95.01,100.0,14.2203,32.4784,32.4803,25.7113,25.7129
SKQ202006S,GAK14,B,2020-05-06T20:42:53,-147.6525,57.9432,3045,14,49.87,11,4.9016,4.9033,3.12,3.1203,0.06,1.7044,2.4705,2.8642,4.5326,0.0,5.0,1.1053,0.1343,96.6984,0.0,306.375,304.056,97.575,96.842,100.0,13.2444,32.4655,32.4673,25.6771,25.6784
SKQ202006S,GAK14,B,2020-05-06T20:44:38,-147.6525,57.9432,3045,14,40.78,12,5.1239,5.1245,3.1375,3.1378,0.0615,1.6622,2.4726,2.8594,4.5156,0.0,5.0,1.1388,0.1493,96.3368,0.0,303.796,300.008,97.259,96.049,100.0,12.9021,32.4548,32.4567,25.6441,25.6456
SKQ202006S,GAK14,B,2020-05-06T20:46:34,-147.6525,57.9432,3045,14,29.95,13,6.4665,6.4882,3.2464,3.2484,0.3424,1.1325,2.6272,3.0542,4.1257,0.0,5.0,7.8805,0.5107,88.0163,0.0,316.796,315.766,104.615,104.328,100.0,8.6063,32.3949,32.3962,25.4365,25.4348
SKQ202006S,GAK14,B,2020-05-06T20:48:14,-147.6525,57.9432,3045,14,19.74,14,6.7033,6.7064,3.2664,3.2667,0.3746,1.0055,2.6761,3.1096,4.1116,0.0,5.0,8.6549,0.5243,87.7168,0.0,321.288,320.923,106.68,106.567,100.0,7.5767,32.3955,32.3966,25.4066,25.4071
SKQ202006S,GAK14,B,2020-05-06T20:50:21,-147.6525,57.9432,3045,14,10.21,15,6.7403,6.7398,3.2692,3.2693,0.1854,0.9305,2.6865,3.1209,4.0849,0.0,5.0,4.114,0.5503,87.1474,0.0,321.86,319.546,106.961,106.193,100.0,6.9686,32.3957,32.3977,25.4019,25.4036
SKQ202006S,GAK14,B,2020-05-06T20:52:00,-147.6525,57.9432,3045,14,3.67,16,6.7741,6.773,3.2718,3.2719,0.0682,0.9214,2.6908,3.1178,4.0966,0.0,5.0,1.302,0.5389,87.3952,0.0,321.994,318.657,107.089,105.978,100.0,6.8946,32.3957,32.3976,25.3976,25.3992
SKQ202006S,GAK14,B,2020-05-06T20:52:07,-147.6525,57.9432,3045,14,4.26,17,6.7743,6.7759,3.2718,3.2722,0.0623,1.0245,2.6896,3.1099,4.1248,0.0,5.0,1.1585,0.5114,87.9982,0.0,322.027,317.965,107.101,105.755,100.0,7.7307,32.3958,32.3978,25.3976,25.399
SKQ202006S,GAK13,B,2020-05-06T22:59:21,-147.797,58.0993,2058,16,1520.33,1,2.3869,2.3853,3.1375,3.1376,0.0119,4.1386,0.6176,0.6295,4.6133,0.0,5.0,-0.0508,0.0636,98.4217,0.0,22.887,24.56,6.962,7.471,100.0,32.9858,34.4936,34.4969,27.5345,27.5373
SKQ202006S,GAK13,B,2020-05-06T23:12:33,-147.797,58.0993,2058,16,1012.23,2,3.1582,3.1575,3.1709,3.171,0.0122,4.1392,0.5701,0.5708,4.6105,0.0,5.0,-0.0436,0.066,98.3633,0.0,12.299,13.667,3.809,4.232,100.0,32.9905,34.3418,34.3444,27.3451,27.3473
SKQ202006S,GAK13,B,2020-05-06T23:18:50,-147.797,58.0993,2058,16,758.41,3,3.6578,3.6577,3.1941,3.1942,0.0121,4.1395,0.5882,0.5934,4.6105,0.0,5.0,-0.0448,0.0661,98.3611,0.0,14.955,16.365,4.684,5.126,100.0,32.9937,34.2266,34.2289,27.2054,27.2072
SKQ202006S,GAK13,B,2020-05-06T23:25:39,-147.797,58.0993,2058,16,505.59,4,4.2621,4.2614,3.2204,3.2206,0.0121,4.1405,0.6965,0.7257,4.5946,0.0,5.0,-0.0454,0.0799,98.0235,0.0,32.393,33.755,10.281,10.713,100.0,33.0018,34.0424,34.0448,26.9971,26.9991
SKQ202006S,GAK13,B,2020-05-06T23:32:12,-147.797,58.0993,2058,16,253.33,5,5.7606,5.76,3.3225,3.3227,0.0117,3.7149,1.1256,1.2509,4.5802,0.0,4.8279,-0.055,0.0925,97.7145,0.0,96.399,98.293,31.649,32.271,96.56,29.5499,33.8244,33.8267,26.6534,26.6553
SKQ202006S,GAK13,B,2020-05-06T23:32:22,-147.797,58.0993,2058,16,252.2,6,5.7709,5.7699,3.3234,3.3235,0.0122,3.6738,1.1244,1.2473,4.58,0.0,5.0,-0.043,0.0926,97.7108,0.0,96.207,97.641,31.593,32.064,100.0,29.2167,33.8243,33.8263,26.652,26.6538
SKQ202006S,GAK13,B,2020-05-06T23:32:28,-147.797,58.0993,2058,16,253.12,7,5.7684,5.7675,3.3232,3.3233,0.0122,3.6559,1.1244,1.2442,4.5788,0.0,5.0,-0.0424,0.0937,97.6858,0.0,96.191,97.075,31.586,31.876,100.0,29.0714,33.8243,33.8264,26.6523,26.6541
SKQ202006S,GAK13,B,2020-05-06T23:32:35,-147.797,58.0993,2058,16,252.7,8,5.7672,5.7665,3.3231,3.3232,0.0122,3.6887,1.1248,1.246,4.5794,0.0,5.0,-0.043,0.0932,97.697,0.0,96.34,97.232,31.634,31.927,100.0,29.3375,33.8245,33.8265,26.6526,26.6543
SKQ202006S,GAK13,B,2020-05-06T23:32:41,-147.797,58.0993,2058,16,253.52,9,5.7601,5.7592,3.3225,3.3226,0.0123,3.662,1.125,1.2465,4.581,0.0,5.0,-0.0412,0.0918,97.7321,0.0,96.407,97.384,31.651,31.971,100.0,29.1203,33.8245,33.8267,26.6535,26.6554
SKQ202006S,GAK13,B,2020-05-06T23:32:48,-147.797,58.0993,2058,16,252.08,10,5.7691,5.7665,3.3232,3.3232,0.0122,3.6372,1.125,1.2471,4.5792,0.0,5.0,-0.043,0.0933,97.6938,0.0,96.387,97.845,31.651,32.128,100.0,28.9196,33.8244,33.8266,26.6524,26.6544
SKQ202006S,GAK13,B,2020-05-06T23:32:56,-147.797,58.0993,2058,16,252.87,11,5.763,5.7636,3.3227,3.323,0.0122,3.6966,1.1247,1.2484,4.5777,0.0,5.0,-0.0418,0.0946,97.6613,0.0,96.339,97.575,31.631,32.037,100.0,29.4014,33.8246,33.8266,26.6532,26.6548
SKQ202006S,GAK13,B,2020-05-06T23:33:04,-147.797,58.0993,2058,16,252.66,12,5.7578,5.7578,3.3222,3.3224,0.0122,3.6954,1.1246,1.2464,4.5802,0.0,4.9934,-0.0418,0.0925,97.7151,0.0,96.306,97.608,31.616,32.044,99.87,29.3917,33.8246,33.8268,26.6539,26.6556
SKQ202006S,GAK13,B,2020-05-06T23:33:12,-147.797,58.0993,2058,16,252.78,13,5.7607,5.761,3.3225,3.3227,0.0122,3.7101,1.1243,1.2442,4.5787,0.0,5.0,-0.0424,0.0938,97.6831,0.0,96.176,97.274,31.575,31.937,100.0,29.5105,33.8246,33.8266,26.6535,26.6551
SKQ202006S,GAK13,B,2020-05-06T23:36:32,-147.797,58.0993,2058,16,201.82,14,6.2304,6.2303,3.3544,3.3546,0.0122,3.4484,1.2058,1.3421,4.5714,0.0,5.0,-0.043,0.1001,97.5279,0.0,106.621,107.077,35.367,35.519,100.0,27.3884,33.7401,33.7424,26.5279,26.5298
SKQ202006S,GAK13,B,2020-05-06T23:39:51,-147.797,58.0993,2058,16,150.86,15,6.6011,6.6004,3.3596,3.3599,0.0124,3.1336,1.3748,1.5442,4.5606,0.0,5.0,-0.037,0.1096,97.2977,0.0,130.521,130.773,43.576,43.661,100.0,24.8354,33.4589,33.4622,26.2581,26.2608
SKQ202006S,GAK13,B,2020-05-06T23:41:56,-147.797,58.0993,2058,16,126.9,16,6.7801,6.7804,3.3465,3.3468,0.0139,2.8902,1.5646,1.7806,4.5679,0.0,5.0,-0.0035,0.1032,97.4529,0.0,158.203,159.936,52.916,53.497,100.0,22.8612,33.1521,33.1543,25.9927,25.9944
SKQ202006S,GAK13,B,2020-05-06T23:44:04,-147.797,58.0993,2058,16,101.06,17,5.9255,5.9219,3.2292,3.229,0.0149,2.3703,2.0138,2.3318,4.5831,0.0,4.9979,0.0228,0.0898,97.7789,0.0,229.101,229.501,74.872,74.997,99.96,18.645,32.6872,32.6886,25.7345,25.736
SKQ202006S,GAK13,B,2020-05-06T23:47:00,-147.797,58.0993,2058,16,77.05,18,5.382,5.3818,3.1545,3.1547,0.0132,1.8639,2.3442,2.7323,4.5965,0.0,5.0,-0.0197,0.0782,98.0639,0.0,284.179,285.483,91.485,91.906,100.0,14.5378,32.3798,32.3823,25.5556,25.5575
SKQ202006S,GAK13,B,2020-05-06T23:49:11,-147.797,58.0993,2058,16,49.94,19,5.2567,5.2564,3.1362,3.1364,0.0236,1.8372,2.4039,2.8099,4.585,0.0,5.0,0.2292,0.0882,97.8182,0.0,293.369,295.128,94.112,94.678,100.0,14.3212,32.3066,32.3087,25.5118,25.5135
SKQ202006S,GAK13,B,2020-05-06T23:50:39,-147.797,58.0993,2058,16,39.86,20,5.2462,5.2458,3.1327,3.1324,0.0379,1.8892,2.4155,2.8258,4.5126,0.0,5.0,0.5736,0.1522,96.273,0.0,294.572,297.527,94.457,95.401,100.0,14.7435,32.2818,32.2784,25.4934,25.4908
SKQ202006S,GAK13,B,2020-05-06T23:52:13,-147.797,58.0993,2058,16,29.96,21,5.4459,5.4693,3.1458,3.1483,0.088,1.5219,2.4963,2.925,4.4925,0.0,5.0,1.7757,0.1698,95.8444,0.0,302.869,306.641,97.549,98.823,100.0,11.7641,32.243,32.2493,25.44,25.4423
SKQ202006S,GAK13,B,2020-05-06T23:53:50,-147.797,58.0993,2058,16,20.45,22,6.8104,6.8095,3.2566,3.257,0.1672,0.8668,2.6886,3.1521,4.3205,0.0,5.0,3.6769,0.326,92.1738,0.0,322.59,325.42,107.213,108.155,100.0,6.4518,32.1875,32.1926,25.2288,25.2329
SKQ202006S,GAK13,B,2020-05-06T23:55:31,-147.797,58.0993,2058,16,9.76,23,6.8892,6.8929,3.2635,3.264,0.0658,0.9518,2.6889,3.1381,4.3207,0.0,5.0,1.2434,0.3258,92.1786,0.0,321.312,321.567,106.986,107.082,100.0,7.1414,32.194,32.196,25.2236,25.2247
SKQ202006S,GAK13,B,2020-05-06T23:56:57,-147.797,58.0993,2058,16,4.58,24,6.9544,6.9597,3.2688,3.2695,0.0312,0.9184,2.6902,3.151,4.3341,0.0,4.8863,0.4127,0.3134,92.4653,0.0,321.282,323.582,107.136,107.918,97.73,6.8704,32.1932,32.1953,25.2144,25.2154
SKQ202006S,GAK12,B,2020-05-07T01:55:52,-147.9363,58.2448,2139,18,1519.8,1,2.4425,2.4408,3.1415,3.1416,0.0122,4.092,0.608,0.6182,4.6132,0.0,5.0,-0.0442,0.0637,98.4196,0.0,20.891,22.595,6.363,6.882,100.0,32.6083,34.4837,34.4868,27.5219,27.5246
SKQ202006S,GAK12,B,2020-05-07T02:06:24,-147.9363,58.2448,2139,18,1013.82,2,3.1995,3.198,3.1738,3.1739,0.0118,4.1095,0.5702,0.5718,4.6137,0.0,5.0,-0.0538,0.0633,98.4308,0.0,12.307,13.805,3.815,4.279,100.0,32.7502,34.333,34.3357,27.3342,27.3366
SKQ202006S,GAK12,B,2020-05-07T02:12:32,-147.9363,58.2448,2139,18,758.87,3,3.8173,3.8165,3.2042,3.2044,0.0117,4.1405,0.6022,0.6112,4.6117,0.0,5.0,-0.0544,0.065,98.3877,0.0,17.343,18.812,5.451,5.913,100.0,33.002,34.1813,34.1838,27.1534,27.1555
SKQ202006S,GAK12,B,2020-05-07T02:18:48,-147.9363,58.2448,2139,18,506.36,4,4.4568,4.4565,3.235,3.2352,0.0118,4.1416,0.7386,0.7782,4.6035,0.0,5.0,-0.0526,0.0721,98.2133,0.0,39.239,40.722,12.509,12.982,100.0,33.0107,34.0126,34.0148,26.9527,26.9545
SKQ202006S,GAK12,B,2020-05-07T02:25:09,-147.9363,58.2448,2139,18,253.37,5,5.9705,5.9703,3.3415,3.3417,0.0162,3.605,1.1288,1.2536,4.5777,0.0,5.0,0.0527,0.0946,97.6613,0.0,96.526,98.452,31.847,32.483,100.0,28.6583,33.8291,33.8313,26.6311,26.6328
