Cruise,Station,Type,Date_Time,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bot. Depth [m],Cast_Number,Pressure_[dbar],Bottle_Number,Temperature_[C],Temperature2_[C],Conductivity_[S/m],Conductivity2_[S/m],Voltage0_[V],Voltage1_[V],Voltage2_[V],Voltage3_[V],Voltage4_[V],Voltage5_[V],Voltage6_[V],Voltage7_[V],Fluorescence_[mg/m3],BeamAttenuation_[1/m],BeamTransmission_[%],PAR_[umol_photons/m2/sec],Oxygen_[umol/kg],Oxygen2_[umol/kg],OxygenPS_[%_saturation],OxygenPS2_[%_saturation],Altimeter_[m],SUNA,Salinity_[psu],Salinity2_[psu],Density_[kg/m3_sigmat],Density2_[kg/m3_sigmat]
SKQ202110S,RES2.5,B,2021-06-28T01:31:04,-149.3572,60.0253,294,1,291.98,1,5.8639,5.8618,3.2589,3.2794,0.0111,0.0,1.5648,1.4622,3.7909,0.0098,0.2158,0.0,-0.0664,0.8421,81.0167,0.0,135.484,135.715,44.312,44.462,4.32,0.0,32.9869,33.2189,25.9788,26.1623
SKQ202110S,RES2.5,B,2021-06-28T01:31:11,-149.3572,60.0253,294,1,291.88,2,5.8629,5.8617,3.2585,3.2793,0.0113,0.0,1.564,1.4621,3.798,0.0098,0.2227,0.0,-0.0624,0.8346,81.168,0.0,135.46,135.758,44.302,44.475,4.45,0.0,32.9831,33.2188,25.9759,26.1623
SKQ202110S,RES2.5,B,2021-06-28T01:34:06,-149.3572,60.0253,294,1,252.91,3,5.8566,5.855,3.2452,3.2759,0.0093,0.0,1.6679,1.5597,4.4111,0.0096,2.1413,0.0,-0.1076,0.2358,94.2742,0.0,147.911,148.706,48.322,48.705,42.83,0.0,32.8593,33.2058,25.8788,26.1528
SKQ202110S,RES2.5,B,2021-06-28T01:37:05,-149.3572,60.0253,294,1,201.43,4,5.7775,5.7758,3.22,3.2549,0.0103,0.0,1.8119,1.6821,4.3607,0.0097,4.7167,0.0,-0.0864,0.2817,93.1987,0.0,165.416,165.157,53.868,53.94,94.34,0.0,32.6773,33.0717,25.7445,26.0565
SKQ202110S,RES2.5,B,2021-06-28T01:40:02,-149.3572,60.0253,294,1,151.43,5,5.498,5.5217,3.1675,3.196,0.0098,0.0,2.2033,2.0571,4.4859,0.0088,1.7709,0.0,-0.0973,0.1686,95.8729,0.0,214.482,217.868,69.236,70.526,35.42,0.0,32.3794,32.679,25.5419,25.7761
SKQ202110S,RES2.5,B,2021-06-28T01:42:37,-149.3572,60.0253,294,1,126.28,6,5.2129,5.2125,3.1056,3.1272,0.0098,0.0,2.5572,2.3514,4.5352,0.0087,3.0336,0.0,-0.0973,0.1248,96.9288,0.0,260.404,260.758,83.237,83.502,60.67,0.0,31.9626,32.2081,25.2445,25.4388
SKQ202110S,RES2.5,B,2021-06-28T01:44:55,-149.3572,60.0253,294,1,100.98,7,4.7187,4.7201,3.0274,3.0503,0.0105,0.0,2.663,2.4463,4.5473,0.0087,4.5026,0.0,-0.0819,0.1142,97.186,0.0,277.225,277.283,87.306,87.499,90.05,0.0,31.5496,31.8123,24.9705,25.1787
SKQ202110S,RES2.5,B,2021-06-28T01:47:21,-149.3572,60.0253,294,1,75.79,8,5.3477,5.3587,3.0579,3.0825,0.0112,0.0,2.9863,2.7323,4.5282,0.0148,5.0,0.0,-0.0647,0.1311,96.7774,0.0011,312.828,312.195,99.833,99.857,100.0,0.0,31.3173,31.586,24.7188,24.9302
SKQ202110S,RES2.5,B,2021-06-28T01:49:37,-149.3572,60.0253,294,1,50.71,9,7.1962,7.1966,3.1836,3.2132,0.0139,0.0,3.1914,2.9238,4.5195,0.1513,5.0,0.0,-0.0034,0.1387,96.5926,0.0459,322.553,322.164,107.235,107.358,100.0,0.0,31.0258,31.3452,24.264,24.5151
SKQ202110S,RES2.5,B,2021-06-28T01:51:24,-149.3572,60.0253,294,1,40.32,10,7.7561,7.7534,3.2035,3.236,0.0281,0.0,3.112,2.8566,4.4822,0.4259,5.0,0.0,0.3228,0.1719,95.7941,0.1946,309.252,309.164,103.919,104.148,100.0,0.0,30.7456,31.0936,23.9684,24.2419
SKQ202110S,RES2.5,B,2021-06-28T01:53:05,-149.3572,60.0253,294,1,30.11,11,8.0983,8.0974,3.2206,3.251,0.0415,0.0,3.1003,2.8444,4.4274,0.9572,5.0,0.0,0.6322,0.221,94.6242,0.9557,305.148,305.033,103.25,103.45,100.0,0.0,30.6298,30.9511,23.8298,24.0819
SKQ202110S,RES2.5,B,2021-06-28T01:54:47,-149.3572,60.0253,294,1,20.29,12,8.8014,8.8,3.2479,3.2785,0.0696,0.0,3.1718,2.9151,4.3358,1.6773,5.0,0.0,1.2776,0.3047,92.666,5.5382,308.101,309.172,105.659,106.267,100.0,0.0,30.3114,30.6292,23.4788,23.7277
SKQ202110S,RES2.5,B,2021-06-28T01:56:32,-149.3572,60.0253,294,1,10.42,13,9.581,9.582,3.2779,3.3065,0.1256,0.0,3.2862,3.0167,4.1399,2.63,4.7499,0.0,2.5666,0.4897,88.4773,50.641,316.261,316.47,110.067,110.371,95.0,0.0,29.9643,30.2532,23.0891,23.3144
SKQ202110S,RES2.5,B,2021-06-28T01:56:39,-149.3572,60.0253,294,1,10.43,14,9.5744,9.5788,3.2772,3.3062,0.1238,0.0,3.2863,3.0188,4.1402,2.6224,5.0,0.0,2.5264,0.4894,88.4832,49.761,316.073,316.791,109.985,110.476,100.0,0.0,29.9635,30.253,23.0895,23.3147
SKQ202110S,RES2.5,B,2021-06-28T01:58:16,-149.3572,60.0253,294,1,4.77,15,10.3941,10.4022,3.2605,3.2925,0.1687,0.0,3.3484,3.0713,3.6738,3.4835,5.0,0.0,3.5581,0.9676,78.513,362.15,319.111,318.641,112.372,112.474,100.0,0.0,29.1289,29.4383,22.3086,22.5481
SKQ202110S,RES2.5,B,2021-06-28T02:00:02,-149.3572,60.0253,294,1,2.33,16,11.0508,11.061,3.1868,3.2092,0.0868,0.0,3.3889,3.1084,3.1549,4.0669,5.0,0.0,1.6736,1.577,67.4194,1394.0,321.327,321.792,113.764,114.123,100.0,0.0,27.8967,28.1062,21.2424,21.4034
SKQ202110S,RES2.5,B,2021-06-28T02:00:09,-149.3572,60.0253,294,1,2.35,17,11.0362,11.0465,3.1846,3.2114,0.0881,0.0,3.3864,3.1129,3.152,4.0513,5.0,0.0,1.7057,1.5806,67.3576,1340.8,321.061,321.593,113.626,114.044,100.0,0.0,27.8866,28.1387,21.237,21.431
SKQ202110S,RES2.5,B,2021-06-28T02:00:17,-149.3572,60.0253,294,1,2.33,18,11.0259,11.0282,3.189,3.2135,0.1003,0.0,3.3896,3.1132,3.1502,4.0792,5.0,0.0,1.9854,1.5828,67.3208,1431.6,321.872,321.906,113.929,114.138,100.0,0.0,27.9372,28.1731,21.278,21.4609
SKQ202110S,GAK1,B,2021-06-28T04:27:47,-149.4662,59.8457,268,2,264.35,1,5.8137,5.8123,3.2117,3.2769,0.012,0.0,1.4657,1.3665,3.7655,0.0098,0.3048,0.0,-0.0469,0.869,80.4734,0.0,123.63,122.146,40.247,39.98,6.1,0.0,32.519,33.2534,25.615,26.1956
SKQ202110S,GAK1,B,2021-06-28T04:27:58,-149.4662,59.8457,268,2,264.52,2,5.8137,5.8122,3.2112,3.2769,0.011,0.0,1.4628,1.3686,3.6957,0.0098,0.2935,0.0,-0.0687,0.9449,78.9813,0.0,123.022,122.6,40.048,40.129,5.87,0.0,32.5132,33.253,25.6105,26.1953
SKQ202110S,GAK1,B,2021-06-28T04:28:04,-149.4662,59.8457,268,2,264.64,3,5.8134,5.8124,3.2109,3.2769,0.0115,0.0,1.4722,1.3817,3.7367,0.0098,0.2918,0.0,-0.0584,0.8997,79.8581,0.0,124.666,125.73,40.582,41.153,5.83,0.0,32.5105,33.2535,25.6084,26.1957
SKQ202110S,GAK1,B,2021-06-28T04:29:45,-149.4662,59.8457,268,2,252.68,4,5.7894,5.7892,3.2026,3.2714,0.011,0.0,1.5924,1.4914,4.3156,0.0095,0.8861,0.0,-0.0704,0.3233,92.2345,0.0,138.667,139.359,45.093,45.579,17.72,0.0,32.4459,33.2199,25.5602,26.172
SKQ202110S,GAK1,B,2021-06-28T04:32:15,-149.4662,59.8457,268,2,202.43,5,5.6786,5.6799,3.174,3.2421,0.0106,0.0,1.8397,1.7026,4.3672,0.0096,3.3743,0.0,-0.0796,0.2759,93.3361,0.0,169.867,168.627,55.017,54.929,67.49,0.0,32.2541,33.021,25.4218,26.0279
SKQ202110S,GAK1,B,2021-06-28T04:34:51,-149.4662,59.8457,268,2,151.76,6,5.495,5.4938,3.1245,3.1913,0.011,0.0,2.23,2.0515,4.532,0.0088,5.0,0.0,-0.0693,0.1276,96.8611,0.0,218.294,216.696,70.209,70.087,100.0,0.0,31.8959,32.6531,25.1598,25.7589
SKQ202110S,GAK1,B,2021-06-28T04:36:55,-149.4662,59.8457,268,2,126.1,7,5.4566,5.4585,3.0956,3.1605,0.0103,0.0,2.4646,2.258,4.569,0.0085,2.2132,0.0,-0.0864,0.0951,97.6511,0.0,248.472,246.276,79.678,79.408,44.26,0.0,31.6174,32.3502,24.9439,25.5234
SKQ202110S,GAK1,B,2021-06-28T04:38:55,-149.4662,59.8457,268,2,100.79,8,5.5456,5.5452,3.077,3.1403,0.011,0.0,2.6108,2.3924,4.5274,0.0086,3.0447,0.0,-0.0693,0.1316,96.7626,0.0,265.237,263.431,85.055,84.925,60.89,0.0,31.3364,32.0515,24.7117,25.2771
SKQ202110S,GAK1,B,2021-06-28T04:41:23,-149.4662,59.8457,268,2,75.92,9,5.6926,5.6688,3.0587,3.1203,0.0122,0.0,2.7975,2.5682,4.4843,0.0089,5.0,0.0,-0.0412,0.17,95.8388,0.0,286.532,285.883,91.977,92.205,100.0,0.0,31.0069,31.7211,24.4344,25.0016
SKQ202110S,GAK1,B,2021-06-28T04:43:50,-149.4662,59.8457,268,2,50.5,10,7.4577,7.457,3.1617,3.2295,0.0262,0.0,3.0343,2.7753,4.5351,0.0548,5.0,0.0,0.2809,0.1249,96.9256,0.0124,303.043,301.211,101.006,100.929,100.0,0.0,30.5581,31.2849,23.8617,24.4328
SKQ202110S,GAK1,B,2021-06-28T04:45:43,-149.4662,59.8457,268,2,40.22,11,9.0412,9.0408,3.2875,3.3598,0.0792,0.0,3.0323,2.773,4.4407,0.2316,5.0,0.0,1.4999,0.2091,94.9071,0.0802,291.428,288.372,100.617,100.098,100.0,0.0,30.5067,31.2513,23.5956,24.1779
SKQ202110S,GAK1,B,2021-06-28T04:47:34,-149.4662,59.8457,268,2,30.46,12,8.913,8.9129,3.2505,3.3216,0.08,0.0,3.0491,2.789,4.4207,0.6254,5.0,0.0,1.5166,0.2271,94.4804,0.3796,294.525,291.72,101.201,100.771,100.0,0.0,30.2392,30.9728,23.4058,23.9795
SKQ202110S,GAK1,B,2021-06-28T04:49:21,-149.4662,59.8457,268,2,20.26,13,9.2115,9.2163,3.2576,3.3331,0.1463,0.0,3.0838,2.823,4.3019,1.252,4.9202,0.0,3.0428,0.3361,91.94,2.0033,295.97,294.122,102.243,102.181,98.4,0.0,30.0639,30.8327,23.2238,23.8237
SKQ202110S,GAK1,B,2021-06-28T04:50:55,-149.4662,59.8457,268,2,15.15,14,9.414,9.4098,3.2624,3.3383,0.2721,0.0,3.1546,2.8883,4.0376,1.7133,5.0,0.0,5.9354,0.5899,86.2895,6.0268,302.748,300.702,104.963,104.829,100.0,0.0,29.9447,30.7212,23.0997,23.7067
SKQ202110S,GAK1,B,2021-06-28T04:52:33,-149.4662,59.8457,268,2,10.26,15,9.3892,9.3672,3.2444,3.3232,0.2503,0.0,3.194,2.927,3.8576,2.2082,5.0,0.0,5.4339,0.7723,82.4434,19.097,307.563,305.441,106.451,106.293,100.0,0.0,29.7848,30.606,22.9787,23.6233
SKQ202110S,GAK1,B,2021-06-28T04:52:40,-149.4662,59.8457,268,2,10.33,16,9.3882,9.3715,3.241,3.3218,0.2653,0.0,3.1866,2.9264,3.8663,2.1896,5.0,0.0,5.7806,0.7632,82.6298,18.293,306.73,305.983,106.135,106.477,100.0,0.0,29.7511,30.5878,22.9525,23.6084
SKQ202110S,GAK1,B,2021-06-28T04:54:48,-149.4662,59.8457,268,2,1.91,17,10.0052,9.945,3.2567,3.3319,0.169,0.0,3.3282,3.0461,3.5357,3.177,5.0,0.0,3.5661,1.121,75.5602,179.16,318.773,316.976,111.528,111.393,100.0,0.0,29.4054,30.2086,22.5865,23.2221
SKQ202110S,GAK1,B,2021-06-28T04:54:56,-149.4662,59.8457,268,2,1.87,18,10.0234,9.9775,3.2574,3.3334,0.1774,0.0,3.3289,3.0492,3.53,3.2051,5.0,0.0,3.7575,1.1274,75.4393,190.93,318.645,317.362,111.521,111.598,100.0,0.0,29.3973,30.1962,22.5773,23.2073
SKQ202110S,GEO3,B,2021-06-29T17:31:03,-148.6812,59.0153,232,3,230.48,1,5.2468,5.2454,3.2702,3.2712,0.0098,0.0,1.1971,1.1311,4.1699,0.0102,0.225,0.0,-0.0973,0.4608,89.1187,0.0001,89.738,90.082,29.094,29.207,4.5,0.0,33.7567,33.7691,26.6612,26.6712
SKQ202110S,GEO3,B,2021-06-29T17:31:16,-148.6812,59.0153,232,3,230.15,2,5.2479,5.2466,3.2703,3.2712,0.0114,0.0,1.1979,1.1323,4.1807,0.0123,0.2358,0.0,-0.059,0.4504,89.3504,0.0005,89.945,90.314,29.162,29.283,4.72,0.0,33.7565,33.7688,26.6609,26.6708
SKQ202110S,GEO3,B,2021-06-29T17:33:30,-148.6812,59.0153,232,3,202.03,3,5.5071,5.506,3.2827,3.2838,0.0102,0.0,1.3441,1.2605,4.5082,0.0088,1.6294,0.0,-0.087,0.1487,96.3513,0.0,107.135,107.07,34.92,34.902,32.59,0.0,33.653,33.6657,26.5484,26.5586
SKQ202110S,GEO3,B,2021-06-29T17:36:18,-148.6812,59.0153,232,3,151.55,4,5.7254,5.7282,3.253,3.2545,0.011,0.0,1.9344,1.7896,4.5873,0.0086,4.1348,0.0,-0.0687,0.0791,98.0416,0.0,179.288,179.05,58.509,58.441,82.7,0.0,33.1251,33.139,26.1047,26.1154
SKQ202110S,GEO3,B,2021-06-29T17:38:32,-148.6812,59.0153,232,3,125.89,5,5.5068,5.5052,3.2132,3.2141,0.011,0.0,2.1872,2.0161,4.574,0.0085,5.0,0.0,-0.0693,0.0907,97.7571,0.0,211.015,210.853,68.396,68.347,100.0,0.0,32.901,32.9126,25.9534,25.9629
SKQ202110S,GEO3,B,2021-06-29T17:40:47,-148.6812,59.0153,232,3,100.94,6,5.4216,5.4206,3.1855,3.1865,0.0122,0.0,2.4481,2.2508,4.6012,0.0102,1.9384,0.0,-0.0406,0.067,98.3388,0.0004,243.309,243.636,78.578,78.689,38.77,0.0,32.6824,32.6949,25.7905,25.8005
SKQ202110S,GEO3,B,2021-06-29T17:43:12,-148.6812,59.0153,232,3,75.91,7,5.8545,5.8531,3.2048,3.2058,0.0147,0.0,2.5618,2.3517,4.5932,0.0728,2.4554,0.0,0.015,0.0739,98.1694,0.0181,254.078,253.807,82.778,82.694,49.11,0.0,32.4936,32.5061,25.5901,25.6001
SKQ202110S,GEO3,B,2021-06-29T17:45:41,-148.6812,59.0153,232,3,50.61,8,6.808,6.8062,3.267,3.268,0.0269,0.0,2.7531,2.5229,4.597,0.4737,3.7324,0.0,0.2952,0.0707,98.2488,0.2315,270.903,270.556,90.097,89.986,74.65,0.0,32.2896,32.3018,25.3095,25.3194
SKQ202110S,GEO3,B,2021-06-29T17:47:34,-148.6812,59.0153,232,3,40.04,9,7.5412,7.5389,3.3272,3.3281,0.0308,0.0,2.9019,2.6582,4.5839,0.7269,4.0788,0.0,0.3864,0.0821,97.9697,0.5118,283.466,282.751,95.847,95.609,81.58,0.0,32.2618,32.2738,25.1888,25.1986
SKQ202110S,GEO3,B,2021-06-29T17:49:26,-148.6812,59.0153,232,3,30.09,10,8.2942,8.2933,3.3809,3.3819,0.0592,0.0,2.9422,2.6937,4.4989,1.0416,4.9025,0.0,1.0403,0.1569,96.1536,1.1869,282.157,281.541,96.953,96.748,98.05,0.0,32.1441,32.1561,24.9889,24.9984
SKQ202110S,GEO3,B,2021-06-29T17:49:34,-148.6812,59.0153,232,3,30.02,11,8.2942,8.2932,3.3809,3.3819,0.0557,0.0,2.9409,2.698,4.5011,1.0491,4.7542,0.0,0.9601,0.1549,96.2,1.2101,282.01,282.298,96.903,97.008,95.08,0.0,32.1443,32.1564,24.989,24.9987
SKQ202110S,GEO3,B,2021-06-29T17:51:15,-148.6812,59.0153,232,3,25.22,12,9.4168,9.4161,3.4738,3.4749,0.1224,0.0,3.0634,2.8072,4.3305,1.2041,4.9879,0.0,2.4943,0.3096,92.5509,1.781,288.316,288.196,101.527,101.492,99.76,0.0,32.0964,32.1082,24.7799,24.7893
SKQ202110S,GEO3,B,2021-06-29T17:51:24,-148.6812,59.0153,232,3,25.24,13,9.4153,9.4154,3.4736,3.4747,0.1261,0.0,3.0645,2.8094,4.3295,1.2017,4.7717,0.0,2.5797,0.3106,92.5296,1.7715,288.328,288.204,101.528,101.492,95.43,0.0,32.0965,32.1073,24.7802,24.7887
SKQ202110S,GEO3,B,2021-06-29T17:53:05,-148.6812,59.0153,232,3,20.31,14,9.8663,9.8653,3.5086,3.5096,0.2792,0.0,3.2008,2.9312,3.979,1.52,4.996,0.0,6.1004,0.6483,85.0371,3.8175,300.681,300.225,106.891,106.735,99.92,0.0,32.0528,32.0642,24.6734,24.6825
SKQ202110S,GEO3,B,2021-06-29T17:53:13,-148.6812,59.0153,232,3,20.12,15,9.8867,9.8929,3.5101,3.5117,0.2471,0.0,3.2001,2.9318,3.9707,1.5312,5.0,0.0,5.3628,0.6567,84.8591,3.9205,300.414,300.413,106.841,106.863,100.0,0.0,32.0499,32.0604,24.6678,24.675
SKQ202110S,GEO3,B,2021-06-29T17:55:04,-148.6812,59.0153,232,3,10.4,16,10.256,10.2555,3.5306,3.5316,0.2546,0.0,3.3083,3.0344,3.5525,2.3975,5.0,0.0,5.5348,1.102,75.9198,29.598,309.444,309.902,110.844,111.016,100.0,0.0,31.9339,31.945,24.5163,24.525
SKQ202110S,GEO3,B,2021-06-29T17:55:11,-148.6812,59.0153,232,3,10.29,17,10.2542,10.2549,3.5304,3.5316,0.2705,0.0,3.3134,3.0351,3.5545,2.3738,4.5124,0.0,5.8993,1.0997,75.9629,28.028,310.359,310.12,111.168,111.092,90.25,0.0,31.9343,31.9453,24.5168,24.5253
SKQ202110S,GEO3,B,2021-06-29T17:55:21,-148.6812,59.0153,232,3,10.25,18,10.2484,10.2482,3.53,3.5311,0.2913,0.0,3.3104,3.0321,3.5525,2.3866,1.8639,0.0,6.3772,1.102,75.9203,28.886,309.7,309.059,110.918,110.697,37.28,0.0,31.9352,31.9462,24.5185,24.5271
SKQ202110S,GEO3,B,2021-06-29T17:57:40,-148.6812,59.0153,232,3,2.8,19,10.2696,10.2672,3.5314,3.5323,0.1379,0.0,3.3131,3.0355,3.558,3.8516,4.6253,0.0,2.8508,1.0957,76.0386,855.08,309.676,309.727,110.959,110.981,92.51,0.0,31.9338,31.9446,24.5138,24.5227
SKQ202110S,GEO3,B,2021-06-29T17:57:48,-148.6812,59.0153,232,3,2.68,20,10.2668,10.2642,3.5312,3.532,0.1278,0.0,3.3159,3.0327,3.5562,3.7881,5.0,0.0,2.617,1.0979,75.9976,734.27,310.073,309.351,111.095,110.839,100.0,0.0,31.934,31.9448,24.5145,24.5233
SKQ202110S,GAK15,B,2021-06-30T22:21:29,-147.4995,57.7915,4490,4,151.71,1,5.4256,5.4252,3.2811,3.2822,0.011,0.011,1.3055,1.2226,4.6712,0.0136,5.0,3.2643,-0.0693,0.0066,99.8352,0.0009,101.906,101.505,33.174,33.047,100.0,38.965,33.7413,33.7544,26.628,26.6384
SKQ202110S,GAK15,B,2021-06-30T22:25:09,-147.4995,57.7915,4490,4,101.2,2,5.6617,5.6593,3.2699,3.2707,0.012,0.011,1.6902,1.5696,4.6769,0.4632,5.0,2.8156,-0.0469,0.0017,99.9572,0.223,148.017,148.034,48.332,48.338,100.0,33.3495,33.4035,33.415,26.3325,26.3419
SKQ202110S,GAK15,B,2021-06-30T22:29:08,-147.4995,57.7915,4490,4,50.67,3,4.5999,4.5982,3.0991,3.1,0.0275,0.011,2.8327,2.5905,4.6568,1.5241,5.0,1.7638,0.3107,0.0189,99.5272,3.8553,295.971,295.441,93.621,93.458,100.0,20.1852,32.5186,32.5305,25.7515,25.7612
SKQ202110S,GAK15,B,2021-06-30T22:31:36,-147.4995,57.7915,4490,4,40.37,4,4.9579,4.9785,3.1288,3.1316,0.0298,0.011,2.7919,2.5539,4.6447,1.7762,5.0,1.7406,0.3646,0.0294,99.27,6.9854,287.599,287.223,91.753,91.686,100.0,19.8945,32.5168,32.529,25.7116,25.719
SKQ202110S,GAK15,B,2021-06-30T22:31:47,-147.4995,57.7915,4490,4,40.35,5,4.9774,4.9837,3.1304,3.132,0.0287,0.011,2.7925,2.56,4.6457,1.7832,5.0,1.7907,0.3377,0.0285,99.2897,7.1015,287.611,287.939,91.799,91.926,100.0,20.5214,32.5165,32.5279,25.7092,25.7176
SKQ202110S,GAK15,B,2021-06-30T22:33:35,-147.4995,57.7915,4490,4,36.54,6,5.3418,5.3404,3.1593,3.1603,0.0433,0.011,2.8464,2.6062,4.616,1.9125,5.0,1.645,0.6735,0.0541,98.6558,9.6071,291.486,291.059,93.828,93.695,100.0,18.6982,32.4938,32.5059,25.6504,25.6601
SKQ202110S,GAK15,B,2021-06-30T22:35:20,-147.4995,57.7915,4490,4,30.75,7,5.7096,5.6693,3.1887,3.1865,0.0608,0.011,2.8645,2.629,4.5892,2.144,5.0,1.554,1.0753,0.0774,98.0842,16.457,290.727,291.527,94.383,94.563,100.0,17.5589,32.4739,32.4884,25.5919,25.608
SKQ202110S,GAK15,B,2021-06-30T22:37:09,-147.4995,57.7915,4490,4,24.44,8,7.891,7.8469,3.3653,3.3631,0.1224,0.011,3.0142,2.7685,4.4729,2.3879,5.0,0.9646,2.4926,0.1801,95.5969,28.945,293.366,294.806,100.048,100.452,100.0,10.1832,32.3523,32.37,25.2107,25.2309
SKQ202110S,GAK15,B,2021-06-30T22:38:51,-147.4995,57.7915,4490,4,20.17,9,10.1527,10.1425,3.5527,3.5531,0.1187,0.011,3.0702,2.8182,4.3597,2.6103,5.0,0.6369,2.4089,0.2827,93.1763,48.389,283.574,283.844,101.576,101.66,100.0,6.0812,32.2445,32.2569,24.7756,24.787
SKQ202110S,GAK15,B,2021-06-30T22:38:59,-147.4995,57.7915,4490,4,20.48,10,10.1158,10.1193,3.5497,3.5512,0.1178,0.011,3.0701,2.8192,4.3613,2.6043,5.0,0.671,2.3877,0.2812,93.211,47.727,283.949,284.385,101.631,101.804,100.0,6.5087,32.2464,32.2583,24.7832,24.792
SKQ202110S,GAK15,B,2021-06-30T22:40:28,-147.4995,57.7915,4490,4,18.34,11,10.2841,10.2953,3.5639,3.566,0.1201,0.011,3.0859,2.8314,4.3254,2.7628,5.0,0.5391,2.4399,0.3143,92.4433,68.819,284.839,284.814,102.316,102.34,100.0,4.8577,32.2408,32.2516,24.7507,24.7573
SKQ202110S,GAK15,B,2021-06-30T22:42:15,-147.4995,57.7915,4490,4,10.25,12,10.5284,10.529,3.5832,3.5844,0.1072,0.011,3.1298,2.8745,4.1913,3.2356,5.0,0.5016,2.1436,0.4403,89.5757,204.61,287.686,287.861,103.869,103.942,100.0,4.3877,32.2214,32.2322,24.6942,24.7025
SKQ202110S,GAK15,B,2021-06-30T22:42:24,-147.4995,57.7915,4490,4,10.4,13,10.5377,10.5379,3.584,3.5851,0.0984,0.011,3.1309,2.8728,4.182,3.2685,5.0,0.5216,1.9407,0.4491,89.3787,221.14,287.704,287.379,103.896,103.787,100.0,4.6378,32.2206,32.2314,24.692,24.7004
SKQ202110S,GAK15,B,2021-06-30T22:42:33,-147.4995,57.7915,4490,4,10.26,14,10.5374,10.5381,3.584,3.5851,0.1064,0.011,3.1321,2.8724,4.1839,3.2137,5.0,0.4462,2.1258,0.4474,89.417,194.55,288.196,287.907,104.073,103.978,100.0,3.6951,32.2208,32.2315,24.6922,24.7004
SKQ202110S,GAK15,B,2021-06-30T22:44:23,-147.4995,57.7915,4490,4,5.21,15,10.5566,10.5563,3.5855,3.5865,0.0529,0.011,3.1267,2.8762,4.1863,3.5322,5.0,0.4521,0.8942,0.4451,89.4687,405.27,286.644,288.04,103.555,104.067,100.0,3.7684,32.2212,32.2318,24.6892,24.6976
SKQ202110S,GAK15,B,2021-06-30T22:46:30,-147.4995,57.7915,4490,4,3.02,16,10.5756,10.5754,3.5871,3.5881,0.0593,0.011,3.1358,2.8801,4.185,3.7225,5.0,0.4613,1.0426,0.4463,89.4415,628.56,287.608,288.307,103.946,104.206,100.0,3.8831,32.2213,32.2315,24.686,24.694
SKQ202110S,GAK15,B,2021-06-30T22:46:46,-147.4995,57.7915,4490,4,2.88,17,10.5755,10.5749,3.5871,3.5881,0.0611,0.011,3.1338,2.8789,4.1873,3.7049,5.0,0.3914,1.0822,0.4442,89.49,604.63,287.295,287.87,103.833,104.047,100.0,3.008,32.2215,32.2318,24.6862,24.6944
SKQ202110S,GAK15,B,2021-06-30T22:46:55,-147.4995,57.7915,4490,4,3.0,18,10.576,10.5765,3.5871,3.5882,0.059,0.011,3.1343,2.8735,4.1872,3.6735,5.0,0.4127,1.0346,0.4442,89.4884,561.4,287.518,287.015,103.915,103.742,100.0,3.2759,32.2216,32.2318,24.6862,24.694
SKQ202110S,GAK15,B,2021-07-01T01:43:17,-147.4962,57.7893,4607,5,1519.25,1,2.2786,2.2774,3.1292,3.1304,0.0116,0.0,0.6642,0.6488,4.6386,0.0109,5.0,4.0372,-0.055,0.0346,99.1379,0.0005,29.486,29.191,8.946,8.858,100.0,48.6386,34.5077,34.5234,27.5548,27.5674
SKQ202110S,GAK15,B,2021-07-01T01:54:00,-147.4962,57.7893,4607,5,1012.48,2,2.9799,2.9791,3.1573,3.1585,0.011,0.0,0.5828,0.5769,4.6421,0.0085,5.0,4.0775,-0.0699,0.0316,99.214,0.0,15.053,15.026,4.642,4.634,100.0,49.1423,34.366,34.3808,27.3808,27.3927
SKQ202110S,GAK15,B,2021-07-01T01:54:09,-147.4962,57.7893,4607,5,1012.09,3,2.9803,2.9793,3.1573,3.1585,0.011,0.0,0.5828,0.5768,4.6421,0.0085,5.0,4.0891,-0.0682,0.0316,99.2146,0.0,15.08,14.959,4.651,4.614,100.0,49.2876,34.3659,34.3807,27.3806,27.3926
SKQ202110S,GAK15,B,2021-07-01T02:00:38,-147.4962,57.7893,4607,5,758.81,4,3.4472,3.4465,3.1784,3.1795,0.0117,0.0,0.591,0.5835,4.6508,0.0086,5.0,4.048,-0.0538,0.0241,99.3999,0.0,15.562,15.224,4.851,4.746,100.0,48.7736,34.2596,34.2738,27.2522,27.2636
SKQ202110S,GAK15,B,2021-07-01T02:00:48,-147.4962,57.7893,4607,5,758.65,5,3.4473,3.4466,3.1784,3.1795,0.011,0.0,0.591,0.5836,4.6509,0.0089,5.0,4.0538,-0.0693,0.024,99.4026,0.0,15.573,15.329,4.854,4.778,100.0,48.8457,34.2595,34.2738,27.2522,27.2636
SKQ202110S,GAK15,B,2021-07-01T02:07:13,-147.4962,57.7893,4607,5,505.03,6,3.903,3.9004,3.1958,3.1968,0.0113,0.0,0.6386,0.6264,4.6606,0.0085,5.0,4.0264,-0.0624,0.0157,99.6083,0.0,21.333,21.135,6.716,6.654,100.0,48.5029,34.1239,34.1382,27.0991,27.1108
